07f3b26ddce836601011c0d66b3f1135c441ac2049dac97ab83d24a5f3a9f956,0b72cc96f51712f569a709d0d6e550f634538d06da0643b4aff854c3a950f25d,5828d9599e4786b41c22c2c0df19e70f0d015308f4476d5d1526f9b4539a69a8,5a2b6e3a5a8a54de405be48032094208bfb150455a4f29080404d5e713d30c55,ce451eee693f35f59ddd7afa8d70ec1e927e0b7f82508d8f9c66906fb2092937,d4c6b7e126a1051cfd5fd494310226a02e084931b6d4e34c6c6088715e14c93f,a79c95fa27b4b9593e26d5f384cd9cc25b3094a889b19f393a099a387537295f,ded8eed03455171b93cb966b85228ef094edec230cfe6a00a51ac64319e4512b,5b487812552a1eb330bb15e8772fa0e15bdf941f8bc337db1e5f08cfc84dd965,8a445eab660f863d3cd67b468e337212b67ee1045aaa8c2ecae7047efa9ad3f6,23f4997cab258669a12c4b2af968848392b2de270ac944a6c23a1f85f96034b3
"","35","","","","30","10202","","","1102020045","1"
"","32","","","","30","10202","","","1102020046","1"
"","93","","","","0.2","10202","","","1102020047","0"
"1","6","0","0","0","1","10202","","1","1102020048","1"
"1","6","0","0","0","2","10202","","1","1102020049","1"
"1","6","0","0","0","100","10202","","1","1102020050","1"
"","32","","","","0","10202","","","1102020051","0"
"","32","","","","2","10202","","","1102020052","0"
"","32","","","","3","10202","","","1102020053","0"
"","32","","","","4","10202","","","1102020054","0"
"","32","","","","10","10202","","","1102020055","0"
"","32","","","","20","10202","","","1102020056","0"
"","93","","","","0.3","10202","","","1102020057","0"
"0","5","0","0","1","1","10301","magicitem_1","20","1103010001","1"
"0","5","0","0","1","2","10301","magicitem_2","19","1103010002","2"
"0","5","0","0","1","3","10301","magicitem_3","18","1103010003","3"
"0","5","0","0","1","103000","10301","magicitem_kyaru","21","1103010004","4"
"0","31","","1","0","103000","10301","","0","1103010005","10"
"0","31","","1","0","103001","10301","","0","1103010006","11"
"0","31","","1","0","103002","10301","","0","1103010007","12"
"0","31","","1","0","103003","10301","","0","1103010008","13"
"0","31","","1","0","103007","10301","","0","1103010009","14"
"0","31","","1","0","103011","10301","","0","1103010010","19"
"0","31","","1","1","1","10301","","0","1103010011","15"
"0","31","","1","0","2","10301","","0","1103010012","16"
"0","31","","1","0","3","10301","","0","1103010013","17"
"0","31","","1","0","4","10301","","0","1103010014","18"
"0","35","","1","1","18","10301","","0","1103010015","0"
"","32","","","","18","10301","","","1103010016","1"
"","91","","","","0","10301","","","1103010017","0"
"","32","","","","10","10301","","","1103010018","1"
"","32","","","","11","10301","","","1103010019","1"
"","32","","","","12","10301","","","1103010020","1"
"","32","","","","13","10301","","","1103010021","1"
"","32","","","","19","10301","","","1103010022","1"
"","3","","","0","1","10301","","0","1103010023","magicitem_1"
"","3","","","0","2","10301","","0","1103010024","magicitem_2"
"","3","","","0","3","10301","","0","1103010025","magicitem_3"
"","3","","","0","4","10301","","0","1103010026","magicitem_kyaru"
"2.17","21","","","","vo_caravan","10301","","0","1103010027","vo_caravan_event_004_000"
"3.2","21","","","","vo_caravan","10301","","1","1103010028","vo_caravan_event_004_001"
"4.9","21","","","","vo_caravan","10301","","2","1103010029","vo_caravan_event_004_002"
"","93","","","","7","10301","","","1103010030","0"
"","32","","","","18","10301","","","1103010031","0"
"","93","","","","0.67","10301","","","1103010032","0"
"","101","","","","1103010034","10301","","","1103010033","1"
"","35","","","","14","10301","","","1103010034","1"
"","32","","","","14","10301","","","1103010035","1"
"","32","","","","16","10301","","","1103010036","1"
"","32","","","","19","10301","","","1103010037","0"
"","35","","","","18","10301","","","1103010038","1"
"","93","","","","0.4","10301","","","1103010039","0"
"","92","","","","","10301","","","1103010040",""
"","35","","","","17","10301","","","1103010041","1"
"","32","","","","17","10301","","","1103010042","1"
"","93","","","","0.2","10301","","","1103010043","0"
"0","6","0","0","0.01","1","10301","","0","1103010044","0"
"0","6","0","0","0.01","2","10301","","0","1103010045","0"
"0","6","0","0","0.01","3","10301","","0","1103010046","0"
"0","6","0","0","0.01","4","10301","","0","1103010047","0"
"","32","","","","10","10301","","","1103010048","0"
"","32","","","","11","10301","","","1103010049","0"
"","32","","","","12","10301","","","1103010050","0"
"","32","","","","13","10301","","","1103010051","0"
"","32","","","","14","10301","","","1103010052","0"
"","32","","","","15","10301","","","1103010053","0"
"","32","","","","16","10301","","","1103010054","0"
"","32","","","","18","10301","","","1103010055","0"
"","93","","","","0.3","10301","","","1103010056","0"
"0","5","0","0","1","4","10302","magicitem_1","20","1103020001","1"
"0","5","0","0","1","3","10302","magicitem_2","19","1103020002","2"
"0","5","0","0","1","1","10302","magicitem_3","18","1103020003","3"
"0","5","0","0","1","103000","10302","magicitem_pekorine","21","1103020004","4"
"0","31","","1","0","103000","10302","","0","1103020005","10"
"0","31","","1","0","103001","10302","","0","1103020006","11"
"0","31","","1","0","103002","10302","","0","1103020007","12"
"9","31","","1","0","103004","10302","","-25","1103020008","13"
"0","31","","1","0","103008","10302","","0","1103020009","14"
"0","31","","1","0","103011","10302","","0","1103020010","19"
"0","31","","1","1","1","10302","","0","1103020011","15"
"0","31","","1","0","2","10302","","0","1103020012","16"
"0","31","","1","0","3","10302","","0","1103020013","17"
"0","31","","1","0","4","10302","","0","1103020014","18"
"0","35","","1","1","18","10302","","0","1103020015","0"
"","32","","","","18","10302","","","1103020016","1"
"","91","","","","0","10302","","","1103020017","0"
"","32","","","","10","10302","","","1103020018","1"
"","32","","","","11","10302","","","1103020019","1"
"","32","","","","12","10302","","","1103020020","1"
"","32","","","","13","10302","","","1103020021","1"
"","32","","","","19","10302","","","1103020022","1"
"","3","","","0","1","10302","","0","1103020023","magicitem_1"
"","3","","","0","2","10302","","0","1103020024","magicitem_2"
"","3","","","0","3","10302","","0","1103020025","magicitem_3"
"","3","","","0","4","10302","","0","1103020026","magicitem_pekorine"
"2.17","21","","","","vo_caravan","10302","","0","1103020027","vo_caravan_event_006_000"
"3.2","21","","","","vo_caravan","10302","","1","1103020028","vo_caravan_event_006_001"
"4.9","21","","","","vo_caravan","10302","","2","1103020029","vo_caravan_event_006_002"
"","93","","","","7","10302","","","1103020030","0"
"","32","","","","18","10302","","","1103020031","0"
"","93","","","","0.67","10302","","","1103020032","0"
"","101","","","","1103020034","10302","","","1103020033","1"
"","35","","","","14","10302","","","1103020034","1"
"","32","","","","14","10302","","","1103020035","1"
"","32","","","","16","10302","","","1103020036","1"
"","32","","","","19","10302","","","1103020037","0"
"","35","","","","18","10302","","","1103020038","1"
"","93","","","","0.4","10302","","","1103020039","0"
"","92","","","","","10302","","","1103020040",""
"","35","","","","17","10302","","","1103020041","1"
"","32","","","","17","10302","","","1103020042","1"
"","93","","","","0.2","10302","","","1103020043","0"
"0","6","0","0","0.01","1","10302","","0","1103020044","0"
"0","6","0","0","0.01","2","10302","","0","1103020045","0"
"0","6","0","0","0.01","3","10302","","0","1103020046","0"
"0","6","0","0","0.01","4","10302","","0","1103020047","0"
"","32","","","","10","10302","","","1103020048","0"
"","32","","","","11","10302","","","1103020049","0"
"","32","","","","12","10302","","","1103020050","0"
"","32","","","","13","10302","","","1103020051","0"
"","32","","","","14","10302","","","1103020052","0"
"","32","","","","15","10302","","","1103020053","0"
"","32","","","","16","10302","","","1103020054","0"
"","32","","","","18","10302","","","1103020055","0"
"","93","","","","0.3","10302","","","1103020056","0"
"0","5","0","0","1","3","10303","magicitem_1","20","1103030001","1"
"0","5","0","0","1","1","10303","magicitem_2","19","1103030002","2"
"0","5","0","0","1","2","10303","magicitem_3","18","1103030003","3"
"0","5","0","0","1","103000","10303","magicitem_kokkoro","21","1103030004","4"
"0","31","","1","0","103000","10303","","0","1103030005","10"
"0","31","","1","0","103001","10303","","0","1103030006","11"
"0","31","","1","0","103002","10303","","0","1103030007","12"
"-35","31","","1","0","103005","10303","","8","1103030008","13"
"0","31","","1","0","103009","10303","","0","1103030009","14"
"0","31","","1","0","103012","10303","","0","1103030010","19"
"0","31","","1","1","1","10303","","0","1103030011","15"
"0","31","","1","0","2","10303","","0","1103030012","16"
"0","31","","1","0","3","10303","","0","1103030013","17"
"0","31","","1","0","4","10303","","0","1103030014","18"
"0","35","","1","1","18","10303","","0","1103030015","0"
"","32","","","","18","10303","","","1103030016","1"
"","91","","","","0","10303","","","1103030017","0"
"","32","","","","10","10303","","","1103030018","1"
"","32","","","","11","10303","","","1103030019","1"
"","32","","","","12","10303","","","1103030020","1"
"","32","","","","13","10303","","","1103030021","1"
"","32","","","","19","10303","","","1103030022","1"
"","3","","","0","1","10303","","0","1103030023","magicitem_1"
"","3","","","0","2","10303","","0","1103030024","magicitem_2"
"","3","","","0","3","10303","","0","1103030025","magicitem_3"
"","3","","","0","4","10303","","0","1103030026","magicitem_kokkoro"
"2.17","21","","","","vo_caravan","10303","","0","1103030027","vo_caravan_event_005_000"
"3.2","21","","","","vo_caravan","10303","","1","1103030028","vo_caravan_event_005_001"
"4.9","21","","","","vo_caravan","10303","","2","1103030029","vo_caravan_event_005_002"
"","93","","","","7","10303","","","1103030030","0"
"","32","","","","18","10303","","","1103030031","0"
"","93","","","","0.67","10303","","","1103030032","0"
"","101","","","","1103030034","10303","","","1103030033","1"
"","35","","","","14","10303","","","1103030034","1"
"","32","","","","14","10303","","","1103030035","1"
"","32","","","","16","10303","","","1103030036","1"
"","32","","","","19","10303","","","1103030037","0"
"","35","","","","18","10303","","","1103030038","1"
"","93","","","","0.4","10303","","","1103030039","0"
"","92","","","","","10303","","","1103030040",""
"","35","","","","17","10303","","","1103030041","1"
"","32","","","","17","10303","","","1103030042","1"
"","93","","","","0.2","10303","","","1103030043","0"
"0","6","0","0","0.01","1","10303","","0","1103030044","0"
"0","6","0","0","0.01","2","10303","","0","1103030045","0"
"0","6","0","0","0.01","3","10303","","0","1103030046","0"
"0","6","0","0","0.01","4","10303","","0","1103030047","0"
"","32","","","","10","10303","","","1103030048","0"
"","32","","","","11","10303","","","1103030049","0"
"","32","","","","12","10303","","","1103030050","0"
"","32","","","","13","10303","","","1103030051","0"
"","32","","","","14","10303","","","1103030052","0"
"","32","","","","15","10303","","","1103030053","0"
"","32","","","","16","10303","","","1103030054","0"
"","32","","","","18","10303","","","1103030055","0"
"","93","","","","0.3","10303","","","1103030056","0"
"0","5","0","0","1","1","10304","magicitem_1","20","1103040001","1"
"0","5","0","0","1","2","10304","magicitem_2","19","1103040002","2"
"0","5","0","0","1","4","10304","magicitem_3","18","1103040003","3"
"0","5","0","0","1","103000","10304","magicitem_kyaru","21","1103040004","4"
"0","31","","1","0","103000","10304","","0","1103040005","10"
"0","31","","1","0","103001","10304","","0","1103040006","11"
"0","31","","1","0","103002","10304","","0","1103040007","12"
"0","31","","1","0","103006","10304","","0","1103040008","13"
"0","31","","1","0","103010","10304","","0","1103040009","14"
"0","31","","1","0","103011","10304","","0","1103040010","19"
"0","31","","1","1","1","10304","","0","1103040011","15"
"0","31","","1","0","2","10304","","0","1103040012","16"
"0","31","","1","0","3","10304","","0","1103040013","17"
"0","31","","1","0","4","10304","","0","1103040014","18"
"0","35","","1","1","18","10304","","0","1103040015","0"
"","32","","","","18","10304","","","1103040016","1"
"","91","","","","0","10304","","","1103040017","0"
"","32","","","","10","10304","","","1103040018","1"
"","32","","","","11","10304","","","1103040019","1"
"","32","","","","12","10304","","","1103040020","1"
"","32","","","","13","10304","","","1103040021","1"
"","32","","","","19","10304","","","1103040022","1"
"","3","","","0","1","10304","","0","1103040023","magicitem_1"
"","3","","","0","2","10304","","0","1103040024","magicitem_2"
"","3","","","0","3","10304","","0","1103040025","magicitem_3"
"","3","","","0","4","10304","","0","1103040026","magicitem_kyaru2"
"2.17","21","","","","vo_caravan","10304","","0","1103040027","vo_caravan_event_007_000"
"3.2","21","","","","vo_caravan","10304","","1","1103040028","vo_caravan_event_007_001"
"4.9","21","","","","vo_caravan","10304","","2","1103040029","vo_caravan_event_007_002"
"","93","","","","7","10304","","","1103040030","0"
"","32","","","","18","10304","","","1103040031","0"
"","93","","","","0.67","10304","","","1103040032","0"
"","101","","","","1103040034","10304","","","1103040033","1"
"","35","","","","14","10304","","","1103040034","1"
"","32","","","","14","10304","","","1103040035","1"
"","32","","","","16","10304","","","1103040036","1"
"","32","","","","19","10304","","","1103040037","0"
"","35","","","","18","10304","","","1103040038","1"
"","93","","","","0.4","10304","","","1103040039","0"
"","92","","","","","10304","","","1103040040",""
"","35","","","","17","10304","","","1103040041","1"
"","32","","","","17","10304","","","1103040042","1"
"","93","","","","0.2","10304","","","1103040043","0"
"0","6","0","0","0.01","1","10304","","0","1103040044","0"
"0","6","0","0","0.01","2","10304","","0","1103040045","0"
"0","6","0","0","0.01","3","10304","","0","1103040046","0"
"0","6","0","0","0.01","4","10304","","0","1103040047","0"
"","32","","","","10","10304","","","1103040048","0"
"","32","","","","11","10304","","","1103040049","0"
"","32","","","","12","10304","","","1103040050","0"
"","32","","","","13","10304","","","1103040051","0"
"","32","","","","14","10304","","","1103040052","0"
"","32","","","","15","10304","","","1103040053","0"
"","32","","","","16","10304","","","1103040054","0"
"","32","","","","18","10304","","","1103040055","0"
"","93","","","","0.3","10304","","","1103040056","0"
"-250","5","0","-270","0.95","3","10401","empty","55","1104010001","1"
"-250","5","0","-270","0.95","104000","10401","empty","57","1104010002","2"
"150","5","0","-260","0.95","5","10401","empty","50","1104010003","3"
"150","5","0","-260","0.95","5","10401","empty","52","1104010004","4"
"0","31","","1","0","104000","10401","","220","1104010005","0"
"0","31","","1","0","104001","10401","","0","1104010006","1"
"-235","31","","1","0","104002","10401","","-225","1104010007","2"
"0","31","","1","0","104003","10401","","0","1104010008","3"
"0","31","","1","0","104004","10401","","0","1104010009","4"
"0","31","","1","0","104006","10401","","400","1104010010","6"
"0","31","","1","0","1","10401","","0","1104010011","10"
"0","31","","1","0","2","10401","","0","1104010012","20"
"0","31","","1","0","3","10401","","0","1104010013","30"
"0","31","","1","0","5","10401","","0","1104010014","50"
"","91","","","","0","10401","","","1104010015","0"
"","32","","","","50","10401","","","1104010016","1"
"","32","","","","0","10401","","","1104010017","1"
"","32","","","","10","10401","","","1104010018","1"
"","93","","","","0.5","10401","","","1104010019","0"
"","23","","","","se_caravan","10401","","0","1104010020","se_caravan_event_kyaru_A"
"0.2","21","","","","vo_caravan","10401","","0","1104010021","vo_caravan_event_98011_000"
"","32","","","","6","10401","","","1104010022","1"
"","3","0","","0","3","10401","","0","1104010023","turnSkip_1_karin"
"","3","0","","0","4","10401","","0","1104010024","turnSkip_1_pen"
"","3","0","","0","1","10401","","0","1104010025","turnSkip_1"
"","3","0","","0","2","10401","","0","1104010026","turnSkip_1"
"0.7","33","","8","","0","10401","","0","1104010027","0"
"0.7","2","","8","","3","10401","","-260","1104010028","-250"
"0.7","2","","8","","4","10401","","-260","1104010029","-250"
"0.7","33","","8","","6","10401","","0","1104010030","0"
"","93","","","","4.3","10401","","","1104010031","0"
"","23","","","","se_caravan","10401","","0","1104010032","se_caravan_event_kyaru_1turn_B"
"0.533","21","","","","vo_caravan","10401","","0","1104010033","vo_caravan_event_98011_001"
"","93","","","","0.833","10401","","","1104010034","0"
"","32","","","","3","10401","","","1104010035","1"
"","93","","","","0.3003","10401","","","1104010036","0"
"","32","","","","1","10401","","","1104010037","1"
"","93","","","","1.0337","10401","","","1104010038","0"
"","21","","","","vo_caravan","10401","","0","1104010039","vo_caravan_event_98011_002"
"","32","","","","2","10401","","","1104010040","1"
"","93","","","","0.833","10401","","","1104010041","0"
"","101","","","","1104010043","10401","","","1104010042","0"
"","35","","","","4","10401","","","1104010043","1"
"","32","","","","4","10401","","","1104010044","1"
"","32","","","","20","10401","","","1104010045","1"
"","93","","","","0.4","10401","","","1104010046","0"
"","92","","","","","10401","","","1104010047",""
"","35","","","","30","10401","","","1104010048","1"
"","32","","","","30","10401","","","1104010049","1"
"","93","","","","0.2","10401","","","1104010050","0"
"1","6","0","0","0","1","10401","","1","1104010051","1"
"1","6","0","0","0","2","10401","","1","1104010052","1"
"1","6","0","0","0","3","10401","","1","1104010053","1"
"1","6","0","0","0","4","10401","","1","1104010054","1"
"","32","","","","0","10401","","","1104010055","0"
"","32","","","","1","10401","","","1104010056","0"
"","32","","","","2","10401","","","1104010057","0"
"","32","","","","3","10401","","","1104010058","0"
"","32","","","","4","10401","","","1104010059","0"
"","32","","","","6","10401","","","1104010060","0"
"","32","","","","10","10401","","","1104010061","0"
"","32","","","","20","10401","","","1104010062","0"
"","32","","","","50","10401","","","1104010063","0"
"","93","","","","0.3","10401","","","1104010064","0"
"-250","5","0","-270","0.95","3","10402","empty","55","1104020001","1"
"-250","5","0","-270","0.95","104000","10402","empty","57","1104020002","2"
"100","5","0","-260","0.95","5","10402","empty","50","1104020003","3"
"100","5","0","-260","0.95","5","10402","empty","52","1104020004","4"
"0","31","","1","0","104000","10402","","220","1104020005","0"
"0","31","","1","0","104001","10402","","0","1104020006","1"
"-245","31","","1","0","104002","10402","","-205","1104020007","2"
"0","31","","1","0","104003","10402","","0","1104020008","3"
"0","31","","1","0","104005","10402","","0","1104020009","5"
"0","31","","1","0","104006","10402","","265","1104020010","6"
"0","31","","1","0","1","10402","","0","1104020011","10"
"0","31","","1","0","2","10402","","0","1104020012","20"
"0","31","","1","0","3","10402","","0","1104020013","30"
"0","31","","1","0","5","10402","","0","1104020014","50"
"","91","","","","0","10402","","","1104020015","0"
"","32","","","","50","10402","","","1104020016","1"
"","32","","","","0","10402","","","1104020017","1"
"","32","","","","10","10402","","","1104020018","1"
"","93","","","","0.5","10402","","","1104020019","0"
"","23","","","","se_caravan","10402","","0","1104020020","se_caravan_event_kyaru_A"
"0.2","21","","","","vo_caravan","10402","","0","1104020021","vo_caravan_event_98012_000"
"","32","","","","6","10402","","","1104020022","1"
"","3","0","","0","3","10402","","0","1104020023","turnSkip_2_karin"
"","3","0","","0","4","10402","","0","1104020024","turnSkip_2_pen"
"","3","0","","0","1","10402","","0","1104020025","turnSkip_2"
"","3","0","","0","2","10402","","0","1104020026","turnSkip_2"
"0.7","33","","8","","0","10402","","0","1104020027","0"
"0.7","2","","8","","3","10402","","-260","1104020028","-250"
"0.7","2","","8","","4","10402","","-260","1104020029","-250"
"0.7","33","","8","","6","10402","","0","1104020030","0"
"","93","","","","4.3","10402","","","1104020031","0"
"","23","","","","se_caravan","10402","","0","1104020032","se_caravan_event_kyaru_2turn_B"
"0.63","21","","","","vo_caravan","10402","","0","1104020033","vo_caravan_event_98012_001"
"2.2","21","","","","vo_caravan","10402","","0","1104020034","vo_caravan_event_98012_002"
"","93","","","","2.5","10402","","","1104020035","0"
"","32","","","","3","10402","","","1104020036","1"
"","93","","","","0.3","10402","","","1104020037","0"
"","32","","","","1","10402","","","1104020038","1"
"","93","","","","1.067","10402","","","1104020039","0"
"","21","","","","vo_caravan","10402","","0","1104020040","vo_caravan_event_98012_003"
"","32","","","","2","10402","","","1104020041","1"
"","93","","","","0.933","10402","","","1104020042","0"
"","101","","","","1104020044","10402","","","1104020043","0"
"","35","","","","5","10402","","","1104020044","1"
"","32","","","","5","10402","","","1104020045","1"
"","32","","","","20","10402","","","1104020046","1"
"","93","","","","0.4","10402","","","1104020047","0"
"","92","","","","","10402","","","1104020048",""
"","35","","","","30","10402","","","1104020049","1"
