204fe277b5a673cb5419fe9f35487c4e2748a27e6e8048498642a7f649b31070,1bec207595441504750df4a0a9bc01c643674a69963e65aa1a5b1cc3e34427f7,a1ada7c2646314dab4b919e195f0b07d91caf6f2d09198109f8698bd14d5501e,97fb010140bda6303478c40b30698fba546802cf1c35bfb9b55406d3f12d1911,1b2e4e82d8be0cf8e8dd7529d68c42803d39fb0e6a236e7e2ff27c2090724fde,01bfdef91044a63447319136a82d180bd49db80d7906daa083bd12e54be6ddf4,1c5459441c31a24d9bc594a8f33198a2ef8ae804fc5546d5bfa3a5d4dd6ef4f2,c513c8bf8edb04408f37aee03ce60e1b77b6a1113b0114ba928683ed854bdc0a,149af64bee8864ca0e17584d95b8fc3f986bc0712be176a41a6518f82d777702,d752aa31ade4a3c2edf44608787ec15d33ab34d42ac11b2a3fe9c91dd585ca4b,8af456c6ab0fd6302ad4117b57f61e7ac3f71a8b174734491781f62e4c30cc98,d85bad6140f01619a063194886cf082946495fb6fe66d7277c6e5ec492868122,02c3def2e4eb874500511885ad124187281ea84731bce47798589786d981c9c9,6bdb6dd6408ba47c0e5f07fe71d9370244b0d5551a2e6e54fd4be73163d422ae,bf43b2d4619b6e33e71c280423873d2db456c3cbd5f63a35cbad0b437bcb3205,ddbf275291726095a832188ab38e020b8751bac1f8b13599d57d4d7e0fa2abb0,f5bb9feaac9e095e54302e1b7a23de9e87c3771398739fe5e2efc71910fea2b3,5f135d7b742d67a3edfc3e4305286a6fb2485872e08fa28f28655b141ab8b897,66e8f369cfdc88a509cbc34edfc5010d8e4a9da883fa3c8209ea626437f9896f,33b90752717cfaa6b5fd939f1384fb49a3837c014287264b6e43a7eec2d04519,e28b9fe219fb2eb79f091083400a687e175a2973b58ae98cae473bc6f67a61e5,d11e1d8c6895cc5854074142365dc1d44e39ad95ae8dc6303f67ffc073e5ef67,e3a27c2ea434dbc1aa97b90f73f86a07a7614c2dc9d78bca1db82d53e0b97cdc,5ab8b0478862eb52278c5ddf5d862ec8f096b01c5ff3da98f4838ceba74e408f,cc3b552409d9a49ddac53792c5663fd22bb6c1eb0ceae1589e3cf0e351bcc4fc,9c0a31f2430eb0cfe50d7519eb7849c409d6bb4007d9357e164ee18911789ed1,44776b8ef1bec5c94646778587f0282ada01b2af405242ddf7a038a42678cdeb,f0759bb228030db43848f4350b36887811fe55e79808404872542cbf06a2916a,f92125d409f642d5e37a3ec88051efca98efb0cc030104ec2d3eb94ec399cf20,389925d6b9f27afd601faededa8f16c5e10788ceb81d10d2ab48b96a767a9dc2,cb4185de7a41e2595de024609a94d8ccf971611e4b27c3bcb4183f670a56897d,f952177c5287e272bed1755cae53acdf4b241578353d6c399260dd6202a17285,268f629e29a5f628a5c629604f4ce99c0dacf33d735e3dd18b5adea0eb447eb2,736a328bff8f12a77c60bd8a14933194bc98fa6adf87e5f65aae8d3535170ee2,0c711a95538db00f4add4422e99deeb141aab2675b20d49235885c8da37cf190,9eb7e3246e6dee6ae140a0867ac19d00807508c89cb308fa956278422721eefc,f635f1e811a131c056d29f20fcffc23f08c1107e52b218d2c74d353d4744f6ba,6f9b83892e79596a85de2941c22571a25911f5fa1957b916b14353fe299d895e,5a0591b997b83945d545f8aef6c8fd89585a68b780c5e211ea3deb09426fedd0
"0.03","1","401040321","1001301","1.5","1007","1","1004103","1","1","1004104","1004102","710071","1004202","10070102","1","401040311","1004204","0","1.3","1004201","1004203","1004105","1","100000","1","401040331","401040351","0","1","10070103","13","10070104","10070101","1004205","1004101","401040341","10070105","1.3"
"0.06","1","401040371","1001303","2","1007","2","1004108","1.3","1.3","1004109","1004107","710071","1004207","10070102","1","401040361","1004209","0","1.8","1004206","1004208","1004110","2","100000","1","401040381","401040401","0","-1","10070103","14","10070104","10070101","1004210","1004106","401040391","10070105","1.8"
"0.03","1","401040421","1001301","1.5","1008","1","1004103","1","1","1004104","1004102","710081","1004202","10080102","1","401040411","1004204","0","1.3","1004201","1004203","1004105","1","100000","1","401040431","401040451","0","1","10080103","15","10080104","10080101","1004205","1004101","401040441","10080105","1.3"
"0.06","1","401040471","1001303","2","1008","2","1004108","1.3","1.3","1004109","1004107","710081","1004207","10080102","1","401040461","1004209","0","1.8","1004206","1004208","1004110","2","100000","1","401040481","401040501","0","-1","10080103","16","10080104","10080101","1004210","1004106","401040491","10080105","1.8"
"0.03","1","401040521","1001301","1.5","1009","1","1004103","1","1","1004104","1004102","710091","1004202","10090102","1","401040511","1004204","0","1.3","1004201","1004203","1004105","1","100000","1","401040531","401040551","0","1","10090103","17","10090104","10090101","1004205","1004101","401040541","10090105","1.3"
"0.06","1","401040571","1001303","2","1009","2","1004108","1.4","1.4","1004109","1004107","710091","1004207","10090102","1","401040561","1004209","0","1.8","1004206","1004208","1004110","2","100000","1","401040581","401040601","0","5","10090103","18","10090104","10090101","1004210","1004106","401040591","10090105","1.8"
"0.06","1","401040621","1001303","3","1009","2","1004103","2","2","1004104","1004102","710091","1004202","10090102","1","401040611","1004204","0","2.5","1004201","1004203","1004105","6","100000","1","401040631","401040651","0","-1","10090103","19","10090104","10090101","1004205","1004101","401040641","10090105","2.5"
"0.03","1","401011002","1001301","1.5","1010","1","1004108","1","1","1004109","1004107","710101","1004207","10100102","1","401011001","1004209","0","1.3","1004206","1004208","1004110","1","100000","1","401011003","401011005","0","3","10100103","20","10100104","10100101","1004210","1004106","401011004","10100105","1.3"
"0.06","1","401021002","1001303","2","1010","2","1004103","1.4","1.4","1004104","1004102","710101","1004202","10100102","1","401021001","1004204","0","1.8","1004201","1004203","1004105","4","100000","1","401021003","401021005","0","10","10100103","21","10100104","10100101","1004205","1004101","401021004","10100105","1.8"
"0.06","1","401031002","1001303","3","1010","2","1004108","2","2","1004109","1004107","710101","1004207","10100102","1","401031001","1004209","0","2.5","1004206","1004208","1004110","11","100000","1","401031003","401031005","0","-1","10100103","22","10100104","10100101","1004210","1004106","401031004","10100105","2.5"
"0.03","1","401040671","1001301","1.5","1011","1","1004103","1","1","1004104","1004102","710111","1004202","10110102","1","401040661","1004204","0","1.3","1004201","1004203","1004105","1","100000","2","401040681","401040701","0","1","10110103","23","10110104","10110101","1004205","1004101","401040691","10110105","1.3"
"0.03","1","401040671","1001303","1.5","1011","1","1004108","1","1","1004109","1004107","710111","1004207","10110102","1","401040661","1004209","0","1.3","1004206","1004208","1004110","2","100000","2","401040681","401040701","0","3","10110103","24","10110104","10110101","1004210","1004106","401040691","10110105","1.3"
"0.06","2","401040721","1001303","2","1011","2","1004103","1.4","1.4","1004104","1004102","710111","1004202","10110102","1","401040711","1004204","0","1.8","1004201","1004203","1004105","4","100000","5","401040731","401040751","0","10","10110103","25","10110104","10110101","1004205","1004101","401040741","10110105","1.8"
"0.06","3","401040771","1001303","3","1011","2","1004108","2","2","1004109","1004107","710111","1004207","10110102","1","401040761","1004209","0","2.5","1004206","1004208","1004110","11","100000","12","401040781","401040801","0","-1","10110103","26","10110104","10110101","1004210","1004106","401040791","10110105","2.5"
"0.03","1","401040821","1001301","1.5","1012","1","1004103","1","1","1004104","1004102","710121","1004202","10120102","1","401040811","1004204","0","1.3","1004201","1004203","1004105","1","100000","2","401040831","401040851","0","1","10120103","27","10120104","10120101","1004205","1004101","401040841","10120105","1.3"
"0.03","1","401040821","1001303","1.5","1012","1","1004108","1","1","1004109","1004107","710121","1004207","10120102","1","401040811","1004209","0","1.3","1004206","1004208","1004110","2","100000","2","401040831","401040851","0","3","10120103","28","10120104","10120101","1004210","1004106","401040841","10120105","1.3"
"0.06","2","401040871","1001303","2","1012","2","1004103","1.4","1.4","1004104","1004102","710121","1004202","10120102","1","401040861","1004204","0","1.8","1004201","1004203","1004105","4","100000","5","401040881","401040901","0","10","10120103","29","10120104","10120101","1004205","1004101","401040891","10120105","1.8"
"0.06","3","401040921","1001303","3","1012","2","1004108","2","2","1004109","1004107","710121","1004207","10120102","1","401040911","1004209","0","2.5","1004206","1004208","1004110","11","100000","12","401040931","401040951","0","-1","10120103","30","10120104","10120101","1004210","1004106","401040941","10120105","2.5"
"0.03","1","401040971","1001301","1.5","1013","1","1004103","1","1","1004104","1004102","710011","1004202","10130102","1","401040961","1004204","0","1.3","1004201","1004203","1004105","1","100000","2","401040981","401041001","0","1","10130103","31","10130104","10130101","1004205","1004101","401040991","10130105","1.3"
"0.03","1","401040971","1001303","1.5","1013","1","1004108","1","1","1004109","1004107","710011","1004207","10130102","1","401040961","1004209","0","1.3","1004206","1004208","1004110","2","100000","2","401040981","401041001","0","3","10130103","32","10130104","10130101","1004210","1004106","401040991","10130105","1.3"
"0.06","2","401041021","1001303","2","1013","2","1004103","1.4","1.4","1004104","1004102","710011","1004202","10130102","1","401041011","1004204","0","1.8","1004201","1004203","1004105","4","100000","5","401041031","401041051","0","10","10130103","33","10130104","10130101","1004205","1004101","401041041","10130105","1.8"
"0.06","3","401041071","1001303","3","1013","2","1004108","2","2","1004109","1004107","710011","1004207","10130102","1","401041061","1004209","0","2.5","1004206","1004208","1004110","11","100000","12","401041081","401041101","0","-1","10130103","34","10130104","10130101","1004210","1004106","401041091","10130105","2.5"
"0.03","1","401041121","1001301","1.5","1014","1","1004103","1","1","1004104","1004102","710021","1004202","10140102","1","401041111","1004204","0","1.3","1004201","1004203","1004105","1","100000","2","401041131","401041151","0","1","10140103","35","10140104","10140101","1004205","1004101","401041141","10140105","1.3"
"0.03","1","401041121","1001303","1.5","1014","1","1004108","1","1","1004109","1004107","710021","1004207","10140102","1","401041111","1004209","0","1.3","1004206","1004208","1004110","2","100000","2","401041131","401041151","0","3","10140103","36","10140104","10140101","1004210","1004106","401041141","10140105","1.3"
"0.06","2","401041171","1001303","2","1014","2","1004103","1.4","1.4","1004104","1004102","710021","1004202","10140102","1","401041161","1004204","0","1.8","1004201","1004203","1004105","4","100000","5","401041181","401041201","0","10","10140103","37","10140104","10140101","1004205","1004101","401041191","10140105","1.8"
"0.06","3","401041221","1001303","3","1014","2","1004108","2","2","1004109","1004107","710021","1004207","10140102","1","401041211","1004209","0","2.5","1004206","1004208","1004110","11","100000","12","401041231","401041251","0","-1","10140103","38","10140104","10140101","1004210","1004106","401041241","10140105","2.5"
"0.03","1","401041271","1001301","1.5","1015","1","1004103","1","1","1004104","1004102","710031","1004202","10150102","1","401041261","1004204","0","1.3","1004201","1004203","1004105","1","100000","2","401041281","401041301","0","1","10150103","39","10150104","10150101","1004205","1004101","401041291","10150105","1.3"
"0.03","1","401041271","1001303","1.5","1015","1","1004108","1","1","1004109","1004107","710031","1004207","10150102","1","401041261","1004209","0","1.3","1004206","1004208","1004110","2","100000","2","401041281","401041301","0","3","10150103","40","10150104","10150101","1004210","1004106","401041291","10150105","1.3"
"0.06","2","401041321","1001303","2","1015","2","1004103","1.4","1.4","1004104","1004102","710031","1004202","10150102","1","401041311","1004204","0","1.8","1004201","1004203","1004105","4","100000","5","401041331","401041351","0","10","10150103","41","10150104","10150101","1004205","1004101","401041341","10150105","1.8"
"0.06","3","401041371","1001303","3","1015","2","1004108","2","2","1004109","1004107","710031","1004207","10150102","1","401041361","1004209","0","2.5","1004206","1004208","1004110","11","100000","12","401041381","401041401","0","-1","10150103","42","10150104","10150101","1004210","1004106","401041391","10150105","2.5"
"0.03","1","401041421","1001301","1.5","1016","1","1004103","1","1","1004104","1004102","710041","1004202","10160102","1","401041411","1004204","0","1.3","1004201","1004203","1004105","1","100000","2","401041431","401041451","0","1","10160103","43","10160104","10160101","1004205","1004101","401041441","10160105","1.3"
"0.03","1","401041421","1001303","1.5","1016","1","1004108","1","1","1004109","1004107","710041","1004207","10160102","1","401041411","1004209","0","1.3","1004206","1004208","1004110","2","100000","2","401041431","401041451","0","3","10160103","44","10160104","10160101","1004210","1004106","401041441","10160105","1.3"
"0.06","2","401041471","1001303","2","1016","2","1004108","1.4","1.4","1004109","1004107","710041","1004207","10160102","1","401041461","1004209","0","1.8","1004206","1004208","1004110","4","100000","5","401041481","401041501","0","10","10160103","45","10160104","10160101","1004210","1004106","401041491","10160105","1.8"
"0.06","3","401041521","1001303","3","1016","2","1004108","2","2","1004109","1004107","710041","1004207","10160102","1","401041511","1004209","0","2.5","1004206","1004208","1004110","11","100000","12","401041531","401041551","0","-1","10160103","46","10160104","10160101","1004210","1004106","401041541","10160105","2.5"
"0.03","1","401041721","1001301","1.5","1017","1","1004103","1","1","1004104","1004102","710051","1004202","10170102","1","401041711","1004204","0","1.3","1004201","1004203","1004105","1","100000","2","401041731","401041751","0","1","10170103","47","10170104","10170101","1004205","1004101","401041741","10170105","1.3"
"0.03","1","401041721","1001303","1.5","1017","1","1004108","1","1","1004109","1004107","710051","1004207","10170102","1","401041711","1004209","0","1.3","1004206","1004208","1004110","2","100000","2","401041731","401041751","0","3","10170103","48","10170104","10170101","1004210","1004106","401041741","10170105","1.3"
"0.06","2","401041771","1001303","2","1017","2","1004108","1.4","1.4","1004109","1004107","710051","1004207","10170102","1","401041761","1004209","0","1.8","1004206","1004208","1004110","4","100000","5","401041781","401041801","0","10","10170103","49","10170104","10170101","1004210","1004106","401041791","10170105","1.8"
"0.06","3","401041821","1001303","3","1017","2","1004108","2","2","1004109","1004107","710051","1004207","10170102","1","401041811","1004209","0","2.5","1004206","1004208","1004110","11","100000","12","401041831","401041851","0","-1","10170103","50","10170104","10170101","1004210","1004106","401041841","10170105","2.5"
"0.03","1","401041871","1001301","1.5","1018","1","1004103","1","1","1004104","1004102","710061","1004202","10180102","1","401041861","1004204","0","1.3","1004201","1004203","1004105","1","100000","2","401041881","401041901","0","1","10180103","51","10180104","10180101","1004205","1004101","401041891","10180105","1.3"
"0.03","1","401041871","1001303","1.5","1018","1","1004108","1","1","1004109","1004107","710061","1004207","10180102","1","401041861","1004209","0","1.3","1004206","1004208","1004110","2","100000","2","401041881","401041901","0","3","10180103","52","10180104","10180101","1004210","1004106","401041891","10180105","1.3"
"0.06","2","401041921","1001303","2","1018","2","1004108","1.4","1.4","1004109","1004107","710061","1004207","10180102","1","401041911","1004209","0","1.8","1004206","1004208","1004110","4","100000","5","401041931","401041951","0","10","10180103","53","10180104","10180101","1004210","1004106","401041941","10180105","1.8"
"0.06","3","401041971","1001303","3","1018","2","1004108","2","2","1004109","1004107","710061","1004207","10180102","1","401041961","1004209","0","2.5","1004206","1004208","1004110","11","100000","12","401041981","401042001","0","-1","10180103","54","10180104","10180101","1004210","1004106","401041991","10180105","2.5"
"0.03","1","401042171","1001301","1.5","1019","1","1004103","1","1","1004104","1004102","710071","1004202","10190102","1","401042161","1004204","0","1.3","1004201","1004203","1004105","1","1000000","2","401042181","401042201","0","1","10190103","55","10190104","10190101","1004205","1004101","401042191","10190105","1.3"
"0.03","1","401042171","1001303","1.5","1019","1","1004108","1","1","1004109","1004107","710071","1004207","10190102","1","401042161","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401042181","401042201","0","3","10190103","56","10190104","10190101","1004210","1004106","401042191","10190105","1.3"
"0.06","2","401042221","1001303","2","1019","2","1004108","1.4","1.4","1004109","1004107","710071","1004207","10190102","1","401042211","1004209","0","1.8","1004206","1004208","1004110","4","1000000","5","401042231","401042251","0","10","10190103","57","10190104","10190101","1004210","1004106","401042241","10190105","1.8"
"0.06","3","401042271","1001303","3","1019","2","1004108","2","2","1004109","1004107","710071","1004207","10190102","1","401042261","1004209","0","2.5","1004206","1004208","1004110","11","1000000","12","401042281","401042301","0","-1","10190103","58","10190104","10190101","1004210","1004106","401042291","10190105","2.5"
"0.03","1","401042471","1001301","1.5","1020","1","1004103","1","1","1004104","1004102","710081","1004202","10200102","1","401042461","1004204","0","1.3","1004201","1004203","1004105","1","1000000","2","401042481","401042501","0","1","10200103","59","10200104","10200101","1004205","1004101","401042491","10200105","1.3"
"0.03","1","401042471","1001303","1.5","1020","1","1004108","1","1","1004109","1004107","710081","1004207","10200102","1","401042461","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401042481","401042501","0","3","10200103","60","10200104","10200101","1004210","1004106","401042491","10200105","1.3"
"0.06","2","401042521","1001303","2","1020","2","1004108","1.4","1.4","1004109","1004107","710081","1004207","10200102","1","401042511","1004209","0","1.8","1004206","1004208","1004110","4","1000000","5","401042531","401042551","0","10","10200103","61","10200104","10200101","1004210","1004106","401042541","10200105","1.8"
"0.06","3","401042571","1001303","3","1020","2","1004108","2","2","1004109","1004107","710081","1004207","10200102","1","401042561","1004209","0","2.5","1004206","1004208","1004110","11","1000000","12","401042581","401042601","0","-1","10200103","62","10200104","10200101","1004210","1004106","401042591","10200105","2.5"
"0.03","1","401042771","1001301","1.5","1021","1","1004103","1.2","1.2","1004104","1004102","710091","1004202","10210102","1","401042761","1004204","0","1.3","1004201","1004203","1004105","1","1000000","2","401042781","401042801","0","1","10210103","63","10210104","10210101","1004205","1004101","401042791","10210105","1.4"
"0.03","1","401042771","1001303","1.5","1021","1","1004108","1.2","1.2","1004109","1004107","710091","1004207","10210102","1","401042761","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401042781","401042801","0","3","10210103","64","10210104","10210101","1004210","1004106","401042791","10210105","1.4"
"0.06","2","401042821","1001303","2","1021","2","1004108","1.6","1.6","1004109","1004107","710091","1004207","10210102","1","401042811","1004209","0","1.8","1004206","1004208","1004110","4","1000000","5","401042831","401042851","0","10","10210103","65","10210104","10210101","1004210","1004106","401042841","10210105","1.9"
"0.06","3","401042871","1001303","2.6","1021","2","1004108","2","2","1004109","1004107","710091","1004207","10210102","1","401042861","1004209","0","2.4","1004206","1004208","1004110","11","1000000","12","401042881","401042901","0","-1","10210103","66","10210104","10210101","1004210","1004106","401042891","10210105","2.4"
"0.03","1","401043121","1001301","1.5","1022","1","1004103","1.2","1.2","1004104","1004102","710101","1004202","10220102","1","401043111","1004204","0","1.3","1004201","1004203","1004105","1","1000000","2","401043131","401043151","0","1","10220103","67","10220104","10220101","1004205","1004101","401043141","10220105","1.4"
"0.03","1","401043121","1001303","1.5","1022","1","1004108","1.2","1.2","1004109","1004107","710101","1004207","10220102","1","401043111","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401043131","401043151","0","3","10220103","68","10220104","10220101","1004210","1004106","401043141","10220105","1.4"
"0.06","2","401043171","1001303","2","1022","2","1004108","1.6","1.6","1004109","1004107","710101","1004207","10220102","1","401043161","1004209","0","1.8","1004206","1004208","1004110","4","1000000","5","401043181","401043201","0","10","10220103","69","10220104","10220101","1004210","1004106","401043191","10220105","1.9"
"0.06","3","401043221","1001303","2.6","1022","2","1004108","2","2","1004109","1004107","710101","1004207","10220102","1","401043211","1004209","0","2.4","1004206","1004208","1004110","11","1000000","12","401043231","401043251","0","-1","10220103","70","10220104","10220101","1004210","1004106","401043241","10220105","2.4"
"0.03","1","401043471","1001301","1.5","1023","1","1004103","1.2","1.2","1004104","1004102","710111","1004202","10230102","1","401043461","1004204","0","1.3","1004201","1004203","1004105","1","1000000","2","401043481","401043501","0","1","10230103","71","10230104","10230101","1004205","1004101","401043491","10230105","1.4"
"0.03","1","401043471","1001303","1.5","1023","1","1004108","1.2","1.2","1004109","1004107","710111","1004207","10230102","1","401043461","1004209","0","1.3","1004206","1004208","1004110","2","1000000","2","401043481","401043501","0","3","10230103","72","10230104","10230101","1004210","1004106","401043491","10230105","1.4"
"0.06","2","401043521","1001303","2","1023","2","1004108","1.6","1.6","1004109","1004107","710111","1004207","10230102","1","401043511","1004209","0","1.8","1004206","1004208","1004110","4","1000000","5","401043531","401043551","0","10","10230103","73","10230104","10230101","1004210","1004106","401043541","10230105","1.9"
"0.06","3","401043571","1001303","2.6","1023","2","1004108","2","2","1004109","1004107","710111","1004207","10230102","1","401043561","1004209","0","2.4","1004206","1004208","1004110","11","1000000","12","401043581","401043601","0","-1","10230103","74","10230104","10230101","1004210","1004106","401043591","10230105","2.4"
"0.03","1","401043771","1001301","1.5","1024","1","1004103","1.2","1.2","1004104","1004102","710121","1004202","10240102","1","401043761","1004204","0","1.3","1004201","1004203","1004105","1","1000000","1","401043781","401043801","0","1","10240103","75","10240104","10240101","1004205","1004101","401043791","10240105","1.4"
"0.03","1","401043771","1001303","1.5","1024","1","1004108","1.2","1.2","1004109","1004107","710121","1004207","10240102","1","401043761","1004209","0","1.3","1004206","1004208","1004110","2","1000000","1","401043781","401043801","0","3","10240103","76","10240104","10240101","1004210","1004106","401043791","10240105","1.4"
"0.06","2","401043821","1001303","2","1024","2","1004108","1.6","1.6","1004109","1004107","710121","1004207","10240102","1","401043811","1004209","0","1.8","1004206","1004208","1004110","4","1000000","4","401043831","401043851","0","10","10240103","77","10240104","10240101","1004210","1004106","401043841","10240105","1.9"
"0.06","3","401043871","1001303","2.6","1024","2","1004108","2","2","1004109","1004107","710121","1004207","10240102","1","401043861","1004209","0","2.4","1004206","1004208","1004110","11","1000000","11","401043881","401043901","0","34","10240103","78","10240104","10240101","1004210","1004106","401043891","10240105","2.4"
"0.06","4","401043921","1001303","4","1024","2","1004108","3.5","3.5","1004109","1004107","710121","1004207","10240102","1","401043911","1004209","0","3.7","1004206","1004208","1004110","35","1000000","35","401043931","401043951","0","-1","10240103","79","10240104","10240101","1004210","1004106","401043941","10240105","3.8"
