73a1da85c3f551fe7bf3c51621cf1b869605987fd409302672531e330d879dc6,e2870b9f5fab52ba1a5fc240a8680c5d433f3140956b2df67fb90c1f09e31a99,e79597d60f780645c686c585f37d6f7ed2d9a203fadfc1b5433298229b479955,914e5c731227b16c9b436dc948fe303b868f08052688a0223c376b881decc47a,80a6fdee29351ffc6f256fca09e52b6387dace500b1340be1421e0eadc9edf12,fc1009c2cc6791433c4613e2e31951d5bfedd1ad50dfb81d017a1d215c49e444,8c64b3215ed30a396d4598accd88fd7b43194d8d103a903a2dfe480c0dadb06b,620668fcce3004bf3ff8226f6b9ac49773960f0aff0fe5b23d98910cbec75720,92285516f7fa4bd61db27d58f555617652ef93823fb468b7f39d97bc69184083,9fb671802ca8d27ea5f1129f0e612606f323befdb2c1041f972a4db33753c67d,7babefce2db9b70433c425a0ce52378cf514421078b48a5639aa4c14a26584fa,8ab7fa8675ca529fd9fe8b6c7d21df26a33cc14a1200c28449a4d3b28a35493f
"1007003","100700319","1.186","0","0","0","19","0","0","275","1","6"
"1007003","100700320","0","0","1","2.842","20","0","0","0","4","0"
"1007003","100700321","0","0","0","0","21","vo_svd","vo_svd_0304","0","2","0"
"1007003","100700322","2.067","0","0","0","22","0","0","336","1","7"
"1007003","100700323","0","0","1","1.844","23","0","0","0","4","0"
"1007003","100700324","2.068","0","0","0","24","0","0","364","1","8"
"1007003","100700325","0","0","1","2.5","25","0","0","0","4","0"
"1007004","100700401","0","0","1","0.8","1","0","0","0","4","0"
"1007004","100700402","0","0","0","0","2","vo_svd","vo_svd_0401","0","2","0"
"1007004","100700403","1.105","0","0","0","3","0","0","180","1","1"
"1007004","100700404","0","0","1","1.504","4","0","0","0","4","0"
"1007004","100700405","0.62","180","0","0","5","0","0","313","1","1"
"1007004","100700406","0","0","1","0.554","6","0","0","0","4","0"
"1007004","100700407","0.728","0","0","0","7","0","0","122","1","2"
"1007004","100700408","0","0","1","2.154","8","0","0","0","4","0"
"1007004","100700409","0","0","0","0","9","vo_svd","vo_svd_0402","0","2","0"
"1007004","100700410","1.051","122","0","0","10","0","0","334","1","2"
"1007004","100700411","0","0","1","0.915","11","0","0","0","4","0"
"1007004","100700412","0.927","0","0","0","12","0","0","91","1","3"
"1007004","100700413","0","0","1","1.701","13","0","0","0","4","0"
"1007004","100700414","0.905","91","0","0","14","0","0","360","1","3"
"1007004","100700415","0","0","1","0.816","15","0","0","0","4","0"
"1007004","100700416","1.249","0","0","0","16","0","0","329","1","4"
"1007004","100700417","0","0","1","1.252","17","0","0","0","4","0"
"1007004","100700418","0.987","0","0","0","18","0","0","268","1","5"
"1007004","100700419","0","0","1","2.864","19","0","0","0","4","0"
"1007004","100700420","0","0","0","0","20","vo_svd","vo_svd_0403","0","2","0"
"1007004","100700421","2.056","0","0","0","21","0","0","336","1","6"
"1007004","100700422","0","0","1","1.844","22","0","0","0","4","0"
"1007004","100700423","1.963","0","0","0","23","0","0","364","1","7"
"1007004","100700424","0","0","1","2.5","24","0","0","0","4","0"
"1007005","100700501","0","0","1","0.8","1","0","0","0","4","0"
"1007005","100700502","0","0","0","0","2","vo_svd","vo_svd_0501","0","2","0"
"1007005","100700503","1.741","0","0","0","3","0","0","329","1","1"
"1007005","100700504","0","0","1","2.972","4","0","0","0","4","0"
"1007005","100700505","0","0","0","0","5","vo_svd","vo_svd_0502","0","2","0"
"1007005","100700506","1.539","0","0","0","6","0","0","320","1","2"
"1007005","100700507","0","0","1","1.258","7","0","0","0","4","0"
"1007005","100700508","0.762","320","0","0","8","0","0","320","1","2"
"1007005","100700509","0","0","1","2.583","9","0","0","0","4","0"
"1007005","100700510","0","0","0","0","10","vo_svd","vo_svd_0503","0","2","0"
"1007005","100700511","1.131","0","0","0","11","0","0","336","1","3"
"1007005","100700512","0","0","1","1.924","12","0","0","0","4","0"
"1007005","100700513","1.131","0","0","0","13","0","0","336","1","4"
"1007005","100700514","0","0","1","1.924","14","0","0","0","4","0"
"1007005","100700515","1.868","0","0","0","15","0","0","329","1","5"
"1007005","100700516","0","0","1","3.266","16","0","0","0","4","0"
"1007005","100700517","0","0","0","0","17","vo_svd","vo_svd_0504","0","2","0"
"1007005","100700518","1.269","0","0","0","18","0","0","275","1","6"
"1007005","100700519","0","0","1","2.653","19","0","0","0","4","0"
"1007005","100700520","0","0","0","0","20","vo_svd","vo_svd_0505","0","2","0"
"1007005","100700521","2.056","0","0","0","21","0","0","336","1","7"
"1007005","100700522","0","0","1","1.844","22","0","0","0","4","0"
"1007005","100700523","1.965","0","0","0","23","0","0","364","1","8"
"1007005","100700524","0","0","1","2.5","24","0","0","0","4","0"
"1007006","100700601","0","0","1","0.8","1","0","0","0","4","0"
"1007006","100700602","0","0","0","0","2","vo_svd","vo_svd_0601","0","2","0"
"1007006","100700603","1.875","0","0","0","3","0","0","336","1","1"
"1007006","100700604","0","0","1","3.353","4","0","0","0","4","0"
"1007006","100700605","0","0","0","0","5","vo_svd","vo_svd_0602","0","2","0"
"1007006","100700606","1.734","0","0","0","6","0","0","336","1","2"
"1007006","100700607","0","0","1","1.665","7","0","0","0","4","0"
"1007006","100700608","1.035","0","0","0","8","0","0","201","1","3"
"1007006","100700609","0","0","1","1.893","9","0","0","0","4","0"
"1007006","100700610","0.821","201","0","0","10","0","0","354","1","3"
"1007006","100700611","0","0","1","0.664","11","0","0","0","4","0"
"1007006","100700612","1.361","0","0","0","12","0","0","367","1","4"
"1007006","100700613","0","0","1","1.108","13","0","0","0","4","0"
"1007006","100700614","1.269","0","0","0","14","0","0","259","1","5"
"1007006","100700615","0","0","1","3.112","15","0","0","0","4","0"
"1007006","100700616","0","0","0","0","16","vo_svd","vo_svd_0603","0","2","0"
"1007006","100700617","2.056","0","0","0","17","0","0","336","1","6"
"1007006","100700618","0","0","1","1.844","18","0","0","0","4","0"
"1007006","100700619","1.965","0","0","0","19","0","0","364","1","7"
"1007006","100700620","0","0","1","2.5","20","0","0","0","4","0"
"1007007","100700701","0","0","1","0.8","1","0","0","0","4","0"
"1007007","100700702","0","0","0","0","2","vo_svd","vo_svd_0701","0","2","0"
"1007007","100700703","0.926","0","0","0","3","0","0","147","1","1"
"1007007","100700704","0","0","1","1.549","4","0","0","0","4","0"
"1007007","100700705","1.457","147","0","0","5","0","0","345","1","1"
"1007007","100700706","0","0","1","1.228","6","0","0","0","4","0"
"1007007","100700707","0.762","0","0","0","7","0","0","0","1","2"
"1007007","100700708","0","0","1","2.221","8","0","0","0","4","0"
"1007007","100700709","0","0","0","0","9","vo_svd","vo_svd_0702","0","2","0"
"1007007","100700710","0.969","0","0","0","10","0","0","120","1","2"
"1007007","100700711","0","0","1","0.747","11","0","0","0","4","0"
"1007007","100700712","1.785","120","0","0","12","0","0","336","1","2"
"1007007","100700713","0","0","1","1.932","13","0","0","0","4","0"
"1007007","100700714","0.385","0","0","0","14","0","0","35","1","3"
"1007007","100700715","0","0","1","0.5","15","0","0","0","4","0"
"1007007","100700716","1.436","35","0","0","16","0","0","336","1","3"
"1007007","100700717","0","0","1","2.164","17","0","0","0","4","0"
"1007007","100700718","1.928","0","0","0","18","0","0","356","1","4"
"1007007","100700719","0","0","1","1.673","19","0","0","0","4","0"
"1007007","100700720","1.269","0","0","0","20","0","0","259","1","5"
"1007007","100700721","0","0","1","3.156","21","0","0","0","4","0"
"1007007","100700722","0","0","0","0","22","vo_svd","vo_svd_0703","0","2","0"
"1007007","100700723","2.077","0","0","0","23","0","0","336","1","6"
"1007007","100700724","0","0","1","1.841","24","0","0","0","4","0"
"1007007","100700725","1.965","0","0","0","25","0","0","364","1","7"
"1007007","100700726","0","0","0","2.5","26","0","0","0","4","0"
"1007008","100700801","0","0","1","0.8","1","0","0","0","4","0"
"1007008","100700802","0","0","0","0","2","vo_svd","vo_svd_0801","0","2","0"
"1007008","100700803","2.027","0","0","0","3","0","0","356","1","1"
"1007008","100700804","0","0","1","3.309","4","0","0","0","4","0"
"1007008","100700805","0","0","0","0","5","vo_svd","vo_svd_0802","0","2","0"
"1007008","100700806","1.879","0","0","0","6","0","0","336","1","2"
"1007008","100700807","0","0","1","3.041","7","0","0","0","4","0"
"1007008","100700808","0","0","0","0","8","vo_svd","vo_svd_0803","0","2","0"
"1007008","100700809","1.848","0","0","0","9","0","0","336","1","3"
"1007008","100700810","0","0","1","1.437","10","0","0","0","4","0"
"1007008","100700811","0.796","0","0","0","11","0","0","168","1","4"
"1007008","100700812","0","0","1","2.532","12","","","0","4","0"
"1007008","100700813","0","0","0","0","13","vo_svd","vo_svd_0804","0","2","0"
"1007008","100700814","1.002","0","0","0","14","0","0","299","1","5"
"1007008","100700815","0","0","1","2.164","15","0","0","0","4","0"
"1007008","100700816","1.574","0","0","0","16","0","0","115","1","6"
"1007008","100700817","0","0","1","2.164","17","0","0","0","4","0"
"1007008","100700818","1.269","115","0","0","18","0","0","280","1","6"
"1007008","100700819","0","0","1","2.5","19","0","0","0","4","0"
"1007009","100700901","0","0","1","0.8","1","0","0","0","4","0"
"1007009","100700902","0","0","0","0","2","vo_svd","vo_svd_0901","0","2","0"
"1007009","100700903","2.285","0","0","0","3","0","0","356","1","1"
"1007009","100700904","0","0","1","2.031","4","0","0","0","4","0"
"1007009","100700905","1.362","0","0","0","5","0","0","215","1","2"
"1007009","100700906","0","0","1","2.479","6","0","0","0","4","0"
"1007009","100700907","0","0","0","0","7","vo_svd","vo_svd_0902","0","2","0"
"1007009","100700908","2.004","0","0","0","8","0","0","356","1","3"
"1007009","100700909","0","0","1","1.804","9","0","0","0","4","0"
"1007009","100700910","2.026","0","0","0","10","0","0","185","1","4"
"1007009","100700911","0","0","1","2.473","11","0","0","0","4","0"
"1007009","100700912","0.518","185","0","0","12","0","0","338","1","4"
"1007009","100700913","0","0","1","0.556","13","0","0","0","4","0"
"1007009","100700914","2.021","0","0","0","14","0","0","336","1","5"
"1007009","100700915","0","0","1","1.713","15","0","0","0","4","0"
"1007009","100700916","1.513","0","0","0","16","0","0","250","1","6"
"1007009","100700917","0","0","1","1.981","17","0","0","0","4","0"
"1007009","100700918","0","0","0","0","18","vo_svd","vo_svd_0903","0","2","0"
"1007009","100700919","1.672","0","0","0","19","0","0","220","1","7"
"1007009","100700920","0","0","1","1.924","20","0","0","0","4","0"
"1007009","100700921","0.796","220","0","0","21","0","0","338","1","7"
"1007009","100700922","0","0","1","1.832","22","","","0","4","0"
"1007009","100700923","0","0","0","0","23","vo_svd","vo_svd_0904","0","2","0"
"1007009","100700924","0.703","0","0","0","24","0","0","77","1","8"
"1007009","100700925","0","0","1","1.523","25","0","0","0","4","0"
"1007009","100700926","0","0","0","0","26","vo_svd","vo_svd_0905","0","2","0"
"1007009","100700927","1.198","77","0","0","27","0","0","218","1","8"
"1007009","100700928","0","0","1","1.764","28","0","0","0","4","0"
"1007009","100700929","0","0","0","0","29","vo_svd","vo_svd_0906","0","2","0"
"1007009","100700930","2.335","0","0","0","30","0","0","336","1","9"
"1007009","100700931","0","0","1","3.423","31","0","0","0","4","0"
"1007009","100700932","0","0","0","0","32","vo_svd","vo_svd_0907","0","2","0"
"1007009","100700933","0.682","0","0","0","33","0","0","61","1","10"
"1007009","100700934","0","0","1","1.357","34","0","0","0","4","0"
"1007009","100700935","2.106","61","0","0","35","0","0","336","1","10"
"1007009","100700936","0","0","1","1.43","36","0","0","0","4","0"
"1007009","100700937","2.283","0","0","0","37","0","0","336","1","11"
"1007009","100700938","0","0","1","2.989","38","0","0","0","4","0"
"1007009","100700939","0","0","0","0","39","vo_svd","vo_svd_0908","0","2","0"
"1007009","100700940","1.978","0","0","0","40","0","0","322","1","12"
"1007009","100700941","0","0","1","1","41","0","0","0","4","0"
"1007010","100701001","0","0","1","0.8","1","0","0","0","4","0"
"1007010","100701002","0","0","0","0","2","vo_svd","vo_svd_1001","0","2","0"
"1007010","100701003","2.705","0","0","0","3","0","0","356","1","1"
"1007010","100701004","0","0","1","3.154","4","0","0","0","4","0"
"1007010","100701005","0.918","0","0","0","5","0","0","49","1","2"
"1007010","100701006","0","0","1","1.231","6","0","0","0","4","0"
"1007010","100701007","1.672","49","0","0","7","0","0","356","1","2"
"1007010","100701008","0","0","1","3.307","8","0","0","0","4","0"
"1007010","100701009","0","0","0","0","9","vo_svd","vo_svd_1002","0","2","0"
"1007010","100701010","0.835","0","0","0","10","0","0","336","1","3"
"1007010","100701011","0","0","1","1.164","11","0","0","0","4","0"
"1007010","100701012","1.623","336","0","0","12","0","0","336","1","3"
"1007010","100701013","0","0","1","1.712","13","0","0","0","4","0"
"1007010","100701014","2.294","0","0","0","14","0","0","356","1","4"
"1007010","100701015","0","0","1","2.186","15","0","0","0","4","0"
"1007010","100701016","2.184","0","0","0","16","0","0","0","1","5"
"1007010","100701017","0","0","1","3.034","17","0","0","0","4","0"
"1007010","100701018","0","0","0","0","18","vo_svd","vo_svd_1003","0","2","0"
"1007010","100701019","2.704","0","0","0","19","0","0","356","1","5"
"1007010","100701020","0","0","1","2.522","20","0","0","0","4","0"
"1007010","100701021","1.005","0","0","0","21","0","0","162","1","6"
"1007010","100701022","0","0","1","2.617","22","0","0","0","4","0"
"1007010","100701023","0","0","0","0","23","vo_svd","vo_svd_1004","0","2","0"
"1007010","100701024","0.975","0","0","0","24","0","0","223","1","7"
"1007010","100701025","0","0","1","1.202","25","0","0","0","4","0"
"1007010","100701026","1.214","223","0","0","26","0","0","340","1","7"
"1007010","100701027","0","0","1","1.187","27","0","0","0","4","0"
"1007010","100701028","2.043","0","0","0","28","0","0","345","1","8"
"1007010","100701029","0","0","1","3.356","29","0","0","0","4","0"
"1007010","100701030","0","0","0","0","30","vo_svd","vo_svd_1005","0","2","0"
"1007010","100701031","1.862","0","0","0","31","0","0","155","1","9"
"1007010","100701032","0","0","1","2.285","32","0","0","0","4","0"
"1007010","100701033","0","0","0","0","33","vo_svd","vo_svd_1006","0","2","0"
"1007010","100701034","0.682","0","0","0","34","0","0","128","1","10"
"1007010","100701035","0","0","1","1.529","35","0","0","0","4","0"
"1007010","100701036","1.042","128","0","0","36","0","0","240","1","10"
"1007010","100701037","0","0","1","2.384","37","0","0","0","4","0"
"1007010","100701038","0","0","0","0","38","vo_svd","vo_svd_1007","0","2","0"
"1007010","100701039","1.106","0","0","0","39","0","0","181","1","11"
"1007010","100701040","0","0","1","1.891","40","0","0","0","4","0"
"1007010","100701041","1.322","181","0","0","41","0","0","290","1","11"
"1007010","100701042","0","0","1","1","42","0","0","0","4","0"
