0e9829980620b2577706efafc20ef2df599cf798189e7baf5b4587c67aa5764f,228570bd1b807eefddcee8a720457a6f36a24f6ad16c81e0d838151cd8c1df05,a0fc605b8e4b4ad27577e607bb11ce723da3e02fdd3139521c0f269b59ccb4e5,a3f053b882635aca0202c6da61b9f9bf298c087bd8b01ce0bdb7f231f11fad41,20f1628a357520d989c072421d1a88f30c42836344c7bbe2415bf68bf3478f92,00b3915c5685f1103607086d8b6eeb196fd336549c348bcaf8bfecd5f374dac9,03c72c2a375322f666ce3b8141b88141d944c33b055e896304bf40ba916cb0f9,8519cd6134f3db6d0199f5595d3c175b0ff514f4a7f4425d9bf1e0208a0a29ad,d4a7648d16cc8cc124af44f8862ec3f1863ed53e0bec1c38674e74c65b521da3,8fec8e6afebff483022aa825f156fe95b3d092b19cc0a8497c536bc7eefde1a4,9dfd33c05414671361e884fcd0a1ce89dd3af0b73477d2e0c8b6ed6914bb0cac
"1","1","nop_idle_joy1","0","201","0","111831","-60","1.2","100","201001"
"1","1","nop_idle_normal_joy","0","201","1","120731","60","1.2","101","201002"
"1","1","nop_idle_arm_crossed","-5","201","0","120831","-130","1.2","102","201003"
"1","1","nop_idle_normal","-5","201","1","111931","130","1.2","103","201004"
"1","1","nop_idle_thinking","-20","201","0","120931","-200","1.2","104","201005"
"1","1","nop_idle_normal","-20","201","1","112031","200","1.2","105","201006"
"1","1","nop_idle_joy1","0","202","0","108731","-60","1.2","100","202001"
"1","1","nop_idle_joy_normal","0","202","1","108831","60","1.2","101","202002"
"1","1","nop_idle_normal","-5","202","0","108931","-130","1.2","102","202003"
"1","1","nop_idle_joy1","0","203","0","102011","-60","1.2","100","203001"
"1","1","nop_idle_normal","-5","203","0","100411","-130","1.2","101","203002"
"1","1","nop_idle_wish","-5","203","1","103631","60","1.2","102","203003"
"1","1","nop_idle_normal","0","204","0","101231","-60","1.2","100","204001"
"1","1","nop_idle_normal","0","204","1","104011","60","1.2","101","204002"
"1","1","nop_idle_normal","-5","204","0","101511","-130","1.2","102","204003"
"1","1","nop_idle_normal","0","205","0","103111","-80","1.2","100","205001"
"1","1","nop_idle_sad","0","205","1","102211","60","1.2","101","205002"
"1","1","nop_05_miyako_idle_normal","-5","205","0","100711","-150","1.2","104","205003"
"1","1","nop_idle_joy1","-5","205","1","100611","130","1.2","103","205004"
"1","5","nop_skull_idle","0","205","1","2051","-20","1.2","102","205005"
"1","1","nop_idle_arm_crossed","-5","206","0","104731","-130","1.2","102","206001"
"1","1","nop_idle_arm_crossed","-5","206","1","107131","130","1.2","103","206002"
"1","1","nop_idle_normal","0","206","0","103731","-60","1.2","100","206003"
"1","1","nop_idle_joy1","0","206","1","100511","60","1.2","101","206004"
"1","1","nop_idle_normal","0","207","0","102831","-60","1.2","100","207001"
"1","1","nop_idle_normal","0","207","1","102111","60","1.2","101","207002"
"1","1","nop_idle_normal","-5","207","0","102511","-130","1.2","102","207003"
"1","1","nop_idle_normal","-5","207","1","102311","130","1.2","103","207004"
"1","1","nop_idle_joy_normal","0","208","0","101011","-60","1.2","100","208001"
"1","1","nop_idle_arm_crossed","0","208","1","104331","60","1.2","101","208002"
"1","1","nop_idle_joy1","-5","208","0","101711","-130","1.2","102","208003"
"1","1","nop_idle_normal","-5","208","1","101431","130","1.2","103","208004"
"1","1","nop_idle_joy1","0","209","0","103311","-60","1.2","100","209001"
"1","1","nop_idle_joy_normal","-5","209","0","105211","-130","1.2","102","209002"
"1","1","nop_idle_sad2","0","209","1","102611","60","1.2","101","209003"
"1","1","nop_idle_normal","-5","209","1","103811","130","1.2","103","209004"
"1","1","nop_idle_joy1","0","210","0","103231","-60","1.2","100","210001"
"1","1","nop_10_yukari_02","-5","210","1","103411","130","1.2","103","210002"
"1","5","nop_10_yukari_02","-5","210","1","11","130","1.2","104","210003"
"1","1","nop_idle_doya","0","210","1","104811","60","1.2","101","210004"
"1","1","nop_idle_joy_normal","-5","210","0","104611","-130","1.2","102","210005"
"1","1","nop_11_anna_idle_arm_crossed","0","211","0","100911","-60","1.2","100","211001"
"1","1","nop_idle_joy_normal","0","211","1","101311","60","1.2","101","211002"
"1","1","nop_11_eriko_idle_wish","-5","211","0","102711","-130","1.2","102","211003"
"1","1","nop_idle_normal","-5","211","1","105111","130","1.2","103","211004"
"1","1","nop_idle_joy1","0","212","1","101831","60","1.2","100","212001"
"1","1","nop_idle_joy_normal","0","212","0","101611","-60","1.2","101","212002"
"1","1","nop_idle_joy_normal","-5","212","0","105011","-130","1.2","102","212003"
"1","1","nop_idle_normal_joy","0","213","1","105331","60","1.2","100","213001"
"1","1","nop_13_kuka_idle_memory2","0","213","0","104511","-60","1.2","101","213002"
"1","1","nop_idle_joy1","-5","213","0","103031","-130","1.2","102","213003"
"1","1","nop_idle_thinking","-20","213","0","100811","-200","1.2","103","213004"
"1","1","nop_idle_sad","-20","213","1","105511","130","1.2","104","213005"
"1","1","nop_idle_normal","0","214","1","106831","60","1.2","100","214001"
"1","1","nop_idle_normal","0","214","0","101131","-60","1.2","101","214002"
"1","1","nop_idle_normal","-5","214","0","104931","-130","1.2","103","214003"
"1","1","nop_idle_joy1","0","215","1","102931","60","1.2","100","215001"
"1","1","nop_idle_wish","0","215","0","104211","-60","1.2","101","215002"
"1","1","nop_idle_normal","-5","215","0","105411","-130","1.2","102","215003"
"1","1","nop_idle_normal","0","216","1","106731","60","1.2","100","216001"
"1","1","nop_idle_joy1","0","216","0","106631","-60","1.2","101","216002"
"1","1","nop_16_kaya_idle_normal2","-5","216","0","106531","-130","1.2","103","216003"
"1","5","nop_rago_idle","0","216","1","2","140","1.2","101","216004"
"1","1","nop_idle_normal","0","217","1","111031","60","1.2","100","217001"
"1","1","nop_idle_joy2","0","217","0","110931","-60","1.2","101","217002"
"1","1","nop_17_chloe_idle_normal2","-5","217","0","110831","-130","1.2","103","217003"
"1","5","NoItem_idle","0","217","0","1","-60","1.2","102","217004"
"1","1","nop_18_muimi_idle_joy_normal","0","218","1","114711","-40","1.2","100","218001"
"1","1","nop_18_karin_idle_normal","0","218","0","118511","40","1.2","101","218002"
"1","1","nop_idle_normal","-5","218","0","115031","-130","1.2","102","218003"
"1","1","nop_idle_joy1","-5","218","1","118031","130","1.2","103","218004"
"111831","3","","","301","","nop_talk_joy1","","0.2","1","301001"
"111831","11","0.5","0","301","0","接下來要吃什麼呢？\n小凱留想吃什麼？","0","0","5","301002"
"301002","91","","","301","","","","","","301003"
"111831","3","","","301","","nop_idle_joy_normal","","0.2","1","301004"
"112031","3","","1","301","0.3","nop_18_neneka_humu","nop_idle_doya","0.2","0","301005"
"112031","11","0.5","0","301","0","這個嘛～\n要不要來吃平常吃不到的稀奇料理？","0","0","7","301006"
"301006","91","","","301","","","","","","301007"
"120831","3","","1","301","0","nop_talk_arm_crossed","nop_talk_arm_crossed_loop","0.2","0","301008"
"120831","11","0.5","0","301","0","那這道菜如何？\n這在東國也是\n不怎麼常見的珍品喔。","0","0","6","301009"
"301009","91","","","301","","","","","","301010"
"120831","3","","","301","","nop_idle_arm_crossed","","0.2","1","301011"
"120931","3","","1","301","0","nop_11_anna_huhuStand_in","nop_11_anna_huhuStand_loop","0.2","0","301012"
"120931","11","0.5","0","301","0","呵呵呵，全身充滿了力量啊。\n這就是年菜的力量嗎！","0","0","7","301013"
"1","93","","","301","","0","","","","301014"
"120931","3","","1","301","0","nop_11_anna_ahahaStand_in","nop_11_anna_ahahaStand_loop","0.2","0","301015"
"301013","91","","","301","","","","","","301016"
"120931","3","","1","301","","nop_11_anna_ahahaStand_loop","","0.2","1","301017"
"111931","3","","1","301","0","nop_01_coccoro_an_in","nop_01_coccoro_an_loop","0.2","0","301018"
"111931","11","0.5","0","301","0","雪菲小姐，請用。\n來，啊～","0","0","5","301019"
"0.2","93","","","301","","0","","","","301020"
"120731","4","","","301","","0","","","","301021"
"0.8","93","","","301","","0","","","","301022"
"120731","3","","1","301","0.2","nop_surprise","nop_idle_shy","0.2","0","301023"
"301019","91","","","301","","","","","","301024"
"120731","3","","","301","","nop_talk_shy","","0.2","1","301025"
"120731","11","0.5","0","301","0","可、可可蘿小姐……\n這樣好讓人害臊……","0","0","8","301026"
"301026","91","","","301","","","","","","301027"
"120731","3","","","301","","nop_idle_shy","","0.2","1","301028"
"0.5","93","","","301","","0","","","","301029"
"111931","3","","1","301","0","nop_01_coccoro_an_out","nop_idle_normal","0.2","0","301030"
"1","93","","","301","","0","","","","301031"
"120731","4","","","301","","1","","","","301032"
"120731","3","","","301","","nop_idle_joy1","","0.2","1","301033"
"108831","11","0.5","0","302","0","騎士先生\n難得找我們來，\n要好好享受才行！","0","0","6","302001"
"108831","3","","","302","","nop_talk_joy3_blink","","0.2","1","302002"
"2.75","93","","","302","","1","","","","302003"
"108831","3","","","302","","nop_talk_joy1_normal","","0.2","1","302004"
"302001","91","","","302","","","","","","302005"
"108831","3","","1","302","","nop_idle_joy_normal","","0.2","1","302006"
"108931","11","0.5","0","302","0","得讓今年也成為美好的一年啊。","0","0","9","302007"
"108931","3","","","302","","nop_talk_joy1_normal","","0.2","1","302008"
"302007","91","","","302","","","","","","302009"
"108931","3","","","302","","nop_idle_normal","","0.2","1","302010"
"108731","11","0.5","0","302","0","只要有大家在，一定沒問題的！","0","0","7","302011"
"108731","3","","","302","","nop_talk_joy2","","0.2","1","302012"
"302011","91","","","302","","","","","","302013"
"108731","3","","1","302","","nop_idle_joy1","","0.2","1","302014"
"0","91","","","302","","","","","","302015"
"102011","11","0.5","0","303","0","哇！好大的會場喔！\n料理也好多！","0","0","6","303001"
"102011","3","","","303","","nop_talk_joy2","","0.2","1","303002"
"303001","91","","","303","","","","","","303003"
"102011","3","","1","303","","nop_idle_joy1","","0.2","1","303004"
"100411","11","0.5","0","303","0","嘿嘿嘿，\n這樣很值得來惡作劇耶～","0","0","6","303005"
"100411","3","","","303","","nop_talk_joy2","","0.2","1","303006"
"303005","91","","","303","","","","","","303007"
"100411","3","","1","303","","nop_idle_normal","","0.2","1","303008"
"103631","11","0.5","0","303","0","變態可疑分子……\n不對，那個人在哪裡呢？","0","0","6","303009"
"103631","3","","","303","","nop_talk_wish","","0.2","1","303010"
"303009","91","","","303","","","","","","303011"
"103631","3","","","303","","nop_idle_wish","","0.2","1","303012"
"101511","11","0.5","0","304","0","這場新年會真是富麗堂皇。\n大家都笑容滿面的，這樣真棒。","0","0","11","304001"
"101511","3","","","304","","nop_talk_normal","","0.2","1","304002"
"1.5","93","","","304","","0","","","","304003"
"101511","3","","","304","","nop_talk_joy3","","0.2","1","304004"
"304001","91","","","304","","","","","","304005"
"101511","3","","","304","","nop_idle_joy1","","0.2","1","304006"
"101231","11","0.5","0","304","0","那道料理看起來好好吃！\n也把這件事跟小栞說吧。","0","0","7","304007"
"101231","3","","","304","","nop_idle_surprise_kira","","0.2","1","304008"
"1.5","93","","","304","","0","","","","304009"
"101231","3","","","304","","nop_talk_joy2","","0.2","1","304010"
"304007","91","","","304","","","","","","304011"
"101231","3","","","304","","nop_idle_joy_normal","","0.2","1","304012"
"104011","11","0.5","0","304","0","啊哇哇……\n有好多閃閃發亮的人～！","0","0","6","304013"
"104011","3","","","304","","nop_idle_surprise2","","0.2","1","304014"
"304013","91","","","304","","","","","","304015"
"104011","3","","1","304","","nop_idle_normal","","0.2","1","304016"
"101511","3","","","304","","nop_idle_normal","","0.2","1","304017"
"101231","3","","","304","","nop_idle_normal","","0.2","1","304018"
"100711","11","0.5","0","305","0","布丁布丁……布丁在哪裡？\n快給人家布丁～！","0","0","6","305001"
"100711","3","","","305","","nop_05_miyako_talk_anger","","0.2","1","305002"
"305001","91","","","305","","","","","","305003"
"100711","3","","1","305","","nop_05_miyako_idle_anger","","0.2","1","305004"
"103111","11","0.5","0","305","0","爸爸，你別因為這裡有很多\n漂亮的女性，就造成別人的困擾喔。","0","0","7","305005"
"103111","3","","","305","","nop_talk_worry","","0.2","1","305006"
"305005","91","","","305","","","","","","305007"
"103111","3","","1","305","","nop_idle_worry","","0.2","1","305008"
"100611","11","0.5","0","305","0","哇，年菜的份量好驚人♪\n這樣茜里的肚子會被填得滿滿的呢～","0","0","7","305009"
"100611","3","","","305","","nop_talk_surprise_kira","","0.2","1","305010"
"2","93","","","305","","0","","","","305011"
"100611","3","","","305","","nop_talk_memory","","0.2","1","305012"
"305009","91","","","305","","","","","","305013"
"100611","3","","","305","","nop_idle_memory2","","0.2","1","305014"
"102211","11","0.5","0","305","0","不知道他做的料理是哪一道……\n我、我之所以會找，\n可不是因為想吃喔？","0","0","6","305015"
"102211","3","","","305","","nop_talk_sad","","0.2","1","305016"
"2.8","93","","","305","","0","","","","305017"
"102211","3","","","305","","nop_talk_anger2","","0.2","1","305018"
"305015","91","","","305","","","","","","305019"
"102211","3","","1","305","","nop_idle_anger2","","0.2","1","305020"
"107131","11","0.5","0","306","0","哈～哈哈哈！\n這種豪華的地方\n才與我克莉絲提娜姐姐般配啊。","0","0","6","306001"
"107131","3","","1","306","0","nop_06_cris_ahaha_in","nop_06_cris_ahaha_loop","0.2","0","306002"
"1.5","93","","","306","","0","","","","306003"
"107131","3","","1","306","0.2","nop_talk_arm_crossed","nop_talk_arm_crossed_loop","0.2","0","306004"
"306001","91","","","306","","","","","","306005"
"107131","3","","1","306","","nop_idle_arm_crossed","","0.2","1","306006"
"100511","11","0.5","0","306","0","有好多看起很好吃的料理！\n小智姐，\n我們接下來去吃那個！","0","0","6","306007"
"100511","3","","","306","","nop_talk_surprise_kira","","0.2","1","306008"
"4.5","93","","","306","","0","","","","306009"
"100511","3","","","306","","nop_talk_joy2","","0.2","1","306010"
"306007","91","","","306","","","","","","306011"
"100511","3","","","306","","nop_idle_normal","","0.2","1","306012"
"103731","11","0.5","0","306","0","茉莉，妳冷靜一點吧？\n料理是不會逃跑的。","0","0","6","306013"
"103731","3","","","306","","nop_talk_worry","","0.2","1","306014"
"306013","91","","","306","","","","","","306015"
"103731","3","","1","306","","nop_idle_worry","","0.2","1","306016"
"104731","11","0.5","0","306","0","大家好像都很享受啊。\n和平果然是最棒的。","0","0","6","306017"
"104731","3","","","306","","nop_talk_arm_crossed_loop","","0.2","1","306018"
"306017","91","","","306","","","","","","306019"
"104731","3","","1","306","","nop_idle_arm_crossed","","0.2","1","306020"
"102831","11","0.5","0","307","0","這個人數好驚人啊。\n會場很大，\n大家要小心別迷路了喔？","0","0","7","307001"
"102831","3","","","307","","nop_talk_surprise1","","0.2","1","307002"
"1.2","93","","","307","","0","","","","307003"
"102831","3","","","307","","nop_talk_joy1_normal","","0.2","1","307004"
"307001","91","","","307","","","","","","307005"
"102831","3","","1","307","","nop_idle_normal","","0.2","1","307006"
"102111","11","0.5","0","307","0","好～咲戀媽媽！\n大家都有當個乖孩子喔。","0","0","6","307007"
"102111","3","","","307","","nop_talk_joy3_dere","","0.2","1","307008"
"1.7","93","","","307","","0","","","","307009"
"102111","3","","","307","","nop_talk_wish","","0.2","1","307010"
"307007","91","","","307","","","","","","307011"
"102511","11","0.5","0","307","0","大小姐！\n我、我也會陪著大家，\n不會有事的！","0","0","8","307012"
"102511","3","","1","307","0","nop_talk_guts3_NoBlink","nop_talk_guts3_loop","0.2","0","307013"
"307012","91","","","307","","","","","","307014"
"102311","11","0.5","0","307","0","雖然妳這麼說，\n但鈴莓好像會變成\n第一個迷路的人……","0","0","7","307015"
"102311","3","","","307","","nop_talk_worry","","0.2","1","307016"
"307015","91","","","307","","","","","","307017"
"102311","3","","","307","","nop_idle_normal","","0.2","1","307018"
"102111","3","","1","307","","nop_idle_normal","","0.2","1","307019"
"102511","3","","1","307","","nop_idle_normal","","0.2","1","307020"
"101011","11","0.5","0","308","0","真是豪華的新年會呀。\n到處都是看似很美味的料理，\n人家快要眼花撩亂了呢～","0","0","8","308001"
"101011","3","","","308","","nop_talk_joy3_blink2","","0.2","1","308002"
"1.5","93","","","308","","1","","","1","308003"
"101011","3","","","308","","nop_talk_joy1","","0.2","1","308004"
"308001","91","","","308","","","","","","308005"
"101011","3","","1","308","","nop_idle_joy_normal","","0.2","1","308006"
"104331","11","0.5","0","308","0","喔，那道料理，\n我家的店裡也能賣賣看嗎？\n再多吃一點試試吧……","0","0","7","308007"
"104331","3","","1","308","0.2","nop_talk_arm_crossed2","nop_talk_arm_crossed_loop2","0.2","0","308008"
"3","93","","","308","","1","","","1","308009"
"104331","3","","","308","","nop_talk_thinking","","0.2","1","308010"
"308007","91","","","308","","","","","","308011"
"104331","3","","1","308","","nop_idle_thinking","","0.2","1","308012"
"101711","11","0.5","0","308","0","這場新年會充滿了熱鬧又快樂的氣氛呢～\n覺得有點想跳舞了哪～","0","0","7","308013"
"101711","3","","","308","","nop_talk_joy1_wink","","0.2","1","308014"
"2.5","93","","","308","","1","","","1","308015"
"101711","3","","","308","","nop_talk_joy2","","0.2","1","308016"
"308013","91","","","308","","","","","","308017"
"101711","3","","1","308","","nop_idle_joy1","","0.2","1","308018"
"101431","11","0.5","0","308","0","事件發生的徵兆……看來是沒有呢。\n嗯，實在有些可惜呀。","0","0","7","308019"
"101431","3","","","308","","nop_talk_joy3_blink2","","0.2","1","308020"
"3","93","","","308","","1","","","1","308021"
"101431","3","","1","308","0.2","nop_talk_arm_crossed","nop_talk_arm_crossed_loop","0.2","0","308022"
"308019","91","","","308","","","","","","308023"
"101431","3","","","308","","nop_idle_arm_crossed","","0.2","1","308024"
"0","91","","","308","","","","","1","308025"
"103311","11","0.5","0","309","0","我想到新年第一笑的哽了！\n有誰想聽的嗎？","0","0","6","309001"
"103311","3","","1","309","0.2","nop_talk_guts2","nop_talk_guts2_loop","0.2","0","309002"
"2.5","93","","","309","","1","","","","309003"
"103311","3","","","309","","nop_talk_joy2","","0.2","1","309004"
"309001","91","","","309","","","","","","309005"
"103311","3","","1","309","","nop_idle_joy1","","0.2","1","309006"
"105211","11","0.5","0","309","0","這裡像是會舉辦舞會的場地呢。\n好棒呀。","0","0","8","309007"
"105211","3","","","309","","nop_talk_joy1_normal","","0.2","1","309008"
"2","93","","","309","","1","","","","309009"
"105211","3","","","309","","nop_talk_memory","","0.2","1","309010"
"309007","91","","","309","","","","","","309011"
"105211","3","","1","309","","nop_idle_memory","","0.2","1","309012"
"102611","11","0.5","0","309","0","人太多了，好累哦～\n莉瑪～背我嘛～","0","0","6","309013"
"102611","3","","","309","","nop_talk_sad2","","0.2","1","309014"
"1.5","93","","","309","","1","","","","309015"
"102611","3","","","309","","nop_talk_worry","","0.2","1","309016"
"309013","91","","","309","","","","","","309017"
"102611","3","","1","309","","nop_idle_worry","","0.2","1","309018"
"103811","11","0.5","0","309","0","那道料理看起來很好吃的樣子……\n得告訴姊姊才行。","0","0","6","309019"
"103811","3","","","309","","nop_talk_joy3_blink","","0.2","1","309020"
"309019","91","","","309","","","","","","309021"
"103811","3","","","309","","nop_idle_normal_joy","","0.2","1","309022"
"0","91","","","309","","","","","","309023"
"103231","11","0.5","0","310","0","像這樣和一大群人一起過的新年，\n真是太熱鬧、太棒了！","0","0","7","310001"
"103231","3","","","310","","nop_talk_joy1","","0.2","1","310002"
"310001","91","","","310","","","","","","310003"
"103231","3","","1","310","","nop_idle_joy1","","0.2","1","310004"
"104611","11","0.5","0","310","0","有好多非常少見的年菜喵。\n能不能成為研發\n鯛魚燒新菜單的靈感呢喵？","0","0","7","310005"
"104611","3","","","310","","nop_talk_joy2","","0.2","1","310006"
"2.5","93","","","310","","1","","","","310007"
"104611","3","","","310","","nop_talk_thinking","","0.2","1","310008"
"310005","91","","","310","","","","","","310009"
"104611","3","","","310","","nop_idle_thinking","","0.2","1","310010"
"103411","11","0.5","0","310","0","大家～新年快熱～！\n開玩笑的。嗝。","0","0","6","310011"
"103411","3","","","310","","nop_10_yukari_04","","0.2","1","310012"
"11","3","","","310","","nop_10_yukari_04","","0.2","1","310013"
"2.5","93","","","310","","1","","","","310014"
"103411","3","","1","310","0.5","nop_10_yukari_06","nop_10_yukari_02","0.2","0","310015"
"11","3","","1","310","0.5","nop_10_yukari_06","nop_10_yukari_02","0.2","0","310016"
"310011","91","","","310","","","","","","310017"
"104811","11","0.5","0","310","0","咦？優花梨？\n已經醉成這樣了……","0","0","5","310018"
"104811","3","","","310","","nop_talk_surprise1","","0.2","1","310019"
"104811","4","","","310","","0","","","","310020"
"1","93","","","310","","1","","","","310021"
"104811","3","","","310","","nop_talk_worry","","0.2","1","310022"
"310018","91","","","310","","","","","","310023"
"104811","3","","1","310","","nop_idle_worry","","0.2","1","310024"
"0","91","","","310","","","","","","310025"
"102711","3","","","311","","nop_talk_wish","","0.2","1","311001"
"102711","11","0.5","0","311","0","我能感覺到那位大人\n就身在這寬廣會場的某處……","0","0","7","311002"
"311002","91","","","311","","","","","","311003"
"102711","3","","","311","","nop_idle_wish","","0.2","1","311004"
"100911","3","","1","311","0","nop_11_anna_huhuStand_in","nop_11_anna_huhuStand_loop","0.2","0","311005"
"100911","11","0.5","0","311","0","好痛……好痛啊！\n我的魔眼正祝賀著這新的一年……！","0","0","8","311006"
"311006","91","","","311","","","","","","311007"
"100911","3","","","311","","nop_11_anna_huhuStand_loop","","0.2","1","311008"
"101311","3","","","311","","nop_talk_joy2","","0.2","1","311009"
"101311","11","0.5","0","311","0","杏奈美眉杏奈美眉！\n年菜看起來好好吃哦！\n來，開吃吧！！","0","0","6","311010"
"311010","91","","","311","","","","","","311011"
"101311","3","","","311","","nop_idle_joy_normal","","0.2","1","311012"
