8dd0b565e63930695acba344dfe9942afa8c4d86184b8aeee89219ce31fbd2c5,fabc2e9c074a222dadaed1b6f61d9e6848c43ad1a2bc19aa8ff9d473ef04ebc1,36612381944f60ec7bc4fe42465de03112bb304edddf52d74c4190c0876e86c5,0f7147dfe86d922f744fd388cd6052e24c67f050003eb5b99b174a99cc56a095,6fd9633d47badad6137996c6f79b0f3a971eb83ee21e521056374d23321ebc62,f2f169d9c1ef2e1942df10b5e18c57420a0b5663a2531a857123ca7e944f85f7,e22ec1ce88dc890f1789bc89f95823ebf61d72c29700acbbe57d7cacabcd262e,0056675dcae96a5cae239b8904a035bc834591042a64f5548836af09ffa1fd52,8c87c14bb72751b5308bfb20d4517536041de76c142abbe5c6c5ea09f761dbc7,443e96ae19cf2c73ae7d681acb9b5deb37a4632767656ac3cffa3a28f75b214e,747ca03c7704725f553876fb52a1d30589013f1a2664581a88d7ae9606b45d07,27d325e9a6ee0455c6b3661f6b6e4dc6139334b99d002b67f0bca971873ac971,f8e28845e628cd82d93049814bf08673ee18499b210ba2f08c8296342b255e1c,62a015a64fc7bec2672de9bbbbe8abc562604efc3858394d112d328ae0794fa0,2e0e8b0ed94c620407d0200136944135c1eae30f12a3dda632bedbfe91bd1495,2c7458223aed46b26d0a515887bd2ac06baa62d06a4aca3a23f574f92ae5e48e,f674c7a05784f53f7073ca56f276cfa1c7fd13787d2607c3d355e482926f1d1e,3b769feb8395f9c5f50bd7002b7971226043f3bba74e6f00f05e9984e2cc29a0,43ac04799336239bc80bf81d9e74cc516e682f495d58baa604752168e6a1d5ab,ed6ec45c79d1c27beb001920b999848b3332c5eb4828818c929b60135fbee394,5eabb36e9bc61fad5e35ca918701265b5871384db8d412491de458457176b0d9,f53a0a0c4d9d7d1c416befaf51d9e4d456f1b2556c15ffadce135371931eec0e,d502a5d3cc7fdbfef715510da9275854a853e3ab72bc7b812bebd2990be1895e,97b4267a089261f07b866a7cf49bf69d5a872ba9c1453834286b65690e34cb09,4ea804e9f8e3bcedce309f3fc6f8fcce5b6f7e68086551376ca0752f4fb4e2d8,14d509d85cd2b14c7a23343bbb6bf924c0ec1caee12d81fb55f1c3e78f5398c7,2e4d2e11df801a07d0a8843eaa45549da177f9208835b7d03507d2e742bc77d6,75b829b56e8e71689afda89b800b12ad916d1dc8cb1a4707781645048a0548c3,e9fbed2f5a8b11e697dafe5462df66d98824f9cf320701d5920e03f39a1b17e6,600488bd787f68696c90fae244c7642977ff43290809c40d0e83e78ea1bb95ca,0c5c68cc51ac2bfef116b541172adb822d48aa865ae564af42e926cc161b9412,1dffd4bb32365f2577fe2423c33a944f8bdb07a848e5614605fff2a796dc95a6,11bc7407f1b04efafc8c06d7a350c2acb3d92403a7019f084d2b2f52148f57e2,3e9ca74a5482a01232d7a916c8c8820cbd58e4c987c6faa684276a4195329072,e30d3aa27caeb0b697c84f12b201bae0435eda11bf8ee646a7f7e1205e242f70,7b7e49915797be4d8ebe3c24d254deb580abe3142149112684df8749459b175d,b19a7c014959bcad9c2e14e605c52c088033eaf254ef29a1d84ede24de75e5e3,7ee91ec15ece8aa0411da43be0c24a50be5c50c259b0f1e61c2860b8198d08a8,308bb4a164cfa618853d978eee26bfa9fe6ca0fd74ba829bb6f47b79a5d5bdc1,71edd595556589a432d4d30af08a410a4fde8475601585e13b34bd834d638208,c118d4d056a336fdf249c60b5f81d8594e5843a7fae75a7e9f858a6923802855
"356","1","620130014","0","0","61001005","1","0","0","0","0","0","0","0","1","17001","0","0","0","0","61001004","0","0","36","0","17001","61001007","620060014","0","0","600110171","18","0","30","1","0","1","0","620090014","600000017","0"
"366","1","620130015","0","0","61001005","1","0","0","0","0","0","0","0","1","18001","0","0","0","0","61001004","0","0","36","0","18001","61001007","620060015","0","0","600110181","18","0","30","1","0","1","0","620090015","600000018","0"
"371","1","620130016","0","0","61001005","1","0","0","0","0","0","0","0","1","19001","0","0","0","0","61001004","0","0","36","0","19001","61001007","620060016","0","0","600110191","18","0","30","1","0","1","0","620090016","600000019","0"
"375","1","620130017","0","0","61001005","1","0","0","0","0","0","0","0","1","20001","0","0","0","0","61001004","0","0","36","0","20001","61001007","620060017","0","0","600110201","18","0","30","1","0","1","0","620090017","600000020","0"
"381","1","620130018","0","0","61001005","1","0","0","0","0","0","0","0","1","21001","0","0","0","0","61001004","0","0","36","0","21001","61001007","620060018","0","0","600110211","18","0","30","1","0","1","0","620090018","600000021","0"
"386","1","620130019","0","0","61001005","1","0","0","0","0","0","0","0","1","22001","0","0","0","0","61001004","0","0","36","0","22001","61001007","620060019","0","0","600110221","18","0","30","1","0","1","0","620090019","600000022","0"
"390","1","620130020","0","0","61001005","1","0","0","0","0","0","0","0","1","23001","0","0","0","0","61001004","0","0","36","0","23001","61001007","620060020","0","0","600110231","18","0","30","1","0","1","0","620090020","600000023","0"
"396","1","620130021","0","0","61001005","1","0","0","0","0","0","0","0","1","24001","0","0","0","0","61001004","0","0","36","0","24001","61001007","620060021","0","0","600110241","18","0","30","1","0","1","0","620090021","600000024","0"
"401","1","620130022","0","0","61001005","1","0","0","0","0","0","0","0","1","25001","0","0","0","0","61001004","0","0","36","0","25001","61001007","620060022","0","0","600110251","18","0","30","1","0","1","0","620090022","600000025","0"
"405","1","620130023","0","0","61001005","1","0","0","0","0","0","0","0","1","26001","0","0","0","0","61001004","0","0","36","0","26001","61001007","620060023","0","0","600110261","18","0","30","1","0","1","0","620090023","600000026","0"
"411","1","620130024","0","0","61001005","1","0","0","0","0","0","0","0","1","27001","0","0","0","0","61001004","0","0","36","0","27001","61001007","620060024","0","0","600110271","18","0","30","1","0","1","0","620090024","600000027","0"
"417","1","620130025","0","0","61001005","1","0","0","0","0","0","0","0","1","28001","0","0","0","0","61001004","0","0","36","0","28001","61001007","620060025","0","0","600110281","18","0","30","1","0","1","0","620090025","600000028","0"
"422","1","620130026","0","0","61001005","1","0","0","0","0","0","0","0","1","29001","0","0","0","0","61001004","0","0","36","0","29001","61001007","620060026","0","0","600110291","18","0","30","1","0","1","0","620090026","600000029","0"
"427","1","620130027","0","0","61001005","1","0","0","0","0","0","0","0","1","30001","0","0","0","0","61001004","0","0","36","0","30001","61001007","620060027","0","0","600110301","18","0","30","1","0","1","0","620090027","600000030","0"
"433","1","620130028","0","0","61001005","1","0","0","0","0","0","0","0","1","31001","0","0","0","0","61001004","0","0","36","0","31001","61001007","620060028","0","0","600110311","18","0","30","1","0","1","0","620090028","600000031","0"
"442","1","620130029","0","0","61001005","1","0","0","0","0","0","0","0","1","32001","0","0","0","0","61001004","0","0","36","0","32001","61001007","620060029","0","0","600110321","18","0","30","1","0","1","0","620090029","600000032","0"
"455","1","620130030","0","0","61001005","1","0","0","0","0","0","0","0","1","33001","0","0","0","0","61001004","0","0","36","0","33001","61001007","620060030","0","0","600110331","18","0","30","1","0","1","0","620090030","600000033","0"
"460","1","620130031","0","0","61001005","1","0","0","0","0","0","0","0","1","34001","0","0","0","0","61001004","0","0","36","0","34001","61001007","620060031","0","0","600110341","18","0","30","1","0","1","0","620090031","600000034","0"
"464","1","620130032","0","0","61001005","1","0","0","0","0","0","0","0","1","35001","0","0","0","0","61001004","0","0","36","0","35001","61001007","620060032","0","0","600110351","18","0","30","1","0","1","0","620090032","600000035","0"
"476","1","620130033","0","0","61001005","1","0","0","0","0","0","0","0","1","36001","0","0","0","0","61001004","0","0","36","0","36001","61001007","620060033","0","0","600110361","18","0","30","1","0","1","0","620090033","600000036","0"
"482","1","620130034","0","0","61001005","1","0","0","0","0","0","0","0","1","37001","0","0","0","0","61001004","0","0","36","0","37001","61001007","620060034","0","0","600110371","18","0","30","1","0","1","0","620090034","600000037","0"
"492","1","620130035","0","0","61001005","1","0","0","0","0","0","0","0","1","38001","0","0","0","0","61001004","0","0","36","0","38001","61001007","620060035","0","0","600110381","18","0","30","1","0","1","0","620090035","600000038","0"
"500","1","620130036","0","0","61001005","1","0","0","0","0","0","0","0","1","39001","0","0","0","0","61001004","0","0","36","0","39001","61001007","620060036","0","0","600110391","18","0","30","1","0","1","0","620090036","600000039","0"
"514","1","620130037","0","0","61001005","1","0","0","0","0","0","0","0","1","40001","0","0","0","0","61001004","0","0","36","0","40001","61001007","620060037","0","0","600110401","18","0","30","1","0","1","0","620090037","600000040","0"
"518","1","620130038","0","0","61001005","1","0","0","0","0","0","0","0","1","41001","0","0","0","0","61001004","0","0","36","0","41001","61001007","620060038","0","0","600110411","18","0","30","1","0","1","0","620090038","600000041","0"
"523","1","620130039","0","0","61001005","1","0","0","0","0","0","0","0","1","42001","0","0","0","0","61001004","0","0","36","0","42001","61001007","620060039","0","0","600110421","18","0","30","1","0","1","0","620090039","600000042","0"
"538","1","620130040","0","0","61001005","1","0","0","0","0","0","0","0","1","43001","0","0","0","0","61001004","0","0","36","0","43001","61001007","620060040","0","0","600110431","18","0","30","1","0","1","0","620090040","600000043","0"
"551","1","620130041","0","0","61001005","1","0","0","0","0","0","0","0","1","44001","0","0","0","0","61001004","0","0","36","0","44001","61001007","620060041","0","0","600110441","18","0","30","1","0","1","0","620090041","600000044","0"
"565","1","620130042","0","0","61001005","1","0","0","0","0","0","0","0","1","45001","0","0","0","0","61001004","0","0","36","0","45001","61001007","620060042","0","0","600110451","18","0","30","1","0","1","0","620090042","600000045","0"
"574","1","620130043","0","0","61001005","1","0","0","0","0","0","0","0","1","46001","0","0","0","0","61001004","0","0","36","0","46001","61001007","620060043","0","0","600110461","18","0","30","1","0","1","0","620090043","600000046","0"
"577","1","620130044","0","0","61001005","1","0","0","0","0","0","0","0","1","47001","0","0","0","0","61001004","0","0","36","0","47001","61001007","620060044","0","0","600110471","18","0","30","1","0","1","0","620090044","600000047","0"
"587","1","620130045","0","0","61001005","1","0","0","0","0","0","0","0","1","48001","0","0","0","0","61001004","0","0","36","0","48001","61001007","620060045","0","0","600110481","18","0","30","1","0","1","0","620090045","600000048","0"
"598","1","620130046","0","0","61001005","1","0","0","0","0","0","0","0","1","49001","0","0","0","0","61001004","0","0","36","0","49001","61001007","620060046","0","0","600110491","18","0","30","1","0","1","0","620090046","600000049","0"
"614","1","620130047","0","0","61001005","1","0","0","0","0","0","0","0","1","50001","0","0","0","0","61001004","0","0","36","0","50001","61001007","620060047","0","0","600110501","18","0","30","1","0","1","0","620090047","600000050","0"
"621","1","620130048","0","0","61001005","1","0","0","0","0","0","0","0","1","51001","0","0","0","0","61001004","0","0","36","0","51001","61001007","620060048","0","0","600110511","18","0","30","1","0","1","0","620090048","600000051","0"
"629","1","620130049","0","0","61001005","1","0","0","0","0","0","0","0","1","52001","0","0","0","0","61001004","0","0","36","0","52001","61001007","620060049","0","0","600110521","18","0","30","1","0","1","0","620090049","600000052","0"
"640","1","620130050","0","0","61001005","1","0","0","0","0","0","0","0","1","53001","0","0","0","0","61001004","0","0","36","0","53001","61001007","620060050","0","0","600110531","18","0","30","1","0","1","0","620090050","600000053","0"
"647","1","620130051","0","0","61001005","1","0","0","0","0","0","0","0","1","54001","0","0","0","0","61001004","0","0","36","0","54001","61001007","620060051","0","0","600110541","18","0","30","1","0","1","0","620090051","600000054","0"
"652","1","620130052","0","0","61001005","1","0","0","0","0","0","0","0","1","55001","0","0","0","0","61001004","0","0","36","0","55001","61001007","620060052","0","0","600110551","18","0","30","1","0","1","0","620090052","600000055","0"
"659","1","620130053","0","0","61001005","1","0","0","0","0","0","0","0","1","56001","0","0","0","0","61001004","0","0","36","0","56001","61001007","620060053","0","0","600110561","18","0","30","1","0","1","0","620090053","600000056","0"
"662","1","620130054","0","0","61001005","1","0","0","0","0","0","0","0","1","57001","0","0","0","0","61001004","0","0","36","0","57001","61001007","620060054","0","0","600110571","18","0","30","1","0","1","0","620090054","600000057","0"
"667","1","620130055","0","0","61001005","1","0","0","0","0","0","0","0","1","58001","0","0","0","0","61001004","0","0","36","0","58001","61001007","620060055","0","0","600110581","18","0","30","1","0","1","0","620090055","600000058","0"
"679","1","620130056","0","0","61001005","1","0","0","0","0","0","0","0","1","59001","0","0","0","0","61001004","0","0","36","0","59001","61001007","620060056","0","0","600110591","18","0","30","1","0","1","0","620090056","600000059","0"
"683","1","620130057","0","0","61001005","1","0","0","0","0","0","0","0","1","60001","0","0","0","0","61001004","0","0","36","0","60001","61001007","620060057","0","0","600110601","18","0","30","1","0","1","0","620090057","600000060","0"
"692","1","620130058","0","0","61001005","1","0","0","0","0","0","0","0","1","61001","0","0","0","0","61001004","0","0","36","0","61001","61001007","620060058","0","0","600110611","18","0","30","1","0","1","0","620090058","600000061","0"
"698","1","620130059","0","0","61001005","1","0","0","0","0","0","0","0","1","62001","0","0","0","0","61001004","0","0","36","0","62001","61001007","620060059","0","0","600110621","18","0","30","1","0","1","0","620090059","600000062","0"
"703","1","620130060","0","0","61001005","1","0","0","0","0","0","0","0","1","63001","0","0","0","0","61001004","0","0","36","0","63001","61001007","620060060","0","0","600110631","18","0","30","1","0","1","0","620090060","600000063","0"
"713","1","620130061","0","0","61001005","1","0","0","0","0","0","0","0","1","64001","0","0","0","0","61001004","0","0","36","0","64001","61001007","620060061","0","0","600110641","18","0","30","1","0","1","0","620090061","600000064","0"
"722","1","620130062","0","0","61001005","1","0","0","0","0","0","0","0","1","65001","0","0","0","0","61001004","0","0","36","0","65001","61001007","620060062","0","0","600110651","18","0","30","1","0","1","0","620090062","600000065","0"
"733","1","620130063","0","0","61001005","1","0","0","0","0","0","0","0","1","66001","0","0","0","0","61001004","0","0","36","0","66001","61001007","620060063","0","0","600110661","18","0","30","1","0","1","0","620090063","600000066","0"
"741","1","620130064","0","0","61001005","1","0","0","0","0","0","0","0","1","67001","0","0","0","0","61001004","0","0","36","0","67001","61001007","620060064","0","0","600110671","18","0","30","1","0","1","0","620090064","600000067","0"
"750","1","620130065","0","0","61001005","1","0","0","0","0","0","0","0","1","68001","0","0","0","0","61001004","0","0","36","0","68001","61001007","620060065","0","0","600110681","18","0","30","1","0","1","0","620090065","600000068","0"
"762","1","620130066","0","0","61001005","1","0","0","0","0","0","0","0","1","69001","0","0","0","0","61001004","0","0","36","0","69001","61001007","620060066","0","0","600110691","18","0","30","1","0","1","0","620090066","600000069","0"
"774","1","620130067","0","0","61001005","1","0","0","0","0","0","0","0","1","70001","0","0","0","0","61001004","0","0","36","0","70001","61001007","620060067","0","0","600110701","18","0","30","1","0","1","0","620090067","600000070","0"
"783","1","620130068","0","0","61001005","1","0","0","0","0","0","0","0","1","71001","0","0","0","0","61001004","0","0","36","0","71001","61001007","620060068","0","0","600110711","18","0","30","1","0","1","0","620090068","600000071","0"
"258","1","620110001","0","0","61001005","1","0","0","0","0","0","0","0","1","1001","0","0","0","0","61001004","0","0","36","0","1001","61001007","620090101","0","0","600110011","18","0","30","1","0","1","0","620300001","600000072","0"
"258","1","620110001","0","0","61001005","1","0","0","0","0","0","0","0","1","2001","0","0","0","0","61001004","0","0","36","0","2001","61001007","620090101","0","0","600110021","18","0","30","1","0","1","0","620300001","600000073","0"
"258","1","620110001","0","0","61001005","1","0","0","0","0","0","0","0","1","3001","0","0","0","0","61001004","0","0","36","0","3001","61001007","620090101","0","0","600110031","18","0","30","1","0","1","0","620300001","600000074","0"
"258","1","620110001","0","0","61001005","1","0","0","0","0","0","0","0","1","4001","0","0","0","0","61001004","0","0","36","0","4001","61001007","620090101","0","0","600110041","18","0","30","1","0","1","0","620300001","600000075","0"
"268","1","620110002","0","0","61001005","1","0","0","0","0","0","0","0","1","5001","0","0","0","0","61001004","0","0","36","0","5001","61001007","620090102","0","0","600110051","18","0","30","1","0","1","0","620300002","600000076","0"
"273","1","620110003","0","0","61001005","1","0","0","0","0","0","0","0","1","6001","0","0","0","0","61001004","0","0","36","0","6001","61001007","620090103","0","0","600110061","18","0","30","1","0","1","0","620300003","600000077","0"
"281","1","620110004","0","0","61001005","1","0","0","0","0","0","0","0","1","7001","0","0","0","0","61001004","0","0","36","0","7001","61001007","620090104","0","0","600110071","18","0","30","1","0","1","0","620300004","600000078","0"
"288","1","620110005","0","0","61001005","1","0","0","0","0","0","0","0","1","8001","0","0","0","0","61001004","0","0","36","0","8001","61001007","620090105","0","0","600110081","18","0","30","1","0","1","0","620300005","600000079","0"
"298","1","620110006","0","0","61001005","1","0","0","0","0","0","0","0","1","9001","0","0","0","0","61001004","0","0","36","0","9001","61001007","620090106","0","0","600110091","18","0","30","1","0","1","0","620300006","600000080","0"
"309","1","620110007","0","0","61001005","1","0","0","0","0","0","0","0","1","10001","0","0","0","0","61001004","0","0","36","0","10001","61001007","620090107","0","0","600110101","18","0","30","1","0","1","0","620300007","600000081","0"
"313","1","620110008","0","0","61001005","1","0","0","0","0","0","0","0","1","11001","0","0","0","0","61001004","0","0","36","0","11001","61001007","620090108","0","0","600110111","18","0","30","1","0","1","0","620300008","600000082","0"
"321","1","620110009","0","0","61001005","1","0","0","0","0","0","0","0","1","12001","0","0","0","0","61001004","0","0","36","0","12001","61001007","620090109","0","0","600110121","18","0","30","1","0","1","0","620300009","600000083","0"
"326","1","620110010","0","0","61001005","1","0","0","0","0","0","0","0","1","13001","0","0","0","0","61001004","0","0","36","0","13001","61001007","620090110","0","0","600110131","18","0","30","1","0","1","0","620300010","600000084","0"
"336","1","620110011","0","0","61001005","1","0","0","0","0","0","0","0","1","14001","0","0","0","0","61001004","0","0","36","0","14001","61001007","620090111","0","0","600110141","18","0","30","1","0","1","0","620300011","600000085","0"
"341","1","620110012","0","0","61001005","1","0","0","0","0","0","0","0","1","15001","0","0","0","0","61001004","0","0","36","0","15001","61001007","620090112","0","0","600110151","18","0","30","1","0","1","0","620300012","600000086","0"
"351","1","620110013","0","0","61001005","1","0","0","0","0","0","0","0","1","16001","0","0","0","0","61001004","0","0","36","0","16001","61001007","620090113","0","0","600110161","18","0","30","1","0","1","0","620300013","600000087","0"
"356","1","620110014","0","0","61001005","1","0","0","0","0","0","0","0","1","17001","0","0","0","0","61001004","0","0","36","0","17001","61001007","620090114","0","0","600110171","18","0","30","1","0","1","0","620300014","600000088","0"
"366","1","620110015","0","0","61001005","1","0","0","0","0","0","0","0","1","18001","0","0","0","0","61001004","0","0","36","0","18001","61001007","620090115","0","0","600110181","18","0","30","1","0","1","0","620300015","600000089","0"
"371","1","620110016","0","0","61001005","1","0","0","0","0","0","0","0","1","19001","0","0","0","0","61001004","0","0","36","0","19001","61001007","620090116","0","0","600110191","18","0","30","1","0","1","0","620300016","600000090","0"
"375","1","620110017","0","0","61001005","1","0","0","0","0","0","0","0","1","20001","0","0","0","0","61001004","0","0","36","0","20001","61001007","620090117","0","0","600110201","18","0","30","1","0","1","0","620300017","600000091","0"
"381","1","620110018","0","0","61001005","1","0","0","0","0","0","0","0","1","21001","0","0","0","0","61001004","0","0","36","0","21001","61001007","620090118","0","0","600110211","18","0","30","1","0","1","0","620300018","600000092","0"
"386","1","620110019","0","0","61001005","1","0","0","0","0","0","0","0","1","22001","0","0","0","0","61001004","0","0","36","0","22001","61001007","620090119","0","0","600110221","18","0","30","1","0","1","0","620300019","600000093","0"
"390","1","620110020","0","0","61001005","1","0","0","0","0","0","0","0","1","23001","0","0","0","0","61001004","0","0","36","0","23001","61001007","620090120","0","0","600110231","18","0","30","1","0","1","0","620300020","600000094","0"
"396","1","620110021","0","0","61001005","1","0","0","0","0","0","0","0","1","24001","0","0","0","0","61001004","0","0","36","0","24001","61001007","620090121","0","0","600110241","18","0","30","1","0","1","0","620300021","600000095","0"
"401","1","620110022","0","0","61001005","1","0","0","0","0","0","0","0","1","25001","0","0","0","0","61001004","0","0","36","0","25001","61001007","620090122","0","0","600110251","18","0","30","1","0","1","0","620300022","600000096","0"
"405","1","620110023","0","0","61001005","1","0","0","0","0","0","0","0","1","26001","0","0","0","0","61001004","0","0","36","0","26001","61001007","620090123","0","0","600110261","18","0","30","1","0","1","0","620300023","600000097","0"
"411","1","620110024","0","0","61001005","1","0","0","0","0","0","0","0","1","27001","0","0","0","0","61001004","0","0","36","0","27001","61001007","620090124","0","0","600110271","18","0","30","1","0","1","0","620300024","600000098","0"
"417","1","620110025","0","0","61001005","1","0","0","0","0","0","0","0","1","28001","0","0","0","0","61001004","0","0","36","0","28001","61001007","620090125","0","0","600110281","18","0","30","1","0","1","0","620300025","600000099","0"
"422","1","620110026","0","0","61001005","1","0","0","0","0","0","0","0","1","29001","0","0","0","0","61001004","0","0","36","0","29001","61001007","620090126","0","0","600110291","18","0","30","1","0","1","0","620300026","600000100","0"
"427","1","620110027","0","0","61001005","1","0","0","0","0","0","0","0","1","30001","0","0","0","0","61001004","0","0","36","0","30001","61001007","620090127","0","0","600110301","18","0","30","1","0","1","0","620300027","600000101","0"
"433","1","620110028","0","0","61001005","1","0","0","0","0","0","0","0","1","31001","0","0","0","0","61001004","0","0","36","0","31001","61001007","620090128","0","0","600110311","18","0","30","1","0","1","0","620300028","600000102","0"
"442","1","620110029","0","0","61001005","1","0","0","0","0","0","0","0","1","32001","0","0","0","0","61001004","0","0","36","0","32001","61001007","620090129","0","0","600110321","18","0","30","1","0","1","0","620300029","600000103","0"
