a55a97bec80632e75b4c72224db7d0ec0888e09a2e9df273309f8d7860670d37,a4bb5376102b08206090a7707227ea37097ba6a01e9e3b862acb9600a2381479,d41f49a65a3b3f398e011f06b164a0bce2db28cb28c5e630e66566ee8f29aca3,246b904781c2e74e65c2a390ae85bee752c7ec158248418dfb8fada0473aae63,2ffc378f03e269eaf1302351aa60fc699d049ddf974bc1a8ea4cee8df17f7c96,33c147dd6ce74d8d5604c697e601b0a4708b2bd18fbc51a01145e83c03b1c8c8,cd8084ec411c3830b66106db6fecf41f81b87359600ff4ae90f7b5bad57a2b88,1c831a4d91f003526985c9a3a3c81d022a930819a3e068aeb1a09b849b678891,d06f2cb5f9f7a96b4678630478b8ec982c9c89480af61e852bb9dc3d1584c00b,398fc788f42b3def1a0b995eac00d36d6f310fe39b0dfaddd294e727fde3e6ba,c260fe9c0ba8310ca8a08960045fa4184f34198579be21f1923849559e0b6fb7,8886979ce274455ece2046a2d580b9b0118b7f7952aeae80fd12118e6dcdc195,8a4b1532cccd0fb209ef03bc6d0c5a4b8d7a0281bbdb6f410bd1e9ba1bd204a7,316e2ec3bc20a356cf4c69c1c5b9e2a37141ad920bed476be33c749dad55dde4,2dbf5ee0806406edd25c3d30c9288f0f35f6500fcb07682dbee7323734d0a091,706030da329ad85db46c3383f9eaaf2899622e0a5a2c6969932969ed243c63bf,846f965f2b6c7d375449f80bdb98f880f108954ee732b8bb280ae1d9f4963dbd,a95afeb8721c43c525e1f42781493c08a2db14cd8558ed8af8f28c290075bff2,51248c03e032567abe848eee108b3de52e2f322254d0600df4189405f4af2821,3f39545ec069190ae4492952fcb9812130e1b4734dd9c30a4ec913e036f3d495,11e627effe4050dd77668b0706d8c2aee4fb3c8934f724dd0a4b1c2b2f45bd95,c6e9ed481367363c26587bc0dd8759c32253ac88a99b2400d7904c84ad8ff908,76037369aae3ebf6900ae2baa92872d0cfd4f7c9b36b84057d86f1188002c3b2,50ec7824b019c8a03fa07e2e29604ae7770924354b7d386ab7b02367dd8dca92,d3f6bbae9609f81508bcac662719f922d303080931bf0f91d4b90fff55ba56c7,bf6f82afd36fb0db2f8ee05dfd1170dd749d3d0e550cf89b7301de9925027f02,c9ad9275aa3831ee71b63ff222beeb2dd3e11c61a0485c2215a21137c9143802,7ec93f81c1477b9f59dbe715b24ebea6dc0e6bc149948db3a574c8deb2220027,f74a7260d510431dd83cced1519cc970eaaf2bb7a8fd2fb26a5bd73f39ec065c,7caf34aa19341f9b9428591e4488db2a02ddee7b494ca1d96b0eb514340048a6,32dd1452d2b6e2c9f22d93aa8a8c601856396766ce7ce2e39e36a76527cfebc0
"2","0","0","0","0","0","0","0","將金屬或皮革以鱗片的方式貼合\n而成的鎧甲。比一般的鎧甲還易於\n活動，對斬擊與突刺的抵抗力很強，\n相反地，較難抵禦鈍器的打擊。","6","鱗甲","102311","0","9","0","0","0","1","0","95","31","0","102311","0","1","160","0","0","0","0","0"
"2","0","1","0","0","0","0","0","使用先進的鑄造技術，\n所製作而成的堅固鎧甲。\n一般的攻擊完全無法傷害到\n穿著這套鎧甲的人。","10","精鋼鎧甲","102312","0","14","0","0","0","2","0","180","31","0","102312","0","1","320","0","0","0","0","0"
"2","0","0","0","0","0","0","0","融入了阿斯特賴亞傳統設計的衣服。\n購買時需要有相符的身份與家世。","6","民俗服飾","102341","0","9","0","0","6","0","0","90","34","0","102341","0","1","160","0","0","0","0","0"
"2","0","1","0","0","0","0","110","想要在暗地裡行動，\n沒有比這套更加適合的服裝了。\n據說在某個國家，職業級間諜\n都很愛穿這套衣服。","10","忍者裝扮","102342","0","14","0","0","7","1","0","120","34","0","102342","0","1","320","0","0","0","0","0"
"2","0","1","0","0","0","0","0","讓人聯想到春天的可愛長袍。\n作工部份相當堅實，很適合在\n旅行時使用，從外觀設計到\n實用性都受到不少人的喜愛。","6","春日長袍","102371","4","8","0","0","0","0","0","65","37","0","102371","0","1","160","0","0","0","0","0"
"2","0","2","0","0","0","0","0","為寒冷的北方國家所喜愛。羊毛\n製成的線十分溫暖，因此用這些\n線所織成的斗篷能夠好好地包住\n肩膀與手臂，不受到寒風的侵擾。","10","北國長袍","102372","7","14","0","0","0","1","0","120","37","0","102372","0","1","320","0","0","0","0","0"
"2","0","0","0","0","0","0","0","相當於與人等高的金屬大盾。\n雖然有著壓倒性的防禦力，但另一\n方面，因為重量的關係而難以移動。","6","塔盾","102401","0","15","0","0","7","3","0","135","40","0","102401","0","1","320","0","0","0","0","0"
"2","0","0","0","0","0","0","0","以小丑的形象製作而成的\n時尚靴子。\n穿上之後，心情就會變得開朗。","6","小丑靴","102431","0","8","0","0","2","1","0","30","43","0","102431","0","1","160","0","0","0","0","1"
"2","0","1","0","0","0","0","0","使用棲息於高山之魔物的骨頭\n所製作而成的靴子。\n那野性奔放的設計，可以喚醒野性！","10","狩獵靴","102432","0","15","0","0","3","2","0","60","43","0","102432","0","1","320","0","0","0","0","2"
"2","0","1","0","1","0","0","0","為了採集製作魔法藥的素材，\n而旅行各地的魔法師所穿著的鞋子。\n為了能承受各種嚴峻的環境，\n所以作工非常堅固。","8","女巫靴","102461","8","9","0","0","0","0","0","30","46","0","102461","0","0","160","0","0","0","0","0"
"2","0","0","0","0","0","0","0","附有防風鏡的報童帽。\n看起來像氣球的剪影一樣非常可愛，\n是受到蘭德索爾少男少女們\n矚目的一項道具。","6","可愛報童帽","102491","0","8","0","0","3","1","0","90","49","0","102491","0","1","160","0","0","0","0","0"
"2","0","1","0","0","0","0","0","古代戰士們所使用的頭盔。\n作工非常堅固，\n即使在現代也十分合用。","10","羅馬軍團盔","102493","0","9","0","0","0","1","0","90","49","0","102493","0","1","160","0","0","0","0","0"
"2","0","3","0","0","0","0","0","修女所使用的頭巾。\n她們能給予受了傷的人們，\n身與心之上的療癒。","10","修女兜帽","102521","7","9","0","0","0","1","0","0","52","0","102521","0","1","320","0","10","0","0","0"
"2","0","0","0","1","0","0","30","能夠賦予戰鬥所需之『仁．智．勇』\n的『勇』的寶珠。\n能夠毫不畏懼地面對各種敵人，\n勇氣的護身符。","12","勇氣寶珠","102551","0","9","0","0","11","0","0","0","55","0","102551","5","0","160","0","0","0","0","0"
"2","0","0","0","1","0","0","0","帶有魔物身上刺狀鱗片的手鐲。\n有提升裝備者力量的效果。由於是\n用兇暴的魔物身上的鱗片製作而成，\n因此是件在市面上相當少見的裝備。","20","尖刺手環","102552","0","18","0","0","20","1","0","0","55","0","102552","10","0","320","0","5","0","0","0"
"2","0","1","0","1","0","0","25","能夠提供戰鬥所需之『仁．智．勇』\n的『仁』之寶珠。\n祈求能夠保護自己跟夥伴，\n是充滿愛的心之護身符。","12","仁愛寶珠","102581","0","9","0","0","0","1","0","55","58","0","102581","0","0","160","0","0","0","0","0"
"2","0","2","0","1","0","0","0","祈禱騎士能夠平安返回，\n蘊含如此心意所製作而成的手環。\n這股心意會保護裝備者，\n讓防禦力上升。","20","勝利的編織手環","102582","0","17","0","0","0","2","0","120","58","0","102582","0","0","320","0","0","0","0","0"
"2","0","1","0","1","0","0","0","能夠提升裝備者魔法攻擊力的\n特殊眼鏡。\n將魔法石當作素材\n製作而成。","12","魔法眼鏡","102611","11","9","0","0","0","0","0","0","61","0","102611","0","0","160","0","0","0","0","0"
"2","0","0","0","1","0","0","25","能夠提供戰鬥所需之『仁．智．勇』\n的『智』之寶珠。\n是能夠讓腦袋變得清晰，\n並能提升魔法效果的智力護身符。","12","智慧寶珠","102612","10","10","0","0","0","0","0","0","61","0","102612","5","0","160","0","0","0","0","0"
"2","0","2","0","0","0","0","0","高階魔法師會使用的單眼鏡。\n金屬部份刻有符文，\n有著能讓裝備者魔力上升的力量。","6","魔法單眼鏡","102613","24","17","0","0","0","0","0","0","61","0","102613","0","1","320","0","0","0","0","0"
"2","0","1","0","0","0","0","0","銀製手鐲上鑲嵌著魔法石，\n並且刻著特殊印記的配件。\n能夠活化魔法的流動，\n有著能提升使用者魔力的效果。","16","圖紋手鐲","102614","20","18","0","0","0","0","0","0","61","0","102614","10","1","320","0","0","0","0","0"
"3","0","0","0","0","0","0","0","使用隕石碎片製成的單刃彎刀。\n當刀身照耀於光線之下時，\n將會像星空一般閃爍。","12","閃耀之劍","103011","0","19","0","0","40","0","0","90","1","0","103011","0","1","1400","0","0","0","0","0"
"3","0","0","0","0","0","0","0","描繪那龍之吐息所製成的一把劍。\n有著較為寬闊的刀刃。比起突刺，\n更適合用來斬切。揮動它的模樣，\n看起來宛若是龍在空中飛舞一般。","20","龍紋劍","103012","0","29","0","0","53","0","0","115","1","0","103012","0","1","3000","0","0","0","0","0"
"3","0","0","0","0","0","0","0","某位魔法師為了接近戰\n所使用過的劍。腕力較弱的他，\n在大鳥的羽毛上施加了魔法，\n進而造出了這把極為輕型的劍。","20","羽刃之劍","103013","0","37","0","0","61","0","0","135","1","0","103013","0","1","4000","0","0","0","0","0"
"3","0","0","0","0","0","0","0","存在於東國的某個劍術流派中，\n授予獲得宗師認可的人的刀劍。\n因寄宿著月光之力，而更能夠\n琢磨精鍊裝備者的五感與靈力。","32","月光刀","103041","0","29","0","0","58","0","0","65","4","0","103041","0","1","3000","0","0","0","0","0"
"3","0","0","0","0","0","0","0","是某位技術甚高的武士，\n在退治雷獸時所使用的刀。\n斬除了雷獸的刀身，\n寄宿著閃電之力。","40","雷神刀","103042","0","37","0","0","68","0","0","75","4","0","103042","0","1","4000","0","0","0","0","0"
"3","0","0","0","0","0","0","0","是以高價珍貴的白金，\n打造而成的短劍。\n不少貴族把它藏在懷中以用來護身。","12","鉑金小刀","103071","0","19","0","0","40","0","0","0","7","0","103071","15","1","1400","0","0","0","0","0"
"3","0","0","0","0","0","0","0","擁有意志並且不斷渴望著鮮血，\n是把令人畏懼的短劍。　\n沾染上血跡而生鏽的部分\n將會比平時更閃爍著惡寒之氣。","45","吸血鬼匕首","103072","0","37","0","0","61","0","0","0","7","0","103072","0","1","4000","0","0","3","0","0"
"3","0","0","0","0","0","0","0","仿照兇惡之黑龍的下顎形狀而製的\n鉤爪。暗器的一種，據說以前使用\n這種鉤爪暗殺人時，會在爪上塗上\n毒液，提高殺傷能力。","20","龍牙之爪","103101","0","29","0","0","53","0","0","0","10","0","103101","15","1","3000","0","0","0","0","0"
"3","0","3","0","0","0","0","0","過去曾有一位男人以此弓狩獵，\n並將狩得的獵物贈於心上人成就了\n愛戀。他因此事而做為契機閃念，\n以愛神命名這把弓。","20","邱比特之弓","103131","0","29","0","0","53","0","0","0","13","0","103131","0","1","3000","0","0","0","0","0"
"3","0","3","0","0","0","0","0","是被人類迫害，而被追討到地底\n深處的魔族所製造的弓。\n只要是踏入他們的領域的人類，\n就會葬送於這把弓下。","40","惡魔之弓","103132","0","37","0","0","61","0","0","0","13","0","103132","0","1","4000","0","0","0","0","0"
"3","0","0","0","0","0","0","0","贈送給名譽騎士的斧戟。\n其刀刃堅實銳利不容折損，\n如同體現了為國為民而戰的騎士，\n心中的那股驕傲。","18","騎士的驕傲","103161","0","19","0","0","35","3","0","0","16","0","103161","0","1","1400","0","0","0","0","0"
"3","0","0","0","0","0","0","0","用來刺殺的長戟。\n它的殺傷能力，\n能輕易刺穿堅固的鎧甲，\n僅一擊便能奪走敵人性命。","20","絕對之矛","103162","0","29","0","0","46","5","0","0","16","0","103162","0","1","3000","0","0","0","0","0"
"3","0","0","0","0","0","0","0","以湛藍天體點綴的戰斧。\n象徵著世界本質的天體，\n能吸收天與地的能量，\n進而賦予裝備者力量。","12","天球斧","103191","0","19","0","0","50","0","0","0","19","0","103191","0","1","1400","0","0","0","0","0"
"3","0","0","0","0","0","0","0","被賦予著華麗之花的這把斧頭，\n每次揮舞，就會綻放出大朵鮮血。","46","麗花戰斧","103192","0","29","0","0","66","0","0","0","19","0","103192","0","1","3000","0","0","0","0","0"
"3","0","0","0","0","0","0","0","是研究先進武器製造的某個工坊的\n自豪之作。\n能在斧頭的內部積蓄雷電，\n並能夠在攻擊之際一齊放出。","66","閃電之斧","103193","0","37","0","0","77","0","0","0","19","0","103193","0","1","4000","0","0","0","0","0"
"3","0","0","0","0","0","0","0","某個殘酷的魔法師團體，\n使過的法杖。\n被害者人們的鮮血，\n將此法杖染上了鮮明的血紅色。","12","芒刺血杖","103221","50","19","0","0","0","0","0","0","22","0","103221","0","1","1400","0","0","0","0","0"
"3","0","0","0","0","0","0","0","據說是某位魔法師與惡魔交易之後，\n而獲得的問題法杖。\n傳說被擊倒的敵人之魂，\n將會透過此法杖獻上給惡魔。","20","惡魔之角","103222","77","37","0","0","0","0","0","0","22","0","103222","0","1","4000","0","0","0","0","0"
"3","0","2","0","0","0","0","0","是將占星術為業的某個魔法師一族，\n所使用的法杖。\n據說他們能藉由觀測星象，\n預知未來。","12","天球的守護","103251","40","19","0","0","0","0","0","0","25","0","103251","0","1","1400","0","0","0","0","0"
"3","0","3","0","0","0","0","0","試圖拯救人們的意念，\n使花蕾綻放，\n而那純淨的能量，\n成為了治癒的力量","20","花蕾之杖","103252","53","29","0","0","0","0","0","0","25","0","103252","0","1","3000","0","0","0","0","0"
"3","0","1","0","0","0","0","0","以強大又時尚的騎士為主題，\n所製作出的鎧甲。但不管再怎麼\n盛裝打扮，若不具有相應的實力，\n魅力定會減半。","32","時尚盔甲","103281","0","21","0","0","11","1","0","245","28","0","103281","0","1","1400","0","0","0","0","0"
"3","0","2","0","0","0","0","0","將威猛的男人全部擊敗，\n成為鬥技場女王的女戰士的鎧甲。\n傳聞對戰對手只見到她那\n如野獸般的銳利眼光就戰意全失了。","42","戰陣鎧衣","103282","0","32","0","0","15","2","0","325","28","0","103282","0","1","3000","0","0","0","0","0"
"3","0","2","0","0","0","0","0","使用厚實的鐵板組合而成的鎧甲。\n捨去輕便性，而著重於防禦力。\n是使用斧頭或大劍的戰士們\n愛用的裝備之一。","25","重金屬盔甲","103283","0","43","0","0","17","2","0","380","28","0","103283","0","1","4000","0","0","0","0","0"
"3","0","2","0","0","0","0","0","愛好華麗的騎士，向設計師委託\n而製成的鎧甲。\n過於華麗的緣故，在戰場上格外顯\n眼，在敵人眼中也正好成為了靶子。","30","華麗盔甲","103311","0","21","0","0","0","3","0","245","31","0","103311","0","1","1400","0","0","0","0","0"
"3","0","1","0","0","0","0","160","在布料上覆蓋一層皮革長袍的服飾。\n具有優異的防寒效果，\n適合在寒冷的地方採集素材時穿著。","30","多層次服飾","103341","0","21","0","0","10","1","0","180","34","0","103341","0","1","1400","0","0","0","0","0"
"3","0","1","0","0","0","0","210","任職於王城內的女騎士所著裝之服。\n使用了高級的皮革與黑色金屬，\n在胸前還有顯示騎士的身分地位的\n裝飾。構思極具品味。","25","宮廷服飾","103342","0","32","0","0","13","2","0","235","34","0","103342","0","1","3000","0","0","0","0","0"
"3","0","2","0","0","0","0","370","是精靈族的女王，在和其他種族的\n和平協定會議上所穿著的服飾。\n精靈族為以防萬一，在女王的\n服飾上施加了強力魔法的薄紗。","75","玻斯菊服飾","103343","0","37","0","0","15","2","0","205","34","0","103343","0","1","4000","0","0","0","0","0"
"3","0","4","0","0","0","0","0","以傳說中愛神的服裝為形象\n製作的長袍。\n背上之羽，因魔法漂浮。\n讓人分不出來它與真品之差。","30","邱比特長袍","103371","13","32","0","0","0","2","0","235","37","0","103371","0","1","3000","0","0","0","0","0"
"3","0","4","0","0","0","0","0","一生輔佐自幼即成為皇帝的少年的\n哲學家，所著的服裝。\n指引皇帝踏上正途，\n他引領了國家朝著更好的未來邁進。","25","哲學家長袍","103372","14","43","0","0","0","2","0","245","37","0","103372","0","1","4000","0","5","0","0","0"
"3","0","0","0","0","0","0","0","驍勇果敢的將軍之盾。\n他只要一站上戰場，\n親自率兵破軍殺敵，\n引領軍隊迎向勝利。","25","石榴石之盾","103401","0","29","0","0","8","6","0","290","40","0","103401","0","1","3000","0","0","0","0","0"
"3","0","1","0","0","0","0","0","穿上之後可以消除腳步聲的特殊靴。\n傳說是東國間諜所穿的靴子，\n但有關於他們的任何情報，\n一直都是個謎。","25","忍者鞋","103431","0","23","0","0","5","2","0","90","43","0","103431","0","1","1400","0","0","0","0","3"
"3","0","0","0","0","0","0","0","為了使用西洋劍的劍士們，\n所製成的靴子。相當輕盈，\n是對於比起力量更重視機動性\n的細劍士，最合適的一件裝備。","45","擊劍之靴","103432","0","35","0","0","26","0","0","115","43","0","103432","0","1","3000","0","0","0","0","4"
"3","0","4","0","0","0","0","0","魔法師的正式服裝之一的靴子。\n附有無論走在任何地方\n都不會髒掉的魔法。","46","女巫宮廷靴","103461","20","34","0","0","0","3","0","115","46","0","103461","0","1","3000","0","0","0","0","0"
"3","0","4","0","0","0","0","0","信仰曾存在的黑龍的騎士團\n所用的頭盔。\n他們為了供奉活祭品給龍，\n不斷奪走無辜的人的性命。","40","黑龍頭盔","103491","0","35","0","0","0","5","0","235","49","0","103491","0","1","3000","0","0","0","0","0"
"3","0","4","0","0","0","0","0","魔法師的一家人，贈送給為修行\n而離家的女兒的髮箍。\n是母親以自己的魔力，\n以及愛所製成。","20","女巫髮箍","103521","20","23","0","0","0","0","0","90","52","0","103521","0","1","1400","0","0","0","0","0"
