4afde145d8f73002e7632ae4cffde61ccb10524ccde03be1411661b09151bad0,cdd4d0ea7f3c5597360db2cb300c9d5138889401e9c9d256d838b5876473f6d1,0ab70d72cf4c8554c731480ae1d02349754ba7eda00ce86ea8cd993cc3db6fa7,c87c9c0cf0ac7817dd4a778ad3c035fb81af8d5afe4b0916c69d0f19a027b998,3ad48675d300e99549375f232a962eee2929f7a38dea5c29e69e18fda718c6ed,582d5dafe2e064c896250f1b84aeaac2fa2da40fb86c1da263bfc70bc069ab42,704b1c75f7d5beadbe8edc4a9670c4fa0be8595ccd1121dc72c0c079d1f215a1,d43015c06e996e97e926eb64bf5d65bff10767b42344cdf0ba6e9a88fd85f083,d88a1b1702f47728fbec842d326897a07621bfb130390e48ab5505b5f8a74c0a,cba9848120d49cb333e230d294d24ee1ffd20e37eaff7dc08f765b47bd3ee4a0,0b43e5e1df229b062902a5d3b2460f942e64b8d1bb5a13ba5f14024c2112661a,914841e0ede5d7d1559465a1fbbf4577c6cf5fd88a0b9b1e205dd4351d0c8870,9994d3e9409f9e109d170260229fed705b3042ca8b8bffd9a271126c510793d4,0786ce1cf87c6de0e016278c45d6e3d343dc2b792f9a3b8e398b62d7445f7051
"1","0","2002","2025/07/16 16:00:00","0","2025/10/17 15:59:59","能不能別拿巡遊幣，\n換成拿首級來支付呢？\n……此乃玩笑哦？","杜蘭","2","137001","-470","8","2","10033"
"2","0","2002","2025/10/10 16:00:00","0","2026/01/17 15:59:59","喲，\n喜歡什麼就拿來吧。","剎鬼","2","135902","-470","9","1","10034"
"6","0","2002","2025/10/10 16:00:00","4.935","2026/01/17 15:59:59","別做出把錢留到隔天\n那樣掃興的事啊，\n要是運氣耗盡了可別怪我沒提醒你喔。","剎鬼","1","135902","-470","9","2","10035"
"5","0","2002","2025/10/10 16:00:00","7.441","2026/01/17 15:59:59","歡、歡、歡迎光臨……\n你有什麼想要的東西嗎？\n刨、刨冰之類的怎麼樣……？","雪野","2","135802","-470","9","1","10036"
"7","0","2002","2025/10/10 16:00:00","0","2026/01/17 15:59:59","別、別那樣看儂……\n儂可不是拿來賣的\n東西喔……？","雪野","7","135802","-470","9","2","10037"
"2","0","2002","2026/01/10 16:00:00","2.295","2026/04/17 15:59:59","在找庫露露嗎？\n那麼作為答謝，這裡的\n寶石也請收下吧～♪","庫露露","2","130901","-470","10","1","10038"
"6","0","2002","2026/01/10 16:00:00","6.281","2026/04/17 15:59:59","啊！怎麼可以跟\n英雄收錢呢！\n拿走吧拿走吧……咦、不可以嗎？","庫露露","1","130901","-470","10","2","10039"
"1","0","2002","2026/01/10 16:00:00","5.549","2026/04/17 15:59:59","唷！今天的老娘\n不是守門人，而是守店人。\n記憶碎片～水晶球～之類的喔！","沃爾加諾","2","137701","-470","10","1","10040"
"6","0","2002","2026/01/10 16:00:00","2.64","2026/04/17 15:59:59","……莉瑪小姐的照片？\n當然要買啊！\n全都拿去吧，你這小偷！","沃爾加諾","3","137701","-470","10","2","10041"
"4","0","2002","2026/04/10 16:00:00","7.642","2026/07/17 15:59:59","這、這樣的裝扮……烏爾姆說\n會有招來客人的效果……\n……這是真的嗎？","萊拉耶爾","7","132801","-470","11","1","10042"
"1","0","2002","2026/04/10 16:00:00","0","2026/07/17 15:59:59","居然讓吾顧店……\n沒全部買光的話可饒不了你，\n儘管為吾的國庫做出貢獻吧。","萊拉耶爾","1","132802","-470","11","2","10043"
"1","0","2002","2026/04/10 16:00:00","0","2026/07/17 15:59:59","分析！\n今天的推薦商品……\n是這個♪","克蘿茜","1","134502","-470","11","1","10044"
"1","0","2002","2026/04/10 16:00:00","3.72","2026/07/17 15:59:59","巨型克蘿茜，\n要不要來一架？\n記得要準備機庫哦。","克蘿茜","2","134501","-470","11","2","10045"
"1","0","2002","2026/07/10 16:00:00","4.991","2026/10/17 15:59:59","既然領班之職也不過是\n如兒戲般的活計，不如讓可愛\n孩童們吸引八方來客。","涅妃‧涅羅","2","138201","-470","12","1","10046"
"4","0","2002","2026/07/10 16:00:00","3.877","2026/10/17 15:59:59","經營國家，金錢必不可少……\n還請您施捨些財物，\n奴家必當誠心相報。","涅妃‧涅羅","1","138201","-470","12","2","10047"
"6","0","2002","2026/07/10 16:00:00","1.71","2026/10/17 15:59:59","啊嗚……！天花板太低，\n撞到頭了……\n只是因為我身形太龐大……？","阿剌克涅","4","136001","-470","12","1","10048"
"2","0","2002","2026/07/10 16:00:00","5.32","2026/10/17 15:59:59","歡迎光臨，騎士先生。\n請隨便坐。\n如果可以……希望是永遠……","阿剌克涅","5","136001","-470","12","2","10049"
