88b6a6a0c5e93db3365c882a187c9b74f17b9a867f5ff1cdc56ea46d2fc5e26b,aa0b641379f31aedb011572b80e848acdd7774682f22368d92d6d096a6912329,849c3d704967abf7fa14140e483044ab7417399241c371fa11e17bc3a11d9d8e,c137aac8eeca152f3400de658051f26c72376872392dc2a281b624e77564e210,54456d9e04f3fb5de2db3ffc2af01c48a47d5d2b016c56bdb58dbc95fd3c20ac,d01c2f6a96e7fe7725b62459bffaefe3acc726c27709daccd4c31be9ba3857a0,ce1734f7b40a695030f579b62961d0a99ea686d6a99b4ad530ec5f46464d5472,c9d32584fbae3d42d1e83c189a012a3f50879b720973f563163d4fd68dfeeda1,9cada511553449cbd7a7ac51a33dae63a4b2e3996045ad466cbe9daaa898c139,49db42f747e40044310800848a8ee7a65a35474f7445df3be027c7f623eb615c,a4cdf583c71c313fb71f11661a3cd8d8aeda825f1108f58b82dcd7cf1dd31a8c,656005380fd955eeda90956af370209427e33c1687ed96b94d2677a94abfc83a,75b5941626f81d4ea862c9c037b9411781f005f8291a058df18e226149a6b700,beff47345460d6ff44585029cc345f0e0a02f83ed8d36cf8eb8e55db38f85fa0,59767d02ad6ecb15805390bb5e206ef47a277440e7feafd27a48f87388fe3004,890eda64a2fb42caea63462f553007342f75f464773876f76e9918b04dcc1909,3650203d9dac983217b7c103bd9c042f61eeeba9a7ab500c99e51b6274aadca6,433cb6e9ad3a9cdf5cf00f8e75c3955e4a8e83c5be076cbe18b24a3231e7563d,42404fd340f994a1c297a70a82139774c2ea76246b6f420c07337e47abefbe43,70da90f8eb4dc6eef26afaf0e94f65d9d10e82abcfaf0d71d82239a171c36486,b272b6555a99bf5d94efb73398b1374e4a8f5b78e6273b4220cbc16cc7d617cf,601ccb9f6c13d6f547021c1920dc0baa4a3295ce164122988ef09606c4ce5780,b0717f369d67a7076ebce3b9d1e344a300ab232e907c7f82ff0d2c2a08bb4f70,d6103c714d62e442df50c75d9cc691a1905333ce49a0c8d653c641fb36b3c8a4,1ba880a179c5362db6d7949b7d69cec6341455649c51e7ba31915b35ec215a44,62c0b2a011db4ac49af8a41ec4b55863085a3c7b0a6304c01da0d173fa67ad6c,7a3179ea09410ef4ef07d176b3714fb2161787530d0c781a720e152ae62d1a33
"0","0","2010200","0","0","深淵戰車Mk－２","0","0","0","0","0","0","0","0","0","2020200","0","405","16","0","0","201160","2","0","3050201","1040201","16"
"0","0","2040200","0","0","第二可可蘿丸","0","0","0","0","0","0","0","0","0","2040200","0","315","17","0","0","201170","2","0","3040201","1030201","17"
"0","0","2020200","0","0","冰龍加速‧二重","0","0","0","0","0","0","0","0","0","2020200","0","211","18","0","0","201180","2","0","3020201","1020201","18"
"0","0","2040200","0","0","勇往直前號‧貳式","0","0","0","0","0","0","0","0","0","2040200","0","106","19","0","0","201190","2","0","3030201","1010201","19"
"0","0","2020200","0","0","小槌子亂揮２號","0","0","0","30102100","0","0","3040201","0","0","2020200","0","506","20","0","0","201200","2","0","0","1050201","20"
"0","0","2020200","0","0","大章魚燒丸‧貝塔","0","0","0","0","0","0","0","0","0","2010200","0","315","21","0","0","201210","2","0","3010201","1030201","21"
"0","0","2010200","4030202","0","火箭戰車β","0","0","0","0","0","0","0","0","0","2010200","0","202","22","0","0","201220","2","0","3010202","1020201","22"
"0","0","0","0","0","創雷夜轉‧第二位階","0","0","0","10501100","0","0","3010200","0","0","0","0","501","23","0","0","201230","2","0","3010200","1050201","23"
"0","0","2030200","4020202","0","真摯維拉２","0","0","0","0","0","0","0","0","0","2030200","20301010","102","24","0","0","201240","2","0","3030201","1010201","24"
"0","0","0","0","0","垃圾維拉２","0","0","0","0","0","0","0","0","0","2030200","20301010","103","25","0","0","201250","2","0","3010201","1010201","25"
"0","0","2020200","4030202","0","白銀翻滾","0","0","0","0","0","0","0","0","0","2020200","20201010","313","26","0","0","201260","2","0","3040201","1030201","26"
"0","0","2040200","0","0","耕耘機β","20401050","30202025","0","10201075","0","0","0","0","0","2030200","20301050","210","27","0","0","201270","2","0","3020201","1020201","27"
"0","0","2020200","0","0","萬化黑鐵‧貳式","20201025","30502025","0","10401100","0","0","0","2020200","0","2020200","20201025","406","28","0","0","201280","2","20201025","3050201","1040201","28"
"100009","100010","2010200","0","30302030","少女戰車Mk－１","20101050","30402030","0","10301100","0","0","3030202","0","0","2010200","20101050","301","29","0","0","201290","2","0","3040202","1030200","29"
"100014","0","2030200","0","30302030","雙胞胎維拉","20301100","0","0","10101100","0","0","3030202","0","0","2030200","20301100","113","30","0","0","201300","2","0","3010202","1010200","30"
"0","0","2040300","0","0","公主突襲車３號","0","0","0","0","0","0","0","0","0","2020300","0","101","31","0","0","201310","3","0","3010301","1010301","31"
"0","0","2010300","0","0","深淵戰車Mk－３","0","0","0","0","0","0","0","0","0","2020300","0","405","32","0","0","201320","3","0","3050301","1040301","32"
"0","0","2040300","0","0","第三可可蘿丸","0","0","0","0","0","0","0","0","0","2040300","0","315","33","0","0","201330","3","0","3040301","1030301","33"
"0","0","2020300","0","0","冰龍加速‧三重","0","0","0","0","0","0","0","0","0","2020300","0","211","34","0","0","201340","3","0","3020301","1020301","34"
"0","0","2040300","0","0","勇往直前號‧參式","0","0","0","0","0","0","0","0","0","2040300","0","106","35","0","0","201350","3","0","3030301","1010301","35"
"0","0","2020300","0","0","小槌子亂揮３號","0","0","0","0","0","0","3040301","0","0","2020300","0","506","36","0","0","201360","3","0","0","1050301","36"
"0","0","2020300","0","0","大章魚燒丸‧伽瑪","0","0","0","0","0","0","0","0","0","2010300","0","315","37","0","0","201370","3","0","3010301","1030301","37"
"0","0","2010300","4030302","0","火箭戰車γ","0","0","0","0","0","0","0","0","0","2010300","0","202","38","0","0","201380","3","0","3010302","1020301","38"
"0","0","0","0","0","創雷夜轉‧第三位階","0","0","0","0","0","0","3010300","0","0","0","0","501","39","0","0","201390","3","0","3010300","1050301","39"
"0","0","2030300","4020302","0","真摯維拉３","0","0","0","0","0","0","0","0","0","2030300","20301010","102","40","0","0","201400","3","0","3030301","1010301","40"
"0","0","0","0","0","垃圾維拉３","0","0","0","0","0","0","0","0","0","2030300","20301010","103","41","0","0","201410","3","0","3010301","1010301","41"
"0","0","2020300","4030302","0","黑翻滾","0","0","0","0","0","0","0","0","0","2020300","20201010","313","42","0","0","201420","3","0","3040301","1030301","42"
"0","0","2040300","0","0","耕耘機γ","20401030","0","0","10201075","0","0","3030300","0","0","2030300","20301030","210","43","0","0","201430","3","0","3020300","1020301","43"
"0","0","2020300","0","30202050","萬化黑鐵‧參式","20201100","30502050","0","10401100","0","0","3020300","0","0","2020300","20201100","412","44","0","0","201440","3","0","3050301","1040301","44"
"100005","0","2020300","0","0","獵物與捕食者","20201075","30102050","0","10101075","0","0","3010301","0","0","2010300","20101075","111","45","0","0","201450","3","0","3010301","1010301","45"
"100007","0","2040300","0","10301100","狂飆突進運動","20401100","30402050","0","10301100","0","0","3020300","0","0","2020300","20201100","301","46","0","0","201460","3","0","3040300","1030301","46"
"100009","100010","2040300","0","30302015","少女戰車Mk－２","20401100","30102015","0","10501075","0","0","3030300","0","0","2040300","20401100","515","47","0","3040300","201470","3","0","3010301","1050301","47"
"100011","0","2020300","4030302","30402015","泡芙塔城堡","20201100","30202015","0","10501100","20201100","0","3040302","0","0","2010300","20101100","506","48","0","0","201480","1","0","3020302","1050300","48"
"100016","0","2020300","4020302","0","黑荊棘的轟鐵身軀","20201100","30202100","0","20201100","30202100","0","0","2020300","0","2020300","20201100","409","49","0","0","201490","2","20201100","3020302","1040300","49"
"100012","100017","2010300","0","30202050","三叉戟百夫長戰車","20101100","30102050","0","10101100","0","0","3020302","0","0","2010300","20101100","115","50","0","0","201500","3","0","3010301","1010301","50"
