90005673452b43e8cf60c32e9982ddf23bde3286933d50a701c8552630716015,d0628bdf714dd900ef7e2cf1de4514bd8b3c536ab9cb9b6679a04fabe1a329e0,c66153d5dab9aa878e3ed9ee71b55e85167635e0d15bfcd620bf0af79dd5ea9e,a1eba792989406e3f364aea79d03f6ae83fd38086b0ca592ba273e72068da0b6,cd18038b3231f5f59d952676a1e3eb923532b682bad3fafbff3698e41a765bfc,46a0a933716bbad28b86bacd2bfcf17c51231f02cb18cf25ee985505812ab7a9,36f05ce04be27ff250d3dd98ed75fab97347aae03e658468e81420f78f8a9827,1c90348851ab83fcb35566516e18dce3610f719835f85bd8af8c86bff05f2d48,4ad316cb9ebf005f8adc9059d3888ee2fca8115bc40a08788508a2c4b035e872,0d02e7d570dba03bede19482de9f3854c564b976d14e89e499e9cf9da5102e9a,567dcc10c5613563a9f25847c480646028674c113248ac6f166ba00eac257b44,aec0b4dadac28d3eb88f95347c7b9abbb1e2a20c8377a9ffcaa7eabd9c516b0c,db40d61480e683b3ca824295d11284de2dcd5f7cc48ca20cc1296d11964c170c,5cd89c99c327de83a85f20c7c33397b1c09dd2ce932ae23399e63f99f402b98a,c2cebecbd519956dc16ff60d36c6957d9cb4b8bb42bb20c9702c473171d2f8d6,d203f943b1b205e79bb585cadab7572cfb3a994a5eb03626d8cd1641795f11ee,cdabd63422d6eed5905bcbd5a9c632281700911509243510fed21d72fecbc707,65593cfa0349bbf053419dcf2f50b28701992b7ce63173d5228c8acc093ee27a,c8473dd48dba489eb7db8756dcd88673041ac9044c41f5dd8f46bcbde0c7f14a,2f5839d7cc74f4636eaa62cfadfd36b97462e1bb64581c0325b814b2e9bb747f,e8e360cfd2c14f6bdabbc153a3a515db446385fb634f2d049dc3894c5a854af2,3e10eb0dca1b0fbad9b99c5e7ab63761216fab2ce74837baee89cf3da4045ef1,28520b69f4aa9e959b8b264ff5441d4470af593bde6f03b7c2ce6d6603b0aac4,5130abf177a16c6128f1b3423957a890717f50a4cc99f15e7f7c6818b7e6ce0b,7e5e69d7c8bf683d6ecb4e669705730a4fa6046ecb73c603218020fb7b72c487,102624d944d8447329fa42f74bfac2ec6c35d3ad3c3f709a21a73ca9f131067e,c4373db06d279fe1fe11ed953bd5b12788ec3db669842181b6d57bc394b3c362,a47b22464005d915ae86fd3b972373ccf60a102b2aa9cf9303554b5597247bd0,0eda1f95d19ed3a29da32ba773c810f18a52cb3f4e2dc7338ba75328f5dd8e73,5c7364517f359a78355895604888fcef82b058d7142b559cdad993832a84d8b2,c41d10f78d124e3b856e6914c1e768abba6de4ef97d11888df18d65f8da966eb,699b215764d48a82743713b39c665c1fa362669c8da441b3457883ab6e61b006,6e097627ffead13c4e8368d5a7587fcb43a4e5dde89dfee2d0311813802f29bb,e2e1fcbed8d00b577c63fcfac8b3890fdd10e7c85c7c40ad6ba33a3f9ad6e4fd,73aabf4e31b308a6c071ca2822df518c54f81567881e59fc09813950a612c6e3,a10a01537d4db4affaea54f1a63dc17ccd1bdcc94223011cf91e7ba760f13f58,d47860ad1a6fcaffed39d17c227a4df833d1cf030ef5239535edcd098e235987,fe67fec8b775b20fb7d59ba66bf3f63dabdec1aae0f4ac78a23fb73c271c3398,df8a0c779f3ac3a4dd8d040299408fabeef50545557e177679e0ddc0e1d51394,06df5b9cae8dc6e710c9ede152183bdc1dadc27f6ec7986427ef81fbb2ededde,14246209156bfb759816c8903ebf8cc7a6e620160b0e358f823ed5ea92645064,ce8ddb49182423eb30ca92c0a1c714f0e997b3821194ceab82d6e550bf0bbd2f,ed9a9e52f9e9d98ee0f285fef4850fa315c8bebe73c411b84306517ecec1119f,c3558b36d029d19b40c977cb1d1bac25fae1649b3a8ed2f637aa1ec101663c44
"1.3","1","0.03","0","10080102","1008","401040451","1","710081","0","1004102","0","1004101","100000","401040421","1.3","1004103","0","10080101","0","15","10080105","0","1","1004105","401040431","0","1004104","10080104","0","0","0","1.5","1","401040411","1","1","1","0","401040441","1","0","0","10080103"
"1.8","1.3","0.06","0","10080102","1008","401040501","1","710081","0","1004107","0","1004106","100000","401040471","1.8","1004108","0","10080101","0","16","10080105","0","2","1004110","401040481","0","1004109","10080104","0","0","0","2","1","401040461","1","-1","1.3","0","401040491","2","0","0","10080103"
"1.3","1","0.03","0","10090102","1009","401040551","1","710091","0","1004102","0","1004101","100000","401040521","1.3","1004103","0","10090101","0","17","10090105","0","1","1004105","401040531","0","1004104","10090104","0","0","0","1.5","1","401040511","1","1","1","0","401040541","1","0","0","10090103"
"1.8","1.4","0.06","0","10090102","1009","401040601","1","710091","0","1004107","0","1004106","100000","401040571","1.8","1004108","0","10090101","0","18","10090105","0","2","1004110","401040581","0","1004109","10090104","0","0","0","2","1","401040561","1","5","1.4","0","401040591","2","0","0","10090103"
"2.5","2","0.06","0","10090102","1009","401040651","1","710091","0","1004102","0","1004101","100000","401040621","2.5","1004103","0","10090101","0","19","10090105","0","2","1004105","401040631","0","1004104","10090104","0","0","0","3","1","401040611","1","-1","2","0","401040641","6","0","0","10090103"
"1.3","1","0.03","0","10100102","1010","401011005","1","710101","0","1004107","0","1004106","100000","401011002","1.3","1004108","0","10100101","0","20","10100105","0","1","1004110","401011003","0","1004109","10100104","0","0","0","1.5","1","401011001","1","3","1","0","401011004","1","0","0","10100103"
"1.8","1.4","0.06","0","10100102","1010","401021005","1","710101","0","1004102","0","1004101","100000","401021002","1.8","1004103","0","10100101","0","21","10100105","0","2","1004105","401021003","0","1004104","10100104","0","0","0","2","1","401021001","1","10","1.4","0","401021004","4","0","0","10100103"
"2.5","2","0.06","0","10100102","1010","401031005","1","710101","0","1004107","0","1004106","100000","401031002","2.5","1004108","0","10100101","0","22","10100105","0","2","1004110","401031003","0","1004109","10100104","0","0","0","3","1","401031001","1","-1","2","0","401031004","11","0","0","10100103"
"1.3","1","0.03","0","10110102","1011","401040701","1","710111","0","1004102","0","1004101","100000","401040671","1.3","1004103","0","10110101","0","23","10110105","0","1","1004105","401040681","0","1004104","10110104","0","0","0","1.5","1","401040661","2","1","1","0","401040691","1","0","0","10110103"
"1.3","1","0.03","0","10110102","1011","401040701","1","710111","0","1004107","0","1004106","100000","401040671","1.3","1004108","0","10110101","0","24","10110105","0","1","1004110","401040681","0","1004109","10110104","0","0","0","1.5","1","401040661","2","3","1","0","401040691","2","0","0","10110103"
"1.8","1.4","0.06","0","10110102","1011","401040751","1","710111","0","1004102","0","1004101","100000","401040721","1.8","1004103","0","10110101","0","25","10110105","0","2","1004105","401040731","0","1004104","10110104","0","0","0","2","2","401040711","5","10","1.4","0","401040741","4","0","0","10110103"
"2.5","2","0.06","0","10110102","1011","401040801","1","710111","0","1004107","0","1004106","100000","401040771","2.5","1004108","0","10110101","0","26","10110105","0","2","1004110","401040781","0","1004109","10110104","0","0","0","3","3","401040761","12","-1","2","0","401040791","11","0","0","10110103"
"1.3","1","0.03","0","10120102","1012","401040851","1","710121","0","1004102","0","1004101","100000","401040821","1.3","1004103","0","10120101","0","27","10120105","0","1","1004105","401040831","0","1004104","10120104","0","0","0","1.5","1","401040811","2","1","1","0","401040841","1","0","0","10120103"
"1.3","1","0.03","0","10120102","1012","401040851","1","710121","0","1004107","0","1004106","100000","401040821","1.3","1004108","0","10120101","0","28","10120105","0","1","1004110","401040831","0","1004109","10120104","0","0","0","1.5","1","401040811","2","3","1","0","401040841","2","0","0","10120103"
"1.8","1.4","0.06","0","10120102","1012","401040901","1","710121","0","1004102","0","1004101","100000","401040871","1.8","1004103","0","10120101","0","29","10120105","0","2","1004105","401040881","0","1004104","10120104","0","0","0","2","2","401040861","5","10","1.4","0","401040891","4","0","0","10120103"
"2.5","2","0.06","0","10120102","1012","401040951","1","710121","0","1004107","0","1004106","100000","401040921","2.5","1004108","0","10120101","0","30","10120105","0","2","1004110","401040931","0","1004109","10120104","0","0","0","3","3","401040911","12","-1","2","0","401040941","11","0","0","10120103"
"1.3","1","0.03","0","10130102","1013","401041001","1","710011","0","1004102","0","1004101","100000","401040971","1.3","1004103","0","10130101","0","31","10130105","0","1","1004105","401040981","0","1004104","10130104","0","0","0","1.5","1","401040961","2","1","1","0","401040991","1","0","0","10130103"
"1.3","1","0.03","0","10130102","1013","401041001","1","710011","0","1004107","0","1004106","100000","401040971","1.3","1004108","0","10130101","0","32","10130105","0","1","1004110","401040981","0","1004109","10130104","0","0","0","1.5","1","401040961","2","3","1","0","401040991","2","0","0","10130103"
"1.8","1.4","0.06","0","10130102","1013","401041051","1","710011","0","1004102","0","1004101","100000","401041021","1.8","1004103","0","10130101","0","33","10130105","0","2","1004105","401041031","0","1004104","10130104","0","0","0","2","2","401041011","5","10","1.4","0","401041041","4","0","0","10130103"
"2.5","2","0.06","0","10130102","1013","401041101","1","710011","0","1004107","0","1004106","100000","401041071","2.5","1004108","0","10130101","0","34","10130105","0","2","1004110","401041081","0","1004109","10130104","0","0","0","3","3","401041061","12","-1","2","0","401041091","11","0","0","10130103"
"1.3","1","0.03","0","10140102","1014","401041101","1","710021","0","1004102","0","1004101","100000","401041071","1.3","1004103","0","10140101","0","35","10140105","0","1","1004105","401041081","0","1004104","10140104","0","0","0","1.5","1","401041061","2","1","1","0","401041091","1","0","0","10140103"
"1.3","1","0.03","0","10140102","1014","401041151","1","710021","0","1004107","0","1004106","100000","401041121","1.3","1004108","0","10140101","0","36","10140105","0","1","1004110","401041131","0","1004109","10140104","0","0","0","1.5","1","401041111","2","3","1","0","401041141","2","0","0","10140103"
"1.8","1.4","0.06","0","10140102","1014","401041201","1","710021","0","1004102","0","1004101","100000","401041171","1.8","1004103","0","10140101","0","37","10140105","0","2","1004105","401041181","0","1004104","10140104","0","0","0","2","2","401041161","5","10","1.4","0","401041191","4","0","0","10140103"
"2.5","2","0.06","0","10140102","1014","401041251","1","710021","0","1004107","0","1004106","100000","401041221","2.5","1004108","0","10140101","0","38","10140105","0","2","1004110","401041231","0","1004109","10140104","0","0","0","3","3","401041211","12","-1","2","0","401041241","11","0","0","10140103"
"1.3","1","0.03","0","10150102","1015","401041301","1","710031","0","1004102","0","1004101","100000","401041271","1.3","1004103","0","10150101","0","39","10150105","0","1","1004105","401041281","0","1004104","10150104","0","0","0","1.5","1","401041261","2","1","1","0","401041291","1","0","0","10150103"
"1.3","1","0.03","0","10150102","1015","401041301","1","710031","0","1004107","0","1004106","100000","401041271","1.3","1004108","0","10150101","0","40","10150105","0","1","1004110","401041281","0","1004109","10150104","0","0","0","1.5","1","401041261","2","3","1","0","401041291","2","0","0","10150103"
"1.8","1.4","0.06","0","10150102","1015","401041351","1","710031","0","1004102","0","1004101","100000","401041321","1.8","1004103","0","10150101","0","41","10150105","0","2","1004105","401041331","0","1004104","10150104","0","0","0","2","2","401041311","5","10","1.4","0","401041341","4","0","0","10150103"
"2.5","2","0.06","0","10150102","1015","401041401","1","710031","0","1004107","0","1004106","100000","401041371","2.5","1004108","0","10150101","0","42","10150105","0","2","1004110","401041381","0","1004109","10150104","0","0","0","3","3","401041361","12","-1","2","0","401041391","11","0","0","10150103"
"1.3","1","0.03","0","10160102","1016","401041601","1","710041","0","1004102","0","1004101","100000","401041571","1.3","1004103","0","10160101","0","43","10160105","0","1","1004105","401041581","0","1004104","10160104","0","0","0","1.5","1","401041561","2","1","1","0","401041591","1","0","0","10160103"
"1.8","1.4","0.06","0","10160102","1016","401041601","1","710041","0","1004107","0","1004106","100000","401041571","1.8","1004108","0","10160101","0","44","10160105","0","2","1004110","401041581","0","1004109","10160104","0","0","0","2","2","401041561","3","3","1.4","0","401041591","2","0","0","10160103"
"1.8","1.4","0.06","0","10160102","1016","401041651","1","710041","0","1004112","0","1004111","100000","401041621","1.8","1004113","0","10160101","0","45","10160105","0","2","1004115","401041631","0","1004114","10160104","0","0","0","2","3","401041611","5","4","1.4","0","401041641","4","0","0","10160103"
"2.5","2","0.06","0","10160102","1016","401041701","1","710041","0","1004116","0","1004116","100000","401041671","2.5","1004116","0","10160101","0","46","10160105","0","2","1004116","401041681","0","1004116","10160104","0","0","0","3","3","401041661","5","-1","2","0","401041691","5","0","0","10160103"
"1.3","1","0.03","0","10170102","1017","401041751","1","710051","0","1004102","0","1004101","100000","401041721","1.3","1004103","0","10170101","0","47","10170105","0","1","1004105","401041731","0","1004104","10170104","0","0","0","1.5","1","401041711","2","1","1","0","401041741","1","0","0","10170103"
"1.3","1","0.03","0","10170102","1017","401041751","1","710051","0","1004107","0","1004106","100000","401041721","1.3","1004108","0","10170101","0","48","10170105","0","1","1004110","401041731","0","1004109","10170104","0","0","0","1.5","2","401041711","3","3","1","0","401041741","2","0","0","10170103"
"1.8","1.4","0.06","0","10170102","1017","401041801","1","710051","0","1004107","0","1004106","100000","401041771","1.8","1004108","0","10170101","0","49","10170105","0","2","1004110","401041781","0","1004109","10170104","0","0","0","2","3","401041761","6","10","1.4","0","401041791","4","0","0","10170103"
"2.5","2","0.06","0","10170102","1017","401041851","1","710051","0","1004107","0","1004106","100000","401041821","2.5","1004108","0","10170101","0","50","10170105","0","2","1004110","401041831","0","1004109","10170104","0","0","0","3","4","401041811","9","-1","2","0","401041841","11","0","0","10170103"
"1.3","1","0.03","0","10180102","1018","401041901","1","710061","0","1004102","0","1004101","100000","401041871","1.3","1004103","0","10180101","0","51","10180105","0","1","1004105","401041881","0","1004104","10180104","0","0","0","1.5","1","401041861","2","1","1","0","401041891","1","0","0","10180103"
"1.3","1","0.03","0","10180102","1018","401041901","1","710061","0","1004107","0","1004106","100000","401041871","1.3","1004108","0","10180101","0","52","10180105","0","1","1004110","401041881","0","1004109","10180104","0","0","0","1.5","2","401041861","3","3","1","0","401041891","2","0","0","10180103"
"1.8","1.4","0.06","0","10180102","1018","401041951","1","710061","0","1004107","0","1004106","100000","401041921","1.8","1004108","0","10180101","0","53","10180105","0","2","1004110","401041931","0","1004109","10180104","0","0","0","2","3","401041911","6","10","1.4","0","401041941","4","0","0","10180103"
"2.5","2","0.06","0","10180102","1018","401042001","1","710061","0","1004107","0","1004106","100000","401041971","2.5","1004108","0","10180101","0","54","10180105","0","2","1004110","401041981","0","1004109","10180104","0","0","0","3","4","401041961","9","-1","2","0","401041991","11","0","0","10180103"
"1.3","1","0.03","0","10190102","1019","401042351","1","710071","0","1004102","0","1004101","1000000","401042321","1.3","1004103","0","10190101","0","55","10190105","0","1","1004105","401042331","0","1004104","10190104","0","0","0","1.5","1","401042311","2","1","1","0","401042341","1","0","0","10190103"
"1.8","1.4","0.06","0","10190102","1019","401042401","1","710071","0","1004107","0","1004106","1000000","401042371","1.8","1004108","0","10190101","0","57","10190105","0","2","1004110","401042381","0","1004109","10190104","0","0","0","2","2","401042361","3","3","1.4","0","401042391","2","0","0","10190103"
"1.8","1.4","0.06","0","10190102","1019","401042451","1","710071","0","1004112","0","1004111","1000000","401042421","1.8","1004113","0","10190101","0","58","10190105","0","2","1004115","401042431","0","1004114","10190104","0","0","0","2","3","401042411","5","4","1.4","0","401042441","4","0","0","10190103"
"2.5","2","0.06","0","10190102","1019","401042451","1","710071","0","1004116","0","1004116","1000000","401042421","2.5","1004116","0","10190101","0","59","10190105","0","2","1004116","401042431","0","1004116","10190104","0","0","0","3","3","401042411","5","-1","2","0","401042441","5","0","0","10190103"
"1.3","1","0.03","0","10200102","1020","401042651","1","710081","0","1005102","0","1005101","1000000","401042621","1.3","1005103","0","10200101","0","60","10200105","0","1","1005105","401042631","0","1005104","10200104","0","0","0","1.5","1","401042611","2","1","1","0","401042641","1","0","0","10200103"
"1.8","1.4","0.06","0","10200102","1020","401042701","1","710081","0","1005107","0","1005106","1000000","401042671","1.8","1005108","0","10200101","0","61","10200105","0","2","1005110","401042681","0","1005109","10200104","0","0","0","2","2","401042661","3","3","1.4","0","401042691","2","0","0","10200103"
"1.8","1.4","0.06","0","10200102","1020","401042751","1","710081","0","1005112","0","1005111","1000000","401042721","1.8","1005113","0","10200101","0","62","10200105","0","2","1005115","401042731","0","1005114","10200104","0","0","0","2","3","401042711","5","4","1.4","0","401042741","4","0","0","10200103"
"2.5","2","0.06","0","10200102","1020","401042751","1","710081","0","1005116","0","1005116","1000000","401042721","2.5","1005116","0","10200101","0","63","10200105","0","2","1005116","401042731","0","1005116","10200104","0","0","0","3","3","401042711","5","-1","2","0","401042741","5","0","0","10200103"
"1.3","1","0.03","0","10210102","1021","401042951","1","710091","0","1006102","0","1006101","1000000","401042921","1.3","1006103","0","10210101","0","64","10210105","0","1","1006105","401042931","0","1006104","10210104","0","0","0","1.5","1","401042911","2","1","1","0","401042941","1","0","0","10210103"
"1.8","1.4","0.06","0","10210102","1021","401043001","1","710091","0","1006107","0","1006106","1000000","401042971","1.8","1006108","0","10210101","0","65","10210105","0","2","1006110","401042981","0","1006109","10210104","0","0","0","2","2","401042961","3","3","1.4","0","401042991","2","0","0","10210103"
"1.8","1.4","0.06","0","10210102","1021","401043051","1","710091","0","1006112","0","1006111","1000000","401043021","1.8","1006113","0","10210101","0","66","10210105","0","2","1006115","401043031","0","1006114","10210104","0","0","0","2","3","401043011","5","4","1.4","0","401043041","4","0","0","10210103"
"2.5","2","0.06","0","10210102","1021","401043051","1","710091","0","1006116","0","1006116","1000000","401043021","2.5","1006116","0","10210101","0","67","10210105","0","2","1006116","401043031","0","1006116","10210104","0","0","0","3","3","401043011","5","-1","2","0","401043041","5","0","0","10210103"
"1.4","1.2","0.03","0","10220102","1022","401043301","1","710101","0","1007102","0","1007101","1000000","401043271","1.3","1007103","0","10220101","0","68","10220105","0","1","1007105","401043281","0","1007104","10220104","0","0","0","1.5","1","401043261","2","1","1.2","0","401043291","1","0","0","10220103"
"1.9","1.6","0.06","0","10220102","1022","401043351","1","710101","0","1007107","0","1007106","1000000","401043321","1.8","1007108","0","10220101","0","69","10220105","0","2","1007110","401043331","0","1007109","10220104","0","0","0","2","2","401043311","3","3","1.6","0","401043341","2","0","0","10220103"
"2.4","2","0.06","0","10220102","1022","401043401","1","710101","0","1007112","0","1007111","1000000","401043371","2.4","1007113","0","10220101","0","70","10220105","0","2","1007115","401043381","0","1007114","10220104","0","0","0","2.6","3","401043361","5","4","2","0","401043391","4","0","0","10220103"
"2.4","2","0.06","0","10220102","1022","401043401","1","710101","0","1007116","0","1007116","1000000","401043371","2.4","1007116","0","10220101","0","71","10220105","0","2","1007116","401043381","0","1007116","10220104","0","0","0","2.6","3","401043361","5","-1","2","0","401043391","5","0","0","10220103"
"1.4","1.2","0.03","0","10230102","1023","401043651","1","710111","0","1008102","0","1008101","1000000","401043621","1.3","1008103","0","10230101","0","72","10230105","0","1","1008105","401043631","0","1008104","10230104","0","0","0","1.5","1","401043611","2","1","1.2","0","401043641","1","0","0","10230103"
"1.9","1.6","0.06","0","10230102","1023","401043701","1","710111","0","1008107","0","1008106","1000000","401043671","1.8","1008108","0","10230101","0","73","10230105","0","2","1008110","401043681","0","1008109","10230104","0","0","0","2","2","401043661","3","3","1.6","0","401043691","2","0","0","10230103"
"2.4","2","0.06","0","10230102","1023","401043751","1","710111","0","1008112","0","1008111","1000000","401043721","2.4","1008113","0","10230101","0","74","10230105","0","2","1008115","401043731","0","1008114","10230104","0","0","0","2.6","3","401043711","5","4","2","0","401043741","4","0","0","10230103"
"2.4","2","0.06","0","10230102","1023","401043751","1","710111","0","1008116","0","1008116","1000000","401043721","2.4","1008116","0","10230101","0","75","10230105","0","2","1008116","401043731","0","1008116","10230104","0","0","0","2.6","3","401043711","5","-1","2","0","401043741","5","0","0","10230103"
"1.4","1.2","0.03","0","10240102","1024","401044001","1","710121","0","1009102","0","1009101","1000000","401043971","1.3","1009103","0","10240101","0","76","10240105","0","1","1009105","401043981","0","1009104","10240104","0","0","0","1.5","1","401043961","1","1","1.2","0","401043991","1","0","0","10240103"
"1.4","1.2","0.06","0","10240102","1024","401044051","1","710121","0","1009107","0","1009106","1000000","401044021","1.3","1009108","0","10240101","0","77","10240105","0","2","1009110","401044031","0","1009109","10240104","0","0","0","1.5","2","401044011","2","3","1.2","0","401044041","2","0","0","10240103"
"1.9","1.6","0.06","0","10240102","1024","401044101","1","710121","0","1009112","0","1009111","1000000","401044071","1.8","1009113","0","10240101","0","78","10240105","0","2","1009115","401044081","0","1009114","10240104","0","0","0","2","3","401044061","4","4","1.6","0","401044091","4","0","0","10240103"
