d03570412827bc079025b479ee3c3368c5def01b656b26f1db19b5b380ef5b12,8845d950e75955136c21fd1d8a48adc771c27d587429d16adf02a2f5abad9b72,f06cc0356eb36bdadef49bf01889764d3d22d646d82bbd534b74f0efa708e0aa,3860e8b8dd2591b7b91101fc41a011841156d6a7ce15a205fcd591fa10762a53,d64b5c5f7709589861ff8ee2f7c0bdc3187adba49e3c840c8112abb75528c3be
"100","12","1054","543","12126"
"101","12","703","546","12127"
"100","12","421","551","12128"
"100","12","634","554","12129"
"100","12","1101","557","12130"
"101","12","842","562","12131"
"100","12","1021","567","12132"
"100","12","1103","572","12133"
"100","12","931","575","12134"
"100","12","1062","579","12135"
"100","12","1020","583","12136"
"100","12","1108","586","12137"
"100","12","1052","591","12138"
"100","12","681","596","12139"
"101","12","438","599","12140"
"100","12","471","604","12141"
"101","12","311","607","12142"
"100","12","373","612","12143"
"101","12","771","616","12144"
"100","12","983","619","12145"
"100","12","1098","622","12146"
"101","12","890","625","12147"
"100","12","1032","629","12148"
"300","12","642","632","12149"
"100","12","378","636","12150"
"100","12","90","641","12151"
"200","12","525","646","12152"
"100","12","980","651","12153"
"100","12","1012","654","12154"
"101","12","1177","658","12155"
"100","12","761","663","12156"
"101","12","804","666","12157"
"100","12","1015","670","12158"
"100","12","1095","673","12159"
"100","12","1052","675","12160"
"400","12","868","680","12161"
"100","12","705","683","12162"
"100","12","1023","686","12163"
"101","12","798","690","12164"
"100","12","684","694","12165"
"100","12","870","698","12166"
"100","12","1074","702","12167"
"100","12","999","707","12168"
"101","12","610","711","12169"
"100","12","644","715","12170"
"101","12","783","719","12171"
"100","12","981","724","12172"
"100","12","1188","728","12173"
"101","12","1079","734","12174"
"100","12","658","739","12175"
"100","12","750","742","12176"
"100","12","526","745","12177"
"100","12","636","751","12178"
"101","12","457","757","12179"
"100","12","178","763","12180"
"100","12","369","768","12181"
"101","12","677","772","12182"
"100","12","793","777","12183"
"100","12","424","781","12184"
"101","12","510","786","12185"
"100","12","791","792","12186"
"101","12","1074","797","12187"
"100","12","905","802","12188"
"100","12","590","805","12189"
"100","12","759","808","12190"
"100","12","419","812","12191"
"100","12","513","817","12192"
"100","12","912","823","12193"
"100","12","792","828","12194"
"101","12","1154","833","12195"
"100","12","678","837","12196"
"100","12","833","841","12197"
"100","12","571","845","12198"
"100","12","608","850","12199"
"101","12","446","855","12200"
"100","13","314","30","13001"
"100","13","355","35","13002"
"100","13","159","39","13003"
"100","13","535","42","13004"
"100","13","72","46","13005"
"101","13","150","49","13006"
"100","13","298","53","13007"
"100","13","665","56","13008"
"100","13","1046","60","13009"
"100","13","973","65","13010"
"101","13","800","68","13011"
"100","13","723","73","13012"
"100","13","763","76","13013"
"100","13","858","81","13014"
"101","13","682","85","13015"
"100","13","426","89","13016"
"100","13","268","94","13017"
"100","13","122","97","13018"
"101","13","43","102","13019"
"100","13","376","107","13020"
"100","13","765","112","13021"
"100","13","1006","117","13022"
"101","13","855","121","13023"
"100","13","789","124","13024"
"100","13","1021","129","13025"
"101","13","707","133","13026"
"100","13","1093","138","13027"
"100","13","1172","143","13028"
"101","13","700","148","13029"
"100","13","1003","153","13030"
"100","13","746","158","13031"
"101","13","429","163","13032"
"100","13","84","167","13033"
"100","13","230","171","13034"
"100","13","409","174","13035"
"100","13","234","179","13036"
"100","13","627","183","13037"
"100","13","504","188","13038"
"101","13","620","191","13039"
"100","13","831","196","13040"
"100","13","621","200","13041"
"100","13","754","205","13042"
"100","13","403","208","13043"
"101","13","325","212","13044"
"100","13","128","215","13045"
"400","13","510","220","13046"
"100","13","119","223","13047"
"100","13","159","228","13048"
"101","13","220","232","13049"
"100","13","61","236","13050"
"100","13","176","239","13051"
"100","13","289","243","13052"
"101","13","150","246","13053"
"100","13","398","251","13054"
"100","13","672","254","13055"
"100","13","985","257","13056"
"300","13","650","262","13057"
"100","13","740","267","13058"
"100","13","1016","271","13059"
"100","13","1058","274","13060"
"101","13","989","277","13061"
"100","13","703","282","13062"
"200","13","410","285","13063"
"100","13","800","288","13064"
"100","13","750","291","13065"
"101","13","821","294","13066"
"100","13","768","298","13067"
"101","13","1078","303","13068"
"101","13","1120","308","13069"
"100","13","831","313","13070"
"100","13","783","318","13071"
"100","13","459","322","13072"
"100","13","229","325","13073"
"101","13","271","328","13074"
"100","13","75","332","13075"
"100","13","355","337","13076"
"100","13","202","342","13077"
"100","13","288","347","13078"
"101","13","546","350","13079"
"400","13","497","355","13080"
"100","13","430","359","13081"
"101","13","258","362","13082"
"100","13","594","366","13083"
"100","13","894","371","13084"
"100","13","1131","376","13085"
"100","13","1176","380","13086"
"101","13","930","385","13087"
"100","13","572","390","13088"
"100","13","300","394","13089"
"100","13","540","398","13090"
"101","13","759","401","13091"
"100","13","1048","405","13092"
"100","13","712","410","13093"
"101","13","445","413","13094"
"100","13","391","416","13095"
"200","13","313","421","13096"
"100","13","223","424","13097"
"100","13","347","429","13098"
"101","13","677","432","13099"
"100","13","473","435","13100"
"100","13","370","438","13101"
"100","13","315","443","13102"
"100","13","388","447","13103"
"300","13","720","452","13104"
"100","13","991","456","13105"
"101","13","1131","460","13106"
"100","13","814","464","13107"
"100","13","626","467","13108"
"101","13","413","472","13109"
"100","13","210","477","13110"
"100","13","327","480","13111"
"100","13","658","483","13112"
"101","13","911","488","13113"
"100","13","564","493","13114"
"100","13","704","496","13115"
"100","13","553","501","13116"
"100","13","456","504","13117"
"100","13","834","508","13118"
"101","13","1009","512","13119"
"100","13","1059","517","13120"
"100","13","716","522","13121"
"100","13","361","525","13122"
"101","13","300","530","13123"
"100","13","171","533","13124"
"100","13","399","536","13125"
"400","13","302","541","13126"
"100","13","559","545","13127"
"100","13","872","550","13128"
"101","13","1059","554","13129"
"100","13","1125","559","13130"
"100","13","891","564","13131"
"100","13","685","569","13132"
"101","13","772","574","13133"
"100","13","406","577","13134"
"100","13","180","580","13135"
"100","13","315","584","13136"
"100","13","459","590","13137"
"100","13","245","596","13138"
"100","13","149","599","13139"
"100","13","377","602","13140"
"100","13","587","607","13141"
"101","13","879","611","13142"
"100","13","1189","614","13143"
"101","13","983","617","13144"
"100","13","648","623","13145"
"101","13","745","629","13146"
"100","13","662","634","13147"
"100","13","381","637","13148"
"101","13","607","642","13149"
"100","13","390","646","13150"
"100","13","743","651","13151"
"100","13","704","657","13152"
"100","13","531","660","13153"
"100","13","316","663","13154"
"300","13","477","668","13155"
"100","13","316","673","13156"
"101","13","347","676","13157"
"100","13","697","682","13158"
"101","13","376","686","13159"
"100","13","524","692","13160"
"100","13","585","695","13161"
"400","13","436","701","13162"
"100","13","332","705","13163"
"101","13","391","710","13164"
"100","13","344","714","13165"
"100","13","696","719","13166"
"100","13","406","723","13167"
"100","13","556","726","13168"
"101","13","963","730","13169"
"100","13","1149","733","13170"
"101","13","713","737","13171"
"100","13","238","742","13172"
"100","13","500","746","13173"
"101","13","265","750","13174"
"100","13","576","754","13175"
"100","13","444","758","13176"
"100","13","858","762","13177"
"100","13","1152","767","13178"
"100","13","696","770","13179"
"100","13","1043","773","13180"
"101","13","1164","776","13181"
"100","13","825","781","13182"
"100","13","537","784","13183"
"101","13","588","788","13184"
"100","13","445","792","13185"
"101","13","297","795","13186"
"100","13","447","798","13187"
"100","13","307","801","13188"
"100","13","388","804","13189"
"200","13","182","809","13190"
"100","13","275","813","13191"
"100","13","234","816","13192"
"100","13","378","821","13193"
"100","13","693","825","13194"
"101","13","478","828","13195"
"100","13","758","832","13196"
"100","13","299","837","13197"
"100","13","637","840","13198"
"100","13","380","844","13199"
"101","13","203","850","13200"
"100","14","314","30","14001"
"100","14","602","34","14002"
"100","14","446","37","14003"
"100","14","762","47","14004"
"100","14","620","53","14005"
"101","14","571","58","14006"
"100","14","685","62","14007"
"100","14","887","65","14008"
"100","14","1184","70","14009"
"100","14","934","72","14010"
"101","14","972","74","14011"
"100","14","681","79","14012"
"100","14","747","85","14013"
"100","14","483","90","14014"
"101","14","194","93","14015"
"100","14","102","99","14016"
"100","14","358","103","14017"
"100","14","547","105","14018"
"101","14","462","111","14019"
"100","14","735","116","14020"
"100","14","651","119","14021"
"100","14","555","123","14022"
"101","14","226","125","14023"
"100","14","293","131","14024"
"100","14","637","133","14025"
"101","14","601","139","14026"
"100","14","873","141","14027"
"100","14","688","147","14028"
"101","14","1023","153","14029"
"100","14","978","155","14030"
"100","14","906","157","14031"
"101","14","773","162","14032"
"100","14","623","168","14033"
"100","14","491","174","14034"
"100","14","525","177","14035"
"100","14","864","183","14036"
"100","14","1036","189","14037"
"100","14","1162","195","14038"
"101","14","848","197","14039"
"100","14","731","202","14040"
"100","14","844","205","14041"
"100","14","772","210","14042"
"100","14","998","214","14043"
"101","14","925","217","14044"
"100","14","1005","223","14045"
"400","14","540","229","14046"
"100","14","719","231","14047"
"100","14","476","236","14048"
"101","14","563","238","14049"
"100","14","504","243","14050"
"100","14","598","249","14051"
"100","14","923","252","14052"
"101","14","696","257","14053"
"100","14","983","261","14054"
"100","14","802","264","14055"
"100","14","929","267","14056"
"300","14","641","272","14057"
"100","14","872","274","14058"
"100","14","776","280","14059"
"100","14","607","285","14060"
"101","14","487","288","14061"
"100","14","681","291","14062"
"200","14","815","294","14063"
"100","14","990","300","14064"
"100","14","911","304","14065"
"101","14","558","309","14066"
"100","14","411","312","14067"
"101","14","558","317","14068"
"101","14","634","322","14069"
"100","14","988","326","14070"
"100","14","1155","330","14071"
"100","14","880","334","14072"
"100","14","670","336","14073"
"101","14","629","340","14074"
"100","14","383","342","14075"
"100","14","309","347","14076"
"100","14","447","353","14077"
"100","14","176","358","14078"
"101","14","65","362","14079"
"400","14","250","366","14080"
"100","14","507","369","14081"
"101","14","201","373","14082"
"100","14","418","375","14083"
"100","14","136","378","14084"
"100","14","335","380","14085"
"100","14","17","383","14086"
"101","14","93","388","14087"
"100","14","152","390","14088"
"100","14","408","392","14089"
"100","14","618","394","14090"
"101","14","398","397","14091"
"100","14","170","403","14092"
"100","14","336","407","14093"
"101","14","446","409","14094"
"100","14","298","412","14095"
"200","14","658","418","14096"
"100","14","934","424","14097"
"100","14","1137","426","14098"
"101","14","786","431","14099"
"100","14","1145","434","14100"
"100","14","818","438","14101"
"100","14","526","443","14102"
"100","14","239","449","14103"
"100","14","29","454","14104"
"100","14","238","456","14105"
"101","14","603","458","14106"
"100","14","737","460","14107"
"100","14","952","463","14108"
"101","14","1184","466","14109"
"100","14","1120","468","14110"
"100","14","860","474","14111"
"100","14","1113","479","14112"
"101","14","912","484","14113"
"100","14","684","488","14114"
"100","14","725","491","14115"
"100","14","1021","494","14116"
"300","14","869","500","14117"
"100","14","535","506","14118"
"101","14","759","510","14119"
"100","14","583","516","14120"
"100","14","251","518","14121"
"100","14","152","522","14122"
"101","14","378","525","14123"
"100","14","604","527","14124"
"100","14","446","529","14125"
"400","14","312","532","14126"
"100","14","429","534","14127"
"100","14","12","537","14128"
"101","14","301","543","14129"
"100","14","714","548","14130"
"100","14","481","553","14131"
"100","14","305","558","14132"
"101","14","212","560","14133"
"100","14","511","562","14134"
"100","14","314","566","14135"
"100","14","512","572","14136"
"100","14","771","578","14137"
"100","14","719","583","14138"
"100","14","572","586","14139"
"100","14","521","589","14140"
"100","14","823","595","14141"
"101","14","608","598","14142"
"100","14","561","604","14143"
"101","14","869","608","14144"
"100","14","1199","614","14145"
"101","14","991","618","14146"
"100","14","816","621","14147"
"100","14","757","627","14148"
"101","14","1187","633","14149"
"100","14","1073","636","14150"
"100","14","925","642","14151"
"400","14","670","648","14152"
"100","14","730","654","14153"
"100","14","1018","656","14154"
"300","14","938","659","14155"
"100","14","612","662","14156"
"101","14","259","664","14157"
"100","14","293","670","14158"
"101","14","342","675","14159"
"100","14","458","677","14160"
"100","14","585","683","14161"
"100","14","501","685","14162"
"100","14","82","691","14163"
"101","14","433","695","14164"
"100","14","281","700","14165"
"100","14","247","706","14166"
"100","14","71","708","14167"
"100","14","499","711","14168"
"101","14","843","717","14169"
"100","14","887","722","14170"
"101","14","441","725","14171"
"100","14","115","729","14172"
"100","14","241","735","14173"
"101","14","477","738","14174"
"100","14","534","743","14175"
"200","14","859","746","14176"
"100","14","742","750","14177"
"100","14","599","754","14178"
"100","14","433","760","14179"
"100","14","239","766","14180"
"101","14","670","771","14181"
"100","14","267","777","14182"
"100","14","617","781","14183"
"101","14","959","784","14184"
"100","14","649","790","14185"
"101","14","776","795","14186"
"100","14","602","800","14187"
"100","14","375","803","14188"
"100","14","720","805","14189"
"100","14","451","810","14190"
"100","14","196","813","14191"
"100","14","70","815","14192"
"100","14","340","818","14193"
"100","14","548","823","14194"
"101","14","758","829","14195"
"100","14","1005","833","14196"
"100","14","830","836","14197"
"100","14","727","841","14198"
"100","14","814","847","14199"
"101","14","1111","855","14200"
"100","15","120","30","15001"
"100","15","40","33","15002"
"101","15","239","40","15003"
"100","15","64","44","15004"
"100","15","10","48","15005"
"100","15","262","53","15006"
"100","15","228","57","15007"
"101","15","190","61","15008"
"100","15","339","66","15009"
"100","15","205","69","15010"
"100","15","369","72","15011"
"100","15","151","75","15012"
"100","15","187","78","15013"
"101","15","458","81","15014"
"100","15","427","85","15015"
"100","15","665","88","15016"
"400","15","433","93","15017"
"100","15","602","96","15018"
"100","15","301","99","15019"
"100","15","168","102","15020"
"101","15","335","106","15021"
"100","15","648","110","15022"
"100","15","915","115","15023"
"101","15","1085","119","15024"
"100","15","785","122","15025"
"100","15","467","127","15026"
"101","15","568","132","15027"
"100","15","231","136","15028"
"100","15","155","141","15029"
"100","15","259","145","15030"
"500","15","531","150","15031"
"100","15","263","155","15032"
"100","15","633","160","15033"
"101","15","212","163","15034"
"100","15","104","168","15035"
