2bba1388355832f8894357cc225b6c39de9c0a81c46368a7637bf243c470189a,f3d608b72a595c091aaed6c534d56b39d6425f78ba8cc8ee0813a073298e3110,1c004dcfae142b778bd4dc1dbd16f559d2a4fdbc85a11793dc57c5a7a5a97e2c,f372b8545cc8224c885c6646c890a773feeaa4e1cedf374e0b5402b18dae5318,9d62172377b316d95f6e94b445b6712b789d4c5bef230d21be3cc59268c2efa7,f6a4f5f9e6cee7033d37d8bd03b503d66ae66cdc38d64da10ea1b1fa7ec7823f,7545de159cb66b4ee70c000311395b2f3f65f460e3cc1efb8f19df348d4c6390,aebbeb58aed2a3103c9ff7f90561b6fea469e0eba634591c96b525cdf2efebe7,024daeac62f66c02a6f3f329fb18044e5ac93d35006b01df82c76915144323f3,77d8d79822eecee772880399e5f27f4ec726c5162a9211a482c34d925ae07444,652990a47d46dcbd5f69a5a59cbff9c002cef8b429499467507ed20ad0a9a7b8
"1","0","3","0.2","117531","1007401","mhp_handover_out","1007401103","0","","mhp_idle_normal"
"1","0","3","0.2","21","1007401","mhp_handover_out","1007401104","0","","NoItem_idle"
"1","0","3","0.2","22","1007401","mhp_item_EX0015_handover_out","1007401105","0","","NoItem_idle"
"","","93","","0.4","1007401","0","1007401106","","",""
"1","0","3","0.2","100211","1007401","mhp_handover_receive_out","1007401107","0","","mhp_idle_normal"
"1","0","3","0.2","11","1007401","mhp_receive_yui_out","1007401108","0","","NoItem_idle"
"1","0","3","0.2","12","1007401","mhp_item_EX0015_receive_out","1007401109","0","","NoItem_idle"
"","","93","","2","1007401","0","1007401110","","",""
"","1","3","0.2","100211","1007401","mhp_talk_worry","1007401111","","",""
"","0","21","","vo_mhp_1007401","1007401","vo_mhp_4010","1007401112","","","0"
"0","6","11","0","100211","1007401","這、這樣就能治好了嗎？","1007401113","0","0.5","1"
"","","91","","0","1007401","","1007401114","","",""
"","1","3","0.2","100211","1007401","mhp_idle_worry","1007401115","","",""
"","1","3","0.2","117531","1007401","mhp_talk_normal","1007401116","","",""
"","0","21","","vo_mhp_1007401","1007401","vo_mhp_4011","1007401117","","","0"
"0","5","11","0","117531","1007401","不，這單純是症狀治療喔。\n但現在這樣就夠了，\n如果有什麼問題，妳就再來吧。","1007401118","0","0.5","1"
"","","91","","0","1007401","","1007401119","","",""
"","","22","","0","1007401","0","1007401120","","",""
"1","0","3","0.2","117531","1007401","mhp_sit_in","1007401121","0.2","","mhp_sit_idle"
"","0","3","0.2","100211","1007401","mhp_yui_pekori","1007401122","","",""
"","","91","","0","1007401","","1007401123","","",""
"","","101","","1007401186","1007401","","1007401124","","",""
"","1","3","0.2","117531","1007401","mhp_sit_idle","1007401125","","",""
"","1","3","0.2","100211","1007401","mhp_sit_talk_worry","1007401126","","",""
"","0","21","","vo_mhp_1007401","1007401","vo_mhp_4012","1007401127","","","0"
"0","11","11","0","100211","1007401","那個，不需要吃藥之類的嗎……","1007401128","0","0.5","1"
"","","91","","0","1007401","","1007401129","","",""
"","1","3","0.2","100211","1007401","mhp_sit_idle_sad","1007401130","","",""
"","1","3","0.2","117531","1007401","mhp_sit_talk_thinking","1007401131","","",""
"","0","21","","vo_mhp_1007401","1007401","vo_mhp_4013","1007401132","","","0"
"0","5","11","0","117531","1007401","不需要喔。想太多對身體不好，\n所以在生活中保持平靜的心靈，\n就是最好的方法。","1007401133","0","0.5","1"
"","","91","","0","1007401","","1007401134","","",""
"","","22","","0","1007401","0","1007401135","","",""
"","1","3","0.2","117531","1007401","mhp_sit_idle","1007401136","","",""
"","0","3","0.2","100211","1007401","mhp_yui_sit_pekori","1007401137","","",""
"","","91","","0","1007401","","1007401138","","",""
"","0","3","0.2","100211","1007401","mhp_sit_out","1007401139","","",""
"","","91","","0","1007401","","1007401140","","",""
"","","101","","1007401186","1007401","","1007401141","","",""
"1","0","3","0.2","117531","1007401","mhp_sit_out","1007401142","0","","mhp_idle_normal"
"","","93","","0.6","1007401","0","1007401143","","",""
"1","0","3","0.2","100211","1007401","mhp_sit_out","1007401144","0","","mhp_idle_normal"
"","","93","","0.2","1007401","0","1007401145","","",""
"0","1","3","0.2","100211","1007401","mhp_walk","1007401146","","",""
"0","-220","2","","100211","1007401","35","1007401147","","","1.5"
"0","-220","2","","31","1007401","35","1007401148","","","1.5"
"0","-220","2","","11","1007401","35","1007401149","","","1.5"
"0","-220","2","","12","1007401","35","1007401150","","","1.5"
"","","93","","0.3","1007401","0","1007401151","","",""
"1","0","3","0.2","117531","1007401","mhp_handover_in","1007401152","0","","mhp_handover_loop"
"1","1","6","0","21","1007401","1","1007401153","0","","1"
"1","1","6","0","22","1007401","1","1007401154","0","","1"
"1","0","3","0.2","21","1007401","mhp_handover_in","1007401155","0","","mhp_handover_loop"
"1","0","3","0.2","22","1007401","mhp_item_EX0007_handover_in","1007401156","0","","mhp_item_EX0007_handover_loop"
"","","93","","1.2","1007401","0","1007401157","","",""
"1","0","3","0.2","100211","1007401","mhp_handover_receive_in","1007401158","0","","mhp_handover_receive_loop"
"1","1","6","0","11","1007401","1","1007401159","0","","1"
"1","1","6","0","12","1007401","1","1007401160","0","","1"
"1","0","3","0.2","11","1007401","mhp_receive_yui_in","1007401161","0","","mhp_receive_yui_loop"
"1","0","3","0.2","12","1007401","mhp_item_EX0007_receive_in","1007401162","0","","mhp_item_EX0007_receive_loop"
"","","93","","0.6","1007401","0","1007401163","","",""
"1","1","6","0.4","22","1007401","1","1007401164","0","","1"
"","","93","","0.4","1007401","0","1007401165","","",""
"1","0","3","0.2","117531","1007401","mhp_handover_out","1007401166","0","","mhp_idle_normal"
"1","0","3","0.2","21","1007401","mhp_handover_out","1007401167","0","","NoItem_idle"
"1","0","3","0.2","22","1007401","mhp_item_EX0007_handover_out","1007401168","0","","NoItem_idle"
"","","93","","0.4","1007401","0","1007401169","","",""
"1","0","3","0.2","100211","1007401","mhp_handover_receive_out","1007401170","0","","mhp_idle_normal"
"1","0","3","0.2","11","1007401","mhp_receive_yui_out","1007401171","0","","NoItem_idle"
"1","0","3","0.2","12","1007401","mhp_item_EX0007_receive_out","1007401172","0","","NoItem_idle"
"","","93","","2","1007401","0","1007401173","","",""
"","1","3","0.2","100211","1007401","mhp_talk_wish","1007401174","","",""
"","0","21","","vo_mhp_1007401","1007401","vo_mhp_4014","1007401175","","","0"
"0","4","11","0","100211","1007401","中藥……總覺得好像會很有效……\n謝謝妳，深月小姐。","1007401176","0","0.5","1"
"","","91","","0","1007401","","1007401177","","",""
"","1","3","0.2","100211","1007401","mhp_idle_wish","1007401178","","",""
"","1","3","0.2","117531","1007401","mhp_talk_thinking","1007401179","","",""
"","0","21","","vo_mhp_1007401","1007401","vo_mhp_4015","1007401180","","","0"
"0","6","11","0","117531","1007401","（但因為那是滋補身體的中藥，\n所以完全無關就是了。）","1007401181","0","0.5","1"
"","","91","","0","1007401","","1007401182","","",""
"","","22","","0","1007401","0","1007401183","","",""
"1","0","3","0.2","117531","1007401","mhp_sit_in","1007401184","0.2","","mhp_sit_idle"
"","0","3","0.2","100211","1007401","mhp_yui_pekori","1007401185","","",""
"","","91","","0","1007401","","1007401186","","",""
"","1","3","0.2","100211","1007401","mhp_walk","1007401187","","",""
"","","4","","100211","1007401","1","1007401188","","",""
"0","-220","2","","100211","1007401","-1000","1007401189","","","5"
"","","93","","4","1007401","0","1007401190","","",""
"","1","3","0.2","117631","1007401","mhp_sit_talk_worry","1007401191","","",""
"","0","21","","vo_mhp_1007401","1007401","vo_mhp_4016","1007401192","","","0"
"0","4","11","0","117631","1007401","醫生，那個人真的有生病嗎？","1007401193","0","0.5","1"
"","","91","","0","1007401","","1007401194","","",""
"","1","3","0.2","117631","1007401","mhp_sit_idle","1007401195","","",""
"","1","3","0.2","117531","1007401","mhp_sit_talk_thinking","1007401196","","",""
"","0","21","","vo_mhp_1007401","1007401","vo_mhp_4017","1007401197","","","0"
"0","3","11","","117531","1007401","是啊，而且病得很重喔。\n得好好為她看病才行呢。\n呵呵，年輕真好呢。","1007401198","0","0.5","1"
"","","91","","0","1007401","","1007401199","","",""
"","","22","","0","1007401","0.5","1007401200","","",""
"","","91","","0","1007401","","1007401201","","",""
"-240","100","1","1.7","1","1007402","100211","1007402001","0","mhp_idle_normal","-1000"
"-220","100","1","1.7","1","1007402","117531","1007402002","1","mhp_sit_idle","185"
"-200","100","1","1.7","1","1007402","117631","1007402003","1","mhp_sit_idle","365"
"0.85","-240","31","1","1","1007402","1","1007402004","","","-154"
"-220","110","5","1.7","1","1007402","11","1007402005","0","NoItem","-200"
"-220","105","5","1.7","1","1007402","12","1007402006","0","NoItem","-200"
"-220","110","5","1.7","1","1007402","21","1007402007","1","NoItem","185"
"-220","105","5","1.7","1","1007402","22","1007402008","1","NoItem","185"
"0","1","6","0","11","1007402","1","1007402009","0","","1"
"0","1","6","0","12","1007402","1","1007402010","0","","1"
"0","1","6","0","21","1007402","1","1007402011","0","","1"
"0","1","6","0","22","1007402","1","1007402012","0","","1"
"-220","110","5","1.7","1","1007402","31","1007402013","0","NoItem","-1000"
"","","91","","0","1007402","","1007402014","","",""
"","1","3","0.2","117531","1007402","mhp_sit_talk_normal","1007402015","","",""
"","0","21","","vo_mhp_1007402","1007402","vo_mhp_4101","1007402016","","","0"
"0","5","11","0","117531","1007402","優衣，請進～","1007402017","0","0.5","0"
"","","91","","0","1007402","","1007402018","","",""
"","1","3","0.2","117531","1007402","mhp_sit_idle","1007402019","","",""
"","1","3","0.2","100211","1007402","mhp_yui_walk_sad2","1007402020","","",""
"0","-220","2","","100211","1007402","-200","1007402021","","","4"
"","","91","","0","1007402","","1007402022","","",""
"1","0","3","0.2","100211","1007402","mhp_yui_sit_in_sad","1007402023","0.2","","mhp_yui_sit_idle_sad"
"","","93","","1","1007402","0","1007402024","","",""
"","1","3","0.2","117531","1007402","mhp_sit_talk_normal","1007402025","","",""
"","0","21","","vo_mhp_1007402","1007402","vo_mhp_4102","1007402026","","","0"
"0","5","11","0","117531","1007402","謝謝妳過來。\n妳今天是要問胸口不舒服的問題嗎？","1007402027","0","0.5","1"
"","","91","","0","1007402","","1007402028","","",""
"","1","3","0.2","117531","1007402","mhp_sit_idle","1007402029","","",""
"","1","3","0.2","100211","1007402","mhp_yui_sit_talk_surprise","1007402030","","",""
"","0","21","","vo_mhp_1007402","1007402","vo_mhp_4103","1007402031","","","0"
"0","5","11","0","100211","1007402","我、我什麼都還沒說耶！？\n真不愧是深月小姐……","1007402032","0","0.5","1"
"","","91","","0","1007402","","1007402033","","",""
"","1","3","0.2","100211","1007402","mhp_yui_sit_talk_sad","1007402034","","",""
"","0","21","","vo_mhp_1007402","1007402","vo_mhp_4104","1007402035","","","0"
"0","3","11","0","100211","1007402","是的，我的胸口難過得受不了……\n這、這果然是重病嗎？","1007402036","0","0.5","1"
"","","91","","0","1007402","","1007402037","","",""
"","1","3","0.2","100211","1007402","mhp_yui_sit_idle_sad","1007402038","","",""
"","1","3","0.2","117531","1007402","mhp_sit_talk_sad2","1007402039","","",""
"","0","21","","vo_mhp_1007402","1007402","vo_mhp_4105","1007402040","","","0"
"0","4","11","0","117531","1007402","我之前也說過了，\n這不會直接危及性命，\n但有時可能會痛苦到比死還要難受呢。","1007402041","0","0.5","1"
"","","91","","0","1007402","","1007402042","","",""
"","1","3","0.2","117531","1007402","mhp_sit_idle","1007402043","","",""
"","1","3","0.2","100211","1007402","mhp_yui_sit_talk_wish","1007402044","","",""
"","0","21","","vo_mhp_1007402","1007402","vo_mhp_4106","1007402045","","","0"
"0","5","11","0","100211","1007402","怎麼會……\n我、我該怎麼辦……","1007402046","0","0.5","1"
"","","91","","0","1007402","","1007402047","","",""
"","1","3","0.2","100211","1007402","mhp_yui_sit_idle_sad","1007402048","","",""
"","1","3","0.2","117531","1007402","mhp_sit_talk_wish","1007402049","","",""
"","0","21","","vo_mhp_1007402","1007402","vo_mhp_4107","1007402050","","","0"
"0","6","11","0","117531","1007402","沒事的，醫生就是為此存在的啊。\n好了，胸口不舒服就要──","1007402051","0","0.5","1"
"","","91","","0","1007402","","1007402052","","",""
"","","22","","0","1007402","0","1007402053","","",""
"","0","103","","我開心悸的藥給妳吧。","1007402","1007402057","1007402054","","",""
"","0","103","","這是大江戶特產的甜點。","1007402","1007402102","1007402055","","",""
"","0","103","","去數羊吧。","1007402","1007402147","1007402056","","",""
"1","0","3","0.2","117531","1007402","mhp_sit_out","1007402057","0","","mhp_idle_normal"
"","","93","","0.6","1007402","0","1007402058","","",""
"1","0","3","0.2","100211","1007402","mhp_sit_out","1007402059","0","","mhp_idle_normal"
"","","93","","0.2","1007402","0","1007402060","","",""
"0","1","3","0.2","100211","1007402","mhp_walk","1007402061","","",""
"0","-220","2","","100211","1007402","35","1007402062","","","1.5"
"0","-220","2","","31","1007402","35","1007402063","","","1.5"
"0","-220","2","","11","1007402","35","1007402064","","","1.5"
"0","-220","2","","12","1007402","35","1007402065","","","1.5"
"","","93","","0.3","1007402","0","1007402066","","",""
"1","0","3","0.2","117531","1007402","mhp_handover_in","1007402067","0","","mhp_handover_loop"
"1","1","6","0","21","1007402","1","1007402068","0","","1"
"1","1","6","0","22","1007402","1","1007402069","0","","1"
"1","0","3","0.2","21","1007402","mhp_handover_in","1007402070","0","","mhp_handover_loop"
"1","0","3","0.2","22","1007402","mhp_item_EX0009_handover_in","1007402071","0","","mhp_item_EX0009_handover_loop"
"","","93","","1.2","1007402","0","1007402072","","",""
"1","0","3","0.2","100211","1007402","mhp_handover_receive_in","1007402073","0","","mhp_handover_receive_loop"
"1","1","6","0","11","1007402","1","1007402074","0","","1"
"1","1","6","0","12","1007402","1","1007402075","0","","1"
"1","0","3","0.2","11","1007402","mhp_receive_yui_in","1007402076","0","","mhp_receive_yui_loop"
"1","0","3","0.2","12","1007402","mhp_item_EX0009_receive_in","1007402077","0","","mhp_item_EX0009_receive_loop"
"","","93","","0.6","1007402","0","1007402078","","",""
"1","1","6","0.4","22","1007402","1","1007402079","0","","1"
"","","93","","0.4","1007402","0","1007402080","","",""
"1","0","3","0.2","117531","1007402","mhp_handover_out","1007402081","0","","mhp_idle_normal"
"1","0","3","0.2","21","1007402","mhp_handover_out","1007402082","0","","NoItem_idle"
"1","0","3","0.2","22","1007402","mhp_item_EX0009_handover_out","1007402083","0","","NoItem_idle"
"","","93","","0.4","1007402","0","1007402084","","",""
"1","0","3","0.2","100211","1007402","mhp_handover_receive_out","1007402085","0","","mhp_idle_normal"
"1","0","3","0.2","11","1007402","mhp_receive_yui_out","1007402086","0","","NoItem_idle"
"1","0","3","0.2","12","1007402","mhp_item_EX0009_receive_out","1007402087","0","","NoItem_idle"
"","","93","","2","1007402","0","1007402088","","",""
"","1","3","0.2","100211","1007402","mhp_talk_sad","1007402089","","",""
"","0","21","","vo_mhp_1007402","1007402","vo_mhp_4108","1007402090","","","0"
"0","5","11","0","100211","1007402","領到藥後，我總覺得放心多了，\n希望這樣就能治好……","1007402091","0","0.5","1"
"","","91","","0","1007402","","1007402092","","",""
"","1","3","0.2","100211","1007402","mhp_idle_sad","1007402093","","",""
"","1","3","0.2","117531","1007402","mhp_idle_thinking","1007402094","","",""
"","0","21","","vo_mhp_1007402","1007402","vo_mhp_4109","1007402095","","","0"
"0","6","11","0","117531","1007402","（但那其實只是彈珠汽水糖就是了。\n如果不是真的生病，這麼做是最好的。）","1007402096","0","0.5","1"
"","","91","","0","1007402","","1007402097","","",""
"","","22","","0","1007402","0","1007402098","","",""
"1","0","3","0.2","117531","1007402","mhp_sit_in","1007402099","0.2","","mhp_sit_idle"
"","","93","","1","1007402","0","1007402100","","",""
"","","101","","1007402160","1007402","","1007402101","","",""
"1","0","3","0.2","117531","1007402","mhp_sit_out","1007402102","0","","mhp_idle_normal"
"","","93","","0.6","1007402","0","1007402103","","",""
"1","0","3","0.2","100211","1007402","mhp_sit_out","1007402104","0","","mhp_idle_normal"
"","","93","","0.2","1007402","0","1007402105","","",""
"0","1","3","0.2","100211","1007402","mhp_walk","1007402106","","",""
"0","-220","2","","100211","1007402","35","1007402107","","","1.5"
"0","-220","2","","31","1007402","35","1007402108","","","1.5"
"0","-220","2","","11","1007402","35","1007402109","","","1.5"
"0","-220","2","","12","1007402","35","1007402110","","","1.5"
"","","93","","0.3","1007402","0","1007402111","","",""
"1","0","3","0.2","117531","1007402","mhp_handover_in","1007402112","0","","mhp_handover_loop"
"1","1","6","0","21","1007402","1","1007402113","0","","1"
"1","1","6","0","22","1007402","1","1007402114","0","","1"
"1","0","3","0.2","21","1007402","mhp_handover_in","1007402115","0","","mhp_handover_loop"
"1","0","3","0.2","22","1007402","mhp_item_EX0010_handover_in","1007402116","0","","mhp_item_EX0010_handover_loop"
"","","93","","1.2","1007402","0","1007402117","","",""
"1","0","3","0.2","100211","1007402","mhp_handover_receive_in","1007402118","0","","mhp_handover_receive_loop"
"1","1","6","0","11","1007402","1","1007402119","0","","1"
"1","1","6","0","12","1007402","1","1007402120","0","","1"
"1","0","3","0.2","11","1007402","mhp_receive_yui_in","1007402121","0","","mhp_receive_yui_loop"
"1","0","3","0.2","12","1007402","mhp_item_EX0010_receive_in","1007402122","0","","mhp_item_EX0010_receive_loop"
"","","93","","0.6","1007402","0","1007402123","","",""
"1","1","6","0.4","22","1007402","1","1007402124","0","","1"
"","","93","","0.4","1007402","0","1007402125","","",""
"1","0","3","0.2","117531","1007402","mhp_handover_out","1007402126","0","","mhp_idle_normal"
"1","0","3","0.2","21","1007402","mhp_handover_out","1007402127","0","","NoItem_idle"
"1","0","3","0.2","22","1007402","mhp_item_EX0010_handover_out","1007402128","0","","NoItem_idle"
"","","93","","0.4","1007402","0","1007402129","","",""
"1","0","3","0.2","100211","1007402","mhp_handover_receive_out","1007402130","0","","mhp_idle_normal"
"1","0","3","0.2","11","1007402","mhp_receive_yui_out","1007402131","0","","NoItem_idle"
"1","0","3","0.2","12","1007402","mhp_item_EX0010_receive_out","1007402132","0","","NoItem_idle"
"","","93","","2","1007402","0","1007402133","","",""
"","1","3","0.2","100211","1007402","mhp_talk_worry","1007402134","","",""
