565180cbefb70d18af59bb2b0a0c3e66489e81dc351bf006253a86f19c01d82a,5c99475ab0811f6d333dc6c0b29192777c9f7e699206bbec809ca6526bc4d780,75ff74686cf88686a62a75a886ff3e1c87833fc0890d0b44ad0d0eb670ef0371,be68dd6ba74fbf5e3eb7b71c788bf6d4a9e2f211ea3e9b457f185f5ee3b6c21b,3827bd124b9201cf69f0b0112f02e5ca175f2a66d91f41e2b2ad488b594a4903,db096c8078468966f7a2fe6c58f29adb0e5f6bb7ff26866431f2f0f298daf411,a09983e8daac299c72f156f2856a69c7d595ec7bad52fe46c76cdb31d77f8140,e0393efe50ecc391cd04bb79f19a069cc257d13085cb1264b529724d68ab5823,6ca69c0f56eb30bdf4ceea7a88dbfc98a49061d5b151c903ec1303b8ce06447c,c318abca90cd2ac6de70059cc43eb7e0ee6da38285fe5018c9e41ecbbd515cd7,4acb89b26fd67e9d26f5e5e03bb3ec9fe225355c6cdbecbe8f06b43078b2c788,8957d5e4f1f71945da876b73085b29a1ba706ef2695fa4c327773ca667ff0faf,a430dada137de021fac3ff0701570ad04339261682bfe43fd63ea32c30ffc809,3d9c663d6bc9cfd787e2975741bf31a90b18ad896c9a43e3a517fe09b40a53af,eca8b26d9d530982ae64778f2fa59e6e2c8d4d93691abeded859c3909711d501,182bfac7eff207fc639f1037500b81932768e72389bb5defc89220034df553d7,5512ac7fbd55b9c1d10ea31b4b1371a14df4fec0037ad813af51c8c65b333b2c,08067bb7280588d9aa56a24520b963e76179501e8fddcc4c358aea84c9a56315,b6314b35c541ee8936bdff89a6d7beb11a2ab13a865b717eca8631586fb91536,976d423f5e0da3a39427b0950d4e5083db72cf97e92637447bbc6228333fd20a,e86661e85e64c07fba0690edae48a1617358a3f6457898237c983241c1e39a9c,82f50a1916004715ddae117a6698b60f04d3dbba784996cc5c771659fcb80c82
"5","5","-30","150","0","1.8","1003","10030105","450","-55","1.1","-50","101042","210","1","0","1.35","101042","bgm_M55","0","1","1"
"1","1","-30","250","0","0.8","1004","10040101","-480","-120","0.6","0","101161","210","1","-30","0.7","101161","bgm_M64","10","1","1"
"2","2","-30","0","0","1.2","1004","10040102","-260","-120","0.75","0","101161","200","1","0","1","101161","bgm_M64","10","1","1"
"3","3","-30","100","-15","1.4","1004","10040103","-20","55","0.9","-30","101161","200","1","-10","1","101161","bgm_M64","0","1","1"
"4","4","-30","0","0","1.3","1004","10040104","180","-30","0.9","-30","101161","200","1","0","1","101161","bgm_M64","0","1","1"
"5","5","-30","200","-40","1.2","1004","10040105","470","-60","0.9","-50","101162","250","1","-30","0.9","101162","bgm_M55","0","1","1"
"1","1","-30","250","0","0.8","1005","10050101","-480","-120","0.6","0","101161","210","1","-30","0.7","101171","bgm_M64","10","1","1"
"2","2","-30","0","0","1.2","1005","10050102","-260","-120","0.75","0","101161","200","1","0","1","101171","bgm_M64","10","1","1"
"3","3","-30","100","-15","1.4","1005","10050103","-20","45","0.9","-30","101161","200","1","-10","1","101171","bgm_M64","0","1","1"
"4","4","-30","0","0","1","1005","10050104","190","-70","0.7","0","101161","200","1","0","1","101171","bgm_M64","0","1","1"
"5","5","-30","200","-40","1.3","1005","10050105","445","-25","1","-30","101162","240","1","0","1","101172","bgm_M55","0","1","1"
"1","1","-30","250","0","0.8","1006","10060101","-480","-120","0.6","0","101161","210","1","-30","0.7","101191","bgm_M64","10","1","1"
"2","2","-30","0","0","1.2","1006","10060102","-260","-100","0.75","0","101161","200","1","0","1","101191","bgm_M64","10","1","1"
"3","3","-30","100","-15","1.1","1006","10060103","-10","65","0.8","0","101161","200","1","-10","1","101191","bgm_M64","0","1","1"
"4","4","-30","0","0","1.2","1006","10060104","190","-110","0.8","0","101161","200","1","0","1","101191","bgm_M64","0","1","1"
"5","5","-30","270","0","1.15","1006","10060105","485","-70","0.9","-50","101162","280","1","-45","1","101192","bgm_M55","-10","1","1"
"1","1","-30","250","0","0.8","1007","10070101","-480","-120","0.6","0","101161","210","1","-30","0.7","101201","bgm_M64","10","1","1"
"2","2","-30","120","0","1.2","1007","10070102","-260","-120","0.9","0","101161","240","1","0","1","101201","bgm_M64","10","1","1"
"3","3","-30","100","-15","1.1","1007","10070103","-10","65","0.8","0","101161","200","1","-10","1","101201","bgm_M64","0","1","1"
"4","4","-30","100","0","1.2","1007","10070104","190","-110","0.9","0","101161","200","1","0","1","101201","bgm_M64","0","1","1"
"5","5","-30","270","-20","1.45","1007","10070105","475","-30","1","-50","101162","250","1","-45","1","101202","bgm_M55","10","1","1"
"1","1","-30","250","0","0.8","1008","10080101","-480","-120","0.6","0","101161","210","1","-30","0.7","101291","bgm_M64","10","1","1"
"2","2","-30","120","0","1.2","1008","10080102","-260","-120","0.9","0","101161","240","1","0","1","101291","bgm_M64","10","1","1"
"3","3","-30","100","-15","1.1","1008","10080103","-40","65","0.8","0","101161","200","1","-10","1","101291","bgm_M64","0","1","1"
"4","4","-30","100","0","1.3","1008","10080104","150","-110","0.9","0","101161","200","1","0","1.3","101291","bgm_M64","0","1","1"
"5","5","-30","45","-20","1.45","1008","10080105","490","-15","1.1","15","101162","230","1","30","1.3","101292","bgm_M55","30","1","1"
"1","1","-30","250","0","0.8","1009","10090101","-480","-120","0.6","0","101161","210","1","-30","0.7","101301","bgm_M64","10","1","1"
"2","2","-30","120","0","1.2","1009","10090102","-260","-120","0.75","0","101161","200","1","0","1","101301","bgm_M64","10","1","1"
"3","3","-30","100","-15","2.3","1009","10090103","-50","100","1.55","0","101161","200","1","-10","2.2","101301","bgm_M64","0","1","1"
"4","4","-30","100","0","1.3","1009","10090104","180","-100","1","15","101161","200","1","0","1.3","101301","bgm_M64","0","1","1"
"5","5","-30","200","-20","1.2","1009","10090105","470","-55","1","-15","101162","270","1","-30","1.1","101302","bgm_M55","10","1","1"
"1","1","-30","170","0","1","1010","10100101","-450","-130","0.575","-25","101161","210","1","-30","0.9","101441","bgm_M64","10","1","1"
"2","2","-30","120","0","1.2","1010","10100102","-250","-120","0.75","0","101161","200","1","0","1","101441","bgm_M64","10","1","1"
"3","3","-30","100","-15","1.1","1010","10100103","-10","50","0.8","0","101161","200","1","-10","1","101441","bgm_M64","0","1","1"
"4","4","-30","0","0","1.3","1010","10100104","180","-100","0.9","-30","101161","200","1","0","1","101441","bgm_M64","0","1","1"
"5","5","-30","200","-20","1.2","1010","10100105","470","-70","0.95","-35","101162","270","1","-30","1.1","101442","bgm_M55","10","1","1"
"1","1","-30","170","0","1","1011","10110101","-450","-130","0.575","-25","101451","210","1","-30","0.9","101451","bgm_M64","10","1","1"
"2","2","-30","120","0","1.2","1011","10110102","-250","-120","0.75","0","101451","200","1","0","1","101451","bgm_M64","10","1","1"
"3","3","-30","100","-15","1.4","1011","10110103","-20","50","0.9","-30","101451","200","1","-10","1","101451","bgm_M64","0","1","1"
"4","4","-30","100","0","0.9","1011","10110104","200","-100","0.65","20","101451","220","1","0","0.8","101451","bgm_M64","0","1","1"
"5","5","-30","200","0","1.55","1011","10110105","510","-70","1.25","-35","101452","290","1","-50","1.4","101452","bgm_M55","0","1","1"
"1","1","-30","170","0","1","1012","10120101","-450","-130","0.575","-25","101451","210","1","-30","0.9","101561","bgm_M64","10","1","1"
"2","2","-30","120","0","1.2","1012","10120102","-240","-120","0.9","0","101451","240","1","0","1","101561","bgm_M64","0","1","1"
"3","3","-30","100","-5","0.9","1012","10120103","-30","60","0.6","0","101451","200","1","-10","0.8","101561","bgm_M64","5","1","1"
"4","4","-30","100","0","1.5","1012","10120104","180","-100","0.9","-30","101451","200","1","0","1.2","101561","bgm_M64","0","1","1"
"5","5","-30","400","0","1.55","1012","10120105","460","-70","1.25","-60","101452","290","1","-50","1.35","101562","bgm_M55","0","1","1"
"1","1","-30","250","0","0.8","1013","10130101","-480","-120","0.6","0","101001","210","1","-30","0.7","101001","bgm_M64","10","1","1"
"2","2","-30","0","0","1.2","1013","10130102","-260","-120","0.75","0","101001","200","1","0","1","101001","bgm_M64","10","1","1"
"3","3","-30","100","-13","1.1","1013","10130103","-40","0","0.7","0","101001","200","1","-10","1","101001","bgm_M64","0","1","1"
"4","4","-30","0","0","1.2","1013","10130104","240","-50","0.7","0","101001","200","1","0","1","101001","bgm_M64","0","1","1"
"5","5","-30","200","0","1.3","1013","10130105","480","-40","1.2","0","101011","250","1","0","1","101011","bgm_M55","0","1","1"
"1","1","-30","170","0","1","1014","10140101","-450","-130","0.575","-25","101041","210","1","-30","0.9","101041","bgm_M64","10","1","1"
"2","2","-30","120","0","1.2","1014","10140102","-250","-120","0.75","0","101041","200","1","0","1","101041","bgm_M64","10","1","1"
"3","3","-30","100","-15","2.3","1014","10140103","-50","100","1.55","0","101041","200","1","-10","2.2","101041","bgm_M64","0","1","1"
"4","4","-30","0","0","1","1014","10140104","190","-70","0.7","0","101041","200","1","0","1","101041","bgm_M64","0","1","1"
"5","5","-30","200","0","1.8","1014","10140105","440","0","1.4","0","101042","250","1","0","1.6","101042","bgm_M55","0","1","1"
"1","1","-30","250","0","0.8","1015","10150101","-470","-125","0.6","0","101161","210","1","-30","0.7","101041","bgm_M64","10","1","1"
"2","2","-30","120","0","1.2","1015","10150102","-210","-95","0.75","0","101161","200","1","0","1","101041","bgm_M64","10","1","1"
"3","3","-30","100","-15","1.4","1015","10150103","50","-120","0.9","-30","101161","200","1","-10","1","101041","bgm_M64","0","1","1"
"4","4","-30","150","0","1","1015","10150104","195","35","0.7","43","101162","200","1","0","1","101041","bgm_M64","0","1","1"
"5","5","-30","150","0","1.8","1015","10150105","450","-55","1.1","-50","101161","210","1","0","1.35","101042","bgm_M55","0","1","1"
"1","1","-30","250","0","0.8","1016","10160101","-480","-120","0.6","0","101451","210","1","0","0.85","101161","bgm_M64","10","1","1"
"2","2","-30","0","0","1.2","1016","10160102","-260","-100","0.75","0","101451","200","1","0","1.1","101161","bgm_M64","10","1","1"
"3","3","-30","100","-15","1.1","1016","10160103","-10","65","0.8","0","101451","200","1","-10","1","101161","bgm_M64","0","1","1"
"4","4","-30","0","0","1","1016","10160104","190","-110","0.8","0","101451","200","1","0","0.85","101161","bgm_M64","0","1","1"
"5","5","-30","270","0","1.15","1016","10160105","485","-70","0.9","-50","101452","280","1","-45","1","101162","bgm_M55","-10","1","1"
"1","1","-30","250","0","0.8","1017","10170101","-480","-120","0.6","0","101171","210","1","-30","0.7","101171","bgm_M64","10","1","1"
"2","2","-30","0","0","1","1017","10170102","-260","-120","0.6","0","101171","240","1","0","0.7","101171","bgm_M64","10","1","1"
"3","3","-30","0","-15","1.4","1017","10170103","-10","65","0.9","-30","101171","200","1","-10","1","101171","bgm_M64","0","1","1"
"4","4","-30","100","0","1.3","1017","10170104","190","-110","0.9","-30","101171","200","1","0","1","101171","bgm_M64","0","1","1"
"5","5","-30","270","-20","1.45","1017","10170105","475","-30","1","-50","101172","250","1","0","1","101172","bgm_M55","10","1","1"
"1","1","-30","100","0","0.8","1018","10180101","-480","-120","0.6","0","101171","210","1","-30","0.7","101191","bgm_M64","10","1","1"
"2","2","-30","100","0","1.2","1018","10180102","-260","-100","0.75","0","101171","200","1","0","1","101191","bgm_M64","10","1","1"
"3","3","-30","100","-5","0.9","1018","10180103","-10","65","0.6","0","101171","200","1","-10","0.8","101191","bgm_M64","5","1","1"
"4","4","-30","100","-30","1.2","1018","10180104","190","-110","0.9","0","101171","200","1","0","1","101191","bgm_M64","0","1","1"
"5","5","-30","100","0","1.3","1018","10180105","485","-70","1.1","-50","101172","280","1","-45","1","101192","bgm_M55","-10","1","1"
"1","1","-30","100","0","0.8","1019","10190101","-480","-120","0.6","0","101161","210","1","0","0.85","101201","bgm_M64","10","1","1"
"2","2","-30","100","0","1.2","1019","10190102","-260","-120","0.75","0","101161","240","1","0","1.1","101201","bgm_M64","10","1","1"
"3","3","-30","100","-15","1.1","1019","10190103","-10","65","0.8","0","101161","200","1","-10","1","101201","bgm_M64","0","1","1"
"4","4","-30","100","0","1","1019","10190104","190","-110","0.7","43","101161","200","1","0","1","101201","bgm_M64","0","1","1"
"5","5","-30","100","-20","1.45","1019","10190105","475","-30","1","-50","101162","250","1","-45","1","101202","bgm_M55","10","1","1"
"1","1","-30","100","0","0.8","1020","10200101","-480","-120","0.6","0","101161","210","1","0","0.85","101291","bgm_M64","10","1","1"
"2","2","-30","100","0","1.2","1020","10200102","-260","-120","0.75","0","101161","240","1","0","1.1","101291","bgm_M64","10","1","1"
"3","3","-30","100","-15","1.1","1020","10200103","-40","65","0.8","0","101161","200","1","-10","1","101291","bgm_M64","0","1","1"
"4","4","-30","100","0","1.5","1020","10200104","150","-110","0.8","-30","101161","200","1","0","1","101291","bgm_M64","0","1","1"
"5","5","-30","100","-20","1.45","1020","10200105","490","-15","1.1","15","101162","230","1","30","1","101292","bgm_M55","30","1","1"
"1","1","-30","100","0","0.8","1021","10210101","-480","-120","0.58","0","101161","210","1","-30","0.7","101301","bgm_M64","10","1","1"
"2","2","-30","100","0","1.2","1021","10210102","-260","-120","0.9","0","101161","200","1","0","1","101301","bgm_M64","10","1","1"
"3","3","-30","100","0","1.4","1021","10210103","-50","100","0.93","-30","101161","200","1","-10","1","101301","bgm_M64","-10","1","1"
"4","4","-30","100","0","1.3","1021","10210104","180","-100","0.9","15","101161","200","1","0","1.3","101301","bgm_M64","0","1","1"
"5","5","-30","100","-20","1.2","1021","10210105","470","-55","1","-15","101162","270","1","-30","1.1","101302","bgm_M55","10","1","1"
"1","1","-30","100","0","0.8","1022","10220101","-450","-130","0.575","0","101161","210","1","0","0.85","101441","bgm_M64","10","1","1"
"2","2","-30","100","0","1.2","1022","10220102","-250","-120","0.75","0","101161","200","1","0","1.1","101441","bgm_M64","10","1","1"
"3","3","-30","100","-15","1.2","1022","10220103","-10","50","0.8","0","101161","200","1","-10","1.1","101441","bgm_M64","0","1","1"
"4","4","-30","100","0","1.3","1022","10220104","180","-100","0.9","15","101161","200","1","0","1.3","101441","bgm_M64","0","1","1"
"5","5","-30","100","-20","1.2","1022","10220105","470","-70","0.95","-35","101162","230","1","-30","1.1","101442","bgm_M55","10","1","1"
"1","1","-30","100","0","0.8","1023","10230101","-450","-130","0.58","0","101451","210","1","-30","0.7","101451","bgm_M64","10","1","1"
"2","2","-30","100","0","1.2","1023","10230102","-250","-120","0.9","0","101451","200","1","0","1","101451","bgm_M64","10","1","1"
"3","3","-30","100","-15","1.4","1023","10230103","-20","50","0.9","-30","101451","200","1","-10","1","101451","bgm_M64","0","1","1"
"4","4","-30","100","0","1","1023","10230104","200","-100","0.8","0","101451","200","1","0","0.85","101451","bgm_M64","0","1","1"
"5","5","-30","100","0","1.55","1023","10230105","510","-70","1.25","-35","101452","290","1","-50","1.4","101452","bgm_M55","0","1","1"
"1","1","-30","100","0","0.8","1024","10240101","-450","-130","0.58","0","101451","210","1","-30","0.7","101561","bgm_M64","10","1","1"
"2","2","-30","100","0","1.2","1024","10240102","-240","-120","0.75","0","101451","240","1","0","1.1","101561","bgm_M64","0","1","1"
"3","3","-30","100","-5","1.1","1024","10240103","-30","60","0.65","0","101451","200","1","-10","1","101561","bgm_M64","5","1","1"
"4","4","-30","100","0","1.2","1024","10240104","180","-100","0.7","0","101451","200","1","0","1","101561","bgm_M64","0","1","1"
"5","5","-30","400","0","1.55","1024","10240105","460","-70","1.25","-60","101452","290","1","-50","1.35","101562","bgm_M55","0","1","1"
"1","1","-30","100","0","0.8","1025","10250101","-480","-120","0.58","0","101451","210","1","-30","0.7","101001","bgm_M64","10","1","1"
"2","2","-30","100","0","1.2","1025","10250102","-260","-120","0.75","0","101451","200","1","0","1.1","101001","bgm_M64","10","1","1"
"3","3","-30","100","-13","0.9","1025","10250103","-40","0","0.6","0","101451","200","1","-10","0.8","101001","bgm_M64","0","1","1"
"4","4","-30","100","0","1.5","1025","10250104","240","-50","0.8","-30","101451","200","1","0","1","101001","bgm_M64","0","1","1"
"5","5","-30","100","0","1.3","1025","10250105","480","-40","1.2","0","101452","250","1","0","1","101011","bgm_M55","0","1","1"
"1","1","-30","170","0","1","1026","10260101","-450","-130","0.575","-25","101021","210","1","-30","0.9","101021","bgm_M64","10","1","1"
"2","2","-30","120","0","1.2","1026","10260102","-250","-120","0.75","0","101021","200","1","0","1","101021","bgm_M64","10","1","1"
"3","3","-30","100","-15","2.3","1026","10260103","-50","100","1.55","0","101021","200","1","-10","2.2","101021","bgm_M64","0","1","1"
"4","4","-30","150","0","1","1026","10260104","190","-70","0.7","43","101021","200","1","0","1","101021","bgm_M64","0","1","1"
"5","5","-30","200","0","1.8","1026","10260105","440","0","1.4","0","101031","220","1","0","1.6","101031","bgm_M55","0","1","1"
"1","1","-30","250","0","0.8","1027","10270101","-470","-125","0.6","0","101161","210","1","-30","0.7","101041","bgm_M64","10","1","1"
"2","2","-30","120","0","1.2","1027","10270102","-210","-95","0.75","0","101161","200","1","0","1","101041","bgm_M64","10","1","1"
"3","3","-30","100","-15","1.2","1027","10270103","50","-120","0.75","-10","101161","200","1","-10","1","101041","bgm_M64","10","1","1"
"4","4","-30","100","0","1.1","1027","10270104","195","35","0.7","20","101162","200","1","0","1","101041","bgm_M64","0","1","1"
"5","5","-30","150","0","1.8","1027","10270105","450","-55","1.1","-50","101161","210","1.3","0","1.35","101042","bgm_M55","0","1","1"
"1","1","-30","250","0","0.8","1028","10280101","-480","-120","0.6","0","101161","210","1","0","0.85","101161","bgm_M64","10","1","1"
"2","2","-30","0","0","1.2","1028","10280102","-260","-100","0.75","0","101161","200","1","0","1.1","101161","bgm_M64","10","1","1"
"3","3","-30","100","-5","1.1","1028","10280103","-10","65","0.65","0","101161","200","1","-10","1","101161","bgm_M64","5","1","1"
"4","4","-30","100","0","1.35","1028","10280104","190","-110","0.9","0","101161","200","1","0","1.3","101161","bgm_M64","0","1","1"
"5","5","-30","270","-40","1.15","1028","10280105","485","-70","0.9","-50","101162","280","1.3","-45","1","101162","bgm_M55","-10","1","1"
"1","1","-30","250","0","0.8","1029","10290101","-480","-120","0.6","0","101171","210","1","-30","0.7","101171","bgm_M64","10","1","1"
"2","2","-30","0","0","1","1029","10290102","-260","-120","0.6","0","101171","240","1","0","0.7","101171","bgm_M64","10","1","1"
"3","3","-30","0","-15","1.4","1029","10290103","-10","65","0.9","-30","101171","200","1","-10","1","101171","bgm_M64","0","1","1"
"4","4","-30","100","0","1.3","1029","10290104","190","-110","0.9","-30","101171","200","1","0","1","101171","bgm_M64","0","1","1"
"5","5","-30","270","-20","1.45","1029","10290105","475","-30","1","-50","101172","250","1","0","1","101172","bgm_M55","10","1","1"
"1","1","-30","100","0","0.8","1030","10300101","-480","-120","0.6","0","101171","210","1","-30","0.7","101191","bgm_M64","10","1","1"
"2","2","-30","100","0","1.2","1030","10300102","-260","-100","0.8","0","101171","200","1","0","1","101191","bgm_M64","10","1","1"
"3","3","-30","100","-5","0.9","1030","10300103","-10","65","0.6","0","101171","200","1","-10","0.8","101191","bgm_M64","5","1","1"
"4","4","-30","100","0","1.2","1030","10300104","190","-110","0.9","0","101171","200","1","0","1","101191","bgm_M64","0","1","1"
"5","5","-30","200","0","1.3","1030","10300105","485","-70","1.1","-50","101172","280","1","-45","1","101192","bgm_M55","-10","1.2","1"
"1","1","-30","100","0","0.8","1031","10310101","-480","-120","0.6","0","101161","210","1","0","0.85","101201","bgm_M64","10","1","1"
"2","2","-30","100","0","1.2","1031","10310102","-260","-120","0.75","0","101161","240","1","0","1.1","101201","bgm_M64","10","1","1"
"3","3","-30","100","-15","1.1","1031","10310103","-10","65","0.8","0","101161","200","1","-10","1","101201","bgm_M64","0","1","1"
"4","4","-30","100","0","1","1031","10310104","190","-110","0.7","43","101161","200","1","0","1","101201","bgm_M64","0","1","1"
"5","5","-30","100","-20","1.45","1031","10310105","475","-30","1","-50","101162","250","1","-45","1","101202","bgm_M55","10","1","1"
"1","1","-30","100","0","0.8","1032","10320101","-480","-120","0.6","0","101291","210","1","0","0.85","101291","bgm_M64","10","1","1"
"2","2","-30","100","0","1.2","1032","10320102","-260","-120","0.75","0","101291","240","1","0","1.1","101291","bgm_M64","10","1","1"
"3","3","-30","100","-15","1.3","1032","10320103","-40","65","0.9","0","101291","200","1","-10","1","101291","bgm_M64","0","1","1"
"4","4","-30","100","0","1.3","1032","10320104","150","-110","0.8","-30","101291","200","1","0","1","101291","bgm_M64","0","1","1"
"5","5","-30","100","-20","1.45","1032","10320105","490","-15","1.1","15","101292","230","1","30","1","101292","bgm_M55","30","1","1"
"1","1","-30","100","0","0.8","1033","10330101","-480","-120","0.58","0","101301","210","1","-30","0.7","101301","bgm_M64","10","1","1"
"2","2","-30","100","0","1.2","1033","10330102","-260","-120","0.9","0","101301","200","1","0","1","101301","bgm_M64","10","1","1"
"3","3","-30","200","0","1.4","1033","10330103","-50","100","0.93","-30","101301","200","1","-10","1","101301","bgm_M64","-10","1","1"
"4","4","-30","100","0","1.3","1033","10330104","100","-100","0.9","15","101301","200","1","0","1","101301","bgm_M64","0","1","1"
"5","5","-30","100","-20","1.2","1033","10330105","470","-55","1","-15","101302","270","1","-30","1.1","101302","bgm_M55","10","1","1"
"1","1","-30","100","0","0.8","1034","10340101","-450","-130","0.575","0","101161","210","1","0","0.85","101441","bgm_M64","10","1","1"
"2","2","-30","200","0","1","1034","10340102","-250","-120","0.75","0","101161","200","1","0","0.7","101441","bgm_M64","10","1","1"
"3","3","-30","100","-15","1.2","1034","10340103","-10","50","0.8","0","101161","200","1","-10","1.1","101441","bgm_M64","0","1","1"
"4","4","-30","150","0","1","1034","10340104","180","-100","0.9","43","101161","200","1","0","1","101441","bgm_M64","0","1","1"
"5","5","-30","100","-20","1.2","1034","10340105","470","-70","0.95","-35","101162","230","1","-30","1.1","101442","bgm_M55","10","1","1"
"1","1","-30","100","0","0.8","1035","10350101","-450","-130","0.58","0","101451","210","1","-30","0.7","101451","bgm_M64","10","1","1"
"2","2","-30","100","0","1.2","1035","10350102","-250","-120","0.9","0","101451","200","1","0","1","101451","bgm_M64","10","1","1"
"3","3","-30","100","-15","1.4","1035","10350103","-20","50","0.9","-30","101451","200","1","-10","1","101451","bgm_M64","0","1","1"
"4","4","-30","100","0","1","1035","10350104","200","-100","0.8","0","101451","200","1","0","0.85","101451","bgm_M64","0","1","1"
"5","5","-30","100","0","1.55","1035","10350105","510","-70","1.25","-35","101452","290","1","-50","1.4","101452","bgm_M55","0","1.2","1"
"1","1","-30","100","0","0.8","1036","10360101","-450","-130","0.58","0","101451","210","1","-30","0.7","101561","bgm_M64","10","1","1"
"2","2","-30","100","0","1.2","1036","10360102","-240","-120","0.75","0","101451","240","1","0","1.1","101561","bgm_M64","0","1","1"
"3","3","-30","100","-5","1.1","1036","10360103","-30","60","0.65","0","101451","200","1","-10","1","101561","bgm_M64","5","1","1"
"4","4","-30","100","0","1.2","1036","10360104","180","-100","1.1","0","101451","200","1","0","1","101561","bgm_M64","0","1","1"
"5","5","-30","400","0","1.55","1036","10360105","460","-70","1.25","-60","101452","290","1","-50","1.35","101562","bgm_M55","0","1.4","1"
"1","1","-30","100","0","0.8","1037","10370101","-480","-120","0.58","0","101451","210","1","-30","0.7","101001","bgm_M64","10","1","1"
"2","2","-30","100","0","1.2","1037","10370102","-260","-120","0.75","0","101451","200","1","0","1.1","101001","bgm_M64","10","1","1"
"3","3","-30","150","-13","0.9","1037","10370103","-40","0","0.6","-50","101451","200","1","-60","0.55","101001","bgm_M64","0","1.4","1"
"4","4","-30","100","0","1.3","1037","10370104","240","-50","0.8","-30","101451","200","1","0","1","101001","bgm_M64","0","1","1"
"5","5","-30","100","0","1.3","1037","10370105","480","-40","1.2","0","101452","250","1","0","1","101011","bgm_M55","0","1.2","1"
"1","1","-30","170","0","1","1038","10380101","-450","-110","0.575","-25","101021","210","1","-30","0.9","101021","bgm_M64","10","1","1"
"2","2","-30","120","0","1.2","1038","10380102","-250","-120","0.75","0","101021","200","1","0","1","101021","bgm_M64","10","1","1"
"3","3","-30","100","-15","1.2","1038","10380103","-50","100","0.8","0","101021","200","1","-10","1.1","101021","bgm_M64","0","1","1"
