075cc5fbb92f289373b9d253da02f20749b92f45d36bcaa006af71db394055e6,8aeb3dda0400bafd7755e53b7f9ac790e202fe1730ae0911bfcee5eff4172d2e,43cfed16d2aedb92d23cb16c6793a772701889ce73fc0429313decad2518fee7,d365873a955004914a88fea37fb19c9bed6266ff57b67b419d96bb8c6ca32471,9e09a2310f6e8f15b362a09a0bd629c92982320b5766c6731262ac2f1a05e901,4bb62b9e37b3c38dde1bbb242df81e7614627ae34d9f7d9e32ab68bcfccb2f95,d530f24510c0a705414018e8d8592a8ad946f896821d675edb49b104f17220bd,4f17978b32efe3d9309595db4e21dc313f2b06ee15a87cd7864e051ca152f485,54ba5a29dd9d0f3548c5ba0c64346a26794bdc8eb53194cc9be58b7d69b42035,051bf78a037308a3976929fbe2b8a9fb654a221add60ae885ba68fb02eb65a2f,df0dc144010186d85a3a6086c0eb81fdc8008f63ef229894d9b5b955b12a945b
"11","4514061","1","1","這是生日蛋糕嗎！？\n謝謝你♪\n看起來好好吃……\n我馬上來大快朵頤囉♪","4514","0","0.5","0","10","105811"
"91","4514062","","","","4514","","","","","0"
"3","4514063","","","wac_birthday_idle_kyapi","4514","","","0.2","1","105811"
"3","4514064","","","wac_birthday_talk_normal","4514","","","0.2","1","106011"
"21","4514065","","0","vo_wac_04514_001","4514","","","","0","vo_wac_04514"
"11","4514066","1","1","慢著慢著，等一下────！！\n蠟燭都還沒拿下來耶！？\n妳這個人真的是一點也沒變啊……\n呵呵，生日快樂。","4514","0","0.5","0","10","106011"
"91","4514067","","","","4514","","","","","0"
"3","4514068","","","wac_birthday_idle_doya","4514","","","0.2","1","106011"
"3","4514069","","","wac_birthday_talk_kyapi","4514","","","0.2","1","105811"
"21","4514070","","0","vo_wac_04514_002","4514","","","","0","vo_wac_04514"
"11","4514071","1","1","嘻嘻，謝謝妳♪\n我會好好品嚐的！\n能夠得到大家的祝福，\n今天是最棒的紀念日♪","4514","0","0.5","0","10","105811"
"91","4514072","","","","4514","","","","","0"
"3","4514073","","","wac_birthday_talk_wish","4514","","","0.2","1","105811"
"21","4514074","","0","vo_wac_04514_003","4514","","","","0","vo_wac_04514"
"11","4514075","1","1","不論是今天、明天，還是遙遠的未來，\n都希望我們可以同桌享用豐盛的餐點♪\n當然，你也要一起喔！\n今後也請多多指教呢！","4514","0","0.5","0","10","105811"
"91","4514076","","","","4514","","","","","0"
"22","4514077","","","","4514","","","","","0"
"25","4814001","","","bgm_M321_2C","4814","","","","","bgm_M321"
"1","4814002","-70","-1000","102011","4814","0","wac_birthday_idle_normal","2","250","1"
"1","4814003","-270","230","103611","4814","1","wac_birthday_idle_doya","2","256","1"
"1","4814004","-310","410","100411","4814","1","wac_birthday_idle_kyapi","2","257","1"
"13","4814005","","","300","4814","","","","","102011"
"13","4814006","","","300","4814","","","","","103611"
"31","4814007","1","0","600","4814","","","1","0","600"
"31","4814008","1","0","602","4814","","","0","0","602"
"31","4814009","1","0","603","4814","","","0","0","603"
"31","4814010","1","60","604","4814","","","1","30","604"
"31","4814011","1","0","611","4814","","","1","0","611"
"31","4814012","1","0","700","4814","","","0","0","700"
"31","4814013","1","0","701","4814","","","0","0","701"
"31","4814014","1","0","702","4814","","","0","0","702"
"31","4814015","1","0","800","4814","","","0","0","800"
"31","4814016","1","60","901","4814","","","1","30","901"
"93","4814017","","","","4814","","","","","1"
"3","4814018","1","wac_birthday_reaction_03","wac_birthday_reaction_02","4814","0.2","","0.2","0","100411"
"93","4814019","","","","4814","","","","","0.1"
"3","4814020","1","wac_birthday_reaction_04","wac_birthday_reaction_01","4814","0.2","","0.2","0","103611"
"93","4814021","","","","4814","","","","","0.3"
"3","4814022","","","wac_birthday_run_01","4814","","","0.2","1","102011"
"2","4814023","","3","0","4814","","","","-70","102011"
"93","4814024","","","","4814","","","","","2.5"
"32","4814025","","","1","4814","","","","","602"
"93","4814026","","","","4814","","","","","0.6"
"32","4814027","","","0","4814","","","","","600"
"32","4814028","","","0","4814","","","","","611"
"32","4814029","","","0","4814","","","","","604"
"32","4814030","","","1","4814","","","","","701"
"33","4814031","","0.01","0","4814","","","","0","901"
"3","4814032","1","wac_birthday_wish_02","wac_birthday_blowout_02","4814","0.2","","0.2","0","102011"
"2","4814033","","0.01","-200","4814","","","","-330","102011"
"3","4814034","","","wac_birthday_idle_doya","4814","","","0.2","1","103611"
"2","4814035","","0.01","180","4814","","","","-320","103611"
"3","4814036","","","wac_birthday_idle_kyapi","4814","","","0.2","1","100411"
"2","4814037","","0.01","320","4814","","","","-340","100411"
"93","4814038","","","","4814","","","","","0"
"32","4814039","","","1","4814","","","","","800"
"93","4814040","","","","4814","","","","","0.7"
"32","4814041","","","1","4814","","","","","702"
"93","4814042","","","","4814","","","","","0.5"
"23","4814043","","","se_sys_login_birthday_blow_candle","4814","","","","0","se_common"
"32","4814044","","","0","4814","","","","","701"
"93","4814045","","","","4814","","","","","0.4"
"23","4814046","","","se_sys_login_birthday_cracker","4814","","","","0","se_common"
"32","4814047","","","1","4814","","","","","700"
"23","4814048","","","se_sys_login_birthday_calendar_applause","4814","","","","0","se_common"
"3","4814049","1","wac_birthday_idle_doya","wac_birthday_clap","4814","0.2","","0.2","0","103611"
"93","4814050","","","","4814","","","","","0.1"
"3","4814051","1","wac_birthday_idle_kyapi","wac_birthday_clap","4814","0.2","","0.2","0","100411"
"93","4814052","","","","4814","","","","","2"
"131","4814053","","","","4814","","","","","1"
"21","4814054","","0","vo_wac_04814_000","4814","","","","0","vo_wac_04814"
"11","4814055","1","1","哇～是蛋糕呢～！\n比店裡賣的還要大個……！\n好厲害好厲害♪","4814","0","0.5","0","10","102011"
"91","4814056","","","","4814","","","","","0"
"3","4814057","","","wac_birthday_idle_smile","4814","","","0.2","1","102011"
"3","4814058","","","wac_birthday_talk_doya","4814","","","0.2","1","103611"
"21","4814059","","0","vo_wac_04814_001","4814","","","","0","vo_wac_04814"
"11","4814060","1","1","這是我們偷偷做的喔！\n雖然中途禊跑來搗蛋，\n弄得一團亂就是了……\n美美，祝妳生日快樂喔♪","4814","0","0.5","0","10","103611"
"91","4814061","","","","4814","","","","","0"
"3","4814062","","","wac_birthday_idle_doya","4814","","","0.2","1","103611"
"3","4814063","","","wac_birthday_talk_smile","4814","","","0.2","1","102011"
"21","4814064","","0","vo_wac_04814_002","4814","","","","0","vo_wac_04814"
"11","4814065","1","1","欸嘿嘿，謝謝你們～\n沒想到能從爸爸媽媽，還有大家那裡\n收到蛋糕，就像做夢一樣……","4814","0","0.5","0","10","102011"
"91","4814066","","","","4814","","","","","0"
"3","4814067","","","wac_birthday_talk_kyapi","4814","","","0.2","1","102011"
"21","4814068","","0","vo_wac_04814_003","4814","","","","0","vo_wac_04814"
"11","4814069","1","1","美美非常幸福呢～♪\n哥哥，也謝謝你！\n等大家生日的時候，\n美美一～定也會幫你們慶祝的♪","4814","0","0.5","0","10","102011"
"91","4814070","","","","4814","","","","","0"
"22","4814071","","","","4814","","","","","0"
"25","5014001","","","bgm_M321_2C","5014","","","","","bgm_M321"
"1","5014002","-70","-1000","100211","5014","0","wac_birthday_idle_normal","2","250","1"
"1","5014003","-270","230","100311","5014","1","wac_birthday_idle_normal","2","256","1"
"1","5014004","-310","410","100111","5014","1","wac_birthday_idle_smile","2","257","1"
"13","5014005","","","300","5014","","","","","100211"
"13","5014006","","","300","5014","","","","","100311"
"31","5014007","1","0","600","5014","","","1","0","600"
"31","5014008","1","0","602","5014","","","0","0","602"
"31","5014009","1","0","603","5014","","","0","0","603"
"31","5014010","1","60","604","5014","","","1","30","604"
"31","5014011","1","0","611","5014","","","1","0","611"
"31","5014012","1","0","700","5014","","","0","0","700"
"31","5014013","1","0","701","5014","","","0","0","701"
"31","5014014","1","0","702","5014","","","0","0","702"
"31","5014015","1","0","800","5014","","","0","0","800"
"31","5014016","1","60","902","5014","","","1","30","902"
"93","5014017","","","","5014","","","","","1"
"3","5014018","1","wac_birthday_reaction_03","wac_birthday_reaction_02","5014","0.2","","0.2","0","100111"
"93","5014019","","","","5014","","","","","0.1"
"3","5014020","1","wac_birthday_reaction_04","wac_birthday_reaction_01","5014","0.2","","0.2","0","100311"
"93","5014021","","","","5014","","","","","0.3"
"3","5014022","","","wac_birthday_run_01","5014","","","0.2","1","100211"
"2","5014023","","3","0","5014","","","","-70","100211"
"93","5014024","","","","5014","","","","","2.5"
"32","5014025","","","1","5014","","","","","602"
"93","5014026","","","","5014","","","","","0.6"
"32","5014027","","","0","5014","","","","","600"
"32","5014028","","","0","5014","","","","","611"
"32","5014029","","","0","5014","","","","","604"
"32","5014030","","","1","5014","","","","","701"
"33","5014031","","0.01","0","5014","","","","0","902"
"3","5014032","1","wac_birthday_wish_04","wac_birthday_blowout_01","5014","0.2","","0.2","0","100211"
"2","5014033","","0.01","-200","5014","","","","-330","100211"
"3","5014034","","","wac_birthday_idle_normal","5014","","","0.2","1","100311"
"2","5014035","","0.01","180","5014","","","","-320","100311"
"3","5014036","","","wac_birthday_idle_smile","5014","","","0.2","1","100111"
"2","5014037","","0.01","320","5014","","","","-340","100111"
"93","5014038","","","","5014","","","","","0"
"32","5014039","","","1","5014","","","","","800"
"93","5014040","","","","5014","","","","","0.7"
"32","5014041","","","1","5014","","","","","702"
"93","5014042","","","","5014","","","","","0.5"
"23","5014043","","","se_sys_login_birthday_blow_candle","5014","","","","0","se_common"
"32","5014044","","","0","5014","","","","","701"
"93","5014045","","","","5014","","","","","0.4"
"23","5014046","","","se_sys_login_birthday_cracker","5014","","","","0","se_common"
"32","5014047","","","1","5014","","","","","700"
"23","5014048","","","se_sys_login_birthday_calendar_applause","5014","","","","0","se_common"
"3","5014049","1","wac_birthday_idle_normal","wac_birthday_clap","5014","0.2","","0.2","0","100311"
"93","5014050","","","","5014","","","","","0.1"
"3","5014051","1","wac_birthday_idle_smile","wac_birthday_clap","5014","0.2","","0.2","0","100111"
"93","5014052","","","","5014","","","","","2"
"131","5014053","","","","5014","","","","","1"
"21","5014054","","0","vo_wac_05014_000","5014","","","","0","vo_wac_05014"
"11","5014055","1","1","這是給我的生日蛋糕嗎！？\n謝、謝謝……！\n……這該不會，\n是你們兩位親手做的吧？","5014","0","0.5","0","10","100211"
"91","5014056","","","","5014","","","","","0"
"3","5014057","","","wac_birthday_idle_wish","5014","","","0.2","1","100211"
"3","5014058","","","wac_birthday_talk_normal","5014","","","0.2","1","100311"
"21","5014059","","0","vo_wac_05014_001","5014","","","","0","vo_wac_05014"
"11","5014060","1","1","嗯，是我跟日和一起做的。\n我們總是受到優衣的幫助，\n想說至少要回個禮給妳。\n……生日快樂，優衣。","5014","0","0.5","0","10","100311"
"91","5014061","","","","5014","","","","","0"
"3","5014062","","","wac_birthday_idle_normal","5014","","","0.2","1","100311"
"3","5014063","","","wac_birthday_talk_sad","5014","","","0.2","1","100211"
"21","5014064","","0","vo_wac_05014_002","5014","","","","0","vo_wac_05014"
"11","5014065","1","1","哪、哪有……我才是老是\n受到你們的幫助……對、對不起！\n你們特地為我慶祝，\n我都開心到要哭了……！","5014","0","0.5","0","10","100211"
"91","5014066","","","","5014","","","","","0"
"3","5014067","","","wac_birthday_talk_smile","5014","","","0.2","1","100211"
"21","5014068","","0","vo_wac_05014_003","5014","","","","0","vo_wac_05014"
"11","5014069","1","1","騎士先生，也很謝謝你。\n能收到大家的祝福，\n我超級幸福的……！\n我會用心品嚐喔！","5014","0","0.5","0","10","100211"
"91","5014070","","","","5014","","","","","0"
"22","5014071","","","","5014","","","","","0"
"25","5214001","","","bgm_M321_2C","5214","","","","","bgm_M321"
"1","5214002","-70","-1000","105511","5214","0","wac_birthday_idle_normal","2","250","1"
"1","5214003","-260","170","105311","5214","1","wac_birthday_idle_doya","2","256","1"
"1","5214004","-310","270","104511","5214","1","wac_birthday_idle_normal","2","259","1"
"1","5214005","-270","410","100811","5214","1","wac_birthday_idle_wish","2","257","1"
"1","5214006","-310","510","103011","5214","1","wac_birthday_idle_kyapi","2","258","1"
"13","5214007","","","300","5214","","","","","105511"
"13","5214008","","","300","5214","","","","","105311"
"31","5214009","1","0","600","5214","","","1","0","600"
"31","5214010","1","0","602","5214","","","0","0","602"
"31","5214011","1","0","603","5214","","","0","0","603"
"31","5214012","1","60","604","5214","","","1","30","604"
"31","5214013","1","0","611","5214","","","1","0","611"
"31","5214014","1","0","700","5214","","","0","0","700"
"31","5214015","1","0","701","5214","","","0","0","701"
"31","5214016","1","0","702","5214","","","0","0","702"
"31","5214017","1","0","800","5214","","","0","0","800"
"31","5214018","1","60","903","5214","","","1","30","903"
"93","5214019","","","","5214","","","","","1"
"3","5214020","1","wac_birthday_reaction_03","wac_birthday_reaction_05","5214","0.2","","0.2","0","104511"
"3","5214021","1","wac_birthday_reaction_03","wac_birthday_reaction_01","5214","0.2","","0.2","0","105311"
"93","5214022","","","","5214","","","","","0.1"
"3","5214023","1","wac_birthday_reaction_04","wac_birthday_reaction_01","5214","0.2","","0.2","0","100811"
"3","5214024","1","wac_birthday_reaction_03","wac_birthday_reaction_02","5214","0.2","","0.2","0","103011"
"93","5214025","","","","5214","","","","","0.3"
"3","5214026","","","wac_birthday_run_01","5214","","","0.2","1","105511"
"2","5214027","","3","0","5214","","","","-70","105511"
"93","5214028","","","","5214","","","","","2.5"
"32","5214029","","","1","5214","","","","","602"
"93","5214030","","","","5214","","","","","0.6"
"32","5214031","","","0","5214","","","","","600"
"32","5214032","","","0","5214","","","","","611"
"32","5214033","","","0","5214","","","","","604"
"32","5214034","","","1","5214","","","","","701"
"33","5214035","","0.01","0","5214","","","","0","903"
"3","5214036","1","wac_birthday_wish_04","wac_birthday_blowout_03","5214","0.2","","0.2","0","105511"
"2","5214037","","0.01","-200","5214","","","","-330","105511"
"3","5214038","","","wac_birthday_idle_doya","5214","","","0.2","1","105311"
"2","5214039","","0.01","150","5214","","","","-320","105311"
"3","5214040","","","wac_birthday_idle_normal","5214","","","0.2","1","104511"
"2","5214041","","0.01","260","5214","","","","-360","104511"
"3","5214042","","","wac_birthday_idle_wish","5214","","","0.2","1","100811"
"2","5214043","","0.01","400","5214","","","","-320","100811"
"3","5214044","","","wac_birthday_idle_kyapi","5214","","","0.2","1","103011"
"2","5214045","","0.01","500","5214","","","","-340","103011"
"93","5214046","","","","5214","","","","","0"
"32","5214047","","","1","5214","","","","","800"
"93","5214048","","","","5214","","","","","0.7"
"32","5214049","","","1","5214","","","","","702"
"93","5214050","","","","5214","","","","","0.5"
"23","5214051","","","se_sys_login_birthday_blow_candle","5214","","","","0","se_common"
"32","5214052","","","0","5214","","","","","701"
"93","5214053","","","","5214","","","","","0.4"
"23","5214054","","","se_sys_login_birthday_cracker","5214","","","","0","se_common"
"32","5214055","","","1","5214","","","","","700"
"23","5214056","","","se_sys_login_birthday_calendar_applause","5214","","","","0","se_common"
"3","5214057","1","wac_birthday_idle_doya","wac_birthday_clap","5214","0.2","","0.2","0","105311"
"3","5214058","1","wac_birthday_idle_wish","wac_birthday_clap_to_wish","5214","0.2","","0.2","0","100811"
"93","5214059","","","","5214","","","","","0.1"
"3","5214060","1","wac_birthday_idle_normal","wac_birthday_clap","5214","0.2","","0.2","0","104511"
"93","5214061","","","","5214","","","","","0.1"
"3","5214062","1","wac_birthday_idle_kyapi","wac_birthday_clap","5214","0.2","","0.2","0","103011"
"93","5214063","","","","5214","","","","","2"
"131","5214064","","","","5214","","","","","1"
"21","5214065","","0","vo_wac_05214_000","5214","","","","0","vo_wac_05214"
"11","5214066","1","1","哇，這是生日蛋糕嗎？\n生日快樂～\n不過是誰的……咦，我、我！？\n你們記得我的生日嗎……？","5214","0","0.5","0","10","105511"
"91","5214067","","","","5214","","","","","0"
"3","5214068","","","wac_birthday_idle_wish","5214","","","0.2","1","105511"
"3","5214069","","","wac_birthday_talk_smile","5214","","","0.2","1","105311"
"21","5214070","","0","vo_wac_05214_001","5214","","","","0","vo_wac_05214"
"11","5214071","1","1","怎麼可能會忘啊！\n步未可是本公會少數的良心……\n不，是重要的存在啊！\n讓我替妳大肆慶祝吧！生日快樂！","5214","0","0.5","0","10","105311"
"91","5214072","","","","5214","","","","","0"
"3","5214073","","","wac_birthday_idle_doya","5214","","","0.2","1","105311"
"3","5214074","","","wac_birthday_talk_wish","5214","","","0.2","1","105511"
"21","5214075","","0","vo_wac_05214_002","5214","","","","0","vo_wac_05214"
"11","5214076","1","1","咦、呃……\n我不是在作夢吧？\n我捏一下臉頰……好痛！\n果然不是夢！","5214","0","0.5","0","10","105511"
"91","5214077","","","","5214","","","","","0"
"3","5214078","","","wac_birthday_talk_smile","5214","","","0.2","1","105511"
"21","5214079","","0","vo_wac_05214_003","5214","","","","0","vo_wac_05214"
"11","5214080","1","1","嗚……謝、謝謝你們！\n還能收到前輩的祝福，\n我真的很開心！\n嘿嘿，我會用心品嚐的……♪","5214","0","0.5","0","10","105511"
"91","5214081","","","","5214","","","","","0"
"22","5214082","","","","5214","","","","","0"
"25","5514001","","","bgm_M321_2C","5514","","","","","bgm_M321"
"1","5514002","-70","-1000","101611","5514","0","wac_birthday_idle_normal","2","250","1"
"1","5514003","-270","230","105011","5514","1","wac_birthday_idle_normal","2","256","1"
"1","5514004","-310","410","101811","5514","1","wac_birthday_idle_smile","2","257","1"
"13","5514005","","","300","5514","","","","","101611"
"13","5514006","","","300","5514","","","","","105011"
"31","5514007","1","0","600","5514","","","1","0","600"
"31","5514008","1","0","602","5514","","","0","0","602"
"31","5514009","1","0","603","5514","","","0","0","603"
"31","5514010","1","60","604","5514","","","1","30","604"
"31","5514011","1","0","611","5514","","","1","0","611"
"31","5514012","1","0","700","5514","","","0","0","700"
"31","5514013","1","0","701","5514","","","0","0","701"
"31","5514014","1","0","702","5514","","","0","0","702"
"31","5514015","1","0","800","5514","","","0","0","800"
"31","5514016","1","60","904","5514","","","1","30","904"
"93","5514017","","","","5514","","","","","1"
"3","5514018","1","wac_birthday_reaction_04","wac_birthday_reaction_01","5514","0.2","","0.2","0","101811"
"93","5514019","","","","5514","","","","","0.1"
"3","5514020","1","wac_birthday_reaction_03","wac_birthday_reaction_05","5514","0.2","","0.2","0","105011"
"93","5514021","","","","5514","","","","","0.3"
"3","5514022","","","wac_birthday_run_01","5514","","","0.2","1","101611"
"2","5514023","","3","0","5514","","","","-70","101611"
"93","5514024","","","","5514","","","","","2.5"
"32","5514025","","","1","5514","","","","","602"
"93","5514026","","","","5514","","","","","0.6"
"32","5514027","","","0","5514","","","","","600"
"32","5514028","","","0","5514","","","","","611"
"32","5514029","","","0","5514","","","","","604"
"32","5514030","","","1","5514","","","","","701"
"33","5514031","","0.01","0","5514","","","","0","904"
"3","5514032","1","wac_birthday_wish_03","wac_birthday_blowout_02","5514","0.2","","0.2","0","101611"
"2","5514033","","0.01","-200","5514","","","","-330","101611"
"3","5514034","","","wac_birthday_idle_smile","5514","","","0.2","1","105011"
"2","5514035","","0.01","180","5514","","","","-320","105011"
"3","5514036","","","wac_birthday_idle_wish","5514","","","0.2","1","101811"
"2","5514037","","0.01","320","5514","","","","-340","101811"
"93","5514038","","","","5514","","","","","0"
"32","5514039","","","1","5514","","","","","800"
"93","5514040","","","","5514","","","","","0.7"
"32","5514041","","","1","5514","","","","","702"
"93","5514042","","","","5514","","","","","0.5"
"23","5514043","","","se_sys_login_birthday_blow_candle","5514","","","","0","se_common"
"32","5514044","","","0","5514","","","","","701"
"93","5514045","","","","5514","","","","","0.4"
"23","5514046","","","se_sys_login_birthday_cracker","5514","","","","0","se_common"
"32","5514047","","","1","5514","","","","","700"
"23","5514048","","","se_sys_login_birthday_calendar_applause","5514","","","","0","se_common"
"3","5514049","1","wac_birthday_idle_smile","wac_birthday_clap","5514","0.2","","0.2","0","105011"
"93","5514050","","","","5514","","","","","0.1"
"3","5514051","1","wac_birthday_idle_wish","wac_birthday_clap_to_wish","5514","0.2","","0.2","0","101811"
"93","5514052","","","","5514","","","","","2"
"131","5514053","","","","5514","","","","","1"
"21","5514054","","0","vo_wac_05514_000","5514","","","","0","vo_wac_05514"
"11","5514055","1","1","哇哇，這是給人家的生日蛋糕？\n沒聽說你們有準備這個啊～！\n人家要感動到哭了啦！","5514","0","0.5","0","10","101611"
"91","5514056","","","","5514","","","","","0"
"3","5514057","","","wac_birthday_idle_kyapi","5514","","","0.2","1","101611"
"3","5514058","","","wac_birthday_talk_smile","5514","","","0.2","1","105011"
"21","5514059","","0","vo_wac_05514_001","5514","","","","0","vo_wac_05514"
"11","5514060","1","1","哼哼，妳可要好好感謝我們啊～\n這可是我跟伊緒熬夜做……不！\n做蛋糕沒花我們什麼力氣啦！\n那個……生日快樂，鈴奈。","5514","0","0.5","0","10","105011"
"91","5514061","","","","5514","","","","","0"
"3","5514062","","","wac_birthday_idle_smile","5514","","","0.2","1","105011"
"3","5514063","","","wac_birthday_talk_smile","5514","","","0.2","1","101611"
"21","5514064","","0","vo_wac_05514_002","5514","","","","0","vo_wac_05514"
"11","5514065","1","1","啊哈哈，嗯，謝謝妳！\n難怪美咲跟小伊緒\n一大早就有一股甜～甜的味道呢～","5514","0","0.5","0","10","101611"
"91","5514066","","","","5514","","","","","0"
"3","5514067","","","wac_birthday_talk_kyapi","5514","","","0.2","1","101611"
"21","5514068","","0","vo_wac_05514_003","5514","","","","0","vo_wac_05514"
"11","5514069","1","1","朋友果然是\n不可或缺的……♪\n好，大家來開派對吧！\n秀才當然也要一起囉！","5514","0","0.5","0","10","101611"
"91","5514070","","","","5514","","","","","0"
"22","5514071","","","","5514","","","","","0"
"25","6214001","","","bgm_M321_2C","6214","","","","","bgm_M321"
"1","6214002","-70","-1000","106731","6214","0","wac_birthday_idle_normal","2","250","1"
"1","6214003","-270","230","106611","6214","1","wac_birthday_idle_doya","2","256","1"
"1","6214004","-310","410","106511","6214","1","wac_birthday_idle_normal","2","257","1"
"13","6214005","","","300","6214","","","","","106731"
"13","6214006","","","300","6214","","","","","106611"
"31","6214007","1","0","600","6214","","","1","0","600"
"31","6214008","1","0","602","6214","","","0","0","602"
"31","6214009","1","0","603","6214","","","0","0","603"
"31","6214010","1","60","604","6214","","","1","30","604"
"31","6214011","1","0","611","6214","","","1","0","611"
"31","6214012","1","0","700","6214","","","0","0","700"
"31","6214013","1","0","701","6214","","","0","0","701"
"31","6214014","1","0","702","6214","","","0","0","702"
"31","6214015","1","0","800","6214","","","0","0","800"
"31","6214016","1","60","905","6214","","","1","30","905"
"93","6214017","","","","6214","","","","","1"
"3","6214018","1","wac_birthday_reaction_03","wac_birthday_reaction_02","6214","0.2","","0.2","0","106511"
"93","6214019","","","","6214","","","","","0.1"
"3","6214020","1","wac_birthday_reaction_03","wac_birthday_reaction_01","6214","0.2","","0.2","0","106611"
"93","6214021","","","","6214","","","","","0.3"
"3","6214022","","","wac_birthday_run_01","6214","","","0.2","1","106731"
"2","6214023","","3","0","6214","","","","-70","106731"
"93","6214024","","","","6214","","","","","2.5"
"32","6214025","","","1","6214","","","","","602"
"93","6214026","","","","6214","","","","","0.6"
"32","6214027","","","0","6214","","","","","600"
"32","6214028","","","0","6214","","","","","611"
"32","6214029","","","0","6214","","","","","604"
"32","6214030","","","1","6214","","","","","701"
"33","6214031","","0.01","0","6214","","","","0","905"
"3","6214032","1","wac_birthday_wish_05","wac_birthday_blowout_01","6214","0.2","","0.2","0","106731"
