9f360841d3eb0fbf3d7dfb2e586ed7e64339b9af61236dece1c0e0b87eafd094,b5769ae2475b9c171534de4b25db95c260cb368a7cbd1a474dda8372cf68a265,a2612df5491d82c8a62c33aa5a47261845b852c7eceae39427b76ddf684aa5f4,78fcdface7866a2af9240db1a56c6b27d45c6980372844707395096245a8a184,aff5ca41d5731baecf4c605e8f1c1ace61eba6fcb81db0f71984a7a920f7510d,9062e8b5ad0b18164b7211c545c17b253cf7ed077de045c81a1ff243fdc08a9f,7d9db948449653f5bc3742d6f5a0b456a22a57b1aad3f42064a9ebbc74131680,540607ab20be64be279b57b5b3ccf9923cdbb01d2c019476bd7f78e659de33c0,82f17ae764d4a2a09b4b87a4c61a63733f244ecfb2a694c8b36c9a0d39306c7e,077d4b84deaa07d84b14f8406645ce85792c527543e8f36a4ca76f05036802b2,224659e907910d789a6adad210dac4a905fcf61ef5f12f204761d3b059c21801,6e785f9c3b4d959d59ea739a44af39893df12fa803227ec088bfa7520525820f,7f20674bce3c3d8a04fbe2c4a904b83feb22565a8acfb2d46101e73f9c3d02ef,f9e46c61b93f8c99650ee9600a4e3f9782cc5910be46c192ca3047337a7d527e,6bff0871fb989bcbbc541c64adab4689051a9066dd4bf2c4076f12bae19363d1,48a089bbfa4e7ffac18766ad981122ea1e523b8dc634699d5fe9a224a3634af0,78d526cd8ace417c02a571d3134db76bd34f48c1918d019bd50fec117846a6f1,8fbb9131288fd152bc12f73b4de86c78db35badbf6f50923139503cdd5633aa3,ef7cea33aa4e4e7a3ca04406a90cc4c1a94417849a296eee26d10eea271adf1e,7e63374503ddfdd4d150be5ad44255ce1007f69e0d5a708c955989896b9d8513,bb57615be674ae4d3323e54ede2b138633a5ffeeddc468671486a6dd5e96cf6b
"0","0","0","130132","1","0","0","0","50","-1","0","0","0","0","0","830","1301320","0","0","0","50"
"0","0","0","130141","2","3.5","0","0","0.15","-1","0","0","0","0","0","0","1301410","0","0","0","0.2"
"0","0","0.15","130151","2","2.55","0","0","0.15","-1","0","0","0","0","0","0","1301510","0","0","0","0.35"
"0","0","0","130161","2","0","0","0.1","0","260","0","0","0","0","0","0","1301610","0","4.9","0","0"
"0","0","0","130161","261","0","0","0","0","-1","0","0","0","0","0","0","1301611","0","5.4","0","0"
"70","0","0","130162","1","0","0","0","0","-1","0","0","0","0","0","0","1301620","0","700","0","0"
"1","0","0","130171","2","0","0","0","0","-1","0","0","0","0","0","0","1301710","0","4.7","0","0"
"0","0","0","130181","2","4.25","0.5","0.05","0","260","0","0","0","0","0","0","1301810","0","0","0","0"
"0","0","0","130181","261","4.5","0.5","0","0","-1","0","0","0","0","0","0","1301811","0","0","0","0"
"0.75","0","0","130201","2","0","0","0","0","-1","0","0","0","0","0","0","1302010","0","4.4","0","0"
"0","0","0","130211","2","0","0","0","0.4","-1","0","0","0","0","0","5","1302110","10","0","0","0.4"
"0","0","0","130221","2","4.25","0.5","0","0","-1","0","0","0","0","0","0","1302210","0","0","0","0.05"
"0.6","0","0","130231","2","0","0","0","0.3","-1","0","0","0","0","0","0","1302310","0","2.5","0","0.2"
"0","0","0","130251","2","4.8","0.5","0","0","-1","0","0","0","0","0","0","1302510","0","0","0","0"
"0","0","10","130252","1","800","0","0","10","-1","0","0","0","0","0","0","1302520","0","0","0","10"
"0","0","0.5","130261","2","0","0","0","0.1","-1","0","0","0","0","0","0","1302610","0","3","0","0.15"
"1","0","0","130271","2","0","0","0.1","0","260","0","0","0","0","0","0","1302710","0","4.25","0","0"
"1","0","0","130271","261","0","0","0","0","-1","0","0","0","0","0","0","1302711","0","4.75","0","0"
"0","0","0","130281","2","0","0","0","0","-1","0","0","0","0","0","1.25","1302810","0","5.25","0","0"
"0","0","0","130291","2","0","0","0","0.3","300","0.05","0","0","0","0","15","1302910","0","0","0","0.3"
"0","0","0","130291","301","0","0","0","0.4","-1","0","0","0","0","0","15","1302911","0","0","0","0.3"
"0.75","0","0","130301","2","0","0","0","0","-1","0","0","0","0","0","0","1303010","0","4.75","0","0"
"0","0","0","130311","2","0","0","0.1","0","260","0","0","0","0","0","12.5","1303110","0","3.2","0","0"
"0","0","0","130311","261","0","0","0","0","-1","0","0","0","0","0","12.5","1303111","0","3.7","0","0"
"0","0","0","130321","2","0","0","0","0.1","-1","0","0","0","0","0","7.5","1303210","0","3","0","0"
"0","0","0","130331","2","0","0","0.1","0.05","260","0","0","0","0","0","0","1303310","0","4.25","0","0.05"
"0","0","0","130331","261","0","0","0","0.05","-1","0","0","0","0","0","0","1303311","0","4.75","0","0.05"
"70","0","0","130332","1","0","0","0","0","-1","0","0","0","0","0","0","1303320","0","700","0","0"
"0","0","0.6","130341","2","0","0","0","0","-1","0","0","0","0","0","0","1303410","0","3.2","0","0.15"
"0","0","0","130361","2","4.4","0.9","0","0","-1","0","0","0","0","0","0","1303610","0","0","0","0"
"1.2","0","0","130371","2","0","0","0","0","-1","0","0","0","0","0","0","1303710","0","3","0","0"
"1.2","0","0","130381","2","0","0","0.15","0","260","0","0","0","0","0","0","1303810","0","3.75","0","0"
"1.2","0","0","130381","261","0","0","0","0","-1","0","0","0","0","0","0","1303811","0","4.5","0","0"
"0","0","0","130401","2","0","0","0","0.25","-1","0","0","0","0","0","0","1304010","0","3","0","0.25"
"0","0","0.3","130421","2","2.2","0","0","0.25","-1","0","0","0","0","0","0","1304210","0","0","0","0.25"
"0.6","0","0","130431","2","0","0","0","0","-1","0","0","0","0","0","0","1304310","0","5","0","0"
"0","0","0","130441","2","4","0","0","0","-1","0","0","0","0","0.05","0","1304410","0","0","0","0.2"
"0","0","0.6","130451","2","0","0","0","0.35","-1","0","0","0","0","0","0","1304510","0","0","0","0.45"
"0.25","0","0","130461","2","0","0","0","0","-1","0","0","0","0","0","0","1304610","0","3.75","0","0.25"
"0","0","0","130471","2","0","0","0","0.4","-1","0","0","0","0","0","0","1304710","0","1","0","0.45"
"0","0","0","130481","2","0","0","0","0.15","-1","0","0","0","0","0","0","1304810","0","3.75","0","0.15"
"0","0","0.25","130491","2","0","0","0","0.3","-1","0","0","0","0","0","0","1304910","0","3.2","0","0"
"0","0","0","130492","1","0","0","0","50","-1","0","0","0","0","0","1250","1304920","0","0","0","50"
"0","0","0","130501","2","4.85","0.4","0","0","-1","0","0","0","0","0","0","1305010","0","0","0","0"
"0.25","0","0","130511","2","0","0","0.1","0","260","0","0","0","0","0","5","1305110","0","4","0","0"
"0.25","0","0","130511","261","0","0","0","0","-1","0","0","0","0","0","5","1305111","0","4.5","0","0"
"0","0","0","130521","2","0","0","0","0.45","-1","0","0","0","0","0","0","1305210","0","1.25","0","0.35"
"0.2","0","0","130531","2","0","0","0","0.3","-1","0","0","0","0","0","0","1305310","0","2.6","0","0.2"
"0.2","0","0","130541","2","0","0","0","0.3","-1","0","0","0","0","0","0","1305410","0","2.5","0","0.2"
"0","0","0","130551","2","0","0","0","0.45","-1","0","0","0","0","0","0","1305510","0","0.7","0","0.45"
"0","0","0","130561","2","0","0","0","0.45","-1","0","0","0","0","0","0","1305610","0","1","0","0.4"
"1.1","0","0","130571","2","0","0","0.05","0","260","0","0","0","0","0","0","1305710","0","4.5","0","0"
"1.1","0","0","130571","261","0","0","0","0","-1","0","0","0","0","0","0","1305711","0","4.75","0","0"
"0","0","0.25","130581","2","0","0","0","0.5","-1","0","0","0","0","0","0","1305810","0","0","0","0.45"
"0","0","0","130582","1","0","0","0","50","-1","0","0","0","0","0","1500","1305820","0","800","0","40"
"0","0","0.25","130591","2","0","0","0","0.25","-1","0","0","0","0","0","0","1305910","0","2.5","0","0.25"
"0","0","0","130592","1","0","0","2","20","-1","0","0","0","0","0","1000","1305920","0","0","0","20"
"0","0","0","130601","2","4.7","0.5","0","0","-1","0","0","0","0","0","0","1306010","0","0","0","0"
"0","0","0","130602","1","400","0","0","20","-1","0","0","0","0","0","1000","1306020","0","0","0","20"
"0.45","0","0","130611","2","0","0","0.05","0","260","0","0","0","0","0","0","1306110","0","4.95","0","0"
"0.45","0","0","130611","261","0","0","0","0","-1","0","0","0","0","0","0","1306111","0","5.2","0","0"
"0.8","0","0","130631","2","0","0","0","0","-1","0","0","0","0","0","0","1306310","0","4.75","0","0"
"1.25","0","0","130641","2","0","0","0.05","0","260","0","0","0","0","0","0","1306410","0","4.3","0","0"
"1.25","0","0","130641","261","0","0","0","0","-1","0","0","0","0","0","0","1306411","0","4.55","0","0"
"1.55","0","0","130651","2","0","0","0","0","-1","0","0","0","0","0","0","1306510","0","4.8","0","0"
"0","0","0","130661","2","0","0","0.05","0","260","0","0","0","0","0","0","1306610","0","3.2","0","0"
"0","0","0","130661","261","0","0","0","0","-1","0","0","0","0","0","0","1306611","0","3.45","0","0"
"2.5","0","0","130681","2","0","0","0.15","0","260","0","0","0","0","0","0","1306810","0","3.5","0","0"
"2.5","0","0","130681","261","0","0","0","0","-1","0","0","0","0","0","0","1306811","0","4.25","0","0"
"0","0","0","130701","2","4.55","0.7","0.05","0","260","0","0","0","0","0","0","1307010","0","0","0","0"
"0","0","0","130701","261","4.8","0.7","0","0","-1","0","0","0","0","0","0","1307011","0","0","0","0"
"0","0","0","130711","2","0","0","0.1","0","260","0","0","0","0","0","0","1307110","0","5","0","0"
"0","0","0","130711","261","0","0","0","0","-1","0","0","0","0","0","0","1307111","0","5.5","0","0"
"1.25","0","0","130751","2","0","0","0","0","260","0","0","0","0","0","0","1307510","0","4","0.05","0"
"1.25","0","0","130751","261","0","0","0","0","-1","0","0","0","0","0","0","1307511","0","4.4","0","0"
"0","0","0","130752","1","0","0","0","0","-1","0","0","0","0","0","0","1307520","0","1200","0","0"
"0","0","0.25","130761","2","0","0","0","0.25","-1","0","0","0","0","0","0","1307610","0","2.1","0","0.25"
"0","0","0","130771","2","2","0","0","0.3","-1","0","0","0","0","0","0","1307710","0","0","0","0.3"
"0","0","0","130772","1","0","0","0","35","-1","0","0","0","0","0","1000","1307720","0","0","0","45"
"0","0","0","130781","2","4.25","0.75","0","0","-1","0","0","0","0","0","0","1307810","0","0","0","0"
"1.5","0","0","130791","2","0","0","0.05","0","260","0","0","0","0","0","0","1307910","0","4","0","0"
"1.5","0","0","130791","261","0","0","0","0","-1","0","0","0","0","0","0","1307911","0","4.25","0","0"
"0","0","0","130792","1","0","0","0","8","-1","0","0","0","0","0","500","1307920","0","800","0","8"
"0","0","0","130801","2","0","0","0.15","0","260","0","0","0","0","0","0","1308010","0","4.3","0","0"
"0","0","0","130801","261","0","0","0","0","-1","0","0","0","0","0","0","1308011","0","5.05","0","0"
"0","0","0","130802","1","0","0","0","18","-1","0","0","0","0","0","800","1308020","0","550","0","18"
"1.75","0","0","130811","2","0","0","0.05","0","260","0","0","0","0","0","0","1308110","0","3.75","0","0"
"1.75","0","0","130811","261","0","0","0","0","-1","0","0","0","0","0","0","1308111","0","4","0","0"
"0","0","0","130812","1","0","0","0","10","-1","0","0","0","0","0","500","1308120","0","600","0","10"
"0.5","0","0","130821","2","0","0","0","0.15","-1","0","0","0","0","0","0","1308210","0","3.3","0","0.15"
"50","0","0","130822","1","0","0","0","0","-1","0","0","0","0","0","0","1308220","0","750","0","0"
"0","0","0","130831","2","3","0","0","0","260","0","0","0","0","0.05","0","1308310","0","0","0.05","0.25"
"0","0","0","130831","261","3.4","0","0","0","-1","0","0","0","0","0.05","0","1308311","0","0","0","0.25"
"0","0","0","130832","1","500","0","0","15","-1","0","0","0","0","0","1000","1308320","0","0","0","15"
"0","0","0","130841","2","2.3","0","0","0.25","-1","0","0","0","0","0","4","1308410","0","0","0","0.25"
"0","0","0","130842","1","700","0","0","0","-1","0","0","0","0","0","700","1308420","0","0","0","0"
"0","0","0","130851","2","0","0","0","0.5","-1","0","0","0","0","0","6.25","1308510","0","0","0","0.4"
"0","0","0","130852","1","0","0","0","50","-1","0","0","0","0","0","1500","1308520","0","0","0","50"
"0","0","0","130861","2","0","0","0","0.15","-1","0","0","0","0","0.05","2.5","1308610","0","4","0","0"
"125","0","0","130862","1","0","0","0","0","-1","0","0","0","0","0","1000","1308620","0","500","0","0"
"1","0","0","130871","2","0","0","0","0","260","0","0","0","0","0","0","1308710","0","4.3","0.05","0"
"1","0","0","130871","261","0","0","0","0","-1","0","0","0","0","0","0","1308711","0","4.7","0","0"
"0","0","0","130881","2","2.5","0","0.05","0","260","0","1.5","0","0","0","0","1308810","0","0","0","0.25"
"0","0","0","130881","261","2.75","0","0","0","-1","0","1.5","0","0","0","0","1308811","0","0","0","0.25"
"0","0","0","130891","2","0","0","0","0.15","-1","0","0","0","0","0","0","1308910","0","1.2","0","0.65"
"1.25","0","0","130901","2","0","0","0.1","0","260","0","0","0","0","0","0","1309010","0","4","0","0"
"1.25","0","0","130901","261","0","0","0","0","-1","0","0","0","0","0","0","1309011","0","4.5","0","0"
"0","0","0","130902","1","0","0","0","0","-1","0","0","0","0","0","2000","1309020","0","500","0","0"
"0","0","0.25","130911","2","0","0","0","0","-1","0","0","0","0","0","5","1309110","0","4","0","0"
"0","0","0","130912","1","0","0","2","20","-1","0","0","0","0","0","1000","1309120","0","0","0","20"
"0","0","0","130921","2","4.4","0","0.1","0","260","0","0","0","0","0","0","1309210","0","0","0.05","0"
"0","0","0","130921","261","5.3","0","0","0","-1","0","0","0","0","0","0","1309211","0","0","0","0"
"0","0","0","130931","2","3.5","1.75","0","0","-1","0","0","0","0","0","0","1309310","0","0","0","0"
"0","0","0","130941","2","4.6","0","0.15","0","260","0","0","0","0","0","0","1309410","0","0","0","0"
"0","0","0","130941","261","5.35","0","0","0","-1","0","0","0","0","0","0","1309411","0","0","0","0"
"0","0","0.25","130951","2","0","0","0","0.35","-1","0","0","0","0","0","0","1309510","0","0","0","0.6"
"0","0","0","130952","1","0","0","0","40","-1","0","0","0","0","0","1600","1309520","0","0","0","40"
"2","0","0","130961","2","0","0","0","0","-1","0","0","0","0","0","0","1309610","0","4.25","0","0"
"0","0","0","130962","1","0","0","2","0","-1","0","0","0","0","0","0","1309620","0","600","0","0"
"2","0","0.25","130971","2","0","0","0","0","-1","0","0","0","0","0","0","1309710","0","1.65","0","0"
"0","0","0","130981","2","2.6","0","0.05","0.4","260","0","0","0","0","0","0","1309810","0","0","0","0.1"
"0","0","0","130981","261","2.85","0","0","0.4","-1","0","0","0","0","0","0","1309811","0","0","0","0.1"
"0","0","0.3","130991","2","4.8","0","0.05","0","260","0","0","0","0","0","0","1309910","0","0","0","0"
"0","0","0.3","130991","261","5.05","0","0","0","-1","0","0","0","0","0","0","1309911","0","0","0","0"
"0","0","0","131001","2","0","0","0","0","260","0","0","0","0","0","0","1310010","0","4.8","0.05","0"
"0","0","0","131001","261","0","0","0","0","-1","0","0","0","0","0","0","1310011","0","5.2","0","0"
"0","0","0","131002","1","0","0","0","0","-1","0","0","0","0","0","0","1310020","0","1200","0","0"
"0","0","0.3","131011","2","4","0","0","0.05","-1","0","0","0","0","0","0","1310110","0","0","0","0.05"
"0","0","0","131012","1","350","150","0","0","-1","0","0","0","0","0","0","1310120","0","0","0","0"
"0","0","0","131031","2","0","0","0","0","-1","0","1.5","0","0","0","0","1310310","0","4","0","0"
"0","0","0","131032","1","0","0","2","0","-1","0","0","0","0","0","900","1310320","0","0","0","0"
"1","0","0","131041","2","0","0","0.05","0","260","0","0","0","0","0","0","1310410","0","4.4","0","0"
"1","0","0","131041","261","0","0","0","0","-1","0","0","0","0","0","0","1310411","0","4.65","0","0"
"0","0","0","131042","1","0","0","0","30","-1","0","0","0","0","0","500","1310420","0","500","0","30"
"1.4","0","0","131051","2","0","0","0","0","-1","0","0","0","0","0","0","1310510","0","4.5","0","0"
"0","0","0","131052","1","0","0","0","30","-1","0","0","0","0","0","0","1310520","0","900","0","10"
"0","0","0","131061","2","3.9","0.9","0","0","260","0","0","0","0","0","0","1310610","0","0","0.05","0"
"0","0","0","131061","261","4.3","0.9","0","0","-1","0","0","0","0","0","0","1310611","0","0","0","0"
"0","0","0","131062","1","900","0","0","30","-1","0","0","0","0","0","0","1310620","0","0","0","10"
"1.2","0","0","131071","2","0","0","0","0","-1","0","0","0","0","0","0","1310710","0","4.55","0","0"
"80","0","0","131072","1","0","0","0","30","-1","0","0","0","0","0","500","1310720","0","0","0","30"
"1.75","0","0","131081","2","0","0","0.1","0","260","0","0","0","0","0","0","1310810","0","3.85","0","0"
"1.75","0","0","131081","261","0","0","0","0","-1","0","0","0","0","0","0","1310811","0","4.35","0","0"
"2","0","0","131091","2","0","0","0.05","0","260","0","0","0","0","0","0","1310910","0","3.95","0","0"
"2","0","0","131091","261","0","0","0","0","-1","0","0","0","0","0","0","1310911","0","4.2","0","0"
"0","0","0","131101","2","2.8","0","0","0","260","0","1.5","0","0","0","0","1311010","10","0","0.05","0"
"0","0","0","131101","261","3.2","0","0","0","-1","0","1.5","0","0","0","0","1311011","10","0","0","0"
"0","0","0","131111","2","4.8","0","0","0","260","0","0","0","0","0","0","1311110","0","0","0.05","0"
"0","0","0","131111","261","5.2","0","0","0","-1","0","0","0","0","0","0","1311111","0","0","0","0"
"0","0","0","131112","1","500","0","0","20","-1","0","0","0","0","0","0","1311120","0","0","0","20"
"0","0","0","131121","2","0","0","0","0.2","300","0.05","0","0","0","0","0","1311210","0","2.5","0","0"
"0","0","0","131121","301","0","0","0","0.3","-1","0","0","0","0","0","0","1311211","0","2.5","0","0"
"0","0","0","131122","1","0","0","0","30","-1","0","0","0","0","0","1000","1311220","0","500","0","30"
"0","0","0","131131","2","0","0","0.1","0","260","0","0","0","0","0","0","1311310","0","1.65","0","0.6"
"0","0","0","131131","261","0","0","0","0","-1","0","0","0","0","0","0","1311311","0","2.15","0","0.6"
"100","0","0","131132","1","0","0","0","0","-1","0","0","0","0","0","0","1311320","0","500","0","0"
"0","0","0","131141","2","3.75","0","0","0","260","0","1.5","0","0","0","0","1311410","0","0","0.05","0"
"0","0","0","131141","261","4.15","0","0","0","-1","0","1.5","0","0","0","0","1311411","0","0","0","0"
"1","0","0","131151","2","0","0","0","0","260","0","0","0","0","0","0","1311510","0","4.3","0.05","0"
"1","0","0","131151","261","0","0","0","0","-1","0","0","0","0","0","0","1311511","0","4.7","0","0"
"0","0","0","131152","1","0","0","2","0","-1","0","0","0","0","0","0","1311520","0","1200","0","0"
"0","0","0.2","131161","2","0","0","0","0.6","-1","0","0","0","0","0","14.5","1311610","0","0","0","0"
"0","0","0","131162","1","0","0","0","20","-1","0","0","0","0","0","1000","1311620","0","0","0","20"
"0","0","0","131171","2","3.75","0.4","0.1","0","260","0","0","0","0","0","5","1311710","0","0","0","0"
"0","0","0","131171","261","4.25","0.4","0","0","-1","0","0","0","0","0","5","1311711","0","0","0","0"
"0","0","0","131172","1","0","0","0","0","-1","0","0","0","0","0","4000","1311720","0","0","0","0"
"0.75","0","0","131181","2","0","0","0.05","0","260","0","0","0","0","0","10","1311810","0","3.5","0","0"
"0.75","0","0","131181","261","0","0","0","0","-1","0","0","0","0","0","10","1311811","0","3.75","0","0"
"200","0","0","131182","1","0","0","0","0","-1","0","0","0","0","0","0","1311820","0","800","0","0"
"0","0","0","131191","2","0","0","0.05","0.45","260","0","0","0","0","0","1.5","1311910","0","0","0","0.5"
"0","0","0","131191","261","0","0","0","0.45","-1","0","0","0","0","0","3.6","1311911","0","0","0","0.5"
"0","0","0","131192","1","0","0","0","60","-1","0","0","0","0","0","3000","1311920","0","0","0","60"
"0","0","0","131201","2","3.7","0.5","0","0","-1","0","1.25","0","0","0","0","1312010","0","0","0","0"
"0","0","0","131202","1","1000","0","0","0","-1","0","0","0","0","0","0","1312020","0","0","0","0"
"0","0","0.5","131211","2","3.35","0","0.15","0","260","0","0","0","0","0","0","1312110","0","0","0","0"
"0","0","0.5","131211","261","4.1","0","0","0","-1","0","0","0","0","0","0","1312111","0","0","0","0"
"0","0","0","131212","1","700","0","0","10","-1","0","0","0","0","0","800","1312120","0","0","0","10"
"0","0","0","131221","2","2.6","0","0","0.2","-1","0","0","0","0","0","0","1312210","0","0","0","0.3"
"0","0","0","131222","1","0","150","0","15","-1","0","0","0","0","0","300","1312220","0","0","0","15"
"2","0","0","131231","2","0","0","0","0","-1","0","0","0","0","0","0","1312310","0","4.2","0","0"
"0","0","0","131232","1","0","0","0","18","-1","0","0","0","0","0","500","1312320","0","600","0","15"
"1.7","0","0","131241","2","0","0","0.05","0","260","0","0","0","0","0","0","1312410","0","4.1","0","0"
"1.7","0","0","131241","261","0","0","0","0","-1","0","0","0","0","0","0","1312411","0","4.35","0","0"
"50","0","0","131242","1","0","0","0","0","-1","0","0","0","0","0","0","1312420","0","825","0","0"
"0","0","0","131251","2","0","0","0","0.4","-1","0","0","0","0","0","11","1312510","0","0","0","0.4"
"150","0","0","131252","1","0","0","0","0","-1","0","0","0","0","0","0","1312520","0","750","0","0"
"0","0","0","131261","2","4.5","0.8","0","0","-1","0","0","0","0","0","0","1312610","0","0","0","0"
"0","0","0","131262","1","800","100","0","0","-1","0","0","0","0","0","0","1312620","0","0","0","0"
"1.25","0","0","131271","2","0","0","0.1","0","260","0","0","0","0","0","0","1312710","0","3.9","0","0"
"1.25","0","0","131271","261","0","0","0","0","-1","0","0","0","0","0","0","1312711","0","4.4","0","0"
"1.3","0","0","131281","2","0","0","0","0","-1","0","0","0","0","0","0","1312810","0","4.35","0","0"
"1.5","0","0","131291","2","0","0","0.05","0","260","0","0","0","0","0","0","1312910","0","4","0","0"
"1.5","0","0","131291","261","0","0","0","0","-1","0","0","0","0","0","0","1312911","0","4.25","0","0"
"0","0","0","131301","2","0","0","0","0.5","260","0.15","0","0","0","0","10.5","1313010","0","0","0.05","0"
"0","0","0","131301","261","0","0","0","0.5","300","0.15","0","0","0","0","13.85","1313011","0","0","0","0"
"0","0","0","131301","301","0","0","0","0.7","-1","0","0","0","0","0","13.85","1313012","0","0","0","0"
"0.65","0","0","131311","2","0","0","0","0","-1","0","0","0","0","0","0","1313110","0","4.7","0","0"
"0","0","0","131312","1","0","0","0","30","-1","0","0","0","0","0","1000","1313120","0","500","0","30"
"0","0","0","131321","2","4.1","0.4","0.1","0","260","0","0","0","0","0","0","1313210","0","0","0","0"
"0","0","0","131321","261","4.6","0.4","0","0","-1","0","0","0","0","0","0","1313211","0","0","0","0"
"0","0","0","131331","2","4.55","0","0.1","0","260","0","0","0","0","0","0","1313310","0","0","0","0"
"0","0","0","131331","261","5.05","0","0","0","-1","0","0","0","0","0","0","1313311","0","0","0","0"
"0","0","0","131332","1","750","0","0","15","-1","0","0","0","0","0","1000","1313320","0","0","0","15"
"0","0","0","131341","2","4.4","0.65","0","0","-1","0","0","0","0","0","0","1313410","0","0","0","0"
"0","0","0","131342","1","1200","0","0","0","-1","0","0","0","0","0","0","1313420","0","0","0","0"
"0","0","0","131351","2","1.5","0","0.1","0","260","0","0","0","0","0","0","1313510","0","0","0","0.6"
"0","0","0","131351","261","2","0","0","0","-1","0","0","0","0","0","0","1313511","0","0","0","0.6"
"0","0","0","131361","2","0","0","0","0","-1","0","0","0","0","0","5","1313610","0","4.45","0","0"
"50","0","0","131362","1","0","0","0","60","-1","0","0","0","0","0","0","1313620","0","475","0","60"
"0","0","0","131371","2","4","0.65","0.1","0","260","0","0","0","0","0","0","1313710","0","0","0","0"
"0","0","0","131371","261","4.5","0.65","0","0","-1","0","0","0","0","0","0","1313711","0","0","0","0"
"0","0","0","131372","1","1000","50","0","0","-1","0","0","0","0","0","0","1313720","0","0","0","0"
"0","0","0","131381","2","3.2","0","0.05","0","260","0","0","0","0","0","15","1313810","0","0","0","0"
"0","0","0","131381","261","3.45","0","0","0","-1","0","0","0","0","0","15","1313811","0","0","0","0"
"0","0","0","131382","1","0","0","0","20","-1","0","0","0","0","0","1000","1313820","0","0","0","20"
"0","0","0","131391","2","0","0","0.05","0.45","260","0","0","0","0","0","3.75","1313910","0","0","0","0.45"
"0","0","0","131391","261","0","0","0","0.45","-1","0","0","0","0","0","5.85","1313911","0","0","0","0.45"
"0","0","0","131392","1","0","0","0","40","-1","0","0","0","0","0","1600","1313920","0","0","0","40"
"0.6","0","0","131401","2","0","0","0.05","0","260","0","0","0","0","0","0","1314010","0","4.75","0","0"
"0.6","0","0","131401","261","0","0","0","0","-1","0","0","0","0","0","0","1314011","0","5","0","0"
"1","0","0","131411","2","0","0","0","0","-1","0","0","0","0","0","0","1314110","0","4.7","0","0"
