06feea87dd513741fe8e3178f87ae18b63390473b93647b93a2bd712376b36b1,b9bbf53eb84931cce0dc072c35d71dc034717d1e13af31051817fd3d948b5718,2abe82d35edcc7bc9c1f571c89d0c896f500d2bc496da138ec20c5679dfec0a6,091ac9aff266939fb18994d482e013b52e4c06b8343ad8cbbddec93f3e1660ba,8af6e1c4ff9e1c0b5c4019b4f93552a4db0e0a9790a4254507c9153b47fdc959,1e9ff60b34ca9c861bd9099657395c916069bbfbf1c94d4b56094ca85fbe0dd3,d46a042815daab8685923125b888afcd7c589905d865e1821fdfa7139e03f681,fec99da00b426e2373943ff8410b6f52d3a3420811638fddbbc0e20c2490798c,bbda89b25f0074d5fb164bad024155a4951f44367a9e848797e973aa0deda1ad,45f58df44b9601721ef64469ab04f5e6dd59a48fab97dd1d71403dcff2f863c6,b9375b9adf7f09c761f030b13a377f30ea0af6890668ceedd8aea12f0a82cd47,15c57d6878a5570697f8fa980b83bb2730ffb72d52a356f88ff2458a2cd8276a,d98212554867310c34afd45050ffdfadbfa2684a615482354a925e96756fd7e3,fbed6d8edbc71eb55c5055cd3b93b1db0500e633650c669478ca668bbb2e94ac,523ad5bffc27b16d1c3f563bc905770a4bad1e033e94559c8b557e2ab72dd836,30f95306f66d413c3cff35c9fa0506fa03171f5a18a4ae6269aa525dbe9b5155,11b0c5ff0b7693518961ad5a08a2f68a968bbfd8d99058ace4a749b0697a99e4,7e20ebe5628f058beb0c0a84ba64c15d6ed682a41d3175222a98613fbfd73658,85b989bc2a7f8dac1f8155bbbba249fb3ae9ac988af102cea609d7b65aaa6398
"91002","25001","12","32005","0","2","140001","0","30","2","94002","8","1","1","4","500","750000","0","3"
"90008","140001","2","32005","94002","4","140000","12","35","1","90005","2","1","2","4","1000","5","1000000","3"
"90008","25001","12","32005","0","2","140001","0","40","2","94002","2","1","1","4","1000","1000000","0","4"
"90008","140001","2","32005","94002","4","140000","12","45","1","90005","2","1","2","4","1250","5","2000000","4"
"90008","25001","12","32005","0","2","140001","0","50","2","94002","2","1","1","4","1500","2000000","0","4"
"90008","140001","2","32006","94002","4","140000","12","5","1","90005","2","1","2","4","500","10","500000","1"
"91002","140001","2","32006","94002","4","21951","12","10","1","25001","8","1","2","2","200","1","500000","1"
"90008","140001","2","32006","94002","4","140000","12","15","1","90005","2","1","2","4","700","5","750000","2"
"91002","25001","12","32006","0","2","140001","0","20","2","94002","8","1","1","4","300","750000","0","2"
"90008","140001","2","32006","94002","4","140000","12","25","1","90005","2","1","2","4","700","5","750000","2"
"91002","25001","12","32006","0","2","140001","0","30","2","94002","8","1","1","4","500","750000","0","3"
"90008","140001","2","32006","94002","4","140000","12","35","1","90005","2","1","2","4","1000","5","1000000","3"
"90008","25001","12","32006","0","2","140001","0","40","2","94002","2","1","1","4","1000","1000000","0","4"
"90008","140001","2","32006","94002","4","140000","12","45","1","90005","2","1","2","4","1250","5","2000000","4"
"90008","25001","12","32006","0","2","140001","0","50","2","94002","2","1","1","4","1500","2000000","0","4"
"90008","90005","12","32007","0","2","140001","0","5","15","94002","2","1","10","4","500","500000","0","1"
"91002","140001","2","32007","94002","4","21951","12","10","1","25001","8","1","5","2","100","1","500000","1"
"90008","90005","12","32007","0","2","140001","0","15","15","94002","2","1","5","4","1000","750000","0","2"
"91002","25001","12","32007","0","2","140001","0","20","5","94002","8","1","1","4","150","750000","0","2"
"90008","90005","12","32007","0","2","140001","0","25","15","94002","2","1","5","4","1500","750000","0","2"
"91002","140001","2","32007","94002","4","90008","12","30","3000","25001","8","1","5","2","250","1","750000","3"
"90008","90005","12","32007","0","2","140001","0","35","15","94002","2","1","5","4","3500","1000000","0","3"
"90008","25001","12","32007","0","2","140001","0","40","5","94002","2","1","1","4","4000","1000000","0","4"
"90008","90005","12","32007","0","2","140001","0","45","15","94002","2","1","5","4","4500","2000000","0","4"
"90008","25001","12","32007","0","2","140001","0","50","5","94002","2","1","1","4","5000","2000000","0","4"
"90008","90005","12","32008","0","2","140001","0","5","15","94002","2","1","10","4","500","500000","0","1"
"91002","140001","2","32008","94002","4","21951","12","10","1","25001","8","1","5","2","100","1","500000","1"
"90008","90005","12","32008","0","2","140001","0","15","15","94002","2","1","5","4","1000","750000","0","2"
"91002","25001","12","32008","0","2","140001","0","20","5","94002","8","1","1","4","150","750000","0","2"
"90008","90005","12","32008","0","2","140001","0","25","15","94002","2","1","5","4","1500","750000","0","2"
"91002","140001","2","32008","94002","4","90008","12","30","3000","25001","8","1","5","2","250","1","750000","3"
"90008","90005","12","32008","0","2","140001","0","35","15","94002","2","1","5","4","3500","1000000","0","3"
"90008","25001","12","32008","0","2","140001","0","40","5","94002","2","1","1","4","4000","1000000","0","4"
"90008","90005","12","32008","0","2","140001","0","45","15","94002","2","1","5","4","4500","2000000","0","4"
"90008","25001","12","32008","0","2","140001","0","50","5","94002","2","1","1","4","5000","2000000","0","4"
"90008","90005","12","32009","0","2","140001","0","5","15","94002","2","1","10","4","500","500000","0","1"
"91002","140001","2","32009","94002","4","21951","12","10","1","25001","8","1","5","2","100","1","500000","1"
"90008","90005","12","32009","0","2","140001","0","15","15","94002","2","1","5","4","1000","750000","0","2"
"91002","25001","12","32009","0","2","140001","0","20","5","94002","8","1","1","4","150","750000","0","2"
"90008","90005","12","32009","0","2","140001","0","25","15","94002","2","1","5","4","1500","750000","0","2"
"91002","140001","2","32009","94002","4","90008","12","30","3000","25001","8","1","5","2","250","1","750000","3"
"90008","90005","12","32009","0","2","140001","0","35","15","94002","2","1","5","4","3500","1000000","0","3"
"90008","25001","12","32009","0","2","140001","0","40","5","94002","2","1","1","4","4000","1000000","0","4"
"90008","90005","12","32009","0","2","140001","0","45","15","94002","2","1","5","4","4500","2000000","0","4"
"90008","25001","12","32009","0","2","140001","0","50","5","94002","2","1","1","4","5000","2000000","0","4"
"90008","90005","12","32010","0","2","140001","0","5","15","94002","2","1","10","4","500","500000","0","1"
"91002","140001","2","32010","94002","4","21951","12","10","1","25001","8","1","5","2","100","1","500000","1"
"90008","90005","12","32010","0","2","140001","0","15","15","94002","2","1","5","4","1000","750000","0","2"
"91002","25001","12","32010","0","2","140001","0","20","5","94002","8","1","1","4","150","750000","0","2"
"90008","90005","12","32010","0","2","140001","0","25","15","94002","2","1","5","4","1500","750000","0","2"
"91002","140001","2","32010","94002","4","90008","12","30","3000","25001","8","1","5","2","250","1","750000","3"
"4101401","140001","2","32010","94002","4","90008","12","35","3500","90005","18","1","15","2","1","5","1000000","3"
"90008","25001","12","32010","0","2","140001","0","40","5","94002","2","1","1","4","4000","1000000","0","4"
"4109401","140001","2","32010","94002","4","90008","12","45","4500","90005","18","1","15","2","1","5","2000000","4"
"90008","25001","12","32010","0","2","140001","0","50","5","94002","2","1","1","4","5000","2000000","0","4"
"90008","90005","12","32011","0","2","140001","0","5","15","94002","2","1","10","4","500","500000","0","1"
"91002","140001","2","32011","94002","4","21951","12","10","1","25001","8","1","5","2","100","1","500000","1"
"90008","90005","12","32011","0","2","140001","0","15","15","94002","2","1","5","4","1000","750000","0","2"
"91002","25001","12","32011","0","2","140001","0","20","5","94002","8","1","1","4","150","750000","0","2"
"90008","90005","12","32011","0","2","140001","0","25","15","94002","2","1","5","4","1500","750000","0","2"
"91002","140001","2","32011","94002","4","90008","12","30","3000","25001","8","1","5","2","250","1","750000","3"
"4301401","140001","2","32011","94002","4","90008","12","35","3500","90005","18","1","15","2","1","5","1000000","3"
"90008","25001","12","32011","0","2","140001","0","40","5","94002","2","1","1","4","4000","1000000","0","4"
"4303401","140001","2","32011","94002","4","90008","12","45","4500","90005","18","1","15","2","1","5","2000000","4"
"90008","25001","12","32011","0","2","140001","0","50","5","94002","2","1","1","4","5000","2000000","0","4"
"90008","90005","12","32012","0","2","140001","0","5","15","94002","2","1","10","4","500","500000","0","1"
"91002","140001","2","32012","94002","4","21951","12","10","1","25001","8","1","5","2","100","1","500000","1"
"90008","90005","12","32012","0","2","140001","0","15","15","94002","2","1","5","4","1000","750000","0","2"
"91002","25001","12","32012","0","2","140001","0","20","5","94002","8","1","1","4","150","750000","0","2"
"90008","90005","12","32012","0","2","140001","0","25","15","94002","2","1","5","4","1500","750000","0","2"
"91002","140001","2","32012","94002","4","90008","12","30","3000","25001","8","1","5","2","250","1","750000","3"
"4201401","140001","2","32012","94002","4","90008","12","35","3500","90005","18","1","15","2","1","5","1000000","3"
"90008","25001","12","32012","0","2","140001","0","40","5","94002","2","1","1","4","4000","1000000","0","4"
"4204401","140001","2","32012","94002","4","90008","12","45","4500","90005","18","1","15","2","1","5","2000000","4"
"90008","25001","12","32012","0","2","140001","0","50","5","94002","2","1","1","4","5000","2000000","0","4"
"90008","90005","12","32013","0","2","140001","0","5","15","94002","2","1","10","4","500","500000","0","1"
"91002","140001","2","32013","94002","4","21951","12","10","1","25001","8","1","5","2","100","1","500000","1"
"90008","90005","12","32013","0","2","140001","0","15","15","94002","2","1","5","4","1000","750000","0","2"
"91002","25001","12","32013","0","2","140001","0","20","5","94002","8","1","1","4","150","750000","0","2"
"90008","90005","12","32013","0","2","140001","0","25","15","94002","2","1","5","4","1500","750000","0","2"
"91002","140001","2","32013","94002","4","90008","12","30","3000","25001","8","1","5","2","250","1","750000","3"
"4110401","140001","2","32013","94002","4","90008","12","35","3500","90005","18","1","15","2","1","5","1000000","3"
"90008","25001","12","32013","0","2","140001","0","40","5","94002","2","1","1","4","4000","1000000","0","4"
"4102401","140001","2","32013","94002","4","90008","12","45","4500","90005","18","1","15","2","1","5","2000000","4"
"90008","25001","12","32013","0","2","140001","0","50","5","94002","2","1","1","4","5000","2000000","0","4"
"90008","90005","12","32014","0","2","140001","0","5","15","94002","2","1","10","4","500","500000","0","1"
"91002","140001","2","32014","94002","4","21951","12","10","1","25001","8","1","5","2","100","1","500000","1"
"90008","90005","12","32014","0","2","140001","0","15","15","94002","2","1","5","4","1000","750000","0","2"
"91002","25001","12","32014","0","2","140001","0","20","5","94002","8","1","1","4","150","750000","0","2"
"90008","90005","12","32014","0","2","140001","0","25","15","94002","2","1","5","4","1500","750000","0","2"
"91002","140001","2","32014","94002","4","90008","12","30","3000","25001","8","1","5","2","250","1","750000","3"
"4203401","140001","2","32014","94002","4","90008","12","35","3500","90005","18","1","15","2","1","5","1000000","3"
"90008","25001","12","32014","0","2","140001","0","40","5","94002","2","1","1","4","4000","1000000","0","4"
"4202401","140001","2","32014","94002","4","90008","12","45","4500","90005","18","1","15","2","1","5","2000000","4"
"90008","25001","12","32014","0","2","140001","0","50","5","94002","2","1","1","4","5000","2000000","0","4"
