6ffbe8555c9766836f42d741b259c5d9c1096e46a54332cc7f6f47b6fd528bfb,904cb3779a4be11c60f08e7211d77e7f88a93d6da1fad4dc87075d4f88487f8a,c1a5377e5cb1de2a34bf4f9f07b077c189c0322cad03c366d033d7884aaf8c7c,ac51f801690ccbf98fc01ef9f45241a53dd755efc7c817ce22f59fa021fe5307,beef4e998c14bf240f4555c31a1cb07b07f2eebcbd8fe2b7ea269e203ceb0db0,7fe12d743d06aed72d4f3affd42ca2c5507555ee5888c25011e10aab86671d1d,28ae78dc858e0354aa2eb161b96a9f9fe9660bd64e0355418a83b36172a5c0d8,4861d0133699a9ade570134ee886a11c6015b728abc526fce6b775ca0cdf6dc0
"7651","4","450","0","0","0","0","4"
"7711","100","1","0","0","0","0","5"
"7811","101","1","0","0","0","0","1"
"7821","101","2","0","0","0","0","1"
"7911","3","40","0","0","0","0","4"
"7921","3","80","0","0","0","0","4"
"7931","3","120","0","0","0","0","4"
"7941","3","160","0","0","0","0","4"
"7951","3","200","0","0","0","0","4"
"8011","7","10","0","0","0","0","3"
"8021","7","20","0","0","0","0","3"
"8031","7","30","0","0","0","0","3"
"8041","7","40","0","0","0","0","3"
"8051","7","50","0","0","0","0","3"
"8111","3","38","0","0","0","0","5"
"8121","3","76","0","0","0","0","5"
"8131","3","114","0","0","0","0","5"
"8141","3","152","0","0","0","0","5"
"8151","3","190","0","0","0","0","5"
"8211","6","15","5","4","3","2","1"
"8221","6","30","5","4","3","2","1"
"8231","6","45","5","4","3","2","1"
"8241","6","60","5","4","3","2","1"
"8251","6","75","5","4","3","2","1"
"8311","6","10","0","0","0","0","2"
"8321","6","20","0","0","0","0","2"
"8331","6","30","0","0","0","0","2"
"8341","6","40","0","0","0","0","2"
"8351","6","50","0","0","0","0","2"
"8411","1","58","0","0","0","0","4"
"8421","1","116","0","0","0","0","4"
"8431","1","174","0","0","0","0","4"
"8441","1","232","0","0","0","0","4"
"8451","1","290","0","0","0","0","4"
"8511","2","92","0","0","0","0","1"
"8521","2","184","0","0","0","0","1"
"8531","2","276","0","0","0","0","1"
"8541","2","368","0","0","0","0","1"
"8551","2","460","0","0","0","0","1"
"8611","5","40","0","0","0","0","3"
"8621","5","80","0","0","0","0","3"
"8631","5","120","0","0","0","0","3"
"8641","5","160","0","0","0","0","3"
"8651","5","200","0","0","0","0","3"
"8711","1","46","0","0","0","0","1"
"8721","1","92","0","0","0","0","1"
"8731","1","138","0","0","0","0","1"
"8741","1","184","0","0","0","0","1"
"8751","1","230","0","0","0","0","1"
"8811","7","15","0","0","0","0","2"
"8821","7","30","0","0","0","0","2"
"8831","7","45","0","0","0","0","2"
"8841","7","60","0","0","0","0","2"
"8851","7","75","0","0","0","0","2"
"8911","4","90","0","0","0","0","5"
"8921","4","180","0","0","0","0","5"
"8931","4","270","0","0","0","0","5"
"8941","4","360","0","0","0","0","5"
"8951","4","450","0","0","0","0","5"
"9011","4","88","0","0","0","0","2"
"9021","4","176","0","0","0","0","2"
"9031","4","264","0","0","0","0","2"
"9041","4","352","0","0","0","0","2"
"9051","4","440","0","0","0","0","2"
"9111","5","42","0","0","0","0","3"
"9121","5","84","0","0","0","0","3"
"9131","5","126","0","0","0","0","3"
"9141","5","168","0","0","0","0","3"
"9151","5","210","0","0","0","0","3"
"9211","6","15","0","0","0","0","4"
"9221","6","30","0","0","0","0","4"
"9231","6","45","0","0","0","0","4"
"9241","6","60","0","0","0","0","4"
"9251","6","75","0","0","0","0","4"
"9311","3","40","0","0","0","0","5"
"9321","3","80","0","0","0","0","5"
"9331","3","120","0","0","0","0","5"
"9341","3","160","0","0","0","0","5"
"9351","3","200","0","0","0","0","5"
"9411","5","38","0","0","0","0","1"
"9421","5","76","0","0","0","0","1"
"9431","5","114","0","0","0","0","1"
"9441","5","152","0","0","0","0","1"
"9451","5","190","0","0","0","0","1"
"9511","3","40","0","0","0","0","3"
"9521","3","80","0","0","0","0","3"
"9531","3","120","0","0","0","0","3"
"9541","3","160","0","0","0","0","3"
"9551","3","200","0","0","0","0","3"
"9611","4","92","0","0","0","0","4"
"9621","4","184","0","0","0","0","4"
"9631","4","276","0","0","0","0","4"
"9641","4","368","0","0","0","0","4"
"9651","4","460","0","0","0","0","4"
"9711","7","15","0","0","0","0","5"
"9721","7","30","0","0","0","0","5"
"9731","7","45","0","0","0","0","5"
"9741","7","60","0","0","0","0","5"
"9751","7","75","0","0","0","0","5"
"9811","3","40","0","0","0","0","2"
"9821","3","80","0","0","0","0","2"
"9831","3","120","0","0","0","0","2"
"9841","3","160","0","0","0","0","2"
"9851","3","200","0","0","0","0","2"
"9911","2","90","0","0","0","0","3"
"9921","2","180","0","0","0","0","3"
"9931","2","270","0","0","0","0","3"
"9941","2","360","0","0","0","0","3"
"9951","2","450","0","0","0","0","3"
"10011","2","90","0","0","0","0","4"
"10021","2","180","0","0","0","0","4"
"10031","2","270","0","0","0","0","4"
"10041","2","360","0","0","0","0","4"
"10051","2","450","0","0","0","0","4"
"10111","5","40","0","0","0","0","1"
"10121","5","80","0","0","0","0","1"
"10131","5","120","0","0","0","0","1"
"10141","5","160","0","0","0","0","1"
"10151","5","200","0","0","0","0","1"
"10211","1","46","0","0","0","0","2"
"10221","1","92","0","0","0","0","2"
"10231","1","138","0","0","0","0","2"
"10241","1","184","0","0","0","0","2"
"10251","1","230","0","0","0","0","2"
"10311","3","42","0","0","0","0","5"
"10321","3","84","0","0","0","0","5"
"10331","3","126","0","0","0","0","5"
"10341","3","168","0","0","0","0","5"
"10351","3","210","0","0","0","0","5"
"10411","6","10","0","0","0","0","3"
"10421","6","20","0","0","0","0","3"
"10431","6","30","0","0","0","0","3"
"10441","6","40","0","0","0","0","3"
"10451","6","50","0","0","0","0","3"
"10511","5","38","0","0","0","0","5"
"10521","5","76","0","0","0","0","5"
"10531","5","114","0","0","0","0","5"
"10541","5","152","0","0","0","0","5"
"10551","5","190","0","0","0","0","5"
"10611","7","15","0","0","0","0","1"
"10621","7","30","0","0","0","0","1"
"10631","7","45","0","0","0","0","1"
"10641","7","60","0","0","0","0","1"
"10651","7","75","0","0","0","0","1"
"10711","5","42","0","0","0","0","2"
"10721","5","84","0","0","0","0","2"
"10731","5","126","0","0","0","0","2"
"10741","5","168","0","0","0","0","2"
"10751","5","210","0","0","0","0","2"
"10811","4","88","0","0","0","0","3"
"10821","4","176","0","0","0","0","3"
"10831","4","264","0","0","0","0","3"
"10841","4","352","0","0","0","0","3"
"10851","4","440","0","0","0","0","3"
"10911","2","88","0","0","0","0","5"
"10921","2","176","0","0","0","0","5"
"10931","2","264","0","0","0","0","5"
"10941","2","352","0","0","0","0","5"
"10951","2","440","0","0","0","0","5"
"11011","7","15","5","4","3","2","1"
"11021","7","30","5","4","3","2","1"
"11031","7","45","5","4","3","2","1"
"11041","7","60","5","4","3","2","1"
"11051","7","75","5","4","3","2","1"
"11111","6","15","0","0","0","0","2"
"11121","6","30","0","0","0","0","2"
"11131","6","45","0","0","0","0","2"
"11141","6","60","0","0","0","0","2"
"11151","6","75","0","0","0","0","2"
"11211","2","92","0","0","0","0","4"
"11221","2","184","0","0","0","0","4"
"11231","2","276","0","0","0","0","4"
"11241","2","368","0","0","0","0","4"
"11251","2","460","0","0","0","0","4"
"11311","4","92","0","0","0","0","5"
"11321","4","184","0","0","0","0","5"
"11331","4","276","0","0","0","0","5"
"11341","4","368","0","0","0","0","5"
"11351","4","460","0","0","0","0","5"
"11411","2","92","0","0","0","0","2"
"11421","2","184","0","0","0","0","2"
"11431","2","276","0","0","0","0","2"
"11441","2","368","0","0","0","0","2"
"11451","2","460","0","0","0","0","2"
"11511","4","90","0","0","0","0","3"
"11521","4","180","0","0","0","0","3"
"11531","4","270","0","0","0","0","3"
"11541","4","360","0","0","0","0","3"
"11551","4","450","0","0","0","0","3"
"11611","7","20","0","0","0","0","4"
"11621","7","40","0","0","0","0","4"
"11631","7","60","0","0","0","0","4"
"11641","7","80","0","0","0","0","4"
"11651","7","100","0","0","0","0","4"
"11711","1","48","0","0","0","0","2"
"11721","1","96","0","0","0","0","2"
"11731","1","144","0","0","0","0","2"
"11741","1","192","0","0","0","0","2"
"11751","1","240","0","0","0","0","2"
"11811","6","15","0","0","0","0","3"
"11821","6","30","0","0","0","0","3"
"11831","6","45","0","0","0","0","3"
"11841","6","60","0","0","0","0","3"
"11851","6","75","0","0","0","0","3"
"11911","3","44","0","0","0","0","5"
"11921","3","88","0","0","0","0","5"
"11931","3","132","0","0","0","0","5"
"11941","3","176","0","0","0","0","5"
"11951","3","220","0","0","0","0","5"
"12011","5","42","0","0","0","0","1"
"12021","5","84","0","0","0","0","1"
"12031","5","126","0","0","0","0","1"
"12041","5","168","0","0","0","0","1"
"12051","5","210","0","0","0","0","1"
"12111","2","92","0","0","0","0","3"
"12121","2","184","0","0","0","0","3"
"12131","2","276","0","0","0","0","3"
"12141","2","368","0","0","0","0","3"
"12151","2","460","0","0","0","0","3"
"12211","100","1","0","0","0","0","4"
"12221","100","2","0","0","0","0","4"
"12311","6","15","0","0","0","0","1"
"12321","6","30","0","0","0","0","1"
"12331","6","45","0","0","0","0","1"
"12341","6","60","0","0","0","0","1"
"12351","6","75","0","0","0","0","1"
"12411","4","90","0","0","0","0","2"
"12421","4","180","0","0","0","0","2"
"12431","4","270","0","0","0","0","2"
"12441","4","360","0","0","0","0","2"
"12451","4","450","0","0","0","0","2"
"12511","7","15","0","0","0","0","3"
"12521","7","30","0","0","0","0","3"
"12531","7","45","0","0","0","0","3"
"12541","7","60","0","0","0","0","3"
"12551","7","75","0","0","0","0","3"
"12611","101","1","0","0","0","0","5"
"12621","101","2","0","0","0","0","5"
"12631","101","3","0","0","0","0","5"
"12711","3","42","0","0","0","0","3"
"12721","3","84","0","0","0","0","3"
"12731","3","126","0","0","0","0","3"
"12741","3","168","0","0","0","0","3"
"12751","3","210","0","0","0","0","3"
"12811","5","38","0","0","0","0","4"
"12821","5","76","0","0","0","0","4"
"12831","5","114","0","0","0","0","4"
"12841","5","152","0","0","0","0","4"
"12851","5","190","0","0","0","0","4"
"12911","1","48","0","0","0","0","1"
"12921","1","96","0","0","0","0","1"
"12931","1","144","0","0","0","0","1"
"12941","1","192","0","0","0","0","1"
"12951","1","240","0","0","0","0","1"
"13011","5","44","0","0","0","0","2"
"13021","5","88","0","0","0","0","2"
"13031","5","132","0","0","0","0","2"
"13041","5","176","0","0","0","0","2"
"13051","5","220","0","0","0","0","2"
"13111","6","20","0","0","0","0","4"
"13121","6","40","0","0","0","0","4"
"13131","6","60","0","0","0","0","4"
"13141","6","80","0","0","0","0","4"
"13151","6","100","0","0","0","0","4"
"13211","2","90","0","0","0","0","5"
"13221","2","180","0","0","0","0","5"
"13231","2","270","0","0","0","0","5"
"13241","2","360","0","0","0","0","5"
"13251","2","450","0","0","0","0","5"
"13311","101","1","0","0","0","0","1"
"13321","101","2","0","0","0","0","1"
"13331","101","3","0","0","0","0","1"
"13411","101","1","0","0","0","0","4"
"13511","1","62","0","0","0","0","5"
"13521","1","124","0","0","0","0","5"
"13531","1","186","0","0","0","0","5"
"13541","1","248","0","0","0","0","5"
"13551","1","310","0","0","0","0","5"
"13611","4","92","0","0","0","0","1"
"13621","4","184","0","0","0","0","1"
"13631","4","276","0","0","0","0","1"
"13641","4","368","0","0","0","0","1"
"13651","4","460","0","0","0","0","1"
"13711","5","40","0","0","0","0","5"
"13721","5","80","0","0","0","0","5"
"13731","5","120","0","0","0","0","5"
"13741","5","160","0","0","0","0","5"
"13751","5","200","0","0","0","0","5"
"13811","5","42","5","4","3","2","1"
"13821","5","84","5","4","3","2","1"
"13831","5","126","5","4","3","2","1"
"13841","5","168","5","4","3","2","1"
"13851","5","210","5","4","3","2","1"
"13911","6","20","0","0","0","0","3"
"13921","6","40","0","0","0","0","3"
"13931","6","60","0","0","0","0","3"
"13941","6","80","0","0","0","0","3"
"13951","6","100","0","0","0","0","3"
"14011","5","40","0","0","0","0","4"
"14021","5","80","0","0","0","0","4"
"14031","5","120","0","0","0","0","4"
"14041","5","160","0","0","0","0","4"
"14051","5","200","0","0","0","0","4"
"14111","3","40","0","0","0","0","1"
"14121","3","80","0","0","0","0","1"
"14131","3","120","0","0","0","0","1"
"14141","3","160","0","0","0","0","1"
"14151","3","200","0","0","0","0","1"
"14211","2","94","0","0","0","0","2"
"14221","2","188","0","0","0","0","2"
"14231","2","282","0","0","0","0","2"
"14241","2","376","0","0","0","0","2"
"14251","2","470","0","0","0","0","2"
"14311","1","62","0","0","0","0","4"
"14321","1","124","0","0","0","0","4"
"14331","1","186","0","0","0","0","4"
"14341","1","248","0","0","0","0","4"
"14351","1","310","0","0","0","0","4"
"14411","2","92","0","0","0","0","5"
"14421","2","184","0","0","0","0","5"
"14431","2","276","0","0","0","0","5"
"14441","2","368","0","0","0","0","5"
"14451","2","460","0","0","0","0","5"
"14511","7","20","0","0","0","0","1"
"14521","7","40","0","0","0","0","1"
"14531","7","60","0","0","0","0","1"
"14541","7","80","0","0","0","0","1"
"14551","7","100","0","0","0","0","1"
"14611","5","46","0","0","0","0","2"
"14621","5","92","0","0","0","0","2"
"14631","5","138","0","0","0","0","2"
"14641","5","184","0","0","0","0","2"
"14651","5","230","0","0","0","0","2"
"14711","101","1","0","0","0","0","3"
"14721","101","2","0","0","0","0","3"
"14811","101","1","0","0","0","0","4"
"14821","101","2","0","0","0","0","4"
"14911","1","50","0","0","0","0","3"
"14921","1","100","0","0","0","0","3"
"14931","1","150","0","0","0","0","3"
"14941","1","200","0","0","0","0","3"
"14951","1","250","0","0","0","0","3"
"15011","5","42","0","0","0","0","5"
"15021","5","84","0","0","0","0","5"
"15031","5","126","0","0","0","0","5"
"15041","5","168","0","0","0","0","5"
"15051","5","210","0","0","0","0","5"
"15111","5","44","0","0","0","0","1"
"15121","5","88","0","0","0","0","1"
"15131","5","132","0","0","0","0","1"
"15141","5","176","0","0","0","0","1"
"15151","5","220","0","0","0","0","1"
"15211","100","1","0","0","0","0","1"
"15311","101","1","0","0","0","0","2"
"15321","101","2","0","0","0","0","2"
"15411","2","94","0","0","0","0","3"
"15421","2","188","0","0","0","0","3"
"15431","2","282","0","0","0","0","3"
"15441","2","376","0","0","0","0","3"
"15451","2","470","0","0","0","0","3"
