3192056dcce963a5a434d27d87813af28023553bb0d85061ffc2dcfc8a90f0f8,baf0345f58561e8aab97cb7fd648ba9da0d14ac6f9c6fb8af312240742fdddd7,77bc5899e747bfdbb067b0799bb912d60018fb8ad61dce613f780d356e5fb3ee,647be21a0cd678df005dffeadcd8d1d12f8fc5e3c87bf179b5e2e66acade577b,db418c4fe4a0bcff9efef876ea6f0f22cffcb202bc7603a8ca039ab4644078eb,9676dae4940886133d064d3585302a178e2566e41b7696707f268ea38416f751,a2403a9d99a8dbc0ea814e2690e310f491452247ddf5a2df8a9e0cf1abebe756,9dba076e8fb1011de96010c7686b10852753d2b1b10caa12afd8c19ed630f20f,97526383bed9b96370818c28aa72a0fcb1bb51307609158e44ba4d3c5c07e7e8,61b6252519fc6dae35f52463e969e37aa47ebf438a7664a6a45beeffa24a5b75,8a6bb46eec48f625492b5fc2f87d59f096160ad7b7a5a099523a1a0fe756ab50
"","reliclight_on","1010230006","5","","3","","","0","1023",""
"","1","1010230007","10201","","32","","","","1023",""
"","1","1010230008","10001","","32","","","","1023",""
"","0","1010230009","3","","93","","","","1023",""
"","0","1010230010","10201","","32","","","","1023",""
"","0","1010230011","10001","","32","","","","1023",""
"","reliclight_none","1010230012","5","","3","","","0","1023",""
"","1","1010240001","1000002","0","4","0","0","0","1024",""
"","1","1010240002","2","0","4","0","0","0","1024",""
"","travel_exdrama_r_finish_A","1010240003","1000001","0","3","0","0","0","1024",""
"","travel_exdrama_r_finish_A_front","1010240004","1000002","0","3","0","0","0","1024",""
"","travel_exdrama_r_102_book_finish","1010240005","1","0","3","0","0","0","1024",""
"","travel_exdrama_r_102_loupe_finish","1010240006","2","0","3","0","0","0","1024",""
"","reliclight_none","1010240007","5","","3","","","0","1024",""
"","10300","1010310001","10300","","31","1","1","-350","1031","5"
"","10301","1010310002","10301","","31","1","0","-350","1031","5"
"","10302","1010310003","10302","","31","1","0","-350","1031","5"
"","10002","1010310004","10002","","31","1","0","-525","1031","50"
"travel_exdrama_r_103_dig_A","1000001","1010310005","1","0","1","-200","1.46","5","1031","-510"
"travel_exdrama_r_103_dig_B","1000002","1010310006","1","0","1","-175","1.46","3","1031","-400"
"travel_exdrama_r_103_map","1000003","1010310007","1","0","1","-140","1.46","1","1031","-190"
"travel_exdrama_r_103_dig_A","1","1010310008","1","0","5","-200","1.46","6","1031","-510"
"travel_exdrama_r_103_dig_B","2","1010310009","1","0","5","-175","1.46","4","1031","-400"
"travel_exdrama_r_103_map","3","1010310010","1","0","5","-140","1.46","2","1031","-190"
"","se_travel_finish_dig_rare","1010320001","se_travel","","23","","","0","1032",""
"","travel_exdrama_r_103_surprise_A","1010320002","1000001","0.2","3","1","0.2","0","1032","travel_exdrama_r_103_dig_A"
"","travel_exdrama_r_103_surprise_A","1010320003","1000002","0.2","3","1","0.2","0","1032","travel_exdrama_r_103_dig_B"
"","travel_exdrama_r_103_mapSurprise_A","1010320004","1000003","0.2","3","1","0.2","0","1032","travel_exdrama_r_103_map"
"","travel_exdrama_r_103_surprise_A","1010320005","1","0.2","3","1","0.2","0","1032","travel_exdrama_r_103_dig_A"
"","travel_exdrama_r_103_surprise_A","1010320006","2","0.2","3","1","0.2","0","1032","travel_exdrama_r_103_dig_B"
"","travel_exdrama_r_103_mapSurprise_A","1010320007","3","0.2","3","1","0.2","0","1032","travel_exdrama_r_103_map"
"","1","1010320008","10302","","32","","","","1032",""
"","0","1010320009","1.25","","93","","","","1032",""
"","0","1010320010","10302","","32","","","","1032",""
"","se_travel_finish_dig_event","1010330001","se_travel","","23","","","0","1033",""
"","travel_exdrama_r_103_surprise_B","1010330002","1000001","0","3","1","0.2","0","1033","travel_exdrama_r_103_dig_A"
"","travel_exdrama_r_103_surprise_B","1010330003","1000002","0","3","1","0.2","0","1033","travel_exdrama_r_103_dig_B"
"","travel_exdrama_r_103_mapSurprise_B","1010330004","1000003","0","3","1","0.2","0","1033","travel_exdrama_r_103_map"
"","travel_exdrama_r_103_surprise_B","1010330005","1","0","3","1","0.2","0","1033","travel_exdrama_r_103_dig_A"
"","travel_exdrama_r_103_surprise_B","1010330006","2","0","3","1","0.2","0","1033","travel_exdrama_r_103_dig_B"
"","travel_exdrama_r_103_mapSurprise_B","1010330007","3","0","3","1","0.2","0","1033","travel_exdrama_r_103_map"
"","1","1010330008","10301","","32","","","","1033",""
"","1","1010330009","10002","","32","","","","1033",""
"","0","1010330010","3","","93","","","","1033",""
"","0","1010330011","10301","","32","","","","1033",""
"","0","1010330012","10002","","32","","","","1033",""
"","1","1010340001","1000003","","4","","","","1034",""
"","1","1010340002","3","","4","","","","1034",""
"","travel_exdrama_r_finish_B","1010340003","1000001","0","3","0","0","0","1034",""
"","travel_exdrama_r_finish_B","1010340004","1000002","0","3","0","0","0","1034",""
"","travel_exdrama_r_finish_A_front","1010340005","1000003","0","3","0","0","0","1034",""
"","travel_exdrama_r_103_shovel","1010340006","1","0","3","0","0","0","1034",""
"","travel_exdrama_r_103_shovel","1010340007","2","0","3","0","0","0","1034",""
"","travel_exdrama_r_103_map_finish","1010340008","3","0","3","0","0","0","1034",""
"","10400","1010410001","10400","","31","1","1","-350","1041","5"
"","10401","1010410002","10401","","31","1","1","-350","1041","5"
"","10402","1010410003","10402","","31","1","0","-350","1041","5"
"","10403","1010410004","10403","","31","1","0","-350","1041","5"
"","10001","1010410005","10001","","31","1","0","-525","1041","50"
"travel_exdrama_r_104_fishingIdle","1000001","1010410006","1","0","1","-150","1.46","12","1041","-450"
"travel_exdrama_r_104_idle_B","1000002","1010410007","1","0","1","-125","1.46","10","1041","-200"
"travel_exdrama_r_104_fishingIdle","1","1010410008","2","0","5","-150","1.46","11","1041","-450"
"none","10","1010410009","4","0","5","-150","1","20","1041","-350"
"","se_travel_finish_bridge_rare","1010420001","se_travel","","23","","","0","1042",""
"","travel_exdrama_r_104_fishingCatch","1010420002","1000001","0.2","3","1","0.2","0","1042","travel_exdrama_r_104_fishingIdle"
"","travel_exdrama_r_104_glad_B","1010420003","1000002","0.2","3","1","0.2","0","1042","travel_exdrama_r_104_idle_B"
"","travel_exdrama_r_104_fishingCatch","1010420004","1","0.2","3","1","0.2","0","1042","travel_exdrama_r_104_fishingIdle"
"","fish","1010420005","10","0","3","1","0","0","1042","none"
"","1","1010420006","10402","","32","","","","1042",""
"","0","1010420007","1.25","","93","","","","1042",""
"","0","1010420008","10402","","32","","","","1042",""
"","se_travel_finish_bridge_event","1010430001","se_travel","","23","","","0","1043",""
"","travel_exdrama_r_104_fishingBig","1010430002","1000001","0","3","1","0","0","1043","travel_exdrama_r_104_fishingIdle"
"","travel_exdrama_r_104_surprise_B","1010430003","1000002","0","3","1","0","0","1043","travel_exdrama_r_104_idle_B"
"","travel_exdrama_r_104_fishingBig","1010430004","1","0","3","1","0","0","1043","travel_exdrama_r_104_fishingIdle"
"","1","1010430005","10403","","32","","","","1043",""
"","1","1010430006","10001","","32","","","","1043",""
"","0","1010430007","3","","93","","","","1043",""
"","0","1010430008","10403","","32","","","","1043",""
"","0","1010430009","10001","","32","","","","1043",""
"","1","1010440001","1000002","","4","","","","1044",""
"","travel_exdrama_r_104_fishing_finish","1010440002","1000001","0","3","0","0","0","1044",""
"","travel_exdrama_r_finish_A_front","1010440003","1000002","0","3","0","0","0","1044",""
"","travel_exdrama_r_104_fishing_finish","1010440004","1","0","3","0","0.2","0","1044",""
"","10500","1010510001","10500","","31","1","1","-350","1051","5"
"","10501","1010510002","10501","","31","1","0","-350","1051","-200"
"","10001","1010510003","10001","","31","1","0","-525","1051","50"
"travel_exdrama_r_105_netSearch","1000001","1010510004","1","0","1","-200","1.46","1","1051","-470"
"travel_exdrama_r_105_binoculars","1000002","1010510005","1","0","1","-220","1.46","2","1051","-200"
"travel_exdrama_r_105_netSearch","1","1010510006","1","0","5","-200","1.46","5","1051","-470"
"travel_exdrama_r_105_binoculars","2","1010510007","1","0","5","-220","1.46","3","1051","-200"
"idle","10","1010510008","3","0","5","-230","1.46","4","1051","-350"
"","travel_exdrama_r_105_netFind_A","1010520001","1000001","0.1","3","1","0.2","0","1052","travel_exdrama_r_105_netSearch"
"","travel_exdrama_r_105_binocularsFind_A","1010520002","1000002","0.2","3","1","0.2","0","1052","travel_exdrama_r_105_binoculars"
"","travel_exdrama_r_105_netFind_A","1010520003","1","0.1","3","1","0.2","0","1052","travel_exdrama_r_105_netSearch"
"","travel_exdrama_r_105_binocularsFind_A","1010520004","2","0.2","3","1","0.2","0","1052","travel_exdrama_r_105_binoculars"
"","beetle","1010520005","10","0.2","3","1","0.2","0","1052","idle"
"","1","1010520006","10501","","32","","","","1052",""
"","0","1010520007","1.2","","93","","","","1052",""
"","0","1010520008","10501","","32","","","","1052",""
"","se_travel_finish_insects_event","1010530001","se_travel","","23","","","0","1053",""
"","travel_exdrama_r_105_netFind_B","1010530002","1000001","0","3","1","0.2","0","1053","travel_exdrama_r_105_netSearch"
"","travel_exdrama_r_105_binocularsFind_B","1010530003","1000002","0","3","1","0.2","0","1053","travel_exdrama_r_105_binoculars"
"","travel_exdrama_r_105_netFind_B","1010530004","1","0","3","1","0.2","0","1053","travel_exdrama_r_105_netSearch"
"","travel_exdrama_r_105_binocularsFind_B","1010530005","2","0","3","1","0.2","0","1053","travel_exdrama_r_105_binoculars"
"","butterfly","1010530006","10","0","3","1","0.2","0","1053","idle"
"","1","1010530007","10501","","32","","","","1053",""
"","1","1010530008","10001","","32","","","","1053",""
"","0","1010530009","2.6","","93","","","","1053",""
"","0","1010530010","10501","","32","","","","1053",""
"","1","1010530011","10501","","32","","","","1053",""
"","0","1010530012","0.4","","93","","","","1053",""
"","0","1010530013","10501","","32","","","","1053",""
"","0","1010530014","10001","","32","","","","1053",""
"","1","1010540001","1000002","","4","","","","1054",""
"","1","1010540002","2","","4","","","","1054",""
"","travel_exdrama_r_finish_B_hand","1010540003","1000001","0","3","0","0","0","1054",""
"","travel_exdrama_r_finish_B","1010540004","1000002","0","3","0","0","0","1054",""
"","travel_exdrama_r_105_net_finish","1010540005","1","0","3","0","0","0","1054",""
"","travel_exdrama_r_105_binoculars_finish","1010540006","2","0","3","0","0","0","1054",""
"","stop","1010540007","10","0","3","0","0","0","1054",""
"","10600","1010610001","10600","","31","1","1","-350","1061","5"
"","10601","1010610002","10601","","31","1","0","-350","1061","5"
"","10602","1010610003","10602","","31","1","0","-350","1061","5"
"","10603","1010610004","10603","","31","1","0","-350","1061","5"
"","10604","1010610005","10604","","31","1","1","-350","1061","5"
"","10605","1010610006","10605","","31","1","1","-350","1061","5"
"","10001","1010610007","10001","","31","1","0","-525","1061","50"
"travel_exdrama_r_106_idle_A","1000001","1010610008","1","0","1","-224","1.46","18","1061","-497"
"travel_exdrama_r_106_idle_B","1000002","1010610009","1","0","1","-116","1.46","2","1061","-208"
"travel_exdrama_r_106_idle_A","1","1010610010","1","0","5","-224","1.46","30","1061","-497"
"travel_exdrama_r_000_none","2","1010610011","1","0","5","-116","1.46","3","1061","-208"
"","se_travel_finish_beach_rare","1010620001","se_travel","","23","","","0","1062",""
"","travel_exdrama_r_106_rare_A","1010620002","1000001","0.2","3","1","0","0","1062","travel_exdrama_r_106_idle_A"
"","travel_exdrama_r_106_rare_B","1010620003","1000002","0.2","3","1","0","0","1062","travel_exdrama_r_106_idle_B"
"","travel_exdrama_r_106_rare_A","1010620004","1","0.2","3","1","0","0","1062","travel_exdrama_r_106_idle_A"
"","travel_exdrama_r_106_rare_B","1010620005","2","0.2","3","0","0","0","1062","travel_exdrama_r_000_none"
"","1","1010620006","10603","","32","","","","1062",""
"","0","1010620007","1.2","","93","","","","1062",""
"","0","1010620008","10603","","32","","","","1062",""
"","se_travel_finish_beach_event","1010630001","se_travel","","23","","","0","1063",""
"","travel_exdrama_r_106_memory_A","1010630002","1000001","0","3","1","0","0","1063","travel_exdrama_r_106_idle_A"
"","travel_exdrama_r_106_memory_B","1010630003","1000002","0","3","1","0","0","1063","travel_exdrama_r_106_idle_B"
"","travel_exdrama_r_106_memory_A","1010630004","1","0","3","1","0","0","1063","travel_exdrama_r_106_idle_A"
"","1","1010630005","10601","","32","","","","1063",""
"","1","1010630006","10602","","32","","","","1063",""
"","1","1010630007","10001","","32","","","","1063",""
"","0","1010630008","3","","93","","","","1063",""
"","0","1010630009","10601","","32","","","","1063",""
"","0","1010630010","10602","","32","","","","1063",""
"","0","1010630011","10001","","32","","","","1063",""
"","1","1010640001","1000002","","4","","","","1064",""
"","1","1010640002","1000001","","4","","","","1064",""
"","1","1010640003","2","","4","","","","1064",""
"","travel_exdrama_r_106_finish_A","1010640004","1000001","0","3","","0","0","1064",""
"","travel_exdrama_r_106_finish_B","1010640005","1000002","0","3","","0","0","1064",""
"","travel_exdrama_r_106_rare_A","1010640006","1","0","3","","0","0","1064",""
"","travel_exdrama_r_000_none","1010640007","2","0","3","","0","0","1064",""
"","10700","1010710001","10700","","31","1","1","-350","1071","5"
"","10701","1010710002","10701","","31","1","1","-350","1071","5"
"","10702","1010710003","10702","","31","1","0","-350","1071","5"
"","10703","1010710004","10703","","31","1","0","-350","1071","5"
"","10001","1010710005","10001","","31","1","0","-525","1071","50"
"travel_exdrama_r_107_dig_A","1000001","1010710006","1","0","1","-170","1.46","32","1071","-470"
"travel_exdrama_r_107_dig_B","1000002","1010710007","1","1","1","-170","1.46","30","1071","-215"
"travel_exdrama_r_107_dig_A","1","1010710008","1","0","5","-170","1.46","33","1071","-470"
"travel_exdrama_r_107_dig_B","10","1010710009","1","1","5","-170","1.46","31","1071","-215"
"","se_travel_finish_raredrop","1010720001","se_travel","","23","","","0","1072",""
"","travel_exdrama_r_107_joy","1010720002","1000001","0.2","3","1","0.2","0","1072","travel_exdrama_r_107_dig_A"
"","travel_exdrama_r_107_joy","1010720003","1000002","0.2","3","1","0.2","0","1072","travel_exdrama_r_107_dig_B"
"","travel_exdrama_r_107_joy","1010720004","1","0.2","3","1","0.2","0","1072","travel_exdrama_r_107_dig_A"
"","travel_exdrama_r_107_joy","1010720005","10","0.2","3","1","0.2","0","1072","travel_exdrama_r_107_dig_B"
"","0","1010720006","10701","","32","","","","1072",""
"","1","1010720007","10702","","32","","","","1072",""
"","0","1010720008","1.4","","93","","","","1072",""
"","1","1010720009","10701","","32","","","","1072",""
"","0","1010720010","10702","","32","","","","1072",""
"","se_travel_finish_memory_event","1010730001","se_travel","","23","","","0","1073",""
"","travel_exdrama_r_107_surprise_A","1010730002","1000001","0","3","1","0.2","0","1073","travel_exdrama_r_107_dig_A"
"","travel_exdrama_r_107_surprise_B","1010730003","1000002","0","3","1","0.2","0","1073","travel_exdrama_r_107_dig_B"
"","travel_exdrama_r_107_surprise_A","1010730004","1","0","3","1","0.2","0","1073","travel_exdrama_r_107_dig_A"
"","travel_exdrama_r_107_surprise_B","1010730005","10","0","3","1","0.2","0","1073","travel_exdrama_r_107_dig_B"
"","1","1010730006","10703","","32","","","","1073",""
"","1","1010730007","10001","","32","","","","1073",""
"","0","1010730008","10701","","32","","","","1073",""
"","0","1010730009","3","","93","","","","1073",""
"","0","1010730010","10703","","32","","","","1073",""
"","0","1010730011","10001","","32","","","","1073",""
"","1","1010730012","10701","","32","","","","1073",""
"","1","1010740001","1000002","","4","","","","1074",""
"","1","1010740002","10","","4","","","","1074",""
"","travel_exdrama_r_finish_B_hand","1010740003","1000001","0","3","0","0","0","1074",""
"","travel_exdrama_r_finish_B_hand","1010740004","1000002","0","3","0","0","0","1074",""
"","travel_exdrama_r_107_finish_A","1010740005","1","0","3","0","0","0","1074",""
"","travel_exdrama_r_107_finish_A","1010740006","10","0","3","0","0","0","1074",""
"","0","1010740007","10701","","32","","","","1074",""
"","10800","1010810001","10800","","31","1","1","-350","1081","5"
"","10401","1010810002","10401","","31","1","1","-350","1081","5"
"","10402","1010810003","10402","","31","1","0","-350","1081","5"
"","10403","1010810004","10403","","31","1","0","-350","1081","5"
"","10001","1010810005","10001","","31","1","0","-525","1081","50"
"travel_exdrama_r_104_fishingIdle","1000001","1010810006","1","0","1","-150","1.46","12","1081","-450"
"travel_exdrama_r_104_idle_B","1000002","1010810007","1","0","1","-125","1.46","10","1081","-200"
"travel_exdrama_r_104_fishingIdle","1","1010810008","2","0","5","-150","1.46","11","1081","-450"
"none","10","1010810009","4","0","5","-150","1","20","1081","-350"
"","se_travel_finish_bridge_rare","1010820001","se_travel","","23","","","0","1082",""
"","travel_exdrama_r_104_fishingCatch","1010820002","1000001","0.2","3","1","0.2","0","1082","travel_exdrama_r_104_fishingIdle"
"","travel_exdrama_r_104_glad_B","1010820003","1000002","0.2","3","1","0.2","0","1082","travel_exdrama_r_104_idle_B"
"","travel_exdrama_r_104_fishingCatch","1010820004","1","0.2","3","1","0.2","0","1082","travel_exdrama_r_104_fishingIdle"
"","fish","1010820005","10","0","3","1","0","0","1082","none"
"","1","1010820006","10402","","32","","","","1082",""
"","0","1010820007","1.25","","93","","","","1082",""
"","0","1010820008","10402","","32","","","","1082",""
"","se_travel_finish_bridge_event","1010830001","se_travel","","23","","","0","1083",""
"","travel_exdrama_r_104_fishingBig","1010830002","1000001","0","3","1","0","0","1083","travel_exdrama_r_104_fishingIdle"
"","travel_exdrama_r_104_surprise_B","1010830003","1000002","0","3","1","0","0","1083","travel_exdrama_r_104_idle_B"
"","travel_exdrama_r_104_fishingBig","1010830004","1","0","3","1","0","0","1083","travel_exdrama_r_104_fishingIdle"
