08bf7d63075eab7a931a8d43ce587799fd3116ff87b1b81c5969f61d054359b7,3a5f6af322747637cac99633371f415731a5e47ca48e101913db549b1d2cac37,ba6c39bdd91484e96668339813d69c0b282d3257f60db2be378496789fa9fe6b,9ecfea11a3970038fd05950d6e1bf7c9785dc128b407714ef13f5279e844be80,008e8ceedb9e3a718c67847df7cb6ba43fce42af7e531bfa63fabfbf9905883d,37d076043316c5e0fe8099448b70ff2ab322f8185d4a77468f838ccfeb8d68ba,08eef09ad2dc09aaaf0941a9c4d91b2cc079dabb82b71b8de8d80166928ae204,64aa37d72ff26e9012978bd4518aafdaf47319580529e043f5e8f31b47019567,b1781607922d264989d31c11dc1b2e5fa0d2a745215eb61dd7b3516fd0b0c217,eb800081d31058f1606161f6d55957fc3b4c7387125d90837093b076078e3493,c71728ea6f475203009f7c859316252812c5079ca0083b2c371f075097f91742
"4514","","702","","","32","","","","1","4514045"
"4514","","0.5","","","93","","","","","4514046"
"4514","","se_common","","","23","0","","","se_sys_login_birthday_blow_candle","4514047"
"4514","","701","","","32","","","","0","4514048"
"4514","","0.4","","","93","","","","","4514049"
"4514","","se_common","","","23","0","","","se_sys_login_birthday_cracker","4514050"
"4514","","700","","","32","","","","1","4514051"
"4514","","se_common","","","23","0","","","se_sys_login_birthday_calendar_applause","4514052"
"4514","","106011","wac_birthday_idle_doya","0.2","3","0","0.2","1","wac_birthday_clap","4514053"
"4514","","0.1","","","93","","","","","4514054"
"4514","","105911","wac_birthday_idle_wish","0.2","3","0","0.2","1","wac_birthday_clap_to_wish","4514055"
"4514","","0.1","","","93","","","","","4514056"
"4514","","106431","wac_birthday_idle_smile","0.2","3","0","0.2","1","wac_birthday_clap","4514057"
"4514","","2","","","93","","","","","4514058"
"4514","","1","","","131","","","","","4514059"
"4514","","vo_wac_04514","0","","21","0","","","vo_wac_04514_000","4514060"
"4514","0.5","105811","1","0","11","10","0","1","這是生日蛋糕嗎！？\n謝謝你♪\n看起來好好吃……\n我馬上來大快朵頤囉♪","4514061"
"4514","","0","","","91","","","","","4514062"
"4514","","105811","","","3","1","0.2","","wac_birthday_idle_kyapi","4514063"
"4514","","106011","","","3","1","0.2","","wac_birthday_talk_normal","4514064"
"4514","","vo_wac_04514","0","","21","0","","","vo_wac_04514_001","4514065"
"4514","0.5","106011","1","0","11","10","0","1","慢著慢著，等一下────！！\n蠟燭都還沒拿下來耶！？\n妳這個人真的是一點也沒變啊……\n呵呵，生日快樂。","4514066"
"4514","","0","","","91","","","","","4514067"
"4514","","106011","","","3","1","0.2","","wac_birthday_idle_doya","4514068"
"4514","","105811","","","3","1","0.2","","wac_birthday_talk_kyapi","4514069"
"4514","","vo_wac_04514","0","","21","0","","","vo_wac_04514_002","4514070"
"4514","0.5","105811","1","0","11","10","0","1","嘻嘻，謝謝妳♪\n我會好好品嚐的！\n能夠得到大家的祝福，\n今天是最棒的紀念日♪","4514071"
"4514","","0","","","91","","","","","4514072"
"4514","","105811","","","3","1","0.2","","wac_birthday_talk_wish","4514073"
"4514","","vo_wac_04514","0","","21","0","","","vo_wac_04514_003","4514074"
"4514","0.5","105811","1","0","11","10","0","1","不論是今天、明天，還是遙遠的未來，\n都希望我們可以同桌享用豐盛的餐點♪\n當然，你也要一起喔！\n今後也請多多指教呢！","4514075"
"4514","","0","","","91","","","","","4514076"
"4514","","0","","","22","","","","","4514077"
"4814","","bgm_M321","","","25","","","","bgm_M321_2C","4814001"
"4814","wac_birthday_idle_normal","1","-1000","0","1","250","2","-70","102011","4814002"
"4814","wac_birthday_idle_doya","1","230","1","1","256","2","-270","103611","4814003"
"4814","wac_birthday_idle_kyapi","1","410","1","1","257","2","-310","100411","4814004"
"4814","","102011","","","13","","","","300","4814005"
"4814","","103611","","","13","","","","300","4814006"
"4814","","600","0","","31","0","1","1","600","4814007"
"4814","","602","0","","31","0","0","1","602","4814008"
"4814","","603","0","","31","0","0","1","603","4814009"
"4814","","604","60","","31","30","1","1","604","4814010"
"4814","","611","0","","31","0","1","1","611","4814011"
"4814","","700","0","","31","0","0","1","700","4814012"
"4814","","701","0","","31","0","0","1","701","4814013"
"4814","","702","0","","31","0","0","1","702","4814014"
"4814","","800","0","","31","0","0","1","800","4814015"
"4814","","901","60","","31","30","1","1","901","4814016"
"4814","","1","","","93","","","","","4814017"
"4814","","100411","wac_birthday_reaction_03","0.2","3","0","0.2","1","wac_birthday_reaction_02","4814018"
"4814","","0.1","","","93","","","","","4814019"
"4814","","103611","wac_birthday_reaction_04","0.2","3","0","0.2","1","wac_birthday_reaction_01","4814020"
"4814","","0.3","","","93","","","","","4814021"
"4814","","102011","","","3","1","0.2","","wac_birthday_run_01","4814022"
"4814","","102011","3","","2","-70","","","0","4814023"
"4814","","2.5","","","93","","","","","4814024"
"4814","","602","","","32","","","","1","4814025"
"4814","","0.6","","","93","","","","","4814026"
"4814","","600","","","32","","","","0","4814027"
"4814","","611","","","32","","","","0","4814028"
"4814","","604","","","32","","","","0","4814029"
"4814","","701","","","32","","","","1","4814030"
"4814","","901","0.01","","33","0","","","0","4814031"
"4814","","102011","wac_birthday_wish_02","0.2","3","0","0.2","1","wac_birthday_blowout_02","4814032"
"4814","","102011","0.01","","2","-330","","","-200","4814033"
"4814","","103611","","","3","1","0.2","","wac_birthday_idle_doya","4814034"
"4814","","103611","0.01","","2","-320","","","180","4814035"
"4814","","100411","","","3","1","0.2","","wac_birthday_idle_kyapi","4814036"
"4814","","100411","0.01","","2","-340","","","320","4814037"
"4814","","0","","","93","","","","","4814038"
"4814","","800","","","32","","","","1","4814039"
"4814","","0.7","","","93","","","","","4814040"
"4814","","702","","","32","","","","1","4814041"
"4814","","0.5","","","93","","","","","4814042"
"4814","","se_common","","","23","0","","","se_sys_login_birthday_blow_candle","4814043"
"4814","","701","","","32","","","","0","4814044"
"4814","","0.4","","","93","","","","","4814045"
"4814","","se_common","","","23","0","","","se_sys_login_birthday_cracker","4814046"
"4814","","700","","","32","","","","1","4814047"
"4814","","se_common","","","23","0","","","se_sys_login_birthday_calendar_applause","4814048"
"4814","","103611","wac_birthday_idle_doya","0.2","3","0","0.2","1","wac_birthday_clap","4814049"
"4814","","0.1","","","93","","","","","4814050"
"4814","","100411","wac_birthday_idle_kyapi","0.2","3","0","0.2","1","wac_birthday_clap","4814051"
"4814","","2","","","93","","","","","4814052"
"4814","","1","","","131","","","","","4814053"
"4814","","vo_wac_04814","0","","21","0","","","vo_wac_04814_000","4814054"
"4814","0.5","102011","1","0","11","10","0","1","哇～是蛋糕呢～！\n比店裡賣的還要大個……！\n好厲害好厲害♪","4814055"
"4814","","0","","","91","","","","","4814056"
"4814","","102011","","","3","1","0.2","","wac_birthday_idle_smile","4814057"
"4814","","103611","","","3","1","0.2","","wac_birthday_talk_doya","4814058"
"4814","","vo_wac_04814","0","","21","0","","","vo_wac_04814_001","4814059"
"4814","0.5","103611","1","0","11","10","0","1","這是我們偷偷做的喔！\n雖然中途禊跑來搗蛋，\n弄得一團亂就是了……\n美美，祝妳生日快樂喔♪","4814060"
"4814","","0","","","91","","","","","4814061"
"4814","","103611","","","3","1","0.2","","wac_birthday_idle_doya","4814062"
"4814","","102011","","","3","1","0.2","","wac_birthday_talk_smile","4814063"
"4814","","vo_wac_04814","0","","21","0","","","vo_wac_04814_002","4814064"
"4814","0.5","102011","1","0","11","10","0","1","欸嘿嘿，謝謝你們～\n沒想到能從爸爸媽媽，還有大家那裡\n收到蛋糕，就像做夢一樣……","4814065"
"4814","","0","","","91","","","","","4814066"
"4814","","102011","","","3","1","0.2","","wac_birthday_talk_kyapi","4814067"
"4814","","vo_wac_04814","0","","21","0","","","vo_wac_04814_003","4814068"
"4814","0.5","102011","1","0","11","10","0","1","美美非常幸福呢～♪\n哥哥，也謝謝你！\n等大家生日的時候，\n美美一～定也會幫你們慶祝的♪","4814069"
"4814","","0","","","91","","","","","4814070"
"4814","","0","","","22","","","","","4814071"
"5014","","bgm_M321","","","25","","","","bgm_M321_2C","5014001"
"5014","wac_birthday_idle_normal","1","-1000","0","1","250","2","-70","100211","5014002"
"5014","wac_birthday_idle_normal","1","230","1","1","256","2","-270","100311","5014003"
"5014","wac_birthday_idle_smile","1","410","1","1","257","2","-310","100111","5014004"
"5014","","100211","","","13","","","","300","5014005"
"5014","","100311","","","13","","","","300","5014006"
"5014","","600","0","","31","0","1","1","600","5014007"
"5014","","602","0","","31","0","0","1","602","5014008"
"5014","","603","0","","31","0","0","1","603","5014009"
"5014","","604","60","","31","30","1","1","604","5014010"
"5014","","611","0","","31","0","1","1","611","5014011"
"5014","","700","0","","31","0","0","1","700","5014012"
"5014","","701","0","","31","0","0","1","701","5014013"
"5014","","702","0","","31","0","0","1","702","5014014"
"5014","","800","0","","31","0","0","1","800","5014015"
"5014","","902","60","","31","30","1","1","902","5014016"
"5014","","1","","","93","","","","","5014017"
"5014","","100111","wac_birthday_reaction_03","0.2","3","0","0.2","1","wac_birthday_reaction_02","5014018"
"5014","","0.1","","","93","","","","","5014019"
"5014","","100311","wac_birthday_reaction_04","0.2","3","0","0.2","1","wac_birthday_reaction_01","5014020"
"5014","","0.3","","","93","","","","","5014021"
"5014","","100211","","","3","1","0.2","","wac_birthday_run_01","5014022"
"5014","","100211","3","","2","-70","","","0","5014023"
"5014","","2.5","","","93","","","","","5014024"
"5014","","602","","","32","","","","1","5014025"
"5014","","0.6","","","93","","","","","5014026"
"5014","","600","","","32","","","","0","5014027"
"5014","","611","","","32","","","","0","5014028"
"5014","","604","","","32","","","","0","5014029"
"5014","","701","","","32","","","","1","5014030"
"5014","","902","0.01","","33","0","","","0","5014031"
"5014","","100211","wac_birthday_wish_04","0.2","3","0","0.2","1","wac_birthday_blowout_01","5014032"
"5014","","100211","0.01","","2","-330","","","-200","5014033"
"5014","","100311","","","3","1","0.2","","wac_birthday_idle_normal","5014034"
"5014","","100311","0.01","","2","-320","","","180","5014035"
"5014","","100111","","","3","1","0.2","","wac_birthday_idle_smile","5014036"
"5014","","100111","0.01","","2","-340","","","320","5014037"
"5014","","0","","","93","","","","","5014038"
"5014","","800","","","32","","","","1","5014039"
"5014","","0.7","","","93","","","","","5014040"
"5014","","702","","","32","","","","1","5014041"
"5014","","0.5","","","93","","","","","5014042"
"5014","","se_common","","","23","0","","","se_sys_login_birthday_blow_candle","5014043"
"5014","","701","","","32","","","","0","5014044"
"5014","","0.4","","","93","","","","","5014045"
"5014","","se_common","","","23","0","","","se_sys_login_birthday_cracker","5014046"
"5014","","700","","","32","","","","1","5014047"
"5014","","se_common","","","23","0","","","se_sys_login_birthday_calendar_applause","5014048"
"5014","","100311","wac_birthday_idle_normal","0.2","3","0","0.2","1","wac_birthday_clap","5014049"
"5014","","0.1","","","93","","","","","5014050"
"5014","","100111","wac_birthday_idle_smile","0.2","3","0","0.2","1","wac_birthday_clap","5014051"
"5014","","2","","","93","","","","","5014052"
"5014","","1","","","131","","","","","5014053"
"5014","","vo_wac_05014","0","","21","0","","","vo_wac_05014_000","5014054"
"5014","0.5","100211","1","0","11","10","0","1","這是給我的生日蛋糕嗎！？\n謝、謝謝……！\n……這該不會，\n是你們兩位親手做的吧？","5014055"
"5014","","0","","","91","","","","","5014056"
"5014","","100211","","","3","1","0.2","","wac_birthday_idle_wish","5014057"
"5014","","100311","","","3","1","0.2","","wac_birthday_talk_normal","5014058"
"5014","","vo_wac_05014","0","","21","0","","","vo_wac_05014_001","5014059"
"5014","0.5","100311","1","0","11","10","0","1","嗯，是我跟日和一起做的。\n我們總是受到優衣的幫助，\n想說至少要回個禮給妳。\n……生日快樂，優衣。","5014060"
"5014","","0","","","91","","","","","5014061"
"5014","","100311","","","3","1","0.2","","wac_birthday_idle_normal","5014062"
"5014","","100211","","","3","1","0.2","","wac_birthday_talk_sad","5014063"
"5014","","vo_wac_05014","0","","21","0","","","vo_wac_05014_002","5014064"
"5014","0.5","100211","1","0","11","10","0","1","哪、哪有……我才是老是\n受到你們的幫助……對、對不起！\n你們特地為我慶祝，\n我都開心到要哭了……！","5014065"
"5014","","0","","","91","","","","","5014066"
"5014","","100211","","","3","1","0.2","","wac_birthday_talk_smile","5014067"
"5014","","vo_wac_05014","0","","21","0","","","vo_wac_05014_003","5014068"
"5014","0.5","100211","1","0","11","10","0","1","騎士先生，也很謝謝你。\n能收到大家的祝福，\n我超級幸福的……！\n我會用心品嚐喔！","5014069"
"5014","","0","","","91","","","","","5014070"
"5014","","0","","","22","","","","","5014071"
"5214","","bgm_M321","","","25","","","","bgm_M321_2C","5214001"
"5214","wac_birthday_idle_normal","1","-1000","0","1","250","2","-70","105511","5214002"
"5214","wac_birthday_idle_doya","1","170","1","1","256","2","-260","105311","5214003"
"5214","wac_birthday_idle_normal","1","270","1","1","259","2","-310","104511","5214004"
"5214","wac_birthday_idle_wish","1","410","1","1","257","2","-270","100811","5214005"
"5214","wac_birthday_idle_kyapi","1","510","1","1","258","2","-310","103011","5214006"
"5214","","105511","","","13","","","","300","5214007"
"5214","","105311","","","13","","","","300","5214008"
"5214","","600","0","","31","0","1","1","600","5214009"
"5214","","602","0","","31","0","0","1","602","5214010"
"5214","","603","0","","31","0","0","1","603","5214011"
"5214","","604","60","","31","30","1","1","604","5214012"
"5214","","611","0","","31","0","1","1","611","5214013"
"5214","","700","0","","31","0","0","1","700","5214014"
"5214","","701","0","","31","0","0","1","701","5214015"
"5214","","702","0","","31","0","0","1","702","5214016"
"5214","","800","0","","31","0","0","1","800","5214017"
"5214","","903","60","","31","30","1","1","903","5214018"
"5214","","1","","","93","","","","","5214019"
"5214","","104511","wac_birthday_reaction_03","0.2","3","0","0.2","1","wac_birthday_reaction_05","5214020"
"5214","","105311","wac_birthday_reaction_03","0.2","3","0","0.2","1","wac_birthday_reaction_01","5214021"
"5214","","0.1","","","93","","","","","5214022"
"5214","","100811","wac_birthday_reaction_04","0.2","3","0","0.2","1","wac_birthday_reaction_01","5214023"
"5214","","103011","wac_birthday_reaction_03","0.2","3","0","0.2","1","wac_birthday_reaction_02","5214024"
"5214","","0.3","","","93","","","","","5214025"
"5214","","105511","","","3","1","0.2","","wac_birthday_run_01","5214026"
"5214","","105511","3","","2","-70","","","0","5214027"
"5214","","2.5","","","93","","","","","5214028"
"5214","","602","","","32","","","","1","5214029"
"5214","","0.6","","","93","","","","","5214030"
"5214","","600","","","32","","","","0","5214031"
"5214","","611","","","32","","","","0","5214032"
"5214","","604","","","32","","","","0","5214033"
"5214","","701","","","32","","","","1","5214034"
"5214","","903","0.01","","33","0","","","0","5214035"
"5214","","105511","wac_birthday_wish_04","0.2","3","0","0.2","1","wac_birthday_blowout_03","5214036"
"5214","","105511","0.01","","2","-330","","","-200","5214037"
"5214","","105311","","","3","1","0.2","","wac_birthday_idle_doya","5214038"
"5214","","105311","0.01","","2","-320","","","150","5214039"
"5214","","104511","","","3","1","0.2","","wac_birthday_idle_normal","5214040"
"5214","","104511","0.01","","2","-360","","","260","5214041"
"5214","","100811","","","3","1","0.2","","wac_birthday_idle_wish","5214042"
"5214","","100811","0.01","","2","-320","","","400","5214043"
"5214","","103011","","","3","1","0.2","","wac_birthday_idle_kyapi","5214044"
"5214","","103011","0.01","","2","-340","","","500","5214045"
"5214","","0","","","93","","","","","5214046"
"5214","","800","","","32","","","","1","5214047"
"5214","","0.7","","","93","","","","","5214048"
"5214","","702","","","32","","","","1","5214049"
"5214","","0.5","","","93","","","","","5214050"
"5214","","se_common","","","23","0","","","se_sys_login_birthday_blow_candle","5214051"
"5214","","701","","","32","","","","0","5214052"
"5214","","0.4","","","93","","","","","5214053"
"5214","","se_common","","","23","0","","","se_sys_login_birthday_cracker","5214054"
"5214","","700","","","32","","","","1","5214055"
"5214","","se_common","","","23","0","","","se_sys_login_birthday_calendar_applause","5214056"
"5214","","105311","wac_birthday_idle_doya","0.2","3","0","0.2","1","wac_birthday_clap","5214057"
"5214","","100811","wac_birthday_idle_wish","0.2","3","0","0.2","1","wac_birthday_clap_to_wish","5214058"
"5214","","0.1","","","93","","","","","5214059"
"5214","","104511","wac_birthday_idle_normal","0.2","3","0","0.2","1","wac_birthday_clap","5214060"
"5214","","0.1","","","93","","","","","5214061"
"5214","","103011","wac_birthday_idle_kyapi","0.2","3","0","0.2","1","wac_birthday_clap","5214062"
"5214","","2","","","93","","","","","5214063"
"5214","","1","","","131","","","","","5214064"
"5214","","vo_wac_05214","0","","21","0","","","vo_wac_05214_000","5214065"
"5214","0.5","105511","1","0","11","10","0","1","哇，這是生日蛋糕嗎？\n生日快樂～\n不過是誰的……咦，我、我！？\n你們記得我的生日嗎……？","5214066"
"5214","","0","","","91","","","","","5214067"
"5214","","105511","","","3","1","0.2","","wac_birthday_idle_wish","5214068"
"5214","","105311","","","3","1","0.2","","wac_birthday_talk_smile","5214069"
"5214","","vo_wac_05214","0","","21","0","","","vo_wac_05214_001","5214070"
"5214","0.5","105311","1","0","11","10","0","1","怎麼可能會忘啊！\n步未可是本公會少數的良心……\n不，是重要的存在啊！\n讓我替妳大肆慶祝吧！生日快樂！","5214071"
"5214","","0","","","91","","","","","5214072"
"5214","","105311","","","3","1","0.2","","wac_birthday_idle_doya","5214073"
"5214","","105511","","","3","1","0.2","","wac_birthday_talk_wish","5214074"
"5214","","vo_wac_05214","0","","21","0","","","vo_wac_05214_002","5214075"
"5214","0.5","105511","1","0","11","10","0","1","咦、呃……\n我不是在作夢吧？\n我捏一下臉頰……好痛！\n果然不是夢！","5214076"
"5214","","0","","","91","","","","","5214077"
"5214","","105511","","","3","1","0.2","","wac_birthday_talk_smile","5214078"
"5214","","vo_wac_05214","0","","21","0","","","vo_wac_05214_003","5214079"
"5214","0.5","105511","1","0","11","10","0","1","嗚……謝、謝謝你們！\n還能收到前輩的祝福，\n我真的很開心！\n嘿嘿，我會用心品嚐的……♪","5214080"
"5214","","0","","","91","","","","","5214081"
"5214","","0","","","22","","","","","5214082"
"5514","","bgm_M321","","","25","","","","bgm_M321_2C","5514001"
"5514","wac_birthday_idle_normal","1","-1000","0","1","250","2","-70","101611","5514002"
"5514","wac_birthday_idle_normal","1","230","1","1","256","2","-270","105011","5514003"
"5514","wac_birthday_idle_smile","1","410","1","1","257","2","-310","101811","5514004"
"5514","","101611","","","13","","","","300","5514005"
"5514","","105011","","","13","","","","300","5514006"
"5514","","600","0","","31","0","1","1","600","5514007"
"5514","","602","0","","31","0","0","1","602","5514008"
"5514","","603","0","","31","0","0","1","603","5514009"
"5514","","604","60","","31","30","1","1","604","5514010"
"5514","","611","0","","31","0","1","1","611","5514011"
"5514","","700","0","","31","0","0","1","700","5514012"
"5514","","701","0","","31","0","0","1","701","5514013"
"5514","","702","0","","31","0","0","1","702","5514014"
"5514","","800","0","","31","0","0","1","800","5514015"
"5514","","904","60","","31","30","1","1","904","5514016"
"5514","","1","","","93","","","","","5514017"
"5514","","101811","wac_birthday_reaction_04","0.2","3","0","0.2","1","wac_birthday_reaction_01","5514018"
"5514","","0.1","","","93","","","","","5514019"
"5514","","105011","wac_birthday_reaction_03","0.2","3","0","0.2","1","wac_birthday_reaction_05","5514020"
"5514","","0.3","","","93","","","","","5514021"
"5514","","101611","","","3","1","0.2","","wac_birthday_run_01","5514022"
"5514","","101611","3","","2","-70","","","0","5514023"
"5514","","2.5","","","93","","","","","5514024"
"5514","","602","","","32","","","","1","5514025"
"5514","","0.6","","","93","","","","","5514026"
"5514","","600","","","32","","","","0","5514027"
"5514","","611","","","32","","","","0","5514028"
"5514","","604","","","32","","","","0","5514029"
"5514","","701","","","32","","","","1","5514030"
"5514","","904","0.01","","33","0","","","0","5514031"
"5514","","101611","wac_birthday_wish_03","0.2","3","0","0.2","1","wac_birthday_blowout_02","5514032"
"5514","","101611","0.01","","2","-330","","","-200","5514033"
"5514","","105011","","","3","1","0.2","","wac_birthday_idle_smile","5514034"
"5514","","105011","0.01","","2","-320","","","180","5514035"
"5514","","101811","","","3","1","0.2","","wac_birthday_idle_wish","5514036"
"5514","","101811","0.01","","2","-340","","","320","5514037"
"5514","","0","","","93","","","","","5514038"
"5514","","800","","","32","","","","1","5514039"
"5514","","0.7","","","93","","","","","5514040"
"5514","","702","","","32","","","","1","5514041"
"5514","","0.5","","","93","","","","","5514042"
"5514","","se_common","","","23","0","","","se_sys_login_birthday_blow_candle","5514043"
"5514","","701","","","32","","","","0","5514044"
"5514","","0.4","","","93","","","","","5514045"
"5514","","se_common","","","23","0","","","se_sys_login_birthday_cracker","5514046"
"5514","","700","","","32","","","","1","5514047"
"5514","","se_common","","","23","0","","","se_sys_login_birthday_calendar_applause","5514048"
"5514","","105011","wac_birthday_idle_smile","0.2","3","0","0.2","1","wac_birthday_clap","5514049"
"5514","","0.1","","","93","","","","","5514050"
"5514","","101811","wac_birthday_idle_wish","0.2","3","0","0.2","1","wac_birthday_clap_to_wish","5514051"
"5514","","2","","","93","","","","","5514052"
"5514","","1","","","131","","","","","5514053"
"5514","","vo_wac_05514","0","","21","0","","","vo_wac_05514_000","5514054"
"5514","0.5","101611","1","0","11","10","0","1","哇哇，這是給人家的生日蛋糕？\n沒聽說你們有準備這個啊～！\n人家要感動到哭了啦！","5514055"
"5514","","0","","","91","","","","","5514056"
"5514","","101611","","","3","1","0.2","","wac_birthday_idle_kyapi","5514057"
"5514","","105011","","","3","1","0.2","","wac_birthday_talk_smile","5514058"
"5514","","vo_wac_05514","0","","21","0","","","vo_wac_05514_001","5514059"
"5514","0.5","105011","1","0","11","10","0","1","哼哼，妳可要好好感謝我們啊～\n這可是我跟伊緒熬夜做……不！\n做蛋糕沒花我們什麼力氣啦！\n那個……生日快樂，鈴奈。","5514060"
"5514","","0","","","91","","","","","5514061"
"5514","","105011","","","3","1","0.2","","wac_birthday_idle_smile","5514062"
"5514","","101611","","","3","1","0.2","","wac_birthday_talk_smile","5514063"
"5514","","vo_wac_05514","0","","21","0","","","vo_wac_05514_002","5514064"
"5514","0.5","101611","1","0","11","10","0","1","啊哈哈，嗯，謝謝妳！\n難怪美咲跟小伊緒\n一大早就有一股甜～甜的味道呢～","5514065"
"5514","","0","","","91","","","","","5514066"
"5514","","101611","","","3","1","0.2","","wac_birthday_talk_kyapi","5514067"
"5514","","vo_wac_05514","0","","21","0","","","vo_wac_05514_003","5514068"
"5514","0.5","101611","1","0","11","10","0","1","朋友果然是\n不可或缺的……♪\n好，大家來開派對吧！\n秀才當然也要一起囉！","5514069"
"5514","","0","","","91","","","","","5514070"
"5514","","0","","","22","","","","","5514071"
"6214","","bgm_M321","","","25","","","","bgm_M321_2C","6214001"
"6214","wac_birthday_idle_normal","1","-1000","0","1","250","2","-70","106731","6214002"
"6214","wac_birthday_idle_doya","1","230","1","1","256","2","-270","106611","6214003"
"6214","wac_birthday_idle_normal","1","410","1","1","257","2","-310","106511","6214004"
"6214","","106731","","","13","","","","300","6214005"
"6214","","106611","","","13","","","","300","6214006"
"6214","","600","0","","31","0","1","1","600","6214007"
"6214","","602","0","","31","0","0","1","602","6214008"
"6214","","603","0","","31","0","0","1","603","6214009"
"6214","","604","60","","31","30","1","1","604","6214010"
"6214","","611","0","","31","0","1","1","611","6214011"
"6214","","700","0","","31","0","0","1","700","6214012"
"6214","","701","0","","31","0","0","1","701","6214013"
"6214","","702","0","","31","0","0","1","702","6214014"
"6214","","800","0","","31","0","0","1","800","6214015"
"6214","","905","60","","31","30","1","1","905","6214016"
"6214","","1","","","93","","","","","6214017"
"6214","","106511","wac_birthday_reaction_03","0.2","3","0","0.2","1","wac_birthday_reaction_02","6214018"
"6214","","0.1","","","93","","","","","6214019"
"6214","","106611","wac_birthday_reaction_03","0.2","3","0","0.2","1","wac_birthday_reaction_01","6214020"
"6214","","0.3","","","93","","","","","6214021"
"6214","","106731","","","3","1","0.2","","wac_birthday_run_01","6214022"
"6214","","106731","3","","2","-70","","","0","6214023"
"6214","","2.5","","","93","","","","","6214024"
"6214","","602","","","32","","","","1","6214025"
"6214","","0.6","","","93","","","","","6214026"
"6214","","600","","","32","","","","0","6214027"
"6214","","611","","","32","","","","0","6214028"
"6214","","604","","","32","","","","0","6214029"
"6214","","701","","","32","","","","1","6214030"
"6214","","905","0.01","","33","0","","","0","6214031"
"6214","","106731","wac_birthday_wish_05","0.2","3","0","0.2","1","wac_birthday_blowout_01","6214032"
"6214","","106731","0.01","","2","-330","","","-200","6214033"
