298350885e421a082fc1520f1344b57c7f216b972c3900884ddebfe79770b9fc,4517cf5a417563b46501851842b0a2fa3225ab85203358d7b9bb7e4b28700f80,18b3fbeeedc3fb992a69f3bbc3676e6fb92095259749a90c00e2b895fd9c39e3,60530bc847c41ba847c1545521ea4e4e73cf4a2f384f50c14f1a31fda5f38a92,82729f62b372bb4d1df103f22f9b8ba45ee9bd35c0ef07bebe729229175ffdd8,4def5c94ca57fbcd1d77e708a74bbb5fe2f2141ec00fb81dde55484da72e2a0c
"2","0","蘭德索爾 市中心_白天","500010","113801","依里（天使）"
"4","0","萬聖節樂園_白天","501130","113901","紡希（萬聖節）"
"3","0","萬聖節樂園_白天","501130","114001","怜（萬聖節）"
"4","0","萬聖節樂園_白天","501130","114101","茉莉（萬聖節）"
"4","0","蘭德索爾 市中心_白天","500010","114201","莫妮卡（魔法少女）"
"2","0","蘭德索爾 市中心_白天","500010","114301","智（魔法少女）"
"4","0","舞台_聖誕節_白天","500874","114401","秋乃（聖誕節）"
"2","0","舞台_聖誕節_白天","500874","114501","咲戀（聖誕節）"
"2","0","舞台_聖誕節_白天","500874","114601","優花梨（聖誕節）"
"4","0","大間小鎮_白天","501162","114701","矛依未（新年）"
"2","0","大間小鎮_白天","501162","115001","似似花（新年）"
"4","0","普拉諾平原","500140","115501","可可蘿（祭服）"
"17","0","普拉諾平原","500140","115601","優衣（祭服）"
"4","0","瑪爾傑海岸","500160","115701","霞（夏日）"
"4","0","埃斯特雷拉街道","500130","115801","莉瑪（灰姑娘）"
"4","0","埃斯特雷拉街道","500130","115901","真琴（灰姑娘）"
"4","0","埃斯特雷拉街道","500060","116001","真步（灰姑娘）"
"2","0","聖德蕾莎女子學院 _正門_聖學祭","500732","116201","克蘿依（聖學祭）"
"2","0","聖德蕾莎女子學院 _正門_聖學祭","500732","116301","琪愛兒（聖學祭）"
"4","0","聖德蕾莎女子學院 _正門_聖學祭","500732","116401","優妮（聖學祭）"
"18","0","蘭德索爾 市中心_白天","500010","116501","祈梨（時空旅行）"
"4","0","蘭德索爾 市中心_白天","500010","116601","嘉夜（時空旅行）"
"4","0","玩具工廠","501340","116701","碧（工作服）"
"4","0","玩具工廠","501340","116801","珠希（工作服）"
"2","0","玩具工廠","501340","116901","美冬（工作服）"
"4","0","瑪爾傑海岸","500160","117001","惠理子（夏日）"
"4","0","瑪爾傑海岸","500160","117101","靜流（夏日）"
"4","0","夏日音樂節會場","501363","117201","望（夏日）"
"2","0","夏日音樂節會場","501363","117301","千歌（夏日）"
"4","0","夏日音樂節會場","501363","117401","紡希（夏日）"
"6","0","大江戶_診療室_正午","501380","117501","深月（大江戶）"
"4","0","大江戶_診療室_正午","501380","117601","雪（大江戶）"
"4","0","蘭德索爾_鬧區_萬聖節_夜晚","505035","117701","香織（萬聖節）"
"4","0","蘭德索爾_鬧區_萬聖節_夜晚","505035","117801","妮諾（萬聖節）"
"4","0","蘭德索爾_鬧區_萬聖節_夜晚","505035","117901","鈴奈（萬聖節）"
"4","0","蘭德索爾_王城附近_勤務室","501070","118001","克蕾琪塔"
"4","0","憤怒‧軍團據點","501040","118101","蘭法"
"4","0","憤怒‧軍團據點","501040","118201","美空"
"4","0","蘭德索爾_公務機關","500371","118501","花凜"
"4","0","美食殿堂_公會小屋","500360","118601","涅比亞"
"4","0","黑暗的據點","501450","119001","伊緒（黑暗）"
"4","0","黑暗的據點","501450","119101","空花（黑暗）"
"4","0","牧場_雪_白天","500863","119201","真陽（聖誕節）"
"4","0","蘭德索爾_鬧區_聖誕節","500036","119301","璃乃（聖誕節）"
"4","0","蘭德索爾_鬧區_聖誕節","500038","119901","宮子（聖誕節）"
"2","0","黑暗的據點","501450","120001","靜流（黑暗）"
"2","0","美食殿堂_公會小屋_外觀_新年","501480","120701","雪菲（新年）"
"3","0","參道_白天","500560","120801","流夏（新年）"
"4","0","古城","500260","120901","伊莉亞（新年）"
"3","0","美食殿堂 公會小屋","500361","121001","貪吃佩可（超載）"
"2","0","美食殿堂 公會小屋","500361","121101","凱留（超載）"
"3","0","拉比林斯的公會據點","500341","121201","拉比林斯達（超載）"
"2","0","牧場_溫泉設施_舞台","501510","121301","胡桃（舞台）"
"2","0","咲戀育幼院_物產展","500354","121401","美咲（舞台）"
"18","0","蘭德索爾_市中心_夜晚","500012","121501","步未（怪盜）"
"20","0","小巷子_夜晚","500892","121601","祈梨（怪盜）"
"2","0","船上甲板","500843","121901","杏奈（海盜）"
"20","0","船上甲板","500843","122001","忍（海盜）"
"20","0","露營場_中午","501590","122101","碧（露營）"
"2","0","露營場_中午","501590","122201","優花梨（露營）"
"4","0","普拉諾平原","500140","122301","班比"
"4","0","度假海灘_中午","501610","122401","日和（夏日）"
"2","0","度假海灘_中午","501610","122501","怜（夏日）"
"6","0","度假海灘_中午","501610","122601","優衣（夏日）"
"2","0","無人島","500285","122701","鏡華（夏日）"
"4","0","瑪爾傑海岸","500160","122801","禊（夏日）"
"4","0","瑪爾傑海岸","500160","122901","美美（夏日）"
"4","0","索爾之塔_庭園","500270","123001","愛梅斯"
"4","0","叢林_帳篷","500833","123101","真步（探險家）"
"4","0","密林","501850","123201","綾音（探險家）"
"4","0","憤怒‧軍團據點","501040","123301","涅婭"
"2","0","舞台_文化祭_白天","501870","123501","鈴（萬聖節）"
"2","0","蘭德索爾_鬧區_萬聖節_文化祭","501860","123601","智（萬聖節）"
"4","0","舞台_文化祭_白天","501870","123701","七七香（萬聖節）"
"2","0","神秘森林","500170","123801","克莉絲提娜（狂野）"
"2","0","蘭德索爾 王城入口","500090","123901","茉莉（狂野）"
"2","0","蘭德索爾_鬧區_聖誕節_白天","500036","124001","茜里（聖誕節）"
"2","0","蘭德索爾_鬧區_聖誕節_白天","500036","124101","依里（聖誕節）"
"2","0","蘭德索爾_鬧區_聖誕節_白天","500036","124201","純（聖誕節）"
"2","0","大江戶_溫泉旅館_客房_正午","501890","124501","帆稀（新年）"
"4","0","新年 神殿","500553","124601","美里（新年）"
"2","0","大江戶_溫泉旅館_客房_正午","501890","124701","深月（新年）"
"2","0","蘭德索爾_鬧區_祭典_白天","500033","124801","望（解放者）"
"4","0","蘭德索爾_鬧區_祭典_白天","500033","124901","嘉夜（解放者）"
"2","0","蘭德索爾_鬧區_祭典_白天","500033","125001","矛依未（解放者）"
"4","0","蘭德索爾_餐廳內_貓咪咖啡廳_白天","501950","125101","珠希（咖啡廳）"
"2","0","蘭德索爾_餐廳內_貓咪咖啡廳_白天","501950","125201","莫妮卡（咖啡廳）"
"2","0","平原_競技場_白天","501690","125301","可可蘿（遊俠）"
"20","0","平原_競技場_白天","501690","125401","栞（遊俠）"
"4","0","蘭德索爾_鬧區_祭典_白天","500033","125501","吉塔（術士）"
"4","0","蘭德索爾_鬧區_祭典_白天","500033","125601","碧卡拉"
"2","0","蘭德索爾_公務機關","500371","125701","花凜（鍊金術師）"
"2","0","吉歐‧提格尼亞_街道_白天","501670","125801","莉莉（墮落）"
"2","0","吉歐‧提格尼亞_街道_白天","501670","126001","可璃亞（墮落）"
"2","0","吉歐‧提格尼亞_街道_白天","501670","126101","普蕾西亞（墮落）"
"20","0","瀑布潭_晚上","501372","126201","伊莉亞（祭服）"
"4","0","蘭德索爾 公會小屋","500040","126301","雪（祭服）"
"4","0","吉歐‧提格尼亞_平原_白天","501660","126401","克蘿茜"
"4","0","吉歐‧提格尼亞_帕菲之城_王座之廳_白天","501720","126501","萊拉耶爾"
"2","0","海邊的店_夜晚","500692","126601","似似花（夏日）"
"4","0","祈願海岸","501030","126701","秋乃（夏日）"
"4","0","無人島","500280","126801","優花梨（夏日）"
"2","0","祈願海岸","501030","126901","蘭法（夏日）"
"4","0","瑪爾傑海岸_白天","500160","127001","空花（夏日）"
"4","0","瑪爾傑海岸_夜晚","500162","127101","忍（夏日）"
"2","0","安布羅斯魔法學園_屋頂_白天","502030","127201","凱留（插班生）"
"4","0","安布羅斯魔法學園_屋頂_白天","502030","127301","鈴奈（插班生）"
"2","0","沙漠之國的大馬路_白天","502060","127501","咲戀（薩拉薩利亞）"
"3","0","瀑布潭_白天","501370","127601","流夏（薩拉薩利亞）"
"20","0","吉歐‧提格尼亞_帕菲之城_大廳","501730","127701","琳德"
"4","0","吉歐‧提格尼亞_帕菲之城_大廳","501730","127801","烏爾姆"
"2","0","蘭德索爾_鬧區_聖誕節_白天","500036","127901","貪吃佩可（聖誕節）"
"2","0","蘭德索爾_鬧區_聖誕節_白天","500036","128001","克蕾琪塔（聖誕節）"
"4","0","暗巷_雪_白天","500893","128301","祈梨（新年）"
"4","0","蘭德索爾_鬧區_新年_白天","501470","128401","初音（新年）"
"18","0","蘭德索爾_鬧區_新年_白天","501470","128501","霞（新年）"
"2","0","普拉諾平原","500140","128701","日和（星素）"
"3","0","普拉諾平原","500140","128801","怜（星素）"
"2","0","普拉諾平原","500140","128901","優衣（星素）"
"2","0","花田","500510","129001","厄莉絲"
"2","0","墨丘利度假村_泳池區域_白天","502220","129301","優妮（冬日）"
"2","0","墨丘利度假村_泳池區域_白天","502220","129401","克蘿依（冬日）"
"2","0","墨丘利度假村_泳池區域_白天","502220","129501","琪愛兒（冬日）"
"2","0","吉歐‧格黑納_叢林_夜晚","502071","129601","安涅默涅"
"2","0","吉歐‧格黑納_鬼岩城塞_王座之廳_白天","502170","129701","涅妃‧涅羅"
"2","0","平原_白天","501680","129801","真琴（指揮官）"
"4","0","蘭德索爾 鬧區","500030","129901","惠理子（指揮官）"
"3","0","蠻賊貪鯊號_室內_居住區","501760","130001","倭"
"4","0","蠻賊貪鯊號_室內_居住區","501760","130101","若菜"
"4","0","蠻賊貪鯊號_室內_居住區","501760","130201","布武機"
"20","0","蘭德索爾_郊外","500020","130701","鏡華（春日）"
"2","0","咲戀育幼院_庭院","500351","130801","鈴莓（春日）"
"4","0","大夢想樂園_入口_白天","502270","130901","庫露露"
"2","0","大夢想樂園_園內_白天","502280","131001","真步（夢想樂園）"
"3","0","祈願海岸","501030","131101","涅婭（夏日）"
"4","0","海邊的店_白天","500690","131201","美空（夏日）"
"2","0","海邊_遮陽傘_白天","500163","131601","莉莉（夏日）"
"4","0","瑪爾傑海岸_白天","500160","131701","愛梅斯（夏日）"
"2","0","無人島","500285","131801","帆稀（夏日）"
"2","0","祈願海岸","501030","131901","愛蜜莉雅（夏日）"
"2","0","瑪爾傑海岸_白天","500160","132001","艾姬多娜（夏日）"
"2","0","瑪爾傑海岸_白天","500160","132101","雷姆（夏日）"
"4","0","阿爾克絲鍊金堂_工作室_中午","502360","132201","望（鍊金術師）"
"2","0","阿爾克絲鍊金堂_工作室_中午","502360","132301","露易絲瑪莉"
"4","0","阿爾克絲鍊金堂_工作室_中午","502360","132401","彩羽"
"2","0","阿爾克絲鍊金堂_店內_白天","502370","132501","苑"
"4","0","蘭德索爾_鬧區_聖誕節_夜晚","500038","132801","萊拉耶爾（聖誕節）"
"2","0","蘭德索爾_鬧區_聖誕節_夜晚","500038","132901","伊緒（聖誕節）"
"4","0","吉歐‧尼布爾黑爾_遺灰沙漠","502290","133001","格蕾斯"
"2","0","吉歐‧尼布爾黑爾_巨鯨城_大廳","502460","133101","薇歐莉特"
"4","0","蘭德索爾_鬧區_新年_白天","501470","133201","莫妮卡（新年）"
"2","0","蘭德索爾_鬧區_新年_白天","501470","133501","咲戀（新年）"
"2","0","咲戀育幼院_大廳_白天","500110","133601","梅杜莎"
"2","0","拉比林斯的公會據點","500341","133701","拉比林斯達（始源）"
"2","0","古城","500260","133801","似似花（始源）"
"4","0","蘭德索爾_鬧區_祭典_損壞_白天","500780","133901","克莉絲提娜（始源）"
"2","0","埃斯特雷拉街道","500130","134001","菲歐"
"2","0","可可蘿的故鄉_夜晚","501202","134301","蘭法（祭服）"
"2","0","可可蘿的故鄉_神廟裡_白天","501220","134401","千歌（祭服）"
"4","0","吉歐‧提格尼亞_街道_白天","501670","134501","克蘿茜（航空）"
"2","0","普拉諾平原","500140","134601","碧（駕駛員）"
"2","0","吉歐‧格黑納_平原_白天","502080","134701","鳳凰"
"4","0","吉歐‧格黑納_叢林_白天","502070","134801","紡希（吉歐‧格黑納）"
"4","0","吉歐‧格黑納_鬼岩要塞_居住區_白天","502110","134901","華音"
"2","0","祈願海岸","501030","135001","厄莉絲（夏日）"
"2","0","祈願海岸","501030","135101","雪菲（夏日）"
"2","0","海邊的店_白天","500690","135201","普蕾西亞（夏日）"
"4","0","祈願海岸","501030","135301","可璃亞（夏日）"
"2","0","祈願海岸","501030","135401","安涅默涅（夏日）"
"2","0","薩拉薩利亞_中央大馬路_白天","502650","135501","埃拉"
"2","0","東國_城鎮_大馬路_白天","502630","135601","志那都"
"4","0","薩拉薩利亞_中央廣場_白天","502520","135701","日和（薩拉薩利亞）"
"4","0","吉歐‧尼布爾黑爾_久遠冰河","502420","135801","雪野"
"2","0","吉歐‧尼布爾黑爾_夜叉山巔_鬼族村莊","502640","135901","剎鬼"
"2","0","吉歐‧格黑納_平原_白天","502080","136001","阿剌克涅"
"4","0","蘭德索爾 鬧區","500030","136101","櫻"
"4","0","吉歐‧格黑納_鬼岩要塞_居住區_白天","502110","136201","拿娜"
"4","0","蘭德索爾_貴族街_聖誕節_夜晚","500945","136301","美空（聖誕節）"
"2","0","蘭德索爾_鬧區_聖誕節_白天","500036","136401","優衣（聖誕節）"
"2","0","東國_城鎮_大馬路_白天","502630","136501","靜流（新年）"
"4","0","祈願海岸","501030","137101","妮諾（夏日）"
"2","0","魔族的城鎮_儀式場_中午","501990","137401","霞（修女）"
"20","0","可可蘿的故鄉_夜晚","501202","137601","可可蘿（嚮導幼君）"
"2","0","東國_城鎮_大馬路_白天","502630","137901","璃乃（新年）"
"4","0","吉歐‧尼布爾黑爾_巨鯨城_大廳","502460","138001","薇歐莉特（黃泉鯨命）"
"4","0","吉歐‧提格尼亞_帕菲之城_王座之廳_白天","501720","138101","萊拉耶爾（完美帕菲）"
"2","0","吉歐‧格黑納_鬼岩城塞_王座之廳_白天","502170","138201","涅妃‧涅羅（鬼面佛心）"
"2","0","蘭德索爾王城_王座之廳","500100","138301","貪吃佩可（阿斯特賴亞）"
"4","0","墨丘利度假村_泳池區域_白天","502220","138701","若菜（冬日）"
"20","0","墨丘利度假村_泳池區域_白天","502220","138801","栞（冬日）"
"4","0","精靈之森","500190","138901","格蕾斯（兔女郎）"
"4","0","吉歐‧尼布爾黑爾_巨鯨城_大廳","502460","139001","鏡華（哥德）"
"2","0","普拉諾平原","500140","139101","凱留（霸瞳天星）"
"2","0","埃斯特雷拉街道","500130","180101","日和（公主）"
"4","0","埃斯特雷拉街道","500130","180201","優衣（公主）"
"3","0","埃斯特雷拉街道","500130","180301","怜（公主）"
"4","0","埃斯特雷拉街道","500130","180401","貪吃佩可（公主）"
"2","0","埃斯特雷拉街道","500130","180501","可可蘿（公主）"
"18","0","埃斯特雷拉街道","500130","180601","凱留（公主）"
"2","0","瀑布潭_白天","501370","180701","初音＆栞"
"2","0","精靈之森_祕密基地","500194","180801","禊＆美美＆鏡華"
"2","0","普拉諾平原","500140","180901","秋乃＆咲戀"
"2","0","山腰_白天","500213","181001","安＆古蕾婭"
"2","0","蘭德索爾 市中心_白天","500010","181101","靜流＆璃乃"
"2","0","埃斯特雷拉街道","500130","181201","雪菲（公主）"
