631e35e269649bd5a9b1d221c35ca4d9b4c94035f89e78a8bf0dd8587f1eaa6c,9fb283816b3a77311198ea734bd6e1a77d30bb19cf4fceee5c0488237e1d097a,8e59e72612fb0703e8cd664f7e317d1dc84786e3892a5d148dabb76292504c22,bbf2c1c04f38f54cff6d5b152b2b100475cbf2c049f69e7c30d0e5ecf8279f19,d126b850cd0e242c3cfd68114a0e9a0bd024da12aaf682d84593b1aa7c12ca88,21e38a7950a8a1eae72b02e868636058f50fff00f2711c15bd0b764d711deeaa,76335a37c9a36a9d2a81708fca26ce59974787a534f88cf240683da41d1fa9a0,8db21eb9e013fe4cd95a4422b30fdb8799551e5ff74e84bfb4b373ed0362f1db,041133faf84d49f184c72d3036355c5ce4650055b4d26be5565c516866a5daca,2e45eeaa604fa6c22e0aa1521034b708e560a7a296bbb7a0c580db65ef40ee4d,cbd0b8d31d02826c20782791dfae45835fe9b917a769ef5b7dfa5ff6fec45fcf,e2668de34219bc2d6bc66c9545dc81c3571e42d345715662378ac2c834a6f9ac,a5926108cac622c192d7eab11a6f1aacdb59b79daf23cfb55d9ea11b7eef3eea,d3e050bc4ba3df51719981136055d38897926c7be53306c35b795fc172f9d6c7,61ac974e5d3fbff313e87e4ffa1b6a1a3ec4996b6e0452e1716301e4dade1174,717228cb95506f8aa007d78cd8bf6473778835d752c69072a0727430484fee8e,cec04e38cfa78e2ce71c30957e8011a04b3ec448323b5b851de17d65c6e9ce53,df5bfa44e900023c7ecf5190ae2eb69e19b6e9a56f6cf9c0bdacefe2d09a6ec2,2d80980fec5779acea68bc29dcab45bbc96a40cb66fded8a3824e7f31da7a250,5d504b3e9baf5f0be38f30fa26d495b1cbb0b5505274658b35df5551adc9e8d7,ad01f6e6d52d7b3f916b594d3d99a548f029d2ea51d84a650be26b1dc3091df0,ca633b05efe3d30d6e6340ac68451e15ce7921d27465127c32d23af38229b6f0,048161c357142a1c4ccb84d1bba3135670d9548115bc854d3bd0b45c581d6149,10c331fad66001e90a18252172b9160428ab9cea38c970679321c58c4bc0958a,db9fab1f14d2920b3ddf882569f444dd4042860bea3a9ed2eac93277040baca0,5571411acdd4207df312b4444e2d4289e2f6ba8b4bb980dac16831e6cd4ad0a5,418d9b528441dd710af4021a28d6e36c7fb97bf35792cb360f060e966a204a74,4db4af6e1f4f5720a1db24cc9d16f033fe2cfcc84046191f66a9afa2fbef43f8,2777c6b2a39eea27fd5c3eca5f378e2b8d5484e5098fde98f35424917bd5053d,133829278a73788921449df70f25984e61544291241f0b2165540e84d4e78e9a,2ce5cc346ff9aa6e01bb10d6b0b09dd8388cafb09e813b978e12a4fdfb312e47,f758d3facceb605c816030be64b18ca562aae5fdeb0b3f0242dc66d443802354,ab680a85d4889db85e73f07245d81c7f87d093a032544b91e2b9914288a42e1e,6b4a740ce4356fe783b3b1a8d737fb2c14e4180e49eb3a96e847675551083d41,2735b9a613f81a1376ff0296d782ba2a1fdf57c9e49e7aee07ad62397d82b1ac,5d32a44720f4b7dc0f56f75dc9c729b0afc323a97808946ecdf9adc82b6b3efa,22f2515707fb7aa9ab36a858701b55ff4b4b9536d96d4362a9a16d7d9e9237a3,829100072d0295a8164c43abbcaef3f31a09be4053d19878c8a0940eaf3fe271,a38b2380086aa833ac972779fa4be41a60e8cb7fd8c37891576107fae574dd4f,46ee90fa070c22ae6e2d6d5f80f46c557e48af3b7f7431d61f4a6de7f499eb00
"186","0","0","10","20","20","20","30","0","20","1","0","20","20","13","10","0","20","1563","16","20","20","1","20","0","620010020","0","20","20","200100","20","1","20","0","0","20","20","200000006","0","20"
"206","0","0","10","21","21","21","30","0","21","1","0","21","21","15","10","0","21","1784","18","21","21","1","21","0","620010021","0","21","21","200100","21","1","21","0","0","21","21","200000006","0","21"
"225","0","0","10","22","22","22","30","0","22","1","0","22","22","17","10","0","22","2005","20","22","22","1","22","0","620010022","0","22","22","200100","22","1","22","0","0","22","22","200000006","0","22"
"245","0","0","10","23","23","23","30","0","23","1","0","23","23","18","10","0","23","2225","21","23","23","1","23","0","620010023","0","23","23","200100","23","1","23","0","0","23","23","200000006","0","23"
"264","0","0","10","24","24","24","30","0","24","1","0","24","24","20","10","0","24","2446","23","24","24","1","24","0","620010024","0","24","24","200100","24","1","24","0","0","24","24","200000006","0","24"
"267","0","0","10","25","25","25","30","0","25","1","0","25","25","21","10","0","25","2701","24","25","25","1","25","0","620010025","0","25","25","200100","25","1","25","0","0","25","25","200000006","0","25"
"269","0","0","10","26","26","26","30","0","26","1","0","26","26","21","10","0","26","2956","24","26","26","1","26","0","620010026","0","26","26","200100","26","1","26","0","0","26","26","200000006","0","26"
"289","0","0","10","27","27","27","30","0","27","1","0","27","27","21","10","0","27","3211","24","27","27","1","27","0","620010027","0","27","27","200100","27","1","27","0","0","27","27","200000006","0","27"
"309","0","0","10","28","28","28","30","0","28","1","0","28","28","21","10","0","28","3466","25","28","28","1","28","0","620010028","0","28","28","200100","28","1","28","0","0","28","28","200000006","0","28"
"330","0","0","10","29","29","29","30","0","29","1","0","29","29","22","10","0","29","3721","25","29","29","1","29","0","620010029","0","29","29","200100","29","1","29","0","0","29","29","200000006","0","29"
"350","0","0","10","30","30","30","30","0","30","1","0","30","30","22","10","0","30","3976","25","30","30","1","30","0","620010030","0","30","30","200100","30","1","30","0","0","30","30","200000006","0","30"
"370","0","0","10","31","31","31","30","0","31","1","0","31","31","22","10","0","31","4232","26","31","31","1","31","0","620010031","0","31","31","200100","31","1","31","0","0","31","31","200000006","0","31"
"390","0","0","10","32","32","32","30","0","32","1","0","32","32","22","10","0","32","4487","26","32","32","1","32","0","620010032","0","32","32","200100","32","1","32","0","0","32","32","200000006","0","32"
"410","0","0","10","33","33","33","30","0","33","1","0","33","33","22","10","0","33","4742","26","33","33","1","33","0","620010033","0","33","33","200100","33","1","33","0","0","33","33","200000006","0","33"
"431","0","0","10","34","34","34","30","0","34","1","0","34","34","23","10","0","34","4997","26","34","34","1","34","0","620010034","0","34","34","200100","34","1","34","0","0","34","34","200000006","0","34"
"451","0","0","10","35","35","35","30","0","35","1","0","35","35","23","10","0","35","5252","27","35","35","1","35","0","620010035","0","35","35","200100","35","1","35","0","0","35","35","200000006","0","35"
"471","0","0","10","36","36","36","30","0","36","1","0","36","36","23","10","0","36","5507","27","36","36","1","36","0","620010036","0","36","36","200100","36","1","36","0","0","36","36","200000006","0","36"
"516","0","0","10","37","37","37","30","0","37","1","0","37","37","27","10","0","37","5667","31","37","37","1","37","0","620010037","0","37","37","200100","37","1","37","0","0","37","37","200000006","0","37"
"562","0","0","10","38","38","38","30","0","38","1","0","38","38","31","10","0","38","5826","35","38","38","1","38","0","620010038","0","38","38","200100","38","1","38","0","0","38","38","200000006","0","38"
"607","0","0","10","39","39","39","30","0","39","1","0","39","39","35","10","0","39","5986","39","39","39","1","39","0","620010039","0","39","39","200100","39","1","39","0","0","39","39","200000006","0","39"
"712","0","0","10","40","40","40","30","0","40","1","0","40","40","36","10","0","40","7437","40","40","40","1","40","0","620010040","0","40","40","200100","40","1","40","0","0","40","40","200000006","0","40"
"816","0","0","10","41","41","41","30","0","41","1","0","41","41","36","10","0","41","8888","40","41","41","1","41","0","620010041","0","41","41","200100","41","1","41","0","0","41","41","200000006","0","41"
"913","0","0","10","42","42","42","30","0","42","1","0","42","42","36","10","0","42","9321","41","42","42","1","42","0","620010042","0","42","42","200100","42","1","42","0","0","42","42","200000006","0","42"
"1010","0","0","10","43","43","43","30","0","43","1","0","43","43","36","10","0","43","9754","41","43","43","1","43","0","620010043","0","43","43","200100","43","1","43","0","0","43","43","200000006","0","43"
"1079","0","0","10","44","44","44","30","0","44","1","0","44","44","38","10","0","44","10008","45","44","44","1","44","0","620010044","0","44","44","200100","44","1","44","0","0","44","44","200000006","0","44"
"1148","0","0","10","45","45","45","30","0","45","1","0","45","45","41","10","0","45","10263","49","45","45","1","45","0","620010045","0","45","45","200100","45","1","45","0","0","45","45","200000006","0","45"
"1217","0","0","10","46","46","46","30","0","46","1","0","46","46","43","10","0","46","10517","53","46","46","1","46","0","620010046","0","46","46","200100","46","1","46","0","0","46","46","200000006","0","46"
"1286","0","0","10","47","47","47","30","0","47","1","0","47","47","45","10","0","47","10771","57","47","47","1","47","0","620010047","0","47","47","200100","47","1","47","0","0","47","47","200000006","0","47"
"1355","0","0","10","48","48","48","30","0","48","1","0","48","48","48","10","0","48","11026","61","48","48","1","48","0","620010048","0","48","48","200100","48","1","48","0","0","48","48","200000006","0","48"
"1424","0","0","10","49","49","49","30","0","49","1","0","49","49","50","10","0","49","11280","65","49","49","1","49","0","620010049","0","49","49","200100","49","1","49","0","0","49","49","200000006","0","49"
"1493","0","0","10","50","50","50","30","0","50","1","0","50","50","52","10","0","50","11534","69","50","50","1","50","0","620010050","0","50","50","200100","50","1","50","0","0","50","50","200000006","0","50"
"1562","0","0","10","51","51","51","30","0","51","1","0","51","51","55","10","0","51","11789","73","51","51","1","51","0","620010051","0","51","51","200100","51","1","51","0","0","51","51","200000006","0","51"
"1632","0","0","10","52","52","52","30","0","52","1","0","52","52","57","10","0","52","12043","77","52","52","1","52","0","620010052","0","52","52","200100","52","1","52","0","0","52","52","200000006","0","52"
"1701","0","0","10","53","53","53","30","0","53","1","0","53","53","59","10","0","53","12297","81","53","53","1","53","0","620010053","0","53","53","200100","53","1","53","0","0","53","53","200000006","0","53"
"1770","0","0","10","54","54","54","30","0","54","1","0","54","54","62","10","0","54","12552","85","54","54","1","54","0","620010054","0","54","54","200100","54","1","54","0","0","54","54","200000006","0","54"
"1839","0","0","10","55","55","55","30","0","55","1","0","55","55","64","10","0","55","12806","89","55","55","1","55","0","620010055","0","55","55","200100","55","1","55","0","0","55","55","200000006","0","55"
"1908","0","0","10","56","56","56","30","0","56","1","0","56","56","66","10","0","56","13060","93","56","56","1","56","0","620010056","0","56","56","200100","56","1","56","0","0","56","56","200000006","0","56"
"1977","0","0","10","57","57","57","30","0","57","1","0","57","57","69","10","0","57","13315","97","57","57","1","57","0","620010057","0","57","57","200100","57","1","57","0","0","57","57","200000006","0","57"
"2046","0","0","10","58","58","58","30","0","58","1","0","58","58","71","10","0","58","13569","101","58","58","1","58","0","620010058","0","58","58","200100","58","1","58","0","0","58","58","200000006","0","58"
"2115","0","0","10","59","59","59","30","0","59","1","0","59","59","73","10","0","59","13823","105","59","59","1","59","0","620010059","0","59","59","200100","59","1","59","0","0","59","59","200000006","0","59"
"2184","0","0","10","60","60","60","30","0","60","1","0","60","60","76","10","0","60","14078","109","60","60","1","60","0","620010060","0","60","60","200100","60","1","60","0","0","60","60","200000006","0","60"
"2253","0","0","10","61","61","61","30","0","61","1","0","61","61","78","10","0","61","14332","113","61","61","1","61","0","620010061","0","61","61","200100","61","1","61","0","0","61","61","200000006","0","61"
"2280","0","0","10","62","62","62","30","0","62","1","0","62","62","79","10","0","62","15514","113","62","62","1","62","0","620010062","0","62","62","200100","62","1","62","0","0","62","62","200000006","0","62"
"2306","0","0","10","63","63","63","30","0","63","1","0","63","63","79","10","0","63","16696","114","63","63","1","63","0","620010063","0","63","63","200100","63","1","63","0","0","63","63","200000006","0","63"
"2333","0","0","10","64","64","64","30","0","64","1","0","64","64","80","10","0","64","17878","114","64","64","1","64","0","620010064","0","64","64","200100","64","1","64","0","0","64","64","200000006","0","64"
"2359","0","0","10","65","65","65","30","0","65","1","0","65","65","81","10","0","65","19060","114","65","65","1","65","0","620010065","0","65","65","200100","65","1","65","0","0","65","65","200000006","0","65"
"2386","0","0","10","66","66","66","30","0","66","1","0","66","66","82","10","0","66","20242","115","66","66","1","66","0","620010066","0","66","66","200100","66","1","66","0","0","66","66","200000006","0","66"
"2412","0","0","10","67","67","67","30","0","67","1","0","67","67","82","10","0","67","21425","115","67","67","1","67","0","620010067","0","67","67","200100","67","1","67","0","0","67","67","200000006","0","67"
"2439","0","0","10","68","68","68","30","0","68","1","0","68","68","83","10","0","68","22607","115","68","68","1","68","0","620010068","0","68","68","200100","68","1","68","0","0","68","68","200000006","0","68"
"2466","0","0","10","69","69","69","30","0","69","1","0","69","69","84","10","0","69","23789","116","69","69","1","69","0","620010069","0","69","69","200100","69","1","69","0","0","69","69","200000006","0","69"
"2492","0","0","10","70","70","70","30","0","70","1","0","70","70","85","10","0","70","24971","116","70","70","1","70","0","620010070","0","70","70","200100","70","1","70","0","0","70","70","200000006","0","70"
"2519","0","0","10","71","71","71","30","0","71","1","0","71","71","85","10","0","71","26153","116","71","71","1","71","0","620010071","0","71","71","200100","71","1","71","0","0","71","71","200000006","0","71"
"108","0","0","10","1","1","1","30","0","1","1","0","1","1","10","10","0","1","924","8","1","1","1","1","0","620020001","0","1","1","200200","1","1","1","0","0","1","1","200000001","0","1"
"111","0","0","10","2","2","2","30","0","2","1","0","2","2","10","10","0","2","927","8","2","2","1","2","0","620020002","0","2","2","200200","2","1","2","0","0","2","2","200000001","0","2"
"114","0","0","10","3","3","3","30","0","3","1","0","3","3","10","10","0","3","930","8","3","3","1","3","0","620020003","0","3","3","200200","3","1","3","0","0","3","3","200000001","0","3"
"117","0","0","10","4","4","4","30","0","4","1","0","4","4","11","10","0","4","933","9","4","4","1","4","0","620020004","0","4","4","200200","4","1","4","0","0","4","4","200000001","0","4"
"120","0","0","10","5","5","5","30","0","5","1","0","5","5","11","10","0","5","936","9","5","5","1","5","0","620020005","0","5","5","200200","5","1","5","0","0","5","5","200000001","0","5"
"123","0","0","10","6","6","6","30","0","6","1","0","6","6","11","10","0","6","939","9","6","6","1","6","0","620020006","0","6","6","200200","6","1","6","0","0","6","6","200000001","0","6"
"126","0","0","10","7","7","7","30","0","7","1","0","7","7","12","10","0","7","942","10","7","7","1","7","0","620020007","0","7","7","200200","7","1","7","0","0","7","7","200000001","0","7"
"129","0","0","10","8","8","8","30","0","8","1","0","8","8","12","10","0","8","945","10","8","8","1","8","0","620020008","0","8","8","200200","8","1","8","0","0","8","8","200000001","0","8"
"132","0","0","10","9","9","9","30","0","9","1","0","9","9","12","10","0","9","948","10","9","9","1","9","0","620020009","0","9","9","200200","9","1","9","0","0","9","9","200000001","0","9"
"135","0","0","10","10","10","10","30","0","10","1","0","10","10","13","10","0","10","951","11","10","10","1","10","0","620020010","0","10","10","200200","10","1","10","0","0","10","10","200000001","0","10"
"138","0","0","10","11","11","11","30","0","11","1","0","11","11","13","10","0","11","954","11","11","11","1","11","0","620020011","0","11","11","200200","11","1","11","0","0","11","11","200000001","0","11"
"141","0","0","10","12","12","12","30","0","12","1","0","12","12","13","10","0","12","957","11","12","12","1","12","0","620020012","0","12","12","200200","12","1","12","0","0","12","12","200000001","0","12"
"144","0","0","10","13","13","13","30","0","13","1","0","13","13","14","10","0","13","960","12","13","13","1","13","0","620020013","0","13","13","200200","13","1","13","0","0","13","13","200000001","0","13"
"147","0","0","10","14","14","14","30","0","14","1","0","14","14","14","10","0","14","963","12","14","14","1","14","0","620020014","0","14","14","200200","14","1","14","0","0","14","14","200000001","0","14"
"151","0","0","10","15","15","15","30","0","15","1","0","15","15","15","10","0","15","966","13","15","15","1","15","0","620020015","0","15","15","200200","15","1","15","0","0","15","15","200000001","0","15"
"175","0","0","10","16","16","16","30","0","16","1","0","16","16","15","10","0","16","1322","13","16","16","1","16","0","620020016","0","16","16","200200","16","1","16","0","0","16","16","200000001","0","16"
"199","0","0","10","17","17","17","30","0","17","1","0","17","17","15","10","0","17","1678","13","17","17","1","17","0","620020017","0","17","17","200200","17","1","17","0","0","17","17","200000001","0","17"
"207","0","0","10","18","18","18","30","0","18","1","0","18","18","15","10","0","18","1884","13","18","18","1","18","0","620020018","0","18","18","200200","18","1","18","0","0","18","18","200000001","0","18"
"215","0","0","10","19","19","19","30","0","19","1","0","19","19","16","10","0","19","2090","14","19","19","1","19","0","620020019","0","19","19","200200","19","1","19","0","0","19","19","200000001","0","19"
"223","0","0","10","20","20","20","30","0","20","1","0","20","20","16","10","0","20","2296","14","20","20","1","20","0","620020020","0","20","20","200200","20","1","20","0","0","20","20","200000001","0","20"
"237","0","0","10","21","21","21","30","0","21","1","0","21","21","17","10","0","21","2377","14","21","21","1","21","0","620020021","0","21","21","200200","21","1","21","0","0","21","21","200000001","0","21"
"251","0","0","10","22","22","22","30","0","22","1","0","22","22","17","10","0","22","2458","14","22","22","1","22","0","620020022","0","22","22","200200","22","1","22","0","0","22","22","200000001","0","22"
"251","0","0","10","23","23","23","30","0","23","1","0","23","23","17","10","0","23","2658","14","23","23","1","23","0","620020023","0","23","23","200200","23","1","23","0","0","23","23","200000001","0","23"
"268","0","0","10","24","24","24","30","0","24","1","0","24","24","19","10","0","24","2829","16","24","24","1","24","0","620020024","0","24","24","200200","24","1","24","0","0","24","24","200000001","0","24"
"285","0","0","10","25","25","25","30","0","25","1","0","25","25","21","10","0","25","2999","18","25","25","1","25","0","620020025","0","25","25","200200","25","1","25","0","0","25","25","200000001","0","25"
"302","0","0","10","26","26","26","30","0","26","1","0","26","26","24","10","0","26","3170","19","26","26","1","26","0","620020026","0","26","26","200200","26","1","26","0","0","26","26","200000001","0","26"
"319","0","0","10","27","27","27","30","0","27","1","0","27","27","26","10","0","27","3340","21","27","27","1","27","0","620020027","0","27","27","200200","27","1","27","0","0","27","27","200000001","0","27"
"336","0","0","10","28","28","28","30","0","28","1","0","28","28","28","10","0","28","3511","23","28","28","1","28","0","620020028","0","28","28","200200","28","1","28","0","0","28","28","200000001","0","28"
"380","0","0","10","29","29","29","30","0","29","1","0","29","29","29","10","0","29","4632","23","29","29","1","29","0","620020029","0","29","29","200200","29","1","29","0","0","29","29","200000001","0","29"
"412","0","0","10","30","30","30","30","0","30","1","0","30","30","29","10","0","30","4717","23","30","30","1","30","0","620020030","0","30","30","200200","30","1","30","0","0","30","30","200000001","0","30"
"443","0","0","10","31","31","31","30","0","31","1","0","31","31","28","10","0","31","4802","23","31","31","1","31","0","620020031","0","31","31","200200","31","1","31","0","0","31","31","200000001","0","31"
"432","0","0","10","32","32","32","30","0","32","1","0","32","32","28","10","0","32","4887","23","32","32","1","32","0","620020032","0","32","32","200200","32","1","32","0","0","32","32","200000001","0","32"
"420","0","0","10","33","33","33","30","0","33","1","0","33","33","28","10","0","33","4972","23","33","33","1","33","0","620020033","0","33","33","200200","33","1","33","0","0","33","33","200000001","0","33"
"499","0","0","10","34","34","34","30","0","34","1","0","34","34","28","10","0","34","5985","24","34","34","1","34","0","620020034","0","34","34","200200","34","1","34","0","0","34","34","200000001","0","34"
"525","0","0","10","35","35","35","30","0","35","1","0","35","35","32","10","0","35","6241","27","35","35","1","35","0","620020035","0","35","35","200200","35","1","35","0","0","35","35","200000001","0","35"
"550","0","0","10","36","36","36","30","0","36","1","0","36","36","36","10","0","36","6497","30","36","36","1","36","0","620020036","0","36","36","200200","36","1","36","0","0","36","36","200000001","0","36"
"576","0","0","10","37","37","37","30","0","37","1","0","37","37","39","10","0","37","6752","32","37","37","1","37","0","620020037","0","37","37","200200","37","1","37","0","0","37","37","200000001","0","37"
"601","0","0","10","38","38","38","30","0","38","1","0","38","38","43","10","0","38","7008","35","38","38","1","38","0","620020038","0","38","38","200200","38","1","38","0","0","38","38","200000001","0","38"
"671","0","0","10","39","39","39","30","0","39","1","0","39","39","42","10","0","39","7387","33","39","39","1","39","0","620020039","0","39","39","200200","39","1","39","0","0","39","39","200000001","0","39"
"679","0","0","10","40","40","40","30","0","40","1","0","40","40","44","10","0","40","8119","35","40","40","1","40","0","620020040","0","40","40","200200","40","1","40","0","0","40","40","200000001","0","40"
"729","0","0","10","41","41","41","30","0","41","1","0","41","41","46","10","0","41","9635","37","41","41","1","41","0","620020041","0","41","41","200200","41","1","41","0","0","41","41","200000001","0","41"
"778","0","0","10","42","42","42","30","0","42","1","0","42","42","47","10","0","42","11151","38","42","42","1","42","0","620020042","0","42","42","200200","42","1","42","0","0","42","42","200000001","0","42"
"790","0","0","10","43","43","43","30","0","43","1","0","43","43","47","10","0","43","11476","38","43","43","1","43","0","620020043","0","43","43","200200","43","1","43","0","0","43","43","200000001","0","43"
"802","0","0","10","44","44","44","30","0","44","1","0","44","44","47","10","0","44","11802","39","44","44","1","44","0","620020044","0","44","44","200200","44","1","44","0","0","44","44","200000001","0","44"
"814","0","0","10","45","45","45","30","0","45","1","0","45","45","47","10","0","45","12127","39","45","45","1","45","0","620020045","0","45","45","200200","45","1","45","0","0","45","45","200000001","0","45"
"971","0","0","10","46","46","46","30","0","46","1","0","46","46","48","10","0","46","13833","40","46","46","1","46","0","620020046","0","46","46","200200","46","1","46","0","0","46","46","200000001","0","46"
"1128","0","0","10","47","47","47","30","0","47","1","0","47","47","49","10","0","47","15539","40","47","47","1","47","0","620020047","0","47","47","200200","47","1","47","0","0","47","47","200000001","0","47"
"1284","0","0","10","48","48","48","30","0","48","1","0","48","48","50","10","0","48","17245","41","48","48","1","48","0","620020048","0","48","48","200200","48","1","48","0","0","48","48","200000001","0","48"
