5cc7dbca28381ace4ab44135c75ef873fdc73daabfe4e3734d6a66325b1c3653,b481892aa924404566fcd7da80623daf0183708558a90a2fff68523ea328deb4,3ee91d97adc28c35772fd125efc6c71c9e1c5b73a73ceb4a00d1c3b49edea106,4f33c91895dfc35e2c6a48de28987d10a69af43db59efb4a0f0bc64518703ff8,4f9536d11dc90d590ab3ceed2730d5f8dc3b33305d560d8cb9e6794433839f5c,c6595d6169c3602fa4bab207899b3d0b83cdb3de2b133f93b9236a7fcdb89ed9,9a80f16ba6545c4f54356e2a2a3653e08bf26603a24b01a29e0ff847d8b57206,0b29d20bb77c857149730937b450b94804db65930b9149823e900ef0b0d153ed,cab8c4ac4a19180407e968f3f283c6e455d7ebc006fcce331bd6bf4dce2a269d,daf51a20150e34cebe2dc8cf9394a7bd42f44e97f7e0d5ed0431195bb5a012b5,89ea19f0205719a95cb20a0ec23af9aeea5ec6d5c64f788f19ad502e90a2840c,73310379b5ba8f6c62f45350779c649c2cf7f61d11e176cb69aab3ee8ccf5604,2eaeefe75bf564085e3a9dcee0a93aed3f6e285d343b5211ccb41bcf18ebad43,663f395300c99d0133777b80775c044b86c36847bc2f31114f66ab9db352cd05,3d84c94a6d6c8993c43eed75cf11cee5df077856f740b98f538be98781bab5f0
"99001019","1","99001019","660016301","打倒 1 隻奄美魔物（VERY HARD限定）","8010","1004512","0","2019/12/02 16:00:00","601","20016","0","9001","2030/04/01 14:59:59","1"
"99001020","1","99001020","610045401","打倒 1 隻奄美魔物（SPECIAL限定）","6011","1004513","0","2019/12/02 16:00:00","601","10045","0","9001","2030/04/01 14:59:59","1"
"99001021","1","99001021","0","在香織的靈魂式空手道場累計獲得 300000 分","6001","14","0","2029/12/02 16:00:00","601","10021","0","0","2030/04/01 14:59:59","1"
"99001022","1","99001022","0","在香織的靈魂式空手道場EXTRA一次獲得 70000 分","6001","15","0","2029/12/02 16:00:00","601","10021","0","0","2030/04/01 14:59:59","1"
"99001023","1","99001023","660017101","打倒 1 隻劇毒曼德拉草（NORMAL限定）","6006","1004710","0","2020/01/02 16:00:00","601","20017","0","9001","2030/04/01 14:59:59","1"
"99001024","1","99001024","660017201","打倒 1 隻劇毒曼德拉草（HARD限定）","6007","1004711","0","2020/01/02 16:00:00","601","20017","0","9001","2030/04/01 14:59:59","1"
"99001025","1","99001025","660017301","打倒 1 隻劇毒曼德拉草（VERY HARD限定）","6010","1004712","0","2020/01/02 16:00:00","601","20017","0","9001","2030/04/01 14:59:59","1"
"99001026","1","99001026","610047401","打倒 1 隻劇毒曼德拉草（SPECIAL限定）","6011","1004713","0","2020/01/02 16:00:00","601","10047","0","9001","2030/04/01 14:59:59","1"
"99001027","1","99001027","660018101","打倒 1 隻幻影男爵（NORMAL限定）","6006","1004910","0","2020/02/04 16:00:00","601","20018","0","9001","2030/04/01 14:59:59","1"
"99001028","1","99001028","660018201","打倒 1 隻幻影男爵（HARD限定）","6007","1004911","0","2020/02/04 16:00:00","601","20018","0","9001","2030/04/01 14:59:59","1"
"99001029","1","99001029","660018301","打倒 1 隻幻影男爵（VERY HARD限定）","6010","1004912","0","2020/02/04 16:00:00","601","20018","0","9001","2030/04/01 14:59:59","1"
"99001030","1","99001030","610049401","打倒 1 隻幻影男爵（SPECIAL限定）","6011","1004913","0","2020/02/04 16:00:00","601","10049","0","9001","2030/04/01 14:59:59","1"
"99001031","1","99001031","660019101","打倒 1 隻似龍生物（NORMAL限定）","6006","1005110","0","2020/03/02 16:00:00","601","20019","0","9001","2030/04/01 14:59:59","1"
"99001032","1","99001032","660019201","打倒 1 隻似龍生物（HARD限定）","6007","1005111","0","2020/03/02 16:00:00","601","20019","0","9001","2030/04/01 14:59:59","1"
"99001033","1","99001033","660019301","打倒 1 隻似龍生物（VERY HARD限定）","6010","1005112","0","2020/03/02 16:00:00","601","20019","0","9001","2030/04/01 14:59:59","1"
"99001034","1","99001034","610051401","打倒 1 隻似龍生物（SPECIAL限定）","6011","1005113","0","2020/03/02 16:00:00","601","10051","0","9001","2030/04/01 14:59:59","1"
"99001039","1","99001039","0","龍人們的接龍競賽累計分數超過300000分","6001","14","0","2029/04/01 15:00:00","601","10021","0","0","2030/04/01 14:59:59","1"
"99001040","1","99001040","0","龍人們的接龍競賽的字彙圖鑑收集240個字彙","6001","15","0","2029/04/01 15:00:00","601","10021","0","0","2030/04/01 14:59:59","1"
"99001041","1","99001041","0","龍人們的接龍競賽的字彙圖鑑收集480個字彙","6001","15","0","2029/04/01 15:00:00","601","10021","0","0","2030/04/01 14:59:59","1"
"99001042","1","99001042","660020101","打倒 1 隻復仇者馴鹿（NORMAL限定）","6006","1005510","0","2020/04/01 16:00:00","601","20020","0","9001","2030/04/01 14:59:59","1"
"99001043","1","99001043","660020201","打倒 1 隻復仇者馴鹿（HARD限定）","6007","1005511","0","2020/04/01 16:00:00","601","20020","0","9001","2030/04/01 14:59:59","1"
"99001044","1","99001044","660020301","打倒 1 隻復仇者馴鹿（VERY HARD限定）","6010","1005512","0","2020/04/01 16:00:00","601","20020","0","9001","2030/04/01 14:59:59","1"
"99001045","1","99001045","610055401","打倒 1 隻復仇者馴鹿（SPECIAL限定）","6011","1005513","0","2020/04/01 16:00:00","601","10055","0","9001","2030/04/01 14:59:59","1"
"99001046","1","99001046","660021101","打倒 1 隻山神大人（NORMAL限定）","6006","1005710","0","2020/05/05 16:00:00","601","20021","0","9001","2030/04/01 14:59:59","1"
"99001047","1","99001047","660021201","打倒 1 隻山神大人（HARD限定）","6007","1005711","0","2020/05/05 16:00:00","601","20021","0","9001","2030/04/01 14:59:59","1"
"99001048","1","99001048","660021301","打倒 1 隻山神大人（VERY HARD限定）","6010","1005712","0","2020/05/05 16:00:00","601","20021","0","9001","2030/04/01 14:59:59","1"
"99001049","1","99001049","610057401","打倒 1 隻山神大人（SPECIAL限定）","6011","1005713","0","2020/05/05 16:00:00","601","10057","0","9001","2030/04/01 14:59:59","1"
"99001051","1","99001051","660022101","打倒 1 隻反逆獸（NORMAL限定）","6006","1006010","0","2020/06/03 16:00:00","601","20022","0","9001","2030/04/01 14:59:59","1"
"99001052","1","99001052","660022201","打倒 1 隻反逆獸（HARD限定）","6007","1006011","0","2020/06/03 16:00:00","601","20022","0","9001","2030/04/01 14:59:59","1"
"99001053","1","99001053","660022301","打倒 1 隻反逆獸（VERY HARD限定）","6010","1006012","0","2020/06/03 16:00:00","601","20022","0","9001","2030/04/01 14:59:59","1"
"99001054","1","99001054","610060401","打倒 1 隻反逆獸（SPECIAL限定）","6011","1006013","0","2020/06/03 16:00:00","601","10060","0","9001","2030/04/01 14:59:59","1"
"99001055","1","99001055","610062101","打倒 1 隻喧囂獨角兔（NORMAL限定）","6006","1017410","0","2020/09/30 16:00:00","601","10174","0","9001","2030/04/01 14:59:59","1"
"99001056","1","99001056","610062201","打倒 1 隻喧囂獨角兔（HARD限定）","6007","1017411","0","2020/09/30 16:00:00","601","10174","0","9001","2030/04/01 14:59:59","1"
"99001057","1","99001057","610062301","打倒 1 隻喧囂獨角兔（VERY HARD限定）","6010","1017412","0","2020/09/30 16:00:00","601","10174","0","9001","2030/04/01 14:59:59","1"
"99001058","1","99001058","610062401","打倒 1 隻喧囂獨角兔（SPECIAL限定）","6011","1017413","0","2020/09/30 16:00:00","601","10174","0","9001","2030/04/01 14:59:59","1"
"99001059","1","99001059","610063101","打倒 1 隻糾結的盆栽小花（NORMAL限定）","6006","1017510","0","2020/10/12 16:00:00","601","10175","0","9001","2030/04/01 14:59:59","1"
"99001060","1","99001060","610063201","打倒 1 隻糾結的盆栽小花（HARD限定）","6007","1017511","0","2020/10/12 16:00:00","601","10175","0","9001","2030/04/01 14:59:59","1"
"99001061","1","99001061","610063301","打倒 1 隻糾結的盆栽小花（VERY HARD限定）","6010","1017512","0","2020/10/12 16:00:00","601","10175","0","9001","2030/04/01 14:59:59","1"
"99001062","1","99001062","610063401","打倒 1 隻糾結的盆栽小花（SPECIAL限定）","6011","1017513","0","2020/10/12 16:00:00","601","10175","0","9001","2030/04/01 14:59:59","1"
"99001063","1","99001063","660023101","打倒 1 隻好朋友X（NORMAL限定）","6006","1006510","0","2020/07/02 16:00:00","601","20023","0","9001","2030/04/01 14:59:59","1"
"99001064","1","99001064","660023201","打倒 1 隻好朋友X（HARD限定）","6007","1006511","0","2020/07/02 16:00:00","601","20023","0","9001","2030/04/01 14:59:59","1"
"99001065","1","99001065","660023301","打倒 1 隻好朋友X（VERY HARD限定）","6010","1006512","0","2020/07/02 16:00:00","601","20023","0","9001","2030/04/01 14:59:59","1"
"99001066","1","99001066","610065401","打倒 1 隻好朋友X（SPECIAL限定）","6011","1006513","0","2020/07/02 16:00:00","601","10065","0","9001","2030/04/01 14:59:59","1"
"99001067","1","99001067","660024101","打倒 1 隻忍者首領半藏（NORMAL限定）","6006","1006710","0","2020/08/03 16:00:00","601","20024","0","9001","2030/04/01 14:59:59","1"
"99001068","1","99001068","660024201","打倒 1 隻忍者首領半藏（HARD限定）","6007","1006711","0","2020/08/03 16:00:00","601","20024","0","9001","2030/04/01 14:59:59","1"
"99001069","1","99001069","660024301","打倒 1 隻忍者首領半藏（VERY HARD限定）","6010","1006712","0","2020/08/03 16:00:00","601","20024","0","9001","2030/04/01 14:59:59","1"
"99001070","1","99001070","610067401","打倒 1 隻忍者首領半藏（SPECIAL限定）","6011","1006713","0","2020/08/03 16:00:00","601","10067","0","9001","2030/04/01 14:59:59","1"
"99001071","1","99001071","0","啾啾大恐慌！　保衛起司大作戰！累計分數超過192000分","6001","14","0","2029/04/01 15:00:00","601","10040","0","0","2030/04/01 14:59:59","1"
"99001072","1","99001072","0","啾啾大恐慌！　保衛起司大作戰！累計分數超過480000分","6001","14","0","2029/04/01 15:00:00","601","10040","0","0","2030/04/01 14:59:59","1"
"99001073","1","99001073","0","啾啾大恐慌！　保衛起司大作戰！累計獲得超過5000個硬幣","6001","15","0","2029/04/01 15:00:00","601","10040","0","0","2030/04/01 14:59:59","1"
"99001074","1","99001074","660025101","打倒 1 隻賈巴沃克（NORMAL限定）","6006","1006910","0","2020/09/04 16:00:00","601","20025","0","9001","2030/04/01 14:59:59","1"
"99001075","1","99001075","660025201","打倒 1 隻賈巴沃克（HARD限定）","6007","1006911","0","2020/09/04 16:00:00","601","20025","0","9001","2030/04/01 14:59:59","1"
"99001076","1","99001076","660025301","打倒 1 隻賈巴沃克（VERY HARD限定）","6010","1006912","0","2020/09/04 16:00:00","601","20025","0","9001","2030/04/01 14:59:59","1"
"99001077","1","99001077","610069401","打倒 1 隻賈巴沃克（SPECIAL限定）","6011","1006913","0","2020/09/04 16:00:00","601","10069","0","9001","2030/04/01 14:59:59","1"
"99001078","1","99001078","660026101","打倒 1 隻覺醒‧花心星（NORMAL限定）","6006","1007110","0","2020/11/02 16:00:00","601","20026","0","9001","2030/04/01 14:59:59","1"
"99001079","1","99001079","660026201","打倒 1 隻覺醒‧花心星（HARD限定）","6007","1007111","0","2020/11/02 16:00:00","601","20026","0","9001","2030/04/01 14:59:59","1"
"99001080","1","99001080","660026301","打倒 1 隻覺醒‧花心星（VERY HARD限定）","6010","1007112","0","2020/11/02 16:00:00","601","20026","0","9001","2030/04/01 14:59:59","1"
"99001081","1","99001081","610071401","打倒 1 隻覺醒‧花心星（SPECIAL限定）","6011","1007113","0","2020/11/02 16:00:00","601","10071","0","9001","2030/04/01 14:59:59","1"
"99001082","1","99001082","660027101","打倒 1 隻海岸暴君‧鮫吉（NORMAL限定）","6006","1007310","0","2020/12/04 16:00:00","601","20027","0","9001","2030/04/01 14:59:59","1"
"99001083","1","99001083","660027201","打倒 1 隻海岸暴君‧鮫吉（HARD限定）","6007","1007311","0","2020/12/04 16:00:00","601","20027","0","9001","2030/04/01 14:59:59","1"
"99001084","1","99001084","660027301","打倒 1 隻海岸暴君‧鮫吉（VERY HARD限定）","6010","1007312","0","2020/12/04 16:00:00","601","20027","0","9001","2030/04/01 14:59:59","1"
"99001085","1","99001085","610073401","打倒 1 隻海岸暴君‧鮫吉（SPECIAL限定）","6011","1007313","0","2020/12/04 16:00:00","601","10073","0","9001","2030/04/01 14:59:59","1"
"99001086","1","99001086","0","猛訓打擊道！ 美里的全壘打訓練場中累計分數超過50000分","6001","14","0","2020/12/04 16:00:00","601","10021","0","0","2030/04/01 14:59:59","1"
"99001087","1","99001087","0","猛訓打擊道！ 美里的全壘打訓練場中達成NORMAL的條件","6001","14","0","2020/12/04 16:00:00","601","10021","0","0","2030/04/01 14:59:59","1"
"99001088","1","99001088","0","猛訓打擊道！ 美里的全壘打訓練場中達成HARD的條件","6001","14","0","2020/12/04 16:00:00","601","10021","0","0","2030/04/01 14:59:59","1"
"99001089","1","99001089","0","猛訓打擊道！ 美里的全壘打訓練場中達成VERY HARD的條件","6001","14","0","2020/12/04 16:00:00","601","10021","0","0","2030/04/01 14:59:59","1"
"99001090","1","99001090","0","猛訓打擊道！ 美里的全壘打訓練場中達成EXTRA的條件","6001","14","0","2020/12/04 16:00:00","601","10021","0","0","2030/04/01 14:59:59","1"
"99001091","1","99001091","660028101","打倒 1 隻失控的純潔之弓（NORMAL限定）","6006","1007510","0","2020/12/31 16:00:00","601","20028","0","9001","2030/04/01 14:59:59","1"
"99001092","1","99001092","660028201","打倒 1 隻失控的純潔之弓（HARD限定）","6007","1007511","0","2020/12/31 16:00:00","601","20028","0","9001","2030/04/01 14:59:59","1"
"99001093","1","99001093","660028301","打倒 1 隻失控的純潔之弓（VERY HARD限定）","6010","1007512","0","2020/12/31 16:00:00","601","20028","0","9001","2030/04/01 14:59:59","1"
"99001094","1","99001094","610075401","打倒 1 隻失控的純潔之弓（SPECIAL限定）","6011","1007513","0","2020/12/31 16:00:00","601","10075","0","9001","2030/04/01 14:59:59","1"
"99001095","1","99001095","660029101","打倒1隻驚叫鬼魂教父（NORMAL限定）","6006","1007710","0","2021/02/01 16:00:00","601","20029","0","9001","2030/04/01 14:59:59","1"
"99001096","1","99001096","660029201","打倒1隻驚叫鬼魂教父（HARD限定）","6007","1007711","0","2021/02/01 16:00:00","601","20029","0","9001","2030/04/01 14:59:59","1"
"99001097","1","99001097","660029301","打倒1隻驚叫鬼魂教父（VERY HARD限定）","6010","1007712","0","2021/02/01 16:00:00","601","20029","0","9001","2030/04/01 14:59:59","1"
"99001098","1","99001098","610077401","打倒1隻驚叫鬼魂教父（SPECIAL限定）","6011","1007713","0","2021/02/01 16:00:00","601","10077","0","9001","2030/04/01 14:59:59","1"
"99001099","1","99001099","660030101","打倒1隻反逆獸 de M（NORMAL限定）","6006","1007910","0","2021/03/02 16:00:00","601","20030","0","9001","2030/04/01 14:59:59","1"
"99001100","1","99001100","660030201","打倒1隻反逆獸 de M（HARD限定）","6007","1007911","0","2021/03/02 16:00:00","601","20030","0","9001","2030/04/01 14:59:59","1"
"99001101","1","99001101","660030301","打倒1隻反逆獸 de M（VERY HARD限定）","6010","1007912","0","2021/03/02 16:00:00","601","20030","0","9001","2030/04/01 14:59:59","1"
"99001102","1","99001102","610079401","打倒1隻反逆獸 de M（SPECIAL限定）","6011","1007913","0","2021/03/02 16:00:00","601","10079","0","9001","2030/04/01 14:59:59","1"
"99001103","1","99001103","660031101","打倒1隻被操控的雪人（NORMAL限定）","6006","1008110","0","2021/04/01 16:00:00","601","20031","0","9001","2030/04/01 14:59:59","1"
"99001104","1","99001104","660031201","打倒1隻被操控的雪人（HARD限定）","6007","1008111","0","2021/04/01 16:00:00","601","20031","0","9001","2030/04/01 14:59:59","1"
"99001105","1","99001105","660031301","打倒1隻被操控的雪人（VERY HARD限定）","6010","1008112","0","2021/04/01 16:00:00","601","20031","0","9001","2030/04/01 14:59:59","1"
"99001106","1","99001106","610081401","打倒1隻被操控的雪人（SPECIAL限定）","6011","1008113","0","2021/04/01 16:00:00","601","10081","0","9001","2030/04/01 14:59:59","1"
"99001107","1","99001107","660032101","打倒 1 隻究極金槍鮪（NORMAL限定）","6006","1008310","0","2021/05/04 16:00:00","601","20032","0","9001","2030/04/01 14:59:59","1"
"99001108","1","99001108","660032201","打倒 1 隻究極金槍鮪（HARD限定）","6007","1008311","0","2021/05/04 16:00:00","601","20032","0","9001","2030/04/01 14:59:59","1"
"99001109","1","99001109","660032301","打倒 1 隻究極金槍鮪（VERY HARD限定）","6010","1008312","0","2021/05/04 16:00:00","601","20032","0","9001","2030/04/01 14:59:59","1"
"99001110","1","99001110","610083401","打倒 1 隻究極金槍鮪（SPECIAL限定）","6011","1008313","0","2021/05/04 16:00:00","601","10083","0","9001","2030/04/01 14:59:59","1"
"99001111","1","99001111","660033101","打倒 1 隻角鹿將軍（NORMAL限定）","6006","1008610","0","2021/06/02 16:00:00","601","20033","0","9001","2030/04/01 14:59:59","1"
"99001112","1","99001112","660033201","打倒 1 隻角鹿將軍（HARD限定）","6007","1008611","0","2021/06/02 16:00:00","601","20033","0","9001","2030/04/01 14:59:59","1"
"99001113","1","99001113","660033301","打倒 1 隻角鹿將軍（VERY HARD限定）","6010","1008612","0","2021/06/02 16:00:00","601","20033","0","9001","2030/04/01 14:59:59","1"
"99001114","1","99001114","610086401","打倒 1 隻角鹿將軍（SPECIAL限定）","6011","1008613","0","2021/06/02 16:00:00","601","10086","0","9001","2030/04/01 14:59:59","1"
"99001115","1","99001115","660034101","打倒 1 隻黑風之精靈（NORMAL限定）","6006","1008710","0","2021/06/12 16:00:00","601","20034","0","9001","2030/04/01 14:59:59","1"
"99001116","1","99001116","660034201","打倒 1 隻黑風之精靈（HARD限定）","6007","1008711","0","2021/06/12 16:00:00","601","20034","0","9001","2030/04/01 14:59:59","1"
"99001117","1","99001117","660034301","打倒 1 隻黑風之精靈（VERY HARD限定）","6010","1008712","0","2021/06/12 16:00:00","601","20034","0","9001","2030/04/01 14:59:59","1"
"99001118","1","99001118","610087401","打倒 1 隻黑風之精靈（SPECIAL限定）","6011","1008713","0","2021/06/12 16:00:00","601","10087","0","9001","2030/04/01 14:59:59","1"
"99001119","1","99001119","660035101","打倒 1 隻魔物的公主（NORMAL限定）","6006","1008910","0","2021/07/05 16:00:00","601","20035","0","9001","2030/04/01 14:59:59","1"
"99001120","1","99001120","660035201","打倒 1 隻魔物的公主（HARD限定）","6007","1008911","0","2021/07/05 16:00:00","601","20035","0","9001","2030/04/01 14:59:59","1"
"99001121","1","99001121","660035301","打倒 1 隻魔物的公主（VERY HARD限定）","6010","1008912","0","2021/07/05 16:00:00","601","20035","0","9001","2030/04/01 14:59:59","1"
"99001122","1","99001122","610089401","打倒 1 隻魔物的公主（SPECIAL限定）","6011","1008913","0","2021/07/05 16:00:00","601","10089","0","9001","2030/04/01 14:59:59","1"
"99001123","1","99001123","660036101","打倒 1 隻無名的藝術（NORMAL限定）","6006","1009110","0","2021/08/02 16:00:00","601","20036","0","9001","2030/04/01 14:59:59","1"
"99001124","1","99001124","660036201","打倒 1 隻無名的藝術（HARD限定）","6007","1009111","0","2021/08/02 16:00:00","601","20036","0","9001","2030/04/01 14:59:59","1"
"99001125","1","99001125","660036301","打倒 1 隻無名的藝術（VERY HARD限定）","6010","1009112","0","2021/08/02 16:00:00","601","20036","0","9001","2030/04/01 14:59:59","1"
"99001126","1","99001126","610091401","打倒 1 隻無名的藝術（SPECIAL限定）","6011","1009113","0","2021/08/02 16:00:00","601","10091","0","9001","2030/04/01 14:59:59","1"
"99001127","1","99001127","660037101","打倒1隻爆裂‧時間儀（NORMAL限定）","6006","1009310","0","2021/09/01 16:00:00","601","20037","0","9001","2030/04/01 14:59:59","1"
"99001128","1","99001128","660037201","打倒1隻爆裂‧時間儀（HARD限定）","6007","1009311","0","2021/09/01 16:00:00","601","20037","0","9001","2030/04/01 14:59:59","1"
"99001129","1","99001129","660037301","打倒1隻爆裂‧時間儀（VERY HARD限定）","6010","1009312","0","2021/09/01 16:00:00","601","20037","0","9001","2030/04/01 14:59:59","1"
"99001130","1","99001130","610093401","打倒1隻爆裂‧時間儀（SPECIAL限定）","6011","1009313","0","2021/09/01 16:00:00","601","10093","0","9001","2030/04/01 14:59:59","1"
"99001131","1","99001131","0","龍人們的接龍競賽的字彙圖鑑收集728個字彙","6001","15","0","2029/09/01 16:00:00","601","10066","0","0","2030/04/01 14:59:59","1"
"99001132","1","99001132","660038101","打倒 1 隻究極機械玩具王（NORMAL限定）","6006","1009510","0","2021/10/01 16:00:00","601","20038","0","9001","2030/04/01 14:59:59","1"
"99001133","1","99001133","660038201","打倒 1 隻究極機械玩具王（HARD限定）","6007","1009511","0","2021/10/01 16:00:00","601","20038","0","9001","2030/04/01 14:59:59","1"
"99001134","1","99001134","660038301","打倒 1 隻究極機械玩具王（VERY HARD限定）","6010","1009512","0","2021/10/01 16:00:00","601","20038","0","9001","2030/04/01 14:59:59","1"
"99001135","1","99001135","610095401","打倒 1 隻究極機械玩具王（SPECIAL限定）","6011","1009513","0","2021/10/01 16:00:00","601","10095","0","9001","2030/04/01 14:59:59","1"
"99001136","1","99001136","660039101","完成1次擅長的作業","6006","1009710","0","2021/11/01 16:00:00","601","20039","0","9001","2030/04/01 14:59:59","1"
"99001137","1","99001137","660039201","完成1次有些棘手的作業","6007","1009711","0","2021/11/01 16:00:00","601","20039","0","9001","2030/04/01 14:59:59","1"
"99001138","1","99001138","660039301","完成1次非常棘手的作業","6010","1009712","0","2021/11/01 16:00:00","601","20039","0","9001","2030/04/01 14:59:59","1"
"99001139","1","99001139","610097401","完成1次留到暑假最後一天的作業","6011","1009713","0","2021/11/01 16:00:00","601","10097","0","9001","2030/04/01 14:59:59","1"
"99001140","1","99001140","0","閱覽所有暑假圖畫日記","6001","15","0","2029/04/01 16:00:00","601","10097","0","0","2030/04/01 14:59:59","1"
"99001142","1","99001142","660040101","打倒1隻女王歌唱水母（NORMAL限定）","6006","1009910","0","2021/12/02 16:00:00","601","20040","0","9001","2030/04/01 14:59:59","1"
"99001143","1","99001143","660040201","打倒1隻女王歌唱水母（HARD限定）","6007","1009911","0","2021/12/02 16:00:00","601","20040","0","9001","2030/04/01 14:59:59","1"
"99001144","1","99001144","660040301","打倒1隻女王歌唱水母（VERY HARD限定）","6010","1009912","0","2021/12/02 16:00:00","601","20040","0","9001","2030/04/01 14:59:59","1"
"99001145","1","99001145","610099401","打倒1隻女王歌唱水母（SPECIAL限定）","6011","1009913","0","2021/12/02 16:00:00","601","10099","0","9001","2030/04/01 14:59:59","1"
"99001146","1","99001146","0","在周邊區獲得所有周邊的50%","6001","14","0","2029/04/01 15:00:00","601","10072","0","0","2030/04/01 14:59:59","1"
"99001147","1","99001147","0","在周邊區獲得所有種類的周邊","6001","14","0","2029/04/01 15:00:00","601","10072","0","0","2030/04/01 14:59:59","1"
"99001148","1","99001148","660041101","打倒1隻基古魯博士（NORMAL限定）","6006","1010110","0","2022/01/03 16:00:00","601","20041","0","9001","2030/04/01 14:59:59","1"
"99001149","1","99001149","660041201","打倒1隻基古魯博士（HARD限定）","6007","1010111","0","2022/01/03 16:00:00","601","20041","0","9001","2030/04/01 14:59:59","1"
"99001150","1","99001150","660041301","打倒1隻基古魯博士（VERY HARD限定）","6010","1010112","0","2022/01/03 16:00:00","601","20041","0","9001","2030/04/01 14:59:59","1"
"99001151","1","99001151","610101401","打倒1隻基古魯博士（SPECIAL限定）","6011","1010113","0","2022/01/03 16:00:00","601","10101","0","9001","2030/04/01 14:59:59","1"
"99001152","1","99001152","660042101","打倒1隻哀暴小棉花糖（NORMAL限定）","6006","1010310","0","2022/02/01 16:00:00","601","20042","0","9001","2030/04/01 14:59:59","1"
"99001153","1","99001153","660042201","打倒1隻哀暴小棉花糖（HARD限定）","6007","1010311","0","2022/02/01 16:00:00","601","20042","0","9001","2030/04/01 14:59:59","1"
"99001154","1","99001154","660042301","打倒1隻哀暴小棉花糖（VERY HARD限定）","6010","1010312","0","2022/02/01 16:00:00","601","20042","0","9001","2030/04/01 14:59:59","1"
"99001155","1","99001155","610103401","打倒1隻哀暴小棉花糖（SPECIAL限定）","6011","1010313","0","2022/02/01 16:00:00","601","10103","0","9001","2030/04/01 14:59:59","1"
