033bdd533ff2119dcc98f9293bc9c1d037341c5bbe207215d2b3b18ea5ffbbc9,ccdb69d6d1eb656bd6b638a165ec4db86341681e3c8eba4e104a060054f4b062,623fd5a8528505a8ac30c5ef6c9172be27aabf880c8574b51a927b2225664d93,d8ce4b6e1100d1d7a17cdcc28a75ca6500aab758096a153cf983b0c5f8843363,69be37369f953f6cea8ce32965dcd575b0c97c30cb6935468d75096d388c7af4,7fd165f4c35edac15a9f86ea7e732ce730e0b78166ad4a24818439d5e2e454f8,b6120888f53a9b84a4931ec9a520983aa3e970a6d2f48ae001666f8ec0c60d94,1f79f8a42bb8f5466a4fbe948d4bd059fe623c43bb7d52c1edc0c93354c196fa,637f9a2d301f524ad8a4ec572e9688b48b354ff85c994ba2240a830b2a7830d0,02f363d88b1d8d75a00da5e1301a20931ce42dce64bf1a09bc650cfbdb458005,620a2d87319e438fd2d4247a4e2c2f371b4a2b2d38866b012bd05860a595a45f,834673caae093c0ab2f6c43ac242956bdb411f08dac31eb23ffe850acb89a6c2,398834f8eb61330b4d9492b26511bde5a5386f0021aa2e842a5878be6d7a8977,24a9745b15734c849220cc1191ae139d35f28d4b168631a7dd4f540613df0c96,8a2118ce312e9b137186e3b828ba61ae5a9bbc8bf1f69f0968e0339719d49eae,547c4c213ffbc20d13d9ecf58cb3e7fb3145b594ce17bd9f60b68ba6dfdc55f8,7ebb96ac2f6b156a6a0ddbb41161db2e3eeb06f8dc9bc9478f27cb7e54b04519,0c95f114775aa617c9c6ed974802c2def5d63288074a95cee302e79b028612bc,67264f041ea18f902750157ab8404544e9312fb0200b0220b659614181b44f72,c5ccb977ac013584e1af103698a7f86c2a74aab5a235c76f77abb6edc2dfe362,b2f884b6d0666ba8221efc8f2dc4b0a31605bfac056491840756815641e43f54,b7d9cfccea8d47de846c265d4d41a769a279add9588727ef295d5d2d81ea99e2,e54b08fbdec5464023001e01157c51832b3c9f8bbe563e582546e8ab15899fa6,df5ca4f413da5ec6da63d1e48fc0b47fd2e1d5b6a47e6a15e6524f2208c43616,8ac1bec584757db87133b05fbfaa267c022aa693db65ab04383dc58b8013fe78,9f4bcd9f2b3ae8b8d231283358b82fdd29fb14525e77bcd271429daa94be3990,66226b6422425d6379383be9ee311c94b4bbc21e450682562c28bbaed16af31c,423116652894f46405b3de2e18c706d7b47be0510b6868414ff02cc40378637e,5da3e08e341599e95077485b9229fb428814d1a8227454b37d8141be0097605a,648103164263e2b361aea5c066bdcb01e5de74ff6c6fc0a9f104bceb3287172c,5e2080d3a0c274a96b5ad4a6b7f2badd88cdbd3ca056dadb764afb5694b77675,7b2343911e223e160230ff06a282f79061936c66957c43a7f348d342d0c32631,c8620ed1bf7cdcbf07ba85f1290c72a9c238fa36bfea93b6a5da48dca6917602,3401926ade1104f3cccacd3b1a38a6b17ae80394741fdb820df152aa79dc2750,7beb6a42980d9bc8970e23a6df04c03152b7eb2956fb39eabaf075a4b10aac89,f7e75f00950b04c57579ec04da7ce591c10a63da7073c7d5a2c2591f7a2de95b,27639456b127c479bbfcfd391cf1a38d6ed2383ae6f160a9cfbf3fdd1068e2f8,5ebdc331c9e23748d97c6ce65623022617475b683ac8866a9ee651657068c167,97ce175e72e2d46412a2ab8b2f988b23b610f742686abe2a113e9d4dfdef05d2,42c434978adeee1fdd8d66c7630f52c23a960a636cc080853914ad6f43526e94
"10","0","0","0","10","26","0","200100","0","32","0","0","390","32","32","32","32","32","1","1","0","22","32","32","620010032","1","30","32","32","32","32","32","32","4487","0","200000006","0","32","32","32"
"10","0","0","0","10","26","0","200100","0","33","0","0","410","33","33","33","33","33","1","1","0","22","33","33","620010033","1","30","33","33","33","33","33","33","4742","0","200000006","0","33","33","33"
"10","0","0","0","10","26","0","200100","0","34","0","0","431","34","34","34","34","34","1","1","0","23","34","34","620010034","1","30","34","34","34","34","34","34","4997","0","200000006","0","34","34","34"
"10","0","0","0","10","27","0","200100","0","35","0","0","451","35","35","35","35","35","1","1","0","23","35","35","620010035","1","30","35","35","35","35","35","35","5252","0","200000006","0","35","35","35"
"10","0","0","0","10","27","0","200100","0","36","0","0","471","36","36","36","36","36","1","1","0","23","36","36","620010036","1","30","36","36","36","36","36","36","5507","0","200000006","0","36","36","36"
"10","0","0","0","10","31","0","200100","0","37","0","0","516","37","37","37","37","37","1","1","0","27","37","37","620010037","1","30","37","37","37","37","37","37","5667","0","200000006","0","37","37","37"
"10","0","0","0","10","35","0","200100","0","38","0","0","562","38","38","38","38","38","1","1","0","31","38","38","620010038","1","30","38","38","38","38","38","38","5826","0","200000006","0","38","38","38"
"10","0","0","0","10","39","0","200100","0","39","0","0","607","39","39","39","39","39","1","1","0","35","39","39","620010039","1","30","39","39","39","39","39","39","5986","0","200000006","0","39","39","39"
"10","0","0","0","10","40","0","200100","0","40","0","0","712","40","40","40","40","40","1","1","0","36","40","40","620010040","1","30","40","40","40","40","40","40","7437","0","200000006","0","40","40","40"
"10","0","0","0","10","40","0","200100","0","41","0","0","816","41","41","41","41","41","1","1","0","36","41","41","620010041","1","30","41","41","41","41","41","41","8888","0","200000006","0","41","41","41"
"10","0","0","0","10","41","0","200100","0","42","0","0","913","42","42","42","42","42","1","1","0","36","42","42","620010042","1","30","42","42","42","42","42","42","9321","0","200000006","0","42","42","42"
"10","0","0","0","10","41","0","200100","0","43","0","0","1010","43","43","43","43","43","1","1","0","36","43","43","620010043","1","30","43","43","43","43","43","43","9754","0","200000006","0","43","43","43"
"10","0","0","0","10","45","0","200100","0","44","0","0","1079","44","44","44","44","44","1","1","0","38","44","44","620010044","1","30","44","44","44","44","44","44","10008","0","200000006","0","44","44","44"
"10","0","0","0","10","49","0","200100","0","45","0","0","1148","45","45","45","45","45","1","1","0","41","45","45","620010045","1","30","45","45","45","45","45","45","10263","0","200000006","0","45","45","45"
"10","0","0","0","10","53","0","200100","0","46","0","0","1217","46","46","46","46","46","1","1","0","43","46","46","620010046","1","30","46","46","46","46","46","46","10517","0","200000006","0","46","46","46"
"10","0","0","0","10","57","0","200100","0","47","0","0","1286","47","47","47","47","47","1","1","0","45","47","47","620010047","1","30","47","47","47","47","47","47","10771","0","200000006","0","47","47","47"
"10","0","0","0","10","61","0","200100","0","48","0","0","1355","48","48","48","48","48","1","1","0","48","48","48","620010048","1","30","48","48","48","48","48","48","11026","0","200000006","0","48","48","48"
"10","0","0","0","10","65","0","200100","0","49","0","0","1424","49","49","49","49","49","1","1","0","50","49","49","620010049","1","30","49","49","49","49","49","49","11280","0","200000006","0","49","49","49"
"10","0","0","0","10","69","0","200100","0","50","0","0","1493","50","50","50","50","50","1","1","0","52","50","50","620010050","1","30","50","50","50","50","50","50","11534","0","200000006","0","50","50","50"
"10","0","0","0","10","73","0","200100","0","51","0","0","1562","51","51","51","51","51","1","1","0","55","51","51","620010051","1","30","51","51","51","51","51","51","11789","0","200000006","0","51","51","51"
"10","0","0","0","10","77","0","200100","0","52","0","0","1632","52","52","52","52","52","1","1","0","57","52","52","620010052","1","30","52","52","52","52","52","52","12043","0","200000006","0","52","52","52"
"10","0","0","0","10","81","0","200100","0","53","0","0","1701","53","53","53","53","53","1","1","0","59","53","53","620010053","1","30","53","53","53","53","53","53","12297","0","200000006","0","53","53","53"
"10","0","0","0","10","85","0","200100","0","54","0","0","1770","54","54","54","54","54","1","1","0","62","54","54","620010054","1","30","54","54","54","54","54","54","12552","0","200000006","0","54","54","54"
"10","0","0","0","10","89","0","200100","0","55","0","0","1839","55","55","55","55","55","1","1","0","64","55","55","620010055","1","30","55","55","55","55","55","55","12806","0","200000006","0","55","55","55"
"10","0","0","0","10","93","0","200100","0","56","0","0","1908","56","56","56","56","56","1","1","0","66","56","56","620010056","1","30","56","56","56","56","56","56","13060","0","200000006","0","56","56","56"
"10","0","0","0","10","97","0","200100","0","57","0","0","1977","57","57","57","57","57","1","1","0","69","57","57","620010057","1","30","57","57","57","57","57","57","13315","0","200000006","0","57","57","57"
"10","0","0","0","10","101","0","200100","0","58","0","0","2046","58","58","58","58","58","1","1","0","71","58","58","620010058","1","30","58","58","58","58","58","58","13569","0","200000006","0","58","58","58"
"10","0","0","0","10","105","0","200100","0","59","0","0","2115","59","59","59","59","59","1","1","0","73","59","59","620010059","1","30","59","59","59","59","59","59","13823","0","200000006","0","59","59","59"
"10","0","0","0","10","109","0","200100","0","60","0","0","2184","60","60","60","60","60","1","1","0","76","60","60","620010060","1","30","60","60","60","60","60","60","14078","0","200000006","0","60","60","60"
"10","0","0","0","10","113","0","200100","0","61","0","0","2253","61","61","61","61","61","1","1","0","78","61","61","620010061","1","30","61","61","61","61","61","61","14332","0","200000006","0","61","61","61"
"10","0","0","0","10","113","0","200100","0","62","0","0","2280","62","62","62","62","62","1","1","0","79","62","62","620010062","1","30","62","62","62","62","62","62","15514","0","200000006","0","62","62","62"
"10","0","0","0","10","114","0","200100","0","63","0","0","2306","63","63","63","63","63","1","1","0","79","63","63","620010063","1","30","63","63","63","63","63","63","16696","0","200000006","0","63","63","63"
"10","0","0","0","10","114","0","200100","0","64","0","0","2333","64","64","64","64","64","1","1","0","80","64","64","620010064","1","30","64","64","64","64","64","64","17878","0","200000006","0","64","64","64"
"10","0","0","0","10","114","0","200100","0","65","0","0","2359","65","65","65","65","65","1","1","0","81","65","65","620010065","1","30","65","65","65","65","65","65","19060","0","200000006","0","65","65","65"
"10","0","0","0","10","115","0","200100","0","66","0","0","2386","66","66","66","66","66","1","1","0","82","66","66","620010066","1","30","66","66","66","66","66","66","20242","0","200000006","0","66","66","66"
"10","0","0","0","10","115","0","200100","0","67","0","0","2412","67","67","67","67","67","1","1","0","82","67","67","620010067","1","30","67","67","67","67","67","67","21425","0","200000006","0","67","67","67"
"10","0","0","0","10","115","0","200100","0","68","0","0","2439","68","68","68","68","68","1","1","0","83","68","68","620010068","1","30","68","68","68","68","68","68","22607","0","200000006","0","68","68","68"
"10","0","0","0","10","116","0","200100","0","69","0","0","2466","69","69","69","69","69","1","1","0","84","69","69","620010069","1","30","69","69","69","69","69","69","23789","0","200000006","0","69","69","69"
"10","0","0","0","10","116","0","200100","0","70","0","0","2492","70","70","70","70","70","1","1","0","85","70","70","620010070","1","30","70","70","70","70","70","70","24971","0","200000006","0","70","70","70"
"10","0","0","0","10","116","0","200100","0","71","0","0","2519","71","71","71","71","71","1","1","0","85","71","71","620010071","1","30","71","71","71","71","71","71","26153","0","200000006","0","71","71","71"
"10","0","0","0","10","8","0","200200","0","1","0","0","108","1","1","1","1","1","1","1","0","10","1","1","620020001","1","30","1","1","1","1","1","1","924","0","200000001","0","1","1","1"
"10","0","0","0","10","8","0","200200","0","2","0","0","111","2","2","2","2","2","1","1","0","10","2","2","620020002","1","30","2","2","2","2","2","2","927","0","200000001","0","2","2","2"
"10","0","0","0","10","8","0","200200","0","3","0","0","114","3","3","3","3","3","1","1","0","10","3","3","620020003","1","30","3","3","3","3","3","3","930","0","200000001","0","3","3","3"
"10","0","0","0","10","9","0","200200","0","4","0","0","117","4","4","4","4","4","1","1","0","11","4","4","620020004","1","30","4","4","4","4","4","4","933","0","200000001","0","4","4","4"
"10","0","0","0","10","9","0","200200","0","5","0","0","120","5","5","5","5","5","1","1","0","11","5","5","620020005","1","30","5","5","5","5","5","5","936","0","200000001","0","5","5","5"
"10","0","0","0","10","9","0","200200","0","6","0","0","123","6","6","6","6","6","1","1","0","11","6","6","620020006","1","30","6","6","6","6","6","6","939","0","200000001","0","6","6","6"
"10","0","0","0","10","10","0","200200","0","7","0","0","126","7","7","7","7","7","1","1","0","12","7","7","620020007","1","30","7","7","7","7","7","7","942","0","200000001","0","7","7","7"
"10","0","0","0","10","10","0","200200","0","8","0","0","129","8","8","8","8","8","1","1","0","12","8","8","620020008","1","30","8","8","8","8","8","8","945","0","200000001","0","8","8","8"
"10","0","0","0","10","10","0","200200","0","9","0","0","132","9","9","9","9","9","1","1","0","12","9","9","620020009","1","30","9","9","9","9","9","9","948","0","200000001","0","9","9","9"
"10","0","0","0","10","11","0","200200","0","10","0","0","135","10","10","10","10","10","1","1","0","13","10","10","620020010","1","30","10","10","10","10","10","10","951","0","200000001","0","10","10","10"
"10","0","0","0","10","11","0","200200","0","11","0","0","138","11","11","11","11","11","1","1","0","13","11","11","620020011","1","30","11","11","11","11","11","11","954","0","200000001","0","11","11","11"
"10","0","0","0","10","11","0","200200","0","12","0","0","141","12","12","12","12","12","1","1","0","13","12","12","620020012","1","30","12","12","12","12","12","12","957","0","200000001","0","12","12","12"
"10","0","0","0","10","12","0","200200","0","13","0","0","144","13","13","13","13","13","1","1","0","14","13","13","620020013","1","30","13","13","13","13","13","13","960","0","200000001","0","13","13","13"
"10","0","0","0","10","12","0","200200","0","14","0","0","147","14","14","14","14","14","1","1","0","14","14","14","620020014","1","30","14","14","14","14","14","14","963","0","200000001","0","14","14","14"
"10","0","0","0","10","13","0","200200","0","15","0","0","151","15","15","15","15","15","1","1","0","15","15","15","620020015","1","30","15","15","15","15","15","15","966","0","200000001","0","15","15","15"
"10","0","0","0","10","13","0","200200","0","16","0","0","175","16","16","16","16","16","1","1","0","15","16","16","620020016","1","30","16","16","16","16","16","16","1322","0","200000001","0","16","16","16"
"10","0","0","0","10","13","0","200200","0","17","0","0","199","17","17","17","17","17","1","1","0","15","17","17","620020017","1","30","17","17","17","17","17","17","1678","0","200000001","0","17","17","17"
"10","0","0","0","10","13","0","200200","0","18","0","0","207","18","18","18","18","18","1","1","0","15","18","18","620020018","1","30","18","18","18","18","18","18","1884","0","200000001","0","18","18","18"
"10","0","0","0","10","14","0","200200","0","19","0","0","215","19","19","19","19","19","1","1","0","16","19","19","620020019","1","30","19","19","19","19","19","19","2090","0","200000001","0","19","19","19"
"10","0","0","0","10","14","0","200200","0","20","0","0","223","20","20","20","20","20","1","1","0","16","20","20","620020020","1","30","20","20","20","20","20","20","2296","0","200000001","0","20","20","20"
"10","0","0","0","10","14","0","200200","0","21","0","0","237","21","21","21","21","21","1","1","0","17","21","21","620020021","1","30","21","21","21","21","21","21","2377","0","200000001","0","21","21","21"
"10","0","0","0","10","14","0","200200","0","22","0","0","251","22","22","22","22","22","1","1","0","17","22","22","620020022","1","30","22","22","22","22","22","22","2458","0","200000001","0","22","22","22"
"10","0","0","0","10","14","0","200200","0","23","0","0","251","23","23","23","23","23","1","1","0","17","23","23","620020023","1","30","23","23","23","23","23","23","2658","0","200000001","0","23","23","23"
"10","0","0","0","10","16","0","200200","0","24","0","0","268","24","24","24","24","24","1","1","0","19","24","24","620020024","1","30","24","24","24","24","24","24","2829","0","200000001","0","24","24","24"
"10","0","0","0","10","18","0","200200","0","25","0","0","285","25","25","25","25","25","1","1","0","21","25","25","620020025","1","30","25","25","25","25","25","25","2999","0","200000001","0","25","25","25"
"10","0","0","0","10","19","0","200200","0","26","0","0","302","26","26","26","26","26","1","1","0","24","26","26","620020026","1","30","26","26","26","26","26","26","3170","0","200000001","0","26","26","26"
"10","0","0","0","10","21","0","200200","0","27","0","0","319","27","27","27","27","27","1","1","0","26","27","27","620020027","1","30","27","27","27","27","27","27","3340","0","200000001","0","27","27","27"
"10","0","0","0","10","23","0","200200","0","28","0","0","336","28","28","28","28","28","1","1","0","28","28","28","620020028","1","30","28","28","28","28","28","28","3511","0","200000001","0","28","28","28"
"10","0","0","0","10","23","0","200200","0","29","0","0","380","29","29","29","29","29","1","1","0","29","29","29","620020029","1","30","29","29","29","29","29","29","4632","0","200000001","0","29","29","29"
"10","0","0","0","10","23","0","200200","0","30","0","0","412","30","30","30","30","30","1","1","0","29","30","30","620020030","1","30","30","30","30","30","30","30","4717","0","200000001","0","30","30","30"
"10","0","0","0","10","23","0","200200","0","31","0","0","443","31","31","31","31","31","1","1","0","28","31","31","620020031","1","30","31","31","31","31","31","31","4802","0","200000001","0","31","31","31"
"10","0","0","0","10","23","0","200200","0","32","0","0","432","32","32","32","32","32","1","1","0","28","32","32","620020032","1","30","32","32","32","32","32","32","4887","0","200000001","0","32","32","32"
"10","0","0","0","10","23","0","200200","0","33","0","0","420","33","33","33","33","33","1","1","0","28","33","33","620020033","1","30","33","33","33","33","33","33","4972","0","200000001","0","33","33","33"
"10","0","0","0","10","24","0","200200","0","34","0","0","499","34","34","34","34","34","1","1","0","28","34","34","620020034","1","30","34","34","34","34","34","34","5985","0","200000001","0","34","34","34"
"10","0","0","0","10","27","0","200200","0","35","0","0","525","35","35","35","35","35","1","1","0","32","35","35","620020035","1","30","35","35","35","35","35","35","6241","0","200000001","0","35","35","35"
"10","0","0","0","10","30","0","200200","0","36","0","0","550","36","36","36","36","36","1","1","0","36","36","36","620020036","1","30","36","36","36","36","36","36","6497","0","200000001","0","36","36","36"
"10","0","0","0","10","32","0","200200","0","37","0","0","576","37","37","37","37","37","1","1","0","39","37","37","620020037","1","30","37","37","37","37","37","37","6752","0","200000001","0","37","37","37"
"10","0","0","0","10","35","0","200200","0","38","0","0","601","38","38","38","38","38","1","1","0","43","38","38","620020038","1","30","38","38","38","38","38","38","7008","0","200000001","0","38","38","38"
"10","0","0","0","10","33","0","200200","0","39","0","0","671","39","39","39","39","39","1","1","0","42","39","39","620020039","1","30","39","39","39","39","39","39","7387","0","200000001","0","39","39","39"
"10","0","0","0","10","35","0","200200","0","40","0","0","679","40","40","40","40","40","1","1","0","44","40","40","620020040","1","30","40","40","40","40","40","40","8119","0","200000001","0","40","40","40"
"10","0","0","0","10","37","0","200200","0","41","0","0","729","41","41","41","41","41","1","1","0","46","41","41","620020041","1","30","41","41","41","41","41","41","9635","0","200000001","0","41","41","41"
"10","0","0","0","10","38","0","200200","0","42","0","0","778","42","42","42","42","42","1","1","0","47","42","42","620020042","1","30","42","42","42","42","42","42","11151","0","200000001","0","42","42","42"
"10","0","0","0","10","38","0","200200","0","43","0","0","790","43","43","43","43","43","1","1","0","47","43","43","620020043","1","30","43","43","43","43","43","43","11476","0","200000001","0","43","43","43"
"10","0","0","0","10","39","0","200200","0","44","0","0","802","44","44","44","44","44","1","1","0","47","44","44","620020044","1","30","44","44","44","44","44","44","11802","0","200000001","0","44","44","44"
"10","0","0","0","10","39","0","200200","0","45","0","0","814","45","45","45","45","45","1","1","0","47","45","45","620020045","1","30","45","45","45","45","45","45","12127","0","200000001","0","45","45","45"
"10","0","0","0","10","40","0","200200","0","46","0","0","971","46","46","46","46","46","1","1","0","48","46","46","620020046","1","30","46","46","46","46","46","46","13833","0","200000001","0","46","46","46"
"10","0","0","0","10","40","0","200200","0","47","0","0","1128","47","47","47","47","47","1","1","0","49","47","47","620020047","1","30","47","47","47","47","47","47","15539","0","200000001","0","47","47","47"
"10","0","0","0","10","41","0","200200","0","48","0","0","1284","48","48","48","48","48","1","1","0","50","48","48","620020048","1","30","48","48","48","48","48","48","17245","0","200000001","0","48","48","48"
"10","0","0","0","10","41","0","200200","0","49","0","0","1441","49","49","49","49","49","1","1","0","51","49","49","620020049","1","30","49","49","49","49","49","49","18951","0","200000001","0","49","49","49"
