238ae00f002778e61ce64696ec653133460491def2ce0e1db86988e2b0852dbf,a20d76c6c0bc72246ff8f2c04861b61dd7cd2c02eb59e23c335b8388069b4868,b275aaa1ab9ffcaaed408668e2d8d7c9d561ef39270737786a22b62ad8023e75,80c8e03d2985eb02e7bec314a148f732f6debad84edfb011f1ddfc8ae1dd078b,e2334cff7a6c39579fde7cd8ad88ec98587128c288b592fc15ade6e5db13192f,b87c343cce60dd8907a058426f27a2f2a9ecb0a11c91376beea661d8aef0dfef,75a048e259e91cf1747fe6941a8e7a6dedea08834c2102e55a4c047bced05fea,af27042fe3737d67a33e57db75dd301754c81c65db7a0a863fc2b70b49b3b77f,cb516d74e2883e417feb877dd8fbf32cb9077c33be05798ad31d9b05b7e1c4f6,17558ecaba2c24c06f8392245fdb3f4b51ba3845e8bbe100cc35e536800871da,21e1b4e9606fe79d99239a53f1c8af4f8349779a8faa7e8cc665ee0b8d967793,e29a6d919cebaa19fc1f4ce2d0592d94f012aebbeadc9d05c81f07450e66475f,f91093d0ff8baf61ec47a5ef36126145254e1495f4d3ef530c47bcaf8497756d,b7412caa61ad2785afcbc0c2995070cd8696655f0784fb6662f78a5d56acc018,c273affdb362e6a9f8e744a416b547e894690af2e3c1aa4aa8c18ab9264f0dbb,9094a124eaf4dbea06566a73708664593d9ae17107e12af0a6c2e40c8611e541,f757715cd936de4fd833c772e7c461631cc59080e348ea4c7d627e6e5e0ef680,939f50e51f007fc282246ceb1e831d6a3eab6b3bb32121919853d6e55f4af861
"12200","0","0","0","8","0","30","0","0","51","91002","0","0","0","0","12200","0","0"
"12300","0","0","0","8","0","30","0","0","52","91002","0","0","0","0","12300","0","0"
"12400","0","0","0","8","0","30","0","0","53","91002","0","0","0","0","12400","0","0"
"12500","0","0","0","8","0","30","0","0","54","91002","0","0","0","0","12500","0","0"
"12600","0","0","0","8","0","30","0","0","55","91002","0","0","0","0","12600","0","0"
"12700","0","0","0","8","0","30","0","0","56","91002","0","0","0","0","12700","0","0"
"12800","0","0","0","8","0","30","0","0","57","91002","0","0","0","0","12800","0","0"
"12900","0","0","0","8","0","30","0","0","58","91002","0","0","0","0","12900","0","0"
"13000","0","0","0","8","0","30","0","0","59","91002","0","0","0","0","13000","0","0"
"13100","0","0","0","8","0","30","0","0","60","91002","0","0","0","0","13100","0","0"
"13200","0","0","0","8","0","30","0","0","61","91002","0","0","0","0","13200","0","0"
"13300","0","0","0","8","0","30","0","0","62","91002","0","0","0","0","13300","0","0"
"13400","0","0","0","8","0","30","0","0","63","91002","0","0","0","0","13400","0","0"
"13500","0","0","0","8","0","30","0","0","64","91002","0","0","0","0","13500","0","0"
"13600","0","0","0","8","0","30","0","0","65","91002","0","0","0","0","13600","0","0"
"13700","0","0","0","8","0","30","0","0","66","91002","0","0","0","0","13700","0","0"
"13800","0","0","0","8","0","30","0","0","67","91002","0","0","0","0","13800","0","0"
"13900","0","0","0","8","0","30","0","0","68","91002","0","0","0","0","13900","0","0"
"14000","0","0","0","8","0","30","0","0","69","91002","0","0","0","0","14000","0","0"
"14100","0","0","0","8","0","30","0","0","70","91002","0","0","0","0","14100","0","0"
"14200","0","0","0","8","0","30","0","0","71","91002","0","0","0","0","14200","0","0"
"14300","0","0","0","8","0","30","0","0","72","91002","0","0","0","0","14300","0","0"
"14400","0","0","0","8","0","30","0","0","73","91002","0","0","0","0","14400","0","0"
"14500","0","0","0","8","0","30","0","0","74","91002","0","0","0","0","14500","0","0"
"14600","0","0","0","8","0","30","0","0","75","91002","0","0","0","0","14600","0","0"
"14700","0","0","0","8","0","30","0","0","76","91002","0","0","0","0","14700","0","0"
"14800","0","0","0","8","0","30","0","0","77","91002","0","0","0","0","14800","0","0"
"14900","0","0","0","8","0","30","0","0","78","91002","0","0","0","0","14900","0","0"
"15000","0","0","0","8","0","30","0","0","79","91002","0","0","0","0","15000","0","0"
