1225152f1c771b183736cc4702b8b4e65221100f296f40d2141f61b2a57da01a,3e0c4e2c6c2322f72cbfae7f47c569c4c9b81b1b8684fa2837cacdd8d125d7d6,ef7651623928ac56587775e5dc7160036c0907a9e91fab28d0c8a1eb90d37264,590e95f40efb696b902b64aad4ea39e06175850ae8e9dbb1a2cc42fbe7987d07,651c62f89d30c0902657f5b48f0785d088722df1f84aaae39ddcc287b89b9cb0,1da5fbf6d0995ba45b080d4b691698b6acae070563a9ca7fc2b616c3587fab88,13677ef6369def00984a9c4447452318ddeedcc757486fcadb2508f98a625236,5dfabf1ed101a2629f11d48bb2c993b0369ad8e00ce4543b267b735d4940d121,29ecd6fcdf336184fb3e2330cc9208eaf654e8dbd67a349eeef2bef2fa3316d1,978584e37ad6106c5cb0696242cbd91eb66e660c6a08d80b319d0e2f11476c9e,065136827ed4683a0d8e0b0ce614c693de5bf1a5ba415248cedbeb630346daf5,f83a7f7de703b785f6b2a718fa2b253ca70baf955a53805ee4b42fb2c48294a7
"2","0","0","0","vo_ske","0","1005802","0","vo_ske_0201","2","0","100580202"
"3","0","0","202","0","1","1005802","0","0","1","1.122","100580203"
"4","1","0","0","0","0","1005802","1.689","0","4","0","100580204"
"5","0","202","370","0","1","1005802","0","0","1","1.13","100580205"
"6","1","0","0","0","0","1005802","2.883","0","4","0","100580206"
"7","0","0","0","vo_ske","0","1005802","0","vo_ske_0202","2","0","100580207"
"8","0","0","249","0","2","1005802","0","0","1","1.057","100580208"
"9","1","0","0","0","0","1005802","1.962","0","4","0","100580209"
"10","0","249","367","0","2","1005802","0","0","1","1.166","100580210"
"11","1","0","0","0","0","1005802","1.747","0","4","0","100580211"
"12","0","0","78","0","3","1005802","0","0","1","1.216","100580212"
"13","1","0","0","0","0","1005802","1.216","0","4","0","100580213"
"14","0","78","389","0","3","1005802","0","0","1","1.868","100580214"
"15","1","0","0","0","0","1005802","3.78","0","4","0","100580215"
"16","0","0","0","vo_ske","0","1005802","0","vo_ske_0203","2","0","100580216"
"17","0","0","252","0","4","1005802","0","0","1","0.655","100580217"
"18","1","0","0","0","0","1005802","1.632","0","4","0","100580218"
"19","0","252","366","0","4","1005802","0","0","1","1.586","100580219"
"20","1","0","0","0","0","1005802","2.357","0","4","0","100580220"
"21","0","366","366","0","4","1005802","0","0","1","0.386","100580221"
"22","1","0","0","0","0","1005802","0.386","0","4","0","100580222"
"23","0","0","0","0","5","1005802","0","0","1","0.872","100580223"
"24","1","0","0","0","0","1005802","3.189","0","4","0","100580224"
"25","0","0","0","vo_ske","0","1005802","0","vo_ske_0204","2","0","100580225"
"26","0","0","137","0","5","1005802","0","0","1","1.065","100580226"
"27","1","0","0","0","0","1005802","1.882","0","4","0","100580227"
"28","0","137","400","0","5","1005802","0","0","1","0.888","100580228"
"29","1","0","0","0","0","1005802","0.888","0","4","0","100580229"
"30","0","0","0","0","6","1005802","0","0","1","0.607","100580230"
"31","1","0","0","0","0","1005802","1.21","0","4","0","100580231"
"32","0","0","53","0","6","1005802","0","0","1","0.933","100580232"
"33","1","0","0","0","0","1005802","2.332","0","4","0","100580233"
"34","0","53","360","0","6","1005802","0","0","1","1.649","100580234"
"35","1","0","0","0","0","1005802","4.223","0","4","0","100580235"
"36","0","0","0","vo_ske","0","1005802","0","vo_ske_0205","2","0","100580236"
"37","0","0","81","0","7","1005802","0","0","1","0.349","100580237"
"38","1","0","0","0","0","1005802","1.46","0","4","0","100580238"
"39","0","81","350","0","7","1005802","0","0","1","1.532","100580239"
"40","1","0","0","0","0","1005802","2.11","0","4","0","100580240"
"41","0","350","350","0","7","1005802","0","0","1","0.341","100580241"
"42","1","0","0","0","0","1005802","0.341","0","4","0","100580242"
"43","0","0","0","0","8","1005802","0","0","1","1.202","100580243"
"44","1","0","0","0","0","1005802","3.101","0","4","0","100580244"
"45","0","0","0","vo_ske","0","1005802","0","vo_ske_0206","2","0","100580245"
"46","0","0","49","0","8","1005802","0","0","1","0.706","100580246"
"47","1","0","0","0","0","1005802","1.796","0","4","0","100580247"
"48","0","49","377","0","8","1005802","0","0","1","1.854","100580248"
"49","1","0","0","0","0","1005802","2.709","0","4","0","100580249"
"50","0","0","55","0","9","1005802","0","0","1","1.202","100580250"
"51","1","0","0","0","0","1005802","3.52","0","4","0","100580251"
"52","0","0","0","vo_ske","0","1005802","0","vo_ske_0207","2","0","100580252"
"53","0","55","100","0","9","1005802","0","0","1","0.754","100580253"
"54","1","0","0","0","0","1005802","1.291","0","4","0","100580254"
"55","0","100","350","0","9","1005802","0","0","1","0.505","100580255"
"56","1","0","0","0","0","1005802","2.624","0","4","0","100580256"
"57","0","0","0","vo_ske","0","1005802","0","vo_ske_0208","2","0","100580257"
"58","0","0","220","0","10","1005802","0","0","1","1.061","100580258"
"59","1","0","0","0","0","1005802","1.6","0","4","0","100580259"
"60","0","220","380","0","10","1005802","0","0","1","1.645","100580260"
"61","1","0","0","0","0","1005802","2.3","0","4","0","100580261"
"62","0","0","240","0","11","1005802","0","0","1","1.616","100580262"
"63","1","0","0","0","0","1005802","3.913","0","4","0","100580263"
"64","0","0","0","vo_ske","0","1005802","0","vo_ske_0209","2","0","100580264"
"65","0","0","128","0","12","1005802","0","0","1","1.258","100580265"
"66","1","0","0","0","0","1005802","3.579","0","4","0","100580266"
"67","0","0","0","vo_ske","0","1005802","0","vo_ske_0210","2","0","100580267"
"68","0","0","280","0","13","1005802","0","0","1","1.496","100580268"
"69","1","0","0","0","0","1005802","3.996","0","4","0","100580269"
"1","1","0","0","0","0","1005803","0.8","0","4","0","100580301"
"2","0","0","0","vo_ske","0","1005803","0","vo_ske_0301","2","0","100580302"
"3","0","0","160","0","1","1005803","0","0","1","1.797","100580303"
"4","1","0","0","0","0","1005803","2.514","0","4","0","100580304"
"5","0","160","339","0","1","1005803","0","0","1","0.612","100580305"
"6","1","0","0","0","0","1005803","0.612","0","4","0","100580306"
"7","0","0","163","0","2","1005803","0","0","1","0.464","100580307"
"8","1","0","0","0","0","1005803","0.889","0","4","0","100580308"
"9","0","163","163","0","2","1005803","0","0","1","1.164","100580309"
"10","1","0","0","0","0","1005803","2.59","0","4","0","100580310"
"11","0","0","0","vo_ske","0","1005803","0","vo_ske_0302","2","0","100580311"
"12","0","163","421","0","2","1005803","0","0","1","1.185","100580312"
"13","1","0","0","0","0","1005803","1.185","0","4","0","100580313"
"14","0","0","0","0","3","1005803","0","0","1","0.952","100580314"
"15","1","0","0","0","0","1005803","1.747","0","4","0","100580315"
"16","0","0","295","0","3","1005803","0","0","1","0.961","100580316"
"17","1","0","0","0","0","1005803","2.398","0","4","0","100580317"
"18","0","0","0","vo_ske","0","1005803","0","vo_ske_0303","2","0","100580318"
"19","0","0","150","0","4","1005803","0","0","1","1.401","100580319"
"20","1","0","0","0","0","1005803","1.935","0","4","0","100580320"
"21","0","150","356","0","4","1005803","0","0","1","1.288","100580321"
"22","1","0","0","0","0","1005803","2.418","0","4","0","100580322"
"23","0","0","0","vo_ske","0","1005803","0","vo_ske_0304","2","0","100580323"
"24","0","0","0","0","5","1005803","0","0","1","0.619","100580324"
"25","1","0","0","0","0","1005803","1.407","0","4","0","100580325"
"26","0","0","0","0","5","1005803","0","0","1","2.1","100580326"
"27","1","0","0","0","0","1005803","4.561","0","4","0","100580327"
"28","0","0","0","vo_ske","0","1005803","0","vo_ske_0305","2","0","100580328"
"29","0","0","318","0","5","1005803","0","0","1","2.309","100580329"
"30","1","0","0","0","0","1005803","3.378","0","4","0","100580330"
"31","0","0","101","0","6","1005803","0","0","1","0.664","100580331"
"32","1","0","0","0","0","1005803","1.555","0","4","0","100580332"
"33","0","101","366","0","6","1005803","0","0","1","1.706","100580333"
"34","1","0","0","0","0","1005803","4.399","0","4","0","100580334"
"35","0","0","0","vo_ske","0","1005803","0","vo_ske_0306","2","0","100580335"
"36","0","0","209","0","7","1005803","0","0","1","2.137","100580336"
"37","1","0","0","0","0","1005803","3.014","0","4","0","100580337"
"38","0","209","382","0","7","1005803","0","0","1","0.788","100580338"
"39","1","0","0","0","0","1005803","2.288","0","4","0","100580339"
"40","0","0","0","vo_ske","0","1005803","0","vo_ske_0307","2","0","100580340"
"41","0","0","290","0","8","1005803","0","0","1","2.054","100580341"
"42","1","0","0","0","0","1005803","2.931","0","4","0","100580342"
"43","0","290","410","0","8","1005803","0","0","1","0.801","100580343"
"44","1","0","0","0","0","1005803","1.48","0","4","0","100580344"
"45","0","0","347","0","9","1005803","0","0","1","2.75","100580345"
"46","1","0","0","0","0","1005803","5.052","0","4","0","100580346"
"47","0","0","0","vo_ske","0","1005803","0","vo_ske_0308","2","0","100580347"
"48","0","0","60","0","10","1005803","0","0","1","0.527","100580348"
"49","1","0","0","0","0","1005803","1.38","0","4","0","100580349"
"50","0","60","230","0","10","1005803","0","0","1","1.473","100580350"
"51","1","0","0","0","0","1005803","1.759","0","4","0","100580351"
"52","0","230","354","0","10","1005803","0","0","1","0.68","100580352"
"53","1","0","0","0","0","1005803","1.838","0","4","0","100580353"
"54","0","0","0","vo_ske","0","1005803","0","vo_ske_0309","2","0","100580354"
"55","0","0","71","0","11","1005803","0","0","1","0.477","100580355"
"56","1","0","0","0","0","1005803","1.108","0","4","0","100580356"
"57","0","71","323","0","11","1005803","0","0","1","2.144","100580357"
"58","1","0","0","0","0","1005803","3.802","0","4","0","100580358"
"59","0","0","0","vo_ske","0","1005803","0","vo_ske_0310","2","0","100580359"
"60","0","0","93","0","12","1005803","0","0","1","1.251","100580360"
"61","1","0","0","0","0","1005803","2.672","0","4","0","100580361"
"62","0","93","247","0","12","1005803","0","0","1","0.65","100580362"
"63","1","0","0","0","0","1005803","1.349","0","4","0","100580363"
"64","0","247","375","0","12","1005803","0","0","1","0.589","100580364"
"65","1","0","0","0","0","1005803","3.089","0","4","0","100580365"
"1","1","0","0","0","0","1005804","0.8","0","4","0","100580401"
"2","0","0","0","vo_ske","0","1005804","0","vo_ske_0401","2","0","100580402"
"3","0","0","186","0","1","1005804","0","0","1","1.769","100580403"
"4","1","0","0","0","0","1005804","3.723","0","4","0","100580404"
"5","0","0","0","vo_ske","0","1005804","0","vo_ske_0402","2","0","100580405"
"6","0","0","106","0","2","1005804","0","0","1","0.818","100580406"
"7","1","0","0","0","0","1005804","1.553","0","4","0","100580407"
"8","0","106","258","0","2","1005804","0","0","1","1.87","100580408"
"9","1","0","0","0","0","1005804","2.537","0","4","0","100580409"
"10","0","258","410","0","2","1005804","0","0","1","0.487","100580410"
"11","1","0","0","0","0","1005804","0.487","0","4","0","100580411"
"12","0","0","77","0","3","1005804","0","0","1","0.822","100580412"
"13","1","0","0","0","0","1005804","2.459","0","4","0","100580413"
"14","0","77","400","0","3","1005804","0","0","1","1.696","100580414"
"15","1","0","0","0","0","1005804","2.551","0","4","0","100580415"
"16","0","400","400","0","3","1005804","0","0","1","0.688","100580416"
"17","1","0","0","0","0","1005804","1.121","0","4","0","100580417"
"18","0","0","0","0","4","1005804","0","0","1","1.807","100580418"
"19","1","0","0","0","0","1005804","4.87","0","4","0","100580419"
"20","0","0","0","vo_ske","0","1005804","0","vo_ske_0403","2","0","100580420"
"21","0","0","93","0","4","1005804","0","0","1","0.78","100580421"
"22","1","0","0","0","0","1005804","2.288","0","4","0","100580422"
"23","0","93","324","0","4","1005804","0","0","1","1.497","100580423"
"24","1","0","0","0","0","1005804","3.177","0","4","0","100580424"
"25","0","0","0","vo_ske","0","1005804","0","vo_ske_0404","2","0","100580425"
"26","0","0","114","0","5","1005804","0","0","1","0.729","100580426"
"27","1","0","0","0","0","1005804","1.799","0","4","0","100580427"
"28","0","114","192","0","5","1005804","0","0","1","0.823","100580428"
"29","1","0","0","0","0","1005804","1.447","0","4","0","100580429"
"30","0","192","287","0","5","1005804","0","0","1","0.982","100580430"
"31","1","0","0","0","0","1005804","1.587","0","4","0","100580431"
"32","0","287","430","0","5","1005804","0","0","1","0.639","100580432"
"33","1","0","0","0","0","1005804","0.639","0","4","0","100580433"
"34","0","0","0","0","6","1005804","0","0","1","1.712","100580434"
"35","1","0","0","0","0","1005804","3.735","0","4","0","100580435"
"36","0","0","0","vo_ske","0","1005804","0","vo_ske_0405","2","0","100580436"
"37","0","0","201","0","6","1005804","0","0","1","0.793","100580437"
"38","1","0","0","0","0","1005804","2.073","0","4","0","100580438"
"39","0","201","201","0","6","1005804","0","0","1","0.405","100580439"
"40","1","0","0","0","0","1005804","1.081","0","4","0","100580440"
"41","0","201","293","0","6","1005804","0","0","1","0.962","100580441"
"42","1","0","0","0","0","1005804","3.994","0","4","0","100580442"
"43","0","0","0","vo_ske","0","1005804","0","vo_ske_0406","2","0","100580443"
"44","0","0","259","0","7","1005804","0","0","1","0.869","100580444"
"45","1","0","0","0","0","1005804","2.298","0","4","0","100580445"
"46","0","0","0","vo_ske","0","1005804","0","vo_ske_0407","2","0","100580446"
"47","0","259","389","0","7","1005804","0","0","1","1.07","100580447"
"48","1","0","0","0","0","1005804","2.401","0","4","0","100580448"
"49","0","0","0","vo_ske","0","1005804","0","vo_ske_0408","2","0","100580449"
"50","0","0","167","0","8","1005804","0","0","1","0.939","100580450"
"51","1","0","0","0","0","1005804","0.939","0","4","0","100580451"
"52","0","167","167","0","8","1005804","0","0","1","0.816","100580452"
"53","1","0","0","0","0","1005804","2.428","0","4","0","100580453"
"54","0","0","0","vo_ske","0","1005804","0","vo_ske_0409","2","0","100580454"
"55","0","167","211","0","8","1005804","0","0","1","0.626","100580455"
"56","1","0","0","0","0","1005804","1.776","0","4","0","100580456"
"57","0","211","390","0","8","1005804","0","0","1","1.439","100580457"
"58","1","0","0","0","0","1005804","1.439","0","4","0","100580458"
"59","0","0","60","0","9","1005804","0","0","1","0.447","100580459"
"60","1","0","0","0","0","1005804","2.012","0","4","0","100580460"
"61","0","0","0","vo_ske","0","1005804","0","vo_ske_0410","2","0","100580461"
"62","0","60","155","0","9","1005804","0","0","1","0.504","100580462"
"63","1","0","0","0","0","1005804","1.659","0","4","0","100580463"
"64","0","155","335","0","9","1005804","0","0","1","0.488","100580464"
"65","1","0","0","0","0","1005804","3.099","0","4","0","100580465"
"66","0","0","0","vo_ske","0","1005804","0","vo_ske_0411","2","0","100580466"
"67","0","0","93","0","10","1005804","0","0","1","0.743","100580467"
"68","1","0","0","0","0","1005804","1.683","0","4","0","100580468"
"69","0","93","319","0","10","1005804","0","0","1","2.16","100580469"
"70","1","0","0","0","0","1005804","3.689","0","4","0","100580470"
"71","0","0","284","0","11","1005804","0","0","1","1.846","100580471"
"72","1","0","0","0","0","1005804","4.239","0","4","0","100580472"
"73","0","0","0","vo_ske","0","1005804","0","vo_ske_0412","2","0","100580473"
"74","0","0","90","0","12","1005804","0","0","1","0.584","100580474"
"75","1","0","0","0","0","1005804","1.837","0","4","0","100580475"
"76","0","90","330","0","12","1005804","0","0","1","1.393","100580476"
"77","1","0","0","0","0","1005804","3.893","0","4","0","100580477"
"1","1","0","0","0","0","1005805","0.8","0","4","0","100580501"
"2","0","0","0","vo_ske","0","1005805","0","vo_ske_0501","2","0","100580502"
"3","0","0","136","0","1","1005805","0","0","1","1.013","100580503"
"4","1","0","0","0","0","1005805","1.598","0","4","0","100580504"
"5","0","136","399","0","1","1005805","0","0","1","1.062","100580505"
"6","1","0","0","0","0","1005805","2.428","0","4","0","100580506"
"7","0","0","0","vo_ske","0","1005805","0","vo_ske_0502","2","0","100580507"
"8","0","0","137","0","2","1005805","0","0","1","1.244","100580508"
"9","1","0","0","0","0","1005805","1.839","0","4","0","100580509"
"10","0","137","357","0","2","1005805","0","0","1","1.989","100580510"
"11","1","0","0","0","0","1005805","3.898","0","4","0","100580511"
"12","0","0","0","vo_ske","0","1005805","0","vo_ske_0503","2","0","100580512"
"13","0","0","220","0","3","1005805","0","0","1","1.43","100580513"
"14","1","0","0","0","0","1005805","1.915","0","4","0","100580514"
"15","0","220","365","0","3","1005805","0","0","1","0.906","100580515"
"16","1","0","0","0","0","1005805","2.75","0","4","0","100580516"
"17","0","0","0","vo_ske","0","1005805","0","vo_ske_0504","2","0","100580517"
"18","0","0","100","0","4","1005805","0","0","1","1.11","100580518"
"19","1","0","0","0","0","1005805","1.656","0","4","0","100580519"
"20","0","100","320","0","4","1005805","0","0","1","1.445","100580520"
"21","1","0","0","0","0","1005805","1.899","0","4","0","100580521"
"22","0","320","408","0","4","1005805","0","0","1","0.574","100580522"
"23","1","0","0","0","0","1005805","2.491","0","4","0","100580523"
"24","0","0","0","vo_ske","0","1005805","0","vo_ske_0505","2","0","100580524"
"25","0","0","167","0","5","1005805","0","0","1","1.192","100580525"
"26","1","0","0","0","0","1005805","1.943","0","4","0","100580526"
"27","0","167","316","0","5","1005805","0","0","1","0.864","100580527"
"28","1","0","0","0","0","1005805","1.47","0","4","0","100580528"
"29","0","316","376","0","5","1005805","0","0","1","0.713","100580529"
"30","1","0","0","0","0","1005805","3.073","0","4","0","100580530"
"31","0","0","0","vo_ske","0","1005805","0","vo_ske_0506","2","0","100580531"
"32","0","0","139","0","6","1005805","0","0","1","1.159","100580532"
"33","1","0","0","0","0","1005805","1.779","0","4","0","100580533"
"34","0","139","391","0","6","1005805","0","0","1","1.634","100580534"
"35","1","0","0","0","0","1005805","5.206","0","4","0","100580535"
"36","0","0","0","vo_ske","0","1005805","0","vo_ske_0507","2","0","100580536"
"37","0","0","202","0","7","1005805","0","0","1","1.363","100580537"
"38","1","0","0","0","0","1005805","2.334","0","4","0","100580538"
"39","0","202","343","0","7","1005805","0","0","1","1.128","100580539"
"40","1","0","0","0","0","1005805","3.267","0","4","0","100580540"
"41","0","0","0","vo_ske","0","1005805","0","vo_ske_0508","2","0","100580541"
"42","0","0","319","0","8","1005805","0","0","1","2.341","100580542"
"43","1","0","0","0","0","1005805","3.817","0","4","0","100580543"
"44","0","319","413","0","8","1005805","0","0","1","0.614","100580544"
"45","1","0","0","0","0","1005805","1.798","0","4","0","100580545"
"46","0","0","286","0","9","1005805","0","0","1","1.942","100580546"
"47","1","0","0","0","0","1005805","4.447","0","4","0","100580547"
"48","0","0","0","vo_ske","0","1005805","0","vo_ske_0509","2","0","100580548"
"49","0","0","95","0","10","1005805","0","0","1","0.441","100580549"
"50","1","0","0","0","0","1005805","1.691","0","4","0","100580550"
"51","0","95","382","0","10","1005805","0","0","1","2.177","100580551"
"52","1","0","0","0","0","1005805","4.215","0","4","0","100580552"
"53","0","0","0","vo_ske","0","1005805","0","vo_ske_0510","2","0","100580553"
"54","0","0","154","0","11","1005805","0","0","1","1.116","100580554"
"55","1","0","0","0","0","1005805","2.252","0","4","0","100580555"
"56","0","154","380","0","11","1005805","0","0","1","2.025","100580556"
"57","1","0","0","0","0","1005805","4.486","0","4","0","100580557"
"58","0","0","0","vo_ske","0","1005805","0","vo_ske_0511","2","0","100580558"
"59","0","0","93","0","12","1005805","0","0","1","0.473","100580559"
"60","1","0","0","0","0","1005805","1.015","0","4","0","100580560"
"61","0","93","164","0","12","1005805","0","0","1","0.759","100580561"
"62","1","0","0","0","0","1005805","2.172","0","4","0","100580562"
"63","0","0","362","0","13","1005805","0","0","1","2.606","100580563"
"64","1","0","0","0","0","1005805","5.313","0","4","0","100580564"
"65","0","0","0","vo_ske","0","1005805","0","vo_ske_0512","2","0","100580565"
"66","0","0","113","0","14","1005805","0","0","1","1.072","100580566"
"67","1","0","0","0","0","1005805","2.416","0","4","0","100580567"
"68","0","113","362","0","14","1005805","0","0","1","1.331","100580568"
"69","1","0","0","0","0","1005805","3.831","0","4","0","100580569"
"1","1","0","0","0","0","1005901","0.8","0","4","0","100590101"
"2","0","0","0","vo_ske","0","1005901","0","vo_ske_0601","2","0","100590102"
"3","0","0","320","0","1","1005901","0","0","1","1.86","100590103"
"4","1","0","0","0","0","1005901","2.5","0","4","0","100590104"
"5","0","320","380","0","1","1005901","0","0","1","1.2","100590105"
"6","1","0","0","0","0","1005901","3.1","0","4","0","100590106"
"7","0","0","0","vo_ske","0","1005901","0","vo_ske_0602","2","0","100590107"
"8","0","0","287","0","2","1005901","0","0","1","2.2","100590108"
"9","1","0","0","0","0","1005901","3.3","0","4","0","100590109"
"10","0","287","410","0","2","1005901","0","0","1","0.9","100590110"
"11","1","0","0","0","0","1005901","1.5","0","4","0","100590111"
"12","0","0","288","0","3","1005901","0","0","1","1.5","100590112"
"13","1","0","0","0","0","1005901","3.7","0","4","0","100590113"
"14","0","0","0","vo_ske","0","1005901","0","vo_ske_0603","2","0","100590114"
"15","0","288","410","0","3","1005901","0","0","1","1.5","100590115"
"16","1","0","0","0","0","1005901","1.5","0","4","0","100590116"
"17","0","0","87","0","4","1005901","0","0","1","0.3","100590117"
"18","1","0","0","0","0","1005901","1.5","0","4","0","100590118"
"19","0","87","246","0","4","1005901","0","0","1","0.8","100590119"
"20","1","0","0","0","0","1005901","1.5","0","4","0","100590120"
"21","0","246","378","0","4","1005901","0","0","1","1.9","100590121"
"22","1","0","0","0","0","1005901","4.5","0","4","0","100590122"
"23","0","0","0","vo_ske","0","1005901","0","vo_ske_0604","2","0","100590123"
"24","0","0","171","0","5","1005901","0","0","1","2.3","100590124"
"25","1","0","0","0","0","1005901","3.3","0","4","0","100590125"
"26","0","171","309","0","5","1005901","0","0","1","1.1","100590126"
"27","1","0","0","0","0","1005901","1.1","0","4","0","100590127"
"28","0","309","410","0","5","1005901","0","0","1","1.1","100590128"
"29","1","0","0","0","0","1005901","3.9","0","4","0","100590129"
"30","0","0","0","vo_ske","0","1005901","0","vo_ske_0605","2","0","100590130"
"31","0","0","52","0","6","1005901","0","0","1","0.5","100590131"
"32","1","0","0","0","0","1005901","1.7","0","4","0","100590132"
"33","0","52","109","0","6","1005901","0","0","1","1.2","100590133"
"34","1","0","0","0","0","1005901","1.9","0","4","0","100590134"
"35","0","109","292","0","6","1005901","0","0","1","0.9","100590135"
"36","1","0","0","0","0","1005901","2.6","0","4","0","100590136"
"37","0","0","0","vo_ske","0","1005901","0","vo_ske_0606","2","0","100590137"
"38","0","0","180","0","7","1005901","0","0","1","1.6","100590138"
"39","1","0","0","0","0","1005901","2","0","4","0","100590139"
"40","0","180","350","0","7","1005901","0","0","1","1","100590140"
"41","1","0","0","0","0","1005901","1","0","4","0","100590141"
"42","0","0","0","0","8","1005901","0","0","1","1.3","100590142"
"43","1","0","0","0","0","1005901","2.2","0","4","0","100590143"
"44","0","0","372","0","8","1005901","0","0","1","1.4","100590144"
"45","1","0","0","0","0","1005901","4","0","4","0","100590145"
"46","0","0","0","vo_ske","0","1005901","0","vo_ske_0607","2","0","100590146"
"47","0","0","130","0","9","1005901","0","0","1","1.1","100590147"
"48","1","0","0","0","0","1005901","1.8","0","4","0","100590148"
"49","0","130","253","0","9","1005901","0","0","1","1","100590149"
"50","1","0","0","0","0","1005901","2.3","0","4","0","100590150"
"51","0","253","400","0","9","1005901","0","0","1","1.4","100590151"
"52","1","0","0","0","0","1005901","3.4","0","4","0","100590152"
