d3a4014053812cd4091ec5fd4664e39b0b68df735a83e23ad107b4cf8b8422a9,9c97ba69483aa4b1cefd307e2bfe5699cd0711e4f231d6863a01c63881ff1c48,ff2ff736199d4cba54fecffc4aeecd48b66117881b3a830580bb0cef1bf13710,9964deaf4c9e0e3ccf1bffe45048096460ef0068d3fa0811b9b6c35688956c83,677c78e7a3f6a93a8531563e2c9ae17f87f0a1b06ac90d48b5d127908926a738,dc1ef557bf29d9cba94193e4a94da2ab9c14811048242becdff8decb0029a202,bd63bf379b5b2a6f3d7e6d21cd46e575a29a24df1f9629b51985b0e829097d1e,1b912f97a6dc2563a179abf28272861ee9af3772b373e0ac57f6195a3c92961a,67496a56e1157c6e7f98333bafce212073287a1b71487cbd172ddba37bab7cb2,74e01b8d540646ce8f551aa57137fb63e7476f673b4c5eff108295d76a48c1a1,0a3bbadf1d87c64a607bd8b80ed2b23166c128e36652fcb04f594bcc8f37e12b,aca0087fabe02e0565a485951699b09cf54d7e7231f05762241c4ccef1791182,c7abee00163ca72a01fc3234cd5871885c3bf549f25f815191d285ced6d6b3aa,60d002bc3f548e92389af61c616ccad1d9eb10485b08be52c0fca8ca75b99e5c,3526b8ec6ef6051723d0105a659ab3a5eabc5ae9805983a08cb46a01c46ed940,539ab06c363764a8f3e4a1418f7c57b2702c0e0c83c5c3d03c37612949749556,e67ab180115131dfc59debb59fa7446e40fc329aa3bf66a34ecb74e55833dcac,080e421280148e2b8846f50150134ab64cfd8a17fe03895b9f1a791fc9c166c5,aab8c4c5df0f625885b7d321fc06f70e3c776b62f69ab7df43e603094e9b8ec9,0652b2a848354a4423796d18dd7eab41125ac3af7cb56f7be1e0637344386117,c8b3c7c566f9faa63802f0b32c6129d74edd73a9b180a0165ec3648c51af1a9f,5ddfbd3f6ad6e76e89b8587e09e795b1adf2867d6c6c99912a59f94ac662e003,34be92be80b251fc5220ddf2cb66937f1758e5150864281f83f0846fa09d7f1b,01d88b3c100a6d749a4a821dfbd37fa8dbfeb0b03925f1ae37dce41b10c8be91,7e6ea5f13c893e2182634688fa79ab626d4599d11cc0a6017403fb5ed3e66443,17848f11311a38143d968cebe3ae59677a032a521a3f55519f62a37761eb9f15,6984604de4a074478e604d5ccca3717bb670de1f3af701b0166f28a1ef74534d,f36f881d9aa21f78beb6b745d1ae84fdda154af664983e59039eb943e9eaf37c,7fe2b97be0a633928174063a8d0c2a54bb015a470026bfac1fc7660a4f6fc951,0507d96329046bb2c634020a018d790d21424af88ba033cf9a22cebe17594d34,1207ba8315682efc077f078e13e9fee6fab809e659e0a9b7af0e56a78b051369,2034179067f9afc37d6b0742263c111734dce180b981bfda81ba5d661e44446a,9f6863e8f8ef5d2972a90940300ee79ada207db30995d82094760142de71f613,23fbff28d6463cfa2a4d1037aeca40bf1aa198c7f9be4b34a7c9aad0eab3544e,f26e0c2c99f4f925ed769bd2fc8ab7455711084b83ad7ea90ce0d289e3284c4a,28316dda8ce8921ed7082498f59a5f259d2eb8444842728651e8f4053b809a02,132d06c1f253572b395dd9687ddd907fc4adf3d00ac88bffcb05c481d541e1a5,64a9ee53eceace65bef1ef202a74734e81d4aca4f51ae2f539318e65c18590fa,88c28c04056347ece5f025722afb31254b79b4e482c38db168cce56d1365821c,d2b1888bf82bb7314ca5b6db4605ce78543082464692cbde24a9a2aa73ad47f6
"0","20","13","0","200100","20","0","0","0","670010020","16","10","1563","20","20","186","20","20","20","1","0","20","200000006","20","20","20","1","0","0","20","20","20","0","1","20","10","20","0","20","30"
"0","21","15","0","200100","21","0","0","0","670010021","18","10","1784","21","21","206","21","21","21","1","0","21","200000006","21","21","21","1","0","0","21","21","21","0","1","21","10","21","0","21","30"
"0","22","17","0","200100","22","0","0","0","670010022","20","10","2005","22","22","225","22","22","22","1","0","22","200000006","22","22","22","1","0","0","22","22","22","0","1","22","10","22","0","22","30"
"0","23","18","0","200100","23","0","0","0","670010023","21","10","2225","23","23","245","23","23","23","1","0","23","200000006","23","23","23","1","0","0","23","23","23","0","1","23","10","23","0","23","30"
"0","24","20","0","200100","24","0","0","0","670010024","23","10","2446","24","24","264","24","24","24","1","0","24","200000006","24","24","24","1","0","0","24","24","24","0","1","24","10","24","0","24","30"
"0","25","21","0","200100","25","0","0","0","670010025","24","10","2701","25","25","267","25","25","25","1","0","25","200000006","25","25","25","1","0","0","25","25","25","0","1","25","10","25","0","25","30"
"0","26","21","0","200100","26","0","0","0","670010026","24","10","2956","26","26","269","26","26","26","1","0","26","200000006","26","26","26","1","0","0","26","26","26","0","1","26","10","26","0","26","30"
"0","27","21","0","200100","27","0","0","0","670010027","24","10","3211","27","27","289","27","27","27","1","0","27","200000006","27","27","27","1","0","0","27","27","27","0","1","27","10","27","0","27","30"
"0","28","21","0","200100","28","0","0","0","670010028","25","10","3466","28","28","309","28","28","28","1","0","28","200000006","28","28","28","1","0","0","28","28","28","0","1","28","10","28","0","28","30"
"0","29","22","0","200100","29","0","0","0","670010029","25","10","3721","29","29","330","29","29","29","1","0","29","200000006","29","29","29","1","0","0","29","29","29","0","1","29","10","29","0","29","30"
"0","30","22","0","200100","30","0","0","0","670010030","25","10","3976","30","30","350","30","30","30","1","0","30","200000006","30","30","30","1","0","0","30","30","30","0","1","30","10","30","0","30","30"
"0","31","22","0","200100","31","0","0","0","670010031","26","10","4232","31","31","370","31","31","31","1","0","31","200000006","31","31","31","1","0","0","31","31","31","0","1","31","10","31","0","31","30"
"0","32","22","0","200100","32","0","0","0","670010032","26","10","4487","32","32","390","32","32","32","1","0","32","200000006","32","32","32","1","0","0","32","32","32","0","1","32","10","32","0","32","30"
"0","33","22","0","200100","33","0","0","0","670010033","26","10","4742","33","33","410","33","33","33","1","0","33","200000006","33","33","33","1","0","0","33","33","33","0","1","33","10","33","0","33","30"
"0","34","23","0","200100","34","0","0","0","670010034","26","10","4997","34","34","431","34","34","34","1","0","34","200000006","34","34","34","1","0","0","34","34","34","0","1","34","10","34","0","34","30"
"0","35","23","0","200100","35","0","0","0","670010035","27","10","5252","35","35","451","35","35","35","1","0","35","200000006","35","35","35","1","0","0","35","35","35","0","1","35","10","35","0","35","30"
"0","36","23","0","200100","36","0","0","0","670010036","27","10","5507","36","36","471","36","36","36","1","0","36","200000006","36","36","36","1","0","0","36","36","36","0","1","36","10","36","0","36","30"
"0","37","27","0","200100","37","0","0","0","670010037","31","10","5667","37","37","516","37","37","37","1","0","37","200000006","37","37","37","1","0","0","37","37","37","0","1","37","10","37","0","37","30"
"0","38","31","0","200100","38","0","0","0","670010038","35","10","5826","38","38","562","38","38","38","1","0","38","200000006","38","38","38","1","0","0","38","38","38","0","1","38","10","38","0","38","30"
"0","39","35","0","200100","39","0","0","0","670010039","39","10","5986","39","39","607","39","39","39","1","0","39","200000006","39","39","39","1","0","0","39","39","39","0","1","39","10","39","0","39","30"
"0","40","36","0","200100","40","0","0","0","670010040","40","10","7437","40","40","712","40","40","40","1","0","40","200000006","40","40","40","1","0","0","40","40","40","0","1","40","10","40","0","40","30"
"0","41","36","0","200100","41","0","0","0","670010041","40","10","8888","41","41","816","41","41","41","1","0","41","200000006","41","41","41","1","0","0","41","41","41","0","1","41","10","41","0","41","30"
"0","42","36","0","200100","42","0","0","0","670010042","41","10","9321","42","42","913","42","42","42","1","0","42","200000006","42","42","42","1","0","0","42","42","42","0","1","42","10","42","0","42","30"
"0","43","36","0","200100","43","0","0","0","670010043","41","10","9754","43","43","1010","43","43","43","1","0","43","200000006","43","43","43","1","0","0","43","43","43","0","1","43","10","43","0","43","30"
"0","44","38","0","200100","44","0","0","0","670010044","45","10","10008","44","44","1079","44","44","44","1","0","44","200000006","44","44","44","1","0","0","44","44","44","0","1","44","10","44","0","44","30"
"0","45","41","0","200100","45","0","0","0","670010045","49","10","10263","45","45","1148","45","45","45","1","0","45","200000006","45","45","45","1","0","0","45","45","45","0","1","45","10","45","0","45","30"
"0","46","43","0","200100","46","0","0","0","670010046","53","10","10517","46","46","1217","46","46","46","1","0","46","200000006","46","46","46","1","0","0","46","46","46","0","1","46","10","46","0","46","30"
"0","47","45","0","200100","47","0","0","0","670010047","57","10","10771","47","47","1286","47","47","47","1","0","47","200000006","47","47","47","1","0","0","47","47","47","0","1","47","10","47","0","47","30"
"0","48","48","0","200100","48","0","0","0","670010048","61","10","11026","48","48","1355","48","48","48","1","0","48","200000006","48","48","48","1","0","0","48","48","48","0","1","48","10","48","0","48","30"
"0","49","50","0","200100","49","0","0","0","670010049","65","10","11280","49","49","1424","49","49","49","1","0","49","200000006","49","49","49","1","0","0","49","49","49","0","1","49","10","49","0","49","30"
"0","50","52","0","200100","50","0","0","0","670010050","69","10","11534","50","50","1493","50","50","50","1","0","50","200000006","50","50","50","1","0","0","50","50","50","0","1","50","10","50","0","50","30"
"0","51","55","0","200100","51","0","0","0","670010051","73","10","11789","51","51","1562","51","51","51","1","0","51","200000006","51","51","51","1","0","0","51","51","51","0","1","51","10","51","0","51","30"
"0","52","57","0","200100","52","0","0","0","670010052","77","10","12043","52","52","1632","52","52","52","1","0","52","200000006","52","52","52","1","0","0","52","52","52","0","1","52","10","52","0","52","30"
"0","53","59","0","200100","53","0","0","0","670010053","81","10","12297","53","53","1701","53","53","53","1","0","53","200000006","53","53","53","1","0","0","53","53","53","0","1","53","10","53","0","53","30"
"0","54","62","0","200100","54","0","0","0","670010054","85","10","12552","54","54","1770","54","54","54","1","0","54","200000006","54","54","54","1","0","0","54","54","54","0","1","54","10","54","0","54","30"
"0","55","64","0","200100","55","0","0","0","670010055","89","10","12806","55","55","1839","55","55","55","1","0","55","200000006","55","55","55","1","0","0","55","55","55","0","1","55","10","55","0","55","30"
"0","56","66","0","200100","56","0","0","0","670010056","93","10","13060","56","56","1908","56","56","56","1","0","56","200000006","56","56","56","1","0","0","56","56","56","0","1","56","10","56","0","56","30"
"0","57","69","0","200100","57","0","0","0","670010057","97","10","13315","57","57","1977","57","57","57","1","0","57","200000006","57","57","57","1","0","0","57","57","57","0","1","57","10","57","0","57","30"
"0","58","71","0","200100","58","0","0","0","670010058","101","10","13569","58","58","2046","58","58","58","1","0","58","200000006","58","58","58","1","0","0","58","58","58","0","1","58","10","58","0","58","30"
"0","59","73","0","200100","59","0","0","0","670010059","105","10","13823","59","59","2115","59","59","59","1","0","59","200000006","59","59","59","1","0","0","59","59","59","0","1","59","10","59","0","59","30"
"0","60","76","0","200100","60","0","0","0","670010060","109","10","14078","60","60","2184","60","60","60","1","0","60","200000006","60","60","60","1","0","0","60","60","60","0","1","60","10","60","0","60","30"
"0","61","78","0","200100","61","0","0","0","670010061","113","10","14332","61","61","2253","61","61","61","1","0","61","200000006","61","61","61","1","0","0","61","61","61","0","1","61","10","61","0","61","30"
"0","62","79","0","200100","62","0","0","0","670010062","113","10","15514","62","62","2280","62","62","62","1","0","62","200000006","62","62","62","1","0","0","62","62","62","0","1","62","10","62","0","62","30"
"0","63","79","0","200100","63","0","0","0","670010063","114","10","16696","63","63","2306","63","63","63","1","0","63","200000006","63","63","63","1","0","0","63","63","63","0","1","63","10","63","0","63","30"
"0","64","80","0","200100","64","0","0","0","670010064","114","10","17878","64","64","2333","64","64","64","1","0","64","200000006","64","64","64","1","0","0","64","64","64","0","1","64","10","64","0","64","30"
"0","65","81","0","200100","65","0","0","0","670010065","114","10","19060","65","65","2359","65","65","65","1","0","65","200000006","65","65","65","1","0","0","65","65","65","0","1","65","10","65","0","65","30"
"0","66","82","0","200100","66","0","0","0","670010066","115","10","20242","66","66","2386","66","66","66","1","0","66","200000006","66","66","66","1","0","0","66","66","66","0","1","66","10","66","0","66","30"
"0","67","82","0","200100","67","0","0","0","670010067","115","10","21425","67","67","2412","67","67","67","1","0","67","200000006","67","67","67","1","0","0","67","67","67","0","1","67","10","67","0","67","30"
"0","68","83","0","200100","68","0","0","0","670010068","115","10","22607","68","68","2439","68","68","68","1","0","68","200000006","68","68","68","1","0","0","68","68","68","0","1","68","10","68","0","68","30"
"0","69","84","0","200100","69","0","0","0","670010069","116","10","23789","69","69","2466","69","69","69","1","0","69","200000006","69","69","69","1","0","0","69","69","69","0","1","69","10","69","0","69","30"
"0","70","85","0","200100","70","0","0","0","670010070","116","10","24971","70","70","2492","70","70","70","1","0","70","200000006","70","70","70","1","0","0","70","70","70","0","1","70","10","70","0","70","30"
"0","71","85","0","200100","71","0","0","0","670010071","116","10","26153","71","71","2519","71","71","71","1","0","71","200000006","71","71","71","1","0","0","71","71","71","0","1","71","10","71","0","71","30"
"0","1","10","0","200200","1","0","0","0","670020001","8","10","924","1","1","108","1","1","1","1","0","1","200000001","1","1","1","1","0","0","1","1","1","0","1","1","10","1","0","1","30"
"0","2","10","0","200200","2","0","0","0","670020002","8","10","927","2","2","111","2","2","2","1","0","2","200000001","2","2","2","1","0","0","2","2","2","0","1","2","10","2","0","2","30"
"0","3","10","0","200200","3","0","0","0","670020003","8","10","930","3","3","114","3","3","3","1","0","3","200000001","3","3","3","1","0","0","3","3","3","0","1","3","10","3","0","3","30"
"0","4","11","0","200200","4","0","0","0","670020004","9","10","933","4","4","117","4","4","4","1","0","4","200000001","4","4","4","1","0","0","4","4","4","0","1","4","10","4","0","4","30"
"0","5","11","0","200200","5","0","0","0","670020005","9","10","936","5","5","120","5","5","5","1","0","5","200000001","5","5","5","1","0","0","5","5","5","0","1","5","10","5","0","5","30"
"0","6","11","0","200200","6","0","0","0","670020006","9","10","939","6","6","123","6","6","6","1","0","6","200000001","6","6","6","1","0","0","6","6","6","0","1","6","10","6","0","6","30"
"0","7","12","0","200200","7","0","0","0","670020007","10","10","942","7","7","126","7","7","7","1","0","7","200000001","7","7","7","1","0","0","7","7","7","0","1","7","10","7","0","7","30"
"0","8","12","0","200200","8","0","0","0","670020008","10","10","945","8","8","129","8","8","8","1","0","8","200000001","8","8","8","1","0","0","8","8","8","0","1","8","10","8","0","8","30"
"0","9","12","0","200200","9","0","0","0","670020009","10","10","948","9","9","132","9","9","9","1","0","9","200000001","9","9","9","1","0","0","9","9","9","0","1","9","10","9","0","9","30"
"0","10","13","0","200200","10","0","0","0","670020010","11","10","951","10","10","135","10","10","10","1","0","10","200000001","10","10","10","1","0","0","10","10","10","0","1","10","10","10","0","10","30"
"0","11","13","0","200200","11","0","0","0","670020011","11","10","954","11","11","138","11","11","11","1","0","11","200000001","11","11","11","1","0","0","11","11","11","0","1","11","10","11","0","11","30"
"0","12","13","0","200200","12","0","0","0","670020012","11","10","957","12","12","141","12","12","12","1","0","12","200000001","12","12","12","1","0","0","12","12","12","0","1","12","10","12","0","12","30"
"0","13","14","0","200200","13","0","0","0","670020013","12","10","960","13","13","144","13","13","13","1","0","13","200000001","13","13","13","1","0","0","13","13","13","0","1","13","10","13","0","13","30"
"0","14","14","0","200200","14","0","0","0","670020014","12","10","963","14","14","147","14","14","14","1","0","14","200000001","14","14","14","1","0","0","14","14","14","0","1","14","10","14","0","14","30"
"0","15","15","0","200200","15","0","0","0","670020015","13","10","966","15","15","151","15","15","15","1","0","15","200000001","15","15","15","1","0","0","15","15","15","0","1","15","10","15","0","15","30"
"0","16","15","0","200200","16","0","0","0","670020016","13","10","1322","16","16","175","16","16","16","1","0","16","200000001","16","16","16","1","0","0","16","16","16","0","1","16","10","16","0","16","30"
"0","17","15","0","200200","17","0","0","0","670020017","13","10","1678","17","17","199","17","17","17","1","0","17","200000001","17","17","17","1","0","0","17","17","17","0","1","17","10","17","0","17","30"
"0","18","15","0","200200","18","0","0","0","670020018","13","10","1884","18","18","207","18","18","18","1","0","18","200000001","18","18","18","1","0","0","18","18","18","0","1","18","10","18","0","18","30"
"0","19","16","0","200200","19","0","0","0","670020019","14","10","2090","19","19","215","19","19","19","1","0","19","200000001","19","19","19","1","0","0","19","19","19","0","1","19","10","19","0","19","30"
"0","20","16","0","200200","20","0","0","0","670020020","14","10","2296","20","20","223","20","20","20","1","0","20","200000001","20","20","20","1","0","0","20","20","20","0","1","20","10","20","0","20","30"
"0","21","17","0","200200","21","0","0","0","670020021","14","10","2377","21","21","237","21","21","21","1","0","21","200000001","21","21","21","1","0","0","21","21","21","0","1","21","10","21","0","21","30"
"0","22","17","0","200200","22","0","0","0","670020022","14","10","2458","22","22","251","22","22","22","1","0","22","200000001","22","22","22","1","0","0","22","22","22","0","1","22","10","22","0","22","30"
"0","23","17","0","200200","23","0","0","0","670020023","14","10","2658","23","23","251","23","23","23","1","0","23","200000001","23","23","23","1","0","0","23","23","23","0","1","23","10","23","0","23","30"
"0","24","19","0","200200","24","0","0","0","670020024","16","10","2829","24","24","268","24","24","24","1","0","24","200000001","24","24","24","1","0","0","24","24","24","0","1","24","10","24","0","24","30"
"0","25","21","0","200200","25","0","0","0","670020025","18","10","2999","25","25","285","25","25","25","1","0","25","200000001","25","25","25","1","0","0","25","25","25","0","1","25","10","25","0","25","30"
"0","26","24","0","200200","26","0","0","0","670020026","19","10","3170","26","26","302","26","26","26","1","0","26","200000001","26","26","26","1","0","0","26","26","26","0","1","26","10","26","0","26","30"
"0","27","26","0","200200","27","0","0","0","670020027","21","10","3340","27","27","319","27","27","27","1","0","27","200000001","27","27","27","1","0","0","27","27","27","0","1","27","10","27","0","27","30"
"0","28","28","0","200200","28","0","0","0","670020028","23","10","3511","28","28","336","28","28","28","1","0","28","200000001","28","28","28","1","0","0","28","28","28","0","1","28","10","28","0","28","30"
"0","29","29","0","200200","29","0","0","0","670020029","23","10","4632","29","29","380","29","29","29","1","0","29","200000001","29","29","29","1","0","0","29","29","29","0","1","29","10","29","0","29","30"
"0","30","29","0","200200","30","0","0","0","670020030","23","10","4717","30","30","412","30","30","30","1","0","30","200000001","30","30","30","1","0","0","30","30","30","0","1","30","10","30","0","30","30"
"0","31","28","0","200200","31","0","0","0","670020031","23","10","4802","31","31","443","31","31","31","1","0","31","200000001","31","31","31","1","0","0","31","31","31","0","1","31","10","31","0","31","30"
"0","32","28","0","200200","32","0","0","0","670020032","23","10","4887","32","32","432","32","32","32","1","0","32","200000001","32","32","32","1","0","0","32","32","32","0","1","32","10","32","0","32","30"
"0","33","28","0","200200","33","0","0","0","670020033","23","10","4972","33","33","420","33","33","33","1","0","33","200000001","33","33","33","1","0","0","33","33","33","0","1","33","10","33","0","33","30"
"0","34","28","0","200200","34","0","0","0","670020034","24","10","5985","34","34","499","34","34","34","1","0","34","200000001","34","34","34","1","0","0","34","34","34","0","1","34","10","34","0","34","30"
"0","35","32","0","200200","35","0","0","0","670020035","27","10","6241","35","35","525","35","35","35","1","0","35","200000001","35","35","35","1","0","0","35","35","35","0","1","35","10","35","0","35","30"
"0","36","36","0","200200","36","0","0","0","670020036","30","10","6497","36","36","550","36","36","36","1","0","36","200000001","36","36","36","1","0","0","36","36","36","0","1","36","10","36","0","36","30"
"0","37","39","0","200200","37","0","0","0","670020037","32","10","6752","37","37","576","37","37","37","1","0","37","200000001","37","37","37","1","0","0","37","37","37","0","1","37","10","37","0","37","30"
"0","38","43","0","200200","38","0","0","0","670020038","35","10","7008","38","38","601","38","38","38","1","0","38","200000001","38","38","38","1","0","0","38","38","38","0","1","38","10","38","0","38","30"
"0","39","42","0","200200","39","0","0","0","670020039","33","10","7387","39","39","671","39","39","39","1","0","39","200000001","39","39","39","1","0","0","39","39","39","0","1","39","10","39","0","39","30"
"0","40","44","0","200200","40","0","0","0","670020040","35","10","8119","40","40","679","40","40","40","1","0","40","200000001","40","40","40","1","0","0","40","40","40","0","1","40","10","40","0","40","30"
"0","41","46","0","200200","41","0","0","0","670020041","37","10","9635","41","41","729","41","41","41","1","0","41","200000001","41","41","41","1","0","0","41","41","41","0","1","41","10","41","0","41","30"
"0","42","47","0","200200","42","0","0","0","670020042","38","10","11151","42","42","778","42","42","42","1","0","42","200000001","42","42","42","1","0","0","42","42","42","0","1","42","10","42","0","42","30"
"0","43","47","0","200200","43","0","0","0","670020043","38","10","11476","43","43","790","43","43","43","1","0","43","200000001","43","43","43","1","0","0","43","43","43","0","1","43","10","43","0","43","30"
"0","44","47","0","200200","44","0","0","0","670020044","39","10","11802","44","44","802","44","44","44","1","0","44","200000001","44","44","44","1","0","0","44","44","44","0","1","44","10","44","0","44","30"
"0","45","47","0","200200","45","0","0","0","670020045","39","10","12127","45","45","814","45","45","45","1","0","45","200000001","45","45","45","1","0","0","45","45","45","0","1","45","10","45","0","45","30"
"0","46","48","0","200200","46","0","0","0","670020046","40","10","13833","46","46","971","46","46","46","1","0","46","200000001","46","46","46","1","0","0","46","46","46","0","1","46","10","46","0","46","30"
"0","47","49","0","200200","47","0","0","0","670020047","40","10","15539","47","47","1128","47","47","47","1","0","47","200000001","47","47","47","1","0","0","47","47","47","0","1","47","10","47","0","47","30"
"0","48","50","0","200200","48","0","0","0","670020048","41","10","17245","48","48","1284","48","48","48","1","0","48","200000001","48","48","48","1","0","0","48","48","48","0","1","48","10","48","0","48","30"
"0","49","51","0","200200","49","0","0","0","670020049","41","10","18951","49","49","1441","49","49","49","1","0","49","200000001","49","49","49","1","0","0","49","49","49","0","1","49","10","49","0","49","30"
