a358a3b06a4bdd893ba2aa8258e8c6e42a02af788178d3c85c53691d397c562d,47c166d8d8106523284e303226658bd9e5100f2b4c22a094c279a839c1eb1a0c,aa96ae597b828a3b62644fa39441bd12e0e67bb7195c5ef800e640f9e7d1dc5d,1b98949e2f3654ae57b2ae065801ec43bfc6ed03c0ce15ad7b7a982ccaa7e9e1,9dfd04bce60dfa388d46460ca27c616a2b610c53aad8f9a29acdcae7e2635ac6,46770f903b4e69147526ae5c697bdc087e91a3c25812c7e24dfc41f1d0e4d8a9
"1003","56011177","238","1","15","10201177"
"0","56011177","239","50","8","91002"
"1001","56011178","240","1","15","10201178"
"1002","56011179","241","1","15","10201179"
"1003","56011180","242","1","15","10201180"
"0","56011180","243","50","8","91002"
"1001","56011181","244","1","15","10201181"
"1002","56011182","245","1","15","10201182"
"1003","56011183","246","1","15","10201183"
"0","56011183","247","50","8","91002"
"1001","56011184","248","1","15","10201184"
"1002","56011185","249","1","15","10201185"
"1003","56011186","250","1","15","10201186"
"0","56011186","251","50","8","91002"
"1001","56011187","252","1","15","10201187"
"1002","56011188","253","1","15","10201188"
"1003","56011189","254","1","15","10201189"
"0","56011189","255","50","8","91002"
"1001","56011190","256","1","15","10201190"
"1002","56011191","257","1","15","10201191"
"1003","56011192","258","1","15","10201192"
"0","56011192","259","50","8","91002"
"1001","56011193","260","1","15","10201193"
"1002","56011194","261","1","15","10201194"
"1003","56011195","262","1","15","10201195"
"0","56011195","263","50","8","91002"
"1001","56011196","264","1","15","10201196"
"1002","56011197","265","1","15","10201197"
"1003","56011198","266","1","15","10201198"
"0","56011198","267","50","8","91002"
"1001","56011199","268","1","15","10201199"
"1002","56011200","269","1","15","10201200"
"1003","56011201","270","1","15","10201201"
"0","56011201","271","50","8","91002"
"1001","56011202","272","1","15","10201202"
"1002","56011203","273","1","15","10201203"
"1003","56011204","274","1","15","10201204"
"0","56011204","275","50","8","91002"
"1001","56011205","276","1","15","10201205"
"1002","56011206","277","1","15","10201206"
"1003","56011207","278","1","15","10201207"
"0","56011207","279","50","8","91002"
"1001","56011208","280","1","15","10201208"
"1002","56011209","281","1","15","10201209"
"1003","56011210","282","1","15","10201210"
"0","56011210","283","50","8","91002"
"1001","56011211","284","1","15","10201211"
"1002","56011212","285","1","15","10201212"
"1003","56011213","286","1","15","10201213"
"0","56011213","287","50","8","91002"
"1001","56011214","288","1","15","10201214"
"1002","56011215","289","1","15","10201215"
"1003","56011216","290","1","15","10201216"
"0","56011216","291","50","8","91002"
"1001","56011217","292","1","15","10201217"
"1002","56011218","293","1","15","10201218"
"1003","56011219","294","1","15","10201219"
"0","56011219","295","50","8","91002"
"1001","56011220","296","1","15","10201220"
"1002","56011221","297","1","15","10201221"
"1003","56011222","298","1","15","10201222"
"0","56011222","299","50","8","91002"
"1001","56011223","300","1","15","10201223"
"1002","56011224","301","1","15","10201224"
"1003","56011225","302","1","15","10201225"
"0","56011225","303","50","8","91002"
"1001","56011226","304","1","15","10201226"
"1002","56011227","305","1","15","10201227"
"1003","56011228","306","1","15","10201228"
"0","56011228","307","50","8","91002"
"1001","56011229","308","1","15","10201229"
"1002","56011230","309","1","15","10201230"
"1003","56011231","310","1","15","10201231"
"0","56011231","311","50","8","91002"
"1001","56011232","312","1","15","10201232"
"1002","56011233","313","1","15","10201233"
"1003","56011234","314","1","15","10201234"
"0","56011234","315","50","8","91002"
"1003","56012001","316","1","15","10202001"
"1003","56012002","317","1","15","10202002"
"1003","56012003","318","1","15","10202003"
"1003","56012004","319","1","15","10202004"
"1003","56012005","320","1","15","10202005"
"1003","56012006","321","1","15","10202006"
"1003","56012007","322","1","15","10202007"
"1003","56012008","323","1","15","10202008"
"1003","56012009","324","1","15","10202009"
"1003","56012010","325","1","15","10202010"
"1003","56012011","326","1","15","10202011"
"1003","56012012","327","1","15","10202012"
"1003","56012013","328","1","15","10202013"
"1003","56012014","329","1","15","10202014"
"1003","56012015","330","1","15","10202015"
"1001","54002001","447","1","15","10501001"
"0","54002001","448","50","8","91002"
"1002","54002002","449","1","15","10501002"
"0","54002002","450","50","8","91002"
"1003","54002003","451","1","15","10501003"
"0","54002003","452","50","8","91002"
"1001","54004001","453","1","15","10502001"
"0","54004001","454","50","8","91002"
"1002","54004002","455","1","15","10502002"
"0","54004002","456","50","8","91002"
"1003","54004003","457","1","15","10502003"
"0","54004003","458","50","8","91002"
"1001","55006001","459","1","15","10601001"
"0","55006001","460","10","8","91002"
"1002","55006002","461","1","15","10601002"
"0","55006002","462","30","8","91002"
"1003","55006003","463","1","15","10601003"
"0","55006003","464","50","8","91002"
"1001","56011235","465","1","15","10201235"
"1002","56011236","466","1","15","10201236"
"1003","56011237","467","1","15","10201237"
"0","56011237","468","50","8","91002"
"1001","56011238","469","1","15","10201238"
"1002","56011239","470","1","15","10201239"
"1003","56011240","471","1","15","10201240"
"0","56011240","472","50","8","91002"
"1001","56011241","473","1","15","10201241"
"1002","56011242","474","1","15","10201242"
"1003","56011243","475","1","15","10201243"
"0","56011243","476","50","8","91002"
"1001","56011244","477","1","15","10201244"
"1002","56011245","478","1","15","10201245"
"1003","56011246","479","1","15","10201246"
"0","56011246","480","50","8","91002"
"1001","56011247","481","1","15","10201247"
"1002","56011248","482","1","15","10201248"
"1003","56011249","483","1","15","10201249"
"0","56011249","484","50","8","91002"
"1001","56011250","485","1","15","10201250"
"1002","56011251","486","1","15","10201251"
"1003","56011252","487","1","15","10201252"
"0","56011252","488","50","8","91002"
"1001","56011253","489","1","15","10201253"
"1002","56011254","490","1","15","10201254"
"1003","56011255","491","1","15","10201255"
"0","56011255","492","50","8","91002"
"1001","56011256","493","1","15","10201256"
"1002","56011257","494","1","15","10201257"
"1003","56011258","495","1","15","10201258"
"0","56011258","496","50","8","91002"
"1001","56011259","497","1","15","10201259"
"1002","56011260","498","1","15","10201260"
"1003","56011261","499","1","15","10201261"
"0","56011261","500","50","8","91002"
"1001","56011262","501","1","15","10201262"
"1002","56011263","502","1","15","10201263"
"1003","56011264","503","1","15","10201264"
"0","56011264","504","50","8","91002"
"1001","56011265","505","1","15","10201265"
"1002","56011266","506","1","15","10201266"
"1003","56011267","507","1","15","10201267"
"0","56011267","508","50","8","91002"
"1001","56011268","509","1","15","10201268"
"1002","56011269","510","1","15","10201269"
"1003","56011270","511","1","15","10201270"
"0","56011270","512","50","8","91002"
"1003","56011271","513","1","15","10201271"
"0","56011271","514","100","8","91002"
"1003","56011272","515","1","15","10201272"
"0","56011272","516","100","8","91002"
"1003","56011273","517","1","15","10201273"
"0","56011273","518","100","8","91002"
"1001","56011274","519","1","15","10201274"
"1002","56011275","520","1","15","10201275"
"1003","56011276","521","1","15","10201276"
"0","56011276","522","50","8","91002"
"1001","56011277","523","1","15","10201277"
"1002","56011278","524","1","15","10201278"
"1003","56011279","525","1","15","10201279"
"0","56011279","526","50","8","91002"
"1001","56011280","527","1","15","10201280"
"1002","56011281","528","1","15","10201281"
"1003","56011282","529","1","15","10201282"
"0","56011282","530","50","8","91002"
"1001","56011283","531","1","15","10201283"
"1002","56011284","532","1","15","10201284"
"1003","56011285","533","1","15","10201285"
"0","56011285","534","50","8","91002"
"1003","56011286","535","1","15","10201286"
"0","56011286","536","100","8","91002"
"1001","56014001","537","1","15","11101001"
"0","56014001","538","10","8","91002"
"1002","56014002","539","1","15","11101002"
"0","56014002","540","20","8","91002"
"1003","56014003","541","1","15","11101003"
"0","56014003","542","50","8","91002"
"1001","56015001","543","1","15","11201001"
"0","56015001","544","50","8","91002"
"1002","56015002","545","1","15","11201002"
"0","56015002","546","50","8","91002"
"1003","56015003","547","1","15","11201003"
"0","56015003","548","50","8","91002"
"1001","56011287","549","1","15","10201287"
"1002","56011288","550","1","15","10201288"
"1003","56011289","551","1","15","10201289"
"0","56011289","552","50","8","91002"
"1001","56011290","553","1","15","10201290"
"1002","56011291","554","1","15","10201291"
"1003","56011292","555","1","15","10201292"
"0","56011292","556","50","8","91002"
"1003","56011293","557","1","15","10201293"
"0","56011293","558","100","8","91002"
"1001","56011294","559","1","15","10201294"
"1002","56011295","560","1","15","10201295"
"1003","56011296","561","1","15","10201296"
"0","56011296","562","50","8","91002"
"1001","56011297","563","1","15","10201297"
"1002","56011298","564","1","15","10201298"
"1003","56011299","565","1","15","10201299"
"0","56011299","566","50","8","91002"
"1001","56011300","567","1","15","10201300"
"1002","56011301","568","1","15","10201301"
"1003","56011302","569","1","15","10201302"
"0","56011302","570","50","8","91002"
"1003","56011303","571","1","15","10201303"
"0","56011303","572","100","8","91002"
"1001","56011304","573","1","15","10201304"
"1002","56011305","574","1","15","10201305"
"1003","56011306","575","1","15","10201306"
"0","56011306","576","50","8","91002"
"1003","58008015","577","1","15","10301015"
"0","58008015","578","50","8","91002"
"1001","56011307","579","1","15","10201307"
"1002","56011308","580","1","15","10201308"
"1003","56011309","581","1","15","10201309"
"0","56011309","582","50","8","91002"
"1001","56011310","583","1","15","10201310"
"1002","56011311","584","1","15","10201311"
"1003","56011312","585","1","15","10201312"
"0","56011312","586","50","8","91002"
"1003","56011313","587","1","15","10201313"
"0","56011313","588","100","8","91002"
"1001","56011314","589","1","15","10201314"
"1002","56011315","590","1","15","10201315"
"1003","56011316","591","1","15","10201316"
"0","56011316","592","50","8","91002"
"1001","56011317","593","1","15","10201317"
"1002","56011318","594","1","15","10201318"
"1003","56011319","595","1","15","10201319"
"0","56011319","596","50","8","91002"
"1001","56011320","597","1","15","10201320"
"1002","56011321","598","1","15","10201321"
"1003","56011322","599","1","15","10201322"
"0","56011322","600","50","8","91002"
"1003","56011323","601","1","15","10201323"
"0","56011323","602","100","8","91002"
"1001","56011324","603","1","15","10201324"
"1002","56011325","604","1","15","10201325"
"1003","56011326","605","1","15","10201326"
"0","56011326","606","50","8","91002"
"1001","56011327","607","1","15","10201327"
"1002","56011328","608","1","15","10201328"
"1003","56011329","609","1","15","10201329"
"0","56011329","610","50","8","91002"
"1001","56011330","611","1","15","10201330"
"1002","56011331","612","1","15","10201331"
"1003","56011332","613","1","15","10201332"
"0","56011332","614","50","8","91002"
"1003","56011333","615","1","15","10201333"
"0","56011333","616","100","8","91002"
"1003","56011334","617","1","15","10201334"
"0","56011334","618","100","8","91002"
"1003","56011335","619","1","15","10201335"
"0","56011335","620","100","8","91002"
"1003","56012100","621","1","15","10202100"
"1001","56011336","622","1","15","10201336"
"1002","56011337","623","1","15","10201337"
"1003","56011338","624","1","15","10201338"
"0","56011338","625","50","8","91002"
"1001","56011339","626","1","15","10201339"
"1002","56011340","627","1","15","10201340"
"1003","56011341","628","1","15","10201341"
"0","56011341","629","50","8","91002"
"1003","56012016","630","1","15","10202016"
"1003","56011342","631","1","15","10201342"
"0","56011342","632","100","8","91002"
"1001","56011343","633","1","15","10201343"
"1002","56011344","634","1","15","10201344"
"1003","56011345","635","1","15","10201345"
"0","56011345","636","50","8","91002"
"1001","56011346","637","1","15","10201346"
"1002","56011347","638","1","15","10201347"
"1003","56011348","639","1","15","10201348"
"0","56011348","640","50","8","91002"
"1003","56011349","641","1","15","10201349"
"0","56011349","642","100","8","91002"
"1001","55008001","643","1","15","10603001"
"0","55008001","644","50","8","91002"
"1001","55008002","645","1","15","10603002"
"0","55008002","646","50","8","91002"
"1002","55008003","647","1","15","10603003"
"0","55008003","648","50","8","91002"
"1002","55008004","649","1","15","10603004"
"0","55008004","650","50","8","91002"
"1003","55008005","651","1","15","10603005"
"0","55008005","652","50","8","91002"
"1003","55008006","653","1","15","10603006"
"0","55008006","654","50","8","91002"
"1001","56011350","655","1","15","10201350"
"1002","56011351","656","1","15","10201351"
"1003","56011352","657","1","15","10201352"
"0","56011352","658","50","8","91002"
"1001","56011353","659","1","15","10201353"
"1002","56011354","660","1","15","10201354"
"1003","56011355","661","1","15","10201355"
"0","56011355","662","50","8","91002"
"1001","56011356","663","1","15","10201356"
"1002","56011357","664","1","15","10201357"
"1003","56011358","665","1","15","10201358"
"0","56011358","666","50","8","91002"
"1003","56011359","667","1","15","10201359"
"0","56011359","668","100","8","91002"
"1001","56011360","669","1","15","10201360"
"1002","56011361","670","1","15","10201361"
"1003","56011362","671","1","15","10201362"
"0","56011362","672","50","8","91002"
"1001","56011363","673","1","15","10201363"
"1002","56011364","674","1","15","10201364"
"1003","56011365","675","1","15","10201365"
"0","56011365","676","50","8","91002"
"1003","56012017","677","1","15","10202017"
"1001","56011366","678","1","15","10201366"
"1002","56011367","679","1","15","10201367"
"1003","56011368","680","1","15","10201368"
"0","56011368","681","50","8","91002"
"1001","56011369","682","1","15","10201369"
"1002","56011370","683","1","15","10201370"
"1003","56011371","684","1","15","10201371"
"0","56011371","685","50","8","91002"
"1003","56011372","686","1","15","10201372"
"0","56011372","687","100","8","91002"
"1001","56011373","688","1","15","10201373"
"1002","56011374","689","1","15","10201374"
"1003","56011375","690","1","15","10201375"
"0","56011375","691","50","8","91002"
"1001","56011376","692","1","15","10201376"
"1002","56011377","693","1","15","10201377"
"1003","56011378","694","1","15","10201378"
"0","56011378","695","50","8","91002"
"1001","56011379","696","1","15","10201379"
"1002","56011380","697","1","15","10201380"
"1003","56011381","698","1","15","10201381"
"0","56011381","699","50","8","91002"
"1001","56011382","700","1","15","10201382"
"1002","56011383","701","1","15","10201383"
"1003","56011384","702","1","15","10201384"
"0","56011384","703","50","8","91002"
"1003","56011385","704","1","15","10201385"
"0","56011385","705","100","8","91002"
"1001","56011386","706","1","15","10201386"
"1002","56011387","707","1","15","10201387"
"1003","56011388","708","1","15","10201388"
"0","56011388","709","50","8","91002"
"1001","56011389","710","1","15","10201389"
"1002","56011390","711","1","15","10201390"
"1003","56011391","712","1","15","10201391"
"0","56011391","713","50","8","91002"
"1001","56011392","714","1","15","10201392"
"1002","56011393","715","1","15","10201393"
"1003","56011394","716","1","15","10201394"
"0","56011394","717","50","8","91002"
"1003","56011395","718","1","15","10201395"
"0","56011395","719","100","8","91002"
"1003","56011396","720","1","15","10201396"
"0","56011396","721","100","8","91002"
"1001","56011397","722","1","15","10201397"
"1002","56011398","723","1","15","10201398"
"1003","56011399","724","1","15","10201399"
"0","56011399","725","50","8","91002"
"1001","56011400","726","1","15","10201400"
"1002","56011401","727","1","15","10201401"
"1003","56011402","728","1","15","10201402"
"0","56011402","729","50","8","91002"
"1001","56011403","730","1","15","10201403"
"1002","56011404","731","1","15","10201404"
"1003","56011405","732","1","15","10201405"
"0","56011405","733","50","8","91002"
"1003","56011406","734","1","15","10201406"
"0","56011406","735","100","8","91002"
"1001","56011407","736","1","15","10201407"
"1002","56011408","737","1","15","10201408"
"1003","56011409","738","1","15","10201409"
"0","56011409","739","50","8","91002"
"1001","56011410","740","1","15","10201410"
"1002","56011411","741","1","15","10201411"
"1003","56011412","742","1","15","10201412"
"0","56011412","743","50","8","91002"
"1003","56011413","744","1","15","10201413"
"0","56011413","745","100","8","91002"
"1001","56011414","746","1","15","10201414"
"1002","56011415","747","1","15","10201415"
"1003","56011416","748","1","15","10201416"
"0","56011416","749","50","8","91002"
"1001","56011417","750","1","15","10201417"
"1002","56011418","751","1","15","10201418"
"1003","56011419","752","1","15","10201419"
"0","56011419","753","50","8","91002"
"1001","56011420","754","1","15","10201420"
"1002","56011421","755","1","15","10201421"
"1003","56011422","756","1","15","10201422"
"0","56011422","757","50","8","91002"
"1003","56011423","758","1","15","10201423"
"0","56011423","759","100","8","91002"
"1001","56011424","760","1","15","10201424"
"1002","56011425","761","1","15","10201425"
"1003","56011426","762","1","15","10201426"
"0","56011426","763","50","8","91002"
"1001","56011427","764","1","15","10201427"
"1002","56011428","765","1","15","10201428"
"1003","56011429","766","1","15","10201429"
"0","56011429","767","50","8","91002"
"1001","56011430","768","1","15","10201430"
"1002","56011431","769","1","15","10201431"
"1003","56011432","770","1","15","10201432"
"0","56011432","771","50","8","91002"
"1001","56011433","772","1","15","10201433"
"1002","56011434","773","1","15","10201434"
"1003","56011435","774","1","15","10201435"
"0","56011435","775","50","8","91002"
"1003","56011436","776","1","15","10201436"
"0","56011436","777","100","8","91002"
"1001","56011437","778","1","15","10201437"
"1002","56011438","779","1","15","10201438"
"1003","56011439","780","1","15","10201439"
"0","56011439","781","50","8","91002"
"1001","56011440","782","1","15","10201440"
"1002","56011441","783","1","15","10201441"
"1003","56011442","784","1","15","10201442"
"0","56011442","785","50","8","91002"
"1001","56011443","786","1","15","10201443"
"1002","56011444","787","1","15","10201444"
"1003","56011445","788","1","15","10201445"
"0","56011445","789","50","8","91002"
"1003","56011446","790","1","15","10201446"
"0","56011446","791","100","8","91002"
"1001","56011447","792","1","15","10201447"
"1002","56011448","793","1","15","10201448"
"1003","56011449","794","1","15","10201449"
"0","56011449","795","50","8","91002"
"1001","56011450","796","1","15","10201450"
"1002","56011451","797","1","15","10201451"
"1003","56011452","798","1","15","10201452"
"0","56011452","799","50","8","91002"
"1001","56011453","800","1","15","10201453"
"1002","56011454","801","1","15","10201454"
"1003","56011455","802","1","15","10201455"
"0","56011455","803","50","8","91002"
"1001","56011456","804","1","15","10201456"
"1002","56011457","805","1","15","10201457"
"1003","56011458","806","1","15","10201458"
"0","56011458","807","50","8","91002"
"1001","56011459","808","1","15","10201459"
"1002","56011460","809","1","15","10201460"
"1003","56011461","810","1","15","10201461"
"0","56011461","811","50","8","91002"
"1003","56011462","812","1","15","10201462"
"0","56011462","813","100","8","91002"
"1003","56011463","814","1","15","10201463"
"0","56011463","815","100","8","91002"
"1003","56011464","816","1","15","10201464"
"0","56011464","817","100","8","91002"
"1001","56011465","818","1","15","10201465"
"1002","56011466","819","1","15","10201466"
"1003","56011467","820","1","15","10201467"
"0","56011467","821","50","8","91002"
"1001","56011468","822","1","15","10201468"
"1002","56011469","823","1","15","10201469"
"1003","56011470","824","1","15","10201470"
"0","56011470","825","50","8","91002"
"1003","56011471","826","1","15","10201471"
"0","56011471","827","100","8","91002"
"1001","56011472","828","1","15","10201472"
"1002","56011473","829","1","15","10201473"
"1003","56011474","830","1","15","10201474"
"0","56011474","831","50","8","91002"
"1001","56011475","832","1","15","10201475"
"1002","56011476","833","1","15","10201476"
"1003","56011477","834","1","15","10201477"
"0","56011477","835","50","8","91002"
"1003","56011484","836","1","15","10201484"
"0","56011484","837","100","8","91002"
"1001","56011485","838","1","15","10201485"
"1002","56011486","839","1","15","10201486"
"1003","56011487","840","1","15","10201487"
"0","56011487","841","50","8","91002"
"1001","56011488","842","1","15","10201488"
"1002","56011489","843","1","15","10201489"
"1003","56011490","844","1","15","10201490"
"0","56011490","845","50","8","91002"
