545d511f51ee6af5d9ef73921287c706bb6804faef7a364dbed43cb3f2ca74a5,989da4e8d7696f2fed274d58fd599b362fe4b3f19471a946a99c774197f58fba,4a492fd5874b97db3ddb59f3d7ccd8c428157ee1e011d52648a968030bfe5178,35e7bb3f6e88650f4defce4187eac48918ab2b738e17bf0b3cb3eef05d5fdfaa,6a720211105ccd8345155a8e3702a9a1c37e8050098e3cf2a313501ea50fa303
"80000","4305201","18","11001002","85"
"80000","4305202","18","11001002","86"
"44250","4305301","18","11001002","87"
"44250","4305302","18","11001002","88"
"2000","4305401","18","11001002","89"
"0","99006","2","11001002","90"
"0","94002","12","11001002","91"
"0","90008","2","11001002","92"
"0","26201","2","11001002","93"
"0","23002","2","11001002","94"
"750000","4102101","18","11001003","95"
"120000","4102201","18","11001003","96"
"120000","4102202","18","11001003","97"
"120000","4102203","18","11001003","98"
"120000","4102251","18","11001003","99"
"66374","4102301","18","11001003","100"
"66374","4102302","18","11001003","101"
"66374","4102303","18","11001003","102"
"66374","4102351","18","11001003","103"
"4500","4102401","18","11001003","104"
"750000","4105101","18","11001003","105"
"120000","4105201","18","11001003","106"
"120000","4105202","18","11001003","107"
"120000","4105203","18","11001003","108"
"120000","4105251","18","11001003","109"
"66374","4105301","18","11001003","110"
"66374","4105302","18","11001003","111"
"66374","4105303","18","11001003","112"
"66374","4105351","18","11001003","113"
"4500","4105401","18","11001003","114"
"333334","4201101","18","11001003","115"
"80000","4201201","18","11001003","116"
"80000","4201202","18","11001003","117"
"80000","4201203","18","11001003","118"
"44250","4201301","18","11001003","119"
"44250","4201302","18","11001003","120"
"44250","4201303","18","11001003","121"
"2000","4201401","18","11001003","122"
"333334","4202101","18","11001003","123"
"80000","4202201","18","11001003","124"
"80000","4202202","18","11001003","125"
"80000","4202203","18","11001003","126"
"44250","4202301","18","11001003","127"
"44250","4202302","18","11001003","128"
"44250","4202303","18","11001003","129"
"2000","4202401","18","11001003","130"
"333332","4302101","18","11001003","131"
"80000","4302201","18","11001003","132"
"80000","4302202","18","11001003","133"
"44250","4302301","18","11001003","134"
"44250","4302302","18","11001003","135"
"2000","4302401","18","11001003","136"
"0","99006","2","11001003","137"
"0","94002","12","11001003","138"
"0","90008","2","11001003","139"
"0","26201","2","11001003","140"
"0","23002","2","11001003","141"
"750000","4108101","18","11001004","142"
"120000","4108201","18","11001004","143"
"120000","4108202","18","11001004","144"
"120000","4108203","18","11001004","145"
"120000","4108251","18","11001004","146"
"66374","4108301","18","11001004","147"
"66374","4108302","18","11001004","148"
"66374","4108303","18","11001004","149"
"66374","4108351","18","11001004","150"
"4500","4108401","18","11001004","151"
"750000","4109101","18","11001004","152"
"120000","4109201","18","11001004","153"
"120000","4109202","18","11001004","154"
"120000","4109203","18","11001004","155"
"120000","4109251","18","11001004","156"
"66374","4109301","18","11001004","157"
"66374","4109302","18","11001004","158"
"66374","4109303","18","11001004","159"
"66374","4109351","18","11001004","160"
"4500","4109401","18","11001004","161"
"333334","4203101","18","11001004","162"
"80000","4203201","18","11001004","163"
"80000","4203202","18","11001004","164"
"80000","4203203","18","11001004","165"
"44250","4203301","18","11001004","166"
"44250","4203302","18","11001004","167"
"44250","4203303","18","11001004","168"
"2000","4203401","18","11001004","169"
"333334","4204101","18","11001004","170"
"80000","4204201","18","11001004","171"
"80000","4204202","18","11001004","172"
"80000","4204203","18","11001004","173"
"44250","4204301","18","11001004","174"
"44250","4204302","18","11001004","175"
"44250","4204303","18","11001004","176"
"2000","4204401","18","11001004","177"
"333332","4304101","18","11001004","178"
"80000","4304201","18","11001004","179"
"80000","4304202","18","11001004","180"
"44250","4304301","18","11001004","181"
"44250","4304302","18","11001004","182"
"2000","4304401","18","11001004","183"
"0","99006","2","11001004","184"
"0","94002","12","11001004","185"
"0","90008","2","11001004","186"
"0","26201","2","11001004","187"
"0","23002","2","11001004","188"
"750000","4103101","18","11001005","189"
"120000","4103201","18","11001005","190"
"120000","4103202","18","11001005","191"
"120000","4103203","18","11001005","192"
"120000","4103251","18","11001005","193"
"66374","4103301","18","11001005","194"
"66374","4103302","18","11001005","195"
"66374","4103303","18","11001005","196"
"66374","4103351","18","11001005","197"
"4500","4103401","18","11001005","198"
"750000","4107101","18","11001005","199"
"120000","4107201","18","11001005","200"
"120000","4107202","18","11001005","201"
"120000","4107203","18","11001005","202"
"120000","4107251","18","11001005","203"
"66374","4107301","18","11001005","204"
"66374","4107302","18","11001005","205"
"66374","4107303","18","11001005","206"
"66374","4107351","18","11001005","207"
"4500","4107401","18","11001005","208"
"333334","4201101","18","11001005","209"
"80000","4201201","18","11001005","210"
"80000","4201202","18","11001005","211"
"80000","4201203","18","11001005","212"
"44250","4201301","18","11001005","213"
"44250","4201302","18","11001005","214"
"44250","4201303","18","11001005","215"
"2000","4201401","18","11001005","216"
"333334","4202101","18","11001005","217"
"80000","4202201","18","11001005","218"
"80000","4202202","18","11001005","219"
"80000","4202203","18","11001005","220"
"44250","4202301","18","11001005","221"
"44250","4202302","18","11001005","222"
"44250","4202303","18","11001005","223"
"2000","4202401","18","11001005","224"
"333332","4303101","18","11001005","225"
"80000","4303201","18","11001005","226"
"80000","4303202","18","11001005","227"
"44250","4303301","18","11001005","228"
"44250","4303302","18","11001005","229"
"2000","4303401","18","11001005","230"
"0","99006","2","11001005","231"
"0","94002","12","11001005","232"
"0","90008","2","11001005","233"
"0","26201","2","11001005","234"
"0","23002","2","11001005","235"
"500000","4101101","18","11002001","236"
"80000","4101201","18","11002001","237"
"80000","4101202","18","11002001","238"
"80000","4101203","18","11002001","239"
"80000","4101251","18","11002001","240"
"44250","4101301","18","11002001","241"
"44250","4101302","18","11002001","242"
"44250","4101303","18","11002001","243"
"44250","4101351","18","11002001","244"
"3000","4101401","18","11002001","245"
"500000","4104101","18","11002001","246"
"80000","4104201","18","11002001","247"
"80000","4104202","18","11002001","248"
"80000","4104203","18","11002001","249"
"80000","4104251","18","11002001","250"
"44250","4104301","18","11002001","251"
"44250","4104302","18","11002001","252"
"44250","4104303","18","11002001","253"
"44250","4104351","18","11002001","254"
"3000","4104401","18","11002001","255"
"300000","4201101","18","11002001","256"
"63945","4201201","18","11002001","257"
"63945","4201202","18","11002001","258"
"63945","4201203","18","11002001","259"
"35376","4201301","18","11002001","260"
"35379","4201302","18","11002001","261"
"35379","4201303","18","11002001","262"
"1800","4201401","18","11002001","263"
"300000","4202101","18","11002001","264"
"63948","4202201","18","11002001","265"
"63948","4202202","18","11002001","266"
"63948","4202203","18","11002001","267"
"35379","4202301","18","11002001","268"
"35379","4202302","18","11002001","269"
"35379","4202303","18","11002001","270"
"1800","4202401","18","11002001","271"
"899999","4301101","18","11002001","272"
"215999","4301201","18","11002001","273"
"215999","4301202","18","11002001","274"
"144000","4301251","18","11002001","275"
"119700","4301301","18","11002001","276"
"119700","4301302","18","11002001","277"
"79650","4301351","18","11002001","278"
"5400","4301401","18","11002001","279"
"0","99006","2","11002001","280"
"0","94002","12","11002001","281"
"0","90008","2","11002001","282"
"0","26201","2","11002001","283"
"0","23002","2","11002001","284"
"500000","4106101","18","11002002","285"
"80000","4106201","18","11002002","286"
"80000","4106202","18","11002002","287"
"80000","4106203","18","11002002","288"
"80000","4106251","18","11002002","289"
"44250","4106301","18","11002002","290"
"44250","4106302","18","11002002","291"
"44250","4106303","18","11002002","292"
"44250","4106351","18","11002002","293"
"3000","4106401","18","11002002","294"
"500000","4110101","18","11002002","295"
"80000","4110201","18","11002002","296"
"80000","4110202","18","11002002","297"
"80000","4110203","18","11002002","298"
"80000","4110251","18","11002002","299"
"44250","4110301","18","11002002","300"
"44250","4110302","18","11002002","301"
"44250","4110303","18","11002002","302"
"44250","4110351","18","11002002","303"
"3000","4110401","18","11002002","304"
"300000","4203101","18","11002002","305"
"63945","4203201","18","11002002","306"
"63945","4203202","18","11002002","307"
"63945","4203203","18","11002002","308"
"35376","4203301","18","11002002","309"
"35379","4203302","18","11002002","310"
"35379","4203303","18","11002002","311"
"1800","4203401","18","11002002","312"
"300000","4204101","18","11002002","313"
"63948","4204201","18","11002002","314"
"63948","4204202","18","11002002","315"
"63948","4204203","18","11002002","316"
"35379","4204301","18","11002002","317"
"35379","4204302","18","11002002","318"
"35379","4204303","18","11002002","319"
"1800","4204401","18","11002002","320"
"899999","4305101","18","11002002","321"
"215999","4305201","18","11002002","322"
"215999","4305202","18","11002002","323"
"144000","4305251","18","11002002","324"
"119700","4305301","18","11002002","325"
"119700","4305302","18","11002002","326"
"79650","4305351","18","11002002","327"
"5400","4305401","18","11002002","328"
"0","99006","2","11002002","329"
"0","94002","12","11002002","330"
"0","90008","2","11002002","331"
"0","26201","2","11002002","332"
"0","23002","2","11002002","333"
"500000","4102101","18","11002003","334"
"80000","4102201","18","11002003","335"
"80000","4102202","18","11002003","336"
"80000","4102203","18","11002003","337"
"80000","4102251","18","11002003","338"
"44250","4102301","18","11002003","339"
"44250","4102302","18","11002003","340"
"44250","4102303","18","11002003","341"
"44250","4102351","18","11002003","342"
"3000","4102401","18","11002003","343"
"500000","4105101","18","11002003","344"
"80000","4105201","18","11002003","345"
"80000","4105202","18","11002003","346"
"80000","4105203","18","11002003","347"
"80000","4105251","18","11002003","348"
"44250","4105301","18","11002003","349"
"44250","4105302","18","11002003","350"
"44250","4105303","18","11002003","351"
"44250","4105351","18","11002003","352"
"3000","4105401","18","11002003","353"
"300000","4201101","18","11002003","354"
"63945","4201201","18","11002003","355"
"63945","4201202","18","11002003","356"
"63945","4201203","18","11002003","357"
"35376","4201301","18","11002003","358"
"35379","4201302","18","11002003","359"
"35379","4201303","18","11002003","360"
"1800","4201401","18","11002003","361"
"300000","4202101","18","11002003","362"
"63948","4202201","18","11002003","363"
"63948","4202202","18","11002003","364"
"63948","4202203","18","11002003","365"
"35379","4202301","18","11002003","366"
"35379","4202302","18","11002003","367"
"35379","4202303","18","11002003","368"
"1800","4202401","18","11002003","369"
"899999","4302101","18","11002003","370"
"215999","4302201","18","11002003","371"
"215999","4302202","18","11002003","372"
"144000","4302251","18","11002003","373"
"119700","4302301","18","11002003","374"
"119700","4302302","18","11002003","375"
"79650","4302351","18","11002003","376"
"5400","4302401","18","11002003","377"
"0","99006","2","11002003","378"
"0","94002","12","11002003","379"
"0","90008","2","11002003","380"
"0","26201","2","11002003","381"
"0","23002","2","11002003","382"
"500000","4108101","18","11002004","383"
"80000","4108201","18","11002004","384"
"80000","4108202","18","11002004","385"
"80000","4108203","18","11002004","386"
"80000","4108251","18","11002004","387"
"44250","4108301","18","11002004","388"
"44250","4108302","18","11002004","389"
"44250","4108303","18","11002004","390"
"44250","4108351","18","11002004","391"
"3000","4108401","18","11002004","392"
"500000","4109101","18","11002004","393"
"80000","4109201","18","11002004","394"
"80000","4109202","18","11002004","395"
"80000","4109203","18","11002004","396"
"80000","4109251","18","11002004","397"
"44250","4109301","18","11002004","398"
"44250","4109302","18","11002004","399"
"44250","4109303","18","11002004","400"
"44250","4109351","18","11002004","401"
"3000","4109401","18","11002004","402"
"300000","4203101","18","11002004","403"
"63945","4203201","18","11002004","404"
"63945","4203202","18","11002004","405"
"63945","4203203","18","11002004","406"
"35376","4203301","18","11002004","407"
"35379","4203302","18","11002004","408"
"35379","4203303","18","11002004","409"
"1800","4203401","18","11002004","410"
"300000","4204101","18","11002004","411"
"63948","4204201","18","11002004","412"
"63948","4204202","18","11002004","413"
"63948","4204203","18","11002004","414"
"35379","4204301","18","11002004","415"
"35379","4204302","18","11002004","416"
"35379","4204303","18","11002004","417"
"1800","4204401","18","11002004","418"
"899999","4304101","18","11002004","419"
"215999","4304201","18","11002004","420"
"215999","4304202","18","11002004","421"
"144000","4304251","18","11002004","422"
"119700","4304301","18","11002004","423"
"119700","4304302","18","11002004","424"
"79650","4304351","18","11002004","425"
"5400","4304401","18","11002004","426"
"0","99006","2","11002004","427"
"0","94002","12","11002004","428"
"0","90008","2","11002004","429"
"0","26201","2","11002004","430"
"0","23002","2","11002004","431"
"500000","4103101","18","11002005","432"
"80000","4103201","18","11002005","433"
"80000","4103202","18","11002005","434"
"80000","4103203","18","11002005","435"
"80000","4103251","18","11002005","436"
"44250","4103301","18","11002005","437"
"44250","4103302","18","11002005","438"
"44250","4103303","18","11002005","439"
"44250","4103351","18","11002005","440"
"3000","4103401","18","11002005","441"
"500000","4107101","18","11002005","442"
"80000","4107201","18","11002005","443"
"80000","4107202","18","11002005","444"
"80000","4107203","18","11002005","445"
"80000","4107251","18","11002005","446"
"44250","4107301","18","11002005","447"
"44250","4107302","18","11002005","448"
"44250","4107303","18","11002005","449"
"44250","4107351","18","11002005","450"
"3000","4107401","18","11002005","451"
"300000","4201101","18","11002005","452"
"63945","4201201","18","11002005","453"
"63945","4201202","18","11002005","454"
"63945","4201203","18","11002005","455"
"35376","4201301","18","11002005","456"
"35379","4201302","18","11002005","457"
"35379","4201303","18","11002005","458"
"1800","4201401","18","11002005","459"
"300000","4202101","18","11002005","460"
"63948","4202201","18","11002005","461"
"63948","4202202","18","11002005","462"
"63948","4202203","18","11002005","463"
"35379","4202301","18","11002005","464"
"35379","4202302","18","11002005","465"
"35379","4202303","18","11002005","466"
"1800","4202401","18","11002005","467"
"899999","4303101","18","11002005","468"
"215999","4303201","18","11002005","469"
"215999","4303202","18","11002005","470"
"144000","4303251","18","11002005","471"
"119700","4303301","18","11002005","472"
"119700","4303302","18","11002005","473"
"79650","4303351","18","11002005","474"
"5400","4303401","18","11002005","475"
"0","99006","2","11002005","476"
"0","94002","12","11002005","477"
"0","90008","2","11002005","478"
"0","26201","2","11002005","479"
"0","23002","2","11002005","480"
"167000","4101101","18","11003001","481"
"26500","4101201","18","11003001","482"
"26500","4101202","18","11003001","483"
"26500","4101203","18","11003001","484"
"27000","4101251","18","11003001","485"
"14700","4101301","18","11003001","486"
"14700","4101302","18","11003001","487"
"14700","4101303","18","11003001","488"
"14700","4101351","18","11003001","489"
"1000","4101401","18","11003001","490"
"167000","4104101","18","11003001","491"
"26500","4104201","18","11003001","492"
"26500","4104202","18","11003001","493"
"26500","4104203","18","11003001","494"
"27000","4104251","18","11003001","495"
"14700","4104301","18","11003001","496"
"14700","4104302","18","11003001","497"
"14700","4104303","18","11003001","498"
"14700","4104351","18","11003001","499"
"1000","4104401","18","11003001","500"
"167000","4109101","18","11003001","501"
"26500","4109201","18","11003001","502"
"26500","4109202","18","11003001","503"
"26500","4109203","18","11003001","504"
"27000","4109251","18","11003001","505"
"14700","4109301","18","11003001","506"
"14700","4109302","18","11003001","507"
"14700","4109303","18","11003001","508"
"14800","4109351","18","11003001","509"
"1000","4109401","18","11003001","510"
"800000","4201101","18","11003001","511"
"128000","4201201","18","11003001","512"
"128000","4201202","18","11003001","513"
"128000","4201203","18","11003001","514"
"128000","4201251","18","11003001","515"
"70800","4201301","18","11003001","516"
"70800","4201302","18","11003001","517"
"70800","4201303","18","11003001","518"
"70800","4201351","18","11003001","519"
"4800","4201401","18","11003001","520"
"600000","4301101","18","11003001","521"
"144000","4301201","18","11003001","522"
"144000","4301202","18","11003001","523"
"96000","4301251","18","11003001","524"
"79800","4301301","18","11003001","525"
"79800","4301302","18","11003001","526"
"52800","4301351","18","11003001","527"
"3600","4301401","18","11003001","528"
"600000","4303101","18","11003001","529"
"144000","4303201","18","11003001","530"
"144000","4303202","18","11003001","531"
"96000","4303251","18","11003001","532"
"79800","4303301","18","11003001","533"
"79800","4303302","18","11003001","534"
"52800","4303351","18","11003001","535"
"3600","4303401","18","11003001","536"
"0","99006","2","11003001","537"
"0","94002","12","11003001","538"
"0","90008","2","11003001","539"
"0","26201","2","11003001","540"
"0","23002","2","11003001","541"
"167000","4102101","18","11003002","542"
"26500","4102201","18","11003002","543"
"26500","4102202","18","11003002","544"
"26500","4102203","18","11003002","545"
"27000","4102251","18","11003002","546"
"14700","4102301","18","11003002","547"
"14700","4102302","18","11003002","548"
"14700","4102303","18","11003002","549"
"14700","4102351","18","11003002","550"
"1000","4102401","18","11003002","551"
"167000","4108101","18","11003002","552"
"26500","4108201","18","11003002","553"
"26500","4108202","18","11003002","554"
"26500","4108203","18","11003002","555"
"27000","4108251","18","11003002","556"
"14700","4108301","18","11003002","557"
"14700","4108302","18","11003002","558"
"14700","4108303","18","11003002","559"
"14700","4108351","18","11003002","560"
"1000","4108401","18","11003002","561"
"167000","4110101","18","11003002","562"
"26500","4110201","18","11003002","563"
"26500","4110202","18","11003002","564"
"26500","4110203","18","11003002","565"
"27000","4110251","18","11003002","566"
"14700","4110301","18","11003002","567"
"14700","4110302","18","11003002","568"
"14700","4110303","18","11003002","569"
"14800","4110351","18","11003002","570"
"1000","4110401","18","11003002","571"
"800000","4202101","18","11003002","572"
"128000","4202201","18","11003002","573"
"128000","4202202","18","11003002","574"
"128000","4202203","18","11003002","575"
"128000","4202251","18","11003002","576"
"70800","4202301","18","11003002","577"
"70800","4202302","18","11003002","578"
"70800","4202303","18","11003002","579"
"70800","4202351","18","11003002","580"
"4800","4202401","18","11003002","581"
"600000","4301101","18","11003002","582"
"144000","4301201","18","11003002","583"
"144000","4301202","18","11003002","584"
"96000","4301251","18","11003002","585"
"79800","4301301","18","11003002","586"
"79800","4301302","18","11003002","587"
"52800","4301351","18","11003002","588"
"3600","4301401","18","11003002","589"
"600000","4302101","18","11003002","590"
"144000","4302201","18","11003002","591"
"144000","4302202","18","11003002","592"
"96000","4302251","18","11003002","593"
"79800","4302301","18","11003002","594"
"79800","4302302","18","11003002","595"
"52800","4302351","18","11003002","596"
"3600","4302401","18","11003002","597"
"0","99006","2","11003002","598"
"0","94002","12","11003002","599"
"0","90008","2","11003002","600"
"0","26201","2","11003002","601"
"0","23002","2","11003002","602"
"167000","4103101","18","11003003","603"
"26500","4103201","18","11003003","604"
"26500","4103202","18","11003003","605"
"26500","4103203","18","11003003","606"
"27000","4103251","18","11003003","607"
"14700","4103301","18","11003003","608"
"14700","4103302","18","11003003","609"
"14700","4103303","18","11003003","610"
"14700","4103351","18","11003003","611"
"1000","4103401","18","11003003","612"
"167000","4105101","18","11003003","613"
"26500","4105201","18","11003003","614"
"26500","4105202","18","11003003","615"
"26500","4105203","18","11003003","616"
"27000","4105251","18","11003003","617"
"14700","4105301","18","11003003","618"
"14700","4105302","18","11003003","619"
"14700","4105303","18","11003003","620"
"14700","4105351","18","11003003","621"
"1000","4105401","18","11003003","622"
"167000","4109101","18","11003003","623"
"26500","4109201","18","11003003","624"
"26500","4109202","18","11003003","625"
"26500","4109203","18","11003003","626"
"27000","4109251","18","11003003","627"
"14700","4109301","18","11003003","628"
"14700","4109302","18","11003003","629"
"14700","4109303","18","11003003","630"
"14800","4109351","18","11003003","631"
"1000","4109401","18","11003003","632"
"800000","4203101","18","11003003","633"
"128000","4203201","18","11003003","634"
"128000","4203202","18","11003003","635"
"128000","4203203","18","11003003","636"
"128000","4203251","18","11003003","637"
"70800","4203301","18","11003003","638"
"70800","4203302","18","11003003","639"
"70800","4203303","18","11003003","640"
"70800","4203351","18","11003003","641"
"4800","4203401","18","11003003","642"
"600000","4304101","18","11003003","643"
"144000","4304201","18","11003003","644"
"144000","4304202","18","11003003","645"
"96000","4304251","18","11003003","646"
"79800","4304301","18","11003003","647"
"79800","4304302","18","11003003","648"
"52800","4304351","18","11003003","649"
"3600","4304401","18","11003003","650"
"600000","4305101","18","11003003","651"
"144000","4305201","18","11003003","652"
"144000","4305202","18","11003003","653"
"96000","4305251","18","11003003","654"
"79800","4305301","18","11003003","655"
"79800","4305302","18","11003003","656"
"52800","4305351","18","11003003","657"
"3600","4305401","18","11003003","658"
"0","99006","2","11003003","659"
"0","94002","12","11003003","660"
"0","90008","2","11003003","661"
"0","26201","2","11003003","662"
"0","23002","2","11003003","663"
"167000","4106101","18","11003004","664"
"26500","4106201","18","11003004","665"
"26500","4106202","18","11003004","666"
"26500","4106203","18","11003004","667"
"27000","4106251","18","11003004","668"
"14700","4106301","18","11003004","669"
"14700","4106302","18","11003004","670"
"14700","4106303","18","11003004","671"
"14700","4106351","18","11003004","672"
"1000","4106401","18","11003004","673"
"167000","4107101","18","11003004","674"
"26500","4107201","18","11003004","675"
"26500","4107202","18","11003004","676"
"26500","4107203","18","11003004","677"
"27000","4107251","18","11003004","678"
"14700","4107301","18","11003004","679"
"14700","4107302","18","11003004","680"
"14700","4107303","18","11003004","681"
"14700","4107351","18","11003004","682"
"1000","4107401","18","11003004","683"
"167000","4110101","18","11003004","684"
"26500","4110201","18","11003004","685"
"26500","4110202","18","11003004","686"
"26500","4110203","18","11003004","687"
"27000","4110251","18","11003004","688"
"14700","4110301","18","11003004","689"
"14700","4110302","18","11003004","690"
"14700","4110303","18","11003004","691"
"14800","4110351","18","11003004","692"
"1000","4110401","18","11003004","693"
"800000","4204101","18","11003004","694"
"128000","4204201","18","11003004","695"
"128000","4204202","18","11003004","696"
"128000","4204203","18","11003004","697"
"128000","4204251","18","11003004","698"
"70800","4204301","18","11003004","699"
"70800","4204302","18","11003004","700"
"70800","4204303","18","11003004","701"
"70800","4204351","18","11003004","702"
"4800","4204401","18","11003004","703"
"600000","4304101","18","11003004","704"
"144000","4304201","18","11003004","705"
"144000","4304202","18","11003004","706"
"96000","4304251","18","11003004","707"
"79800","4304301","18","11003004","708"
"79800","4304302","18","11003004","709"
"52800","4304351","18","11003004","710"
"3600","4304401","18","11003004","711"
"600000","4305101","18","11003004","712"
"144000","4305201","18","11003004","713"
"144000","4305202","18","11003004","714"
"96000","4305251","18","11003004","715"
"79800","4305301","18","11003004","716"
"79800","4305302","18","11003004","717"
"52800","4305351","18","11003004","718"
"3600","4305401","18","11003004","719"
"0","99006","2","11003004","720"
"0","94002","12","11003004","721"
"0","90008","2","11003004","722"
"0","26201","2","11003004","723"
"0","23002","2","11003004","724"
