43017d4d11f7b64263dd30388f8db3fdd14d3537e927204ee65d1747756ec74a,ed05c9e043a8dc6e85480ef65a16615b168865192d3b65f54e55920de36e3597,3f78aeb5227227cc9deed07380116845cf7cdec5d12b1b8de4cf623ee4a54ff9,3135d11496a3216c9e542ea4ff7d163248b925b291bfc729d461b40c32c974cd,951cbccecd6db96d5bac27e8b28b3a4adcc5007c849fd3bcd0a56be9c5447a34,33cc5062894a4fee94e07a538775b66b9d64f6c1d8ba695cad29f3823ebcfcec,aa8d6ad7e5c9a201a7b001e21723646f9c74dde818396e8df9631948ca89127b,a9d178864168159b23902e9decba112fba5531c8c22e9122520d07479fcdc82c,e8a350ba1af1f4d0c320df6e3b7d4321c19d1fe2c14a5bacd815691a07b0eddc,214ef8891c0cb9205600323665ca9e7470ca89091e620b9082cbca482fe2bf15,e65e8d96e0f7d62f126e86ae75dca3a0cd5e03a39975ea23298341b8a08ae8e6
"0","2025/05/11 04:59:59","謹賀新年 新年登入獎勵","6","60006","5","2025/05/01 05:00:00","500553","1","0","0"
"1","2021/04/25 04:59:59","聖誕節登入獎勵","7","70004","2","2021/04/23 05:00:00","500160","0","0","0"
"2","2021/05/07 04:59:59","元旦紀念特別登入獎勵","7","70005","3","2021/05/04 05:00:00","500160","0","0","0"
"1","2022/04/26 04:59:59","聖誕節登入獎勵","7","70006","2","2022/04/24 05:00:00","500160","0","0","0"
"2","2022/05/06 04:59:59","元旦紀念特別登入獎勵","7","70007","3","2022/05/03 05:00:00","500160","0","0","0"
"1","2023/04/26 04:59:59","聖誕節登入獎勵","7","70008","2","2023/04/24 05:00:00","500160","0","0","0"
"2","2023/05/05 04:59:59","元旦紀念特別登入獎勵","7","70009","1","2023/05/02 05:00:00","500160","0","0","0"
"0","2024/04/06 04:59:59","連假快樂特別禮物1","4","70010","1","2024/04/04 05:00:00","500160","0","0","2"
"0","2024/05/04 04:59:59","勞動節限定特別登入獎勵","4","70011","1","2024/05/01 05:00:00","500160","0","0","2"
"0","2024/04/08 04:59:59","連假快樂特別禮物2","4","70012","1","2024/04/06 05:00:00","500160","0","0","2"
"2","2025/05/05 04:59:59","勞動節限定特別登入獎勵","7","70013","1","2025/05/01 05:00:00","500160","0","0","0"
"1","2025/04/04 04:59:59","聖誕節登入獎勵","7","70014","1","2025/04/03 05:00:00","500160","0","0","0"
"1","2025/04/05 04:59:59","聖誕節登入獎勵","7","70015","1","2025/04/04 05:00:00","500160","0","0","0"
"1","2025/08/24 04:59:59","觀看「勇氣與邊緣人！ 巨型克蘿茜」MV","7","70016","1","2025/08/01 16:00:00","500160","0","0","0"
"0","2021/02/09 04:59:59","2.5周年倒數登入獎勵","8","80003","15","2021/01/25 05:00:00","0","0","1","0"
"1","2021/08/03 04:59:59","3周年倒數登入獎勵","10","80004","17","2021/07/17 05:00:00","0","0","1","0"
"0","2022/02/02 04:59:59","三周年半倒數登入獎勵","8","80005","15","2022/01/18 05:00:00","0","0","1","0"
"1","2022/08/02 04:59:59","4th Year Anniversary倒數登入獎勵","10","80006","17","2022/07/16 05:00:00","0","0","1","0"
"1","2023/01/21 04:59:59","四周年半倒數登入獎勵","10","80007","15","2023/01/06 05:00:00","0","0","1","0"
"1","2023/08/02 04:59:59","5周年倒數登入獎勵","10","80008","16","2023/07/17 05:00:00","0","0","1","0"
"1","2024/02/08 04:59:59","5.5 Year Anniversary 倒數登入獎勵","10","80009","15","2024/01/24 05:00:00","0","0","1","0"
"1","2024/08/02 04:59:59","6周年倒數登入獎勵","10","80010","16","2024/07/17 05:00:00","0","0","1","0"
"1","2025/02/02 04:59:59","6.5 Year Anniversary 倒數登入獎勵","10","80011","15","2025/01/18 05:00:00","0","0","1","0"
"1","2025/08/01 04:59:59","7th Year Anniversary 倒數登入獎勵","10","80012","8","2025/07/24 05:00:00","0","0","1","0"
