08a96e9696a5229f960b72218a097081b28cf18b92caef7972a9459c06abf646,7f52e07c92c5b205a6d2dac3a0aec6cfba2ff1ff61fcbe098cdde074919bf0b2,894d00b35fcdf57ee6e3d1edcc8e27992973e47e8ea87b11b56e4d5f9c97fad2,50b93c08256e4f6870e740130e28fd9c25524841a6314cc5ff49666a4eafaef6,21bc7ac1f5863cef2c2e09c1c61f178fd1a5b64f542dee80266ab8a1db9f19c9,8bd68d6e573af3d24a4c3fc9a7bbcb142ee425ea9cb83ffeb6709fa2a3ff17db,5c89d6dfa217cae54c3dee4d88256bb1117e1397f2492cf668ec87705efef231,4ee05afca11375568a369da6fb7711e722d3c6c5192a34200fe8ce697c4951a1,95f5b03cb2ec5bedcc8d2af6e283dbb06f15e2c9d3e56c788853b659d01a60fc,5e8247bfae9b7e34210ae4e23f795266b21a8de8a7635d9124565693dc571b17,ec2d7e104d1c08cba3bd7210f2f02601291e28d6f076a40160ba9f8ade7ae54b,4baee8a4d2ef4c0c0c4c18cf95c670764bde406914f91f632c4fade8c028ca83,3ca48c7a5075e5250e9d3ac17f2fbce50e816ee0fcc7ae79d1264ef6323f982e,d97570c1e6c8af4717e97c1f4101c4965b0755c858494c4c046df5a2a5be2edc,6aad6343dbb20f7ec28382ad02db0a6e39a975946098950860fc8aa280efb999,bbacc732c10b0fd20dd3880ed792148a954547980809219a62e581e848ff8941
"0","17","8","2005","20","2003","2","2004","10041","0","2001","0","4","0","1","2002"
"0","18","8","0","21","0","5","0","11003","0","2101","0","100","0","1","0"
"0","19","8","2205","22","2203","8","2204","10025","0","2201","0","2","0","1","2202"
"0","20","9","2305","23","2303","2","2304","10011","0","2301","0","1","0","1","2302"
"0","21","9","2405","24","2403","5","2404","10022","0","2401","0","2","0","1","2402"
"0","22","9","2505","25","2503","8","2504","10045","0","2501","0","4","0","1","2502"
"0","23","10","0","26","2603","5","0","11006","0","2601","25","100","24","1","2602"
"0","26","11","2705","27","2703","2","2704","10031","0","2701","0","3","0","1","2702"
"0","26","11","2805","28","2803","5","2804","10044","0","2801","0","4","0","1","2802"
"0","26","11","2905","29","2903","8","2904","10075","0","2901","0","7","0","1","2902"
"0","27","12","3005","30","3003","2","3004","10032","0","3001","0","3","0","1","3002"
"0","28","12","3105","31","3103","5","3104","10013","0","3101","0","1","0","1","3102"
"0","29","12","3205","32","3203","8","3204","10044","0","3201","0","4","0","1","3202"
"0","30","13","3305","33","3303","2","3304","10041","0","3301","0","4","0","1","3302"
"0","31","13","3405","34","3403","5","3404","10022","0","3401","0","2","0","1","3402"
"0","32","13","3505","35","3503","8","3504","10053","0","3501","0","5","0","1","3502"
"0","33","14","3605","36","3603","2","3604","10024","0","3601","0","2","0","1","3602"
"0","34","14","3705","37","3703","5","3704","10045","0","3701","0","4","0","1","3702"
"0","35","14","3805","38","3803","8","3804","10012","0","3801","0","1","0","1","3802"
"0","36","15","3905","39","3903","2","3904","10043","0","3901","0","4","0","1","3902"
"0","37","15","4005","40","4003","5","4004","10035","0","4001","0","3","0","1","4002"
"0","38","15","4105","41","4103","8","4104","10072","0","4101","0","7","0","1","4102"
"0","39","16","4205","42","4203","2","4204","10021","0","4201","0","2","0","1","4202"
"0","40","16","4305","43","4303","5","4304","10034","0","4301","0","3","0","1","4302"
"0","41","16","4405","44","4403","8","4404","10015","0","4401","0","1","0","1","4402"
"0","42","17","4505","45","4503","2","4504","10022","0","4501","0","2","0","1","4502"
"0","43","17","4605","46","4603","5","4604","10023","0","4601","0","2","0","1","4602"
"0","44","17","4705","47","4703","8","4704","10074","0","4701","0","7","0","1","4702"
"0","45","18","4805","48","4803","2","4804","10031","0","4801","0","3","0","1","4802"
"0","46","18","4905","49","4903","5","4904","10052","0","4901","0","5","0","1","4902"
"0","47","18","5005","50","5003","8","5004","10025","0","5001","0","2","0","1","5002"
"0","48","19","5105","51","5103","2","5104","10041","0","5101","0","4","0","1","5102"
"0","49","19","5205","52","5203","5","5204","10033","0","5201","0","3","0","1","5202"
"0","50","19","5305","53","5303","8","5304","10074","0","5301","0","7","0","1","5302"
"0","51","20","0","54","5403","5","0","11016","0","5401","53","101","52","1","5402"
"0","54","21","5505","55","5503","2","5504","10041","0","5501","0","4","0","1","5502"
"0","54","21","0","56","0","5","0","11002","0","5601","0","100","0","1","5602"
"0","54","21","5705","57","5703","8","5704","10065","0","5701","0","6","0","1","5702"
"0","55","22","5805","58","5803","2","5804","10022","0","5801","0","2","0","1","5802"
"0","56","22","5905","59","5903","5","5904","10013","0","5901","0","1","0","1","5902"
"0","57","22","0","60","0","8","0","11015","0","6001","0","101","0","1","6002"
"0","58","23","6105","61","6103","2","6104","10021","0","6101","0","2","0","1","6102"
"0","59","23","6205","62","6203","5","6204","10032","0","6201","0","3","0","1","6202"
"0","60","23","6305","63","6303","8","6304","10023","0","6301","0","2","0","1","6302"
"0","61","24","6405","64","6403","2","6404","10024","0","6401","0","2","0","1","6402"
"0","62","24","6505","65","6503","5","6504","10071","0","6501","0","7","0","1","6502"
"0","63","24","0","66","0","8","0","11004","0","6601","0","100","0","1","0"
"0","64","25","6705","67","6703","2","6704","10055","0","6701","0","5","0","1","6702"
"0","65","25","6805","68","6803","5","6804","10051","0","6801","0","5","0","1","6802"
"0","66","25","6905","69","6903","8","6904","10042","0","6901","0","4","0","1","6902"
"0","67","26","7005","70","7003","2","7004","10064","0","7001","0","6","0","1","7002"
"0","68","26","7105","71","7103","5","7104","10061","0","7101","0","6","0","1","7102"
"0","69","26","0","72","0","8","0","11013","0","7201","0","101","0","1","0"
"0","70","27","7305","73","7303","2","7304","10033","0","7301","0","3","0","1","7302"
"0","71","27","7405","74","7403","5","7404","10014","0","7401","0","1","0","1","7402"
"0","72","27","7505","75","7503","8","7504","10052","0","7501","0","5","0","1","7502"
"0","73","28","7605","76","7603","2","7604","10044","0","7601","0","4","0","1","7602"
"0","74","28","0","77","0","5","0","11005","0","7701","0","100","0","1","0"
"0","75","28","0","78","0","8","0","11011","0","7801","0","101","0","1","7802"
"0","76","29","7905","79","7903","2","7904","10034","0","7901","0","3","0","1","7902"
"0","77","29","8005","80","8003","5","8004","10073","0","8001","0","7","0","1","8002"
"0","78","29","8105","81","8103","8","8104","10035","0","8101","0","3","0","1","8102"
"0","79","30","8205","82","8203","5","8204","10066","0","8201","81","6","80","1","8202"
"0","82","31","8305","83","8303","2","8304","10062","0","8301","0","6","0","1","8302"
"0","82","31","8405","84","8403","5","8404","10014","0","8401","0","1","0","1","8402"
"0","82","31","8505","85","8503","8","8504","10021","0","8501","0","2","0","1","8502"
"0","83","32","8605","86","8603","2","8604","10053","0","8601","0","5","0","1","8602"
"0","84","32","8705","87","8703","5","8704","10011","0","8701","0","1","0","1","8702"
"0","85","32","8805","88","8803","8","8804","10072","0","8801","0","7","0","1","8802"
"0","86","33","8905","89","8903","2","8904","10045","0","8901","0","4","0","1","8902"
"0","87","33","9005","90","9003","5","9004","10042","0","9001","0","4","0","1","9002"
"0","88","33","9105","91","9103","8","9104","10053","0","9101","0","5","0","1","9102"
"0","89","34","9205","92","9203","2","9204","10064","0","9201","0","6","0","1","9202"
"0","90","34","9305","93","9303","5","9304","10035","0","9301","0","3","0","1","9302"
"0","91","34","9405","94","9403","8","9404","10051","0","9401","0","5","0","1","9402"
"0","92","35","9505","95","9503","2","9504","10033","0","9501","0","3","0","1","9502"
"0","93","35","9605","96","9603","5","9604","10044","0","9601","0","4","0","1","9602"
"0","94","35","9705","97","9703","8","9704","10075","0","9701","0","7","0","1","9702"
"0","95","36","9805","98","9803","2","9804","10032","0","9801","0","3","0","1","9802"
"0","96","36","9905","99","9903","5","9904","10023","0","9901","0","2","0","1","9902"
"0","97","36","10005","100","10003","8","10004","10024","0","10001","0","2","0","1","10002"
"0","98","37","10105","101","10103","2","10104","10051","0","10101","0","5","0","1","10102"
"0","99","37","10205","102","10203","5","10204","10012","0","10201","0","1","0","1","10202"
"0","100","37","10305","103","10303","8","10304","10035","0","10301","0","3","0","1","10302"
"0","101","38","10405","104","10403","2","10404","10063","0","10401","0","6","0","1","10402"
"0","102","38","10505","105","10503","5","10504","10055","0","10501","0","5","0","1","10502"
"0","103","38","10605","106","10603","8","10604","10071","0","10601","0","7","0","1","10602"
"0","104","39","10705","107","10703","2","10704","10052","0","10701","0","5","0","1","10702"
"0","105","39","10805","108","10803","5","10804","10043","0","10801","0","4","0","1","10802"
"0","106","39","10905","109","10903","8","10904","10025","0","10901","0","2","0","1","10902"
"0","107","40","11005","110","11003","5","11004","10076","0","11001","109","7","108","1","11002"
"0","0","1","11105","111","11103","2","11104","10062","0","11101","0","6","0","2","11102"
"0","0","1","11205","112","11203","5","11204","10024","0","11201","0","2","0","2","11202"
"0","0","1","11305","113","11303","8","11304","10045","0","11301","0","4","0","2","11302"
"0","111","2","11405","114","11403","2","11404","10022","0","11401","0","2","0","2","11402"
"0","112","2","11505","115","11503","5","11504","10043","0","11501","0","4","0","2","11502"
"0","113","2","11605","116","11603","8","11604","10074","0","11601","0","7","0","2","11602"
"0","114","3","11705","117","11703","2","11704","10012","0","11701","0","1","0","2","11702"
"0","115","3","11805","118","11803","5","11804","10063","0","11801","0","6","0","2","11802"
"0","116","3","11905","119","11903","8","11904","10035","0","11901","0","3","0","2","11902"
"0","117","4","12005","120","12003","2","12004","10051","0","12001","0","5","0","2","12002"
"0","118","4","12105","121","12103","5","12104","10023","0","12101","0","2","0","2","12102"
"0","119","4","0","122","0","8","0","11004","0","12201","0","100","0","2","12202"
"0","120","5","12305","123","12303","2","12304","10061","0","12301","0","6","0","2","12302"
"0","121","5","12405","124","12403","5","12404","10042","0","12401","0","4","0","2","12402"
"0","122","5","12505","125","12503","8","12504","10073","0","12501","0","7","0","2","12502"
"0","123","6","0","126","12603","2","0","11015","0","12601","0","101","0","2","12602"
"0","124","6","12705","127","12703","5","12704","10033","0","12701","0","3","0","2","12702"
"0","125","6","12805","128","12803","8","12804","10054","0","12801","0","5","0","2","12802"
"0","126","7","12905","129","12903","2","12904","10011","0","12901","0","1","0","2","12902"
"0","127","7","13005","130","13003","5","13004","10052","0","13001","0","5","0","2","13002"
"0","128","7","13105","131","13103","8","13104","10064","0","13101","0","6","0","2","13102"
"0","129","8","13205","132","13203","2","13204","10025","0","13201","0","2","0","2","13202"
"0","130","8","0","133","13303","5","0","11011","0","13301","0","101","0","2","13302"
"0","131","8","0","134","0","8","0","11014","0","13401","0","101","0","2","0"
"0","132","9","13505","135","13503","2","13504","10015","0","13501","0","1","0","2","13502"
"0","133","9","13605","136","13603","5","13604","10041","0","13601","0","4","0","2","13602"
"0","134","9","13705","137","13703","8","13704","10055","0","13701","0","5","0","2","13702"
"0","135","10","13805","138","13803","5","13804","10056","0","13801","137","5","136","2","13802"
"0","138","11","13905","139","13903","2","13904","10063","0","13901","0","6","0","2","13902"
"0","138","11","14005","140","14003","5","14004","10054","0","14001","0","5","0","2","14002"
"0","138","11","14105","141","14103","8","14104","10031","0","14101","0","3","0","2","14102"
"0","139","12","14205","142","14203","2","14204","10022","0","14201","0","2","0","2","14202"
"0","140","12","14305","143","14303","5","14304","10014","0","14301","0","1","0","2","14302"
"0","141","12","14405","144","14403","8","14404","10025","0","14401","0","2","0","2","14402"
"0","142","13","14505","145","14503","2","14504","10071","0","14501","0","7","0","2","14502"
"0","143","13","14605","146","14603","5","14604","10052","0","14601","0","5","0","2","14602"
"0","144","13","0","147","0","8","0","11013","0","14701","0","101","0","2","14702"
"0","145","14","0","148","0","2","0","11014","0","14801","0","101","0","2","14802"
"0","146","14","14905","149","14903","5","14904","10013","0","14901","0","1","0","2","14902"
"0","147","14","15005","150","15003","8","15004","10055","0","15001","0","5","0","2","15002"
"0","148","15","15105","151","15103","2","15104","10051","0","15101","0","5","0","2","15102"
"0","149","15","0","152","0","5","0","11001","0","15201","0","100","0","2","0"
"0","150","15","0","153","0","8","0","11012","0","15301","0","101","0","2","15302"
"0","151","16","15405","154","15403","2","15404","10023","0","15401","0","2","0","2","15402"
"0","152","16","15505","155","15503","5","15504","10054","0","15501","0","5","0","2","15502"
"0","153","16","15605","156","15603","8","15604","10021","0","15601","0","2","0","2","15602"
"0","154","17","15705","157","15703","2","15704","10034","0","15701","0","3","0","2","15702"
"0","155","17","15805","158","15803","5","15804","10065","0","15801","0","6","0","2","15802"
"0","156","17","15905","159","15903","8","15904","10072","0","15901","0","7","0","2","15902"
"0","157","18","16005","160","16003","2","16004","10033","0","16001","0","3","0","2","16002"
"0","158","18","0","161","16103","5","0","11004","0","16101","0","100","0","2","16102"
"0","159","18","16205","162","16203","8","16204","10015","0","16201","0","1","0","2","16202"
"0","160","19","16305","163","16303","2","16304","10032","0","16301","0","3","0","2","16302"
"0","161","19","16405","164","16403","5","16404","10053","0","16401","0","5","0","2","16402"
"0","162","19","16505","165","16503","8","16504","10055","0","16501","0","5","0","2","16502"
"0","163","20","16605","166","16603","5","16604","10036","0","16601","165","3","164","2","16602"
"0","166","21","16705","167","16703","2","16704","10061","0","16701","0","6","0","2","16702"
"0","166","21","16805","168","16803","5","16804","10053","0","16801","0","5","0","2","16802"
"0","166","21","16905","169","16903","8","16904","10044","0","16901","0","4","0","2","16902"
"0","167","22","17005","170","17003","2","17004","10065","0","17001","0","6","0","2","17002"
"0","168","22","17105","171","17103","5","17104","10051","0","17101","0","5","0","2","17102"
"0","169","22","17205","172","17203","8","17204","10041","0","17201","0","4","0","2","17202"
"0","170","23","17305","173","17303","2","17304","10012","0","17301","0","1","0","2","17302"
"0","171","23","17405","174","17403","5","17404","10075","0","17401","0","7","0","2","17402"
"0","172","23","17505","175","17503","8","17504","10031","0","17501","0","3","0","2","17502"
"0","173","24","0","176","0","2","0","11003","0","17601","0","100","0","2","17602"
"0","174","24","0","177","17703","5","0","11014","0","17701","0","101","0","2","17702"
"0","175","24","17805","178","17803","8","17804","10011","0","17801","0","1","0","2","17802"
"0","176","25","17905","179","17903","2","17904","10013","0","17901","0","1","0","2","17902"
"0","177","25","18005","180","18003","5","18004","10034","0","18001","0","3","0","2","18002"
"0","178","25","0","181","0","8","0","11005","0","18101","0","100","0","2","18102"
"0","179","26","18205","182","18203","2","18204","10062","0","18201","0","6","0","2","18202"
"0","180","26","18305","183","18303","5","18304","10043","0","18301","0","4","0","2","18302"
"0","181","26","18405","184","18403","8","18404","10054","0","18401","0","5","0","2","18402"
"0","182","27","18505","185","18503","2","18504","10011","0","18501","0","1","0","2","18502"
"0","183","27","18605","186","18603","5","18604","10014","0","18601","0","1","0","2","18602"
"0","184","27","18705","187","18703","8","18704","10045","0","18701","0","4","0","2","18702"
"0","185","28","18805","188","18803","2","18804","10012","0","18801","0","1","0","2","18802"
"0","186","28","0","189","18903","5","0","11013","0","18901","0","101","0","2","18902"
"0","187","28","0","190","0","8","0","11001","0","19001","0","100","0","2","19002"
"0","188","29","19105","191","19103","2","19104","10042","0","19101","0","4","0","2","19102"
"0","189","29","19205","192","19203","5","19204","10073","0","19201","0","7","0","2","19202"
"0","190","29","19305","193","19303","8","19304","10035","0","19301","0","3","0","2","19302"
"0","191","30","19405","194","19403","5","19404","10026","0","19401","193","2","192","2","19402"
"0","194","31","0","195","19503","2","0","11001","0","19501","0","100","0","2","19502"
"0","194","31","19605","196","19603","5","19604","10033","0","19601","0","3","0","2","19602"
"0","194","31","19705","197","19703","8","19704","10024","0","19701","0","2","0","2","19702"
"0","195","32","19805","198","19803","2","19804","10055","0","19801","0","5","0","2","19802"
"0","196","32","0","199","19903","5","0","11012","0","19901","0","101","0","2","19902"
"0","197","32","20005","200","20003","8","20004","10043","0","20001","0","4","0","2","20002"
"0","198","33","20105","201","20103","2","20104","10045","0","20101","0","4","0","2","20102"
"0","199","33","20205","202","20203","5","20204","10021","0","20201","0","2","0","2","20202"
"0","200","33","20305","203","20303","8","20304","10042","0","20301","0","4","0","2","20302"
"0","201","34","0","204","20403","2","0","11005","0","20401","0","100","0","2","20402"
"0","202","34","20505","205","20503","5","20504","10042","0","20501","0","4","0","2","20502"
"0","203","34","20605","206","20603","8","20604","10024","0","20601","0","2","0","2","20602"
"0","204","35","20705","207","20703","2","20704","10031","0","20701","0","3","0","2","20702"
"0","205","35","20805","208","20803","5","20804","10032","0","20801","0","3","0","2","20802"
"0","206","35","0","209","20903","8","0","11003","0","20901","0","100","0","2","20902"
"0","207","36","21005","210","21003","2","21004","10044","0","21001","0","4","0","2","21002"
"0","208","36","21105","211","21103","5","21104","10041","0","21101","0","4","0","2","21102"
"0","209","36","21205","212","21203","8","21204","10043","0","21201","0","4","0","2","21202"
"0","210","37","21305","213","21303","2","21304","10025","0","21301","0","2","0","2","21302"
"0","211","37","21405","214","21403","5","21404","10032","0","21401","0","3","0","2","21402"
"0","212","37","21505","215","21503","8","21504","10054","0","21501","0","5","0","2","21502"
"0","213","38","21605","216","21603","2","21604","10025","0","21601","0","2","0","2","21602"
"0","214","38","0","217","21703","5","0","11002","0","21701","0","100","0","2","21702"
"0","215","38","21805","218","21803","8","21804","10023","0","21801","0","2","0","2","21802"
"0","216","39","21905","219","21903","2","21904","10034","0","21901","0","3","0","2","21902"
"0","217","39","22005","220","22003","5","22004","10031","0","22001","0","3","0","2","22002"
"0","218","39","22105","221","22103","8","22104","10022","0","22101","0","2","0","2","22102"
"0","219","40","22205","222","22203","5","22204","10046","0","22201","221","4","220","2","22202"
"0","0","1","0","223","0","2","0","11012","0","22301","0","101","0","3","0"
"0","0","1","22405","224","22403","5","22404","10021","0","22401","0","2","0","3","22402"
"0","0","1","22505","225","22503","8","22504","10063","0","22501","0","6","0","3","22502"
"0","223","2","22605","226","22603","2","22604","10025","0","22601","0","2","0","3","22602"
"0","224","2","22705","227","22703","5","22704","10024","0","22701","0","2","0","3","22702"
"0","225","2","22805","228","22803","8","22804","10045","0","22801","0","4","0","3","22802"
"0","226","3","0","229","0","2","0","11013","0","22901","0","101","0","3","0"
"0","227","3","23005","230","23003","5","23004","10044","0","23001","0","4","0","3","23002"
"0","228","3","23105","231","23103","8","23104","10072","0","23101","0","7","0","3","23102"
"0","229","4","0","232","0","2","0","11015","0","23201","0","101","0","3","0"
"0","230","4","0","233","0","5","0","11003","0","23301","0","100","0","3","0"
"0","231","4","23405","234","23403","8","23404","10041","0","23401","0","4","0","3","23402"
"0","232","5","23505","235","23503","5","23504","10016","0","23501","234","1","233","3","23502"
"0","235","6","23605","236","23603","2","23604","10064","0","23601","0","6","0","3","23602"
"0","235","6","23705","237","23703","5","23704","10071","0","23701","0","7","0","3","23702"
"0","235","6","23805","238","23803","8","23804","10023","0","23801","0","2","0","3","23802"
"0","236","7","23905","239","23903","2","23904","10065","0","23901","0","6","0","3","23902"
"0","237","7","0","240","0","5","0","11013","0","24001","0","101","0","3","0"
"0","238","7","0","241","0","8","0","11011","0","24101","0","101","0","3","0"
"0","239","8","24205","242","24203","2","24204","10074","0","24201","0","7","0","3","24202"
"0","240","8","0","243","0","5","0","11002","0","24301","0","100","0","3","0"
"0","241","8","24405","244","24403","8","24404","10024","0","24401","0","2","0","3","24402"
"0","242","9","24505","245","24503","2","24504","10062","0","24501","0","6","0","3","24502"
"0","243","9","0","246","0","5","0","11005","0","24601","0","100","0","3","0"
"0","244","9","24705","247","24703","8","24704","10061","0","24701","0","6","0","3","24702"
"0","245","10","24805","248","24803","5","24804","10056","0","24801","247","5","246","3","24802"
"0","248","11","24905","249","24903","2","24904","10022","0","24901","0","2","0","3","24902"
"0","248","11","25005","250","25003","5","25004","10075","0","25001","0","7","0","3","25002"
"0","248","11","25105","251","25103","8","25104","10044","0","25101","0","4","0","3","25102"
"0","249","12","0","252","0","2","0","11003","0","25201","0","100","0","3","0"
"0","250","12","25305","253","25303","5","25304","10025","0","25301","0","2","0","3","25302"
"0","251","12","25405","254","25403","8","25404","10073","0","25401","0","7","0","3","25402"
"0","252","13","0","255","0","2","0","11014","0","25501","0","101","0","3","0"
"0","253","13","25605","256","25603","5","25604","10064","0","25601","0","6","0","3","25602"
"0","254","13","25705","257","25703","8","25704","10042","0","25701","0","4","0","3","25702"
"0","255","14","0","258","0","2","0","11002","0","25801","0","100","0","3","0"
"0","256","14","25905","259","25903","5","25904","10071","0","25901","0","7","0","3","25902"
"0","257","14","0","260","0","8","0","11004","0","26001","0","100","0","3","0"
"0","258","15","26105","261","26103","5","26104","10036","0","26101","260","3","259","3","26102"
"0","261","16","26205","262","26203","2","26204","10041","0","26201","0","4","0","3","26202"
"0","261","16","26305","263","26303","5","26304","10065","0","26301","0","6","0","3","26302"
"0","261","16","0","264","0","8","0","11012","0","26401","0","101","0","3","0"
"0","262","17","26505","265","26503","2","26504","10025","0","26501","0","2","0","3","26502"
"0","263","17","0","266","0","5","0","11001","0","26601","0","100","0","3","0"
"0","264","17","26705","267","26703","8","26704","10075","0","26701","0","7","0","3","26702"
"0","265","18","26805","268","26803","2","26804","10023","0","26801","0","2","0","3","26802"
"0","266","18","0","269","0","5","0","11014","0","26901","0","101","0","3","0"
"0","267","18","27005","270","27003","8","27004","10021","0","27001","0","2","0","3","27002"
"0","268","19","0","271","0","2","0","11011","0","27101","0","101","0","3","0"
"0","269","19","27205","272","27203","5","27204","10073","0","27201","0","7","0","3","27202"
"0","270","19","27305","273","27303","8","27304","10042","0","27301","0","4","0","3","27302"
"0","271","20","27405","274","27403","5","27404","10056","0","27401","273","5","272","3","27402"
"0","274","21","0","275","0","2","0","11005","0","27501","0","100","0","3","0"
"0","274","21","27605","276","27603","5","27604","10074","0","27601","0","7","0","3","27602"
"0","274","21","27705","277","27703","8","27704","10043","0","27701","0","4","0","3","27702"
"0","275","22","0","278","0","2","0","11001","0","27801","0","100","0","3","0"
"0","276","22","27905","279","27903","5","27904","10063","0","27901","0","6","0","3","27902"
"0","277","22","28005","280","28003","8","28004","10045","0","28001","0","4","0","3","28002"
"0","278","23","28105","281","28103","2","28104","10022","0","28101","0","2","0","3","28102"
"0","279","23","0","282","0","5","0","11004","0","28201","0","100","0","3","0"
"0","280","23","0","283","0","8","0","11015","0","28301","0","101","0","3","0"
"0","281","24","28405","284","28403","2","28404","10061","0","28401","0","6","0","3","28402"
"0","282","24","0","285","0","5","0","11005","0","28501","0","100","0","3","0"
"0","283","24","28605","286","28603","8","28604","10071","0","28601","0","7","0","3","28602"
"0","284","25","28705","287","28703","5","28704","10036","0","28701","286","3","285","3","28702"
"0","287","26","28805","288","28803","2","28804","10065","0","28801","0","6","0","3","28802"
"0","287","26","0","289","0","5","0","11011","0","28901","0","101","0","3","0"
"0","287","26","29005","290","29003","8","29004","10023","0","29001","0","2","0","3","29002"
"0","288","27","29105","291","29103","2","29104","10072","0","29101","0","7","0","3","29102"
"0","289","27","0","292","0","5","0","11003","0","29201","0","100","0","3","0"
"0","290","27","29305","293","29303","8","29304","10044","0","29301","0","4","0","3","29302"
"0","291","28","29405","294","29403","2","29404","10062","0","29401","0","6","0","3","29402"
"0","292","28","29505","295","29503","5","29504","10043","0","29501","0","4","0","3","29502"
"0","293","28","29605","296","29603","8","29604","10063","0","29601","0","6","0","3","29602"
"0","294","29","29705","297","29703","2","29704","10021","0","29701","0","2","0","3","29702"
"0","295","29","29805","298","29803","5","29804","10062","0","29801","0","6","0","3","29802"
"0","296","29","0","299","0","8","0","11004","0","29901","0","100","0","3","0"
"0","297","30","30005","300","30003","5","30004","10016","0","30001","299","1","298","3","30002"
"0","300","31","30105","301","30103","2","30104","10042","0","30101","0","4","0","3","30102"
"0","300","31","0","302","0","5","0","11013","0","30201","0","101","0","3","0"
"0","300","31","30305","303","30303","8","30304","10045","0","30301","0","4","0","3","30302"
"0","301","32","30405","304","30403","2","30404","10023","0","30401","0","2","0","3","30402"
"0","302","32","30505","305","30503","5","30504","10041","0","30501","0","4","0","3","30502"
"0","303","32","30605","306","30603","8","30604","10075","0","30601","0","7","0","3","30602"
"0","304","33","0","307","0","2","0","11012","0","30701","0","101","0","3","0"
"0","305","33","30805","308","30803","5","30804","10024","0","30801","0","2","0","3","30802"
"0","306","33","30905","309","30903","8","30904","10021","0","30901","0","2","0","3","30902"
"0","307","34","31005","310","31003","2","31004","10043","0","31001","0","4","0","3","31002"
"0","308","34","31105","311","31103","5","31104","10061","0","31101","0","6","0","3","31102"
"0","309","34","0","312","0","8","0","11002","0","31201","0","100","0","3","0"
"0","310","35","31305","313","31303","5","31304","10036","0","31301","312","3","311","3","31302"
"0","313","36","31405","314","31403","2","31404","10073","0","31401","0","7","0","3","31402"
"0","313","36","31505","315","31503","5","31504","10041","0","31501","0","4","0","3","31502"
"0","313","36","0","316","0","8","0","11014","0","31601","0","101","0","3","0"
"0","314","37","31705","317","31703","2","31704","10025","0","31701","0","2","0","3","31702"
"0","315","37","31805","318","31803","5","31804","10043","0","31801","0","4","0","3","31802"
"0","316","37","0","319","0","8","0","11001","0","31901","0","100","0","3","0"
"0","317","38","32005","320","32003","2","32004","10022","0","32001","0","2","0","3","32002"
"0","318","38","32105","321","32103","5","32104","10064","0","32101","0","6","0","3","32102"
