5e80e499691081e778de2ead22b66c3f4b8528fac7675ea07d82011f697e10eb,46b15c4af114f5dd50c4a668ad4b4b3a43812c4a8c264d6862aac97c4cfdf46a,fb973933de75903cb0f35e3ffdec5bee8487a81993ea6775c85e1d5202eb9f91,e95d70346084323b51f2ddc9fff2742c295f5f5e968f407d557ffee5e59a6944,422ca936e8492785dd7b2c6566e3732f0793689ec1a3a0b07ccd2e1df3fa7887
"104","0","320090206","502","se_btl_tower_timeup"
"104","0","320090207","502","se_btl_tower_timeup"
"104","0","320090208","502","se_btl_tower_timeup"
"104","0","320090209","502","se_btl_tower_timeup"
"104","0","320090210","502","se_btl_tower_timeup"
"104","0","320090306","502","se_btl_tower_timeup"
"104","0","320090307","502","se_btl_tower_timeup"
"104","0","320090308","502","se_btl_tower_timeup"
"104","0","320090309","502","se_btl_tower_timeup"
"104","0","320090310","502","se_btl_tower_timeup"
"104","0","320090406","502","se_btl_tower_timeup"
"104","0","320090407","502","se_btl_tower_timeup"
"104","0","320090408","502","se_btl_tower_timeup"
"104","0","320090409","502","se_btl_tower_timeup"
"104","0","320090410","502","se_btl_tower_timeup"
"104","0","320090506","502","se_btl_tower_timeup"
"104","0","320090507","502","se_btl_tower_timeup"
"104","0","320090508","502","se_btl_tower_timeup"
"104","0","320090509","502","se_btl_tower_timeup"
"104","0","320090510","502","se_btl_tower_timeup"
"104","0","320100106","502","se_btl_tower_timeup"
"104","0","320100107","502","se_btl_tower_timeup"
"104","0","320100108","502","se_btl_tower_timeup"
"104","0","320100109","502","se_btl_tower_timeup"
"104","0","320100110","502","se_btl_tower_timeup"
"104","0","320100206","502","se_btl_tower_timeup"
"104","0","320100207","502","se_btl_tower_timeup"
"104","0","320100208","502","se_btl_tower_timeup"
"104","0","320100209","502","se_btl_tower_timeup"
"104","0","320100210","502","se_btl_tower_timeup"
"104","0","320100306","502","se_btl_tower_timeup"
"104","0","320100307","502","se_btl_tower_timeup"
"104","0","320100308","502","se_btl_tower_timeup"
"104","0","320100309","502","se_btl_tower_timeup"
"104","0","320100310","502","se_btl_tower_timeup"
"104","0","320100406","502","se_btl_tower_timeup"
"104","0","320100407","502","se_btl_tower_timeup"
"104","0","320100408","502","se_btl_tower_timeup"
"104","0","320100409","502","se_btl_tower_timeup"
"104","0","320100410","502","se_btl_tower_timeup"
"104","0","320100506","502","se_btl_tower_timeup"
"104","0","320100507","502","se_btl_tower_timeup"
"104","0","320100508","502","se_btl_tower_timeup"
"104","0","320100509","502","se_btl_tower_timeup"
"104","0","320100510","502","se_btl_tower_timeup"
"133","0","1005","504","se_btl_tower_timeup"
