b0ae6c60010e4bcc340aee8d7f02cda8bd871ebb39b425300263e5d2c7282940,ce14e801e6381efc4ddee5e9249ceff5f0b01d5056514882f409da4049a3639c,f86a1cbf68b68001902035ec0f4bb96d1d4a07639230e0de62a49068bed6d13d
"5920","215642","296"
"5940","217109","297"
"5960","218581","298"
"5980","220057","299"
"6000","221539","300"
"6020","223026","301"
"6040","224518","302"
"6060","226015","303"
"6080","227516","304"
"6100","229023","305"
"6120","230535","306"
"6140","232051","307"
"6160","233573","308"
"6180","235099","309"
"6200","236631","310"
"6220","238167","311"
"6240","239709","312"
"6260","241255","313"
"6280","242807","314"
"6300","244363","315"
"6320","245924","316"
"6340","247491","317"
"6360","249062","318"
"6380","250638","319"
"6400","252220","320"
"6420","253806","321"
"6440","255397","322"
"6460","256993","323"
"6480","258594","324"
"6500","260200","325"
"6520","261812","326"
"6540","263428","327"
"6560","265049","328"
"6580","266675","329"
"6600","268306","330"
"6620","269942","331"
"6640","271583","332"
"6660","273228","333"
"6680","274879","334"
"6700","276535","335"
"6720","278196","336"
"6740","279862","337"
"6760","281533","338"
"6780","283208","339"
"6800","284889","340"
"6820","286575","341"
"6840","288265","342"
"6860","289961","343"
"6880","291661","344"
"6900","293367","345"
"6920","295078","346"
"6940","296793","347"
"6960","298514","348"
"6980","300239","349"
"7000","301969","350"
"7020","303705","351"
"7040","305445","352"
"7060","307191","353"
"7080","308941","354"
"7100","310696","355"
"7120","312456","356"
"7140","314222","357"
"7160","315992","358"
"7180","317767","359"
"7200","319547","360"
"7220","321332","361"
"7240","323122","362"
"7260","324918","363"
"7280","326718","364"
"7300","328523","365"
"7320","330333","366"
"7340","332148","367"
"7360","333968","368"
"7380","335792","369"
"7400","337622","370"
"7420","339457","371"
"7440","341297","372"
"7460","343142","373"
"7480","344992","374"
"7500","346846","375"
"7520","348706","376"
"7540","350571","377"
"7560","352440","378"
"7580","354315","379"
"7600","356195","380"
"7620","358079","381"
"7640","359969","382"
"7660","361863","383"
"7680","363763","384"
"7700","365667","385"
"7720","367577","386"
"7740","369491","387"
"7760","371410","388"
"7780","373335","389"
"7800","375264","390"
"7820","377198","391"
"7840","379138","392"
"7860","381082","393"
"7880","383031","394"
"7900","384985","395"
"7920","386945","396"
"7940","388909","397"
"7960","390878","398"
"7980","392852","399"
"8000","394831","400"
"8020","396815","401"
"8040","398804","402"
"8060","400798","403"
"8080","402797","404"
"8100","404801","405"
"8120","406810","406"
"8140","408824","407"
"8160","410842","408"
"8180","412866","409"
"8200","414895","410"
"8220","416929","411"
"8240","418967","412"
"8260","421011","413"
"8280","423060","414"
"8300","425113","415"
"8320","427172","416"
"8340","429236","417"
"8360","431304","418"
"8380","433378","419"
"8400","435456","420"
"8420","437540","421"
"8440","439628","422"
"8460","441722","423"
"8480","443820","424"
"8500","445923","425"
"8520","448032","426"
"8540","450145","427"
"8560","452263","428"
"8580","454387","429"
"8600","456515","430"
"8620","458648","431"
"8640","460786","432"
"8660","462929","433"
"8680","465077","434"
"8700","467231","435"
"8720","469389","436"
"8740","471552","437"
"8760","473720","438"
"8780","475893","439"
"8800","478071","440"
"8820","480253","441"
"8840","482441","442"
"8860","484634","443"
"8880","486832","444"
"8900","489035","445"
"8920","491243","446"
"8940","493455","447"
"8960","495673","448"
"8980","497896","449"
"9000","500124","450"
"9020","502356","451"
"9040","504594","452"
"9060","506836","453"
"9080","509084","454"
"9100","511337","455"
"9120","513594","456"
"9140","515857","457"
"9160","518124","458"
"9180","520396","459"
"9200","522674","460"
"9220","524956","461"
"9240","527244","462"
"9260","529536","463"
"9280","531833","464"
"9300","534136","465"
"9320","536443","466"
"9340","538755","467"
"9360","541072","468"
"9380","543394","469"
"9400","545721","470"
"9420","548054","471"
"9440","550391","472"
"9460","552733","473"
"9480","555080","474"
"9500","557432","475"
"9520","559789","476"
"9540","562151","477"
"9560","564517","478"
"9580","566889","479"
"9600","569266","480"
"9620","571648","481"
"9640","574035","482"
"9660","576427","483"
"9680","578823","484"
"9700","581225","485"
"9720","583632","486"
"9740","586043","487"
"9760","588460","488"
"9780","590882","489"
"9800","593308","490"
"9820","595740","491"
"9840","598176","492"
"9860","600618","493"
"9880","603064","494"
"9900","605516","495"
"9920","607972","496"
"9940","610434","497"
"9960","612900","498"
"9980","615371","499"
"10000","617848","500"
"10020","620329","501"
"10040","622815","502"
"10060","625306","503"
"10080","627803","504"
"10100","630304","505"
"10120","632810","506"
"10140","635321","507"
"10160","637837","508"
"10180","640358","509"
"10200","642884","510"
"10220","645415","511"
"10240","647951","512"
"10260","650492","513"
"10280","653038","514"
"10300","655589","515"
"10320","658145","516"
"10340","660706","517"
"10360","663271","518"
"10380","665842","519"
"10400","668418","520"
"10420","670999","521"
"10440","673584","522"
"10460","676175","523"
"10480","678771","524"
"10500","681371","525"
"10520","683977","526"
"10540","686587","527"
"10560","689203","528"
"10580","691824","529"
"10600","694449","530"
"10620","697079","531"
"10640","699715","532"
"10660","702355","533"
"10680","705001","534"
"10700","707651","535"
"10720","710306","536"
"10740","712967","537"
"10760","715632","538"
"10780","718302","539"
"10800","720977","540"
"10820","723657","541"
"10840","726343","542"
"10860","729033","543"
"10880","731728","544"
"10900","734428","545"
"10920","737133","546"
"10940","739843","547"
"10960","742558","548"
"10980","745278","549"
"11000","748003","550"
"11020","750733","551"
"11040","753468","552"
"11060","756207","553"
"11080","758952","554"
"11100","761702","555"
"11120","764457","556"
"11140","767217","557"
"11160","769981","558"
"11180","772751","559"
"11200","775526","560"
"11220","778305","561"
"11240","781090","562"
"11260","783879","563"
"11280","786674","564"
"11300","789473","565"
"11320","792278","566"
"11340","795087","567"
"11360","797902","568"
"11380","800721","569"
"11400","803546","570"
"11420","806375","571"
"11440","809209","572"
"11460","812049","573"
"11480","814893","574"
"11500","817742","575"
"11520","820596","576"
"11540","823456","577"
"11560","826320","578"
"11580","829189","579"
"11600","832063","580"
"11620","834942","581"
"11640","837826","582"
"11660","840715","583"
"11680","843609","584"
"11700","846508","585"
"11720","849412","586"
"11740","852321","587"
"11760","855235","588"
"11780","858154","589"
"11800","861077","590"
"11820","864006","591"
"11840","866940","592"
"11860","869879","593"
"11880","872823","594"
"11900","875771","595"
"11920","878725","596"
"11940","881684","597"
"11960","884647","598"
"11980","887616","599"
"12000","890589","600"
"12020","893568","601"
"12040","896551","602"
"12060","899540","603"
"12080","902533","604"
"12100","905532","605"
"12120","908535","606"
"12140","911543","607"
"12160","914557","608"
"12180","917575","609"
"12200","920598","610"
"12220","923627","611"
"12240","926660","612"
"12260","929698","613"
"12280","932741","614"
"12300","935789","615"
"12320","938842","616"
"12340","941901","617"
"12360","944964","618"
"12380","948032","619"
"12400","951105","620"
"12420","954183","621"
"12440","957266","622"
"12460","960353","623"
"12480","963446","624"
"12500","966544","625"
"12520","969647","626"
"12540","972755","627"
"12560","975868","628"
"12580","978985","629"
"12600","982108","630"
"12620","985236","631"
"12640","988369","632"
"12660","991506","633"
"12680","994649","634"
"12700","997796","635"
"12720","1000949","636"
"12740","1004106","637"
"12760","1007269","638"
"12780","1010436","639"
"12800","1013609","640"
"12820","1016786","641"
"12840","1019969","642"
"12860","1023156","643"
"12880","1026348","644"
"12900","1029546","645"
"12920","1032748","646"
"12940","1035955","647"
"12960","1039168","648"
"12980","1042385","649"
"13000","1045607","650"
"13020","1048834","651"
"13040","1052066","652"
"13060","1055303","653"
"13080","1058545","654"
"13100","1061792","655"
"13120","1065044","656"
"13140","1068301","657"
"13160","1071563","658"
"13180","1074830","659"
"13200","1078102","660"
"13220","1081379","661"
"13240","1084661","662"
"13260","1087948","663"
"13280","1091240","664"
"13300","1094536","665"
"13320","1097838","666"
"13340","1101145","667"
"13360","1104457","668"
"13380","1107773","669"
"13400","1111095","670"
"13420","1114421","671"
"13440","1117753","672"
"13460","1121090","673"
"13480","1124431","674"
"13500","1127778","675"
"13520","1131129","676"
"13540","1134485","677"
"13560","1137847","678"
"13580","1141213","679"
"13600","1144585","680"
"13620","1147961","681"
"13640","1151342","682"
"13660","1154728","683"
"13680","1158120","684"
"13700","1161516","685"
"13720","1164917","686"
"13740","1168323","687"
"13760","1171734","688"
"13780","1175151","689"
"13800","1178572","690"
"13820","1181998","691"
"13840","1185429","692"
"13860","1188865","693"
"13880","1192306","694"
"13900","1195752","695"
"13920","1199203","696"
"13940","1202658","697"
"13960","1206119","698"
"13980","1209585","699"
"14000","1213056","700"
"14020","1216532","701"
"14040","1220012","702"
"14060","1223498","703"
"14080","1226989","704"
"14100","1230485","705"
"14120","1233985","706"
"14140","1237491","707"
"14160","1241001","708"
"14180","1244517","709"
"14200","1248037","710"
"14220","1251563","711"
"14240","1255093","712"
"14260","1258629","713"
"14280","1262169","714"
"14300","1265715","715"
"14320","1269265","716"
"14340","1272820","717"
"14360","1276381","718"
"14380","1279946","719"
"14400","1283516","720"
"14420","1287091","721"
"14440","1290672","722"
"14460","1294257","723"
"14480","1297847","724"
"14500","1301442","725"
"14520","1305042","726"
"14540","1308647","727"
"14560","1312257","728"
"14580","1315872","729"
"14600","1319492","730"
"14620","1323117","731"
"14640","1326747","732"
"14660","1330382","733"
"14680","1334022","734"
"14700","1337667","735"
"14720","1341317","736"
"14740","1344971","737"
"14760","1348631","738"
"14780","1352296","739"
"14800","1355966","740"
"14820","1359640","741"
"14840","1363320","742"
"14860","1367005","743"
"14880","1370694","744"
"14900","1374389","745"
"14920","1378088","746"
"14940","1381793","747"
"14960","1385502","748"
"14980","1389217","749"
"15000","1392936","750"
"15020","1396660","751"
"15040","1400390","752"
"15060","1404124","753"
"15080","1407863","754"
"15100","1411608","755"
"15120","1415357","756"
"15140","1419111","757"
"15160","1422870","758"
"15180","1426635","759"
"15200","1430404","760"
"15220","1434178","761"
"15240","1437957","762"
"15260","1441741","763"
"15280","1445530","764"
"15300","1449324","765"
"15320","1453123","766"
"15340","1456927","767"
"15360","1460736","768"
"15380","1464550","769"
"15400","1468369","770"
"15420","1472193","771"
"15440","1476021","772"
"15460","1479855","773"
"15480","1483694","774"
"15500","1487538","775"
"15520","1491387","776"
"15540","1495240","777"
"15560","1499099","778"
"15580","1502962","779"
"15600","1506831","780"
"15620","1510705","781"
"15640","1514583","782"
"15660","1518467","783"
"15680","1522355","784"
"15700","1526249","785"
"15720","1530147","786"
"15740","1534051","787"
"15760","1537959","788"
"15780","1541872","789"
"15800","1545791","790"
"15820","1549714","791"
"15840","1553642","792"
"15860","1557575","793"
"15880","1561514","794"
"15900","1565457","795"
"15920","1569405","796"
"15940","1573358","797"
"15960","1577316","798"
"15980","1581279","799"
"16000","1585247","800"
"16020","1589220","801"
"16040","1593198","802"
"16060","1597181","803"
"16080","1601169","804"
"16100","1605162","805"
"16120","1609160","806"
"16140","1613163","807"
"16160","1617171","808"
"16180","1621184","809"
"16200","1625201","810"
"16220","1629224","811"
"16240","1633252","812"
"16260","1637285","813"
"16280","1641322","814"
"16300","1645365","815"
"16320","1649413","816"
"16340","1653465","817"
"16360","1657523","818"
"16380","1661585","819"
"16400","1665653","820"
"16420","1669725","821"
"16440","1673803","822"
"16460","1677885","823"
"16480","1681972","824"
"16500","1686065","825"
"16520","1690162","826"
"16540","1694265","827"
"16560","1698372","828"
"16580","1702484","829"
"16600","1706601","830"
"16620","1710723","831"
"16640","1714851","832"
"16660","1718983","833"
"16680","1723120","834"
"16700","1727262","835"
"16720","1731409","836"
"16740","1735561","837"
"16760","1739718","838"
"16780","1743880","839"
"16800","1748047","840"
"16820","1752219","841"
"16840","1756396","842"
"16860","1760578","843"
"16880","1764765","844"
"16900","1768956","845"
"16920","1773153","846"
"16940","1777355","847"
"16960","1781562","848"
"16980","1785773","849"
"17000","1789990","850"
"17020","1794212","851"
"17040","1798438","852"
"17060","1802670","853"
"17080","1806907","854"
"17100","1811148","855"
"17120","1815395","856"
"17140","1819646","857"
"17160","1823903","858"
"17180","1828164","859"
"17200","1832430","860"
"17220","1836702","861"
"17240","1840978","862"
"17260","1845259","863"
"17280","1849546","864"
"17300","1853837","865"
"17320","1858133","866"
"17340","1862434","867"
"17360","1866741","868"
"17380","1871052","869"
"17400","1875368","870"
"17420","1879689","871"
"17440","1884015","872"
"17460","1888346","873"
"17480","1892682","874"
"17500","1897023","875"
"17520","1901369","876"
"17540","1905720","877"
"17560","1910076","878"
"17580","1914437","879"
"17600","1918803","880"
"17620","1923174","881"
"17640","1927549","882"
"17660","1931930","883"
"17680","1936316","884"
"17700","1940707","885"
"17720","1945102","886"
"17740","1949503","887"
"17760","1953909","888"
"17780","1958319","889"
"17800","1962735","890"
"17820","1967155","891"
"17840","1971581","892"
"17860","1976011","893"
"17880","1980447","894"
"17900","1984887","895"
"17920","1989333","896"
"17940","1993783","897"
"17960","1998238","898"
"17980","2002699","899"
"18000","2007164","900"
"18020","2011634","901"
"18040","2016110","902"
"18060","2020590","903"
"18080","2025075","904"
"18100","2029565","905"
"18120","2034060","906"
"18140","2038560","907"
"18160","2043065","908"
"18180","2047576","909"
"18200","2052091","910"
"18220","2056611","911"
"18240","2061136","912"
"18260","2065666","913"
"18280","2070200","914"
"18300","2074740","915"
"18320","2079285","916"
"18340","2083835","917"
"18360","2088390","918"
"18380","2092950","919"
"18400","2097514","920"
"18420","2102084","921"
"18440","2106659","922"
"18460","2111238","923"
"18480","2115823","924"
"18500","2120413","925"
"18520","2125007","926"
"18540","2129607","927"
"18560","2134211","928"
"18580","2138821","929"
"18600","2143435","930"
"18620","2148055","931"
"18640","2152679","932"
"18660","2157309","933"
"18680","2161943","934"
"18700","2166582","935"
"18720","2171227","936"
"18740","2175876","937"
"18760","2180530","938"
"18780","2185189","939"
"18800","2189854","940"
"18820","2194523","941"
"18840","2199197","942"
"18860","2203876","943"
"18880","2208560","944"
"18900","2213249","945"
"18920","2217943","946"
"18940","2222642","947"
"18960","2227346","948"
"18980","2232055","949"
"19000","2236769","950"
"19020","2241488","951"
"19040","2246212","952"
"19060","2250941","953"
"19080","2255675","954"
"19100","2260413","955"
"19120","2265157","956"
"19140","2269906","957"
"19160","2274660","958"
"19180","2279418","959"
"19200","2284182","960"
"19220","2288951","961"
"19240","2293724","962"
"19260","2298503","963"
"19280","2303286","964"
"19300","2308075","965"
"19320","2312868","966"
"19340","2317667","967"
"19360","2322470","968"
"19380","2327279","969"
"19400","2332092","970"
"19420","2336910","971"
"19440","2341734","972"
"19460","2346562","973"
"19480","2351395","974"
"19500","2356234","975"
"19520","2361077","976"
"19540","2365925","977"
"19560","2370778","978"
"19580","2375636","979"
"19600","2380499","980"
"19620","2385367","981"
"19640","2390240","982"
"19660","2395118","983"
"19680","2400001","984"
"19700","2404889","985"
"19720","2409782","986"
"19740","2414680","987"
"19760","2419583","988"
"19780","2424491","989"
"19800","2429404","990"
"19820","2434322","991"
"19840","2439244","992"
"19860","2444172","993"
"19880","2449105","994"
"19900","2454043","995"
"19920","2458985","996"
"19940","2463933","997"
"19960","2468886","998"
"19980","2473843","999"
"20000","2478806","1000"
