de231f4cc02f343f825ad9a8ed42f8b1a8d88a4ed58edae90ae9416360932b25,71a36fd2c0ee304c45a44a71376a0b8ede3cfe689a9967bae7237b0b00641ec2,7f850fda5c37b0ec1fbc256c0e4e2a4118277542fce0c9ceb3d96ec4bf56c5f4,111ccc64a36cc2d34b7dc0ac7842cfefbe7ad97be571852bf551855aeec4da16,77790f09bccddd83b97c6f5f5e04c9dede3d9fc2edbe58b9c0e4a75ae8d4bee6,f7f11779672f6249093add859b75de8dcb7a5849a85038a45fec8fd62fe767de,4747049d74dbab17e79906b05709ea0d9678d9965c43420bfd22a1e5a1158caf,9ceb0780b31698961952e533be5a0288abbd56386999547c69e549b15584532c,9331930ff7a02d4c00155e1f04577e3e53e884554bd89e62bc2a9c1fa02da4b1,c53d423dce7c0fa348c7331e29f4cd4bb121b7b6d6566bdae6036763884d8005,4ff6f43071c0ded304daaed3f16ea699e4d4b5011088dc45828f6198f5a5d35f,67b814e99716b2a7be230241c3580d17f3e47da355a6dda144a5dec2074263d8
"0","515406405","0","0","vo_abd_0302","0","0","5154064","2","5","vo_abd","0"
"400","515406406","0","2","0","2","0","5154064","1","6","0","0"
"0","515406407","3.5","0","0","0","0","5154064","4","7","0","1"
"0","515406408","0","0","vo_abd_0303","0","0","5154064","2","8","vo_abd","0"
"425","515406409","0","2.8","0","3","0","5154064","1","9","0","0"
"0","515406410","3.5","0","0","0","0","5154064","4","10","0","1"
"0","515406411","0","0","vo_abd_0304","0","0","5154064","2","11","vo_abd","0"
"450","515406412","0","3","0","4","0","5154064","1","12","0","0"
"0","515406413","4","0","0","0","0","5154064","4","13","0","1"
"0","515406414","0","0","vo_abd_0305","0","0","5154064","2","14","vo_abd","0"
"63","515406415","0","0.2","0","5","0","5154064","1","15","0","0"
"0","515406416","1.05","0","0","0","0","5154064","4","16","0","1"
"420","515406417","0","2","0","5","63","5154064","1","17","0","0"
"0","515406418","3.5","0","0","0","0","5154064","4","18","0","1"
"0","515406419","0","0","vo_abd_0306","0","0","5154064","2","19","vo_abd","0"
"151","515406420","0","1","0","6","0","5154064","1","20","0","0"
"0","515406421","1.7","0","0","0","0","5154064","4","21","0","1"
"260","515406422","0","1","0","6","151","5154064","1","22","0","0"
"0","515406423","2.8","0","0","0","0","5154064","4","23","0","1"
"48","515406424","0","0.8","0","7","0","5154064","1","24","0","0"
"0","515406425","0.96","0","0","0","0","5154064","4","25","0","1"
"0","515406426","0","0","vo_abd_0307","0","0","5154064","2","26","vo_abd","0"
"360","515406427","0","1.5","0","7","48","5154064","1","27","0","0"
"0","515406428","1.7","0","0","0","0","5154064","4","28","0","1"
"360","515406429","0","0.8","0","7","360","5154064","1","29","0","0"
"0","515406430","2","0","0","0","0","5154064","4","30","0","1"
"0","515406431","0","0","vo_abd_0308","0","0","5154064","2","31","vo_abd","0"
"254","515406432","0","1","0","8","0","5154064","1","32","0","0"
"0","515406433","2","0","0","0","0","5154064","4","33","0","1"
"254","515406434","0","0.3","0","8","254","5154064","1","34","0","0"
"0","515406435","1.5","0","0","0","0","5154064","4","35","0","1"
"400","515406436","0","0.8","0","8","254","5154064","1","36","0","0"
"0","515406437","2","0","0","0","0","5154064","4","37","0","1"
"0","515406438","0","0","vo_abd_0309","0","0","5154064","2","38","vo_abd","0"
"96","515406439","0","2","0","9","0","5154064","1","39","0","0"
"0","515406440","2.65","0","0","0","0","5154064","4","40","0","1"
"425","515406441","0","1","0","9","96","5154064","1","41","0","0"
"0","515406442","2","0","0","0","0","5154064","4","42","0","1"
"0","515406443","0","0","vo_abd_0310","0","0","5154064","2","43","vo_abd","0"
"400","515406444","0","2.5","0","10","0","5154064","1","44","0","0"
"0","515406445","4","0","0","0","0","5154064","4","45","0","1"
"0","515406446","0","0","vo_abd_0311","0","0","5154064","2","46","vo_abd","0"
"115","515406447","0","1.2","0","11","0","5154064","1","47","0","0"
"0","515406448","2","0","0","0","0","5154064","4","48","0","1"
"295","515406449","0","1","0","11","115","5154064","1","49","0","0"
"0","515406450","2.5","0","0","0","0","5154064","4","50","0","1"
"430","515406451","0","0.5","0","11","295","5154064","1","51","0","0"
"0","515406501","0.8","0","0","0","0","5154065","4","1","0","1"
"0","515406502","0","0","vo_abd_0401","0","0","5154065","2","2","vo_abd","0"
"400","515406503","0","2","0","1","0","5154065","1","3","0","0"
"0","515406504","3.2","0","0","0","0","5154065","4","4","0","1"
"0","515406505","0","0","vo_abd_0402","0","0","5154065","2","5","vo_abd","0"
"420","515406506","0","2","0","2","0","5154065","1","6","0","0"
"0","515406507","3.7","0","0","0","0","5154065","4","7","0","1"
"0","515406508","0","0","vo_abd_0403","0","0","5154065","2","8","vo_abd","0"
"400","515406509","0","2","0","3","0","5154065","1","9","0","0"
"0","515406510","3","0","0","0","0","5154065","4","10","0","1"
"0","515406511","0","0","vo_abd_0404","0","0","5154065","2","11","vo_abd","0"
"188","515406512","0","1","0","4","0","5154065","1","12","0","0"
"0","515406513","1.15","0","0","0","0","5154065","4","13","0","1"
"425","515406514","0","1","0","4","188","5154065","1","14","0","0"
"0","515406515","2.5","0","0","0","0","5154065","4","15","0","1"
"0","515406516","0","0","vo_abd_0405","0","0","5154065","2","16","vo_abd","0"
"450","515406517","0","2.4","0","5","0","5154065","1","17","0","0"
"0","515406518","2.9","0","0","0","0","5154065","4","18","0","1"
"0","515406519","0","0","vo_abd_0407","0","0","5154065","2","19","vo_abd","0"
"300","515406520","0","1","0","6","0","5154065","1","20","0","0"
"0","515406521","1.5","0","0","0","0","5154065","4","21","0","1"
"0","515406522","0","0","vo_abd_0408","0","0","5154065","2","22","vo_abd","0"
"320","515406523","0","1","0","7","0","5154065","1","23","0","0"
"0","515406524","1","0","0","0","0","5154065","4","24","0","1"
"0","515406525","0","0","vo_abd_0409","0","0","5154065","2","25","vo_abd","0"
"320","515406526","0","1","0","7","320","5154065","1","26","0","0"
"0","515406527","2","0","0","0","0","5154065","4","27","0","1"
"0","515406528","0","0","vo_abd_0410","0","0","5154065","2","28","vo_abd","0"
"70","515406529","0","0.2","0","8","0","5154065","1","29","0","0"
"0","515406530","0.7","0","0","0","0","5154065","4","30","0","1"
"350","515406531","0","1.5","0","8","70","5154065","1","31","0","0"
"0","515406532","2.5","0","0","0","0","5154065","4","32","0","1"
"0","515406533","0","0","vo_abd_0411","0","0","5154065","2","33","vo_abd","0"
"75","515406534","0","0.2","0","9","0","5154065","1","34","0","0"
"0","515406535","1.08","0","0","0","0","5154065","4","35","0","1"
"340","515406536","0","0.3","0","9","75","5154065","1","36","0","0"
"0","515406537","0.9","0","0","0","0","5154065","4","37","0","1"
"200","515406538","0","1.5","0","10","0","5154065","1","38","0","0"
