c1654e28e3f4944c01bb3d588523213a3eb3c96947722c7958e2715cbf72f631,d12bbff886227b83eb4c41de81dfa06d6ae6b78d17525c76a60fede87c039316,afabd234a7b82f75a7b505d3410c99b37495b21df50d462e5298e9104a4f3664,3a513b33e31371cc54c3c85dc1a582eea566c729104a1ec52c57cf90ccdfd9b6,347c299ebd0246d2d3d1db73ef1ddb50686a07585933c7e39fed0056bd6efd88,056245e4753475fb585aee3b6c51a8110b7f3d532311d11103dad581c8454573,ce967781fffbde7a53d2014f7fbe2cc70938029d29e014a47e619260c8007f22,891e5248aecb85590674c34f3af1fb87cc1be5dbaade17c6aab1a4b65a1a43a5,4b6fd8f11009a812d1fbc119e19e2ebd8bce03e53ab528718fb002ca78feb83d,bd918a12986cbf6d12c1e9f69ebf1f1dd2da494ef5e3494a3636627b304b5f5f,c3a737a97be769a279b31b6aecaa7943ff13b60e421dda1f64b2a70d99f4e058,d54f2bee5d2956c10153ece864df9f0fc5584b4983cea126e71367983c12915b
"100501","24","10","5006403","2019/02/19 15:59:59","0","0","10006","1001","0","0","2019/02/01 12:00:00"
"103701","25","20","5006404","2019/02/19 15:59:59","0","0","10006","1001","0","0","2019/02/01 12:00:00"
"104701","26","30","5006405","2019/02/19 15:59:59","0","0","10006","1001","0","0","2019/02/01 12:00:00"
"100501","27","2","5006406","2019/02/19 15:59:59","0","0","10006","1003","0","0","2019/02/01 12:00:00"
"103701","28","5","5006407","2019/02/19 15:59:59","0","0","10006","1003","0","0","2019/02/01 12:00:00"
"104701","29","8","5006408","2019/02/19 15:59:59","0","0","10006","1003","0","0","2019/02/01 12:00:00"
"107101","30","12","5006409","2019/02/19 15:59:59","0","0","10006","1003","0","0","2019/02/01 12:00:00"
"100501","31","16","5006410","2019/02/19 15:59:59","0","0","10006","1003","0","0","2019/02/01 12:00:00"
"104701","32","19","5006411","2019/02/19 15:59:59","0","0","10006","1003","0","0","2019/02/01 12:00:00"
"108201","33","108201","5007401","2019/03/25 15:59:59","0","0","10007","1004","0","0","2019/03/06 16:00:00"
"108101","34","1000703","5007402","2019/03/25 15:59:59","1","0","10007","1002","0","0","2019/03/06 16:00:00"
"108101","35","10","5007403","2019/03/25 15:59:59","0","0","10007","1001","0","0","2019/03/06 16:00:00"
"108201","36","20","5007404","2019/03/25 15:59:59","0","0","10007","1001","0","0","2019/03/06 16:00:00"
"108101","37","30","5007405","2019/03/25 15:59:59","0","0","10007","1001","0","0","2019/03/06 16:00:00"
"108201","38","2","5007406","2019/03/25 15:59:59","0","0","10007","1003","0","0","2019/03/06 16:00:00"
"108101","39","5","5007407","2019/03/25 15:59:59","0","0","10007","1003","0","0","2019/03/06 16:00:00"
"108201","40","8","5007408","2019/03/25 15:59:59","0","0","10007","1003","0","0","2019/03/06 16:00:00"
"108101","41","12","5007409","2019/03/25 15:59:59","0","0","10007","1003","0","0","2019/03/06 16:00:00"
"108201","42","16","5007410","2019/03/25 15:59:59","0","0","10007","1003","0","0","2019/03/06 16:00:00"
"108101","43","19","5007411","2019/03/25 15:59:59","0","0","10007","1003","0","0","2019/03/06 16:00:00"
"105601","44","1000803","5008402","2019/04/17 15:59:59","1","0","10008","1002","0","0","2019/04/03 16:00:00"
"101301","45","10","5008403","2019/04/17 15:59:59","0","0","10008","1001","0","0","2019/04/03 16:00:00"
"100901","46","20","5008404","2019/04/17 15:59:59","0","0","10008","1001","0","0","2019/04/03 16:00:00"
"105601","47","30","5008405","2019/04/17 15:59:59","0","0","10008","1001","0","0","2019/04/03 16:00:00"
"105601","48","2","5008406","2019/04/17 15:59:59","0","0","10008","1003","0","0","2019/04/03 16:00:00"
"100901","49","4","5008407","2019/04/17 15:59:59","0","0","10008","1003","0","0","2019/04/03 16:00:00"
"101301","50","7","5008408","2019/04/17 15:59:59","0","0","10008","1003","0","0","2019/04/03 16:00:00"
"105101","51","10","5008409","2019/04/17 15:59:59","0","0","10008","1003","0","0","2019/04/03 16:00:00"
"102701","52","13","5008410","2019/04/17 15:59:59","0","0","10008","1003","0","0","2019/04/03 16:00:00"
"105601","53","15","5008411","2019/04/17 15:59:59","0","0","10008","1003","0","0","2019/04/03 16:00:00"
"108501","54","108501","5009401","2019/05/16 15:59:59","0","0","10009","1004","0","0","2019/05/02 16:00:00"
"108401","55","1000903","5009402","2019/05/16 15:59:59","1","0","10009","1002","0","0","2019/05/02 16:00:00"
"108601","56","10","5009403","2019/05/16 15:59:59","0","0","10009","1001","0","0","2019/05/02 16:00:00"
"108501","57","20","5009404","2019/05/16 15:59:59","0","0","10009","1001","0","0","2019/05/02 16:00:00"
"108401","58","30","5009405","2019/05/16 15:59:59","0","0","10009","1001","0","0","2019/05/02 16:00:00"
"108601","59","2","5009406","2019/05/16 15:59:59","0","0","10009","1003","0","0","2019/05/02 16:00:00"
"108601","60","4","5009407","2019/05/16 15:59:59","0","0","10009","1003","0","0","2019/05/02 16:00:00"
"108501","61","7","5009408","2019/05/16 15:59:59","0","0","10009","1003","0","0","2019/05/02 16:00:00"
"108501","62","10","5009409","2019/05/16 15:59:59","0","0","10009","1003","0","0","2019/05/02 16:00:00"
"108401","63","13","5009410","2019/05/16 15:59:59","0","0","10009","1003","0","0","2019/05/02 16:00:00"
"108401","64","15","5009411","2019/05/16 15:59:59","0","0","10009","1003","0","0","2019/05/02 16:00:00"
"108901","65","108901","5010401","2019/06/17 15:59:59","0","0","10010","1004","0","0","2019/06/03 16:00:00"
"108801","66","1001003","5010402","2019/06/17 15:59:59","1","0","10010","1002","0","0","2019/06/03 16:00:00"
"108901","67","10","5010403","2019/06/17 15:59:59","0","0","10010","1001","0","0","2019/06/03 16:00:00"
"108701","68","20","5010404","2019/06/17 15:59:59","0","0","10010","1001","0","0","2019/06/03 16:00:00"
"108801","69","30","5010405","2019/06/17 15:59:59","0","0","10010","1001","0","0","2019/06/03 16:00:00"
"108801","70","2","5010406","2019/06/17 15:59:59","0","0","10010","1003","0","0","2019/06/03 16:00:00"
"108901","71","4","5010407","2019/06/17 15:59:59","0","0","10010","1003","0","0","2019/06/03 16:00:00"
"108701","72","7","5010408","2019/06/17 15:59:59","0","0","10010","1003","0","0","2019/06/03 16:00:00"
"108901","73","10","5010409","2019/06/17 15:59:59","0","0","10010","1003","0","0","2019/06/03 16:00:00"
"108801","74","13","5010410","2019/06/17 15:59:59","0","0","10010","1003","0","0","2019/06/03 16:00:00"
"108701","75","15","5010411","2019/06/17 15:59:59","0","0","10010","1003","0","0","2019/06/03 16:00:00"
"109001","76","109001","5011401","2019/07/15 15:59:59","0","0","10011","1004","0","0","2019/07/01 16:00:00"
"101101","77","1001103","5011402","2019/07/15 15:59:59","1","0","10011","1002","0","0","2019/07/01 16:00:00"
"101101","78","10","5011403","2019/07/15 15:59:59","0","0","10011","1001","0","0","2019/07/01 16:00:00"
"109101","79","20","5011404","2019/07/15 15:59:59","0","0","10011","1001","0","0","2019/07/01 16:00:00"
"109001","80","30","5011405","2019/07/15 15:59:59","0","0","10011","1001","0","0","2019/07/01 16:00:00"
"109101","81","2","5011406","2019/07/15 15:59:59","0","0","10011","1003","0","0","2019/07/01 16:00:00"
"109001","82","4","5011407","2019/07/15 15:59:59","0","0","10011","1003","0","0","2019/07/01 16:00:00"
"109101","83","7","5011408","2019/07/15 15:59:59","0","0","10011","1003","0","0","2019/07/01 16:00:00"
"109001","84","10","5011409","2019/07/15 15:59:59","0","0","10011","1003","0","0","2019/07/01 16:00:00"
"101101","85","13","5011410","2019/07/15 15:59:59","0","0","10011","1003","0","0","2019/07/01 16:00:00"
"109101","86","15","5011411","2019/07/15 15:59:59","0","0","10011","1003","0","0","2019/07/01 16:00:00"
"101401","87","1001203","5012402","2019/07/31 15:59:59","1","0","10012","1002","0","0","2019/07/17 16:00:00"
"105501","88","10","5012403","2019/07/31 15:59:59","0","0","10012","1001","0","0","2019/07/17 16:00:00"
"101401","89","20","5012404","2019/07/31 15:59:59","0","0","10012","1001","0","0","2019/07/17 16:00:00"
"101401","90","30","5012405","2019/07/31 15:59:59","0","0","10012","1001","0","0","2019/07/17 16:00:00"
"101401","91","2","5012406","2019/07/31 15:59:59","0","0","10012","1003","0","0","2019/07/17 16:00:00"
"101401","92","4","5012407","2019/07/31 15:59:59","0","0","10012","1003","0","0","2019/07/17 16:00:00"
"101401","93","7","5012408","2019/07/31 15:59:59","0","0","10012","1003","0","0","2019/07/17 16:00:00"
"105501","94","10","5012409","2019/07/31 15:59:59","0","0","10012","1003","0","0","2019/07/17 16:00:00"
"105501","95","13","5012410","2019/07/31 15:59:59","0","0","10012","1003","0","0","2019/07/17 16:00:00"
"101401","96","15","5012411","2019/07/31 15:59:59","0","0","10012","1003","0","0","2019/07/17 16:00:00"
"109301","97","109301","5013401","2019/08/15 15:59:59","0","0","10013","1004","0","0","2019/08/01 16:00:00"
"109201","98","1001303","5013402","2019/08/15 15:59:59","1","0","10013","1002","0","0","2019/08/01 16:00:00"
"109301","99","10","5013403","2019/08/15 15:59:59","0","0","10013","1001","0","0","2019/08/01 16:00:00"
"109401","100","20","5013404","2019/08/15 15:59:59","0","0","10013","1001","0","0","2019/08/01 16:00:00"
"109201","101","30","5013405","2019/08/15 15:59:59","0","0","10013","1001","0","0","2019/08/01 16:00:00"
"109201","102","2","5013406","2019/08/15 15:59:59","0","0","10013","1003","0","0","2019/08/01 16:00:00"
"109401","103","4","5013407","2019/08/15 15:59:59","0","0","10013","1003","0","0","2019/08/01 16:00:00"
"109301","104","6","5013408","2019/08/15 15:59:59","0","0","10013","1003","0","0","2019/08/01 16:00:00"
"109201","105","8","5013409","2019/08/15 15:59:59","0","0","10013","1003","0","0","2019/08/01 16:00:00"
"109401","106","10","5013410","2019/08/15 15:59:59","0","0","10013","1003","0","0","2019/08/01 16:00:00"
"109201","107","13","5013411","2019/08/15 15:59:59","0","0","10013","1003","0","0","2019/08/01 16:00:00"
"105301","108","1001503","5015402","2019/09/15 15:59:59","1","0","10015","1002","0","0","2019/09/03 16:00:00"
"105301","109","10","5015403","2019/09/15 15:59:59","0","0","10015","1001","0","0","2019/09/03 16:00:00"
"109501","110","20","5015404","2019/09/15 15:59:59","0","0","10015","1001","0","0","2019/09/03 16:00:00"
"109601","111","30","5015405","2019/09/15 15:59:59","0","0","10015","1001","0","0","2019/09/03 16:00:00"
"109501","112","2","5015406","2019/09/15 15:59:59","0","0","10015","1003","0","0","2019/09/03 16:00:00"
"109501","113","4","5015407","2019/09/15 15:59:59","0","0","10015","1003","0","0","2019/09/03 16:00:00"
"105301","114","6","5015408","2019/09/15 15:59:59","0","0","10015","1003","0","0","2019/09/03 16:00:00"
"109601","115","8","5015409","2019/09/15 15:59:59","0","0","10015","1003","0","0","2019/09/03 16:00:00"
"109601","116","10","5015410","2019/09/15 15:59:59","0","0","10015","1003","0","0","2019/09/03 16:00:00"
"105301","117","13","5015411","2019/09/15 15:59:59","0","0","10015","1003","0","0","2019/09/03 16:00:00"
"109801","118","109801","5017401","2019/10/15 15:59:59","0","0","10017","1004","0","0","2019/10/01 16:00:00"
"109901","119","1001703","5017402","2019/10/15 15:59:59","1","0","10017","1002","0","0","2019/10/01 16:00:00"
"109801","120","10","5017403","2019/10/15 15:59:59","0","0","10017","1001","0","0","2019/10/01 16:00:00"
"109701","121","20","5017404","2019/10/15 15:59:59","0","0","10017","1001","0","0","2019/10/01 16:00:00"
"109901","122","30","5017405","2019/10/15 15:59:59","0","0","10017","1001","0","0","2019/10/01 16:00:00"
"109701","123","2","5017406","2019/10/15 15:59:59","0","0","10017","1003","0","0","2019/10/01 16:00:00"
"109701","124","4","5017407","2019/10/15 15:59:59","0","0","10017","1003","0","0","2019/10/01 16:00:00"
"109801","125","7","5017408","2019/10/15 15:59:59","0","0","10017","1003","0","0","2019/10/01 16:00:00"
"109901","126","10","5017409","2019/10/15 15:59:59","0","0","10017","1003","0","0","2019/10/01 16:00:00"
"109901","127","13","5017410","2019/10/15 15:59:59","0","0","10017","1003","0","0","2019/10/01 16:00:00"
"109901","128","15","5017411","2019/10/15 15:59:59","0","0","10017","1003","0","0","2019/10/01 16:00:00"
"110101","129","110101","5019401","2019/11/15 15:59:59","0","0","10019","1004","0","0","2019/11/01 16:00:00"
"110201","130","1001903","5019402","2019/11/15 15:59:59","1","0","10019","1002","0","0","2019/11/01 16:00:00"
"110001","131","10","5019403","2019/11/15 15:59:59","0","0","10019","1001","0","0","2019/11/01 16:00:00"
"110201","132","20","5019404","2019/11/15 15:59:59","0","0","10019","1001","0","0","2019/11/01 16:00:00"
"110101","133","30","5019405","2019/11/15 15:59:59","0","0","10019","1001","0","0","2019/11/01 16:00:00"
"110001","134","2","5019406","2019/11/15 15:59:59","0","0","10019","1003","0","0","2019/11/01 16:00:00"
"110001","135","4","5019407","2019/11/15 15:59:59","0","0","10019","1003","0","0","2019/11/01 16:00:00"
"110201","136","7","5019408","2019/11/15 15:59:59","0","0","10019","1003","0","0","2019/11/01 16:00:00"
"110101","137","10","5019409","2019/11/15 15:59:59","0","0","10019","1003","0","0","2019/11/01 16:00:00"
"110101","138","13","5019410","2019/11/15 15:59:59","0","0","10019","1003","0","0","2019/11/01 16:00:00"
"110201","139","15","5019411","2019/11/15 15:59:59","0","0","10019","1003","0","0","2019/11/01 16:00:00"
"107601","140","107601","5004401","2019/11/24 15:59:59","0","0","10020","1004","0","0","2019/11/17 16:00:00"
"107601","141","1002003","5004402","2019/11/24 15:59:59","1","0","10020","1002","0","0","2019/11/17 16:00:00"
"107701","142","10","5004403","2019/11/24 15:59:59","0","0","10020","1001","0","0","2019/11/17 16:00:00"
"107501","143","20","5004404","2019/11/24 15:59:59","0","0","10020","1001","0","0","2019/11/17 16:00:00"
"107601","144","30","5004405","2019/11/24 15:59:59","0","0","10020","1001","0","0","2019/11/17 16:00:00"
"107501","145","2","5004406","2019/11/24 15:59:59","0","0","10020","1003","0","0","2019/11/17 16:00:00"
"107601","146","3","5004407","2019/11/24 15:59:59","0","0","10020","1003","0","0","2019/11/17 16:00:00"
"107801","147","4","5004408","2019/11/24 15:59:59","0","0","10020","1003","0","0","2019/11/17 16:00:00"
"107701","148","5","5004409","2019/11/24 15:59:59","0","0","10020","1003","0","0","2019/11/17 16:00:00"
"107501","149","6","5004410","2019/11/24 15:59:59","0","0","10020","1003","0","0","2019/11/17 16:00:00"
"107601","150","8","5004411","2019/11/24 15:59:59","0","0","10020","1003","0","0","2019/11/17 16:00:00"
"110501","151","110501","5021401","2019/12/15 15:59:59","0","0","10021","1004","0","0","2019/12/02 16:00:00"
"110401","152","1002103","5021402","2019/12/15 15:59:59","1","0","10021","1002","0","0","2019/12/02 16:00:00"
"110501","153","10","5021403","2019/12/15 15:59:59","0","0","10021","1001","0","0","2019/12/02 16:00:00"
"110401","154","20","5021404","2019/12/15 15:59:59","0","0","10021","1001","0","0","2019/12/02 16:00:00"
"110601","155","30","5021405","2019/12/15 15:59:59","0","0","10021","1001","0","0","2019/12/02 16:00:00"
"110601","156","2","5021406","2019/12/15 15:59:59","0","0","10021","1003","0","0","2019/12/02 16:00:00"
"110401","157","4","5021407","2019/12/15 15:59:59","0","0","10021","1003","0","0","2019/12/02 16:00:00"
"110501","158","6","5021408","2019/12/15 15:59:59","0","0","10021","1003","0","0","2019/12/02 16:00:00"
"110401","159","8","5021409","2019/12/15 15:59:59","0","0","10021","1003","0","0","2019/12/02 16:00:00"
"110601","160","11","5021410","2019/12/15 15:59:59","0","0","10021","1003","0","0","2019/12/02 16:00:00"
"110501","161","14","5021411","2019/12/15 15:59:59","0","0","10021","1003","0","0","2019/12/02 16:00:00"
"108001","162","108001","5005401","2019/12/24 15:59:59","0","0","10022","1004","0","0","2019/12/17 16:00:00"
"107901","163","1002203","5005402","2019/12/24 15:59:59","1","0","10022","1002","0","0","2019/12/17 16:00:00"
"108001","164","10","5005403","2019/12/24 15:59:59","0","0","10022","1001","0","0","2019/12/17 16:00:00"
"107901","165","20","5005404","2019/12/24 15:59:59","0","0","10022","1001","0","0","2019/12/17 16:00:00"
"108001","166","30","5005405","2019/12/24 15:59:59","0","0","10022","1001","0","0","2019/12/17 16:00:00"
"107901","167","2","5005406","2019/12/24 15:59:59","0","0","10022","1003","0","0","2019/12/17 16:00:00"
"108001","168","3","5005407","2019/12/24 15:59:59","0","0","10022","1003","0","0","2019/12/17 16:00:00"
"107901","169","4","5005408","2019/12/24 15:59:59","0","0","10022","1003","0","0","2019/12/17 16:00:00"
"108001","170","5","5005409","2019/12/24 15:59:59","0","0","10022","1003","0","0","2019/12/17 16:00:00"
"107901","171","6","5005410","2019/12/24 15:59:59","0","0","10022","1003","0","0","2019/12/17 16:00:00"
"108001","172","8","5005411","2019/12/24 15:59:59","0","0","10022","1003","0","0","2019/12/17 16:00:00"
"110701","173","1002303","5023402","2020/01/16 15:59:59","1","0","10023","1002","0","0","2020/01/02 16:00:00"
"110801","174","10","5023403","2020/01/16 15:59:59","0","0","10023","1001","0","0","2020/01/02 16:00:00"
"110901","175","20","5023404","2020/01/16 15:59:59","0","0","10023","1001","0","0","2020/01/02 16:00:00"
"111001","176","30","5023405","2020/01/16 15:59:59","0","0","10023","1001","0","0","2020/01/02 16:00:00"
"110701","177","2","5023406","2020/01/16 15:59:59","0","0","10023","1003","0","0","2020/01/02 16:00:00"
"110701","178","4","5023407","2020/01/16 15:59:59","0","0","10023","1003","0","0","2020/01/02 16:00:00"
"111001","179","7","5023408","2020/01/16 15:59:59","0","0","10023","1003","0","0","2020/01/02 16:00:00"
"110801","180","10","5023409","2020/01/16 15:59:59","0","0","10023","1003","0","0","2020/01/02 16:00:00"
"110901","181","13","5023410","2020/01/16 15:59:59","0","0","10023","1003","0","0","2020/01/02 16:00:00"
"110701","182","15","5023411","2020/01/16 15:59:59","0","0","10023","1003","0","0","2020/01/02 16:00:00"
"103701","183","1002403","5006402","2020/01/23 15:59:59","1","0","10024","1002","0","0","2020/01/16 16:00:00"
"100501","184","10","5006403","2020/01/23 15:59:59","0","0","10024","1001","0","0","2020/01/16 16:00:00"
"103701","185","20","5006404","2020/01/23 15:59:59","0","0","10024","1001","0","0","2020/01/16 16:00:00"
"104701","186","30","5006405","2020/01/23 15:59:59","0","0","10024","1001","0","0","2020/01/16 16:00:00"
"100501","187","2","5006406","2020/01/23 15:59:59","0","0","10024","1003","0","0","2020/01/16 16:00:00"
"103701","188","3","5006407","2020/01/23 15:59:59","0","0","10024","1003","0","0","2020/01/16 16:00:00"
"104701","189","4","5006408","2020/01/23 15:59:59","0","0","10024","1003","0","0","2020/01/16 16:00:00"
"107101","190","5","5006409","2020/01/23 15:59:59","0","0","10024","1003","0","0","2020/01/16 16:00:00"
"100501","191","6","5006410","2020/01/23 15:59:59","0","0","10024","1003","0","0","2020/01/16 16:00:00"
"104701","192","8","5006411","2020/01/23 15:59:59","0","0","10024","1003","0","0","2020/01/16 16:00:00"
"111201","193","111201","5025401","2020/02/18 15:59:59","0","0","10025","1004","0","0","2020/02/04 16:00:00"
"111301","194","1002503","5025402","2020/02/18 15:59:59","1","0","10025","1002","0","0","2020/02/04 16:00:00"
"111201","195","10","5025403","2020/02/18 15:59:59","0","0","10025","1001","0","0","2020/02/04 16:00:00"
"111101","196","20","5025404","2020/02/18 15:59:59","0","0","10025","1001","0","0","2020/02/04 16:00:00"
"111301","197","30","5025405","2020/02/18 15:59:59","0","0","10025","1001","0","0","2020/02/04 16:00:00"
"111101","198","2","5025406","2020/02/18 15:59:59","0","0","10025","1003","0","0","2020/02/04 16:00:00"
"111101","199","4","5025407","2020/02/18 15:59:59","0","0","10025","1003","0","0","2020/02/04 16:00:00"
"111201","200","7","5025408","2020/02/18 15:59:59","0","0","10025","1003","0","0","2020/02/04 16:00:00"
"111301","201","10","5025409","2020/02/18 15:59:59","0","0","10025","1003","0","0","2020/02/04 16:00:00"
"111301","202","13","5025410","2020/02/18 15:59:59","0","0","10025","1003","0","0","2020/02/04 16:00:00"
"111301","203","15","5025411","2020/02/18 15:59:59","0","0","10025","1003","0","0","2020/02/04 16:00:00"
"108201","204","108201","5007401","2020/02/25 15:59:59","0","0","10026","1004","0","0","2020/02/18 16:00:00"
"108101","205","1002603","5007402","2020/02/25 15:59:59","1","0","10026","1002","0","0","2020/02/18 16:00:00"
"108101","206","10","5007403","2020/02/25 15:59:59","0","0","10026","1001","0","0","2020/02/18 16:00:00"
"108201","207","20","5007404","2020/02/25 15:59:59","0","0","10026","1001","0","0","2020/02/18 16:00:00"
"108101","208","30","5007405","2020/02/25 15:59:59","0","0","10026","1001","0","0","2020/02/18 16:00:00"
"108201","209","2","5007406","2020/02/25 15:59:59","0","0","10026","1003","0","0","2020/02/18 16:00:00"
"108101","210","3","5007407","2020/02/25 15:59:59","0","0","10026","1003","0","0","2020/02/18 16:00:00"
"108201","211","4","5007408","2020/02/25 15:59:59","0","0","10026","1003","0","0","2020/02/18 16:00:00"
"108101","212","5","5007409","2020/02/25 15:59:59","0","0","10026","1003","0","0","2020/02/18 16:00:00"
"108201","213","6","5007410","2020/02/25 15:59:59","0","0","10026","1003","0","0","2020/02/18 16:00:00"
"108101","214","8","5007411","2020/02/25 15:59:59","0","0","10026","1003","0","0","2020/02/18 16:00:00"
"106601","215","1002703","5027402","2020/03/16 15:59:59","1","0","10027","1002","0","0","2020/03/02 16:00:00"
"100501","216","10","5027403","2020/03/16 15:59:59","0","0","10027","1001","0","0","2020/03/02 16:00:00"
"103701","217","20","5027404","2020/03/16 15:59:59","0","0","10027","1001","0","0","2020/03/02 16:00:00"
"106501","218","30","5027405","2020/03/16 15:59:59","0","0","10027","1001","0","0","2020/03/02 16:00:00"
"100501","219","2","5027406","2020/03/16 15:59:59","0","0","10027","1003","0","0","2020/03/02 16:00:00"
"103701","220","4","5027407","2020/03/16 15:59:59","0","0","10027","1003","0","0","2020/03/02 16:00:00"
"106501","221","7","5027408","2020/03/16 15:59:59","0","0","10027","1003","0","0","2020/03/02 16:00:00"
"100501","222","10","5027409","2020/03/16 15:59:59","0","0","10027","1003","0","0","2020/03/02 16:00:00"
"103701","223","13","5027410","2020/03/16 15:59:59","0","0","10027","1003","0","0","2020/03/02 16:00:00"
"100501","224","15","5027411","2020/03/16 15:59:59","0","0","10027","1003","0","0","2020/03/02 16:00:00"
"105601","225","1002803","5008402","2020/03/23 15:59:59","1","0","10028","1002","0","0","2020/03/16 16:00:00"
"101301","226","10","5008403","2020/03/23 15:59:59","0","0","10028","1001","0","0","2020/03/16 16:00:00"
"100901","227","20","5008404","2020/03/23 15:59:59","0","0","10028","1001","0","0","2020/03/16 16:00:00"
"105601","228","30","5008405","2020/03/23 15:59:59","0","0","10028","1001","0","0","2020/03/16 16:00:00"
"105601","229","2","5008406","2020/03/23 15:59:59","0","0","10028","1003","0","0","2020/03/16 16:00:00"
"100901","230","3","5008407","2020/03/23 15:59:59","0","0","10028","1003","0","0","2020/03/16 16:00:00"
"101301","231","4","5008408","2020/03/23 15:59:59","0","0","10028","1003","0","0","2020/03/16 16:00:00"
"105101","232","5","5008409","2020/03/23 15:59:59","0","0","10028","1003","0","0","2020/03/16 16:00:00"
"102701","233","6","5008410","2020/03/23 15:59:59","0","0","10028","1003","0","0","2020/03/16 16:00:00"
"105601","234","8","5008411","2020/03/23 15:59:59","0","0","10028","1003","0","0","2020/03/16 16:00:00"
"111601","235","111601","5029401","2020/04/15 15:59:59","0","0","10029","1004","0","0","2020/04/01 16:00:00"
"111501","236","1002903","5029402","2020/04/15 15:59:59","1","0","10029","1002","0","0","2020/04/01 16:00:00"
"111601","237","10","5029403","2020/04/15 15:59:59","0","0","10029","1001","0","0","2020/04/01 16:00:00"
"111701","238","20","5029404","2020/04/15 15:59:59","0","0","10029","1001","0","0","2020/04/01 16:00:00"
"111501","239","30","5029405","2020/04/15 15:59:59","0","0","10029","1001","0","0","2020/04/01 16:00:00"
"111501","240","2","5029406","2020/04/15 15:59:59","0","0","10029","1003","0","0","2020/04/01 16:00:00"
"111701","241","4","5029407","2020/04/15 15:59:59","0","0","10029","1003","0","0","2020/04/01 16:00:00"
"111601","242","7","5029408","2020/04/15 15:59:59","0","0","10029","1003","0","0","2020/04/01 16:00:00"
"111701","243","10","5029409","2020/04/15 15:59:59","0","0","10029","1003","0","0","2020/04/01 16:00:00"
