4f428dbd782208b3d5e0b93bffc4819afc84628ef8ba00a65590574c8d4ffeb6,e68cd321b3d8a5d33f1b99c135f6424295b7d46aba028e68c7c34816ca9b2183,b8bfc74d7a1cb21886499bc890a4e23964cd5ba33c3fb10e5a3a3dc92861bf51,c6c2ce96d1c297f548d8003b4ba9651fbc77e3c4a3148989e63c51aefa0b5ac1,21e80e4196fd4763bb64d89a72426ffe85847b30f91b0e38decabb93c0132aa3,e53b9be7e6cc7777b9610b960713fdd50d50b9b4ad4dd9d430706013b0aaaca0,d169d6ec037869bcf580fb45d633059bb04ca26489b824ffed8b9400a20c5137,fa0ecfeb35387b1ed31fc2447c3202d5ed4f289c64021d1d2b38cc528c3eb75e,eb5bdf12cc48f91e7b80c9e13646cfe087145fc8d6babcb1e1db0b56735ed770,95be455770ae470e0c358dbf1d0a77757cf0db71c459cb6ca93281d26ebc9675,f78ad3d2563e0e4fce545b19a8fda24658d55bd6cdc6f6fbe44d941ff4427efd,b7efc59d9636a729557293acc86b924a8c1ec2d5452aeab33028e712e54a33d7,5b198b794020dc8a022da58a605eb923c00bc8e6caa0c7c0012997445081b8f4,98a92c7ce13701be9ad8de8b2ba08e51f1cac10ee840ea6fb1b05625344606e7,a997054ad5d8beda1a7f2c775bf590f311aa8c5f5310b2000121076b42e68b2a,2d1d3ef8b86e25a9b8f65fd629cb43e4734d6cd633a652e0b0858242293c1354,22d0ef481032a176509aca7023ce2e770db501e45c11ce712216b723c833dcab,5005d860b10ea5224c8a02e12964ef493e6fb79a7c06c86f91d85d0034dedcd5,58ab58483a1d81d60492be9c10d003144a3eb82f5213c7a9546b7860620c3d4e
"5","40","94002","2","2","4","140001","25001","4","0","90008","0","0","1000000","12","1","4000","1","32007"
"15","45","94002","2","2","4","140001","90005","4","0","90008","0","0","2000000","12","5","4500","1","32007"
"5","50","94002","2","2","4","140001","25001","4","0","90008","0","0","2000000","12","1","5000","1","32007"
"15","5","94002","2","2","1","140001","90005","4","0","90008","0","0","500000","12","10","500","1","32008"
"1","10","25001","8","4","1","21951","140001","2","94002","91002","500000","12","1","2","5","100","1","32008"
"15","15","94002","2","2","2","140001","90005","4","0","90008","0","0","750000","12","5","1000","1","32008"
"5","20","94002","8","2","2","140001","25001","4","0","91002","0","0","750000","12","1","150","1","32008"
"15","25","94002","2","2","2","140001","90005","4","0","90008","0","0","750000","12","5","1500","1","32008"
"3000","30","25001","8","4","3","90008","140001","2","94002","91002","750000","12","1","2","5","250","1","32008"
"15","35","94002","2","2","3","140001","90005","4","0","90008","0","0","1000000","12","5","3500","1","32008"
"5","40","94002","2","2","4","140001","25001","4","0","90008","0","0","1000000","12","1","4000","1","32008"
"15","45","94002","2","2","4","140001","90005","4","0","90008","0","0","2000000","12","5","4500","1","32008"
"5","50","94002","2","2","4","140001","25001","4","0","90008","0","0","2000000","12","1","5000","1","32008"
"15","5","94002","2","2","1","140001","90005","4","0","90008","0","0","500000","12","10","500","1","32009"
"1","10","25001","8","4","1","21951","140001","2","94002","91002","500000","12","1","2","5","100","1","32009"
"15","15","94002","2","2","2","140001","90005","4","0","90008","0","0","750000","12","5","1000","1","32009"
"5","20","94002","8","2","2","140001","25001","4","0","91002","0","0","750000","12","1","150","1","32009"
"15","25","94002","2","2","2","140001","90005","4","0","90008","0","0","750000","12","5","1500","1","32009"
"3000","30","25001","8","4","3","90008","140001","2","94002","91002","750000","12","1","2","5","250","1","32009"
"15","35","94002","2","2","3","140001","90005","4","0","90008","0","0","1000000","12","5","3500","1","32009"
"5","40","94002","2","2","4","140001","25001","4","0","90008","0","0","1000000","12","1","4000","1","32009"
"15","45","94002","2","2","4","140001","90005","4","0","90008","0","0","2000000","12","5","4500","1","32009"
"5","50","94002","2","2","4","140001","25001","4","0","90008","0","0","2000000","12","1","5000","1","32009"
"15","5","94002","2","2","1","140001","90005","4","0","90008","0","0","500000","12","10","500","1","32010"
"1","10","25001","8","4","1","21951","140001","2","94002","91002","500000","12","1","2","5","100","1","32010"
"15","15","94002","2","2","2","140001","90005","4","0","90008","0","0","750000","12","5","1000","1","32010"
"5","20","94002","8","2","2","140001","25001","4","0","91002","0","0","750000","12","1","150","1","32010"
"15","25","94002","2","2","2","140001","90005","4","0","90008","0","0","750000","12","5","1500","1","32010"
"3000","30","25001","8","4","3","90008","140001","2","94002","91002","750000","12","1","2","5","250","1","32010"
"3500","35","90005","18","4","3","90008","140001","2","94002","4101401","1000000","12","5","2","15","1","1","32010"
"5","40","94002","2","2","4","140001","25001","4","0","90008","0","0","1000000","12","1","4000","1","32010"
"4500","45","90005","18","4","4","90008","140001","2","94002","4109401","2000000","12","5","2","15","1","1","32010"
"5","50","94002","2","2","4","140001","25001","4","0","90008","0","0","2000000","12","1","5000","1","32010"
"15","5","94002","2","2","1","140001","90005","4","0","90008","0","0","500000","12","10","500","1","32011"
"1","10","25001","8","4","1","21951","140001","2","94002","91002","500000","12","1","2","5","100","1","32011"
"15","15","94002","2","2","2","140001","90005","4","0","90008","0","0","750000","12","5","1000","1","32011"
"5","20","94002","8","2","2","140001","25001","4","0","91002","0","0","750000","12","1","150","1","32011"
"15","25","94002","2","2","2","140001","90005","4","0","90008","0","0","750000","12","5","1500","1","32011"
"3000","30","25001","8","4","3","90008","140001","2","94002","91002","750000","12","1","2","5","250","1","32011"
"3500","35","90005","18","4","3","90008","140001","2","94002","4301401","1000000","12","5","2","15","1","1","32011"
"5","40","94002","2","2","4","140001","25001","4","0","90008","0","0","1000000","12","1","4000","1","32011"
"4500","45","90005","18","4","4","90008","140001","2","94002","4303401","2000000","12","5","2","15","1","1","32011"
"5","50","94002","2","2","4","140001","25001","4","0","90008","0","0","2000000","12","1","5000","1","32011"
"15","5","94002","2","2","1","140001","90005","4","0","90008","0","0","500000","12","10","500","1","32012"
"1","10","25001","8","4","1","21951","140001","2","94002","91002","500000","12","1","2","5","100","1","32012"
"15","15","94002","2","2","2","140001","90005","4","0","90008","0","0","750000","12","5","1000","1","32012"
"5","20","94002","8","2","2","140001","25001","4","0","91002","0","0","750000","12","1","150","1","32012"
"15","25","94002","2","2","2","140001","90005","4","0","90008","0","0","750000","12","5","1500","1","32012"
"3000","30","25001","8","4","3","90008","140001","2","94002","91002","750000","12","1","2","5","250","1","32012"
"3500","35","90005","18","4","3","90008","140001","2","94002","4201401","1000000","12","5","2","15","1","1","32012"
"5","40","94002","2","2","4","140001","25001","4","0","90008","0","0","1000000","12","1","4000","1","32012"
"4500","45","90005","18","4","4","90008","140001","2","94002","4204401","2000000","12","5","2","15","1","1","32012"
"5","50","94002","2","2","4","140001","25001","4","0","90008","0","0","2000000","12","1","5000","1","32012"
"15","5","94002","2","2","1","140001","90005","4","0","90008","0","0","500000","12","10","500","1","32013"
"1","10","25001","8","4","1","21951","140001","2","94002","91002","500000","12","1","2","5","100","1","32013"
"15","15","94002","2","2","2","140001","90005","4","0","90008","0","0","750000","12","5","1000","1","32013"
"5","20","94002","8","2","2","140001","25001","4","0","91002","0","0","750000","12","1","150","1","32013"
"15","25","94002","2","2","2","140001","90005","4","0","90008","0","0","750000","12","5","1500","1","32013"
"3000","30","25001","8","4","3","90008","140001","2","94002","91002","750000","12","1","2","5","250","1","32013"
"3500","35","90005","18","4","3","90008","140001","2","94002","4110401","1000000","12","5","2","15","1","1","32013"
"5","40","94002","2","2","4","140001","25001","4","0","90008","0","0","1000000","12","1","4000","1","32013"
"4500","45","90005","18","4","4","90008","140001","2","94002","4102401","2000000","12","5","2","15","1","1","32013"
"5","50","94002","2","2","4","140001","25001","4","0","90008","0","0","2000000","12","1","5000","1","32013"
"15","5","94002","2","2","1","140001","90005","4","0","90008","0","0","500000","12","10","500","1","32014"
"1","10","25001","8","4","1","21951","140001","2","94002","91002","500000","12","1","2","5","100","1","32014"
"15","15","94002","2","2","2","140001","90005","4","0","90008","0","0","750000","12","5","1000","1","32014"
"5","20","94002","8","2","2","140001","25001","4","0","91002","0","0","750000","12","1","150","1","32014"
"15","25","94002","2","2","2","140001","90005","4","0","90008","0","0","750000","12","5","1500","1","32014"
"3000","30","25001","8","4","3","90008","140001","2","94002","91002","750000","12","1","2","5","250","1","32014"
"3500","35","90005","18","4","3","90008","140001","2","94002","4203401","1000000","12","5","2","15","1","1","32014"
"5","40","94002","2","2","4","140001","25001","4","0","90008","0","0","1000000","12","1","4000","1","32014"
"4500","45","90005","18","4","4","90008","140001","2","94002","4202401","2000000","12","5","2","15","1","1","32014"
"5","50","94002","2","2","4","140001","25001","4","0","90008","0","0","2000000","12","1","5000","1","32014"
"15","5","94002","2","2","1","140001","90005","4","0","90008","0","0","500000","12","10","500","1","32015"
"1","10","25001","8","4","1","21951","140001","2","94002","91002","500000","12","1","2","5","100","1","32015"
"15","15","94002","2","2","2","140001","90005","4","0","90008","0","0","750000","12","5","1000","1","32015"
"5","20","94002","8","2","2","140001","25001","4","0","91002","0","0","750000","12","1","150","1","32015"
"15","25","94002","2","2","2","140001","90005","4","0","90008","0","0","750000","12","5","1500","1","32015"
"3000","30","25001","18","4","3","90008","140001","2","94002","4107401","750000","12","1","2","5","1","1","32015"
"3500","35","90005","8","4","3","90008","140001","2","94002","91002","1000000","12","5","2","15","250","1","32015"
"4000","40","25001","18","4","4","90008","140001","2","94002","4105401","1000000","12","1","2","5","1","1","32015"
"15","45","94002","2","2","4","140001","90005","4","0","90008","0","0","2000000","12","5","4500","1","32015"
"5000","50","25001","18","4","4","90008","140001","2","94002","4106401","2000000","12","1","2","5","1","1","32015"
"15","5","94002","2","2","1","140001","90005","4","0","90008","0","0","500000","12","10","500","1","32016"
"1","10","25001","8","4","1","21951","140001","2","94002","91002","500000","12","1","2","5","100","1","32016"
"15","15","94002","2","2","2","140001","90005","4","0","90008","0","0","750000","12","5","1000","1","32016"
"5","20","94002","8","2","2","140001","25001","4","0","91002","0","0","750000","12","1","150","1","32016"
"15","25","94002","2","2","2","140001","90005","4","0","90008","0","0","750000","12","5","1500","1","32016"
"3000","30","25001","18","4","3","90008","140001","2","94002","4305401","750000","12","1","2","5","1","1","32016"
"3500","35","90005","8","4","3","90008","140001","2","94002","91002","1000000","12","5","2","15","250","1","32016"
"4000","40","25001","18","4","4","90008","140001","2","94002","4302401","1000000","12","1","2","5","1","1","32016"
"15","45","94002","2","2","4","140001","90005","4","0","90008","0","0","2000000","12","5","4500","1","32016"
"5000","50","25001","18","4","4","90008","140001","2","94002","4304401","2000000","12","1","2","5","1","1","32016"
