4c12d1288ee5ec4403507d789df045d16cbdc2f1ce7b1802e827d9a3f34b8153,e6f8515e4897f769f7f7ec53a20f9726c4f0b68dace1a5d3e0201597b8e5db71,dc658d1b02391cf155eb41b51e641ba159136c48813b4ca6b35f76c15995c9f5,5d7098abf7ab5c0ba70e0501246464c590dcbecde0bd9611320c6d3feef17dbb,3437efb93abd4d321a62f8353f527a1cc12f8e04c283da1057ab809e93da9491,831ecb78bb0067f3fe40a5f3c80fff352daf9ff87b8b7e3a3d135861c16cb8df,ca304dea9e7840ff4ecd5dacb5ebae2c649e185f0922ff46e1b39f2f66ac1a59,2007aefa9502d070ffa22c00e8a8bdbaf0fea000152e3fb9bd2adf1c21c0f3ad,20aa901a4b0af39a7992b8830370089654d945f2c499362eb0fe7f54b885269c,dddf1a9ff15820c477dd13e8c99d9b58fdab193ea39dd99e73e643b5b2ebfa52,9e34c1db676f2977cfb8db4a4b63d23ab8d926f6971ec72d54e874f904ad82ed
"2","2","17","75","91002","8","25021","10","282001024","25012","24"
"2","2","18","77","91002","8","25021","10","282001025","25012","25"
"2","2","18","79","91002","8","25021","10","282001026","25012","26"
"2","2","19","82","91002","8","25021","10","282001027","25012","27"
"2","2","19","84","91002","8","25021","10","282001028","25012","28"
"2","2","19","86","91002","8","25021","10","282001029","25012","29"
"2","2","20","89","91002","8","25021","30","282001030","25012","30"
"2","2","20","94","91002","8","25021","10","282001031","25012","31"
"2","2","21","96","91002","8","25021","10","282001032","25012","32"
"2","2","21","99","91002","8","25021","10","282001033","25012","33"
"2","2","22","101","91002","8","25021","10","282001034","25012","34"
"2","2","22","103","91002","8","25021","10","282001035","25012","35"
"2","2","23","106","91002","8","25021","10","282001036","25012","36"
"2","2","23","108","91002","8","25021","10","282001037","25012","37"
"2","2","24","111","91002","8","25021","10","282001038","25012","38"
"2","2","25","113","91002","8","25021","10","282001039","25012","39"
"2","2","25","115","91002","8","25021","30","282001040","25012","40"
"2","2","26","121","91002","8","25021","10","282001041","25012","41"
"2","2","27","123","91002","8","25021","10","282001042","25012","42"
"2","2","28","125","91002","8","25021","10","282001043","25012","43"
"2","2","28","128","91002","8","25021","10","282001044","25012","44"
"2","2","29","130","91002","8","25021","10","282001045","25012","45"
"2","2","30","132","91002","8","25021","10","282001046","25012","46"
"2","2","30","135","91002","8","25021","10","282001047","25012","47"
"2","2","31","137","91002","8","25021","10","282001048","25012","48"
"2","2","31","139","91002","8","25021","10","282001049","25012","49"
"2","2","31","142","91002","8","25021","30","282001050","25012","50"
"2","2","32","144","91002","8","25021","10","282001051","25012","51"
"2","2","32","146","91002","8","25021","10","282001052","25012","52"
"2","2","32","149","91002","8","25021","10","282001053","25012","53"
"2","2","33","152","91002","8","25021","10","282001054","25012","54"
"2","2","33","155","91002","8","25021","10","282001055","25012","55"
"2","2","33","157","91002","8","25021","10","282001056","25012","56"
"2","2","34","160","91002","8","25021","10","282001057","25012","57"
"2","2","34","163","91002","8","25021","10","282001058","25012","58"
"2","2","34","166","91002","8","25021","10","282001059","25012","59"
"2","2","35","169","91002","8","25021","30","282001060","25012","60"
"2","2","35","171","91002","8","25021","10","282001061","25012","61"
"2","2","35","174","91002","8","25021","10","282001062","25012","62"
"2","2","36","177","91002","8","25021","10","282001063","25012","63"
"2","2","36","180","91002","8","25021","10","282001064","25012","64"
"2","2","36","182","91002","8","25021","10","282001065","25012","65"
"2","2","37","185","91002","8","25021","10","282001066","25012","66"
"2","2","37","187","91002","8","25021","10","282001067","25012","67"
"2","2","37","190","91002","8","25021","10","282001068","25012","68"
"2","2","38","193","91002","8","25021","10","282001069","25012","69"
"2","2","38","196","91002","8","25021","30","282001070","25012","70"
"2","2","39","200","91002","8","25021","10","282001071","25012","71"
"2","2","39","204","91002","8","25021","10","282001072","25012","72"
"2","2","40","208","91002","8","25021","10","282001073","25012","73"
"2","2","40","212","91002","8","25021","10","282001074","25012","74"
"2","2","41","216","91002","8","25021","10","282001075","25012","75"
"2","2","41","220","91002","8","25021","10","282001076","25012","76"
"2","2","42","224","91002","8","25021","10","282001077","25012","77"
"2","2","42","228","91002","8","25021","10","282001078","25012","78"
"2","2","43","232","91002","8","25021","10","282001079","25012","79"
"2","2","43","236","91002","8","25021","30","282001080","25012","80"
