89502fc7e6f514f821cccfe3525dba12bfa8764a6ee6f4cb43426aed7c146853,13c12a95e1ad819fb894e0c06dd8415f8c1cf8c0a07c8bf13f1d8dc5822ba3f2,60e3bc11e0fa161b414b0e92647b90f2486d9117cc5fc142231beeedf4ed8332,5b61af8f8c9655fa2c37282f38c26da57da56db8a845170e692393aab084321d,4fbe4ca94e474fc30c7e284f18c9ab0bbe129a92c08d55956c2ecfa143399982,7223ac35b8f69e5dbdfc817cb2016f2ce34df724667c61549eb9496b11210ae5,91e30cb929490e29e884bebada9465b9b8d6d73eeed8fbe4c1776affa788e327,48c8aa03b9dd988741fbd47911d50e04150345eb30dee66696829243266d1e8a,2ab05544e9c23f52deb23a2a8e1d5ade75f84974b602a5414e8d0458d79b66e4,9869a193d1b8d2a207edaca413aa2845f8b04365d0f4f98b8e86b1d5d26c4ad8,9f87500f9349adf2bcd826483fbbe7548b43fba75d29a79bf1cb71a4810a705e,39c45a2acb3b7502849c6d0552693fc5ce5232656b48b88f38584e8bb1b410c2,1622aa71a6fe5543d1217377b76b2fde7089555d0fa25c515d97b97d7d22a7af,26239a340c2b979cf24f95a660d41137be208e379344835b2ac642530ab2ebe7,ffa42021bbfa2b935240018d98bd471c2edee7722667adba279017a385e1aea1,eecb4440009ff6e2689eeda66dd6b5dc74f9914695a0e86aa37044fc4022f934,eb841865449830eb62eb9220c7f3231b789246a5b11ea044a43f25a24ab96ca7,90f90d4f9faaff78c75a7118ecb4fffb7756eb69635529abecb69ef5b0ba1fe3,be097eea70d8e5629e7dbc7b838f40a9afbe7050a2dca876110cc9e4b0c8005a,d38f060242c9f531e51e7bfba97ee096d0ae26e67bdb3d8e99ae1c28638e66f1,18e9d1924b5d9c7932138a48474b246bfc9ae12a775cc0080d5a239e0034ad50,da6ed13f77082e57d7446b121866136a05adf8c7b1f41bf87c31bc8845971250
"1.1","5","5","1003","0","-55","-50","10030105","0","-30","150","450","101042","1.35","0","1","210","bgm_M55","1.8","1","101042","1"
"0.6","1","1","1004","-30","-120","0","10040101","10","-30","250","-480","101161","0.7","0","1","210","bgm_M64","0.8","1","101161","1"
"0.75","2","2","1004","0","-120","0","10040102","10","-30","0","-260","101161","1","0","1","200","bgm_M64","1.2","1","101161","1"
"0.9","3","3","1004","-10","55","-30","10040103","0","-30","100","-20","101161","1","-15","1","200","bgm_M64","1.4","1","101161","1"
"0.9","4","4","1004","0","-30","-30","10040104","0","-30","0","180","101161","1","0","1","200","bgm_M64","1.3","1","101161","1"
"0.9","5","5","1004","-30","-60","-50","10040105","0","-30","200","470","101162","0.9","-40","1","250","bgm_M55","1.2","1","101162","1"
"0.6","1","1","1005","-30","-120","0","10050101","10","-30","250","-480","101161","0.7","0","1","210","bgm_M64","0.8","1","101171","1"
"0.75","2","2","1005","0","-120","0","10050102","10","-30","0","-260","101161","1","0","1","200","bgm_M64","1.2","1","101171","1"
"0.9","3","3","1005","-10","45","-30","10050103","0","-30","100","-20","101161","1","-15","1","200","bgm_M64","1.4","1","101171","1"
"0.7","4","4","1005","0","-70","0","10050104","0","-30","0","190","101161","1","0","1","200","bgm_M64","1","1","101171","1"
"1","5","5","1005","0","-25","-30","10050105","0","-30","200","445","101162","1","-40","1","240","bgm_M55","1.3","1","101172","1"
"0.6","1","1","1006","-30","-120","0","10060101","10","-30","250","-480","101161","0.7","0","1","210","bgm_M64","0.8","1","101191","1"
"0.75","2","2","1006","0","-100","0","10060102","10","-30","0","-260","101161","1","0","1","200","bgm_M64","1.2","1","101191","1"
"0.8","3","3","1006","-10","65","0","10060103","0","-30","100","-10","101161","1","-15","1","200","bgm_M64","1.1","1","101191","1"
"0.8","4","4","1006","0","-110","0","10060104","0","-30","0","190","101161","1","0","1","200","bgm_M64","1.2","1","101191","1"
"0.9","5","5","1006","-45","-70","-50","10060105","-10","-30","270","485","101162","1","0","1","280","bgm_M55","1.15","1","101192","1"
"0.6","1","1","1007","-30","-120","0","10070101","10","-30","250","-480","101161","0.7","0","1","210","bgm_M64","0.8","1","101201","1"
"0.9","2","2","1007","0","-120","0","10070102","10","-30","120","-260","101161","1","0","1","240","bgm_M64","1.2","1","101201","1"
"0.8","3","3","1007","-10","65","0","10070103","0","-30","100","-10","101161","1","-15","1","200","bgm_M64","1.1","1","101201","1"
"0.9","4","4","1007","0","-110","0","10070104","0","-30","100","190","101161","1","0","1","200","bgm_M64","1.2","1","101201","1"
"1","5","5","1007","-45","-30","-50","10070105","10","-30","270","475","101162","1","-20","1","250","bgm_M55","1.45","1","101202","1"
"0.6","1","1","1008","-30","-120","0","10080101","10","-30","250","-480","101161","0.7","0","1","210","bgm_M64","0.8","1","101291","1"
"0.9","2","2","1008","0","-120","0","10080102","10","-30","120","-260","101161","1","0","1","240","bgm_M64","1.2","1","101291","1"
"0.8","3","3","1008","-10","65","0","10080103","0","-30","100","-40","101161","1","-15","1","200","bgm_M64","1.1","1","101291","1"
"0.9","4","4","1008","0","-110","0","10080104","0","-30","100","150","101161","1.3","0","1","200","bgm_M64","1.3","1","101291","1"
"1.1","5","5","1008","30","-15","15","10080105","30","-30","45","490","101162","1.3","-20","1","230","bgm_M55","1.45","1","101292","1"
"0.6","1","1","1009","-30","-120","0","10090101","10","-30","250","-480","101161","0.7","0","1","210","bgm_M64","0.8","1","101301","1"
"0.75","2","2","1009","0","-120","0","10090102","10","-30","120","-260","101161","1","0","1","200","bgm_M64","1.2","1","101301","1"
"1.55","3","3","1009","-10","100","0","10090103","0","-30","100","-50","101161","2.2","-15","1","200","bgm_M64","2.3","1","101301","1"
"1","4","4","1009","0","-100","15","10090104","0","-30","100","180","101161","1.3","0","1","200","bgm_M64","1.3","1","101301","1"
"1","5","5","1009","-30","-55","-15","10090105","10","-30","200","470","101162","1.1","-20","1","270","bgm_M55","1.2","1","101302","1"
"0.575","1","1","1010","-30","-130","-25","10100101","10","-30","170","-450","101161","0.9","0","1","210","bgm_M64","1","1","101441","1"
"0.75","2","2","1010","0","-120","0","10100102","10","-30","120","-250","101161","1","0","1","200","bgm_M64","1.2","1","101441","1"
"0.8","3","3","1010","-10","50","0","10100103","0","-30","100","-10","101161","1","-15","1","200","bgm_M64","1.1","1","101441","1"
"0.9","4","4","1010","0","-100","-30","10100104","0","-30","0","180","101161","1","0","1","200","bgm_M64","1.3","1","101441","1"
"0.95","5","5","1010","-30","-70","-35","10100105","10","-30","200","470","101162","1.1","-20","1","270","bgm_M55","1.2","1","101442","1"
"0.575","1","1","1011","-30","-130","-25","10110101","10","-30","170","-450","101451","0.9","0","1","210","bgm_M64","1","1","101451","1"
"0.75","2","2","1011","0","-120","0","10110102","10","-30","120","-250","101451","1","0","1","200","bgm_M64","1.2","1","101451","1"
"0.9","3","3","1011","-10","50","-30","10110103","0","-30","100","-20","101451","1","-15","1","200","bgm_M64","1.4","1","101451","1"
"0.65","4","4","1011","0","-100","20","10110104","0","-30","100","200","101451","0.8","0","1","220","bgm_M64","0.9","1","101451","1"
"1.25","5","5","1011","-50","-70","-35","10110105","0","-30","200","510","101452","1.4","0","1","290","bgm_M55","1.55","1","101452","1"
"0.575","1","1","1012","-30","-130","-25","10120101","10","-30","170","-450","101451","0.9","0","1","210","bgm_M64","1","1","101561","1"
"0.9","2","2","1012","0","-120","0","10120102","0","-30","120","-240","101451","1","0","1","240","bgm_M64","1.2","1","101561","1"
"0.6","3","3","1012","-10","60","0","10120103","5","-30","100","-30","101451","0.8","-5","1","200","bgm_M64","0.9","1","101561","1"
"0.9","4","4","1012","0","-100","-30","10120104","0","-30","100","180","101451","1.2","0","1","200","bgm_M64","1.5","1","101561","1"
"1.25","5","5","1012","-50","-70","-60","10120105","0","-30","400","460","101452","1.35","0","1","290","bgm_M55","1.55","1","101562","1"
"0.6","1","1","1013","-30","-120","0","10130101","10","-30","250","-480","101001","0.7","0","1","210","bgm_M64","0.8","1","101001","1"
"0.75","2","2","1013","0","-120","0","10130102","10","-30","0","-260","101001","1","0","1","200","bgm_M64","1.2","1","101001","1"
"0.7","3","3","1013","-10","0","0","10130103","0","-30","100","-40","101001","1","-13","1","200","bgm_M64","1.1","1","101001","1"
"0.7","4","4","1013","0","-50","0","10130104","0","-30","0","240","101001","1","0","1","200","bgm_M64","1.2","1","101001","1"
"1.2","5","5","1013","0","-40","0","10130105","0","-30","200","480","101011","1","0","1","250","bgm_M55","1.3","1","101011","1"
"0.575","1","1","1014","-30","-130","-25","10140101","10","-30","170","-450","101041","0.9","0","1","210","bgm_M64","1","1","101041","1"
"0.75","2","2","1014","0","-120","0","10140102","10","-30","120","-250","101041","1","0","1","200","bgm_M64","1.2","1","101041","1"
"1.55","3","3","1014","-10","100","0","10140103","0","-30","100","-50","101041","2.2","-15","1","200","bgm_M64","2.3","1","101041","1"
"0.7","4","4","1014","0","-70","0","10140104","0","-30","0","190","101041","1","0","1","200","bgm_M64","1","1","101041","1"
"1.4","5","5","1014","0","0","0","10140105","0","-30","200","440","101042","1.6","0","1","250","bgm_M55","1.8","1","101042","1"
"0.6","1","1","1015","-30","-125","0","10150101","10","-30","250","-470","101161","0.7","0","1","210","bgm_M64","0.8","1","101041","1"
"0.75","2","2","1015","0","-95","0","10150102","10","-30","120","-210","101161","1","0","1","200","bgm_M64","1.2","1","101041","1"
"0.9","3","3","1015","-10","-120","-30","10150103","0","-30","100","50","101161","1","-15","1","200","bgm_M64","1.4","1","101041","1"
"0.7","4","4","1015","0","35","43","10150104","0","-30","150","195","101162","1","0","1","200","bgm_M64","1","1","101041","1"
"1.1","5","5","1015","0","-55","-50","10150105","0","-30","150","450","101161","1.35","0","1","210","bgm_M55","1.8","1","101042","1"
"0.6","1","1","1016","0","-120","0","10160101","10","-30","250","-480","101451","0.85","0","1","210","bgm_M64","0.8","1","101161","1"
"0.75","2","2","1016","0","-100","0","10160102","10","-30","0","-260","101451","1.1","0","1","200","bgm_M64","1.2","1","101161","1"
"0.8","3","3","1016","-10","65","0","10160103","0","-30","100","-10","101451","1","-15","1","200","bgm_M64","1.1","1","101161","1"
"0.8","4","4","1016","0","-110","0","10160104","0","-30","0","190","101451","0.85","0","1","200","bgm_M64","1","1","101161","1"
"0.9","5","5","1016","-45","-70","-50","10160105","-10","-30","270","485","101452","1","0","1","280","bgm_M55","1.15","1","101162","1"
"0.6","1","1","1017","-30","-120","0","10170101","10","-30","200","-480","101171","0.7","0","1","210","bgm_M64","0.8","1","101171","1"
"0.6","2","2","1017","0","-120","0","10170102","10","-30","200","-260","101171","0.7","0","1","240","bgm_M64","1","1","101171","1"
"0.9","3","3","1017","-10","65","-30","10170103","0","-30","200","-10","101171","1","-15","1","200","bgm_M64","1.4","1","101171","1"
"0.9","4","4","1017","0","-110","-30","10170104","0","-30","200","190","101171","1","0","1","200","bgm_M64","1.3","1","101171","1"
"1","5","5","1017","0","-30","-50","10170105","10","-30","200","475","101172","1","-20","1","250","bgm_M55","1.45","1","101172","1"
"0.6","1","1","1018","-30","-120","0","10180101","10","-30","100","-480","101171","0.7","0","1","210","bgm_M64","0.8","1","101191","1"
"0.8","2","2","1018","0","-100","0","10180102","10","-30","100","-260","101171","1","0","1","200","bgm_M64","1.2","1","101191","1"
"0.6","3","3","1018","-10","65","0","10180103","5","-30","100","-10","101171","0.8","-5","1","200","bgm_M64","0.9","1","101191","1"
"0.9","4","4","1018","0","-110","0","10180104","0","-30","100","190","101171","1","-30","1","200","bgm_M64","1.2","1","101191","1"
"1.1","5","5","1018","-45","-70","-50","10180105","-10","-30","100","485","101172","1","0","1","280","bgm_M55","1.3","1","101192","1"
"0.6","1","1","1019","0","-120","0","10190101","10","-30","100","-480","101161","0.85","0","1","210","bgm_M64","0.8","1","101201","1"
"0.75","2","2","1019","0","-120","0","10190102","10","-30","100","-260","101161","1.1","0","1","240","bgm_M64","1.2","1","101201","1"
"0.8","3","3","1019","-10","65","0","10190103","0","-30","100","-10","101161","1","-15","1","200","bgm_M64","1.1","1","101201","1"
"0.7","4","4","1019","0","-110","43","10190104","0","-30","100","190","101161","1","0","1","200","bgm_M64","1","1","101201","1"
"1","5","5","1019","-45","-30","-50","10190105","10","-30","100","475","101162","1","-20","1","250","bgm_M55","1.45","1","101202","1"
"0.6","1","1","1020","0","-120","0","10200101","10","-30","100","-480","101161","0.85","0","1","210","bgm_M64","0.8","1","101291","1"
"0.75","2","2","1020","0","-120","0","10200102","10","-30","100","-260","101161","1.1","0","1","240","bgm_M64","1.2","1","101291","1"
"0.8","3","3","1020","-10","65","0","10200103","0","-30","100","-40","101161","1","-15","1","200","bgm_M64","1.1","1","101291","1"
"0.8","4","4","1020","0","-110","-30","10200104","0","-30","100","150","101161","1","0","1","200","bgm_M64","1.5","1","101291","1"
"1.1","5","5","1020","30","-15","15","10200105","30","-30","100","490","101162","1","-20","1","230","bgm_M55","1.45","1","101292","1"
"0.58","1","1","1021","-30","-120","0","10210101","10","-30","100","-480","101161","0.7","0","1","210","bgm_M64","0.8","1","101301","1"
"0.9","2","2","1021","0","-120","0","10210102","10","-30","100","-260","101161","1","0","1","200","bgm_M64","1.2","1","101301","1"
"0.93","3","3","1021","-10","100","-30","10210103","-10","-30","200","-50","101161","1","0","1","200","bgm_M64","1.4","1","101301","1"
"0.9","4","4","1021","0","-100","15","10210104","0","-30","100","180","101161","1.3","0","1","200","bgm_M64","1.3","1","101301","1"
"1","5","5","1021","-30","-55","-15","10210105","10","-30","100","470","101162","1.1","-20","1","270","bgm_M55","1.2","1","101302","1"
"0.575","1","1","1022","0","-130","0","10220101","10","-30","100","-450","101161","0.85","0","1","210","bgm_M64","0.8","1","101441","1"
"0.75","2","2","1022","0","-120","0","10220102","10","-30","100","-250","101161","1.1","0","1","200","bgm_M64","1.2","1","101441","1"
"0.8","3","3","1022","-10","50","0","10220103","0","-30","100","-10","101161","1.1","-15","1","200","bgm_M64","1.2","1","101441","1"
"0.9","4","4","1022","0","-100","15","10220104","0","-30","100","180","101161","1.3","0","1","200","bgm_M64","1.3","1","101441","1"
"0.95","5","5","1022","-30","-70","-35","10220105","10","-30","100","470","101162","1.1","-20","1","230","bgm_M55","1.2","1","101442","1"
"0.58","1","1","1023","-30","-130","0","10230101","10","-30","100","-450","101451","0.7","0","1","210","bgm_M64","0.8","1","101451","1"
"0.9","2","2","1023","0","-120","0","10230102","10","-30","100","-250","101451","1","0","1","200","bgm_M64","1.2","1","101451","1"
"0.9","3","3","1023","-10","50","-30","10230103","0","-30","100","-20","101451","1","-15","1","200","bgm_M64","1.4","1","101451","1"
"0.8","4","4","1023","0","-100","0","10230104","0","-30","100","200","101451","0.85","0","1","200","bgm_M64","1","1","101451","1"
"1.25","5","5","1023","-50","-70","-35","10230105","0","-30","100","510","101452","1.4","0","1","290","bgm_M55","1.55","1","101452","1"
"0.58","1","1","1024","-30","-130","0","10240101","10","-30","100","-450","101451","0.7","0","1","210","bgm_M64","0.8","1","101561","1"
"0.75","2","2","1024","0","-120","0","10240102","0","-30","100","-240","101451","1.1","0","1","240","bgm_M64","1.2","1","101561","1"
"0.65","3","3","1024","-10","60","0","10240103","5","-30","100","-30","101451","1","-5","1","200","bgm_M64","1.1","1","101561","1"
"0.7","4","4","1024","0","-100","0","10240104","0","-30","100","180","101451","1","0","1","200","bgm_M64","1.2","1","101561","1"
"1.25","5","5","1024","-50","-70","-60","10240105","0","-30","400","460","101452","1.35","0","1","290","bgm_M55","1.55","1","101562","1"
"0.58","1","1","1025","-30","-120","0","10250101","10","-30","100","-480","101451","0.7","0","1","210","bgm_M64","0.8","1","101001","1"
"0.75","2","2","1025","0","-120","0","10250102","10","-30","100","-260","101451","1.1","0","1","200","bgm_M64","1.2","1","101001","1"
"0.6","3","3","1025","-10","0","0","10250103","0","-30","100","-40","101451","0.8","-13","1","200","bgm_M64","0.9","1","101001","1"
"0.8","4","4","1025","0","-50","-30","10250104","0","-30","100","240","101451","1","0","1","200","bgm_M64","1.5","1","101001","1"
"1.2","5","5","1025","0","-40","0","10250105","0","-30","100","480","101452","1","0","1","250","bgm_M55","1.3","1","101011","1"
"0.575","1","1","1026","-30","-130","-25","10260101","10","-30","170","-450","101021","0.9","0","1","210","bgm_M64","1","1","101021","1"
"0.75","2","2","1026","0","-120","0","10260102","10","-30","120","-250","101021","1","0","1","200","bgm_M64","1.2","1","101021","1"
"1.55","3","3","1026","-10","100","0","10260103","0","-30","100","-50","101021","2.2","-15","1","200","bgm_M64","2.3","1","101021","1"
"0.7","4","4","1026","0","-70","43","10260104","0","-30","150","190","101021","1","0","1","200","bgm_M64","1","1","101021","1"
"1.4","5","5","1026","0","0","0","10260105","0","-30","200","440","101031","1.6","0","1","220","bgm_M55","1.8","1","101031","1"
"0.6","1","1","1027","-30","-125","0","10270101","10","-30","250","-470","101161","0.7","0","1","210","bgm_M64","0.8","1","101041","1"
"0.75","2","2","1027","0","-95","0","10270102","10","-30","120","-210","101161","1","0","1","200","bgm_M64","1.2","1","101041","1"
"0.75","3","3","1027","-10","-120","-10","10270103","10","-30","100","50","101161","1","-15","1","200","bgm_M64","1.2","1","101041","1"
"0.7","4","4","1027","0","35","20","10270104","0","-30","100","195","101162","1","0","1","200","bgm_M64","1.1","1","101041","1"
"1.1","5","5","1027","0","-55","-50","10270105","0","-30","150","450","101161","1.35","0","1.3","210","bgm_M55","1.8","1","101042","1"
"0.6","1","1","1028","0","-120","0","10280101","10","-30","250","-480","101161","0.85","0","1","210","bgm_M64","0.8","1","101161","1"
"0.75","2","2","1028","0","-100","0","10280102","10","-30","0","-260","101161","1.1","0","1","200","bgm_M64","1.2","1","101161","1"
"0.65","3","3","1028","-10","65","0","10280103","5","-30","100","-10","101161","1","-5","1","200","bgm_M64","1.1","1","101161","1"
"0.9","4","4","1028","0","-110","0","10280104","0","-30","100","190","101161","1.3","0","1","200","bgm_M64","1.35","1","101161","1"
"0.9","5","5","1028","-45","-70","-50","10280105","-10","-30","270","485","101162","1","-40","1.3","280","bgm_M55","1.15","1","101162","1"
"0.6","1","1","1029","-30","-120","0","10290101","10","-30","200","-480","101171","0.7","0","1","210","bgm_M64","0.8","1","101171","1"
"0.6","2","2","1029","0","-120","0","10290102","10","-30","200","-260","101171","0.7","0","1","240","bgm_M64","1","1","101171","1"
"0.9","3","3","1029","-10","65","-30","10290103","0","-30","200","-10","101171","1","-15","1","200","bgm_M64","1.4","1","101171","1"
"0.9","4","4","1029","0","-110","-30","10290104","0","-30","200","190","101171","1","0","1","200","bgm_M64","1.3","1","101171","1"
"1","5","5","1029","0","-30","-50","10290105","10","-30","200","475","101172","1","-20","1","250","bgm_M55","1.45","1","101172","1"
"0.6","1","1","1030","-30","-120","0","10300101","10","-30","100","-480","101171","0.7","0","1","210","bgm_M64","0.8","1","101191","1"
"0.8","2","2","1030","0","-100","0","10300102","10","-30","100","-260","101171","1","0","1","200","bgm_M64","1.2","1","101191","1"
"0.6","3","3","1030","-10","65","0","10300103","5","-30","100","-10","101171","0.8","-5","1","200","bgm_M64","0.9","1","101191","1"
"0.9","4","4","1030","0","-110","0","10300104","0","-30","100","190","101171","1","0","1","200","bgm_M64","1.2","1","101191","1"
"1.1","5","5","1030","-45","-70","-50","10300105","-10","-30","200","485","101172","1","0","1","280","bgm_M55","1.3","1.2","101192","1"
"0.6","1","1","1031","0","-120","0","10310101","10","-30","100","-480","101161","0.85","0","1","210","bgm_M64","0.8","1","101201","1"
"0.75","2","2","1031","0","-120","0","10310102","10","-30","100","-260","101161","1.1","0","1","240","bgm_M64","1.2","1","101201","1"
"0.8","3","3","1031","-10","65","0","10310103","0","-30","100","-10","101161","1","-15","1","200","bgm_M64","1.1","1","101201","1"
"0.7","4","4","1031","0","-110","43","10310104","0","-30","100","190","101161","1","0","1","200","bgm_M64","1","1","101201","1"
"1","5","5","1031","-45","-30","-50","10310105","10","-30","100","475","101162","1","-20","1","250","bgm_M55","1.45","1","101202","1"
"0.6","1","1","1032","0","-120","0","10320101","10","-30","100","-480","101291","0.85","0","1","210","bgm_M64","0.8","1","101291","1"
"0.75","2","2","1032","0","-120","0","10320102","10","-30","100","-260","101291","1.1","0","1","240","bgm_M64","1.2","1","101291","1"
"0.9","3","3","1032","-10","65","0","10320103","0","-30","100","-40","101291","1","-15","1","200","bgm_M64","1.3","1","101291","1"
"0.8","4","4","1032","0","-110","-30","10320104","0","-30","100","150","101291","1","0","1","200","bgm_M64","1.3","1","101291","1"
"1.1","5","5","1032","30","-15","15","10320105","30","-30","100","490","101292","1","-20","1","230","bgm_M55","1.45","1","101292","1"
"0.58","1","1","1033","-30","-120","0","10330101","10","-30","100","-480","101301","0.7","0","1","210","bgm_M64","0.8","1","101301","1"
"0.9","2","2","1033","0","-120","0","10330102","10","-30","100","-260","101301","1","0","1","200","bgm_M64","1.2","1","101301","1"
"0.93","3","3","1033","-10","100","-30","10330103","-10","-30","200","-50","101301","1","0","1","200","bgm_M64","1.4","1","101301","1"
"0.9","4","4","1033","0","-100","15","10330104","0","-30","100","100","101301","1","0","1","200","bgm_M64","1.3","1","101301","1"
"1","5","5","1033","-30","-55","-15","10330105","10","-30","100","470","101302","1.1","-20","1","270","bgm_M55","1.2","1","101302","1"
"0.575","1","1","1034","0","-130","0","10340101","10","-30","100","-450","101161","0.85","0","1","210","bgm_M64","0.8","1","101441","1"
"0.75","2","2","1034","0","-120","0","10340102","10","-30","200","-250","101161","0.7","0","1","200","bgm_M64","1","1","101441","1"
"0.8","3","3","1034","-10","50","0","10340103","0","-30","100","-10","101161","1.1","-15","1","200","bgm_M64","1.2","1","101441","1"
"0.9","4","4","1034","0","-100","43","10340104","0","-30","150","180","101161","1","0","1","200","bgm_M64","1","1","101441","1"
"0.95","5","5","1034","-30","-70","-35","10340105","10","-30","100","470","101162","1.1","-20","1","230","bgm_M55","1.2","1","101442","1"
"0.58","1","1","1035","-30","-130","0","10350101","10","-30","100","-450","101451","0.7","0","1","210","bgm_M64","0.8","1","101451","1"
"0.9","2","2","1035","0","-120","0","10350102","10","-30","100","-250","101451","1","0","1","200","bgm_M64","1.2","1","101451","1"
"0.9","3","3","1035","-10","50","-30","10350103","0","-30","100","-20","101451","1","-15","1","200","bgm_M64","1.4","1","101451","1"
"0.8","4","4","1035","0","-100","0","10350104","0","-30","100","200","101451","0.85","0","1","200","bgm_M64","1","1","101451","1"
"1.25","5","5","1035","-50","-70","-35","10350105","0","-30","100","510","101452","1.4","0","1","290","bgm_M55","1.55","1.2","101452","1"
"0.58","1","1","1036","-30","-130","0","10360101","10","-30","100","-450","101451","0.7","0","1","210","bgm_M64","0.8","1","101561","1"
"0.75","2","2","1036","0","-120","0","10360102","0","-30","100","-240","101451","1.1","0","1","240","bgm_M64","1.2","1","101561","1"
"0.65","3","3","1036","-10","60","0","10360103","5","-30","100","-30","101451","1","-5","1","200","bgm_M64","1.1","1","101561","1"
"1.1","4","4","1036","0","-100","0","10360104","0","-30","100","180","101451","1","0","1","200","bgm_M64","1.2","1","101561","1"
"1.25","5","5","1036","-50","-70","-60","10360105","0","-30","400","460","101452","1.35","0","1","290","bgm_M55","1.55","1.4","101562","1"
"0.58","1","1","1037","-30","-120","0","10370101","10","-30","100","-480","101451","0.7","0","1","210","bgm_M64","0.8","1","101001","1"
"0.75","2","2","1037","0","-120","0","10370102","10","-30","100","-260","101451","1.1","0","1","200","bgm_M64","1.2","1","101001","1"
"0.6","3","3","1037","-60","0","-50","10370103","0","-30","150","-40","101451","0.55","-13","1","200","bgm_M64","0.9","1.4","101001","1"
"0.8","4","4","1037","0","-50","-30","10370104","0","-30","100","240","101451","1","0","1","200","bgm_M64","1.3","1","101001","1"
"1.2","5","5","1037","0","-40","0","10370105","0","-30","100","480","101452","1","0","1","250","bgm_M55","1.3","1.2","101011","1"
"0.575","1","1","1038","-30","-110","-25","10380101","10","-30","170","-450","101021","0.9","0","1","210","bgm_M64","1","1","101021","1"
"0.75","2","2","1038","0","-120","0","10380102","10","-30","120","-250","101021","1","0","1","200","bgm_M64","1.2","1","101021","1"
"0.8","3","3","1038","-10","100","0","10380103","0","-30","100","-50","101021","1.1","-15","1","200","bgm_M64","1.2","1","101021","1"
