c97dff3f90a9589f4077aadf6a267903ac7d18b23544339b294d9ec65db52476,312cde2be9787a3b4c8c2d800c341e85659fbec1488a527f6fcb98ddd66cbb97,8555040160f76780922fba2d95dd91216049124bae72adc273f05913af70f5f3,03ece7cdf88605e8b5b31ba8f2804425105c4e34e25bdb21012de511605ecd21,745e49df5cc2518b01d12f70c839d98f670229f3acaf3c4136354b328e3d4548,4a3c18c86187a881ee866a99fd7ec6b8d77be31796bd1ddfa7d32f143f608ce0,6afbda510f306db9c4122952dffd73a6ec51c3470c9637d5e2832fc1096701fa,4d00e0ee9729e4c8b81d021bf435bacd4d2b4bcacc27354107b53af471418aa7,fc119b417e2087d3175878839835098794d221727f9108374169343c27c7127b,911e47b1fe215dd3129acb41d0bf80f86e65ff12b93816b21d8490f4cc7b5b99,dfb2acc0e18874414e5a57a389ca198f83ff55ff9e0533448f14e5f38bf45046,c0ae8c12bab0dec2daeba84236dfd33601637127e01f81740aa519494ef37100,57e8a3e4b9fcd888a1ff86fbe57c40c5ba9a4c4d73b26dcc80529c3c4467d3cc
"0","10010590","0","10010348","0","0","6","1","0","10","10010349","0","10010350"
"1","10010349","0","10010351","0","0","2","1","0","11","10010350","0","0"
"3","10010350","0","10010352","0","0","2","1","0","12","10010351","0","0"
"10002","10010351","0","10010353","0","0","7","1","0","13","10010352","0","0"
"1","10010352","0","10010354","0","0","2","1","0","14","10010353","0","0"
"2","10010353","0","10010355","0","0","2","1","0","15","10010354","0","0"
"0","10010354","0","10010342","0","0","4","1","0","16","10010355","0","0"
"0","10010591","10010592","10010590","0","0","4","1","0","8","10010357","0","0"
"0","10010365","0","10010595","0","0","4","1","0","4","10010361","0","10010596"
"3","10010598","0","10010361","0","0","2","1","0","3","10010365","0","0"
"0","10010431","0","10010597","0","0","13","1","0","0","10010430","0","0"
"1","10010432","0","10010430","0","0","2","1","0","60","10010431","0","0"
"0","10010434","0","10010431","0","0","6","1","0","59","10010432","0","0"
"10001","10010439","0","10010432","0","0","7","1","0","58","10010434","0","0"
"10001","10010484","0","10010434","0","0","11","1","0","57","10010439","0","0"
"0","10010485","0","10010001","0","0","6","1","0","56","10010484","0","10010439"
"1","10010486","0","10010484","0","0","2","1","0","55","10010485","0","0"
"0","10010487","0","10010485","0","0","4","1","0","54","10010486","0","0"
"10001","10010488","0","10010486","0","0","7","1","0","53","10010487","0","0"
"0","10010489","0","10010487","0","0","12","1","0","52","10010488","0","0"
"1","10010490","0","10010488","0","0","2","1","0","51","10010489","0","0"
"0","10010491","0","10010489","0","0","5","1","0","50","10010490","0","0"
"0","10010611","10010612","10010490","0","0","4","1","0","49","10010491","0","0"
"0","10010556","0","10010184","0","0","5","1","0","6","10010555","0","0"
"0","10010558","0","10010555","0","0","6","1","0","5","10010556","0","0"
"10002","10010186","0","10010556","0","0","7","1","0","4","10010558","0","0"
"1","10010119","10010560","10010107","0","0","2","1","0","50","10010559","0","0"
"0","10010110","0","10010559","0","0","4","1","0","49","10010560","0","0"
"2","10010113","0","10010111","0","0","2","1","0","46","10010561","0","0"
"3","10010116","0","10010114","0","0","14","1","0","43","10010562","0","0"
"3","10010130","0","10010118","0","0","14","1","0","39","10010563","0","10010128"
"10001","10010575","0","10010244","0","0","11","1","0","23","10010564","0","0"
"3","10010123","0","10010121","0","0","14","1","0","46","10010565","0","0"
"10001","10010125","0","10010123","0","0","7","1","0","44","10010566","0","0"
"0","10010169","0","10010167","0","0","5","1","0","21","10010568","0","0"
"0","10010173","0","10010169","0","0","4","1","0","19","10010570","0","0"
"1","10010246","0","10010234","0","0","2","1","0","27","10010573","0","0"
"1","10010239","0","10010237","0","0","14","1","0","26","10010574","0","0"
"0","10010247","0","10010241","0","0","12","1","0","22","10010575","0","10010564"
"0","10010255","0","10010253","0","0","4","1","0","17","10010576","0","0"
"3","10010255","0","10010251","0","0","2","1","0","17","10010577","0","0"
"10001","10010723","0","10010296","0","0","11","1","0","53","10010578","0","0"
"2","10010581","0","10010301","0","0","14","1","0","48","10010580","0","0"
"1","10010304","0","10010580","0","0","2","1","0","47","10010581","0","0"
"10003","10010314","0","10010312","0","0","7","1","0","41","10010582","0","0"
"0","10010310","0","10010308","0","0","4","1","0","45","10010583","0","0"
"4","10010312","0","10010310","0","0","14","1","0","43","10010584","0","0"
"0","10010322","0","10010315","0","0","12","1","0","38","10010586","0","10010320"
"10001","10010332","0","10010330","0","0","11","1","0","28","10010587","0","0"
"5","10010337","0","10010335","0","0","14","1","0","23","10010588","0","0"
"10001","10010346","0","10010344","0","0","11","1","0","14","10010589","0","0"
"3","10010357","0","10010349","0","0","14","1","0","9","10010590","0","0"
"2","10010593","0","10010357","0","0","2","1","0","7","10010591","0","0"
"0","10010594","0","10010357","0","0","6","1","0","7","10010592","0","0"
"10003","10010595","0","10010591","0","0","7","1","0","6","10010593","0","0"
"3","10010596","0","10010592","0","0","3","1","0","6","10010594","0","0"
"0","10010361","0","10010593","0","0","12","1","0","5","10010595","0","0"
"10001","10010361","0","10010594","0","0","11","1","0","5","10010596","0","0"
"10003","10010430","0","10010598","0","0","7","1","0","1","10010597","0","0"
"10001","10010597","0","10010365","0","0","7","1","0","2","10010598","0","0"
"1","10010614","0","10010491","0","0","14","1","0","48","10010611","0","0"
"1","10010613","0","10010491","0","0","14","1","0","48","10010612","0","0"
"3","10010616","0","10010612","0","0","2","1","0","47","10010613","0","0"
"3","10010615","0","10010611","0","0","3","1","0","47","10010614","0","0"
"0","10010618","0","10010614","0","0","6","1","0","46","10010615","0","0"
"0","10010617","0","10010613","0","0","4","1","0","46","10010616","0","0"
"2","10010619","0","10010616","0","0","14","1","0","45","10010617","0","0"
"2","10010624","0","10010615","0","0","14","1","0","45","10010618","0","0"
"1","10010620","0","10010617","0","0","2","1","0","44","10010619","0","0"
"2","10010621","0","10010619","0","0","2","1","0","43","10010620","0","0"
"2","10010625","0","10010620","0","0","2","1","0","42","10010621","0","10010622"
"1","10010621","0","10010624","0","0","3","1","0","43","10010622","0","0"
"10001","10010622","0","10010618","0","0","7","1","0","44","10010624","0","0"
"0","10010626","0","10010621","0","0","4","1","0","41","10010625","0","0"
"10001","10010627","0","10010625","0","0","7","1","0","40","10010626","0","0"
"1","10010628","0","10010626","0","0","2","1","0","39","10010627","0","0"
"4","10010629","0","10010627","0","0","14","1","0","38","10010628","0","0"
"0","10010630","0","10010628","0","0","5","1","0","37","10010629","0","0"
"1","10010631","10010637","10010629","0","0","2","1","0","36","10010630","0","0"
"2","10010632","0","10010630","0","0","3","1","0","35","10010631","0","0"
"2","10010633","0","10010631","0","0","2","1","0","34","10010632","0","0"
"10001","10010634","0","10010632","0","0","11","1","0","33","10010633","0","0"
"0","10010638","0","10010633","0","0","4","1","0","32","10010634","0","10010635"
"2","10010634","0","10010636","0","0","3","1","0","33","10010635","0","0"
"10002","10010635","0","10010637","0","0","7","1","0","34","10010636","0","0"
"0","10010636","0","10010630","0","0","12","1","0","35","10010637","0","0"
"0","10010639","0","10010634","0","0","6","1","0","31","10010638","0","0"
"1","10010640","0","10010638","0","0","2","1","0","30","10010639","0","0"
"10001","10010641","0","10010639","0","0","11","1","0","29","10010640","0","0"
"5","10010642","0","10010640","0","0","14","1","0","28","10010641","0","0"
"0","10010643","0","10010641","0","0","4","1","0","27","10010642","0","0"
"0","10010644","0","10010642","0","0","12","1","0","26","10010643","0","0"
"1","10010645","0","10010643","0","0","2","1","0","25","10010644","0","0"
"2","10010646","0","10010644","0","0","3","1","0","24","10010645","0","0"
"0","10010647","0","10010645","0","0","4","1","0","23","10010646","0","0"
"2","10010648","0","10010646","0","0","2","1","0","22","10010647","0","0"
"3","10010649","0","10010647","0","0","14","1","0","21","10010648","0","0"
"1","10010650","10010653","10010648","0","0","3","1","0","20","10010649","0","0"
"2","10010651","0","10010649","0","0","3","1","0","19","10010650","0","0"
"3","10010654","0","10010650","0","0","2","1","0","18","10010651","0","0"
"10003","10010655","0","10010653","0","0","7","1","0","18","10010652","0","0"
"1","10010652","0","10010649","0","0","2","1","0","19","10010653","0","0"
"10001","10010658","0","10010651","0","0","11","1","0","17","10010654","0","0"
"2","10010656","0","10010652","0","0","3","1","0","17","10010655","0","0"
"10002","10010657","0","10010655","0","0","7","1","0","16","10010656","0","0"
"10001","10010659","0","10010656","0","0","7","1","0","15","10010657","0","10010658"
"2","10010657","0","10010654","0","0","2","1","0","16","10010658","0","0"
"0","10010660","0","10010657","0","0","5","1","0","14","10010659","0","0"
"2","10010661","0","10010659","0","0","2","1","0","13","10010660","0","0"
"0","10010662","0","10010660","0","0","4","1","0","12","10010661","0","0"
"5","10010663","0","10010661","0","0","14","1","0","11","10010662","0","0"
"3","10010664","0","10010662","0","0","2","1","0","10","10010663","0","0"
"0","10010665","0","10010663","0","0","12","1","0","9","10010664","0","0"
"0","10010666","0","10010664","0","0","6","1","0","8","10010665","0","0"
"1","10010667","0","10010665","0","0","2","1","0","7","10010666","0","0"
"10003","10010668","0","10010666","0","0","7","1","0","6","10010667","0","0"
"10001","10010669","0","10010667","0","0","11","1","0","5","10010668","0","0"
"0","10010670","0","10010668","0","0","4","1","0","4","10010669","0","0"
"1","10010671","0","10010669","0","0","3","1","0","3","10010670","0","0"
"3","10010672","0","10010670","0","0","2","1","0","2","10010671","0","0"
"10001","10010673","0","10010671","0","0","7","1","0","1","10010672","0","0"
"0","10010674","0","10010672","0","0","13","1","0","0","10010673","0","0"
"1","10010099","0","10010673","0","0","3","1","0","60","10010674","0","0"
"3","10010696","0","10010285","0","0","3","1","0","60","10010695","0","0"
"6","10010287","0","10010695","0","0","14","1","0","59","10010696","0","0"
"3","10010290","0","10010287","0","0","2","1","0","57","10010697","0","0"
"0","10010700","0","10010292","0","0","4","1","0","53","10010699","0","0"
"7","10010295","0","10010699","0","0","14","1","0","52","10010700","0","0"
"1","10010153","0","10010132","0","0","2","1","0","35","10010701","0","0"
"3","10010703","0","10010132","0","0","2","1","0","37","10010702","0","0"
"3","10010704","0","10010702","0","0","14","1","0","36","10010703","0","0"
"0","10010709","0","10010703","0","0","6","1","0","35","10010704","0","0"
"3","10010706","0","10010153","0","0","3","1","0","33","10010705","0","10010709"
"0","10010707","0","10010705","0","0","4","1","0","32","10010706","0","0"
"10001","10010708","0","10010706","0","0","7","1","0","31","10010707","0","0"
"1","10010158","0","10010707","0","0","3","1","0","30","10010708","0","0"
"10003","10010705","0","10010704","0","0","7","1","0","34","10010709","0","0"
"1","10010711","0","10010215","0","0","2","1","0","46","10010710","0","0"
"0","10010218","0","10010710","0","0","6","1","0","45","10010711","0","10010712"
"3","10010711","0","10010713","0","0","3","1","0","46","10010712","0","0"
"6","10010712","0","10010714","0","0","14","1","0","47","10010713","0","0"
"3","10010713","0","10010715","0","0","2","1","0","48","10010714","0","0"
"0","10010714","0","10010716","0","0","4","1","0","49","10010715","0","0"
"4","10010715","0","10010201","0","0","14","1","0","50","10010716","0","0"
"0","10010718","0","10010264","0","0","5","1","0","8","10010717","0","0"
"5","10010720","0","10010717","0","0","14","1","0","7","10010718","0","0"
"10001","10010272","0","10010264","0","0","7","1","0","6","10010719","0","0"
"10003","10010721","0","10010718","0","0","7","1","0","6","10010720","0","0"
"3","10010273","0","10010720","0","0","3","1","0","5","10010721","0","0"
"1","10010299","0","10010578","0","0","2","1","0","52","10010723","0","0"
"0","10020002","0","0","0","0","1","2","0","63","10020001","0","0"
"1","10020003","0","10020001","0","0","2","2","0","62","10020002","0","10020390"
"0","10020004","0","10020002","0","0","4","2","0","61","10020003","0","0"
"0","10020005","0","10020003","0","0","6","2","0","60","10020004","0","0"
"10001","10020006","0","10020004","0","0","7","2","0","59","10020005","0","0"
"2","10020007","0","10020005","0","0","2","2","0","58","10020006","0","0"
"0","10020592","0","10020006","0","0","5","2","0","57","10020007","0","0"
"0","10020588","10020589","10020592","0","0","12","2","0","55","10020009","0","0"
"1","10020015","0","10020588","0","0","14","2","0","53","10020012","0","0"
"1","10020014","0","10020589","0","0","14","2","0","53","10020013","0","0"
"0","10020016","0","10020013","0","0","4","2","0","52","10020014","0","0"
"0","10020020","0","10020012","0","0","6","2","0","52","10020015","0","0"
"2","10020590","0","10020014","0","0","14","2","0","51","10020016","0","0"
"0","10020021","0","10020587","0","0","4","2","0","49","10020018","0","10020590"
"2","10020587","0","10020015","0","0","14","2","0","51","10020020","0","0"
"1","10020022","0","10020018","0","0","3","2","0","48","10020021","0","0"
"1","10020023","0","10020021","0","0","2","2","0","47","10020022","0","0"
"0","10020024","0","10020022","0","0","6","2","0","46","10020023","0","0"
"0","10020025","0","10020023","0","0","5","2","0","45","10020024","0","0"
"0","10020026","0","10020024","0","0","4","2","0","44","10020025","0","0"
"4","10020027","0","10020025","0","0","14","2","0","43","10020026","0","0"
"1","10020028","0","10020026","0","0","2","2","0","42","10020027","0","0"
"0","10020029","0","10020027","0","0","6","2","0","41","10020028","0","0"
"1","10020030","0","10020028","0","0","2","2","0","40","10020029","0","0"
"10001","10020031","0","10020029","0","0","11","2","0","39","10020030","0","0"
"10001","10020518","10020586","10020030","0","0","7","2","0","38","10020031","0","0"
"1","10020063","0","10020544","0","0","2","2","0","12","10020062","0","0"
"0","10020064","0","10020062","0","0","4","2","0","11","10020063","0","0"
"2","10020515","0","10020063","0","0","3","2","0","10","10020064","0","0"
"10002","10020404","0","10020516","0","0","7","2","0","7","10020079","0","0"
"10003","10020084","0","10020406","0","0","7","2","0","3","10020083","0","0"
"0","10020085","0","10020083","0","0","12","2","0","2","10020084","0","0"
"0","10020086","0","10020084","0","0","6","2","0","1","10020085","0","0"
"0","10020087","0","10020085","0","0","13","2","0","0","10020086","0","0"
"2","10020088","0","10020086","0","0","2","2","0","66","10020087","0","0"
"0","10020089","0","10020087","0","0","4","2","0","65","10020088","0","0"
"10001","10020090","0","10020088","0","0","7","2","0","64","10020089","0","0"
"0","10020091","0","10020089","0","0","6","2","0","63","10020090","0","0"
"0","10020092","0","10020090","0","0","12","2","0","62","10020091","0","0"
"1","10020407","0","10020091","0","0","3","2","0","61","10020092","0","0"
"1","10020101","0","10020407","0","0","2","2","0","59","10020094","0","0"
"0","10020491","0","10020094","0","0","4","2","0","58","10020101","0","0"
"10002","10020128","0","10020512","0","0","7","2","0","38","10020127","0","0"
"0","10020573","10020561","10020127","10020567","0","6","2","0","37","10020128","0","0"
"10001","10020147","0","10020146","0","10020571","11","2","0","33","10020143","0","10020566"
"1","10020143","0","10020564","0","0","3","2","0","34","10020146","0","0"
"2","10020148","0","10020143","0","0","2","2","0","32","10020147","0","0"
"0","10020408","0","10020147","0","0","5","2","0","31","10020148","0","0"
"5","10020151","0","10020408","0","0","14","2","0","29","10020150","0","0"
"1","10020152","0","10020150","0","0","2","2","0","28","10020151","0","0"
"0","10020153","0","10020151","0","0","6","2","0","27","10020152","0","0"
"2","10020154","0","10020152","0","0","3","2","0","26","10020153","0","0"
"3","10020155","0","10020153","0","0","2","2","0","25","10020154","0","0"
"0","10020156","0","10020154","0","0","4","2","0","24","10020155","0","0"
"0","10020157","0","10020155","0","0","5","2","0","23","10020156","0","0"
"10001","10020158","0","10020156","0","0","11","2","0","22","10020157","0","0"
