c248d64dd7d4247581c11ec092b0f1237746f9922232732379edea13f9550636,51373d54a593b58494a728b909cdcddb54d2e01ae211aa7c12385b10afa96f40,8fd6cd42578178ce165f23ce07faf994208991583a33767a2a9e980bafe92bb8,a80daea4996358f09428ababf21643fd7f08051781320f19c3c760227d67a2fc,019db70e3b0d15938a81f6be63b84c112463740658a54a6e42e9bbd550976874,6a2cf263cb582f2970ad04a71ef7f90eaf9828a6fa4167b355e67c020aeef896,b1b2b7c0d656bc5b7c7db006297978ffb3f7a21e993b1a9a53087b6918afc423,9cabe94d8edffe88fa0102caf16f8e633295bb8ee967af8fc317abe3b15019e7,c69b0043260c3c0d7a47e13bf3475b3f7beaf97f718f3d394975b4dacd095a7f,0be86d70380216990a5c6b6c7102a7645b4fd0c786e0731cace8fbcc1df932ea,6dcd13ab651bc0f44e69b992f35ec95401b91fa18b13579917361b931522e85c,35c975eceb9321692296e3175be7ad0c79c7f58e40190789a03d82819031c548,bdfda2c27120f6d9afb0f8eda6d58a3705bdfb43a4dff92ee618bdb62327477f,5411bcef4ca9b6ca750a342d08c18a5437c7ea94efcc8fd8a4085d6276a8ed8b,b6150a5d1d3669869a2b8009364e424b0a7c94ee9127223c24d32d7e5ba9408f,10c98c9203eaa71b7fd0bc1b544fce4c3d9c377b3a56a14271af00b3071e7e1b,fc379d987e8ea043a28d74b44e35be1d6902cbd3ded49bab650888f3e9e052e4,7ad24b44359ffb7a7a815df2232af1f0e4ca56038b548034050dd8ac7ca00285,a2f60fafbc5fa9f461e2752b0e697e26b6c9fca1e8738d25d9bd855852d107c5
"140001","140000","90008","12","45","5","1","32003","90005","2","4","1","4","2","4","1250","2000000","2","94002"
"25001","140001","90008","0","50","2000000","1","32003","94002","1","2","2","4","2","4","1500","0","12","0"
"140001","140000","90008","12","5","10","1","32004","90005","2","4","1","4","2","1","500","500000","2","94002"
"140001","21951","91002","12","10","1","1","32004","25001","2","4","1","2","8","1","200","500000","2","94002"
"140001","140000","90008","12","15","5","1","32004","90005","2","4","1","4","2","2","700","750000","2","94002"
"25001","140001","91002","0","20","750000","1","32004","94002","1","2","2","4","8","2","300","0","12","0"
"140001","140000","90008","12","25","5","1","32004","90005","2","4","1","4","2","2","700","750000","2","94002"
"25001","140001","91002","0","30","750000","1","32004","94002","1","2","2","4","8","3","500","0","12","0"
"140001","140000","90008","12","35","5","1","32004","90005","2","4","1","4","2","3","1000","1000000","2","94002"
"25001","140001","90008","0","40","1000000","1","32004","94002","1","2","2","4","2","4","1000","0","12","0"
"140001","140000","90008","12","45","5","1","32004","90005","2","4","1","4","2","4","1250","2000000","2","94002"
"25001","140001","90008","0","50","2000000","1","32004","94002","1","2","2","4","2","4","1500","0","12","0"
"140001","140000","90008","12","5","10","1","32005","90005","2","4","1","4","2","1","500","500000","2","94002"
"140001","21951","91002","12","10","1","1","32005","25001","2","4","1","2","8","1","200","500000","2","94002"
"140001","140000","90008","12","15","5","1","32005","90005","2","4","1","4","2","2","700","750000","2","94002"
"25001","140001","91002","0","20","750000","1","32005","94002","1","2","2","4","8","2","300","0","12","0"
"140001","140000","90008","12","25","5","1","32005","90005","2","4","1","4","2","2","700","750000","2","94002"
"25001","140001","91002","0","30","750000","1","32005","94002","1","2","2","4","8","3","500","0","12","0"
"140001","140000","90008","12","35","5","1","32005","90005","2","4","1","4","2","3","1000","1000000","2","94002"
"25001","140001","90008","0","40","1000000","1","32005","94002","1","2","2","4","2","4","1000","0","12","0"
"140001","140000","90008","12","45","5","1","32005","90005","2","4","1","4","2","4","1250","2000000","2","94002"
"25001","140001","90008","0","50","2000000","1","32005","94002","1","2","2","4","2","4","1500","0","12","0"
"140001","140000","90008","12","5","10","1","32006","90005","2","4","1","4","2","1","500","500000","2","94002"
"140001","21951","91002","12","10","1","1","32006","25001","2","4","1","2","8","1","200","500000","2","94002"
"140001","140000","90008","12","15","5","1","32006","90005","2","4","1","4","2","2","700","750000","2","94002"
"25001","140001","91002","0","20","750000","1","32006","94002","1","2","2","4","8","2","300","0","12","0"
"140001","140000","90008","12","25","5","1","32006","90005","2","4","1","4","2","2","700","750000","2","94002"
"25001","140001","91002","0","30","750000","1","32006","94002","1","2","2","4","8","3","500","0","12","0"
"140001","140000","90008","12","35","5","1","32006","90005","2","4","1","4","2","3","1000","1000000","2","94002"
"25001","140001","90008","0","40","1000000","1","32006","94002","1","2","2","4","2","4","1000","0","12","0"
"140001","140000","90008","12","45","5","1","32006","90005","2","4","1","4","2","4","1250","2000000","2","94002"
"25001","140001","90008","0","50","2000000","1","32006","94002","1","2","2","4","2","4","1500","0","12","0"
"90005","140001","90008","0","5","500000","1","32007","94002","10","2","15","4","2","1","500","0","12","0"
"140001","21951","91002","12","10","1","1","32007","25001","5","4","1","2","8","1","100","500000","2","94002"
"90005","140001","90008","0","15","750000","1","32007","94002","5","2","15","4","2","2","1000","0","12","0"
"25001","140001","91002","0","20","750000","1","32007","94002","1","2","5","4","8","2","150","0","12","0"
"90005","140001","90008","0","25","750000","1","32007","94002","5","2","15","4","2","2","1500","0","12","0"
"140001","90008","91002","12","30","1","1","32007","25001","5","4","3000","2","8","3","250","750000","2","94002"
"90005","140001","90008","0","35","1000000","1","32007","94002","5","2","15","4","2","3","3500","0","12","0"
"25001","140001","90008","0","40","1000000","1","32007","94002","1","2","5","4","2","4","4000","0","12","0"
"90005","140001","90008","0","45","2000000","1","32007","94002","5","2","15","4","2","4","4500","0","12","0"
"25001","140001","90008","0","50","2000000","1","32007","94002","1","2","5","4","2","4","5000","0","12","0"
"90005","140001","90008","0","5","500000","1","32008","94002","10","2","15","4","2","1","500","0","12","0"
"140001","21951","91002","12","10","1","1","32008","25001","5","4","1","2","8","1","100","500000","2","94002"
"90005","140001","90008","0","15","750000","1","32008","94002","5","2","15","4","2","2","1000","0","12","0"
"25001","140001","91002","0","20","750000","1","32008","94002","1","2","5","4","8","2","150","0","12","0"
"90005","140001","90008","0","25","750000","1","32008","94002","5","2","15","4","2","2","1500","0","12","0"
"140001","90008","91002","12","30","1","1","32008","25001","5","4","3000","2","8","3","250","750000","2","94002"
"90005","140001","90008","0","35","1000000","1","32008","94002","5","2","15","4","2","3","3500","0","12","0"
"25001","140001","90008","0","40","1000000","1","32008","94002","1","2","5","4","2","4","4000","0","12","0"
"90005","140001","90008","0","45","2000000","1","32008","94002","5","2","15","4","2","4","4500","0","12","0"
"25001","140001","90008","0","50","2000000","1","32008","94002","1","2","5","4","2","4","5000","0","12","0"
"90005","140001","90008","0","5","500000","1","32009","94002","10","2","15","4","2","1","500","0","12","0"
"140001","21951","91002","12","10","1","1","32009","25001","5","4","1","2","8","1","100","500000","2","94002"
"90005","140001","90008","0","15","750000","1","32009","94002","5","2","15","4","2","2","1000","0","12","0"
"25001","140001","91002","0","20","750000","1","32009","94002","1","2","5","4","8","2","150","0","12","0"
"90005","140001","90008","0","25","750000","1","32009","94002","5","2","15","4","2","2","1500","0","12","0"
"140001","90008","91002","12","30","1","1","32009","25001","5","4","3000","2","8","3","250","750000","2","94002"
"90005","140001","90008","0","35","1000000","1","32009","94002","5","2","15","4","2","3","3500","0","12","0"
"25001","140001","90008","0","40","1000000","1","32009","94002","1","2","5","4","2","4","4000","0","12","0"
"90005","140001","90008","0","45","2000000","1","32009","94002","5","2","15","4","2","4","4500","0","12","0"
"25001","140001","90008","0","50","2000000","1","32009","94002","1","2","5","4","2","4","5000","0","12","0"
"90005","140001","90008","0","5","500000","1","32010","94002","10","2","15","4","2","1","500","0","12","0"
"140001","21951","91002","12","10","1","1","32010","25001","5","4","1","2","8","1","100","500000","2","94002"
"90005","140001","90008","0","15","750000","1","32010","94002","5","2","15","4","2","2","1000","0","12","0"
"25001","140001","91002","0","20","750000","1","32010","94002","1","2","5","4","8","2","150","0","12","0"
"90005","140001","90008","0","25","750000","1","32010","94002","5","2","15","4","2","2","1500","0","12","0"
"140001","90008","91002","12","30","1","1","32010","25001","5","4","3000","2","8","3","250","750000","2","94002"
"140001","90008","4101401","12","35","5","1","32010","90005","15","4","3500","2","18","3","1","1000000","2","94002"
"25001","140001","90008","0","40","1000000","1","32010","94002","1","2","5","4","2","4","4000","0","12","0"
"140001","90008","4109401","12","45","5","1","32010","90005","15","4","4500","2","18","4","1","2000000","2","94002"
"25001","140001","90008","0","50","2000000","1","32010","94002","1","2","5","4","2","4","5000","0","12","0"
"90005","140001","90008","0","5","500000","1","32011","94002","10","2","15","4","2","1","500","0","12","0"
"140001","21951","91002","12","10","1","1","32011","25001","5","4","1","2","8","1","100","500000","2","94002"
"90005","140001","90008","0","15","750000","1","32011","94002","5","2","15","4","2","2","1000","0","12","0"
"25001","140001","91002","0","20","750000","1","32011","94002","1","2","5","4","8","2","150","0","12","0"
"90005","140001","90008","0","25","750000","1","32011","94002","5","2","15","4","2","2","1500","0","12","0"
"140001","90008","91002","12","30","1","1","32011","25001","5","4","3000","2","8","3","250","750000","2","94002"
"140001","90008","4301401","12","35","5","1","32011","90005","15","4","3500","2","18","3","1","1000000","2","94002"
"25001","140001","90008","0","40","1000000","1","32011","94002","1","2","5","4","2","4","4000","0","12","0"
"140001","90008","4303401","12","45","5","1","32011","90005","15","4","4500","2","18","4","1","2000000","2","94002"
"25001","140001","90008","0","50","2000000","1","32011","94002","1","2","5","4","2","4","5000","0","12","0"
"90005","140001","90008","0","5","500000","1","32012","94002","10","2","15","4","2","1","500","0","12","0"
"140001","21951","91002","12","10","1","1","32012","25001","5","4","1","2","8","1","100","500000","2","94002"
"90005","140001","90008","0","15","750000","1","32012","94002","5","2","15","4","2","2","1000","0","12","0"
"25001","140001","91002","0","20","750000","1","32012","94002","1","2","5","4","8","2","150","0","12","0"
"90005","140001","90008","0","25","750000","1","32012","94002","5","2","15","4","2","2","1500","0","12","0"
"140001","90008","91002","12","30","1","1","32012","25001","5","4","3000","2","8","3","250","750000","2","94002"
"140001","90008","4201401","12","35","5","1","32012","90005","15","4","3500","2","18","3","1","1000000","2","94002"
"25001","140001","90008","0","40","1000000","1","32012","94002","1","2","5","4","2","4","4000","0","12","0"
"140001","90008","4204401","12","45","5","1","32012","90005","15","4","4500","2","18","4","1","2000000","2","94002"
"25001","140001","90008","0","50","2000000","1","32012","94002","1","2","5","4","2","4","5000","0","12","0"
