d3811e5e7767f6ecb05fa65a874110c0e9fe65fef3bed2973eb1e16b93c3de9b,9a7ba938b21308f92b3f34133078cdb81d6362a294d36a784e348fa6c461729f,8ea8f8525842a2ac7331c8eb4d244de8174c11113fb9494fe7a8afafb931a198,14e55d2b5b0bee56a3c5f0c4db519e1fb3435547dfe892bfaf4f6b7d8debb9f8,4589e18058304be9304c015d6e80fdeeb7605995765c5f7e7ccb64a508edbf3c,d9b493bde4827e50851adc3a923ea75944c8c88e0a852a29724836e847d3e72e,d272fd3d05a7d5e3334b5b152f2ec7cfe379be25056c3b3f9e2091d552b77e65,89627e0929a8ff2bc21f7ae4951d5df168b8ce21a1231c138790891feb8bd783,4be16847c9f3debe6c4fab555456cd3c0b12b194e98cbbd0fbb21f0bbcf45dfb,615e2028e0ef9a0a56955f25292bff8c4f32e8998587d2e262846a338fea1d69,861ed425c780e80b01f9ec9d5f5a7b9364052d50beea80fc3ff1897a343725e6,abb1286915050144682ba818bd709d63b1e2199293c3d2da04a56e70766fd54c
"1","1","1","380","32","1","-1","1","310","1","6","101702"
"1","1","1","380","32","1","-1","1","-1","1","6","101703"
"1","1","1","380","32","1","5","1","310","1","5","101704"
"1","1","1","380","32","1","-1","1","310","1","5","101705"
"1","1","1","380","32","1","-1","1","-1","1","5","101706"
"1","1","1","400","32","1","5","1","310","1","6","101801"
"1","1","1","400","32","1","-1","1","310","1","6","101802"
"1","1","1","400","32","1","-1","1","-1","1","6","101803"
"1","1","1","400","32","1","5","1","310","1","5","101804"
"1","1","1","400","32","1","-1","1","310","1","5","101805"
"1","1","1","400","32","1","-1","1","-1","1","5","101806"
"1","1","1","400","33","1","5","1","310","1","6","111601"
"1","1","1","400","33","1","-1","1","310","1","6","111602"
"1","1","1","400","33","1","-1","1","-1","1","6","111603"
"1","1","1","400","33","1","5","1","310","1","5","111604"
"1","1","1","400","33","1","-1","1","310","1","5","111605"
"1","1","1","400","33","1","-1","1","-1","1","5","111606"
"1","1","1","450","33","1","5","1","310","1","6","111701"
"1","1","1","450","33","1","-1","1","310","1","6","111702"
"1","1","1","450","33","1","-1","1","-1","1","6","111703"
"1","1","1","450","33","1","5","1","310","1","5","111704"
"1","1","1","450","33","1","-1","1","310","1","5","111705"
"1","1","1","450","33","1","-1","1","-1","1","5","111706"
"1","1","1","500","33","1","5","1","310","1","6","111801"
"1","1","1","500","33","1","-1","1","310","1","6","111802"
"1","1","1","500","33","1","-1","1","-1","1","6","111803"
"1","1","1","500","33","1","5","1","310","1","5","111804"
"1","1","1","500","33","1","-1","1","310","1","5","111805"
"1","1","1","500","33","1","-1","1","-1","1","5","111806"
