2e008da04eb8b6b3db6fe4b746202e5cfb5053547605c0c17ba08f3c61eb6963,e7631ef453ed5829217c5131c91ec07810113bbf4a6974a306e35e5072d72f73,84a72d11b17c8ca8f618a250f7688d7a4ddc54680026a4cd9b4e021d05e82607,97bb1f668c0e7e0d06a6650306e8e1620861c7171f283fc8baa84529a3c45454,fd366809e705e19f480cd88373ef7ef31e1f41908f5cd9ac161676c7d701b53b,e7980ebdaa1c11da158baadccc81981a7aca3a283e3e630fb029787f48c1c2f4,e1b5f94b0a5e2bce9ca4b18b7690ce0a0dee8ea234c2f013c517c80a90a98ef0,317193cc9b6455ca045852123edde6f03ec233757579662b0dd58b2dc31a8988,1d502af1e62056d9770dc76deb37b18ca6a667ae78dba51e2f3f6768d0cf6a0d,cde336cc471389db1e8f661010a09a07f5b4bb3dece5ad8131b51d64f812814c,c304ad89706a62cf3f490d81f31b121559cd1401f17e097ab1b97dfd79362fc7,37ee492752bf24dc8c519456cdaee874c5e6bebe5139a59bdb0c5f8fac6c3794,4b3d3adb75c452409e3d0b1aa4f5f4a690eed526cc256d7bb17c1d5faf01e19d,03cb9515ecbe32745fce495f303ba9914bd04579a5a04e592a09284f8d630205,53930fbc69325fa672fc951f897af57d3e10cc71a5e5c1bbd341014b5f920769,7a8190066bb443f22fd47a336b96d112036d3044bfcec777bdb503c34c16ad7d,e850374c465228ee8ebf54acb50b26cff2009d6703c7cac65ee41580effd8c48,073e4ef8c1eef2313eb62530dbace6d106ce6fa742e8ecd16c2ba3bfee74f4ae,ffb937c2bf90c8d5cb02dcda2693be7480175086be244d38d6480cca8585824e,b556816398be500114432b6b688d61073de75dd6a4a5b8ef564c46f90fdd08b5,f671e34bc7f2ec6c6874c3a8a9952aa79ed8833f6b7dab0653ebfb54a1b6365c,65694cb86f58bf8d6e3a07244d11da903e25497e46570b41b355d67d8eb7e6f8,7214d35b7ae992ee963bed2b0d5bcb2b8cb0cf0addfc789792ffb7ba7db384f2,fd96c1f0ea9b836c14b9f163db80b6f54a96f11f73af6e81ba30f0f3bfa35ab7,cdf3005bc0ebbc80560f134377aa9221806ac51a47ef9663ee0b7048eada7df2,c674ded766e25e8d4c2fce7afd68b8131b0adcba47b7a6dc8851c4b1872c5620,f0820385d4badc6224fb4c43f61cc5f4c40787215c521cc8489c0953743482a6,710cfcbed4631a843f87c8a3b2de19e4406a0f730fe40e0adb4abc5529708c44,86c318b392043511f64fe85d3491f30ea5148f17541ca8ff24751385fdc05659,0b8a3a8de514dfd93ad7b23b60ec60471f067dc3327bf76c9ebeb646b399be67,e0f167b769ba519b29c9ce944649ea8d85f7378f05db532924914f7c487aabfd,887df07cdb8957c17622db7f2ef605dcd9ba720905973d082371694d270ce454,c2a18ef3a02afcae3460515c89b76ca505e89017dd13cb76d064524107a748cf,c6435b3e8d99a70b0e5fc05947e634a799d7402f462198aafdc879af0200dd26,76c9cdd0a045a28d5acf46cc4adf85b9aa6ef3d6aff95e5896fdab5d2887b6b6,30a8e1f74e8df2304a043c44d25c31729f8f752692ff09b42d6ebd2b76948742
"220341001","0","bgm_M259","0.8","103401","0","50","0","0","0.8","145","5","0","-1","5","91002","2200034","0.8","115585","115402","222001034","90","376","10","20004","0","-376","1","102011","優花梨的解放冒險","0.8","-188","0.8","0","100","188"
"220361001","0","bgm_M259","0.8","103601","0","50","0","0","0.8","187","5","0","-1","5","91002","2200036","0.6","116193","126223","222001036","90","376","10","20004","0","-376","1","102011","鏡華的解放冒險","0.8","-188","0.8","0","100","188"
"220371001","0","bgm_M259","0.8","103701","0","50","0","0","0.8","244","5","0","-1","5","91002","2200037","0.8","118553","118583","222001037","90","376","10","20004","0","-376","1","102011","智的解放冒險","0.8","-188","0.8","0","100","188"
"220381001","0","bgm_M259","0.8","103801","0","50","0","0","0.8","283","5","0","-1","5","91002","2200038","0.8","119343","119493","222001038","90","376","10","20004","0","-376","1","102011","栞的解放冒險","0.8","-188","0.6","0","100","188"
"220401001","0","bgm_M259","0.8","104001","0","50","0","0","0.8","202","5","0","-1","5","91002","2200040","0.8","117461","127341","222001040","90","376","10","20004","0","-376","1","102011","碧的解放冒險","0.8","-188","0.8","0","100","188"
"220421001","0","bgm_M259","0.8","104201","0","50","0","0","0.8","217","5","0","-1","5","91002","2200042","0.6","117553","117583","222001042","90","376","10","20004","0","-376","1","102011","千歌的解放冒險","0.8","-188","0.8","0","100","188"
"220431001","0","bgm_M259","0.8","104301","0","50","0","0","0.8","277","5","0","-1","5","91002","2200043","0.8","119013","129043","222001043","90","376","10","20004","0","-376","1","102011","真琴的解放冒險","0.8","-188","0.8","0","100","188"
"220441001","0","bgm_M259","0.8","104401","0","50","0","0","0.8","241","5","0","-1","5","91002","2200044","0.8","118253","118223","222001044","90","376","10","20004","0","-376","1","102011","伊莉亞的解放冒險","0.8","-188","0.8","0","100","188"
"220451001","0","bgm_M259","0.8","104501","0","50","0","0","0.6","226","5","0","-1","5","91002","2200045","0.8","118551","118581","222001045","90","376","10","20004","0","-376","1","102011","空花的解放冒險","0.8","-188","0.8","0","100","188"
"220461001","0","bgm_M259","0.8","104601","0","50","0","0","0.8","157","5","0","-1","5","91002","2200046","0.8","115556","115346","222001046","90","376","10","20004","0","-376","1","102011","珠希的解放冒險","0.8","-188","0.8","0","100","188"
"220471001","0","bgm_M259","0.8","104701","0","50","0","0","0.6","253","5","0","-1","5","91002","2200047","0.6","118554","118584","222001047","90","376","10","20004","0","-376","1","102011","純的解放冒險","0.8","-188","0.8","0","100","188"
"220481001","0","bgm_M259","0.8","104801","0","50","0","0","0.8","160","5","0","-1","5","91002","2200048","0.8","115316","125167","222001048","90","376","10","20004","0","-376","1","102011","美冬的解放冒險","0.8","-188","0.8","0","100","188"
"220491001","0","bgm_M259","0.8","104901","0","50","0","0","0.8","163","5","0","-1","5","91002","2200049","0.8","125017","115587","222001049","90","376","10","20004","0","-376","1","102011","靜流的解放冒險","0.8","-188","0.8","0","100","188"
"220501001","0","bgm_M259","0.8","105001","0","50","0","0","0.8","214","5","0","-1","5","91002","2200050","0.6","127193","117223","222001050","90","376","10","20004","0","-376","1","102011","美咲的解放冒險","0.8","-188","0.8","0","100","188"
"220511001","0","bgm_M259","0.8","105101","0","50","0","0","0.6","250","5","0","-1","5","91002","2200051","0.8","118224","118014","222001051","90","376","10","20004","0","-376","1","102011","深月的解放冒險","0.8","-188","0.6","0","100","188"
"220521001","0","bgm_M259","0.8","105201","0","50","0","0","0.8","139","5","0","-1","5","91002","2200052","0.8","125314","115165","222001052","90","376","10","20004","0","-376","1","102011","莉瑪的解放冒險","0.8","-188","0.8","0","100","188"
"220531001","0","bgm_M259","0.8","105301","0","50","0","0","0.6","211","5","0","-1","5","91002","2200053","0.8","127462","127342","222001053","90","376","10","20004","0","-376","1","102011","莫妮卡的解放冒險","0.8","-188","0.8","0","100","188"
"220541001","0","bgm_M259","0.8","105401","0","50","0","0","0.8","271","5","0","-1","5","91002","2200054","0.6","119552","119582","222001054","90","376","10","20004","0","-376","1","102011","紡希的解放冒險","0.8","-188","0.8","0","100","188"
"220551001","0","bgm_M259","0.8","105501","0","50","0","0","0.8","256","5","0","-1","5","91002","2200055","0.8","118494","128314","222001055","90","376","10","20004","0","-376","1","102011","步未的解放冒險","0.8","-188","0.8","0","100","188"
"220561001","0","bgm_M259","0.8","105601","0","50","0","0","0.6","304","5","0","-1","5","91002","2200056","0.6","11001033","12004033","222001056","90","376","10","20004","0","-376","1","102011","流夏的解放冒險","0.8","-188","0.8","0","100","188"
"220571001","0","bgm_M259","0.8","105701","0","50","0","0","0.8","205","5","0","-1","5","91002","2200057","0.8","127162","127012","222001057","90","376","10","20004","0","-376","1","102011","吉塔的解放冒險","0.6","-188","0.8","0","100","188"
"220581001","0","bgm_M259","0.8","105801","0","50","0","0","0.8","130","5","0","-1","5","91002","2200058","0.8","125014","115554","222001058","90","376","10","20004","0","-376","1","102011","貪吃佩可的解放冒險","0.8","-188","0.8","0","100","188"
"220591001","0","bgm_M259","0.8","105901","0","50","0","0","0.8","130","5","0","-1","5","91002","2200059","0.8","125164","115584","222001059","90","376","10","20004","0","-376","1","102011","可可蘿的解放冒險","0.8","-188","0.8","0","100","188"
"220601001","0","bgm_M259","0.8","106001","0","50","0","0","0.8","130","5","0","-1","5","91002","2200060","0.8","125224","115614","222001060","90","376","10","20004","0","-376","1","102011","凱留的解放冒險","0.8","-188","0.8","0","100","188"
"220611001","0","bgm_M259","0.8","106101","0","50","0","0","0.8","265","5","0","-1","5","91002","2200061","0.8","119461","119341","222001061","90","376","10","20004","0","-376","1","102011","矛依未的解放冒險","0.8","-188","0.8","0","100","188"
"220631001","0","bgm_M259","0.8","106301","0","50","0","0","0.8","211","5","0","-1","5","91002","2200063","0.8","127282","117492","222001063","90","376","10","20004","0","-376","1","102011","亞里莎的解放冒險","0.8","-188","0.6","0","100","188"
"220641001","0","bgm_M259","0.8","106401","0","50","0","0","0.8","247","5","0","-1","5","91002","2200064","0.8","118403","118343","222001064","90","376","10","20004","0","-376","1","102011","雪菲的解放冒險","0.8","-188","0.6","0","100","188"
"220651001","0","bgm_M259","0.8","106501","0","50","0","0","0.6","289","5","0","-1","5","91002","2200065","0.8","119584","119554","222001065","90","376","10","20004","0","-376","1","102011","嘉夜的解放冒險","0.8","-188","0.8","0","100","188"
"220661001","0","bgm_M259","0.8","106601","0","50","0","0","0.6","286","5","0","-1","5","91002","2200066","0.8","119014","129194","222001066","90","376","10","20004","0","-376","1","102011","祈梨的解放冒險","0.8","-188","0.8","0","100","188"
"220711001","0","bgm_M259","0.8","107101","0","50","0","0","0.8","259","5","0","-1","5","91002","2200071","0.6","119221","119011","222001071","90","376","10","20004","0","-376","1","102011","克莉絲提娜的解放冒險","0.8","-188","0.8","0","100","188"
"220751001","0","bgm_M259","0.8","107501","0","50","0","0","0.8","223","5","0","-1","5","91002","2200075","0.8","118251","118011","222001075","90","376","10","20004","0","-376","1","102011","貪吃佩可（夏日）的解放冒險","0.8","-188","0.8","0","100","188"
"220761001","0","bgm_M259","0.8","107601","0","50","0","0","0.8","223","5","0","-1","5","91002","2200076","0.8","118221","128161","222001076","90","376","10","20004","0","-376","1","102011","可可蘿（夏日）的解放冒險","0.8","-188","0.8","0","100","188"
"220781001","0","bgm_M259","0.8","107801","0","50","0","0","0.8","223","5","0","-1","5","91002","2200078","0.8","118251","118221","222001078","90","376","10","20004","0","-376","1","102011","凱留（夏日）的解放冒險","0.8","-188","0.8","0","100","188"
"220871001","0","bgm_M259","0.8","108701","0","50","0","0","0.6","295","5","0","-1","5","91002","2200087","0.8","11001032","11010032","222001087","90","376","10","20004","0","-376","1","102011","日和（新年）的解放冒險","0.8","-188","0.8","0","100","188"
"220881001","0","bgm_M259","0.8","108801","0","50","0","0","0.8","295","5","0","-1","5","91002","2200088","0.8","11022032","11025032","222001088","90","376","10","20004","0","-376","1","102011","優衣（新年）的解放冒險","0.8","-188","0.6","0","100","188"
"220891001","0","bgm_M259","0.8","108901","0","50","0","0","0.6","295","5","0","-1","5","91002","2200089","0.8","11022032","11001032","222001089","90","376","10","20004","0","-376","1","102011","怜（新年）的解放冒險","0.8","-188","0.8","0","100","188"
"220971001","0","bgm_M259","0.8","109701","0","50","0","0","0.6","316","5","0","-1","5","91002","2200097","0.8","11061034","11055034","222001097","90","376","10","20004","0","-376","1","102011","雷姆的解放冒險","0.8","-188","0.8","0","100","188"
"220981001","0","bgm_M259","0.8","109801","0","50","0","0","0.6","316","5","0","-1","5","91002","2200098","0.8","11055034","11061034","222001098","90","376","10","20004","0","-376","1","102011","拉姆的解放冒險","0.8","-188","0.8","0","100","188"
"220991001","0","bgm_M259","0.8","109901","0","50","0","0","0.8","316","5","0","-1","5","91002","2200099","0.8","11055034","11061034","222001099","90","376","10","20004","0","-376","1","102011","愛蜜莉雅的解放冒險","0.8","-188","0.6","0","100","188"
"222231001","0","bgm_M259","0.8","122301","0","50","0","0","0.8","331","5","0","-1","5","91002","2200223","0.8","11001036","11022036","222001223","90","376","10","20004","0","-376","1","102011","班比的解放冒險","0.8","-188","0.6","0","100","188"
