bac5a4e8e29b03a5e5b40e472cad77085102859b1faab97fbe223974b13d7496,35c49c60de852b3058d0f77f06fea62fbbbb04516c44142cefd5dce2f2c30c36,c27d8e6e026c1664bf6d28e5326f396008cd719a61ad7e102cabfea41727e4fe,fa1d6ce9d12e40eaa369552eedf5157130fa319f0e5e2964a79a020974441bfd,bddc03de7e6a827141fd8aa14d0e8067669b8bbe1e6641b3446e9e6eda89611a,a732350d47d8178ba2672f167e2d6f3b9aa533c0522002b4456fca27c5b3e2ed,5928bf0a0b8fc4e060c0ec79578c9f99dff8bf9c75ec1811cb7501ef5fd11ac5,f497a691854c21615fe8113938e0d027390dff51f81418376fd5ce4577195a51,202dfbd41d23561b58a9de290d235c947c9963eaa07d190b126d86b21334e487,fb1ccf8f74630998bb11624bce23082430fb39265903e32398e4616f62085ca9,2b513c2118ca0b4714ba86f3a247d5245c30eaa99fb54566e48d55b4a33ff491
"4","1","鉤子","4020300","3","0","320","0","2","2","40203"
"4","1","鉤子","4020301","3","0","400","0","3","2","40203"
"4","1","鉤子","4020302","3","0","480","0","4","2","40203"
"4","1","推進器","4030100","1","0","150","0","1","3","40301"
"4","1","推進器","4030101","1","0","188","0","2","3","40301"
"4","1","推進器","4030102","1","0","225","0","3","3","40301"
"4","1","推進器","4030200","2","0","240","0","1","3","40302"
"4","1","推進器","4030201","2","0","300","0","2","3","40302"
"4","1","推進器","4030202","2","0","360","0","3","3","40302"
"4","1","推進器","4030300","3","0","384","0","1","3","40303"
"4","1","推進器","4030301","3","0","480","0","2","3","40303"
"4","1","推進器","4030302","3","0","576","0","3","3","40303"
