f878d9c5c65e9f0d607fa9d5e87ceace03cd254c7b5b7bf1acc88d4b3d385e22,1b30bf16e1e85ba01ed3ce0cc1c01969e008be86c06f2e73a40b6fa08b7c3e50,3436206718e17a210af0376197d816864c2bdc74464b8b03792dd64b64d44c88,e4f97bf4364a7ca8e13c74a9c9dc335d81e167e5bc6ce5f661d4f136136d53c8,56e9f31935ef2e92a9efbea49dcdbde58c0e84fbfcbb41222576188694688fc6,1e5676e23e8ae0c19f0f1480afc2ce4355e07e7a59ec4d5c25fbb9d5b0daa256,fc1068a3e393df101fda45823e21d73a46ef5f5052d3a8c2958f9b8416b9fe91
"127","0","2024/07/28 04:59:59","80010","9008011","3","2024/07/27 05:00:00"
"128","1","2024/07/29 04:59:59","80010","9008012","3","2024/07/28 05:00:00"
"129","1","2024/07/30 04:59:59","80010","9008013","3","2024/07/29 05:00:00"
"130","1","2024/07/31 04:59:59","80010","9008014","3","2024/07/30 05:00:00"
"131","1","2024/08/01 04:59:59","80010","9008015","3","2024/07/31 05:00:00"
"132","1","2024/08/02 04:59:59","80010","9008016","3","2024/08/01 05:00:00"
"133","0","2025/01/19 04:59:59","80011","9009001","3","2025/01/18 05:00:00"
"134","0","2025/01/20 04:59:59","80011","9009002","3","2025/01/19 05:00:00"
"135","0","2025/01/21 04:59:59","80011","9009003","3","2025/01/20 05:00:00"
"136","0","2025/01/22 04:59:59","80011","9009004","3","2025/01/21 05:00:00"
"137","0","2025/01/23 04:59:59","80011","9009005","3","2025/01/22 05:00:00"
"138","0","2025/01/24 04:59:59","80011","9009006","3","2025/01/23 05:00:00"
"139","0","2025/01/25 04:59:59","80011","9009007","3","2025/01/24 05:00:00"
"140","0","2025/01/26 04:59:59","80011","9009008","3","2025/01/25 05:00:00"
"141","0","2025/01/27 04:59:59","80011","9009009","3","2025/01/26 05:00:00"
"142","0","2025/01/28 04:59:59","80011","9009010","3","2025/01/27 05:00:00"
"143","0","2025/01/29 04:59:59","80011","9009011","3","2025/01/28 05:00:00"
"144","0","2025/01/30 04:59:59","80011","9009012","3","2025/01/29 05:00:00"
"145","0","2025/01/31 04:59:59","80011","9009013","3","2025/01/30 05:00:00"
"146","0","2025/02/01 04:59:59","80011","9009014","3","2025/01/31 05:00:00"
"147","1","2025/02/02 04:59:59","80011","9009015","3","2025/02/01 05:00:00"
"148","0","2025/04/04 04:59:59","70014","400","0","2025/04/03 05:00:00"
"149","0","2025/04/05 04:59:59","70015","401","0","2025/04/04 05:00:00"
"150","0","0","70013","441","1","0"
"151","0","2025/07/25 04:59:59","80012","9010001","3","2025/07/24 05:00:00"
"152","0","2025/07/26 04:59:59","80012","9010002","3","2025/07/25 05:00:00"
"153","0","2025/07/27 04:59:59","80012","9010003","3","2025/07/26 05:00:00"
"154","0","2025/07/28 04:59:59","80012","9010004","3","2025/07/27 05:00:00"
"155","0","2025/07/29 04:59:59","80012","9010005","3","2025/07/28 05:00:00"
"156","0","2025/07/30 04:59:59","80012","9010006","3","2025/07/29 05:00:00"
"157","0","2025/07/31 04:59:59","80012","9010007","3","2025/07/30 05:00:00"
"158","0","2025/08/01 04:59:59","80012","9010008","3","2025/07/31 05:00:00"
"159","0","2025/08/24 04:59:59","70016","442","0","2025/08/01 16:00:00"
