dd35ea0b3a17ca7c0008f9ff95435308d874cbd905b0505730843dd6a7a811fe,85477d8b1f14c398a2a3ea20468501c4af32b8c1b3812a4f5fd3259437761135,843e8036f6ca7b82e31a2764a505acdc623659e7cebb2647775dbeba60fb722f,da9803ec9889e0321862406d3053f70e99f96f280df137edcd83174ec026dbb6,b96754452f3b917c9ae6369ab4506b66ea3ccaa83079e9ef6ff0800af24b189a,9ac7a74e3519bc439b5e0815a1376b5422141df3c84bc7e9af7a6f95d9facf24,cb6d20383a922a4c1c73d71c60ee7abdf00625d0b939ef2d2b780a5d47a58175,2286b748a5eb3dafec0bd265bf143a3a1f258411a4cb8b436cb7e0b97d08ee10,a428688bbae11cb8ceaadbb053d3579c5337a1d572a7a6b43520e1175e57631a,cb432587d9348df3d72202c6cb24d08ae4123acd66c49af1958ab99ea01b6a23,7269b5c78f815a7fd810c28c24e04e7f610708fb7192dfa42db3a7930e06ddbe
"11","小繆好不可思議喔～\n第一次見到時\n真的嚇了一跳！","122911","1009801070","10","0","0","1009801","1","0","1"
"91","","0","1009801071","","","","1009801","","",""
"3","lsv_idle_normal_suprise1","122911","1009801072","1","","","1009801","","0.2",""
"3","lsv_talk_cool","122811","1009801073","0","","0.2","1009801","lsv_talk_cool_loop","0","1"
"21","vo_lsv_0131","vo_lsv","1009801074","0","","","1009801","0","",""
"11","畢竟蛋也跟石頭很像嘛！\n吶，哥哥覺得\n牠是什麼生物？","122811","1009801075","10","0","0","1009801","1","0","1"
"91","","0","1009801076","","","","1009801","","",""
"3","lsv_choice","122711","1009801077","0","","0.2","1009801","lsv_look_idle_normal","0","1"
"3","lsv_choice","122811","1009801078","0","","0.2","1009801","lsv_look_idle_normal","0","1"
"3","lsv_choice","122911","1009801079","0","","0.2","1009801","lsv_look_idle_normal","0","1"
"93","0","0.1","1009801080","","","","1009801","","",""
"2","-452","122711","1009801081","-235","","0.2","1009801","0.33","","2"
"2","420","122811","1009801082","-220","","0.2","1009801","0.33","","2"
"2","545","122911","1009801083","-250","","0.2","1009801","0.33","","2"
"22","0","0","1009801084","1","","","1009801","","0.2",""
"103","1009801088","怪獸的寶寶。","1009801085","0","","","1009801","","",""
"103","1009801102","大隻的蛞蝓。","1009801086","0","","","1009801","","",""
"103","1009801115","有毒的生物。","1009801087","0","","","1009801","","",""
"3","lsv_choice","122711","1009801088","0","","0.2","1009801","lsv_idle_normal","0","1"
"3","lsv_choice","122811","1009801089","0","","0.2","1009801","lsv_idle_normal","0","1"
"3","lsv_choice","122911","1009801090","0","","0.2","1009801","lsv_idle_normal","0","1"
"93","0","0.1","1009801091","","","","1009801","","",""
"2","-200","122711","1009801092","-235","","0.2","1009801","0.33","","2"
"2","100","122811","1009801093","-220","","0.2","1009801","0.33","","2"
"2","270","122911","1009801094","-250","","0.2","1009801","0.33","","2"
"93","0","0.7","1009801095","","","","1009801","","",""
"3","lsv_talk_wish_joy","122911","1009801096","1","","","1009801","","0.2",""
"21","vo_lsv_0132","vo_lsv","1009801097","0","","","1009801","0","",""
"11","怪獸先生？\n那一定會長很大吧～♪\n會長得比城堡還要大嗎？","122911","1009801098","10","0","0","1009801","1","0","1"
"91","","0","1009801099","","","","1009801","","",""
"3","lsv_idle_normal","122911","1009801100","1","","","1009801","","0.2",""
"101","","1009801129","1009801101","","","","1009801","","",""
"3","lsv_choice","122711","1009801102","0","","0.2","1009801","lsv_idle_normal","0","1"
"3","lsv_choice","122811","1009801103","0","","0.2","1009801","lsv_idle_normal","0","1"
"3","lsv_choice","122911","1009801104","0","","0.2","1009801","lsv_idle_normal","0","1"
"93","0","0.1","1009801105","","","","1009801","","",""
"2","-200","122711","1009801106","-235","","0.2","1009801","0.33","","2"
"2","100","122811","1009801107","-220","","0.2","1009801","0.33","","2"
"2","270","122911","1009801108","-250","","0.2","1009801","0.33","","2"
"93","0","0.7","1009801109","","","","1009801","","",""
"3","lsv_talk_bitter_sad","122811","1009801110","1","","","1009801","","0.2",""
"21","vo_lsv_0133","vo_lsv","1009801111","0","","","1009801","0","",""
"11","咦──蛞蝓～？\n感覺不怎麼帥氣……\n那還是不要讓牠接近鹽好了？","122811","1009801112","10","0","0","1009801","1","0","1"
"91","","0","1009801113","","","","1009801","","",""
"101","","1009801129","1009801114","","","","1009801","","",""
"3","lsv_choice","122711","1009801115","0","","0.2","1009801","lsv_idle_normal","0","1"
"3","lsv_choice","122811","1009801116","0","","0.2","1009801","lsv_idle_normal","0","1"
"3","lsv_choice","122911","1009801117","0","","0.2","1009801","lsv_idle_normal","0","1"
"93","0","0.1","1009801118","","","","1009801","","",""
"2","-200","122711","1009801119","-235","","0.2","1009801","0.33","","2"
"2","100","122811","1009801120","-220","","0.2","1009801","0.33","","2"
"2","270","122911","1009801121","-250","","0.2","1009801","0.33","","2"
"93","0","0.7","1009801122","","","","1009801","","",""
"3","lsv_talk_normal_worry","122711","1009801123","1","","","1009801","","0.2",""
"21","vo_lsv_0134","vo_lsv","1009801124","0","","","1009801","0","",""
"11","大家都一起摸過牠了，\n這不可能啦。\n更何況……牠那麼可愛。","122711","1009801125","10","0","0","1009801","1","0","1"
"91","","0","1009801126","","","","1009801","","",""
"3","lsv_idle_normal","122711","1009801127","1","","","1009801","","0.2",""
"101","","1009801129","1009801128","","","","1009801","","",""
"91","","0","1009801129","","","","1009801","","",""
"3","lsv_talk_arm_crossed_joy","122811","1009801130","0","","0.2","1009801","lsv_talk_arm_crossed_loop_joy","0","1"
"21","vo_lsv_0135","vo_lsv","1009801131","0","","","1009801","0","",""
"11","哎，不管怎麼樣，\n養養看就知道啦！\n那麼，一起加油吧──！","122811","1009801132","10","0","0","1009801","1","0","1"
"91","","0","1009801133","","","","1009801","","",""
"3","lsv_handsup_joy","122811","1009801134","0","","0.2","1009801","lsv_idle_normal_joy","0","1"
"3","lsv_handsup_joy","122911","1009801135","0","","0.2","1009801","lsv_idle_normal_joy","0","1"
"3","lsv_handsup_joy2","122711","1009801136","0","","0.2","1009801","lsv_idle_normal_joy","0","1"
"21","vo_lsv_0136","vo_lsv","1009801137","0","","","1009801","0","",""
"11","喔──！","122811","1009801138","10","0","0","1009801","1","0","1"
"11","喔──！","122911","1009801139","10","0","0","1009801","1","0","1"
"11","喔──！","122711","1009801140","10","0","0","1009801","1","0","1"
"91","","0","1009801141","","","","1009801","","",""
"22","0.2","0","1009801142","","","","1009801","","",""
"93","","0.2","1009801143","","","","1009801","","",""
"102","","","1009801144","","","","1009801","","",""
"12","7","122911","1009801145","1","0","0","1009801","0","0","0"
"3","lsv_talk_joy3","122911","1009801146","1","","","1009801","","0.2",""
"93","0","3","1009801147","","","","1009801","","",""
"3","lsv_idle_normal_joyR","122911","1009801148","1","","","1009801","","0.2",""
"12","6","122811","1009801149","1","0","0","1009801","0","0","0"
"3","lsv_talk_guts1","122811","1009801150","0","","0.2","1009801","lsv_talk_guts1_loop","0","1"
"93","0","3","1009801151","","","","1009801","","",""
"3","lsv_idle_joy","122811","1009801152","1","","","1009801","","0.2",""
"12","10","122711","1009801153","1","0","0","1009801","0","0","0"
"3","lsv_talk_joy1_normal","122711","1009801154","1","","","1009801","","0.2",""
"93","0","3","1009801155","","","","1009801","","",""
"3","lsv_idle_normal_joy","122711","1009801156","1","","","1009801","","0.2",""
"101","","1009801145","1009801157","","","","1009801","","",""
"6","1","333","1009801158","1","","0","1009801","1","1","0"
"4","1","122711","1009801159","","","","1009801","","",""
"3","lsv_run","122711","1009801160","1","","","1009801","","0.2",""
"2","-750","122711","1009801161","-235","","","1009801","0.8","","0"
"4","0","122811","1009801162","","","","1009801","","",""
"3","lsv_run","122811","1009801163","1","","","1009801","","0.2",""
"2","750","122811","1009801164","-220","","","1009801","0.8","","0"
"4","0","122911","1009801165","","","","1009801","","",""
"3","lsv_run","122911","1009801166","1","","","1009801","","0.2",""
"2","850","122911","1009801167","-250","","","1009801","0.8","","0"
"93","","0.6","1009801168","","","","1009801","","",""
"6","1","122711","1009801169","1","","0","1009801","1","0.2","0"
"6","1","122811","1009801170","1","","0","1009801","1","0.2","0"
"6","1","122911","1009801171","1","","0","1009801","1","0.2","0"
"91","","0","1009801172","","","","1009801","","",""
"1","122911","1","1009802001","102","lsv_idle_normal","0","1009802","-650","1.95","-235"
"1","122811","1","1009802002","100","lsv_idle_normal","1","1009802","650","1.95","-220"
"1","122711","1","1009802003","101","lsv_idle_normal","1","1009802","750","1.95","-250"
"5","333","1","1009802004","0","lsv_white_loop","0","1009802","0","1","0"
"6","1","333","1009802005","1","","0","1009802","1","0","0"
"6","1","122911","1009802006","1","","0","1009802","1","0","0"
"6","1","122811","1009802007","1","","0","1009802","1","0","0"
"6","1","122711","1009802008","1","","0","1009802","1","0","0"
"93","0","1","1009802009","","","","1009802","","",""
"6","1","333","1009802010","1","","0","1009802","1","0.8","0.4"
"3","lsv_walk","122911","1009802011","1","","","1009802","","0.2",""
"2","-200","122911","1009802012","-235","","","1009802","2","","0"
"6","1","122911","1009802013","1","","0","1009802","1","0.4","1"
"3","lsv_walk","122811","1009802014","1","","","1009802","","0.2",""
"2","100","122811","1009802015","-220","","","1009802","2","","0"
"6","1","122811","1009802016","1","","0","1009802","1","0.4","1"
"3","lsv_walk","122711","1009802017","1","","","1009802","","0.2",""
"2","270","122711","1009802018","-250","","","1009802","2","","0"
"6","1","122711","1009802019","1","","0","1009802","1","0.4","1"
"93","0","2","1009802020","","","","1009802","","",""
"3","lsv_idle_normal","122911","1009802021","1","","","1009802","","0.2",""
"3","lsv_idle_normal","122811","1009802022","1","","","1009802","","0.2",""
"3","lsv_idle_normal","122711","1009802023","1","","","1009802","","0.2",""
"93","0","0.6","1009802024","","","","1009802","","",""
"3","lsv_talk_sad_dead","122811","1009802025","1","","","1009802","","0.2",""
"21","vo_lsv_0221","vo_lsv","1009802026","0","","","1009802","0","",""
"11","雖然又去了一次海邊，\n還是找不到\n小繆的家人耶。","122811","1009802027","10","0","0","1009802","1","0","1"
"91","","0","1009802028","","","","1009802","","",""
"3","lsv_idle_sad_talk1","122811","1009802029","1","","","1009802","","0.2",""
"3","lsv_talk_thinking_sadR","122711","1009802030","1","","","1009802","","0.2",""
"21","vo_lsv_0222","vo_lsv","1009802031","0","","","1009802","0","",""
"11","嗯，不僅如此，\n搞不懂的事\n又更多了呢。","122711","1009802032","10","0","0","1009802","1","0","1"
"91","","0","1009802033","","","","1009802","","",""
"3","lsv_idle_normal_suprise1","122711","1009802034","1","","","1009802","","0.2",""
"3","lsv_idle_normal","122811","1009802035","1","","","1009802","","0.2",""
"3","lsv_talk_normal","122911","1009802036","1","","","1009802","","0.2",""
"21","vo_lsv_0223","vo_lsv","1009802037","0","","","1009802","0","",""
"11","但知道小繆\n會吃什麼了呢～\n跟我們吃一樣的就行了♪","122911","1009802038","10","0","0","1009802","1","0","1"
"91","","0","1009802039","","","","1009802","","",""
"3","lsv_idle_normal_joyR","122911","1009802040","1","","","1009802","","0.2",""
"3","lsv_talk_normal","122711","1009802041","1","","","1009802","","0.2",""
"21","vo_lsv_0224","vo_lsv","1009802042","0","","","1009802","0","",""
"11","啊，確實如此。\n這件事有搞清楚\n真是太好了。","122711","1009802043","10","0","0","1009802","1","0","1"
"91","","0","1009802044","","","","1009802","","",""
"3","lsv_idle_normal","122711","1009802045","1","","","1009802","","0.2",""
"3","lsv_talk_surprise","122911","1009802046","1","","","1009802","","0.2",""
"21","vo_lsv_0225","vo_lsv","1009802047","0","","","1009802","0","",""
"11","小繆會喜歡\n哪種食物呢～？\n哥哥知道嗎？","122911","1009802048","10","0","0","1009802","1","0","1"
"91","","0","1009802049","","","","1009802","","",""
"3","lsv_idle_surprise_talkjoy","122911","1009802050","1","","","1009802","","0.2",""
"3","lsv_choice","122911","1009802051","0","","0.2","1009802","lsv_look_idle_normal","0","1"
"3","lsv_choice","122811","1009802052","0","","0.2","1009802","lsv_look_idle_normal","0","1"
"3","lsv_choice","122711","1009802053","0","","0.2","1009802","lsv_look_idle_normal","0","1"
"93","0","0.1","1009802054","","","","1009802","","",""
"2","-452","122911","1009802055","-235","","0.2","1009802","0.33","","2"
"2","420","122811","1009802056","-220","","0.2","1009802","0.33","","2"
"2","545","122711","1009802057","-250","","0.2","1009802","0.33","","2"
"22","0","0","1009802058","1","","","1009802","","0.2",""
"103","1009802062","蛋糕。","1009802059","0","","","1009802","","",""
"103","1009802086","蘋果。","1009802060","0","","","1009802","","",""
"103","1009802109","麵包。","1009802061","0","","","1009802","","",""
"3","lsv_choice","122911","1009802062","0","","0.2","1009802","lsv_idle_normal","0","1"
"3","lsv_choice","122811","1009802063","0","","0.2","1009802","lsv_idle_normal","0","1"
"3","lsv_choice","122711","1009802064","0","","0.2","1009802","lsv_idle_normal","0","1"
"93","0","0.1","1009802065","","","","1009802","","",""
"2","-200","122911","1009802066","-235","","0.2","1009802","0.33","","2"
"2","100","122811","1009802067","-220","","0.2","1009802","0.33","","2"
"2","270","122711","1009802068","-250","","0.2","1009802","0.33","","2"
"93","0","0.7","1009802069","","","","1009802","","",""
"3","lsv_talk_joy3","122911","1009802070","1","","","1009802","","0.2",""
"21","vo_lsv_0226","vo_lsv","1009802071","0","","","1009802","0","",""
"11","蛋糕很好吃嘛～\n美美也最～喜歡了♪","122911","1009802072","10","0","0","1009802","1","0","1"
"91","","0","1009802073","","","","1009802","","",""
"3","lsv_idle_normal_joy","122911","1009802074","1","","","1009802","","0.2",""
"3","lsv_talk_wish_joy","122811","1009802075","1","","","1009802","","0.2",""
"21","vo_lsv_0227","vo_lsv","1009802076","0","","","1009802","0","",""
"11","蛋糕……既然如此，\n也來調查牠喜歡哪種蛋糕吧！\n這樣一定更好！","122811","1009802077","10","0","0","1009802","1","0","1"
"91","","0","1009802078","","","","1009802","","",""
"3","lsv_idle_wish_joy","122811","1009802079","1","","","1009802","","0.2",""
"3","lsv_talk_doya_shy","122711","1009802080","0","","0.2","1009802","lsv_talk_doya_shy_loop","0","1"
"21","vo_lsv_0228","vo_lsv","1009802081","0","","","1009802","0","",""
"11","說是這麼說，其實只是\n妳自己想吃各種蛋糕吧……\n不過我也贊成♪","122711","1009802082","10","0","0","1009802","1","0","1"
"91","","0","1009802083","","","","1009802","","",""
"3","lsv_idle_doya","122711","1009802084","1","","","1009802","","0.2",""
"101","","1009802133","1009802085","","","","1009802","","",""
"3","lsv_choice","122911","1009802086","0","","0.2","1009802","lsv_idle_normal","0","1"
"3","lsv_choice","122811","1009802087","0","","0.2","1009802","lsv_idle_normal","0","1"
"3","lsv_choice","122711","1009802088","0","","0.2","1009802","lsv_idle_normal","0","1"
"93","0","0.1","1009802089","","","","1009802","","",""
"2","-200","122911","1009802090","-235","","0.2","1009802","0.33","","2"
"2","100","122811","1009802091","-220","","0.2","1009802","0.33","","2"
"2","270","122711","1009802092","-250","","0.2","1009802","0.33","","2"
"93","0","0.7","1009802093","","","","1009802","","",""
"3","lsv_talk_thinking_joyR","122711","1009802094","1","","","1009802","","0.2",""
"21","vo_lsv_0229","vo_lsv","1009802095","0","","","1009802","0","",""
"11","蘋果……水果啊。\n很健康，我覺得很不錯。","122711","1009802096","10","0","0","1009802","1","0","1"
"91","","0","1009802097","","","","1009802","","",""
"3","lsv_idle_normal_joy","122711","1009802098","1","","","1009802","","0.2",""
"3","lsv_talk_guts2_joy","122911","1009802099","0","","0.2","1009802","lsv_talk_guts2_joy_loop","0","1"
"21","vo_lsv_0230","vo_lsv","1009802100","0","","","1009802","0","",""
"11","美美喜歡切成\n兔子形狀的蘋果～♪","122911","1009802101","10","0","0","1009802","1","0","1"
"91","","0","1009802102","","","","1009802","","",""
"3","lsv_idle_normal_joyR","122911","1009802103","1","","","1009802","","0.2",""
"3","lsv_talk_guts2","122811","1009802104","0","","0.2","1009802","lsv_talk_guts2_loop","0","1"
"21","vo_lsv_0231","vo_lsv","1009802105","0","","","1009802","0","",""
"11","我們也切給牠吃吧！\n雖然好像很難，\n但總會有辦法的！","122811","1009802106","10","0","0","1009802","1","0","1"
"91","","0","1009802107","","","","1009802","","",""
"101","","1009802133","1009802108","","","","1009802","","",""
"3","lsv_choice","122911","1009802109","0","","0.2","1009802","lsv_idle_normal","0","1"
"3","lsv_choice","122811","1009802110","0","","0.2","1009802","lsv_idle_normal","0","1"
"3","lsv_choice","122711","1009802111","0","","0.2","1009802","lsv_idle_normal","0","1"
"93","0","0.1","1009802112","","","","1009802","","",""
"2","-200","122911","1009802113","-235","","0.2","1009802","0.33","","2"
"2","100","122811","1009802114","-220","","0.2","1009802","0.33","","2"
"2","270","122711","1009802115","-250","","0.2","1009802","0.33","","2"
"93","0","0.7","1009802116","","","","1009802","","",""
"3","lsv_talk_normal_worry","122811","1009802117","1","","","1009802","","0.2",""
"21","vo_lsv_0232","vo_lsv","1009802118","0","","","1009802","0","",""
"11","麵包啊……感覺好普通喔──\n我們也每天都在吃。","122811","1009802119","10","0","0","1009802","1","0","1"
"91","","0","1009802120","","","","1009802","","",""
"3","lsv_idle_normal_suprise1","122811","1009802121","1","","","1009802","","0.2",""
"3","lsv_talk_normal","122711","1009802122","1","","","1009802","","0.2",""
"21","vo_lsv_0233","vo_lsv","1009802123","0","","","1009802","0","",""
"11","不過，如果真的討厭\n是沒辦法每天吃的。\n而且也能換換口味。","122711","1009802124","10","0","0","1009802","1","0","1"
"91","","0","1009802125","","","","1009802","","",""
"3","lsv_idle_normal","122711","1009802126","1","","","1009802","","0.2",""
"3","lsv_talk_wish_joy","122911","1009802127","1","","","1009802","","0.2",""
"21","vo_lsv_0234","vo_lsv","1009802128","0","","","1009802","0","",""
"11","如果是三明治，\n我們或許也做得出來！\n來做做看吧～♪","122911","1009802129","10","0","0","1009802","1","0","1"
"91","","0","1009802130","","","","1009802","","",""
"3","lsv_idle_wish_joyR","122911","1009802131","1","","","1009802","","0.2",""
"101","","1009802133","1009802132","","","","1009802","","",""
"91","","0","1009802133","","","","1009802","","",""
"102","","","1009802134","","","","1009802","","",""
"22","0.2","0","1009802135","","","","1009802","","",""
"93","","0.2","1009802136","","","","1009802","","",""
"12","11","122811","1009802137","1","0","0","1009802","0","0","0"
"3","lsv_surprise3_kira","122811","1009802138","0","","0.2","1009802","lsv_surprise3_kira_loop","0.2","1"
"93","0","3","1009802139","","","","1009802","","",""
"3","lsv_idle_normal_joy","122811","1009802140","1","","","1009802","","0.2",""
"12","10","122711","1009802141","1","0","0","1009802","0","0","0"
"3","lsv_talk_joy3_dere","122711","1009802142","1","","","1009802","","0.2",""
"93","0","3","1009802143","","","","1009802","","",""
"3","lsv_idle_normal_joy","122711","1009802144","1","","","1009802","","0.2",""
"12","7","122911","1009802145","1","0","0","1009802","0","0","0"
"3","lsv_talk_memory","122911","1009802146","1","","","1009802","","0.2",""
"93","0","3","1009802147","","","","1009802","","",""
"3","lsv_idle_normal_joyR","122911","1009802148","1","","","1009802","","0.2",""
"101","","1009802137","1009802149","","","","1009802","","",""
"6","1","333","1009802150","1","","0","1009802","1","1","0"
"4","1","122911","1009802151","","","","1009802","","",""
"3","lsv_run","122911","1009802152","1","","","1009802","","0.2",""
"2","-750","122911","1009802153","-235","","","1009802","0.8","","0"
"4","0","122811","1009802154","","","","1009802","","",""
"3","lsv_run","122811","1009802155","1","","","1009802","","0.2",""
"2","750","122811","1009802156","-220","","","1009802","0.8","","0"
"4","0","122711","1009802157","","","","1009802","","",""
"3","lsv_run","122711","1009802158","1","","","1009802","","0.2",""
"2","850","122711","1009802159","-250","","","1009802","0.8","","0"
"93","","0.6","1009802160","","","","1009802","","",""
"6","1","122911","1009802161","1","","0","1009802","1","0.2","0"
"6","1","122811","1009802162","1","","0","1009802","1","0.2","0"
"6","1","122711","1009802163","1","","0","1009802","1","0.2","0"
"91","","0","1009802164","","","","1009802","","",""
"1","100411","1","1009803001","101","lsv_idle_normal","0","1009803","-700","1.95","-220"
"1","103611","1","1009803002","100","lsv_idle_normal","0","1009803","-550","1.95","-235"
"1","102011","1","1009803003","102","lsv_idle_normal","0","1009803","-800","1.95","-250"
"5","333","1","1009803004","0","lsv_white_loop","0","1009803","0","1","0"
"6","1","333","1009803005","1","","0","1009803","1","0","0"
"31","13","3","1009803006","-630","","","1009803","110","0","1.3"
"6","1","100411","1009803007","1","","0","1009803","1","0","0"
"6","1","103611","1009803008","1","","0","1009803","1","0","0"
"6","1","102011","1009803009","1","","0","1009803","1","0","0"
"93","0","1","1009803010","","","","1009803","","",""
"6","1","333","1009803011","1","","0","1009803","1","0.8","0.4"
"3","lsv_walk_glad","100411","1009803012","1","","","1009803","","0.2",""
"2","-100","100411","1009803013","-220","","","1009803","2","","0"
"6","1","100411","1009803014","1","","0","1009803","1","0.4","1"
"3","lsv_walk_glad2","103611","1009803015","1","","","1009803","","0.2",""
"2","100","103611","1009803016","-235","","","1009803","2.2","","0"
"6","1","103611","1009803017","1","","0","1009803","1","0.4","1"
"3","lsv_walk_glad","102011","1009803018","1","","","1009803","","0.2",""
"2","-270","102011","1009803019","-250","","","1009803","2","","0"
"6","1","102011","1009803020","1","","0","1009803","1","0.4","1"
"32","1","13","1009803021","","","","1009803","","",""
"33","-180","13","1009803022","110","","","1009803","2","","0"
"93","","2","1009803023","","","","1009803","","",""
"32","0","13","1009803024","","","","1009803","","",""
"3","lsv_idle_normal","100411","1009803025","1","","","1009803","","0.2",""
"3","lsv_idle_normal","102011","1009803026","1","","","1009803","","0.2",""
"93","","0.2","1009803027","","","","1009803","","",""
"4","1","103611","1009803028","","","","1009803","","",""
"3","lsv_idle_normal","103611","1009803029","1","","","1009803","","0.2",""
"93","","0.5","1009803030","","","","1009803","","",""
"12","10","100411","1009803031","0.5","","0","1009803","","0",""
"3","lsv_smile2","100411","1009803032","0","","0.2","1009803","lsv_idle_normal","0","1"
