9ed7a0b80369631602874352a4592afb770b355b1836786936e5b81ad92b2ecf,a5dfd8f4482fcdd90e1d43d3a46779da666293ada236e5959b5c374491a642d6,5c4f10390875494a3a4e9683d05d1c03188b0dd1d6812fc33435c21d9b7edb80,49360f2fe404d1bdf62ca3c70f047d8a4c02823258a52e3d37db40c47ffeccce,1ee3540a36497dc0450c9deae3b17c3e950247d2f367fb8e7fa29092cb41762b,c34b15a10d712bb556516b288940c4c7a737bd32abce2eb1598457a87de0c50a,bd9ef699d5540591a705874865f02e92ccfc56d7d6ad792ecb37a011ca53a915,1720c8d5a7199f28dffefc73c727cdaab6a20893e1d90f16aa0e75ff52316b65,03c1ee62137beea7b4cb5d3782cb2e11d5856cbc0dae526108fd456c9d4e8055,6d6f1ec2a7685bf8bb1290b37f00dfdbb0d39a316858039c36c1d5043c356f9b
"13000000","0","0","3401","0","3411","0","2","25101","3"
"13500000","0","0","3501","0","3511","0","2","25101","3"
"13500000","0","0","3601","0","3611","0","2","25101","3"
"13500000","0","0","3701","0","3711","0","2","25101","3"
"14000000","0","3812","3801","0","3811","0","2","25101","3"
"14000000","0","0","3901","0","3911","0","2","25101","3"
"14000000","0","0","4001","0","4011","0","2","25101","3"
"14500000","0","0","4101","0","4111","0","2","25101","3"
"14500000","0","4212","4201","0","4211","0","2","25101","3"
"14500000","0","0","4301","0","4311","0","2","25101","3"
"15000000","0","0","4401","0","4411","0","2","25101","3"
"15000000","0","0","4501","0","4511","0","2","25101","3"
"15000000","0","0","4601","0","4611","0","2","25101","3"
"15500000","0","0","4701","0","4711","0","2","25101","3"
"15500000","0","0","4801","0","4811","0","2","25101","3"
"15500000","0","0","4901","0","4911","0","2","25101","3"
"16000000","0","0","5001","0","5011","0","2","25101","3"
"16000000","0","0","5101","0","5111","0","2","25101","3"
"16000000","0","0","5201","0","5211","0","2","25101","3"
"16500000","0","0","5301","0","5311","0","2","25101","3"
"16500000","0","5412","5401","0","5411","0","2","25101","3"
"16500000","0","0","5501","0","5511","0","2","25101","3"
"17000000","0","0","5601","0","5611","0","2","25101","3"
"17000000","0","0","5701","0","5711","0","2","25101","3"
"17000000","0","0","5801","0","5811","0","2","25101","3"
"17500000","0","0","5901","0","5911","0","2","25101","3"
"17500000","0","0","6001","0","6011","0","2","25101","3"
"17500000","0","0","6101","0","6111","0","2","25101","3"
"18000000","0","6212","6201","0","6211","0","2","25101","3"
"18000000","0","0","6301","0","6311","0","2","25101","3"
"18000000","0","0","6401","0","6411","0","2","25101","3"
"18500000","0","0","6501","0","6511","0","2","25101","3"
"18500000","0","0","6601","0","6611","0","2","25101","3"
"18500000","0","6712","6701","0","6711","0","2","25101","3"
"18500000","0","0","6801","0","6811","0","2","25101","3"
"19000000","0","0","6901","0","6911","0","2","25101","3"
"19000000","0","0","7001","0","7011","0","2","25101","3"
"19000000","0","0","7101","0","7111","0","2","25101","3"
"19000000","0","0","7201","0","7211","0","2","25101","3"
"19500000","0","0","7301","0","7311","0","2","25101","3"
"19500000","0","0","7401","0","7411","0","2","25101","3"
"19500000","0","0","7501","0","7511","0","2","25101","3"
"19500000","0","7612","7601","0","7611","0","2","25101","3"
"20000000","0","0","7701","0","7711","0","2","25101","3"
"20000000","0","0","7801","0","7811","0","2","25101","3"
"20000000","0","0","7901","0","7911","0","2","25101","3"
"20000000","0","0","8001","0","8011","0","2","25101","3"
"20000000","0","8112","8101","0","8111","0","2","25101","3"
"20000000","0","0","8201","0","8211","0","2","25101","3"
"20000000","0","8312","8301","0","8311","0","2","25101","3"
"20000000","0","0","8401","0","8411","0","2","25101","3"
"20000000","0","0","8501","0","8511","0","2","25101","3"
"20000000","0","0","8601","0","8611","0","2","25101","3"
"20000000","0","0","8701","0","8711","0","2","25101","3"
"20000000","0","0","8801","0","8811","0","2","25101","3"
"20000000","0","0","8901","0","8911","0","2","25101","3"
"20000000","0","0","9001","0","9011","0","2","25101","3"
"20000000","0","0","9101","0","9111","0","2","25101","3"
"20000000","0","9212","9201","0","9211","0","2","25101","3"
"20000000","0","0","9301","0","9311","0","2","25101","3"
"20000000","0","0","9401","0","9411","0","2","25101","3"
"20000000","0","0","9501","0","9511","0","2","25101","3"
"20000000","0","0","9601","0","9611","0","2","25101","3"
"20000000","0","0","9701","0","9711","0","2","25101","3"
"20000000","0","0","9801","0","9811","0","2","25101","3"
"20000000","0","0","9901","0","9911","0","2","25101","3"
"20000000","0","0","10001","0","10011","0","2","25101","3"
"20000000","0","0","10101","0","10111","0","2","25101","3"
"20000000","0","0","10201","0","10211","0","2","25101","3"
"20000000","0","10312","10301","0","10311","0","2","25101","3"
"20000000","0","0","10401","0","10411","0","2","25101","3"
"20000000","0","0","10501","0","10511","0","2","25101","3"
"20000000","0","0","10601","0","10611","0","2","25101","3"
"20000000","0","0","10701","0","10711","0","2","25101","3"
"20000000","0","0","10801","0","10811","0","2","25101","3"
"20000000","0","0","10901","0","10911","0","2","25101","3"
"20000000","0","0","11001","0","11011","0","2","25101","3"
"20000000","0","0","11101","0","11111","0","2","25101","3"
"20000000","0","0","11201","0","11211","0","2","25101","3"
"20000000","0","0","11301","0","11311","0","2","25101","3"
"20000000","0","0","11401","0","11411","0","2","25101","3"
"20000000","0","0","11501","0","11511","0","2","25101","3"
"20000000","0","0","11601","0","11611","0","2","25101","3"
"20000000","0","0","11701","0","11711","0","2","25101","3"
"20000000","0","0","11801","0","11811","0","2","25101","3"
"20000000","0","11912","11901","0","11911","0","2","25101","3"
"20000000","0","0","12001","0","12011","0","2","25101","3"
"20000000","0","0","12101","0","12111","0","2","25101","3"
"20000000","0","0","12201","0","12211","0","2","25101","3"
"20000000","0","0","12301","0","12311","0","2","25101","3"
"20000000","0","0","12401","0","12411","0","2","25101","3"
"20000000","0","0","12501","0","12511","0","2","25101","3"
"20000000","0","0","12601","0","12611","0","2","25101","3"
