3da6ca8d1ecc7c0fbe2951a9540762675b0e0da7984efc7645df0363ca556cf0,f05202e68ba8eaeddb4224adc81a549bf9a3c9f1288a1786be81e2c8938a4e66,2af6f8b35512815c598ab13562a7e97fa9ae04874e51bbc0e0c34073e6e6d21b,c5dbde305dfce1384b8e639c509883b82125ceb3751d27ae024e8bed3306c03a,0765d49aa4a11b547fdef3e958538525fb0ee7a77df2076bc5ff045f3c0daa8b,5a7c5688c62c98658ec1ee2892cea76bb4bd50b29234418a5e1f1a6145fcc1dc,f2282b687bf4b07fef0511fbd09e758421b4ac672affd3d4a8696ccf2106d226,80a5ca6e9137b079457a57bb8a31763a2b0dc89297b5071c89261e99b835a15f,4acd72565759017f7efa241ef5d1f5ada4a16357efde73d021d392decdc71d6f,c4ab612bdfee9179862b963ce8c23632b8df85b39eee45b49c50a8884e979f39,2356e127d5d2725b5b8ed290e60380c27f39da2a4a31a840efceb8c2bc491cda,aa8c016db18130a056b421242998a2f9eedf1a223dfba5a95b0e9025fbf48174
"0","0","0","26","12","0","4","3.198","1120026","0","0","1"
"vo_nyx","vo_nyx_0105","0","27","12","0","2","0","1120027","0","0","0"
"0","0","1.4","28","12","392","1","0","1120028","279","6","0"
"0","0","0","29","12","0","4","1.448","1120029","0","0","1"
"0","0","2.927","30","12","309","1","0","1120030","0","7","0"
"0","0","0","31","12","0","4","3.811","1120031","0","0","1"
"0","0","0","32","12","0","4","3","1120032","0","0","3"
"vo_nyx","vo_nyx_0106","0","33","12","0","2","0","1120033","0","0","0"
"0","0","0.506","34","12","360","1","0","1120034","309","7","0"
"0","0","0","35","12","0","4","1.175","1120035","0","0","1"
"0","0","0","36","12","0","4","3","1120036","0","0","3"
"vo_nyx","vo_nyx_0107","0","37","12","0","2","0","1120037","0","0","0"
"0","0","1.439","38","12","233","1","0","1120038","0","8","0"
"0","0","0","39","12","0","4","1.439","1120039","0","0","1"
"0","0","1.462","40","12","345","1","0","1120040","233","8","0"
"0","0","0","41","12","0","4","2.178","1120041","0","0","1"
"vo_nyx","vo_nyx_0108","0","42","12","0","2","0","1120042","0","0","0"
"0","0","3.765","43","12","400","1","0","1120043","0","9","0"
"0","0","0","44","12","0","4","4.495","1120044","0","0","1"
"vo_nyx","vo_nyx_0109","0","45","12","0","2","0","1120045","0","0","0"
"0","0","1.137","46","12","109","1","0","1120046","0","10","0"
"0","0","0","47","12","0","4","1.484","1120047","0","0","1"
"0","0","2.686","48","12","395","1","0","1120048","109","10","0"
"0","0","0","49","12","0","4","2.686","1120049","0","0","1"
"0","0","0.736","50","12","127","1","0","1120050","0","11","0"
"0","0","0","51","12","0","4","1.06","1120051","0","0","1"
"vo_nyx","vo_nyx_0110","0","52","12","0","2","0","1120052","0","0","0"
"0","0","0.353","53","12","133","1","0","1120053","127","11","0"
"0","0","0","54","12","0","4","1.137","1120054","0","0","1"
"vo_nyx","vo_nyx_0111","0","55","12","0","2","0","1120055","0","0","0"
"0","0","2.51","56","12","406","1","0","1120056","0","12","0"
"0","0","0","57","12","0","4","3.164","1120057","0","0","1"
"vo_nyx","vo_nyx_0112","0","58","12","0","2","0","1120058","0","0","0"
"0","0","1.532","59","12","155","1","0","1120059","0","13","0"
"0","0","0","60","12","0","4","1.62","1120060","0","0","1"
"0","0","1.367","61","12","374","1","0","1120061","155","13","0"
"0","0","0","62","12","0","4","2.245","1120062","0","0","1"
"vo_nyx","vo_nyx_0113","0","63","12","0","2","0","1120063","0","0","0"
"0","0","1.116","64","12","124","1","0","1120064","0","14","0"
"0","0","0","65","12","0","4","1.735","1120065","0","0","1"
"0","0","1.048","66","12","238","1","0","1120066","124","14","0"
"0","0","0","67","12","0","4","2.848","1120067","0","0","1"
"0","0","0","1","13","0","4","1","1130001","0","0","3"
"vo_nyx","vo_nyx_0201","0","2","13","0","2","0","1130002","0","0","0"
"0","0","0.382","3","13","36","1","0","1130003","0","1","0"
"0","0","0","4","13","0","4","0.672","1130004","0","0","1"
"0","0","0.65","5","13","67","1","0","1130005","36","1","0"
"0","0","0","6","13","0","4","1.115","1130006","0","0","1"
"0","0","2.158","7","13","192","1","0","1130007","67","1","0"
"0","0","0","8","13","0","4","2.541","1130008","0","0","1"
"0","0","0.914","9","13","365","1","0","1130009","192","1","0"
"0","0","0","10","13","0","4","0.914","1130010","0","0","1"
"0","0","1.72","11","13","220","1","0","1130011","0","2","0"
"0","0","0","12","13","0","4","1.5","1130012","0","0","1"
"0","0","0","13","13","0","4","2","1130013","0","0","3"
"0","0","0","14","13","0","4","1.726","1130014","0","0","1"
"vo_nyx","vo_nyx_0202","0","15","13","0","2","0","1130015","0","0","0"
"0","0","2.838","16","13","335","1","0","1130016","0","3","0"
"0","0","0","17","13","0","4","3.334","1130017","0","0","1"
"0","0","2.491","18","13","300","1","0","1130018","0","4","0"
"0","0","0","19","13","0","4","3.427","1130019","0","0","1"
"0","0","0","20","13","0","4","3","1130020","0","0","3"
"vo_nyx","vo_nyx_0203","0","21","13","0","2","0","1130021","0","0","0"
"0","0","0.475","22","13","28","1","0","1130022","0","5","0"
"0","0","0","23","13","0","4","0.872","1130023","0","0","1"
"0","0","1.001","24","13","103","1","0","1130024","28","5","0"
"0","0","0","25","13","0","4","1.492","1130025","0","0","1"
"0","0","1.73","26","13","310","1","0","1130026","103","5","0"
"0","0","0","27","13","0","4","2.045","1130027","0","0","1"
"0","0","0.87","28","13","395","1","0","1130028","310","5","0"
"0","0","0","29","13","0","4","1.949","1130029","0","0","1"
"vo_nyx","vo_nyx_0204","0","30","13","0","2","0","1130030","0","0","0"
"0","0","1.885","31","13","165","1","0","1130031","0","6","0"
"0","0","0","32","13","0","4","2.37","1130032","0","0","1"
"0","0","0.939","33","13","311","1","0","1130033","165","6","0"
"0","0","0","34","13","0","4","1.12","1130034","0","0","1"
"0","0","0.5","35","13","388","1","0","1130035","311","6","0"
"0","0","0","36","13","0","4","1.435","1130036","0","0","1"
"vo_nyx","vo_nyx_0205","0","37","13","0","2","0","1130037","0","0","0"
"0","0","0.58","38","13","45","1","0","1130038","0","7","0"
"0","0","0","39","13","0","4","0.976","1130039","0","0","1"
"0","0","1.425","40","13","292","1","0","1130040","45","7","0"
"0","0","0","41","13","0","4","1.683","1130041","0","0","1"
"0","0","0.85","42","13","292","1","0","1130042","292","7","0"
"0","0","0","43","13","0","4","1.9","1130043","0","0","1"
"0","0","0","44","13","0","4","4","1130044","0","0","3"
"vo_nyx","vo_nyx_0206","0","45","13","0","2","0","1130045","0","0","0"
"0","0","0.43","46","13","322","1","0","1130046","292","7","0"
"0","0","0","47","13","0","4","1.105","1130047","0","0","1"
"0","0","0.759","48","13","396","1","0","1130048","322","7","0"
"0","0","0","49","13","0","4","0.759","1130049","0","0","1"
"0","0","1.136","50","13","134","1","0","1130050","0","8","0"
"0","0","0","51","13","0","4","1.533","1130051","0","0","1"
"0","0","1.347","52","13","360","1","0","1130052","134","8","0"
"0","0","0","53","13","0","4","1.518","1130053","0","0","1"
"0","0","0.981","54","13","360","1","0","1130054","360","8","0"
"0","0","0","55","13","0","4","1.862","1130055","0","0","1"
"0","0","0","56","13","0","4","5","1130056","0","0","3"
"vo_nyx","vo_nyx_0207","0","57","13","0","2","0","1130057","0","0","0"
"0","0","0.44","58","13","36","1","0","1130058","0","9","0"
"0","0","0","59","13","0","4","0.9","1130059","0","0","1"
"0","0","1.404","60","13","276","1","0","1130060","36","9","0"
"0","0","0","61","13","0","4","1.74","1130061","0","0","1"
"0","0","0.986","62","13","325","1","0","1130062","276","9","0"
"0","0","0","63","13","0","4","0","1130063","0","0","1"
"0","0","0.437","64","13","377","1","0","1130064","325","9","0"
"0","0","0","65","13","0","4","0","1130065","0","0","1"
"0","0","1.317","66","13","376","1","0","1130066","0","10","0"
"0","0","0","67","13","0","4","1.317","1130067","0","0","1"
"0","0","2.659","68","13","376","1","0","1130068","376","10","0"
"0","0","0","69","13","0","4","0","1130069","0","0","1"
"0","0","1.834","70","13","190","1","0","1130070","0","11","0"
"0","0","0","71","13","0","4","6.509","1130071","0","0","1"
"vo_nyx","vo_nyx_0208","0","72","13","0","2","0","1130072","0","0","0"
"0","0","1.574","73","13","110","1","0","1130073","0","12","0"
"0","0","0","74","13","0","4","2.083","1130074","0","0","1"
"0","0","1.236","75","13","270","1","0","1130075","110","12","0"
"0","0","0","76","13","0","4","1.443","1130076","0","0","1"
"0","0","0.869","77","13","345","1","0","1130077","270","12","0"
"0","0","0","78","13","0","4","1.288","1130078","0","0","1"
"0","0","0.48","79","13","141","1","0","1130079","0","13","0"
"0","0","0","80","13","0","4","0.81","1130080","0","0","1"
"0","0","0.789","81","13","141","1","0","1130081","141","13","0"
"0","0","0","82","13","0","4","1.627","1130082","0","0","1"
"vo_nyx","vo_nyx_0209","0","83","13","0","2","0","1130083","0","0","0"
"0","0","0.707","84","13","250","1","0","1130084","141","13","0"
"0","0","0","85","13","0","4","2.507","1130085","0","0","1"
"0","0","0","1","14","0","4","1","1140001","0","0","3"
"vo_nyx","vo_nyx_0301","0","2","14","0","2","0","1140002","0","0","0"
"0","0","1.075","3","14","105","1","0","1140003","0","1","0"
"0","0","0","4","14","0","4","1.692","1140004","0","0","1"
"0","0","2.843","5","14","360","1","0","1140005","105","1","0"
"0","0","0","6","14","0","4","4","1140006","0","0","1"
"vo_nyx","vo_nyx_0302","0","7","14","0","2","0","1140007","0","0","0"
"0","0","1.567","8","14","74","1","0","1140008","0","2","0"
"0","0","0","9","14","0","4","1.964","1140009","0","0","1"
"0","0","0.78","10","14","230","1","0","1140010","74","2","0"
"0","0","0","11","14","0","4","2.076","1140011","0","0","1"
"vo_nyx","vo_nyx_0303","0","12","14","0","2","0","1140012","0","0","0"
"0","0","1.037","13","14","88","1","0","1140013","0","3","0"
"0","0","0","14","14","0","4","1.629","1140014","0","0","1"
"0","0","2.027","15","14","266","1","0","1140015","88","3","0"
"0","0","0","16","14","0","4","3.568","1140016","0","0","1"
"0","0","0","17","14","0","4","2","1140017","0","0","3"
"vo_nyx","vo_nyx_0304","0","18","14","0","2","0","1140018","0","0","0"
"0","0","1.38","19","14","380","1","0","1140019","266","3","0"
"0","0","0","20","14","0","4","1.419","1140020","0","0","1"
"0","0","0.491","21","14","150","1","0","1140021","0","4","0"
"0","0","0","22","14","0","4","0.545","1140022","0","0","1"
"0","0","2.409","23","14","345","1","0","1140023","150","4","0"
"0","0","0","24","14","0","4","3.711","1140024","0","0","1"
"vo_nyx","vo_nyx_0305","0","25","14","0","2","0","1140025","0","0","0"
"0","0","0.892","26","14","74","1","0","1140026","0","5","0"
"0","0","0","27","14","0","4","1.458","1140027","0","0","1"
"0","0","2.495","28","14","325","1","0","1140028","74","5","0"
"0","0","0","29","14","0","4","3.134","1140029","0","0","1"
"0","0","0.599","30","14","46","1","0","1140030","0","6","0"
"0","0","0","31","14","0","4","0.599","1140031","0","0","1"
"0","0","1.855","32","14","245","1","0","1140032","46","6","0"
"0","0","0","33","14","0","4","3.373","1140033","0","0","1"
"vo_nyx","vo_nyx_0306","0","34","14","0","2","0","1140034","0","0","0"
"0","0","1.629","35","14","175","1","0","1140035","0","7","0"
"0","0","0","36","14","0","4","3.34","1140036","0","0","1"
"vo_nyx","vo_nyx_0307","0","37","14","0","2","0","1140037","0","0","0"
"0","0","1.079","38","14","135","1","0","1140038","0","8","0"
"0","0","0","39","14","0","4","1.6","1140039","0","0","1"
"0","0","2.353","40","14","280","1","0","1140040","135","8","0"
"0","0","0","41","14","0","4","3.511","1140041","0","0","1"
"vo_nyx","vo_nyx_0308","0","42","14","0","2","0","1140042","0","0","0"
"0","0","0.511","43","14","400","1","0","1140043","280","8","0"
"0","0","0","44","14","0","4","0.511","1140044","0","0","1"
"0","0","1.154","45","14","148","1","0","1140045","0","9","0"
"0","0","0","46","14","0","4","1.511","1140046","0","0","1"
"0","0","3.186","47","14","405","1","0","1140047","148","9","0"
"0","0","0","48","14","0","4","4.034","1140048","0","0","1"
"vo_nyx","vo_nyx_0309","0","49","14","0","2","0","1140049","0","0","0"
"0","0","3.486","50","14","405","1","0","1140050","0","10","0"
"0","0","0","51","14","0","4","4.563","1140051","0","0","1"
"vo_nyx","vo_nyx_0310","0","52","14","0","2","0","1140052","0","0","0"
"0","0","0.815","53","14","150","1","0","1140053","0","11","0"
"0","0","0","54","14","0","4","2.384","1140054","0","0","1"
"vo_nyx","vo_nyx_0311","0","55","14","0","2","0","1140055","0","0","0"
"0","0","1.726","56","14","191","1","0","1140056","0","12","0"
"0","0","0","57","14","0","4","2.212","1140057","0","0","1"
"0","0","2.239","58","14","360","1","0","1140058","191","12","0"
"0","0","0","59","14","0","4","2.898","1140059","0","0","1"
"0","0","0.691","60","14","398","1","0","1140060","360","12","0"
"0","0","0","61","14","0","4","0","1140061","0","0","3"
"0","0","0","62","14","0","4","0.691","1140062","0","0","1"
"0","0","0.499","63","14","134","1","0","1140063","0","13","0"
"0","0","0","64","14","0","4","1.799","1140064","0","0","1"
"0","0","0","65","14","0","4","4","1140065","0","0","3"
"vo_nyx","vo_nyx_0312","0","66","14","0","2","0","1140066","0","0","0"
"0","0","0.674","67","14","375","1","0","1140067","134","13","0"
"0","0","0","68","14","0","4","1.251","1140068","0","0","1"
"0","0","0.959","69","14","375","1","0","1140069","375","13","0"
"0","0","0","70","14","0","4","1.676","1140070","0","0","1"
"0","0","1.894","71","14","375","1","0","1140071","375","13","0"
"0","0","0","72","14","0","4","1.894","1140072","0","0","1"
"0","0","0.844","73","14","120","1","0","1140073","0","14","0"
"0","0","0","74","14","0","4","2.644","1140074","0","0","1"
"0","0","0","1","22","0","4","1","1220001","0","0","3"
"vo_nyx","vo_nyx_0401","0","2","22","0","2","0","1220002","0","0","0"
"0","0","1.578","3","22","272","1","0","1220003","0","1","0"
"0","0","0","4","22","0","4","2.06","1220004","0","0","1"
"0","0","1.339","5","22","325","1","0","1220005","272","1","0"
"0","0","0","6","22","0","4","1.417","1220006","0","0","1"
"0","0","1.412","7","22","229","1","0","1220007","0","2","0"
"0","0","0","8","22","0","4","2.549","1220008","0","0","1"
"vo_nyx","vo_nyx_0402","0","9","22","0","2","0","1220009","0","0","0"
"0","0","1.74","10","22","360","1","0","1220010","229","2","0"
"0","0","0","11","22","0","4","2.249","1220011","0","0","1"
"0","0","0.455","12","22","390","1","0","1220012","360","2","0"
"0","0","0","13","22","0","4","0.455","1220013","0","0","1"
"0","0","1.361","14","22","188","1","0","1220014","0","3","0"
"0","0","0","15","22","0","4","2.433","1220015","0","0","1"
"vo_nyx","vo_nyx_0403","0","16","22","0","2","0","1220016","0","0","0"
"0","0","0.438","17","22","40","1","0","1220017","0","4","0"
"0","0","0","18","22","0","4","0.976","1220018","0","0","1"
"0","0","1.414","19","22","256","1","0","1220019","40","4","0"
"0","0","0","20","22","0","4","2.433","1220020","0","0","1"
"vo_nyx","vo_nyx_0404","0","21","22","0","2","0","1220021","0","0","0"
"0","0","1.829","22","22","119","1","0","1220022","0","5","0"
"0","0","0","23","22","0","4","2.237","1220023","0","0","1"
"0","0","1.018","24","22","340","1","0","1220024","119","5","0"
"0","0","0","25","22","0","4","1.965","1220025","0","0","1"
"0","0","0","26","22","0","4","2","1220026","0","0","3"
"vo_nyx","vo_nyx_0405","0","27","22","0","2","0","1220027","0","0","0"
"0","0","0.455","28","22","392","1","0","1220028","340","5","0"
"0","0","0","29","22","0","4","0.455","1220029","0","0","1"
"0","0","0.586","30","22","52","1","0","1220030","0","6","0"
"0","0","0","31","22","0","4","1.124","1220031","0","0","1"
"0","0","1.953","32","22","221","1","0","1220032","52","6","0"
"0","0","0","33","22","0","4","2.356","1220033","0","0","1"
"0","0","1.083","34","22","375","1","0","1220034","221","6","0"
"0","0","0","35","22","0","4","1.083","1220035","0","0","1"
"0","0","0.71","36","22","74","1","0","1220036","0","7","0"
"0","0","0","37","22","0","4","1.533","1220037","0","0","1"
"0","0","0.947","38","22","210","1","0","1220038","74","7","0"
"0","0","0","39","22","0","4","2","1220039","0","0","3"
"0","0","0","40","22","0","4","1.349","1220040","0","0","1"
"0","0","0.87","41","22","329","1","0","1220041","210","7","0"
"0","0","0","42","22","0","4","0.87","1220042","0","0","1"
"0","0","1.758","43","22","203","1","0","1220043","0","8","0"
"0","0","0","44","22","0","4","2.198","1220044","0","0","1"
"0","0","1.601","45","22","342","1","0","1220045","203","8","0"
"0","0","0","46","22","0","4","2.097","1220046","0","0","1"
"0","0","0.546","47","22","393","1","0","1220047","342","8","0"
"0","0","0","48","22","0","4","0.546","1220048","0","0","1"
"0","0","1.277","49","22","390","1","0","1220049","0","9","0"
"0","0","0","50","22","0","4","1.656","1220050","0","0","1"
"0","0","2.113","51","22","390","1","0","1220051","390","9","0"
"0","0","0","52","22","0","4","3.362","1220052","0","0","1"
"0","0","0","53","22","0","4","3","1220053","0","0","3"
"vo_nyx","vo_nyx_0406","0","54","22","0","2","0","1220054","0","0","0"
"0","0","2.628","55","22","259","1","0","1220055","0","10","0"
"0","0","0","56","22","0","4","3.131","1220056","0","0","1"
"0","0","0.846","57","22","345","1","0","1220057","259","10","0"
"0","0","0","58","22","0","4","1.249","1220058","0","0","1"
"0","0","0.516","59","22","396","1","0","1220059","345","10","0"
"0","0","0","60","22","0","4","0.593","1220060","0","0","1"
"0","0","2.285","61","22","318","1","0","1220061","0","11","0"
"0","0","0","62","22","0","4","3.475","1220062","0","0","1"
"0","0","0","63","22","0","4","4","1220063","0","0","3"
"vo_nyx","vo_nyx_0407","0","64","22","0","2","0","1220064","0","0","0"
"0","0","2.326","65","22","258","1","0","1220065","0","12","0"
"0","0","0","66","22","0","4","2.872","1220066","0","0","1"
"0","0","1.488","67","22","395","1","0","1220067","258","12","0"
"0","0","0","68","22","0","4","1.488","1220068","0","0","1"
"0","0","1.728","69","22","220","1","0","1220069","0","13","0"
"0","0","0","70","22","0","4","2.711","1220070","0","0","1"
"vo_nyx","vo_nyx_0408","0","71","22","0","2","0","1220071","0","0","0"
"0","0","0.408","72","22","22","1","0","1220072","0","15","0"
"0","0","0","73","22","0","4","0.929","1220073","0","0","1"
"0","0","1.122","74","22","184","1","0","1220074","22","15","0"
"0","0","0","75","22","0","4","2.922","1220075","0","0","1"
"0","0","0","1","23","0","4","1","1230001","0","0","3"
"vo_nyx","vo_nyx_0501","0","2","23","0","2","0","1230002","0","0","0"
"0","0","3.048","3","23","390","1","0","1230003","0","1","0"
"0","0","0","4","23","0","4","3.048","1230004","0","0","1"
"0","0","0.731","5","23","67","1","0","1230005","0","2","0"
"0","0","0","6","23","0","4","1.507","1230006","0","0","1"
"vo_nyx","vo_nyx_0502","0","7","23","0","2","0","1230007","0","0","0"
"0","0","2.093","8","23","323","1","0","1230008","67","2","0"
"0","0","0","9","23","0","4","2.341","1230009","0","0","1"
"0","0","0.644","10","23","378","1","0","1230010","323","2","0"
"0","0","0","11","23","0","4","0.993","1230011","0","0","1"
"0","0","1.737","12","23","202","1","0","1230012","0","3","0"
"0","0","0","13","23","0","4","2.616","1230013","0","0","1"
"vo_nyx","vo_nyx_0503","0","14","23","0","2","0","1230014","0","0","0"
"0","0","1.866","15","23","395","1","0","1230015","202","3","0"
"0","0","0","16","23","0","4","1.866","1230016","0","0","1"
"0","0","1.039","17","23","135","1","0","1230017","0","4","0"
"0","0","0","18","23","0","4","1.496","1230018","0","0","1"
"0","0","1.355","19","23","305","1","0","1230019","135","4","0"
"0","0","0","20","23","0","4","2.334","1230020","0","0","1"
"vo_nyx","vo_nyx_0504","0","21","23","0","2","0","1230021","0","0","0"
"0","0","0.422","22","23","35","1","0","1230022","0","6","0"
"0","0","0","23","23","0","4","0.845","1230023","0","0","1"
"0","0","2.026","24","23","360","1","0","1230024","35","6","0"
"0","0","0","25","23","0","4","2.563","1230025","0","0","1"
"vo_nyx","vo_nyx_0505","0","26","23","0","2","0","1230026","0","0","0"
"0","0","0.865","27","23","68","1","0","1230027","0","8","0"
"0","0","0","28","23","0","4","1.207","1230028","0","0","1"
"0","0","1.873","29","23","360","1","0","1230029","68","8","0"
"0","0","0","30","23","0","4","2.166","1230030","0","0","1"
"0","0","2.558","31","23","360","1","0","1230031","0","9","0"
"0","0","0","32","23","0","4","2","1230032","0","0","3"
"0","0","0","33","23","0","4","3.202","1230033","0","0","1"
"0","0","2.381","34","23","221","1","0","1230034","0","10","0"
"0","0","0","35","23","0","4","2.938","1230035","0","0","1"
"vo_nyx","vo_nyx_0506","0","36","23","0","2","0","1230036","0","0","0"
"0","0","1.241","37","23","410","1","0","1230037","221","10","0"
"0","0","0","38","23","0","4","1.657","1230038","0","0","1"
"0","0","2.871","39","23","375","1","0","1230039","0","11","0"
"0","0","0","40","23","0","4","3","1230040","0","0","3"
"0","0","0","41","23","0","4","3.435","1230041","0","0","1"
"vo_nyx","vo_nyx_0507","0","42","23","0","2","0","1230042","0","0","0"
"0","0","0.717","43","23","103","1","0","1230043","0","12","0"
"0","0","0","44","23","0","4","1.026","1230044","0","0","1"
"0","0","2.843","45","23","395","1","0","1230045","103","12","0"
"0","0","0","46","23","0","4","3.603","1230046","0","0","1"
"vo_nyx","vo_nyx_0508","0","47","23","0","2","0","1230047","0","0","0"
"0","0","1.417","48","23","138","1","0","1230048","0","13","0"
"0","0","0","49","23","0","4","2.029","1230049","0","0","1"
"0","0","1.78","50","23","355","1","0","1230050","138","13","0"
"0","0","0","51","23","0","4","3.58","1230051","0","0","1"
"0","0","0","1","24","0","4","1","1240001","0","0","3"
"vo_nyx","vo_nyx_0601","0","2","24","0","2","0","1240002","0","0","0"
"0","0","0.945","3","24","92","1","0","1240003","0","1","0"
"0","0","0","4","24","0","4","1.808","1240004","0","0","1"
"vo_nyx","vo_nyx_0602","0","5","24","0","2","0","1240005","0","0","0"
"0","0","3.225","6","24","395","1","0","1240006","0","2","0"
"0","0","0","7","24","0","4","4.362","1240007","0","0","1"
"vo_nyx","vo_nyx_0603","0","8","24","0","2","0","1240008","0","0","0"
"0","0","2.828","9","24","392","1","0","1240009","0","3","0"
"0","0","0","10","24","0","4","4.36","1240010","0","0","1"
"vo_nyx","vo_nyx_0604","0","11","24","0","2","0","1240011","0","0","0"
"0","0","1.212","12","24","87","1","0","1240012","0","4","0"
"0","0","0","13","24","0","4","2.171","1240013","0","0","1"
"0","0","1.656","14","24","350","1","0","1240014","87","4","0"
"0","0","0","15","24","0","4","2.769","1240015","0","0","1"
"vo_nyx","vo_nyx_0605","0","16","24","0","2","0","1240016","0","0","0"
"0","0","0.168","17","24","24","1","0","1240017","0","5","0"
"0","0","0","18","24","0","4","1.256","1240018","0","0","1"
"0","0","0.478","19","24","98","1","0","1240019","24","5","0"
"0","0","0","20","24","0","4","0.535","1240020","0","0","1"
"0","0","0.735","21","24","150","1","0","1240021","98","5","0"
"0","0","0","22","24","0","4","2.444","1240022","0","0","1"
"vo_nyx","vo_nyx_0606","0","23","24","0","2","0","1240023","0","0","0"
"0","0","1.607","24","24","112","1","0","1240024","0","7","0"
"0","0","0","25","24","0","4","2.16","1240025","0","0","1"
"0","0","2.119","26","24","400","1","0","1240026","112","7","0"
"0","0","0","27","24","0","4","2.647","1240027","0","0","1"
"0","0","1.802","28","24","182","1","0","1240028","0","8","0"
"0","0","0","29","24","0","4","2","1240029","0","0","3"
"0","0","0","30","24","0","4","2.817","1240030","0","0","1"
"vo_nyx","vo_nyx_0607","0","31","24","0","2","0","1240031","0","0","0"
"0","0","1.981","32","24","395","1","0","1240032","182","8","0"
"0","0","0","33","24","0","4","2.842","1240033","0","0","1"
"0","0","1.894","34","24","172","1","0","1240034","0","9","0"
"0","0","0","35","24","0","4","3.737","1240035","0","0","1"
"vo_nyx","vo_nyx_0608","0","36","24","0","2","0","1240036","0","0","0"
"0","0","0.82","37","24","209","1","0","1240037","172","9","0"
"0","0","0","38","24","0","4","1.754","1240038","0","0","1"
"0","0","2.752","39","24","400","1","0","1240039","209","9","0"
"0","0","0","40","24","0","4","3.272","1240040","0","0","1"
"0","0","0","41","24","0","4","3","1240041","0","0","3"
"vo_nyx","vo_nyx_0609","0","42","24","0","2","0","1240042","0","0","0"
"0","0","1.283","43","24","100","1","0","1240043","0","11","0"
"0","0","0","44","24","0","4","2.322","1240044","0","0","1"
"0","0","0","45","24","0","4","4","1240045","0","0","3"
"vo_nyx","vo_nyx_0610","0","46","24","0","2","0","1240046","0","0","0"
"0","0","0.86","47","24","75","1","0","1240047","0","12","0"
"0","0","0","48","24","0","4","0.86","1240048","0","0","1"
"0","0","1.242","49","24","75","1","0","1240049","75","12","0"
"0","0","0","50","24","0","4","2.086","1240050","0","0","1"
"0","0","0","51","24","0","4","5","1240051","0","0","3"
"vo_nyx","vo_nyx_0611","0","52","24","0","2","0","1240052","0","0","0"
"0","0","0.735","53","24","242","1","0","1240053","75","12","0"
"0","0","0","54","24","0","4","1.789","1240054","0","0","1"
"vo_nyx","vo_nyx_0612","0","55","24","0","2","0","1240055","0","0","0"
"0","0","1","56","24","80","1","0","1240056","0","13","0"
"0","0","0","57","24","0","4","2.104","1240057","0","0","1"
"0","0","0","58","24","0","4","6","1240058","0","0","3"
"vo_nyx","vo_nyx_0613","0","59","24","0","2","0","1240059","0","0","0"
