289e83913114cadca8a44c373cef4ba5190d6fe5134cfe92577285dbf6dec3f4,ae8584b19eb9780db90ae0bcbb05dd5abd6245292acb296f504a88789c6da1b5,6cab8c2d493fbc7db28a0e5fa418c01690bcb7aefffd94c5450076f859c80b20,4e1ad58c62a7e040c0e681a748c2d74e44eb0e151f6ec8057ee33539830eb930,41dda12df116deed3cc96cb7a7929b1bd4b20e6270aac650aba62cd591c77d91,190dbb3dddfd85be5de6cb97119fcc53ec06f29481496b3cff6c38af5f888485,ab2918f0b679cb2de39fe39d7138ecd6c60458c52cd7be4ff40097669834c1e5,3ab945fb10d115be2909eb56ee1f9969f5da7721cda711203f33c56139e9b23e,6c494825f6e268ca144f41d72d36470ef5463f8d55ff2b490e212a7b5641c10c,39c05e95407e19fc6973408bb90b75e1ce0e545b20ebd0adb7278d0f23766a9b,9012f5a7bc6a7acdcc34a0d8d0c4351d0fc8b027455c23b1e4601658789439cd,3aaa3786fc482aef31996c7deb4347f22db4d5394317c1b6ddb463cb4956474b,5c1e8af02cf7383f5bf3af48fbb0385af355681af4d06e9177334a2886ccdc2f,0c756a60e6aa204524dee61b6cb09a557891e462f8cabf837d3f0762711e4fc5,9ff7176ab22e43f6658f9da81d28075d350181bd51dea907a7906e32e7a2fce0,90ccf4dc80ff8c9d13614c6ead34977c66109a4690c2af1fb8ea51a10acd5de8,e11d8e3a4520c3517a09d917a8315b9d488cbaf48d2382c2d4cea270c554d50d,5c1901b49549e0c898c054d05867b408e4a50387b66151cdb5ef97065f4fd97f,7111b30743a1f722affcd67bc9ce579456eb9e74a9302771362f51ef538aa7ff
"3000","0","abyss_reward_icon_masterpieces_piece","25015","25021","1000","2","2","0","240907","25014","2","7000000000","10","25102","2","92409","3000","0"
"3000","0","abyss_reward_icon_astralshard","25013","25011","3000","2","2","0","240908","25012","2","8000000000","1000","25021","2","92409","3000","0"
"3000","0","abyss_reward_icon_masterpieces_piece","25015","25021","1000","2","2","0","240909","25014","2","9000000000","10","25102","2","92409","3000","0"
"3000","0","abyss_reward_icon_masterpieces_piece","25012","25021","1000","2","2","0","240910","25011","2","10000000000","10","25102","2","92409","3000","0"
"3000","0","abyss_reward_icon_masterpieces_piece","25015","25021","1000","2","2","0","240911","25013","2","12000000000","10","25102","2","92409","3000","0"
"3000","0","abyss_reward_icon_astralshard","25014","25011","3000","2","2","0","240912","25012","2","16000000000","1000","25021","2","92409","3000","0"
"3000","0","abyss_reward_icon_astralshard","25015","25013","3000","2","2","0","240913","25014","2","20000000000","1000","25021","2","92409","3000","0"
"3000","0","abyss_reward_icon_astralshard","25013","25011","3000","2","2","0","240914","25012","2","25000000000","1000","25021","2","92409","3000","0"
"0","0","abyss_reward_icon_hiseki","0","0","0","2","0","0","240915","0","0","30000000000","10","90005","0","92409","0","0"
"0","0","abyss_reward_icon_hiseki","0","0","0","2","0","0","240916","0","0","35000000000","20","90005","0","92409","0","0"
"0","0","abyss_reward_icon_hiseki","0","0","0","2","0","0","240917","0","0","40000000000","30","90005","0","92409","0","0"
"0","0","abyss_reward_icon_hiseki","0","0","0","2","0","0","240918","0","0","50000000000","50","90005","0","92409","0","0"
"1000","0","abyss_reward_icon_masterpieces_piece","25015","25021","200","2","2","0","241001","25014","2","1000000000","10","25102","2","92410","1000","0"
"1000","0","abyss_reward_icon_astralshard","25013","25011","1000","2","2","0","241002","25012","2","2000000000","300","25021","2","92410","1000","0"
"1000","0","abyss_reward_icon_masterpieces_piece","25015","25021","500","2","2","0","241003","25014","2","3000000000","10","25102","2","92410","1000","0"
"1000","0","abyss_reward_icon_astralshard","25013","25011","1000","2","2","0","241004","25012","2","4000000000","500","25021","2","92410","1000","0"
"1000","0","abyss_reward_icon_masterpieces_piece","25015","25021","1000","2","2","0","241005","25014","2","5000000000","10","25102","2","92410","1000","0"
"1000","0","abyss_reward_icon_astralshard","25013","25011","1000","2","2","0","241006","25012","2","6000000000","1000","25021","2","92410","1000","0"
"3000","0","abyss_reward_icon_masterpieces_piece","25015","25021","1000","2","2","0","241007","25014","2","7000000000","10","25102","2","92410","3000","0"
"3000","0","abyss_reward_icon_astralshard","25013","25011","3000","2","2","0","241008","25012","2","8000000000","1000","25021","2","92410","3000","0"
"3000","0","abyss_reward_icon_masterpieces_piece","25015","25021","1000","2","2","0","241009","25014","2","9000000000","10","25102","2","92410","3000","0"
"3000","0","abyss_reward_icon_masterpieces_piece","25012","25021","1000","2","2","0","241010","25011","2","10000000000","10","25102","2","92410","3000","0"
"3000","0","abyss_reward_icon_masterpieces_piece","25015","25021","1000","2","2","0","241011","25013","2","12000000000","10","25102","2","92410","3000","0"
"3000","0","abyss_reward_icon_astralshard","25014","25011","3000","2","2","0","241012","25012","2","16000000000","1000","25021","2","92410","3000","0"
"3000","0","abyss_reward_icon_astralshard","25015","25013","3000","2","2","0","241013","25014","2","20000000000","1000","25021","2","92410","3000","0"
"3000","0","abyss_reward_icon_astralshard","25013","25011","3000","2","2","0","241014","25012","2","25000000000","1000","25021","2","92410","3000","0"
"0","0","abyss_reward_icon_hiseki","0","0","0","2","0","0","241015","0","0","30000000000","10","90005","0","92410","0","0"
"0","0","abyss_reward_icon_hiseki","0","0","0","2","0","0","241016","0","0","35000000000","20","90005","0","92410","0","0"
"0","0","abyss_reward_icon_hiseki","0","0","0","2","0","0","241017","0","0","40000000000","30","90005","0","92410","0","0"
"0","0","abyss_reward_icon_hiseki","0","0","0","2","0","0","241018","0","0","50000000000","50","90005","0","92410","0","0"
"0","0","abyss_reward_icon_piece_p_heart","0","0","0","4","0","0","241019","0","0","60000000000","50","140001","0","92410","0","0"
"0","0","abyss_reward_icon_piece_p_heart","0","0","0","4","0","0","241020","0","0","70000000000","50","140001","0","92410","0","0"
"1000","0","abyss_reward_icon_masterpieces_piece","25015","25021","200","2","2","0","241101","25014","2","1000000000","10","25102","2","92411","1000","0"
"1000","0","abyss_reward_icon_astralshard","25013","25011","1000","2","2","0","241102","25012","2","2000000000","300","25021","2","92411","1000","0"
"1000","0","abyss_reward_icon_masterpieces_piece","25015","25021","500","2","2","0","241103","25014","2","3000000000","10","25102","2","92411","1000","0"
"1000","0","abyss_reward_icon_astralshard","25013","25011","1000","2","2","0","241104","25012","2","4000000000","500","25021","2","92411","1000","0"
"1000","0","abyss_reward_icon_masterpieces_piece","25015","25021","1000","2","2","0","241105","25014","2","5000000000","10","25102","2","92411","1000","0"
"1000","0","abyss_reward_icon_astralshard","25013","25011","1000","2","2","0","241106","25012","2","6000000000","1000","25021","2","92411","1000","0"
"3000","0","abyss_reward_icon_masterpieces_piece","25015","25021","1000","2","2","0","241107","25014","2","7000000000","10","25102","2","92411","3000","0"
"3000","0","abyss_reward_icon_astralshard","25013","25011","3000","2","2","0","241108","25012","2","8000000000","1000","25021","2","92411","3000","0"
"3000","0","abyss_reward_icon_masterpieces_piece","25015","25021","1000","2","2","0","241109","25014","2","9000000000","10","25102","2","92411","3000","0"
"3000","0","abyss_reward_icon_masterpieces_piece","25012","25021","1000","2","2","0","241110","25011","2","10000000000","10","25102","2","92411","3000","0"
"3000","0","abyss_reward_icon_masterpieces_piece","25015","25021","1000","2","2","0","241111","25013","2","12000000000","10","25102","2","92411","3000","0"
"3000","0","abyss_reward_icon_astralshard","25014","25011","3000","2","2","0","241112","25012","2","16000000000","1000","25021","2","92411","3000","0"
"3000","0","abyss_reward_icon_astralshard","25015","25013","3000","2","2","0","241113","25014","2","20000000000","1000","25021","2","92411","3000","0"
"3000","0","abyss_reward_icon_astralshard","25013","25011","3000","2","2","0","241114","25012","2","25000000000","1000","25021","2","92411","3000","0"
"0","0","abyss_reward_icon_hiseki","0","0","0","2","0","0","241115","0","0","30000000000","10","90005","0","92411","0","0"
"0","0","abyss_reward_icon_hiseki","0","0","0","2","0","0","241116","0","0","35000000000","20","90005","0","92411","0","0"
"0","0","abyss_reward_icon_hiseki","0","0","0","2","0","0","241117","0","0","40000000000","30","90005","0","92411","0","0"
"0","0","abyss_reward_icon_hiseki","0","0","0","2","0","0","241118","0","0","50000000000","50","90005","0","92411","0","0"
"0","0","abyss_reward_icon_piece_p_heart","0","0","0","4","0","0","241119","0","0","60000000000","50","140001","0","92411","0","0"
"0","0","abyss_reward_icon_piece_p_heart","0","0","0","4","0","0","241120","0","0","70000000000","50","140001","0","92411","0","0"
"1000","0","abyss_reward_icon_masterpieces_piece","25015","25021","200","2","2","0","241201","25014","2","1000000000","10","25102","2","92412","1000","0"
"1000","0","abyss_reward_icon_astralshard","25013","25011","1000","2","2","0","241202","25012","2","2000000000","300","25021","2","92412","1000","0"
"1000","0","abyss_reward_icon_masterpieces_piece","25015","25021","500","2","2","0","241203","25014","2","3000000000","10","25102","2","92412","1000","0"
"1000","0","abyss_reward_icon_astralshard","25013","25011","1000","2","2","0","241204","25012","2","4000000000","500","25021","2","92412","1000","0"
"1000","0","abyss_reward_icon_masterpieces_piece","25015","25021","1000","2","2","0","241205","25014","2","5000000000","10","25102","2","92412","1000","0"
"1000","0","abyss_reward_icon_astralshard","25013","25011","1000","2","2","0","241206","25012","2","6000000000","1000","25021","2","92412","1000","0"
"3000","0","abyss_reward_icon_masterpieces_piece","25015","25021","1000","2","2","0","241207","25014","2","7000000000","10","25102","2","92412","3000","0"
"3000","0","abyss_reward_icon_astralshard","25013","25011","3000","2","2","0","241208","25012","2","8000000000","1000","25021","2","92412","3000","0"
"3000","0","abyss_reward_icon_masterpieces_piece","25015","25021","1000","2","2","0","241209","25014","2","9000000000","10","25102","2","92412","3000","0"
"3000","0","abyss_reward_icon_masterpieces_piece","25012","25021","1000","2","2","0","241210","25011","2","10000000000","10","25102","2","92412","3000","0"
"3000","0","abyss_reward_icon_masterpieces_piece","25015","25021","1000","2","2","0","241211","25013","2","12000000000","10","25102","2","92412","3000","0"
"3000","0","abyss_reward_icon_astralshard","25014","25011","3000","2","2","0","241212","25012","2","16000000000","1000","25021","2","92412","3000","0"
"3000","0","abyss_reward_icon_astralshard","25015","25013","3000","2","2","0","241213","25014","2","20000000000","1000","25021","2","92412","3000","0"
"3000","0","abyss_reward_icon_astralshard","25013","25011","3000","2","2","0","241214","25012","2","25000000000","1000","25021","2","92412","3000","0"
"0","0","abyss_reward_icon_hiseki","0","0","0","2","0","0","241215","0","0","30000000000","10","90005","0","92412","0","0"
"0","0","abyss_reward_icon_hiseki","0","0","0","2","0","0","241216","0","0","35000000000","20","90005","0","92412","0","0"
"0","0","abyss_reward_icon_hiseki","0","0","0","2","0","0","241217","0","0","40000000000","30","90005","0","92412","0","0"
"0","0","abyss_reward_icon_hiseki","0","0","0","2","0","0","241218","0","0","50000000000","50","90005","0","92412","0","0"
"0","0","abyss_reward_icon_piece_p_heart","0","0","0","4","0","0","241219","0","0","60000000000","50","140001","0","92412","0","0"
"0","0","abyss_reward_icon_piece_p_heart","0","0","0","4","0","0","241220","0","0","70000000000","50","140001","0","92412","0","0"
"1000","0","abyss_reward_icon_masterpieces_piece","25015","25021","200","2","2","0","241401","25014","2","1000000000","10","25102","2","92414","1000","0"
"1000","0","abyss_reward_icon_astralshard","25013","25011","1000","2","2","0","241402","25012","2","2000000000","300","25021","2","92414","1000","0"
"1000","0","abyss_reward_icon_masterpieces_piece","25015","25021","500","2","2","0","241403","25014","2","3000000000","10","25102","2","92414","1000","0"
"1000","0","abyss_reward_icon_astralshard","25013","25011","1000","2","2","0","241404","25012","2","4000000000","500","25021","2","92414","1000","0"
"1000","0","abyss_reward_icon_masterpieces_piece","25015","25021","1000","2","2","0","241405","25014","2","5000000000","10","25102","2","92414","1000","0"
"1000","0","abyss_reward_icon_astralshard","25013","25011","1000","2","2","0","241406","25012","2","6000000000","1000","25021","2","92414","1000","0"
"3000","0","abyss_reward_icon_masterpieces_piece","25015","25021","1000","2","2","0","241407","25014","2","7000000000","10","25102","2","92414","3000","0"
"3000","0","abyss_reward_icon_astralshard","25013","25011","3000","2","2","0","241408","25012","2","8000000000","1000","25021","2","92414","3000","0"
"3000","0","abyss_reward_icon_masterpieces_piece","25015","25021","1000","2","2","0","241409","25014","2","9000000000","10","25102","2","92414","3000","0"
"3000","0","abyss_reward_icon_masterpieces_piece","25012","25021","1000","2","2","0","241410","25011","2","10000000000","10","25102","2","92414","3000","0"
"3000","0","abyss_reward_icon_masterpieces_piece","25015","25021","1000","2","2","0","241411","25013","2","12000000000","10","25102","2","92414","3000","0"
"3000","0","abyss_reward_icon_astralshard","25014","25011","3000","2","2","0","241412","25012","2","16000000000","1000","25021","2","92414","3000","0"
"3000","0","abyss_reward_icon_astralshard","25015","25013","3000","2","2","0","241413","25014","2","20000000000","1000","25021","2","92414","3000","0"
"3000","0","abyss_reward_icon_astralshard","25013","25011","3000","2","2","0","241414","25012","2","25000000000","1000","25021","2","92414","3000","0"
"0","0","abyss_reward_icon_hiseki","0","0","0","2","0","0","241415","0","0","30000000000","10","90005","0","92414","0","0"
"0","0","abyss_reward_icon_hiseki","0","0","0","2","0","0","241416","0","0","35000000000","20","90005","0","92414","0","0"
"0","0","abyss_reward_icon_hiseki","0","0","0","2","0","0","241417","0","0","40000000000","30","90005","0","92414","0","0"
"0","0","abyss_reward_icon_hiseki","0","0","0","2","0","0","241418","0","0","50000000000","50","90005","0","92414","0","0"
"0","0","abyss_reward_icon_piece_p_heart","0","0","0","4","0","0","241419","0","0","60000000000","50","140001","0","92414","0","0"
"0","0","abyss_reward_icon_piece_p_heart","0","0","0","4","0","0","241420","0","0","70000000000","50","140001","0","92414","0","0"
"1250","0","abyss_reward_icon_masterpieces_piece","25015","25021","500","2","2","0","241501","25014","2","1000000000","10","25102","2","92415","1250","0"
"1250","0","abyss_reward_icon_astralshard","25013","25011","1250","2","2","0","241502","25012","2","2000000000","500","25021","2","92415","1250","0"
"1250","0","abyss_reward_icon_masterpieces_piece","25015","25021","500","2","2","0","241503","25014","2","3000000000","10","25102","2","92415","1250","0"
"1250","0","abyss_reward_icon_astralshard","25013","25011","1250","2","2","0","241504","25012","2","4000000000","500","25021","2","92415","1250","0"
"1250","0","abyss_reward_icon_masterpieces_piece","25015","25021","1000","2","2","0","241505","25014","2","5000000000","10","25102","2","92415","1250","0"
"1250","0","abyss_reward_icon_astralshard","25013","25011","1250","2","2","0","241506","25012","2","6000000000","1000","25021","2","92415","1250","0"
"3000","0","abyss_reward_icon_masterpieces_piece","25015","25021","1000","2","2","0","241507","25014","2","7000000000","10","25102","2","92415","3000","0"
"3000","0","abyss_reward_icon_astralshard","25013","25011","3000","2","2","0","241508","25012","2","8000000000","1000","25021","2","92415","3000","0"
"3000","0","abyss_reward_icon_masterpieces_piece","25015","25021","1000","2","2","0","241509","25014","2","9000000000","10","25102","2","92415","3000","0"
"3000","0","abyss_reward_icon_masterpieces_piece","25012","25021","1000","2","2","0","241510","25011","2","10000000000","10","25102","2","92415","3000","0"
"3000","0","abyss_reward_icon_masterpieces_piece","25015","25021","1000","2","2","0","241511","25013","2","12000000000","10","25102","2","92415","3000","0"
"3000","0","abyss_reward_icon_astralshard","25014","25011","3000","2","2","0","241512","25012","2","16000000000","1000","25021","2","92415","3000","0"
"3000","0","abyss_reward_icon_astralshard","25015","25013","3000","2","2","0","241513","25014","2","20000000000","1000","25021","2","92415","3000","0"
"3000","0","abyss_reward_icon_astralshard","25013","25011","3000","2","2","0","241514","25012","2","25000000000","1000","25021","2","92415","3000","0"
"0","0","abyss_reward_icon_hiseki","0","0","0","2","0","0","241515","0","0","30000000000","10","90005","0","92415","0","0"
"0","0","abyss_reward_icon_hiseki","0","0","0","2","0","0","241516","0","0","35000000000","20","90005","0","92415","0","0"
"0","0","abyss_reward_icon_hiseki","0","0","0","2","0","0","241517","0","0","40000000000","30","90005","0","92415","0","0"
"0","0","abyss_reward_icon_hiseki","0","0","0","2","0","0","241518","0","0","50000000000","50","90005","0","92415","0","0"
"0","0","abyss_reward_icon_piece_p_heart","0","0","0","4","0","0","241519","0","0","60000000000","50","140001","0","92415","0","0"
"0","0","abyss_reward_icon_piece_p_heart","0","0","0","4","0","0","241520","0","0","70000000000","50","140001","0","92415","0","0"
"1250","0","abyss_reward_icon_masterpieces_piece","25015","25021","500","2","2","0","241601","25014","2","1000000000","10","25102","2","92416","1250","0"
"1250","0","abyss_reward_icon_astralshard","25013","25011","1250","2","2","0","241602","25012","2","2000000000","500","25021","2","92416","1250","0"
"1250","0","abyss_reward_icon_masterpieces_piece","25015","25021","500","2","2","0","241603","25014","2","3000000000","10","25102","2","92416","1250","0"
"1250","0","abyss_reward_icon_astralshard","25013","25011","1250","2","2","0","241604","25012","2","4000000000","500","25021","2","92416","1250","0"
"1250","0","abyss_reward_icon_masterpieces_piece","25015","25021","1000","2","2","0","241605","25014","2","5000000000","10","25102","2","92416","1250","0"
"1250","0","abyss_reward_icon_astralshard","25013","25011","1250","2","2","0","241606","25012","2","6000000000","1000","25021","2","92416","1250","0"
"3000","0","abyss_reward_icon_masterpieces_piece","25015","25021","1000","2","2","0","241607","25014","2","7000000000","10","25102","2","92416","3000","0"
"3000","0","abyss_reward_icon_astralshard","25013","25011","3000","2","2","0","241608","25012","2","8000000000","1000","25021","2","92416","3000","0"
"3000","0","abyss_reward_icon_masterpieces_piece","25015","25021","1000","2","2","0","241609","25014","2","9000000000","10","25102","2","92416","3000","0"
"3000","0","abyss_reward_icon_masterpieces_piece","25012","25021","1000","2","2","0","241610","25011","2","10000000000","10","25102","2","92416","3000","0"
"3000","0","abyss_reward_icon_masterpieces_piece","25015","25021","1000","2","2","0","241611","25013","2","12000000000","10","25102","2","92416","3000","0"
"3000","0","abyss_reward_icon_astralshard","25014","25011","3000","2","2","0","241612","25012","2","16000000000","1000","25021","2","92416","3000","0"
"3000","0","abyss_reward_icon_astralshard","25015","25013","3000","2","2","0","241613","25014","2","20000000000","1000","25021","2","92416","3000","0"
"3000","0","abyss_reward_icon_astralshard","25013","25011","3000","2","2","0","241614","25012","2","25000000000","1000","25021","2","92416","3000","0"
"0","0","abyss_reward_icon_hiseki","0","0","0","2","0","0","241615","0","0","30000000000","10","90005","0","92416","0","0"
"0","0","abyss_reward_icon_hiseki","0","0","0","2","0","0","241616","0","0","35000000000","20","90005","0","92416","0","0"
"0","0","abyss_reward_icon_hiseki","0","0","0","2","0","0","241617","0","0","40000000000","30","90005","0","92416","0","0"
"0","0","abyss_reward_icon_hiseki","0","0","0","2","0","0","241618","0","0","50000000000","50","90005","0","92416","0","0"
"0","0","abyss_reward_icon_piece_p_heart","0","0","0","4","0","0","241619","0","0","60000000000","50","140001","0","92416","0","0"
"0","0","abyss_reward_icon_piece_p_heart","0","0","0","4","0","0","241620","0","0","70000000000","50","140001","0","92416","0","0"
"1250","0","abyss_reward_icon_masterpieces_piece","25015","25021","500","2","2","0","241701","25014","2","1000000000","10","25102","2","92417","1250","0"
"1250","0","abyss_reward_icon_astralshard","25013","25011","1250","2","2","0","241702","25012","2","2000000000","500","25021","2","92417","1250","0"
"1250","0","abyss_reward_icon_masterpieces_piece","25015","25021","500","2","2","0","241703","25014","2","3000000000","10","25102","2","92417","1250","0"
"1250","0","abyss_reward_icon_astralshard","25013","25011","1250","2","2","0","241704","25012","2","4000000000","500","25021","2","92417","1250","0"
"1250","0","abyss_reward_icon_masterpieces_piece","25015","25021","1000","2","2","0","241705","25014","2","5000000000","10","25102","2","92417","1250","0"
"1250","0","abyss_reward_icon_astralshard","25013","25011","1250","2","2","0","241706","25012","2","6000000000","1000","25021","2","92417","1250","0"
"3000","0","abyss_reward_icon_masterpieces_piece","25015","25021","1000","2","2","0","241707","25014","2","7000000000","10","25102","2","92417","3000","0"
"3000","0","abyss_reward_icon_astralshard","25013","25011","3000","2","2","0","241708","25012","2","8000000000","1000","25021","2","92417","3000","0"
"3000","0","abyss_reward_icon_masterpieces_piece","25015","25021","1000","2","2","0","241709","25014","2","9000000000","10","25102","2","92417","3000","0"
"3000","0","abyss_reward_icon_masterpieces_piece","25012","25021","1000","2","2","0","241710","25011","2","10000000000","10","25102","2","92417","3000","0"
"3000","0","abyss_reward_icon_masterpieces_piece","25015","25021","1000","2","2","0","241711","25013","2","12000000000","10","25102","2","92417","3000","0"
"3000","0","abyss_reward_icon_astralshard","25014","25011","3000","2","2","0","241712","25012","2","16000000000","1000","25021","2","92417","3000","0"
"3000","0","abyss_reward_icon_astralshard","25015","25013","3000","2","2","0","241713","25014","2","20000000000","1000","25021","2","92417","3000","0"
"3000","0","abyss_reward_icon_astralshard","25013","25011","3000","2","2","0","241714","25012","2","25000000000","1000","25021","2","92417","3000","0"
"0","0","abyss_reward_icon_hiseki","0","0","0","2","0","0","241715","0","0","30000000000","10","90005","0","92417","0","0"
