e4d46839c7120eb731cf2c55579f1a839aa1bb1dc78e45808b49cfbd763934c9,6b07521183064aa37b5cc3bdc808976ff3d52304fb6d8c96672d1b9b7f2241d3,3e07720242f0899755e27a5a085f5d01596f2aaeb3c60c65e13728207a6e6f27,b4332687ad0326448e71819c6ce493dcd9b5c3278d1a41d25cb7eb6faf605a46,f0c73b4ebc5631d41d79cd251f7e61ffffe82332a189cc9fed6982895d0861ff,b3d8a5de6e5d05d060370f7f0d2f4bc1b42ea785ae0c5931aaa326014234adae,a07bc85596ed6ff257a3e93a8da895fb23dacbe06569186cfb5ebe04832706ca,1f10e283054a81458c15091360102cf8375a7d630840c583783953302f3cbac9,87c76ee8ea4c9d758cd777a7b376861e100ebd0be85523bf90a4d9db44dfb2d7,effab3397fce54cee68980ce8e453d0e0bf5ed148a1ac229d636a9f3a0227c9e,008b7bcbf646191b8ecd94feb44653b372f32535efb1de198bdb59700d63f62c
"30073","0","380000","71","1","0","380000","0","2020/07/20 15:59:59","0","2020/07/13 16:00:00"
"30074","0","380000","72","1","0","380000","0","2020/07/30 15:59:59","0","2020/07/20 16:00:00"
"30075","0","380000","73","1","0","380000","0","2020/08/03 15:59:59","0","2020/07/30 16:00:00"
"30076","0","380000","74","1","0","380000","0","2020/08/17 15:59:59","0","2020/08/06 16:00:00"
"30077","0","380000","75","1","0","380000","0","2020/09/16 15:59:59","0","2020/09/11 16:00:00"
"30078","0","380000","76","1","0","380000","0","2020/09/01 11:59:59","0","2020/08/21 16:00:00"
"50079","0","380000","77","2","0","0","380000","2020/09/04 15:59:59","380000","2020/09/01 16:00:00"
"30080","0","380000","78","1","0","380000","0","2020/09/11 15:59:59","0","2020/09/04 16:00:00"
"30081","0","380000","79","1","0","380000","0","2020/11/02 15:59:59","0","2020/10/26 16:00:00"
"30082","0","380000","80","1","0","380000","0","2020/09/24 15:59:59","0","2020/09/16 16:00:00"
"30083","0","380000","81","1","0","380000","0","2020/09/30 15:59:59","0","2020/09/24 16:00:00"
"50084","0","380000","82","2","0","0","380000","2020/11/05 15:59:59","380000","2020/11/02 16:00:00"
"30085","0","380000","83","1","0","380000","0","2020/11/13 15:59:59","0","2020/11/05 16:00:00"
"30086","0","380000","84","1","0","380000","0","2020/11/18 15:59:59","0","2020/11/13 16:00:00"
"30087","0","380000","85","1","0","380000","0","2020/11/26 15:59:59","0","2020/11/18 16:00:00"
"30088","0","380000","86","1","0","380000","0","2020/12/01 15:59:59","0","2020/11/26 16:00:00"
"30089","0","380000","87","1","0","380000","0","2020/12/04 15:59:59","0","2020/12/01 16:00:00"
"30090","0","380000","88","1","0","380000","0","2020/12/14 15:59:59","0","2020/12/04 16:00:00"
"30091","0","380000","89","1","0","380000","0","2020/12/18 15:59:59","0","2020/12/14 16:00:00"
"40003","0","380000","90","1","0","380000","0","2021/01/06 15:59:59","0","2020/12/26 16:00:00"
"30093","0","380000","91","1","0","380000","0","2020/12/26 15:59:59","0","2020/12/21 16:00:00"
"50094","0","380000","92","2","0","0","380000","2020/12/21 15:59:59","380000","2020/12/18 16:00:00"
"30095","0","380000","93","1","0","380000","0","2021/01/15 15:59:59","0","2021/01/06 16:00:00"
"30096","0","380000","94","1","0","380000","0","2021/01/20 15:59:59","0","2021/01/15 16:00:00"
"30097","0","380000","95","1","0","380000","0","2021/02/01 15:59:59","0","2021/01/20 16:00:00"
"30098","0","380000","96","1","0","380000","0","2021/02/11 15:59:59","0","2021/02/01 16:00:00"
"30099","0","380000","97","1","0","380000","0","2021/02/19 15:59:59","0","2021/02/15 16:00:00"
"30100","0","380000","98","1","0","380000","0","2021/03/02 15:59:59","0","2021/02/19 16:00:00"
"30101","0","380000","99","1","0","380000","0","2021/03/17 15:59:59","0","2021/03/12 16:00:00"
"30102","0","380000","100","1","0","380000","0","2021/03/12 15:59:59","0","2021/03/02 16:00:00"
"30103","0","380000","101","1","0","380000","0","2021/04/27 15:59:59","0","2021/04/16 16:00:00"
"30104","0","380000","102","1","0","380000","0","2021/04/06 15:59:59","0","2021/03/28 16:00:00"
"30105","0","380000","103","1","0","380000","0","2021/04/16 15:59:59","0","2021/04/06 16:00:00"
"30106","0","380000","104","1","0","380000","0","2021/03/28 15:59:59","0","2021/03/17 16:00:00"
"30107","0","380000","105","1","0","380000","0","2021/05/07 15:59:59","0","2021/04/27 16:00:00"
"50108","0","380000","106","2","0","0","380000","2021/02/15 15:59:59","380000","2021/02/11 16:00:00"
"30109","0","380000","107","1","0","380000","0","2021/05/16 15:59:59","0","2021/05/07 16:00:00"
"30110","0","380000","108","1","0","380000","0","2021/05/21 15:59:59","0","2021/05/16 16:00:00"
"30111","0","380000","109","1","0","380000","0","2021/05/26 15:59:59","0","2021/05/21 16:00:00"
"30112","0","380000","110","1","0","380000","0","2021/06/04 15:59:59","0","2021/05/26 16:00:00"
"30113","0","380000","111","1","0","380000","0","2021/06/14 15:59:59","0","2021/06/04 16:00:00"
"30114","0","380000","112","1","0","380000","0","2021/06/19 15:59:59","0","2021/06/14 16:00:00"
"40004","0","380000","113","1","0","380000","0","2021/06/27 15:59:59","0","2021/06/19 16:00:00"
"30117","0","380000","114","2","0","380000","380000","2021/07/02 15:59:59","380000","2021/06/27 16:00:00"
"50119","0","380000","115","2","0","0","380000","2021/07/05 15:59:59","380000","2021/07/02 16:00:00"
"30120","0","380000","116","1","0","380000","0","2021/07/14 15:59:59","0","2021/07/05 16:00:00"
"30121","0","380000","117","1","0","380000","0","2021/08/25 15:59:59","0","2021/08/09 16:00:00"
"30122","0","380000","118","1","0","380000","0","2021/07/24 15:59:59","0","2021/07/14 16:00:00"
"30123","0","380000","119","1","0","380000","0","2021/07/30 15:59:59","0","2021/07/21 16:00:00"
"30125","0","380000","120","1","0","380000","0","2021/08/09 15:59:59","0","2021/08/01 16:00:00"
"30126","0","380000","121","1","0","380000","0","2021/07/21 15:59:59","0","2021/07/14 16:00:00"
"30127","0","380000","122","1","0","380000","0","2021/09/01 15:59:59","0","2021/08/25 16:00:00"
"30128","0","380000","123","1","0","380000","0","2021/08/31 15:59:59","0","2021/08/25 16:00:00"
"50129","0","380000","124","2","0","0","380000","2021/08/01 15:59:59","380000","2021/07/30 16:00:00"
"30130","0","380000","125","1","0","380000","0","2021/09/12 15:59:59","0","2021/09/01 16:00:00"
"30131","0","380000","126","1","0","380000","0","2021/09/22 15:59:59","0","2021/09/12 16:00:00"
"30133","0","380000","127","1","0","380000","0","2021/10/02 15:59:59","0","2021/09/22 16:00:00"
"30134","0","380000","128","1","0","380000","0","2021/10/11 15:59:59","0","2021/10/02 16:00:00"
"30135","0","380000","129","1","0","380000","0","2021/10/18 15:59:59","0","2021/10/11 16:00:00"
"30137","0","380000","130","1","0","380000","0","2021/10/26 15:59:59","0","2021/10/18 16:00:00"
"30136","0","380000","131","1","0","380000","0","2021/10/22 15:59:59","0","2021/10/18 16:00:00"
"30138","0","380000","132","1","0","380000","0","2021/10/26 15:59:59","0","2021/10/22 16:00:00"
"30139","0","380000","133","1","0","380000","0","2021/11/01 15:59:59","0","2021/10/26 16:00:00"
"50140","0","380000","134","2","0","0","380000","2021/11/04 15:59:59","380000","2021/11/01 16:00:00"
"30141","0","380000","135","1","0","380000","0","2021/11/13 15:59:59","0","2021/11/04 16:00:00"
"30142","0","380000","136","1","0","380000","0","2021/11/16 15:59:59","0","2021/11/09 16:00:00"
"30144","0","380000","137","1","0","380000","0","2021/11/25 15:59:59","0","2021/11/16 16:00:00"
"30143","0","380000","138","1","0","380000","0","2021/11/20 15:59:59","0","2021/11/16 16:00:00"
"30145","0","380000","139","1","0","380000","0","2021/11/25 15:59:59","0","2021/11/20 16:00:00"
"30146","0","380000","140","1","0","380000","0","2021/12/02 15:59:59","0","2021/11/25 16:00:00"
"30147","0","380000","141","1","0","380000","0","2021/12/11 15:59:59","0","2021/12/02 16:00:00"
"30148","0","380000","142","1","0","380000","0","2021/12/17 15:59:59","0","2021/12/11 16:00:00"
"40005","0","380000","143","1","0","380000","0","2021/12/25 15:59:59","0","2021/12/17 16:00:00"
"30150","0","380000","144","1","0","380000","0","2022/01/02 15:59:59","0","2021/12/25 16:00:00"
"50151","0","380000","145","2","0","0","380000","2022/01/05 15:59:59","380000","2022/01/02 16:00:00"
"30152","0","380000","146","1","0","380000","0","2022/01/10 15:59:59","0","2022/01/05 16:00:00"
"30153","0","380000","147","1","0","380000","0","2022/01/15 15:59:59","0","2022/01/10 16:00:00"
"30154","0","380000","148","1","0","380000","0","2022/01/20 15:59:59","0","2022/01/15 16:00:00"
"40006","0","380000","149","1","0","380000","0","2022/01/26 15:59:59","0","2022/01/20 16:00:00"
"30157","0","380000","150","1","0","380000","0","2022/02/01 15:59:59","0","2022/01/26 16:00:00"
"30156","0","380000","151","1","0","380000","0","2022/02/01 15:59:59","0","2022/01/26 16:00:00"
"30158","0","380000","152","1","0","380000","0","2022/02/12 15:59:59","0","2022/02/04 16:00:00"
"30159","0","380000","153","1","0","380000","0","2022/02/19 15:59:59","0","2022/02/12 16:00:00"
"30160","0","380000","154","1","0","380000","0","2022/02/26 15:59:59","0","2022/02/19 16:00:00"
"30161","0","380000","155","1","0","380000","0","2022/03/07 15:59:59","0","2022/02/26 16:00:00"
"50162","0","380000","156","2","0","0","380000","2022/02/04 15:59:59","380000","2022/02/01 16:00:00"
"30163","0","380000","157","1","0","380000","0","2022/03/15 15:59:59","0","2022/03/07 16:00:00"
"30164","0","380000","158","1","0","380000","0","2022/03/20 15:59:59","0","2022/03/15 16:00:00"
"30166","0","380000","159","1","0","380000","0","2022/03/28 15:59:59","0","2022/03/20 16:00:00"
"30167","0","380000","160","1","0","380000","0","2022/04/03 15:59:59","0","2022/03/28 16:00:00"
"30168","0","380000","161","1","0","380000","0","2022/04/11 15:59:59","0","2022/04/03 16:00:00"
"30169","0","380000","162","1","0","380000","0","2022/04/18 15:59:59","0","2022/04/11 16:00:00"
"30170","0","380000","163","1","0","380000","0","2022/04/25 15:59:59","0","2022/04/18 16:00:00"
"30171","0","380000","164","1","0","380000","0","2022/05/04 15:59:59","0","2022/04/25 16:00:00"
"50172","0","380000","165","2","0","0","380000","2022/05/07 15:59:59","380000","2022/05/04 16:00:00"
"30173","0","380000","166","1","0","380000","0","2022/05/15 15:59:59","0","2022/05/07 16:00:00"
"30174","0","380000","167","1","0","380000","0","2022/05/19 15:59:59","0","2022/05/15 16:00:00"
"30175","0","380000","168","1","0","380000","0","2022/05/28 15:59:59","0","2022/05/19 16:00:00"
"30176","0","380000","169","1","0","380000","0","2022/05/31 15:59:59","0","2022/05/28 16:00:00"
"30177","0","380000","170","1","0","380000","0","2022/06/04 15:59:59","0","2022/05/31 16:00:00"
"30178","0","380000","171","1","0","380000","0","2022/06/12 15:59:59","0","2022/06/04 16:00:00"
"30179","0","380000","172","1","0","380000","0","2022/06/19 15:59:59","0","2022/06/12 16:00:00"
"40007","0","380000","173","1","0","380000","0","2022/06/28 15:59:59","0","2022/06/19 16:00:00"
"30180","0","380000","174","1","0","380000","0","2022/06/28 15:59:59","0","2022/06/19 16:00:00"
"30182","0","380000","175","1","0","380000","0","2022/07/02 15:59:59","0","2022/06/28 16:00:00"
"50183","0","380000","176","2","0","0","380000","2022/07/05 15:59:59","380000","2022/07/02 16:00:00"
"30184","0","380000","177","1","0","380000","0","2022/07/13 15:59:59","0","2022/07/05 16:00:00"
"30185","0","380000","178","1","0","380000","0","2022/07/13 15:59:59","0","2022/07/10 16:00:00"
"30186","0","380000","179","1","0","380000","0","2022/07/17 15:59:59","0","2022/07/13 16:00:00"
"30187","0","380000","180","1","0","380000","0","2022/07/26 15:59:59","0","2022/07/17 16:00:00"
"30188","0","380000","181","1","0","380000","0","2022/07/30 15:59:59","0","2022/07/26 16:00:00"
"30189","0","380000","182","1","0","380000","0","2022/08/13 15:59:59","0","2022/08/10 16:00:00"
"50190","0","380000","183","2","0","0","380000","2022/09/04 15:59:59","380000","2022/09/01 16:00:00"
"30191","0","380000","184","1","0","380000","0","2022/08/10 15:59:59","0","2022/08/02 16:00:00"
"30192","0","380000","185","1","0","380000","0","2022/08/17 15:59:59","0","2022/08/13 16:00:00"
"30193","0","380000","186","1","0","380000","0","2022/08/24 15:59:59","0","2022/08/17 16:00:00"
"30194","0","380000","187","1","0","380000","0","2022/09/01 15:59:59","0","2022/08/24 16:00:00"
"50195","0","380000","188","2","0","0","380000","2022/08/02 15:59:59","380000","2022/07/30 16:00:00"
"30196","0","380000","189","1","0","380000","0","2022/09/12 15:59:59","0","2022/09/04 16:00:00"
"30197","0","380000","190","1","0","380000","0","2022/09/16 15:59:59","0","2022/09/12 16:00:00"
"30198","0","380000","191","1","0","380000","0","2022/09/25 15:59:59","0","2022/09/16 16:00:00"
"30199","0","380000","192","1","0","380000","0","2022/09/29 15:59:59","0","2022/09/25 16:00:00"
"50200","0","380000","193","2","0","0","380000","2022/10/02 15:59:59","380000","2022/09/29 16:00:00"
"30201","0","380000","194","1","0","380000","0","2022/10/11 15:59:59","0","2022/10/02 16:00:00"
"30202","0","380000","195","1","0","380000","0","2022/10/17 15:59:59","0","2022/10/11 16:00:00"
"30203","0","380000","196","1","0","380000","0","2022/10/26 15:59:59","0","2022/10/17 16:00:00"
"30204","0","380000","197","1","0","380000","0","2022/11/01 15:59:59","0","2022/10/26 16:00:00"
"30205","0","380000","198","1","0","380000","0","2022/11/09 15:59:59","0","2022/11/01 16:00:00"
"30206","0","380000","199","1","0","380000","0","2022/11/12 15:59:59","0","2022/11/09 16:00:00"
"30207","0","380000","200","1","0","380000","0","2022/11/16 15:59:59","0","2022/11/12 16:00:00"
"30208","0","380000","201","1","0","380000","0","2022/11/26 15:59:59","0","2022/11/16 16:00:00"
"30209","0","380000","202","1","0","380000","0","2022/11/29 15:59:59","0","2022/11/26 16:00:00"
"30210","0","380000","203","1","0","380000","0","2022/12/02 15:59:59","0","2022/11/29 16:00:00"
"30211","0","380000","204","1","0","380000","0","2022/12/11 15:59:59","0","2022/12/02 16:00:00"
"30212","0","380000","205","1","0","380000","0","2022/12/14 15:59:59","0","2022/12/11 16:00:00"
"30213","0","380000","206","1","0","380000","0","2022/12/17 15:59:59","0","2022/12/14 16:00:00"
"40008","0","380000","207","1","0","380000","0","2022/12/25 15:59:59","0","2022/12/17 16:00:00"
"30215","0","380000","208","1","0","380000","0","2022/12/28 15:59:59","0","2022/12/25 16:00:00"
"30216","0","380000","209","1","0","380000","0","2023/01/02 15:59:59","0","2022/12/28 16:00:00"
"50217","0","380000","210","2","0","0","380000","2023/01/05 15:59:59","380000","2023/01/02 16:00:00"
"30218","0","380000","211","1","0","380000","0","2023/01/14 15:59:59","0","2023/01/05 16:00:00"
"30219","0","380000","212","1","0","380000","0","2023/01/17 15:59:59","0","2023/01/14 16:00:00"
"30220","0","380000","213","1","0","380000","0","2023/01/24 15:59:59","0","2023/01/17 16:00:00"
"30221","0","380000","214","1","0","380000","0","2023/02/01 15:59:59","0","2023/01/24 16:00:00"
"30222","0","380000","215","1","0","380000","0","2023/02/12 15:59:59","0","2023/02/01 16:00:00"
"30223","0","380000","216","1","0","380000","0","2023/02/16 15:59:59","0","2023/02/12 16:00:00"
"30224","0","380000","217","1","0","380000","0","2023/02/26 15:59:59","0","2023/02/16 16:00:00"
"30225","0","380000","218","1","0","380000","0","2023/03/01 15:59:59","0","2023/02/26 16:00:00"
"30226","0","380000","219","1","0","380000","0","2023/03/04 15:59:59","0","2023/03/01 16:00:00"
"30227","0","380000","220","1","0","380000","0","2023/03/12 15:59:59","0","2023/03/04 16:00:00"
"30228","0","380000","221","1","0","380000","0","2023/03/15 15:59:59","0","2023/03/12 16:00:00"
"30229","0","380000","222","1","0","380000","0","2023/03/19 15:59:59","0","2023/03/15 16:00:00"
"30230","0","380000","223","1","0","380000","0","2023/03/28 15:59:59","0","2023/03/19 16:00:00"
"50231","0","380000","224","2","0","0","380000","2023/03/31 15:59:59","380000","2023/03/28 16:00:00"
"30232","0","380000","225","1","0","380000","0","2023/04/03 15:59:59","0","2023/03/31 16:00:00"
"30233","0","380000","226","1","0","380000","0","2023/04/12 15:59:59","0","2023/04/03 16:00:00"
"30234","0","380000","227","1","0","380000","0","2023/04/19 15:59:59","0","2023/04/12 16:00:00"
"30235","0","380000","228","1","0","380000","0","2023/04/26 15:59:59","0","2023/04/19 16:00:00"
"30236","0","380000","229","1","0","380000","0","2023/05/04 15:59:59","0","2023/04/26 16:00:00"
"50237","0","380000","230","2","0","0","380000","2023/05/07 15:59:59","380000","2023/05/04 16:00:00"
"30238","0","380000","231","1","0","380000","0","2023/05/16 15:59:59","0","2023/05/07 16:00:00"
"30239","0","380000","232","1","0","380000","0","2023/05/20 15:59:59","0","2023/05/16 16:00:00"
"30240","0","380000","233","1","0","380000","0","2023/05/28 15:59:59","0","2023/05/20 16:00:00"
"30241","0","380000","234","1","0","380000","0","2023/06/04 15:59:59","0","2023/05/28 16:00:00"
"30242","0","380000","235","1","0","380000","0","2023/06/15 15:59:59","0","2023/06/04 16:00:00"
"30243","0","380000","236","1","0","380000","0","2023/06/17 15:59:59","0","2023/06/15 16:00:00"
"30244","0","380000","237","1","0","380000","0","2023/06/19 15:59:59","0","2023/06/17 16:00:00"
"40009","0","380000","238","1","0","380000","0","2023/06/28 15:59:59","0","2023/06/19 16:00:00"
"30245","0","380000","239","1","0","380000","0","2023/06/26 15:59:59","0","2023/06/19 16:00:00"
"30247","0","380000","240","1","0","380000","0","2023/07/03 15:59:59","0","2023/06/28 16:00:00"
"50248","0","380000","241","2","0","0","380000","2023/07/05 15:59:59","380000","2023/07/02 16:00:00"
"30249","0","380000","242","1","0","380000","0","2023/07/12 15:59:59","0","2023/07/05 16:00:00"
"30250","0","380000","243","1","0","380000","0","2023/07/19 15:59:59","0","2023/07/12 16:00:00"
"30251","0","380000","244","1","0","380000","0","2023/07/29 15:59:59","0","2023/07/19 16:00:00"
"30252","0","380000","245","1","0","380000","0","2023/08/01 15:59:59","0","2023/07/29 16:00:00"
"30253","0","380000","246","1","0","380000","0","2023/08/09 15:59:59","0","2023/08/01 16:00:00"
"30254","0","380000","247","1","0","380000","0","2023/08/12 15:59:59","0","2023/08/09 16:00:00"
"30255","0","380000","248","1","0","380000","0","2023/08/19 15:59:59","0","2023/08/12 16:00:00"
"30256","0","380000","249","1","0","380000","0","2023/08/27 15:59:59","0","2023/08/19 16:00:00"
"30257","0","380000","250","1","0","380000","0","2023/09/01 15:59:59","0","2023/08/27 16:00:00"
"30258","0","380000","251","1","0","380000","0","2023/09/11 15:59:59","0","2023/09/01 16:00:00"
"30259","0","380000","252","1","0","380000","0","2023/09/16 15:59:59","0","2023/09/11 16:00:00"
"30260","0","380000","253","1","0","380000","0","2023/09/25 15:59:59","0","2023/09/16 16:00:00"
"50261","0","380000","254","2","0","0","380000","2023/09/28 15:59:59","380000","2023/09/25 16:00:00"
"30262","0","380000","255","1","0","380000","0","2023/10/02 15:59:59","0","2023/09/28 16:00:00"
"30263","0","380000","256","1","0","380000","0","2023/10/11 15:59:59","0","2023/10/02 16:00:00"
"30264","0","380000","257","1","0","380000","0","2023/10/17 15:59:59","0","2023/10/11 16:00:00"
"30265","0","380000","258","1","0","380000","0","2023/10/25 15:59:59","0","2023/10/17 16:00:00"
"30266","0","380000","259","1","0","380000","0","2023/11/01 15:59:59","0","2023/10/25 16:00:00"
"50267","0","380000","260","2","0","0","380000","2023/11/04 15:59:59","380000","2023/11/01 16:00:00"
"30268","0","380000","261","1","0","380000","0","2023/11/13 15:59:59","0","2023/11/04 16:00:00"
"30269","0","380000","262","1","0","380000","0","2023/11/16 15:59:59","0","2023/11/13 16:00:00"
"30270","0","380000","263","1","0","380000","0","2023/11/26 15:59:59","0","2023/11/16 16:00:00"
"30271","0","380000","264","1","0","380000","0","2023/12/01 15:59:59","0","2023/11/26 16:00:00"
"30272","0","380000","265","1","0","380000","0","2023/12/10 15:59:59","0","2023/12/01 16:00:00"
"30273","0","380000","266","1","0","380000","0","2023/12/13 15:59:59","0","2023/12/10 16:00:00"
"30274","0","380000","267","1","0","380000","0","2023/12/16 15:59:59","0","2023/12/13 16:00:00"
"40010","0","380000","268","1","0","380000","0","2023/12/23 15:59:59","0","2023/12/16 16:00:00"
"30276","0","380000","269","1","0","380000","0","2023/12/27 15:59:59","0","2023/12/23 16:00:00"
"30277","0","380000","270","1","0","380000","0","2024/01/01 15:59:59","0","2023/12/27 16:00:00"
