a4b0fdcff05b092a65ed77210c31a6164589e85aa62a70e0965fcc75cd6825cb,9bec7b3b280d0d7498bcd403c132a0353ca602485081239e31c0f98e9305a5e1,f4c1bd15331f5a1f18347a58b6f4541f4a5cf39c03e18496c17875d0e7f608e9,93bbc5fedbe41f57bf362969b208666b0e26acbd798e7cdc9ca15c80e9cda58a,12bcb497a18245ee88d6e8fc91daee03dcf1d12adcf0472c23aa278c0bd05291,f9bc3e92b7dfdc949423297d20d6f0e602b08680128416e8f864ea6fe3a463e9,148d25b75970416d8b9cb94cb57fc4d0ab3e9a89d3768dd1f670d6a8a92c5881,72d3e4bd61614f28b02e65c08fe66bbb8290414d31f0e443080ebd09d45c0b1b,56af36f567b7eb174469f83f9a55f388b79480874f15cb3cf571154a808831e8,4c2a8f05bb73da7ee2adafc49d954cca5bb172342d2e2a993334a984ef4a59dd,1bc04b1e7d383dd9089d9953c4c92380ef8d3a4a18d14db9f0df233f9333c2be,04ad54565afd8ef4ece4dfabebefdeddc233d7e746a93550bded759bdd7d3744
"1","162","0","44","0","1","0","10","0.685","1010044","0","262"
"1","0","1","45","0","4","1.036","0","0","1010045","0","0"
"1","262","0","46","0","1","0","10","0.378","1010046","0","397"
"1","0","1","47","0","4","0.378","0","0","1010047","0","0"
"1","0","0","48","0","1","0","11","2.438","1010048","0","377"
"1","0","1","49","0","4","3.395","0","0","1010049","0","0"
"1","0","0","50","vo_minigame_1005_nikki01_004","2","0","0","0","1010050","vo_minigame_1005","0"
"1","0","0","51","0","1","0","12","0.642","1010051","0","102"
"1","0","1","52","0","4","1.061","0","0","1010052","0","0"
"1","102","0","53","0","1","0","12","0.539","1010053","0","187"
"1","0","1","54","0","4","0.877","0","0","1010054","0","0"
"1","187","0","55","0","1","0","12","1.135","1010055","0","316"
"1","0","1","56","0","4","2.635","0","0","1010056","0","0"
"2","0","3","1","0","4","1","0","0","1020001","0","0"
"2","0","0","2","vo_minigame_1005_nikki02_000","2","0","0","0","1020002","vo_minigame_1005","0"
"2","0","0","3","0","1","0","1","2.91","1020003","0","345"
"2","0","1","4","0","4","3.814","0","0","1020004","0","0"
"2","0","0","5","vo_minigame_1005_nikki02_001","2","0","0","0","1020005","vo_minigame_1005","0"
"2","0","0","6","0","1","0","2","1.67","1020006","0","239"
"2","0","1","7","0","4","2.19","0","0","1020007","0","0"
"2","0","0","8","0","1","0","3","2.455","1020008","0","314"
"2","0","1","9","0","4","3.527","0","0","1020009","0","0"
"2","0","0","10","vo_minigame_1005_nikki02_002","2","0","0","0","1020010","vo_minigame_1005","0"
"2","0","0","11","0","1","0","4","0.454","1020011","0","104"
"2","0","1","12","0","4","0.874","0","0","1020012","0","0"
"2","104","0","13","0","1","0","4","2.154","1020013","0","392"
"2","0","1","14","0","4","3.373","0","0","1020014","0","0"
"2","0","0","15","vo_minigame_1005_nikki02_003","2","0","0","0","1020015","vo_minigame_1005","0"
"2","0","0","16","0","1","0","5","0.895","1020016","0","125"
"2","0","1","17","0","4","1.311","0","0","1020017","0","0"
"2","125","0","18","0","1","0","5","1.114","1020018","0","265"
"2","0","1","19","0","4","1.181","0","0","1020019","0","0"
"2","265","0","20","0","1","0","5","0.497","1020020","0","340"
"2","0","1","21","0","4","0.497","0","0","1020021","0","0"
"2","0","0","22","0","1","0","6","1.37","1020022","0","189"
"2","0","1","23","0","4","2.407","0","0","1020023","0","0"
"2","0","0","24","vo_minigame_1005_nikki02_004","2","0","0","0","1020024","vo_minigame_1005","0"
"2","0","0","25","0","1","0","7","1.616","1020025","0","295"
"2","0","1","26","0","4","2.035","0","0","1020026","0","0"
"2","0","0","27","0","1","0","8","0.951","1020027","0","68"
"2","0","1","28","0","4","1.322","0","0","1020028","0","0"
"2","68","0","29","0","1","0","8","1.924","1020029","0","258"
"2","0","1","30","0","4","2.98","0","0","1020030","0","0"
"2","0","0","31","vo_minigame_1005_nikki02_005","2","0","0","0","1020031","vo_minigame_1005","0"
"2","0","0","32","0","1","0","9","0.93","1020032","0","83"
"2","0","1","33","0","4","1.24","0","0","1020033","0","0"
"2","83","0","34","0","1","0","9","0.879","1020034","0","257"
"2","0","1","35","0","4","1.877","0","0","1020035","0","0"
"2","0","0","36","vo_minigame_1005_nikki02_006","2","0","0","0","1020036","vo_minigame_1005","0"
"2","0","0","37","0","1","0","10","1.148","1020037","0","164"
"2","0","1","38","0","4","1.541","0","0","1020038","0","0"
"2","164","0","39","0","1","0","10","1.145","1020039","0","367"
"2","0","1","40","0","4","2.645","0","0","1020040","0","0"
"3","0","3","1","0","4","1","0","0","1030001","0","0"
"3","0","0","2","vo_minigame_1005_nikki03_000","2","0","0","0","1030002","vo_minigame_1005","0"
"3","0","0","3","0","1","0","1","2.61","1030003","0","340"
"3","0","1","4","0","4","3.007","0","0","1030004","0","0"
"3","0","0","5","0","1","0","2","1.47","1030005","0","233"
"3","0","1","6","0","4","2.171","0","0","1030006","0","0"
"3","0","0","7","vo_minigame_1005_nikki03_001","2","0","0","0","1030007","vo_minigame_1005","0"
"3","0","0","8","0","1","0","3","2.1","1030008","0","322"
"3","0","1","9","0","4","2.579","0","0","1030009","0","0"
"3","0","0","10","0","1","0","4","2.298","1030010","0","370"
"3","0","1","11","0","4","3.18","0","0","1030011","0","0"
"3","0","0","12","vo_minigame_1005_nikki03_002","2","0","0","0","1030012","vo_minigame_1005","0"
"3","0","0","13","0","1","0","5","1.262","1030013","0","101"
"3","0","1","14","0","4","1.993","0","0","1030014","0","0"
"3","0","0","15","vo_minigame_1005_nikki03_003","2","0","0","0","1030015","vo_minigame_1005","0"
"3","101","0","16","0","1","0","5","0.373","1030016","0","142"
"3","0","1","17","0","4","0.69","0","0","1030017","0","0"
"3","142","0","18","0","1","0","5","1.045","1030018","0","362"
"3","0","1","19","0","4","2.131","0","0","1030019","0","0"
"3","0","0","20","vo_minigame_1005_nikki03_004","2","0","0","0","1030020","vo_minigame_1005","0"
"3","0","0","21","0","1","0","6","2.147","1030021","0","289"
"3","0","1","22","0","4","2.618","0","0","1030022","0","0"
"3","0","0","23","0","1","0","7","1.445","1030023","0","350"
"3","0","1","24","0","4","2.552","0","0","1030024","0","0"
"3","0","0","25","vo_minigame_1005_nikki03_005","2","0","0","0","1030025","vo_minigame_1005","0"
"3","0","0","26","0","1","0","8","0.876","1030026","0","103"
"3","0","1","27","0","4","1.252","0","0","1030027","0","0"
"3","103","0","28","0","1","0","8","2.625","1030028","0","407"
"3","0","1","29","0","4","4.056","0","0","1030029","0","0"
"3","0","0","30","vo_minigame_1005_nikki03_006","2","0","0","0","1030030","vo_minigame_1005","0"
"3","0","0","31","0","1","0","9","2.728","1030031","0","383"
"3","0","1","32","0","4","3.023","0","0","1030032","0","0"
"3","0","0","33","0","1","0","10","0.91","1030033","0","104"
"3","0","1","34","0","4","1.977","0","0","1030034","0","0"
"3","0","0","35","vo_minigame_1005_nikki03_007","2","0","0","0","1030035","vo_minigame_1005","0"
"3","104","0","36","0","1","0","10","0.558","1030036","0","245"
"3","0","1","37","0","4","0.973","0","0","1030037","0","0"
"3","245","0","38","0","1","0","10","1.35","1030038","0","392"
"3","0","1","39","0","4","2.103","0","0","1030039","0","0"
"3","0","0","40","vo_minigame_1005_nikki03_008","2","0","0","0","1030040","vo_minigame_1005","0"
"3","0","0","41","0","1","0","11","0.935","1030041","0","150"
"3","0","1","42","0","4","2.435","0","0","1030042","0","0"
"4","0","3","1","0","4","1","0","0","1040001","0","0"
"4","0","0","2","vo_minigame_1005_nikki04_000","2","0","0","0","1040002","vo_minigame_1005","0"
"4","0","0","3","0","1","0","1","1.597","1040003","0","222"
"4","0","1","4","0","4","1.881","0","0","1040004","0","0"
"4","0","0","5","0","1","0","2","1.46","1040005","0","239"
"4","0","1","6","0","4","2.457","0","0","1040006","0","0"
"4","0","0","7","vo_minigame_1005_nikki04_001","2","0","0","0","1040007","vo_minigame_1005","0"
"4","0","0","8","0","1","0","3","1.208","1040008","0","184"
"4","0","1","9","0","4","1.578","0","0","1040009","0","0"
"4","184","0","10","0","1","0","3","0.673","1040010","0","303"
"4","0","1","11","0","4","1.009","0","0","1040011","0","0"
"4","303","0","12","0","1","0","3","0.65","1040012","0","370"
"4","0","1","13","0","4","0.729","0","0","1040013","0","0"
"4","0","0","14","0","1","0","4","0.976","1040014","0","182"
"4","0","1","15","0","4","1.993","0","0","1040015","0","0"
"4","0","0","16","vo_minigame_1005_nikki04_002","2","0","0","0","1040016","vo_minigame_1005","0"
"4","182","0","17","0","1","0","4","0.396","1040017","0","242"
"4","0","1","18","0","4","0.864","0","0","1040018","0","0"
"4","242","0","19","0","1","0","4","0.74","1040019","0","360"
"4","0","1","20","0","4","1.855","0","0","1040020","0","0"
"4","0","0","21","vo_minigame_1005_nikki04_003","2","0","0","0","1040021","vo_minigame_1005","0"
"4","0","0","22","0","1","0","5","0.437","1040022","0","84"
"4","0","1","23","0","4","0.497","0","0","1040023","0","0"
"4","84","0","24","0","1","0","5","1.776","1040024","0","289"
"4","0","1","25","0","4","2.233","0","0","1040025","0","0"
"4","0","0","26","0","1","0","6","1.29","1040026","0","163"
"4","0","1","27","0","4","1.638","0","0","1040027","0","0"
"4","163","0","28","0","1","0","6","1.137","1040028","0","400"
"4","0","1","29","0","4","2.3","0","0","1040029","0","0"
"4","0","0","30","vo_minigame_1005_nikki04_004","2","0","0","0","1040030","vo_minigame_1005","0"
"4","0","0","31","0","1","0","7","0.336","1040031","0","65"
"4","0","1","32","0","4","0.826","0","0","1040032","0","0"
"4","65","0","33","0","1","0","7","1.223","1040033","0","203"
"4","0","1","34","0","4","1.223","0","0","1040034","0","0"
"4","203","0","35","0","1","0","7","0.994","1040035","0","325"
"4","0","1","36","0","4","1.487","0","0","1040036","0","0"
"4","0","0","37","0","1","0","8","0.89","1040037","0","312"
"4","0","1","38","0","4","1.567","0","0","1040038","0","0"
"4","0","0","39","vo_minigame_1005_nikki04_005","2","0","0","0","1040039","vo_minigame_1005","0"
"4","0","0","40","0","1","0","9","0.74","1040040","0","151"
"4","0","1","41","0","4","1.731","0","0","1040041","0","0"
"4","0","0","42","vo_minigame_1005_nikki04_006","2","0","0","0","1040042","vo_minigame_1005","0"
"4","0","0","43","0","1","0","10","1.937","1040043","0","278"
"4","0","1","44","0","4","2.435","0","0","1040044","0","0"
"4","0","0","45","0","1","0","11","0.822","1040045","0","66"
"4","0","1","46","0","4","1.376","0","0","1040046","0","0"
"4","66","0","47","0","1","0","11","0.576","1040047","0","203"
"4","0","1","48","0","4","0.923","0","0","1040048","0","0"
"4","203","0","49","0","1","0","11","0.785","1040049","0","353"
"4","0","1","50","0","4","2.285","0","0","1040050","0","0"
"5","0","3","1","0","4","1","0","0","1050001","0","0"
"5","0","0","2","vo_minigame_1005_nikki05_000","2","0","0","0","1050002","vo_minigame_1005","0"
"5","0","0","3","0","1","0","1","1.419","1050003","0","183"
"5","0","1","4","0","4","1.662","0","0","1050004","0","0"
"5","0","0","5","0","1","0","2","1.614","1050005","0","265"
"5","0","1","6","0","4","2.394","0","0","1050006","0","0"
"5","0","0","7","vo_minigame_1005_nikki05_001","2","0","0","0","1050007","vo_minigame_1005","0"
"5","0","0","8","0","1","0","3","2.658","1050008","0","394"
"5","0","1","9","0","4","3.202","0","0","1050009","0","0"
"5","0","0","10","vo_minigame_1005_nikki05_002","2","0","0","0","1050010","vo_minigame_1005","0"
"5","0","0","11","0","1","0","4","1.745","1050011","0","298"
"5","0","1","12","0","4","2.545","0","0","1050012","0","0"
"5","0","0","13","vo_minigame_1005_nikki05_003","2","0","0","0","1050013","vo_minigame_1005","0"
"5","0","0","14","0","1","0","5","0.964","1050014","0","84"
"5","0","1","15","0","4","1.34","0","0","1050015","0","0"
"5","84","0","16","0","1","0","5","1.919","1050016","0","394"
"5","0","1","17","0","4","2.719","0","0","1050017","0","0"
"5","0","0","18","vo_minigame_1005_nikki05_004","2","0","0","0","1050018","vo_minigame_1005","0"
"5","0","0","19","0","1","0","6","0.434","1050019","0","103"
"5","0","1","20","0","4","0.903","0","0","1050020","0","0"
"5","103","0","21","0","1","0","6","0.8","1050021","0","250"
"5","0","1","22","0","4","0.8","0","0","1050022","0","0"
"5","0","0","23","0","1","0","7","0.262","1050023","0","25"
"5","0","1","24","0","4","0.968","0","0","1050024","0","0"
"5","25","0","25","0","1","0","7","2.473","1050025","0","309"
"5","0","1","26","0","4","3.315","0","0","1050026","0","0"
"5","0","0","27","vo_minigame_1005_nikki05_005","2","0","0","0","1050027","vo_minigame_1005","0"
"5","0","0","28","0","1","0","8","0.509","1050028","0","28"
"5","0","1","29","0","4","0.988","0","0","1050029","0","0"
"5","28","0","30","0","1","0","8","1.775","1050030","0","364"
"5","0","1","31","0","4","2.507","0","0","1050031","0","0"
"5","0","0","32","vo_minigame_1005_nikki05_006","2","0","0","0","1050032","vo_minigame_1005","0"
"5","0","0","33","0","1","0","9","1.139","1050033","0","201"
"5","0","1","34","0","4","2.066","0","0","1050034","0","0"
"5","0","0","35","vo_minigame_1005_nikki05_007","2","0","0","0","1050035","vo_minigame_1005","0"
"5","0","0","36","0","1","0","10","0.665","1050036","0","60"
"5","0","1","37","0","4","1.144","0","0","1050037","0","0"
"5","60","0","38","0","1","0","10","1.389","1050038","0","282"
"5","0","1","39","0","4","1.789","0","0","1050039","0","0"
"5","282","0","40","0","1","0","10","0.823","1050040","0","376"
"5","0","1","41","0","4","2.023","0","0","1050041","0","0"
