3371534da69c29da36cd93f867d27ec946a648c4685f59d148fc777910278e56,56532e1a8f93d0b8af28f9cc1f9efb6892a3b45b412333aee7ae76eabd7b04fe,66c39a3b200adb94bd063c98c1bb1d42320f71c1cb9dc01eeef59fd5d68e254b,8371d0d9a2caf9c3506632cfc6e4cebfbe2b61378bd4996e2a4be2c83514705e,16bb959f8996540d5249e78bb08a66ee13bdbccefcd3cf229159efe6810aeb7a,2b52a4025c5f6dcb61f7b8c949388580d55b131d69b7c6307053ece2e4ec92ce,06702cef171ba9ff92e2961433417942302413a5f11adc07ec01e98d86a421d8,12529a65fbb8efc224ffe583b7036eeb09a3509e701252f66cd1b865932b0652,507c87527ba8b0ad2eb19b78f4c7905c72c40dfd54d174613eafdfb120741bd2,9be7ab62872cdcac2ba659d4e4021a7d084f953da051ebada53599048908754a,d5e94f785bcc454045ee42f41b7d45f84921869bd70c734120cb62cef88153f3,24d334b6a624485a615c46b29e0da63002a88d5619d1ed882da623b78f88d41f,9c0891bdfdf85619d1e74e31acd451c9d7ceca9fa1dd396bd56287b5825cec85,8285a47a49ba97ab8c675ff35f7cc8ba2239c88446e4ddbe556f5106616f2368,3b754ec5d34be601c9642af172091a338c12da0e8c6aa0d7c36fe9fd7eff4335
"0","什、什麼超能力…\n那是什麼東西呢～？","柏崎 初音","0","2","我是初音，\n我還蠻強的喔。\nYeah☆","1","1.4","0","…拜託！\n不要跟任何人說啊～！","1","1012","0","1","0"
"0","勉強算是女子高中生模特兒的時尚教主！","美波 鈴奈","0","2","你好！\n我是美波鈴奈呦～♪","1","1.4","0","秀才真的是\nGF（Ｇood feeling）～♪","1","1016","0","1","0"
"0","東京就像個遊樂園的地方啊ー","喜屋武 香織","0","2","你好啊。\n我是喜屋武香織ー。","1","1.4","0","可是，沖繩也是個好地方喔ー","1","1017","0","1","0"
"0","還是不太習慣\n被稱作為老師","支倉 伊緒","0","2","我是支倉伊緒。","1","1.4","0","所以就叫我伊緒吧。","1","1018","0","1","0"
"0","啊！哥哥～\n等一下啊～","茜 美美","0","2","什麼…？\n美美，\n不懂太複雜的事情…","1","1.5","0","不要放美美一個人啊～","1","1020","0","1","0"
"0","那個……\n咦……","栗林 胡桃","0","2","啊…那個…我是…\n栗…林… 胡桃…","1","1.5","0","哇啊啊啊啊啊……","1","1021","0","1","0"
"0","為了我，\n浪費那麼寶貴的時間，","風宮 依里","0","2","我是風宮依里。\n啊啊啊啊啊！","1","1.4","0","總之先謝謝你！","1","1022","0","1","0"
"0","哥哥要去哪裡呢？\n什麼？","北條 綾音","0","2","我是綾音！\n我跟噗吉一起跟著你吧！","1","1.5","0","我想要去這裡ー\n快一點、快一點ー","1","1023","0","1","0"
"0","雖然我還不夠成熟，\n接下來還請您多多…，","天野 鈴莓","0","2","哇…哇…，\n我叫做天野鈴莓！","1","1.4","0","不對，好像怪怪的…\n啊啊啊，對不起！","1","1025","0","1","0"
"0","你是我…命中注定的……\n另一半……","倉石 惠理子","0","2","……呵呵…我是\n…倉石惠理子……","1","1.4","0","我絕對不會………\n鬆開手的…!!","1","1027","0","1","0"
"0","如果能節省那些事情的話，\n應該可以過得更悠閒一點！","佐佐木 咲戀","0","2","我是佐佐木咲戀。\n你不覺得在這個世界上，\n無謂的事情太多了嗎？","1","1.4","0","…你不覺得嗎？？","1","1028","0","1","0"
"0","那個…\n你不認識我嗎?!","櫻井 望","0","2","我是櫻井望！\n請多指教","1","1.4","0","哈哈哈，\n看來我還得努力呢～","1","1029","0","1","0"
"0","初次見面，\n我叫做妮諾‧珠貝爾！","妮諾‧珠貝爾","0","2","鏘鏘！","1","1.4","0","將軍，\n跟著我一起統一天下吧！","1","1030","0","1","0"
"0","然後在我隔壁的，是……\n什麼，看不到嗎？","上喜 忍","0","2","我是上喜忍。\n手上拿的骷髏，是我的父親。","1","1.4","0","真是奇怪呢……","1","1031","0","1","0"
"0","但是\n目前還缺少了點東西…","野戶 真陽","0","2","我的目標\n是成為有名的搞笑藝人！","1","1.5","0","沒錯，\n那就是會吐槽我的對象…！","1","1033","0","1","0"
"0","因為有一點緊張…","綾瀬 優花梨","0","2","那個…我是…綾瀬優花…\n那個…不好意思！","1","1.4","0","所以，\n先來去喝一杯了…！","1","1034","0","1","0"
"0","因為不可以跟陌生人說話","冰川 鏡華","0","2","我…冰川 鏡華。","1","1.5","0","所以沒有辦法…\n在跟你說話了！","1","1036","0","1","0"
"0","……啊，鬧鐘響了。","柏崎 栞","0","2","我是柏崎…栞。","1","1.4","0","因為我身體太虛弱了，\n所以每三十分鐘，\n就得要休息一次。","1","1038","0","1","0"
"0","我，從來都沒有交過朋友……","雙葉 碧","0","2","我、我是雙葉碧。","1","1.4","0","只有花朵，\n是我唯一的說話對象。","1","1040","0","1","0"
"0","我一直都希望，\n能夠以我的歌聲帶給大家幸福…","三角 千歌","0","2","我是三角千歌。","1","1.4","0","我衷心這麼期望著。","1","1042","0","1","0"
"0","什麼？\n你是那傢伙的同伴嗎？","安藝 真琴","0","2","我是安藝真琴。","1","1.4","0","抱、抱歉，剛才懷疑了你…","1","1043","0","1","0"
"0","所有具有生命的東西啊！","伊莉亞‧奧恩斯坦","0","2","我就是夜晚的統治者！","1","1.4","0","居服在妾身偉大的力量之下吧\n哈哈哈！","1","1044","0","1","0"
"0","呵呵呵呵呵……啊！","遠見 空花","0","2","然後騎士就對妖精粗魯的……","1","1.4","0","找、找空花有什麼事情嗎!?","1","1045","0","1","0"
"0","可以自由自在的睡覺玩樂♪\n吃飯打架…","宮坂 珠希","0","2","我是宮坂珠希喵♪\n當貓很好呦喵？","1","1.4","0","嗯～…\n貓咪真的是太棒了～♪","1","1046","0","1","0"
"0","那麼趕快來去冒…","大神 美冬","0","2","我是大神美冬！","1","1.4","0","…雖然想這麼講，\n不過打工的時間到了！\n下次再說吧！","1","1048","0","1","0"
"0","無論是冒險、戰鬥、\n打掃還是洗衣服","星野 靜流","0","2","我是星野靜流！","1","1.4","0","全～部的事情，\n都繳給姐姐吧！","1","1049","0","1","0"
"0","正如你所見的，\n是個性感的美少女","玉泉 美咲","0","2","我是玉泉美咲。","1","1.5","0","就是在學校裡面，\n大家會捧為偶像的存在呦♪","1","1050","0","1","0"
"0","？？？？","莉瑪","0","2","？？？","1","1.4","0","？？？？","1","1052","0","1","0"
"0","居然想利用零食\n這點東西來收買我……","莫妮卡‧拜斯溫特","0","2","我是莫妮卡‧拜斯溫特。","1","1.5","0","不、不過，你既然都這樣說了，\n那我就收下吧","1","1053","0","1","0"
"0","居然想利用零食\n這點東西來收買我……","貪吃佩可","0","2","我是莫妮卡‧拜斯溫特。","1","1.5","0","不、不過，你既然都這樣說了，\n那我就收下吧","1","1058","0","1","0"
"0","居然想利用零食\n這點東西來收買我……","可可蘿","0","2","我是莫妮卡‧拜斯溫特。","1","1.5","0","不、不過，你既然都這樣說了，\n那我就收下吧","1","1059","0","1","0"
"0","居然想利用零食\n這點東西來收買我……","凱留","0","2","我是莫妮卡‧拜斯溫特。","1","1.5","0","不、不過，你既然都這樣說了，\n那我就收下吧","1","1060","0","1","0"
