57b7f0a651832614b46b7794b979720e5fa26eaa3e2793d87ec65c774ccbf6d2,2ce9196b01a9686d60943e04721c35849b551461bed276660ea8684d3d8439ea,e6d0d7aa3b0846d6eb38911bd469a691bf0734cb72cd1c0a7e4b393c6cdaf6b5,eb18cc3dfbfb89931d5f088875f88817d4708220fd444148c757b9695d3f4ddd,1e5bd13ac13a7350e9beaa3ff80157e71b292134e6384e89cbbd61ee05cf5819,537ca68b343fce5bbc8079a7a75d955e05bc29b37d63fb368a1a37621adb7d70,47bffaaaa67df6403fa6d4baa5928fcc4e597cfa751982042b9d65705d59b034,d99873239f8cd7552e141fa986695a541cd99767db12b04597d37ae960456276
"710007201","710000072","710007202","710007203","710007204","710007205","100","710200721"
"710007301","710000073","710007302","710007303","710007304","710007305","100","710200731"
"710007401","710000074","710007402","710007403","710007404","710007405","100","710200741"
"710007501","710000075","710007503","710007502","710007504","710007505","100","710200751"
"710007601","710000076","710007602","710007603","710007604","710007605","100","710200761"
"710007702","710000077","710007701","710007703","710007704","710007705","100","710200771"
"710007801","710000078","710007802","710007803","710007804","710007805","100","710200781"
"710007901","710000079","710007903","710007902","710007904","710007905","100","710200791"
"710008001","710000080","710008001","710008002","710008003","710008004","100","710200801"
"710008101","710000081","710008102","710008103","710008104","710008105","100","710200811"
"710008201","710000082","710008202","710008203","710008204","710008205","100","710200821"
"710008301","710000083","710008302","710008303","710008304","710008305","100","710200831"
"710008401","710000084","710008402","710008403","710008404","710008405","100","710200841"
"710008501","710000085","710008502","710008503","710008504","710008505","100","710200851"
"710008601","710000086","710008602","710008603","710008604","710008605","100","710200861"
"710008701","710000087","710008703","710008702","710008704","710008705","100","710200871"
"710008801","710000088","710008802","710008803","710008804","710008805","100","710200881"
"710008901","710000089","710008902","710008903","710008904","710008905","100","710200891"
"710009001","710000090","710009001","710009002","710009003","710009004","100","710200901"
"710009101","710000091","710009102","710009103","710009104","710009105","100","710200911"
"710009201","710000092","710009202","710009203","710009204","710009205","100","710200921"
"710009301","710000093","710009302","710009304","710009303","710009305","100","710200931"
"710009401","710000094","710009402","710009403","710009404","710009405","100","710200941"
"710009501","710000095","710009504","710009502","710009503","710009505","100","710200951"
"710009601","710000096","710009602","710009603","710009604","710009605","100","710200961"
"710009701","710000097","710009702","710009703","710009704","710009705","100","710200971"
"710009803","710000098","710009802","710009801","710009804","710009805","100","710200981"
"710009901","710000099","710009902","710009903","710009904","710009905","100","710200991"
"710010001","710000100","710010001","710010002","710010004","710010003","100","710201001"
"710010101","710000101","710010102","710010103","710010104","710010105","100","710201011"
"710010201","710000102","710010203","710010202","710010204","710010205","100","710201021"
"710010301","710000103","710010302","710010303","710010304","710010305","100","710201031"
"710010401","710000104","710010402","710010403","710010404","710010405","100","710201041"
"710010501","710000105","710010502","710010503","710010504","710010505","100","710201051"
"710010601","710000106","710010602","710010603","710010604","710010605","100","710201061"
"710010704","710000107","710010701","710010703","710010702","710010705","100","710201071"
"710010801","710000108","710010802","710010803","710010804","710010805","100","710201081"
"710010901","710000109","710010902","710010903","710010904","710010905","100","710201091"
"710011001","710000110","710011001","710011002","710011003","710011004","100","710201101"
"710011101","710000111","710011103","710011104","710011102","710011105","100","710301111"
"710011203","710000112","710011201","710011202","710011204","710011205","100","710301121"
"710011303","710000113","710011301","710011304","710011302","710011305","100","710301131"
"710011402","710000114","710011401","710011403","710011404","710011405","100","710301141"
"710011501","710000115","710011503","710011504","710011502","710011505","100","710301151"
"710011601","710000116","710011603","710011602","710011604","710011605","100","710301161"
"710011701","710000117","710011703","710011702","710011704","710011705","100","710301171"
"710011801","710000118","710011802","710011803","710011804","710011805","100","710301181"
"710011901","710000119","710011903","710011904","710011902","710011905","100","710301191"
"710012001","710000120","710012001","710012002","710012003","710012004","100","710301201"
"710012101","710000121","710012104","710012105","710012102","710012103","100","710301211"
"710012203","710000122","710012201","710012202","710012204","710012205","100","710301221"
"710012301","710000123","710012302","710012303","710012304","710012305","100","710301231"
"710012401","710000124","710012402","710012405","710012404","710012403","100","710301241"
"710012501","710000125","710012502","710012503","710012505","710012504","100","710301251"
"710012601","710000126","710012604","710012603","710012602","710012605","100","710301261"
"710012701","710000127","710012702","710012703","710012704","710012705","100","710301271"
"710012801","710000128","710012803","710012804","710012802","710012805","100","710301281"
"710012903","710000129","710012904","710012901","710012902","710012905","100","710301291"
"710013001","710000130","710013001","710013002","710013003","710013004","100","710301301"
"710013101","710000131","710013102","710013103","710013104","710013105","100","710401311"
"710013201","710000132","710013202","710013203","710013204","710013205","100","710401321"
"710013301","710000133","710013302","710013303","710013304","710013305","100","710401331"
"710013401","710000134","710013402","710013403","710013404","710013405","100","710401341"
"710013501","710000135","710013502","710013503","710013504","710013505","100","710401351"
"710013601","710000136","710013602","710013603","710013604","710013605","100","710401361"
"710013701","710000137","710013702","710013703","710013704","710013705","100","710401371"
"710013801","710000138","710013802","710013804","710013805","710013803","100","710401381"
"710013901","710000139","710013902","710013903","710013904","710013905","100","710401391"
"710014001","710000140","710014001","710014002","710014003","710014004","100","710401401"
"710014101","710000141","710014102","710014103","710014104","710014105","100","710401411"
"710014204","710000142","710014201","710014202","710014203","710014205","100","710401421"
"710014301","710000143","710014304","710014302","710014303","710014305","100","710401431"
"710014401","710000144","710014402","710014403","710014404","710014405","100","710401441"
"710014501","710000145","710014503","710014502","710014504","710014505","100","710401451"
"710014601","710000146","710014602","710014603","710014604","710014605","100","710401461"
"710014701","710000147","710014702","710014703","710014704","710014705","100","710401471"
"710014801","710000148","710014802","710014803","710014804","710014805","100","710401481"
"710014901","710000149","710014902","710014903","710014904","710014905","100","710401491"
"710015001","710000150","710015001","710015002","710015003","710015004","100","710401501"
"710015102","710000151","710015103","710015101","710015104","710015105","100","710501511"
"710015202","710000152","710015204","710015201","710015203","710015205","100","710501521"
"710015301","710000153","710015302","710015303","710015304","710015305","100","710501531"
"710015401","710000154","710015402","710015403","710015404","710015405","100","710501541"
"710015501","710000155","710015503","710015505","710015502","710015504","100","710501551"
"710015601","710000156","710015602","710015604","710015603","710015605","100","710501561"
"710015703","710000157","710015701","710015702","710015704","710015705","100","710501571"
"710015801","710000158","710015804","710015802","710015805","710015803","100","710501581"
"710015901","710000159","710015902","710015903","710015904","710015905","100","710501591"
"710016001","710000160","710016001","710016002","710016003","710016004","100","710501601"
"710016101","710000161","710016102","710016104","710016103","710016105","100","710501611"
"710016201","710000162","710016202","710016203","710016204","710016205","100","710501621"
"710016301","710000163","710016302","710016303","710016304","710016305","100","710501631"
"710016401","710000164","710016402","710016403","710016404","710016405","100","710501641"
"710016502","710000165","710016501","710016503","710016504","710016505","100","710501651"
"710016601","710000166","710016603","710016602","710016605","710016604","100","710501661"
"710016702","710000167","710016701","710016703","710016704","710016705","100","710501671"
"710016801","710000168","710016802","710016803","710016804","710016805","100","710501681"
"710016901","710000169","710016903","710016902","710016904","710016905","100","710501691"
"710017001","710000170","710017001","710017002","710017003","710017004","100","710501701"
"710017103","710000171","710017101","710017102","710017104","710017105","100","710601711"
"710017203","710000172","710017201","710017204","710017202","710017205","100","710601721"
"710017301","710000173","710017303","710017304","710017302","710017305","100","710601731"
"710017401","710000174","710017403","710017402","710017404","710017405","100","710601741"
"710017503","710000175","710017501","710017502","710017504","710017505","100","710601751"
"710017603","710000176","710017601","710017604","710017602","710017605","100","710601761"
"710017703","710000177","710017701","710017704","710017702","710017705","100","710601771"
"710017803","710000178","710017801","710017802","710017804","710017805","100","710601781"
"710017903","710000179","710017904","710017901","710017902","710017905","100","710601791"
"710018001","710000180","710018004","710018005","710018003","710018002","100","710601801"
"710018103","710000181","710018103","710018101","710018102","710018104","100","710601811"
"710018203","710000182","710018204","710018201","710018202","710018205","100","710601821"
"710018303","710000183","710018303","710018301","710018302","710018304","100","710601831"
"710018403","710000184","710018401","710018402","710018404","710018405","100","710601841"
"710018503","710000185","710018501","710018502","710018504","710018505","100","710601851"
"710018603","710000186","710018601","710018604","710018602","710018605","100","710601861"
"710018703","710000187","710018701","710018704","710018702","710018705","100","710601871"
"710018803","710000188","710018801","710018804","710018802","710018805","100","710601881"
"710018903","710000189","710018901","710018904","710018902","710018905","100","710601891"
"710019004","710000190","710019001","710019002","710019003","710019005","100","710601901"
"710019101","710000191","710019102","710019103","710019104","710019105","100","710701911"
"710019201","710000192","710019202","710019203","710019204","710019205","100","710701921"
"710019301","710000193","710019302","710019303","710019304","710019305","100","710701931"
"710019401","710000194","710019402","710019403","710019404","710019405","100","710701941"
"710019501","710000195","710019502","710019503","710019504","710019505","100","710701951"
"710019601","710000196","710019602","710019603","710019604","710019605","100","710701961"
"710019701","710000197","710019702","710019703","710019704","710019705","100","710701971"
"710019801","710000198","710019802","710019803","710019804","710019805","100","710701981"
"710019901","710000199","710019902","710019903","710019904","710019905","100","710701991"
"710020001","710000200","710020002","710020003","710020004","710020005","100","710702001"
"710020101","710000201","710020102","710020103","710020104","710020105","100","710702011"
"710020201","710000202","710020202","710020203","710020204","710020205","100","710702021"
"710020301","710000203","710020302","710020303","710020304","710020305","100","710702031"
"710020401","710000204","710020402","710020403","710020404","710020405","100","710702041"
"710020501","710000205","710020502","710020503","710020504","710020505","100","710702051"
"710020601","710000206","710020602","710020603","710020604","710020605","100","710702061"
"710020701","710000207","710020702","710020703","710020704","710020705","100","710702071"
"710020801","710000208","710020802","710020803","710020804","710020805","100","710702081"
"710020901","710000209","710020902","710020903","710020904","710020905","100","710702091"
"710021001","710000210","710021002","710021003","710021004","710021005","100","710702101"
"710021101","710000211","710021102","710021103","710021104","710021105","100","710802111"
"710021201","710000212","710021202","710021203","710021204","710021205","100","710802121"
"710021301","710000213","710021302","710021303","710021304","710021305","100","710802131"
"710021401","710000214","710021402","710021403","710021404","710021405","100","710802141"
"710021501","710000215","710021502","710021503","710021504","710021505","100","710802151"
"710021601","710000216","710021602","710021603","710021604","710021605","100","710802161"
"710021701","710000217","710021702","710021703","710021704","710021705","100","710802171"
"710021801","710000218","710021802","710021803","710021804","710021805","100","710802181"
"710021901","710000219","710021902","710021903","710021904","710021905","100","710802191"
"710022002","710000220","710022003","710022001","710022004","0","100","710802201"
"710022101","710000221","710022102","710022103","710022104","710022105","100","710802211"
"710022201","710000222","710022202","710022203","710022204","710022205","100","710802221"
"710022301","710000223","710022302","710022303","710022304","710022305","100","710802231"
"710022401","710000224","710022402","710022403","710022404","710022405","100","710802241"
"710022501","710000225","710022502","710022503","710022504","710022505","100","710802251"
"710022601","710000226","710022602","710022603","710022604","710022605","100","710802261"
"710022701","710000227","710022702","710022703","710022704","710022705","100","710802271"
"710022801","710000228","710022802","710022803","710022804","710022805","100","710802281"
"710022901","710000229","710022902","710022903","710022904","710022905","100","710802291"
"710023003","710000230","710023002","710023001","710023004","0","100","710802301"
"710023101","710000231","710023102","710023103","710023104","710023105","100","710902311"
"710023201","710000232","710023202","710023203","710023204","710023205","100","710902321"
"710023301","710000233","710023302","710023303","710023304","710023305","100","710902331"
"710023401","710000234","710023402","710023403","710023404","710023405","100","710902341"
"710023501","710000235","710023502","710023503","710023504","710023505","100","710902351"
"710023601","710000236","710023602","710023603","710023604","710023605","100","710902361"
"710023701","710000237","710023702","710023703","710023704","710023705","100","710902371"
"710023801","710000238","710023802","710023803","710023804","710023805","100","710902381"
"710023901","710000239","710023902","710023903","710023904","710023905","100","710902391"
"710024001","710000240","710024002","710024003","710024004","0","100","710902401"
"710024101","710000241","710024102","710024103","710024104","710024105","100","710902411"
"710024201","710000242","710024202","710024203","710024204","710024205","100","710902421"
"710024301","710000243","710024302","710024303","710024304","710024305","100","710902431"
"710024401","710000244","710024402","710024403","710024404","710024405","100","710902441"
"710024501","710000245","710024502","710024503","710024504","710024505","100","710902451"
"710024601","710000246","710024602","710024603","710024604","710024605","100","710902461"
"710024701","710000247","710024702","710024703","710024704","710024705","100","710902471"
"710024801","710000248","710024802","710024803","710024804","710024805","100","710902481"
"710024901","710000249","710024902","710024903","710024904","710024905","100","710902491"
"710025001","710000250","710025002","710025003","710025004","0","100","710902501"
"710025101","710000251","710025102","710025103","710025104","710025105","100","711002511"
"710025201","710000252","710025202","710025203","710025204","710025205","100","711002521"
"710025301","710000253","710025302","710025303","710025304","710025305","100","711002531"
"710025401","710000254","710025402","710025403","710025404","710025405","100","711002541"
"710025501","710000255","710025502","710025503","710025504","710025505","100","711002551"
"710025601","710000256","710025602","710025603","710025604","710025605","100","711002561"
"710025701","710000257","710025702","710025703","710025704","710025705","100","711002571"
"710025801","710000258","710025802","710025803","710025804","710025805","100","711002581"
"710025901","710000259","710025902","710025903","710025904","710025905","100","711002591"
"710026001","710000260","710026002","710026003","710026004","0","100","711002601"
"710026101","710000261","710026102","710026103","710026104","710026105","100","711002611"
"710026201","710000262","710026202","710026203","710026204","710026205","100","711002621"
"710026302","710000263","710026301","710026303","710026304","710026305","100","711002631"
"710026401","710000264","710026402","710026403","710026404","710026405","100","711002641"
"710026501","710000265","710026502","710026504","710026503","710026505","100","711002651"
"710026601","710000266","710026602","710026603","710026604","710026605","100","711002661"
"710026701","710000267","710026702","710026703","710026704","710026705","100","711002671"
"710026801","710000268","710026802","710026803","710026804","710026805","100","711002681"
"710026901","710000269","710026902","710026903","710026904","710026905","100","711002691"
"710027001","710000270","710027002","710027003","710027004","710027005","100","711002701"
"710027101","710000271","710027102","710027104","710027103","710027105","100","711102711"
"710027201","710000272","710027202","710027203","710027205","710027204","100","711102721"
"710027301","710000273","710027302","710027303","710027304","710027305","100","711102731"
"710027401","710000274","710027402","710027403","710027404","710027405","100","711102741"
"710027501","710000275","710027503","710027502","710027504","710027505","100","711102751"
"710027602","710000276","710027601","710027604","710027603","710027605","100","711102761"
"710027701","710000277","710027702","710027704","710027703","710027705","100","711102771"
"710027801","710000278","710027802","710027803","710027804","710027805","100","711102781"
"710027901","710000279","710027901","710027904","710027905","710027902","100","711102791"
"710028001","710000280","710028002","710028003","710028004","0","100","711102801"
"710028101","710000281","710028102","710028103","710028104","710028105","100","711102811"
"710028201","710000282","710028203","710028202","710028204","710028205","100","711102821"
"710028303","710000283","710028304","710028301","710028302","710028305","100","711102831"
"710028401","710000284","710028402","710028404","710028403","710028405","100","711102841"
"710028503","710000285","710028501","710028504","710028502","710028505","100","711102851"
"710028601","710000286","710028603","710028602","710028605","710028604","100","711102861"
"710028701","710000287","710028703","710028704","710028702","710028705","100","711102871"
"710028801","710000288","710028803","710028802","710028804","710028805","100","711102881"
"710028901","710000289","710028902","710028904","710028903","710028905","100","711102891"
"710029001","710000290","710029002","710029003","710029004","710029005","100","711102901"
"710029101","710000291","710029102","710029104","710029103","710029105","100","711202911"
"710029201","710000292","710029202","710029204","710029203","710029205","100","711202921"
"710029301","710000293","710029302","710029303","710029304","710029305","100","711202931"
"710029401","710000294","710029402","710029403","710029404","710029405","100","711202941"
"710029501","710000295","710029502","710029503","710029504","710029505","100","711202951"
"710029601","710000296","710029602","710029603","710029604","710029605","100","711202961"
"710029701","710000297","710029702","710029703","710029704","710029705","100","711202971"
"710029801","710000298","710029802","710029804","710029803","710029805","100","711202981"
"710029901","710000299","710029904","710029905","710029902","710029903","100","711202991"
"710030004","710000300","710030002","710030003","710030001","0","100","711203001"
"710030101","710000301","710030102","710030104","710030103","710030105","100","711203011"
"710030201","710000302","710030203","710030204","710030202","710030205","100","711203021"
"710030301","710000303","710030303","710030304","710030302","710030305","100","711203031"
"710030401","710000304","710030402","710030403","710030404","710030405","100","711203041"
"710030503","710000305","710030501","710030504","710030502","710030505","100","711203051"
"710030602","710000306","710030601","710030603","710030604","710030605","100","711203061"
"710030701","710000307","710030703","710030704","710030702","710030705","100","711203071"
"710030801","710000308","710030802","710030803","710030804","710030805","100","711203081"
"710030901","710000309","710030902","710030903","710030904","710030905","100","711203091"
"710031004","710000310","710031001","710031002","710031003","710031005","100","711203101"
"710031101","710000311","710031104","710031102","710031103","710031105","100","711303111"
"710031201","710000312","710031202","710031203","710031204","710031205","100","711303121"
"710031301","710000313","710031302","710031304","710031303","710031305","100","711303131"
"710031401","710000314","710031402","710031404","710031403","710031405","100","711303141"
"710031501","710000315","710031503","710031502","710031504","710031505","100","711303151"
"710031602","710000316","710031601","710031604","710031603","710031605","100","711303161"
"710031701","710000317","710031702","710031704","710031703","710031705","100","711303171"
"710031802","710000318","710031801","710031803","710031805","710031804","100","711303181"
"710031901","710000319","710031904","710031902","710031905","710031903","100","711303191"
"710032001","710000320","710032002","710032003","710032004","0","100","711303201"
"710032101","710000321","710032102","710032103","710032104","710032105","100","711303211"
"710032201","710000322","710032203","710032204","710032202","710032205","100","711303221"
"710032303","710000323","710032301","710032302","710032304","710032305","100","711303231"
"710032401","710000324","710032402","710032404","710032403","710032405","100","711303241"
"710032503","710000325","710032504","710032501","710032502","710032505","100","711303251"
"710032601","710000326","710032602","710032603","710032604","710032605","100","711303261"
"710032701","710000327","710032703","710032702","710032704","710032705","100","711303271"
"710032802","710000328","710032801","710032804","710032803","710032805","100","711303281"
"710032901","710000329","710032902","710032903","710032904","710032905","100","711303291"
"710033001","710000330","710033002","710033005","710033004","710033003","100","711303301"
"710033103","710000331","710033101","710033102","710033104","710033105","100","711403311"
"710033203","710000332","710033201","710033204","710033202","710033205","100","711403321"
"710033303","710000333","710033301","710033302","710033304","710033305","100","711403331"
"710033401","710000334","710033403","710033404","710033402","710033405","100","711403341"
"710033503","710000335","710033504","710033501","710033502","710033505","100","711403351"
"710033603","710000336","710033601","710033602","710033604","710033605","100","711403361"
"710033703","710000337","710033701","710033702","710033704","710033705","100","711403371"
"710033803","710000338","710033804","710033801","710033802","710033805","100","711403381"
"710033903","710000339","710033904","710033901","710033902","710033905","100","711403391"
"710034001","710000340","710034005","710034003","710034002","0","100","711403401"
"710034103","710000341","710034104","710034101","710034102","710034105","100","711403411"
"710034203","710000342","710034201","710034204","710034202","710034205","100","711403421"
"710034303","710000343","710034301","710034304","710034302","710034305","100","711403431"
"710034403","710000344","710034401","710034404","710034402","710034405","100","711403441"
"710034503","710000345","710034503","710034501","710034502","710034504","100","711403451"
"710034603","710000346","710034601","710034604","710034602","710034605","100","711403461"
"710034703","710000347","710034701","710034704","710034702","710034705","100","711403471"
"710034803","710000348","710034801","710034804","710034802","710034805","100","711403481"
"710034903","710000349","710034901","710034904","710034902","710034905","100","711403491"
"710035004","710000350","710035001","710035002","710035003","710035005","100","711403501"
"710035101","710000351","710035103","710035104","710035102","710035105","100","711503511"
"710035203","710000352","710035201","710035204","710035202","710035205","100","711503521"
"710035303","710000353","710035301","710035304","710035305","710035302","100","711503531"
"710035403","710000354","710035401","710035404","710035402","710035405","100","711503541"
"710035503","710000355","710035501","710035502","710035504","710035505","100","711503551"
"710035603","710000356","710035601","710035604","710035602","710035605","100","711503561"
"710035701","710000357","710035703","710035704","710035705","710035702","100","711503571"
"710035803","710000358","710035801","710035804","710035802","710035805","100","711503581"
"710035903","710000359","710035901","710035904","710035905","710035902","100","711503591"
"710036004","710000360","710036001","710036002","710036003","710036005","100","711503601"
"710036103","710000361","710036101","710036104","710036105","710036102","100","711603611"
"710036203","710000362","710036201","710036204","710036202","710036205","100","711603621"
"710036303","710000363","710036301","710036304","710036305","710036302","100","711603631"
"710036403","710000364","710036401","710036402","710036404","710036405","100","711603641"
"710036503","710000365","710036504","710036501","710036502","710036505","100","711603651"
"710036603","710000366","710036601","710036602","710036604","710036605","100","711603661"
"710036701","710000367","710036703","710036702","710036704","710036705","100","711603671"
"710036803","710000368","710036804","710036801","710036802","710036805","100","711603681"
"710036903","710000369","710036904","710036901","710036902","710036905","100","711603691"
"710037001","710000370","710037004","710037002","710037003","710037005","100","711603701"
"710037101","710000371","710037103","710037104","710037102","710037105","100","711703711"
"710037201","710000372","710037203","710037204","710037202","710037205","100","711703721"
"710037303","710000373","710037301","710037304","710037302","710037305","100","711703731"
"710037403","710000374","710037401","710037404","710037402","710037405","100","711703741"
"710037503","710000375","710037501","710037504","710037502","710037505","100","711703751"
"710037603","710000376","710037601","710037604","710037602","710037605","100","711703761"
"710037703","710000377","710037701","710037702","710037704","710037705","100","711703771"
"710037803","710000378","710037801","710037804","710037802","710037805","100","711703781"
"710037903","710000379","710037901","710037904","710037902","710037905","100","711703791"
"710038001","710000380","710038004","710038005","710038003","710038002","100","711703801"
"710038103","710000381","710038101","710038104","710038105","710038102","100","711803811"
"710038203","710000382","710038203","710038204","710038201","710038202","100","711803821"
"710038303","710000383","710038301","710038304","710038302","710038305","100","711803831"
"710038403","710000384","710038401","710038404","710038402","710038405","100","711803841"
"710038503","710000385","710038501","710038504","710038502","710038505","100","711803851"
"710038603","710000386","710038601","710038604","710038602","710038605","100","711803861"
"710038703","710000387","710038701","710038704","710038702","710038705","100","711803871"
"710038801","710000388","710038803","710038804","710038802","710038805","100","711803881"
"710038901","710000389","710038903","710038902","710038904","710038905","100","711803891"
"710039001","710000390","710039004","710039002","710039003","710039005","100","711803901"
"710039103","710000391","710039101","710039104","710039105","710039102","100","711903911"
"710039203","710000392","710039201","710039204","710039202","710039205","100","711903921"
"710039303","710000393","710039304","710039301","710039302","710039305","100","711903931"
"710039403","710000394","710039401","710039404","710039402","710039405","100","711903941"
"710039503","710000395","710039504","710039501","710039502","710039505","100","711903951"
"710039603","710000396","710039601","710039602","710039604","710039605","100","711903961"
"710039703","710000397","710039701","710039702","710039704","710039705","100","711903971"
"710039803","710000398","710039801","710039804","710039802","710039805","100","711903981"
"710039903","710000399","710039904","710039901","710039905","710039902","100","711903991"
"710040004","710000400","710040001","710040005","710040003","710040002","100","711904001"
"710040103","710000401","710040101","710040104","710040102","710040105","100","712004011"
"710040203","710000402","710040201","710040204","710040205","710040202","100","712004021"
"710040303","710000403","710040304","710040301","710040302","710040305","100","712004031"
"710040403","710000404","710040404","710040401","710040402","710040405","100","712004041"
"710040503","710000405","710040501","710040502","710040504","710040505","100","712004051"
"710040603","710000406","710040604","710040601","710040602","710040605","100","712004061"
"710040701","710000407","710040703","710040704","710040702","710040705","100","712004071"
"710040803","710000408","710040801","710040802","710040804","710040805","100","712004081"
"710040903","710000409","710040904","710040901","710040902","710040905","100","712004091"
"710041004","710000410","710041001","710041005","710041003","710041002","100","712004101"
"710041103","710000411","710041101","710041102","710041104","710041105","100","712104111"
"710041201","710000412","710041203","710041204","710041202","710041205","100","712104121"
"710041303","710000413","710041304","710041301","710041302","710041305","100","712104131"
"710041403","710000414","710041404","710041401","710041405","710041402","100","712104141"
"710041503","710000415","710041504","710041501","710041502","710041505","100","712104151"
"710041603","710000416","710041601","710041604","710041602","710041605","100","712104161"
"710041703","710000417","710041701","710041702","710041704","710041705","100","712104171"
