39407dd7b22581ed20ea1b4a15451d95bcac8e33cfaa3517f68a67d24916df49,7b0dc15dcefc5f9f18cc07d924a5510e40e9eb763f92f11c9b5c316c4b66e5b7,d41b3ea9ab45f41d92a2fab7a932a7ce129a8db88b8d314fa8e421e0419284a7,dabf0973c759baa57777bd81018f057b753e79ce7e34378681ea95bd028262ae,4c26d8cf2f103d421c5555e85e844464fe279ce8fb27ef814e3dad16eb669d9c,26618fbb7cdf0de739639c5616ded0ea46d3d6835286017437af4b9dab226998,f0bc36e2f04f54a46b697779591eb2d71396467829a77e079ea33a32154a1b87,ed8c6fd91be5126285f9f01376bf7205449dd8b4f6310165894deafdef02bef1,ee6817dcfbbcc9872d61bb07af0494140a7fd4f8ecbfef0fbef9a112d2c1425d,8b84315c32571fa60b690d47c56047df48c92ee58a8d34584e527557562aaee4,b103ea8d7800bac4b656f0ecf66685591f43ffecff2b7355b41c18ad88b84f09,91e5682678722974fe5d33904067b44b136f0c24052898da64f18a9be8541c97,51001934e60ac932144abd3d830449a8f44eebcbcd6d9930d91c44d2adb12da4,ee20bf39d9194c137cf4cae5a96830c8ffe06e23b1587476baecee9da0d8dcc2
"61007001","挑戰 1 次傑克南瓜布丁吧（全難易度皆可） ","0","101","0","61007001","6008","10007","2019/03/06 16:00:00","9012","1","601","0","2019/03/28 15:59:59"
"61007002","完成10次活動冒險","0","102","0","61007002","6004","10007","2019/03/06 16:00:00","9004","10","601","0","2019/03/28 15:59:59"
"61008001","挑戰 1 次奧拉姆吧（全難易度皆可） ","0","101","0","61008001","6008","10008","2019/04/03 16:00:00","9012","1","601","0","2019/04/21 15:59:59"
"61008002","完成10次活動冒險","0","102","0","61008002","6004","10008","2019/04/03 16:00:00","9004","10","601","0","2019/04/21 15:59:59"
"61009001","挑戰 1 次霧奇吧（全難易度皆可） ","0","101","0","61009001","6008","10009","2019/05/02 16:00:00","9012","1","601","0","2019/05/19 15:59:59"
"61009002","完成10次活動冒險","0","102","0","61009002","6004","10009","2019/05/02 16:00:00","9004","10","601","0","2019/05/19 15:59:59"
"61010001","挑戰 1 次邪餅神鏡餅吧（全難易度共通） ","0","101","0","61010001","6008","10010","2019/06/03 16:00:00","9012","1","601","0","2019/06/21 15:59:59"
"61010002","完成10次活動冒險","0","102","0","61010002","6004","10010","2019/06/03 16:00:00","9004","10","601","0","2019/06/21 15:59:59"
"61011001","挑戰 1 次醜陋可愛吧（全難易度共通） ","0","101","0","61011001","6008","10011","2019/07/01 16:00:00","9012","1","601","0","2019/07/18 15:59:59"
"61011002","完成10次活動冒險","0","102","0","61011002","6004","10011","2019/07/01 16:00:00","9004","10","601","0","2019/07/18 15:59:59"
"61011003","打敗 1 次醜陋可愛吧（全難易度共通） ","0","103","0","61011003","6008","10011","2019/07/01 16:00:00","9011","1","601","0","2019/07/18 15:59:59"
"61012001","挑戰 1 次哀嘆之女神吧（全難易度共通） ","0","101","0","61012001","6008","10012","2019/07/17 16:00:00","9012","1","601","0","2019/08/03 15:59:59"
"61012002","完成10次活動冒險","0","102","0","61012002","6004","10012","2019/07/17 16:00:00","9004","10","601","0","2019/08/03 15:59:59"
"61013001","挑戰 1 次元核‧巨靈吧（全難易度皆可） ","0","101","0","61013001","6008","10013","2019/08/01 16:00:00","9012","1","601","0","2019/08/19 15:59:59"
"61013002","完成10次活動冒險","0","102","0","61013002","6004","10013","2019/08/01 16:00:00","9004","10","601","0","2019/08/19 15:59:59"
"61014001","挑戰1次席茲吧（全難易度皆可） ","0","101","0","61014001","6008","10014","2019/08/16 16:00:00","9012","1","601","0","2019/08/26 15:59:59"
"61014002","完成10次活動冒險","0","102","0","61014002","6004","10014","2019/08/16 16:00:00","9004","10","601","0","2019/08/26 15:59:59"
"61015001","挑戰 1 次惡代官吧（全難易度皆可） ","0","101","0","61015001","6008","10015","2019/09/03 16:00:00","9012","1","601","0","2019/09/18 15:59:59"
"61015002","完成10次活動冒險","0","102","0","61015002","6004","10015","2019/09/03 16:00:00","9004","10","601","0","2019/09/18 15:59:59"
"61016001","挑戰1次阿爾瑪吧（全難易度皆可）","0","101","0","61016001","6008","10016","2019/09/17 16:00:00","9012","1","601","0","2019/09/27 15:59:59"
"61016002","完成10次活動冒險","0","102","0","61016002","6004","10016","2019/09/17 16:00:00","9004","10","601","0","2019/09/27 15:59:59"
"61017001","挑戰 1 次貝特魯吉烏斯吧（全難易度皆可） ","0","101","0","61017001","6008","10017","2019/10/01 16:00:00","9012","1","601","0","2019/10/18 15:59:59"
"61017002","完成10次活動冒險","0","102","0","61017002","6004","10017","2019/10/01 16:00:00","9004","10","601","0","2019/10/18 15:59:59"
"61018001","挑戰食屍巨狼1次（全難易度皆可）","0","101","0","61018001","6008","10018","2019/10/17 16:00:00","9012","1","601","0","2019/10/27 15:59:59"
"61018002","完成10次活動冒險","0","102","0","61018002","6004","10018","2019/10/17 16:00:00","9004","10","601","0","2019/10/27 15:59:59"
"61019001","挑戰 1 次雨神大人吧（全難易度皆可）","0","101","0","61019001","6008","10019","2019/11/01 16:00:00","9012","1","601","0","2019/11/18 15:59:59"
"61019002","完成10次活動冒險","0","102","0","61019002","6004","10019","2019/11/01 16:00:00","9004","10","601","0","2019/11/18 15:59:59"
"61020001","挑戰1次天塔帕斯（全難易度皆可）","0","101","0","61020001","6008","10020","2019/11/17 16:00:00","9012","1","601","0","2019/11/27 15:59:59"
"61020002","完成10次活動冒險","0","102","0","61020002","6004","10020","2019/11/17 16:00:00","9004","10","601","0","2019/11/27 15:59:59"
"61021001","挑戰 1 次奄美魔物吧（全難易度皆可）","0","101","0","61021001","6008","10021","2019/12/02 16:00:00","9012","1","601","0","2019/12/17 15:59:59"
"61021002","完成10次活動冒險","0","102","0","61021002","6004","10021","2019/12/02 16:00:00","9004","10","601","0","2019/12/17 15:59:59"
"61022001","挑戰1次島鯨（全難易度皆可）","0","101","0","61022001","6008","10022","2019/12/17 16:00:00","9012","1","601","0","2019/12/26 15:59:59"
"61022002","完成10次活動冒險","0","102","0","61022002","6004","10022","2019/12/17 16:00:00","9004","10","601","0","2019/12/26 15:59:59"
"61023001","挑戰 1 次劇毒曼德拉草吧（全難易度皆可）","0","101","0","61023001","6008","10023","2020/01/02 16:00:00","9012","1","601","0","2020/01/19 15:59:59"
"61023002","完成10次活動冒險","0","102","0","61023002","6004","10023","2020/01/02 16:00:00","9004","10","601","0","2020/01/19 15:59:59"
"61024001","挑戰1次亡靈鎧甲（全難度共通）","0","101","0","61024001","6008","10024","2020/01/16 16:00:00","9012","1","601","0","2020/01/26 15:59:59"
"61024002","完成10次活動冒險","0","102","0","61024002","6004","10024","2020/01/16 16:00:00","9004","10","601","0","2020/01/26 15:59:59"
"61025001","挑戰 1 次幻影男爵吧（全難易度共通） ","0","101","0","61025001","6008","10025","2020/02/04 16:00:00","9012","1","601","0","2020/02/21 15:59:59"
"61025002","完成10次活動冒險","0","102","0","61025002","6004","10025","2020/02/04 16:00:00","9004","10","601","0","2020/02/21 15:59:59"
"61026001","挑戰 1 次傑克南瓜布丁吧（全難易度皆可） ","0","101","0","61026001","6008","10026","2020/02/18 16:00:00","9012","1","601","0","2020/02/28 15:59:59"
"61026002","完成10次活動冒險","0","102","0","61026002","6004","10026","2020/02/18 16:00:00","9004","10","601","0","2020/02/28 15:59:59"
"61027001","挑戰 1 次似龍生物吧（全難易度共通） ","0","101","0","61027001","6008","10027","2020/03/02 16:00:00","9012","1","601","0","2020/03/19 15:59:59"
"61027002","完成10次活動冒險","0","102","0","61027002","6004","10027","2020/03/02 16:00:00","9004","10","601","0","2020/03/19 15:59:59"
"61028001","挑戰 1 次奧拉姆吧（全難易度皆可） ","0","101","0","61028001","6008","10028","2020/03/16 16:00:00","9012","1","601","0","2020/03/26 15:59:59"
"61028002","完成10次活動冒險","0","102","0","61028002","6004","10028","2020/03/16 16:00:00","9004","10","601","0","2020/03/26 15:59:59"
"61029001","挑戰 1 次復仇者馴鹿吧（全難易度共通） ","0","101","0","61029001","6008","10029","2020/04/01 16:00:00","9012","1","601","0","2020/04/19 15:59:59"
"61029002","完成10次活動冒險","0","102","0","61029002","6004","10029","2020/04/01 16:00:00","9004","10","601","0","2020/04/19 15:59:59"
"61030001","挑戰 1 次霧奇吧（全難易度皆可） ","0","101","0","61030001","6008","10030","2020/04/15 16:00:00","9012","1","601","0","2020/04/26 15:59:59"
"61030002","完成10次活動冒險","0","102","0","61030002","6004","10030","2020/04/15 16:00:00","9004","10","601","0","2020/04/26 15:59:59"
"61031001","挑戰 1 次山神大人吧（全難易度共通） ","0","101","0","61031001","6008","10031","2020/05/05 16:00:00","9012","1","601","0","2020/05/22 15:59:59"
"61031002","完成10次活動冒險","0","102","0","61031002","6004","10031","2020/05/05 16:00:00","9004","10","601","0","2020/05/22 15:59:59"
"61032001","挑戰 1 次邪餅神鏡餅吧（全難易度共通） ","0","101","0","61032001","6008","10032","2020/05/19 16:00:00","9012","1","601","0","2020/05/29 15:59:59"
"61032002","完成10次活動冒險","0","102","0","61032002","6004","10032","2020/05/19 16:00:00","9004","10","601","0","2020/05/29 15:59:59"
"61033001","挑戰 1 次反逆獸吧（全難易度共通） ","0","101","0","61033001","6008","10033","2020/06/03 16:00:00","9012","1","601","0","2020/06/21 15:59:59"
"61033002","完成10次活動冒險","0","102","0","61033002","6004","10033","2020/06/03 16:00:00","9004","10","601","0","2020/06/21 15:59:59"
"61034001","挑戰 1 次醜陋可愛吧（全難易度共通） ","0","10034101","0","61034001","6008","10034","2020/06/17 16:00:00","9012","1","601","0","2020/06/28 15:59:59"
"61034002","完成10次活動冒險","0","10034102","0","61034002","6004","10034","2020/06/17 16:00:00","9004","10","601","0","2020/06/28 15:59:59"
"61035001","挑戰 1 次Boss吧（前後篇的全難易度共通）","0","10035101","0","61035001","6008","10035","2020/09/30 16:00:00","9012","1","601","0","2020/10/26 15:59:59"
"61035002","完成10次活動冒險（前後篇共通）","0","10035102","0","61035002","6004","10035","2020/09/30 16:00:00","9004","10","601","0","2020/10/26 15:59:59"
"61037001","挑戰 1 次哀嘆之女神吧（全難易度共通） ","0","10037101","0","61037001","6008","10037","2020/08/17 16:00:00","9012","1","601","0","2020/08/28 15:59:59"
"61037002","完成10次活動冒險","0","10037102","0","61037002","6004","10037","2020/08/17 16:00:00","9004","10","601","0","2020/08/28 15:59:59"
"61038001","挑戰 1 次好朋友X吧（全難易度共通） ","0","10038101","0","61038001","6008","10038","2020/07/02 16:00:00","9012","1","601","0","2020/07/19 15:59:59"
"61038002","完成10次活動冒險","0","10038102","0","61038002","6004","10038","2020/07/02 16:00:00","9004","10","601","0","2020/07/19 15:59:59"
"61039001","挑戰 1 次元核‧巨靈吧（全難易度皆可） ","0","10039101","0","61039001","6008","10039","2020/07/16 16:00:00","9012","1","601","0","2020/07/26 15:59:59"
"61039002","完成10次活動冒險","0","10039102","0","61039002","6004","10039","2020/07/16 16:00:00","9004","10","601","0","2020/07/26 15:59:59"
"61040001","挑戰 1 次忍者首領半藏吧（全難易度共通） ","0","101","0","61040001","6008","10040","2020/08/03 16:00:00","9012","1","601","0","2020/08/21 15:59:59"
"61040002","完成10次活動冒險","0","102","0","61040002","6004","10040","2020/08/03 16:00:00","9004","10","601","0","2020/08/21 15:59:59"
"61041001","挑戰 1 次惡代官吧（全難易度皆可） ","0","10041101","0","61041001","6008","10041","2020/09/18 16:00:00","9012","1","601","0","2020/09/28 15:59:59"
"61041002","完成10次活動冒險","0","10041102","0","61041002","6004","10041","2020/09/18 16:00:00","9004","10","601","0","2020/09/28 15:59:59"
"61042001","挑戰 1 次黑之王賈巴沃克吧（全難易度共通） ","0","10042101","0","61042001","6008","10042","2020/09/04 16:00:00","9012","1","601","0","2020/09/18 15:59:59"
"61042002","完成10次活動冒險","0","10042102","0","61042002","6004","10042","2020/09/04 16:00:00","9004","10","601","0","2020/09/18 15:59:59"
"61043001","挑戰 1 次雨神大人吧（全難易度共通） ","0","10043101","0","61043001","6008","10043","2020/10/19 16:00:00","9012","1","601","0","2020/10/28 15:59:59"
"61043002","完成10次活動冒險","0","10043102","0","61043002","6004","10043","2020/10/19 16:00:00","9004","10","601","0","2020/10/28 15:59:59"
"61044001","挑戰 1 次覺醒‧覺醒‧花心星吧（全難易度共通） ","0","10044101","0","61044001","6008","10044","2020/11/02 16:00:00","9012","1","601","0","2020/11/20 15:59:59"
"61044002","完成10次活動冒險","0","10044102","0","61044002","6004","10044","2020/11/02 16:00:00","9004","10","601","0","2020/11/20 15:59:59"
"61045001","挑戰 1 次奄美魔物吧（全難易度共通） ","0","10045101","0","61045001","6008","10045","2020/11/17 16:00:00","9012","1","601","0","2020/11/27 15:59:59"
"61045002","完成10次活動冒險","0","10045102","0","61045002","6004","10045","2020/11/17 16:00:00","9004","10","601","0","2020/11/27 15:59:59"
"61046001","挑戰 1 次海岸暴君‧鮫吉吧（全難易度共通） ","0","10046101","0","61046001","6008","10046","2020/12/04 16:00:00","9012","1","601","0","2020/12/22 15:59:59"
"61046002","完成10次活動冒險","0","10046102","0","61046002","6004","10046","2020/12/04 16:00:00","9004","10","601","0","2020/12/22 15:59:59"
"61047001","挑戰 1 次劇毒曼德拉草吧（全難易度共通） ","0","101","0","61047001","6008","10047","2020/12/18 16:00:00","9012","1","601","0","2020/12/27 15:59:59"
"61047002","完成10次活動冒險","0","102","0","61047002","6004","10047","2020/12/18 16:00:00","9004","10","601","0","2020/12/27 15:59:59"
"61048001","挑戰 1 次失控的純潔之弓吧（全難易度共通） ","0","10048101","0","61048001","6008","10048","2020/12/31 16:00:00","9012","1","601","0","2021/01/18 15:59:59"
"61048002","完成10次活動冒險","0","10048102","0","61048002","6004","10048","2020/12/31 16:00:00","9004","10","601","0","2021/01/18 15:59:59"
"61049001","挑戰 1 次幻影男爵吧（全難易度共通） ","0","10049101","0","61049001","6008","10049","2021/01/18 16:00:00","9012","1","601","0","2021/01/27 15:59:59"
"61049002","完成10次活動冒險","0","10049102","0","61049002","6004","10049","2021/01/18 16:00:00","9004","10","601","0","2021/01/27 15:59:59"
"61050001","挑戰1次驚叫鬼魂教父吧（全難易度共通） ","0","10050101","0","61050001","6008","10050","2021/02/01 16:00:00","9012","1","601","0","2021/02/19 15:59:59"
"61050002","完成10次活動冒險","0","10050102","0","61050002","6004","10050","2021/02/01 16:00:00","9004","10","601","0","2021/02/19 15:59:59"
"61051001","挑戰 1 次似龍生物吧（全難易度共通） ","0","10051101","0","61051001","6008","10051","2021/02/19 16:00:00","9012","1","601","0","2021/02/28 15:59:59"
"61051002","完成10次活動冒險","0","10051102","0","61051002","6004","10051","2021/02/19 16:00:00","9004","10","601","0","2021/02/28 15:59:59"
"61052001","挑戰1次反逆獸 de M吧（全難易度共通） ","0","10052101","0","61052001","6008","10052","2021/03/02 16:00:00","9012","1","601","0","2021/03/20 15:59:59"
"61052002","完成10次活動冒險","0","10052102","0","61052002","6004","10052","2021/03/02 16:00:00","9004","10","601","0","2021/03/20 15:59:59"
"61053001","挑戰 1 次貝特魯吉烏斯吧（全難易度皆可） ","0","10053101","0","61053001","6008","10053","2021/04/16 16:00:00","9012","1","601","0","2021/04/30 15:59:59"
"61053002","完成10次活動冒險","0","10053102","0","61053002","6004","10053","2021/04/16 16:00:00","9004","10","601","0","2021/04/30 15:59:59"
"61054001","挑戰1次被操控的雪人（全難易度共通） ","0","10054101","0","61054001","6008","10054","2021/04/01 16:00:00","9012","1","601","0","2021/04/19 15:59:59"
"61054002","完成10次活動冒險","0","10054102","0","61054002","6004","10054","2021/04/01 16:00:00","9004","10","601","0","2021/04/19 15:59:59"
"61055001","挑戰 1 次復仇者馴鹿吧（全難易度共通） ","0","10055101","0","61055001","6008","10055","2021/03/17 16:00:00","9012","1","601","0","2021/03/26 15:59:59"
"61055002","完成10次活動冒險","0","10055102","0","61055002","6004","10055","2021/03/17 16:00:00","9004","10","601","0","2021/03/26 15:59:59"
"61056001","挑戰1次究極金槍鮪（全難易度共通） ","0","10056101","0","61056001","6008","10056","2021/05/04 16:00:00","9012","1","601","0","2021/05/22 15:59:59"
"61056002","完成10次活動冒險","0","10056102","0","61056002","6004","10056","2021/05/04 16:00:00","9004","10","601","0","2021/05/22 15:59:59"
"61057001","挑戰 1 次山神大人吧（全難易度共通） ","0","10057101","0","61057001","6008","10057","2021/05/19 16:00:00","9012","1","601","0","2021/05/28 14:59:59"
"61057002","完成10次活動冒險","0","10057102","0","61057002","6004","10057","2021/05/19 16:00:00","9004","10","601","0","2021/05/28 14:59:59"
"61058001","挑戰 1 次Boss吧（前後篇的全難易度共通）","0","10058101","0","61058001","6008","10058","2021/06/02 16:00:00","9012","1","601","0","2021/06/26 15:59:59"
"61058002","完成10次活動冒險（前後篇共通）","0","10058102","0","61058002","6004","10058","2021/06/02 16:00:00","9004","10","601","0","2021/06/26 15:59:59"
"61060001","挑戰 1 次反逆獸吧（全難易度共通） ","0","10060101","0","61060001","6008","10060","2021/06/18 16:00:00","9012","1","601","0","2021/06/27 15:59:59"
"61060002","完成10次活動冒險","0","10060102","0","61060002","6004","10060","2021/06/18 16:00:00","9004","10","601","0","2021/06/27 15:59:59"
"61061001","挑戰 1 次魔物的公主吧（全難易度共通） ","0","10061101","0","61061001","6008","10061","2021/07/05 16:00:00","9012","1","601","0","2021/07/23 15:59:59"
"61061002","完成10次活動冒險","0","10061102","0","61061002","6004","10061","2021/07/05 16:00:00","9004","10","601","0","2021/07/23 15:59:59"
"61062001","挑戰 1 次Boss吧（前後篇的全難易度共通）","0","10062101","0","61062001","6008","10062","2021/08/09 16:00:00","9012","1","601","0","2021/08/27 15:59:59"
"61062002","完成10次活動冒險（前後篇共通）","0","10062102","0","61062002","6004","10062","2021/08/09 16:00:00","9004","10","601","0","2021/08/27 15:59:59"
"61064001","挑戰 1 次無名的藝術吧（全難易度共通）","0","10064101","0","61064001","6008","10064","2021/08/02 16:00:00","9012","1","601","0","2021/08/20 15:59:59"
"61064002","完成10次活動冒險","0","10064102","0","61064002","6004","10064","2021/08/02 16:00:00","9004","10","601","0","2021/08/20 15:59:59"
"61065001","挑戰 1 次好朋友X吧（全難易度共通） ","0","10065101","0","61065001","6008","10065","2021/07/19 16:00:00","9012","1","601","0","2021/07/28 15:59:59"
"61065002","完成10次活動冒險","0","10065102","0","61065002","6004","10065","2021/07/19 16:00:00","9004","10","601","0","2021/07/28 15:59:59"
"61066001","挑戰 1 次爆裂‧時間儀吧（全難易度共通） ","0","10066101","0","61066001","6008","10066","2021/09/01 16:00:00","9012","1","601","0","2021/09/19 15:59:59"
"61066002","完成10次活動冒險","0","10066102","0","61066002","6004","10066","2021/09/01 16:00:00","9004","10","601","0","2021/09/19 15:59:59"
"61067001","挑戰 1 次忍者首領半藏吧（全難易度共通） ","0","10067101","0","61067001","6008","10067","2021/09/17 16:00:00","9012","1","601","0","2021/09/26 15:59:59"
"61067002","完成10次活動冒險","0","10067102","0","61067002","6004","10067","2021/09/17 16:00:00","9004","10","601","0","2021/09/26 15:59:59"
"61068001","挑戰 1 次究極機械玩具王吧（全難易度共通） ","0","10068101","0","61068001","6008","10068","2021/10/01 16:00:00","9012","1","601","0","2021/10/19 15:59:59"
"61068002","完成10次活動冒險","0","10068102","0","61068002","6004","10068","2021/10/01 16:00:00","9004","10","601","0","2021/10/19 15:59:59"
"61069001","挑戰 1 次黑之王賈巴沃克吧（全難易度共通） ","0","10069101","0","61069001","6008","10069","2021/10/18 16:00:00","9012","1","601","0","2021/10/27 15:59:59"
"61069002","完成10次活動冒險","0","10069102","0","61069002","6004","10069","2021/10/18 16:00:00","9004","10","601","0","2021/10/27 15:59:59"
"61070001","挑戰 1 次作業吧（全難易度皆可） ","0","10070101","0","61070001","6008","10070","2021/11/01 16:00:00","9012","1","601","0","2021/11/19 15:59:59"
"61070002","完成10次活動冒險","0","10070102","0","61070002","6004","10070","2021/11/01 16:00:00","9004","10","601","0","2021/11/19 15:59:59"
"61071001","挑戰 1 次覺醒‧花心星吧（全難易度共通） ","0","10071101","0","61071001","6008","10071","2021/11/18 16:00:00","9012","1","601","0","2021/11/27 15:59:59"
"61071002","完成10次活動冒險","0","10071102","0","61071002","6004","10071","2021/11/18 16:00:00","9004","10","601","0","2021/11/27 15:59:59"
"61072001","挑戰 1 次女王歌唱水母吧（全難易度共通） ","0","10072101","0","61072001","6008","10072","2021/12/02 16:00:00","9012","1","601","0","2021/12/20 15:59:59"
"61072002","完成10次活動冒險","0","10072102","0","61072002","6004","10072","2021/12/02 16:00:00","9004","10","601","0","2021/12/20 15:59:59"
"61073001","挑戰 1 次海岸暴君‧鮫吉吧（全難易度共通） ","0","10073101","0","61073001","6008","10073","2021/12/17 16:00:00","9012","1","601","0","2021/12/26 15:59:59"
"61073002","完成10次活動冒險","0","10073102","0","61073002","6004","10073","2021/12/17 16:00:00","9004","10","601","0","2021/12/26 15:59:59"
"61074001","挑戰 1 次基古魯博士吧（全難易度共通） ","0","10074101","0","61074001","6008","10074","2022/01/03 16:00:00","9012","1","601","0","2022/01/21 15:59:59"
"61074002","完成10次活動冒險","0","10074102","0","61074002","6004","10074","2022/01/03 16:00:00","9004","10","601","0","2022/01/21 15:59:59"
"61075001","挑戰 1 次失控的純潔之弓吧（全難易度共通） ","0","10075101","0","61075001","6008","10075","2022/01/19 16:00:00","9012","1","601","0","2022/01/28 15:59:59"
"61075002","完成10次活動冒險","0","10075102","0","61075002","6004","10075","2022/01/19 16:00:00","9004","10","601","0","2022/01/28 15:59:59"
"61076001","挑戰 1 次哀暴小棉花糖吧（全難易度共通） ","0","10076101","0","61076001","6008","10076","2022/02/01 16:00:00","9012","1","601","0","2022/02/19 15:59:59"
"61076002","完成10次活動冒險","0","10076102","0","61076002","6004","10076","2022/02/01 16:00:00","9004","10","601","0","2022/02/19 15:59:59"
"61077001","挑戰1次驚叫鬼魂教父吧（全難易度共通） ","0","10077101","0","61077001","6008","10077","2022/02/16 16:00:00","9012","1","601","0","2022/02/25 15:59:59"
"61077002","完成10次活動冒險","0","10077102","0","61077002","6004","10077","2022/02/16 16:00:00","9004","10","601","0","2022/02/25 15:59:59"
"61078001","挑戰 1 次反逆獸‧三重吧（全難易度共通） ","0","10078101","0","61078001","6008","10078","2022/03/01 16:00:00","9012","1","601","0","2022/03/19 15:59:59"
"61078002","完成10次活動冒險","0","10078102","0","61078002","6004","10078","2022/03/01 16:00:00","9004","10","601","0","2022/03/19 15:59:59"
"61079001","挑戰1次反逆獸 de M吧（全難易度共通） ","0","10079101","0","61079001","6008","10079","2022/03/18 16:00:00","9012","1","601","0","2022/03/27 15:59:59"
"61079002","完成10次活動冒險","0","10079102","0","61079002","6004","10079","2022/03/18 16:00:00","9004","10","601","0","2022/03/27 15:59:59"
"61080001","挑戰 1 次孤伶伶的聖誕夜妖精吧（全難易度皆可） ","0","10080101","0","61080001","6008","10080","2022/04/01 16:00:00","9012","1","601","0","2022/04/19 15:59:59"
"61080002","完成10次活動冒險","0","10080102","0","61080002","6004","10080","2022/04/01 16:00:00","9004","10","601","0","2022/04/19 15:59:59"
"61081001","挑戰1次被操控的雪人（全難易度共通） ","0","10081101","0","61081001","6008","10081","2022/04/18 16:00:00","9012","1","601","0","2022/04/27 15:59:59"
"61081002","完成10次活動冒險","0","10081102","0","61081002","6004","10081","2022/04/18 16:00:00","9004","10","601","0","2022/04/27 15:59:59"
"61082001","挑戰 1 次邪牛神哞猛吧（全難易度皆可） ","0","10082101","0","61082001","6008","10082","2022/05/02 16:00:00","9012","1","601","0","2022/05/20 15:59:59"
"61082002","完成10次活動冒險","0","10082102","0","61082002","6004","10082","2022/05/02 16:00:00","9004","10","601","0","2022/05/20 15:59:59"
"61083001","挑戰1次究極金槍鮪（全難易度共通） ","0","10083101","0","61083001","6008","10083","2022/05/19 16:00:00","9012","1","601","0","2022/05/28 15:59:59"
"61083002","完成10次活動冒險","0","10083102","0","61083002","6004","10083","2022/05/19 16:00:00","9004","10","601","0","2022/05/28 15:59:59"
"61084001","【前篇】挑戰 1 次Boss吧（前後篇的全難易度皆可）","0","10084101","0","61084001","6008","10084","2022/06/01 16:00:00","9012","1","601","0","2022/06/25 15:59:59"
"61084002","【前篇】完成 10 次活動冒險吧（前後篇皆可）","0","10084102","0","61084002","6004","10084","2022/06/01 16:00:00","9004","10","601","0","2022/06/25 15:59:59"
"61085001","【後篇】挑戰 1 次Boss吧（前後篇的全難易度皆可）","0","10085101","0","61085001","6008","10084","2022/06/08 16:00:00","9012","1","601","0","2022/06/25 15:59:59"
"61085002","【後篇】完成 10 次活動冒險吧（前後篇皆可）","0","10085102","0","61085002","6004","10084","2022/06/08 16:00:00","9004","10","601","0","2022/06/25 15:59:59"
"61086001","挑戰 1 次Boss吧（前後篇的全難易度共通）","0","10086101","0","61086001","6008","10086","2022/06/13 16:00:00","9012","1","601","0","2022/06/29 15:59:59"
