c74ab0b5e8b62d6196c92a5d74a377048fcf6c4bb3ab4694001869c9520b9a83,ac0d85c237ec4d6c6bd1b02afbff331113acbef253d5e4aaed98ed3301dfa906,a3aca2b81cd0f00384b8b38345c8424e368a7b894d22dd8f7f105a488b973973,7571c83ba27513874aad207a0c00a488a96f1b178a33cde3a362db54917b53fd,b8c058f397c103dac20d63069599e3d88e3fae303fdf88424a58852d39f1a201,1bc79dbeb5a3f7379a298c2287a88f96f4650233324fafd62f035b90256bac65,99100491a6750a43f1cd3111eb7295e17f7a15fb467e25c7b621aecb721fb900,77a6bced99541f4493d72a0ce7feb54bb974716857565baac92b7b4d1a0c8053,795c8ef8495520fc4060f8e4d782e81366deb9579f2ad8f21217e90f61465b48,9a745dba6735d3b523a12dc8e172694e08feb02e6b213a232bf1f0c2faef9233,3bd5d62fe2ef858faeaacaa62cfabad6531b89250c9ac5004c9359d040f18bf3,a05067154ef20394a2413c066bbcdb70fd2155bc3da93695ff77e27043c503c3,6bb62895028cccc4e9a6ec2d265b7f44dfcfce2193cf700729160387ce861927,d218b27fdafcbd4669ded59078da53c6eff6a981ce80e0ca2c886f0b43146188,c624f8c35c2cfbe81e9b1d3cb0fa16dcff364afca3b7bae9a178f72792d1d294,9be5469fbdff3d9b02059524aa8367a943786530a450c53b47e9807fad748fa7,86559463a5a66977faa79cd0514de832f93071067655dabcca1148285883bb60,b2d2891853ee14f0a9b99f7c5143d71660fdf49de8fd4a2c01270ed21b675575,4edaa9db323dafccdf243c41147a13265e0d3666be92174e0ca413f4a9ca4143,1af9e794f37d862fe2fd56308db0ec0699d0b1cb94a56f7ef3a25d8f9f27aac7
"3","90006","2","0","0","2","0","4","39","3100102","0","1001210","0","0","2","0","10","0","0","20003"
"2","90006","1","0","0","2","0","11","40","3100101","0","1001210","0","0","2","0","30","0","0","20003"
"20","90006","5","0","0","2","0","1","41","3100104","0","1002201","0","0","2","0","1","0","0","20003"
"15","90006","4","0","0","2","0","2","42","3100103","0","1002201","0","0","2","0","3","0","0","20003"
"10","90006","3","0","0","2","0","4","43","3100102","0","1002201","0","0","2","0","10","0","0","20003"
"5","90006","1","0","0","2","0","11","44","3100101","0","1002201","0","0","2","0","30","0","0","20003"
"20","90006","5","0","0","2","0","1","45","3100104","0","1002202","0","0","2","0","1","0","0","20003"
"15","90006","4","0","0","2","0","2","46","3100103","0","1002202","0","0","2","0","3","0","0","20003"
"10","90006","3","0","0","2","0","4","47","3100102","0","1002202","0","0","2","0","10","0","0","20003"
"5","90006","1","0","0","2","0","11","48","3100101","0","1002202","0","0","2","0","30","0","0","20003"
"20","90006","5","0","0","2","0","1","49","3100104","0","1002203","0","0","2","0","1","0","0","20003"
"15","90006","4","0","0","2","0","2","50","3100103","0","1002203","0","0","2","0","3","0","0","20003"
"10","90006","3","0","0","2","0","4","51","3100102","0","1002203","0","0","2","0","10","0","0","20003"
"5","90006","1","0","0","2","0","11","52","3100101","0","1002203","0","0","2","0","30","0","0","20003"
"20","90006","5","0","0","2","0","1","53","3100104","0","1002204","0","0","2","0","1","0","0","20003"
"15","90006","4","0","0","2","0","2","54","3100103","0","1002204","0","0","2","0","3","0","0","20003"
"10","90006","3","0","0","2","0","4","55","3100102","0","1002204","0","0","2","0","10","0","0","20003"
"5","90006","1","0","0","2","0","11","56","3100101","0","1002204","0","0","2","0","30","0","0","20003"
"40","90006","10","0","0","2","0","1","57","3100104","0","1002205","0","0","2","0","1","0","0","20003"
"30","90006","8","0","0","2","0","2","58","3100103","0","1002205","0","0","2","0","3","0","0","20003"
"20","90006","6","0","0","2","0","4","59","3100102","0","1002205","0","0","2","0","10","0","0","20003"
"10","90006","2","0","0","2","0","11","60","3100101","0","1002205","0","0","2","0","30","0","0","20003"
"10","90006","4","0","0","2","0","1","61","3100104","0","1002206","0","0","2","0","1","0","0","20003"
"8","90006","3","0","0","2","0","2","62","3100103","0","1002206","0","0","2","0","3","0","0","20003"
"6","90006","2","0","0","2","0","4","63","3100102","0","1002206","0","0","2","0","10","0","0","20003"
"4","90006","1","0","0","2","0","11","64","3100101","0","1002206","0","0","2","0","30","0","0","20003"
"10","90006","4","0","0","2","0","1","65","3100104","0","1002207","0","0","2","0","1","0","0","20003"
"8","90006","3","0","0","2","0","2","66","3100103","0","1002207","0","0","2","0","3","0","0","20003"
"6","90006","2","0","0","2","0","4","67","3100102","0","1002207","0","0","2","0","10","0","0","20003"
"4","90006","1","0","0","2","0","11","68","3100101","0","1002207","0","0","2","0","30","0","0","20003"
"10","90006","4","0","0","2","0","1","69","3100104","0","1002208","0","0","2","0","1","0","0","20003"
"8","90006","3","0","0","2","0","2","70","3100103","0","1002208","0","0","2","0","3","0","0","20003"
"6","90006","2","0","0","2","0","4","71","3100102","0","1002208","0","0","2","0","10","0","0","20003"
"4","90006","1","0","0","2","0","11","72","3100101","0","1002208","0","0","2","0","30","0","0","20003"
"10","90006","4","0","0","2","0","1","73","3100104","0","1002209","0","0","2","0","1","0","0","20003"
"8","90006","3","0","0","2","0","2","74","3100103","0","1002209","0","0","2","0","3","0","0","20003"
"6","90006","2","0","0","2","0","4","75","3100102","0","1002209","0","0","2","0","10","0","0","20003"
"4","90006","1","0","0","2","0","11","76","3100101","0","1002209","0","0","2","0","30","0","0","20003"
"10","90006","4","0","0","2","0","1","77","3100104","0","1002210","0","0","2","0","1","0","0","20003"
"8","90006","3","0","0","2","0","2","78","3100103","0","1002210","0","0","2","0","3","0","0","20003"
"6","90006","2","0","0","2","0","4","79","3100102","0","1002210","0","0","2","0","10","0","0","20003"
"4","90006","1","0","0","2","0","11","80","3100101","0","1002210","0","0","2","0","30","0","0","20003"
"20","90006","5","0","0","2","0","1","81","3100104","0","1003201","0","0","2","0","1","0","0","20003"
"15","90006","4","0","0","2","0","2","82","3100103","0","1003201","0","0","2","0","3","0","0","20003"
"10","90006","3","0","0","2","0","4","83","3100102","0","1003201","0","0","2","0","10","0","0","20003"
"5","90006","1","0","0","2","0","11","84","3100101","0","1003201","0","0","2","0","30","0","0","20003"
"20","90006","5","0","0","2","0","1","85","3100104","0","1003202","0","0","2","0","1","0","0","20003"
"15","90006","4","0","0","2","0","2","86","3100103","0","1003202","0","0","2","0","3","0","0","20003"
"10","90006","3","0","0","2","0","4","87","3100102","0","1003202","0","0","2","0","10","0","0","20003"
"5","90006","1","0","0","2","0","11","88","3100101","0","1003202","0","0","2","0","30","0","0","20003"
"20","90006","5","0","0","2","0","1","89","3100104","0","1003203","0","0","2","0","1","0","0","20003"
"15","90006","4","0","0","2","0","2","90","3100103","0","1003203","0","0","2","0","3","0","0","20003"
"10","90006","3","0","0","2","0","4","91","3100102","0","1003203","0","0","2","0","10","0","0","20003"
"5","90006","1","0","0","2","0","11","92","3100101","0","1003203","0","0","2","0","30","0","0","20003"
"20","90006","5","0","0","2","0","1","93","3100104","0","1003204","0","0","2","0","1","0","0","20003"
"15","90006","4","0","0","2","0","2","94","3100103","0","1003204","0","0","2","0","3","0","0","20003"
"10","90006","3","0","0","2","0","4","95","3100102","0","1003204","0","0","2","0","10","0","0","20003"
"5","90006","1","0","0","2","0","11","96","3100101","0","1003204","0","0","2","0","30","0","0","20003"
"40","90006","10","0","0","2","0","1","97","3100104","0","1003205","0","0","2","0","1","0","0","20003"
"30","90006","8","0","0","2","0","2","98","3100103","0","1003205","0","0","2","0","3","0","0","20003"
"20","90006","6","0","0","2","0","4","99","3100102","0","1003205","0","0","2","0","10","0","0","20003"
"10","90006","2","0","0","2","0","11","100","3100101","0","1003205","0","0","2","0","30","0","0","20003"
"10","90006","4","0","0","2","0","1","101","3100104","0","1003206","0","0","2","0","1","0","0","20003"
"8","90006","3","0","0","2","0","2","102","3100103","0","1003206","0","0","2","0","3","0","0","20003"
"6","90006","2","0","0","2","0","4","103","3100102","0","1003206","0","0","2","0","10","0","0","20003"
"4","90006","1","0","0","2","0","11","104","3100101","0","1003206","0","0","2","0","30","0","0","20003"
"10","90006","4","0","0","2","0","1","105","3100104","0","1003207","0","0","2","0","1","0","0","20003"
"8","90006","3","0","0","2","0","2","106","3100103","0","1003207","0","0","2","0","3","0","0","20003"
"6","90006","2","0","0","2","0","4","107","3100102","0","1003207","0","0","2","0","10","0","0","20003"
"4","90006","1","0","0","2","0","11","108","3100101","0","1003207","0","0","2","0","30","0","0","20003"
"10","90006","4","0","0","2","0","1","109","3100104","0","1003208","0","0","2","0","1","0","0","20003"
"8","90006","3","0","0","2","0","2","110","3100103","0","1003208","0","0","2","0","3","0","0","20003"
"6","90006","2","0","0","2","0","4","111","3100102","0","1003208","0","0","2","0","10","0","0","20003"
"4","90006","1","0","0","2","0","11","112","3100101","0","1003208","0","0","2","0","30","0","0","20003"
"10","90006","4","0","0","2","0","1","113","3100104","0","1003209","0","0","2","0","1","0","0","20003"
"8","90006","3","0","0","2","0","2","114","3100103","0","1003209","0","0","2","0","3","0","0","20003"
"6","90006","2","0","0","2","0","4","115","3100102","0","1003209","0","0","2","0","10","0","0","20003"
"4","90006","1","0","0","2","0","11","116","3100101","0","1003209","0","0","2","0","30","0","0","20003"
"10","90006","4","0","0","2","0","1","117","3100104","0","1003210","0","0","2","0","1","0","0","20003"
"8","90006","3","0","0","2","0","2","118","3100103","0","1003210","0","0","2","0","3","0","0","20003"
"6","90006","2","0","0","2","0","4","119","3100102","0","1003210","0","0","2","0","10","0","0","20003"
"4","90006","1","0","0","2","0","11","120","3100101","0","1003210","0","0","2","0","30","0","0","20003"
"20","90006","5","0","0","2","0","1","121","3100104","0","1004201","0","0","2","0","1","0","0","20003"
"15","90006","4","0","0","2","0","2","122","3100103","0","1004201","0","0","2","0","3","0","0","20003"
"10","90006","3","0","0","2","0","4","123","3100102","0","1004201","0","0","2","0","10","0","0","20003"
"5","90006","1","0","0","2","0","11","124","3100101","0","1004201","0","0","2","0","30","0","0","20003"
"20","90006","5","0","0","2","0","1","125","3100104","0","1004202","0","0","2","0","1","0","0","20003"
"15","90006","4","0","0","2","0","2","126","3100103","0","1004202","0","0","2","0","3","0","0","20003"
"10","90006","3","0","0","2","0","4","127","3100102","0","1004202","0","0","2","0","10","0","0","20003"
"5","90006","1","0","0","2","0","11","128","3100101","0","1004202","0","0","2","0","30","0","0","20003"
"20","90006","5","0","0","2","0","1","129","3100104","0","1004203","0","0","2","0","1","0","0","20003"
"15","90006","4","0","0","2","0","2","130","3100103","0","1004203","0","0","2","0","3","0","0","20003"
"10","90006","3","0","0","2","0","4","131","3100102","0","1004203","0","0","2","0","10","0","0","20003"
"5","90006","1","0","0","2","0","11","132","3100101","0","1004203","0","0","2","0","30","0","0","20003"
"20","90006","5","0","0","2","0","1","133","3100104","0","1004204","0","0","2","0","1","0","0","20003"
"15","90006","4","0","0","2","0","2","134","3100103","0","1004204","0","0","2","0","3","0","0","20003"
"10","90006","3","0","0","2","0","4","135","3100102","0","1004204","0","0","2","0","10","0","0","20003"
"5","90006","1","0","0","2","0","11","136","3100101","0","1004204","0","0","2","0","30","0","0","20003"
"40","90006","10","0","0","2","0","1","137","3100104","0","1004205","0","0","2","0","1","0","0","20003"
"30","90006","8","0","0","2","0","2","138","3100103","0","1004205","0","0","2","0","3","0","0","20003"
"20","90006","6","0","0","2","0","4","139","3100102","0","1004205","0","0","2","0","10","0","0","20003"
"10","90006","2","0","0","2","0","11","140","3100101","0","1004205","0","0","2","0","30","0","0","20003"
"10","90006","4","0","0","2","0","1","141","3100104","0","1004206","0","0","2","0","1","0","0","20003"
"8","90006","3","0","0","2","0","2","142","3100103","0","1004206","0","0","2","0","3","0","0","20003"
"6","90006","2","0","0","2","0","4","143","3100102","0","1004206","0","0","2","0","10","0","0","20003"
"4","90006","1","0","0","2","0","11","144","3100101","0","1004206","0","0","2","0","30","0","0","20003"
"10","90006","4","0","0","2","0","1","145","3100104","0","1004207","0","0","2","0","1","0","0","20003"
"8","90006","3","0","0","2","0","2","146","3100103","0","1004207","0","0","2","0","3","0","0","20003"
"6","90006","2","0","0","2","0","4","147","3100102","0","1004207","0","0","2","0","10","0","0","20003"
"4","90006","1","0","0","2","0","11","148","3100101","0","1004207","0","0","2","0","30","0","0","20003"
"10","90006","4","0","0","2","0","1","149","3100104","0","1004208","0","0","2","0","1","0","0","20003"
"8","90006","3","0","0","2","0","2","150","3100103","0","1004208","0","0","2","0","3","0","0","20003"
"6","90006","2","0","0","2","0","4","151","3100102","0","1004208","0","0","2","0","10","0","0","20003"
"4","90006","1","0","0","2","0","11","152","3100101","0","1004208","0","0","2","0","30","0","0","20003"
"10","90006","4","0","0","2","0","1","153","3100104","0","1004209","0","0","2","0","1","0","0","20003"
"8","90006","3","0","0","2","0","2","154","3100103","0","1004209","0","0","2","0","3","0","0","20003"
"6","90006","2","0","0","2","0","4","155","3100102","0","1004209","0","0","2","0","10","0","0","20003"
"4","90006","1","0","0","2","0","11","156","3100101","0","1004209","0","0","2","0","30","0","0","20003"
"10","90006","4","0","0","2","0","1","157","3100104","0","1004210","0","0","2","0","1","0","0","20003"
"8","90006","3","0","0","2","0","2","158","3100103","0","1004210","0","0","2","0","3","0","0","20003"
"6","90006","2","0","0","2","0","4","159","3100102","0","1004210","0","0","2","0","10","0","0","20003"
"4","90006","1","0","0","2","0","11","160","3100101","0","1004210","0","0","2","0","30","0","0","20003"
