ae846b222cbd07c2e6cca66c827071bd7a4c9de8241fcdde6020a9f0fc8fb131,5db512b59189972a138371bbae0fce2ba35a3aec4b283d96a02183f0282e961e,9cb21c51c992d502eae0e620d7d99f05594f078b087d1fb31005a17cd97789ef,491d2cefef61f9763f150b267eff0a7cd63d3f520d8d2417f33544389fa74852,50fb73f03914055348a3e195905eb233a2f1e363800d83f4c3ddcb0fb701b756,b571849cc8696021f5a1c7701326ae5d98a4eb71e290cc0d8324e4ff541d90ff,b8c38898c6ed34460e3cce37c74b80e3cbaeed29766a8612119f46164358442d,319bd3979bdf562b2df6f975087e951008c72377b297dcd3c7f91bc30aa7d7fa,c1c02b242056fe3a6e7a2473103deb0c1bc4f56580c323db512d9d3fb7902e86,eecabca0301c7b17d7f3ab6524e9525de22d00d3fa7526f470e38e687c4cb230,69ca6a9a1d47ed0a3d4caabb6a9951d4925e2dcbe8f07934120ea7fd8056196b
"0","5152061","","61026","93","","","","1","",""
"callout_in","5152061","0","61027","3","1","0","","110311","callout_loop","0.2"
"0","5152061","","61028","93","","","","0.1","",""
"vo_rag_6001","5152061","","61029","21","","0","","vo_rag","0",""
"1001_in","5152061","","61030","3","","0","","3","","0"
"1","5152061","","61031","93","","","","1.9","",""
"1001_mid","5152061","","61032","3","","0","","3","","0"
"","5152061","","61033","92","","","","","",""
"1001_out","5152061","","61034","3","","0","","3","","0"
"0","5152061","","61035","93","","","","0.2","",""
"doya_idle_joy1R","5152061","","61036","3","","1","","110311","","0.3"
"gutsB_in_joy","5152061","0","61037","3","1","0","","102311","gutsB_talk_joy","0.2"
"wish_talk","5152061","","61038","3","","1","","102111","","0.2"
"hello_2","5152061","0","61039","3","1","0","","131911","idle_normal_joy","0.2"
"sad_talk_joy","5152061","","61040","3","","1","","107711","","0.2"
"handsup_in","5152061","0","61041","3","1","0","","122811","handsup_loop","0.2"
"leanforward_joy","5152061","","61042","3","","1","","122911","","0.2"
"talk_normal","5152061","","61043","3","","1","","122711","","0.2"
"vo_rag_6002","5152061","","61044","21","","0","","vo_rag","0",""
"-110","5152061","","61045","2","0","142","","3","0",""
"1002_in","5152061","","61046","3","","0","","3","","0"
"1","5152061","","61047","93","","","","1.9","",""
"1002_mid","5152061","","61048","3","","0","","3","","0"
"","5152061","","61049","92","","","","","",""
"1002_out","5152061","","61050","3","","0","","3","","0"
"gutsB_idle","5152061","","61051","3","","1","","102311","","0.2"
"wish_idle","5152061","","61052","3","","1","","102111","","0.2"
"idle_normal","5152061","","61053","3","","1","","131911","","0.2"
"sad_idle_normal","5152061","","61054","3","","1","","107711","","0.2"
"cool_idle","5152061","","61055","3","","1","","122811","","0.2"
"idle_normal_joy1R","5152061","","61056","3","","1","","122911","","0.2"
"wish_idle","5152061","","61057","3","","1","","122711","","0.2"
"gutsB_in","5152061","0","61058","3","1","0","","110311","gutsB_talk","0.2"
"vo_rag_6003","5152061","","61059","21","","0","","vo_rag","0",""
"大朋友也很有精神，非常好！\n馬上開始做體操吧！","5152061","15","61060","11","1","7","0","110311","1","0"
"","5152061","","61061","91","","0","","0","0",""
"bgm_MC175B","5152061","","61062","25","","","","bgm_MC175B","",""
"1","5152061","","61063","32","","","","2","",""
"kids_gungun_in","5152061","0","61064","3","1","0","","110311","kids_gungun_loop","0.2"
"vo_rag_6004","5152061","","61065","21","","0","","vo_rag","0",""
"首先把雙手朝向天空\n用力伸出去──！","5152061","0","61066","11","0","7","1.7","110311","1","0"
"0","5152061","","61067","93","","","","0.1","",""
"kids_gungun_in","5152061","0","61068","3","1","0","","131911","kids_gungun_loop","0.2"
"kids_gungun_in","5152061","0","61069","3","1","0","","102311","kids_gungun_loop","0.2"
"kids_gungun_in","5152061","0","61070","3","1","0","","102111","kids_gungun_loop","0.2"
"kids_gungun_in","5152061","0","61071","3","1","0","","107711","kids_gungun_loop","0.2"
"kids_gungun_in","5152061","0","61072","3","1","0","","122811","kids_gungun_loop","0.2"
"kids_gungun_in","5152061","0","61073","3","1","0","","122911","kids_gungun_loop","0.2"
"kids_gungun_in","5152061","0","61074","3","1","0","","122711","kids_gungun_loop","0.2"
"0","5152061","","61075","93","","","","5.2","",""
"","5152061","","61076","91","","0","","61066","0",""
"vo_rag_6005","5152061","","61077","21","","0","","vo_rag","0",""
"用力、用力！\n啊哈哈，盡情活動身體真開心呢！","5152061","60","61078","11","0","8","2.3","102311","1","13"
"0","5152061","","61079","93","","","","7.8","",""
"","5152061","","61080","91","","0","","61078","0",""
"kids_furifuri","5152061","","61081","3","","1","","110311","","0.3"
"vo_rag_6006","5152061","","61082","21","","0","","vo_rag","0",""
"接著是讓腰部左右擺動！\n動作要可愛，而且要有節奏感喔！","5152061","17","61083","11","0","7","1.7","110311","1","21"
"0","5152061","","61084","93","","","","0.1","",""
"kids_furifuri","5152061","","61085","3","","1","","131911","","0.3"
"kids_furifuriB","5152061","","61086","3","","1","","102311","","0.3"
"kids_furifuri","5152061","","61087","3","","1","","102111","","0.3"
"kids_furifuriB","5152061","","61088","3","","1","","107711","","0.3"
"kids_furifuri","5152061","","61089","3","","1","","122811","","0.3"
"kids_furifuriB","5152061","","61090","3","","1","","122911","","0.3"
"kids_furifuri","5152061","","61091","3","","1","","122711","","0.3"
"0","5152061","","61092","93","","","","7.3","",""
"","5152061","","61093","91","","0","","61083","0",""
"vo_rag_6007","5152061","","61094","21","","0","","vo_rag","0",""
"左右左右～感覺越來越有趣了呢♪","5152061","60","61095","11","0","8","0.5","102111","1","0"
"0","5152061","","61096","93","","","","5.2","",""
"","5152061","","61097","91","","0","","61095","0",""
"joy_idle","5152061","","61098","3","","1","","131911","","0.2"
"joy_idle","5152061","","61099","3","","1","","102311","","0.2"
"joy_idle","5152061","","61100","3","","1","","102111","","0.2"
"joy_idle","5152061","","61101","3","","1","","107711","","0.2"
"joy_idle","5152061","","61102","3","","1","","122811","","0.2"
"joy_idle","5152061","","61103","3","","1","","122911","","0.2"
"joy_idle","5152061","","61104","3","","1","","122711","","0.2"
"kids_jump_in_saren","5152061","0","61105","3","0","0","","110311","kids_jump_sideHair_out","0.2"
"vo_rag_6008","5152061","","61106","21","","0","","vo_rag","0",""
"最後大家一起大大地……跳躍──！","5152061","0","61107","11","0","7","1","110311","1","0"
"0","5152061","","61108","93","","","","0.1","",""
"kids_jump_in","5152061","0","61109","3","1","0","","131911","kids_jump_mid","0.2"
"kids_jump_in","5152061","0","61110","3","1","0","","102311","kids_jump_mid","0.2"
"kids_jump_in","5152061","0","61111","3","1","0","","102111","kids_jump_mid","0.2"
"kids_jump_in","5152061","0","61112","3","1","0","","107711","kids_jump_mid","0.2"
"kids_jump_in","5152061","0","61113","3","1","0","","122811","kids_jump_mid","0.2"
"kids_jump_in","5152061","0","61114","3","1","0","","122911","kids_jump_mid","0.2"
"kids_jump_in","5152061","0","61115","3","1","0","","122711","kids_jump_mid","0.2"
"0","5152061","","61116","93","","","","4.1","",""
"","5152061","","61117","91","","0","","61107","0",""
"finish","5152061","","61118","37","","","","2","",""
"se_10058300_kids_finish","5152061","","61119","23","","0","","se_10058300","",""
"kids_jump_out","5152061","","61120","3","","0","","131911","","0"
"kids_jump_out","5152061","","61121","3","","0","","102311","","0"
"kids_jump_out","5152061","","61122","3","","0","","102111","","0"
"kids_jump_sideHair_out","5152061","","61123","3","","0","","107711","","0"
"kids_jump_out","5152061","","61124","3","","0","","122811","","0"
"kids_jump_out","5152061","","61125","3","","0","","122911","","0"
"kids_jump_sideHair_out","5152061","","61126","3","","0","","122711","","0"
"vo_rag_6009","5152061","","61127","21","","0","","vo_rag","0",""
"1009_in","5152061","","61128","3","","0","","2","","0"
"1","5152061","","61129","93","","","","0.4","",""
"1009_mid","5152061","","61130","3","","0","","2","","0"
"","5152061","","61131","92","","","","","",""
"1009_out","5152061","","61132","3","","0","","2","","0"
"0","5152061","","61133","93","","","","0.2","",""
"kids_jump_end","5152061","0.2","61134","3","1","0","","131911","idle_normal","0"
"kids_jump_end","5152061","0.2","61135","3","1","0","","102311","joy_idle_normal","0"
"kids_jump_end","5152061","0.2","61136","3","1","0","","102111","wish_idle","0"
"kids_jump_sideHair_end","5152061","0.2","61137","3","1","0","","107711","idle_normal","0"
"kids_jump_end","5152061","0.2","61138","3","1","0","","122811","doya_idle","0"
"kids_jump_end","5152061","0.2","61139","3","1","0","","122911","idle_normal","0"
"kids_jump_sideHair_end","5152061","0.2","61140","3","1","0","","122711","idle_normal","0"
"bgm_MC173B","5152061","1","61141","27","0","0.5","","bgm_MC173B","0.5","0"
"kids_jump_sideHair_end","5152061","0.2","61142","3","1","0","","110311","talk_normal","0"
"vo_rag_6010","5152061","","61143","21","","0","","vo_rag","0",""
"好的，辛苦了。\n大家玩得開心嗎？","5152061","0","61144","11","1","6","0","110311","1","0"
"","5152061","","61145","91","","0","","0","0",""
"idle_normal","5152061","","61146","3","","1","","110311","","0.2"
"gutsB_in","5152061","0","61147","3","1","0","","131911","gutsB_talk","0.2"
"surprise3_in_joy2","5152061","0","61148","3","1","0","","102311","surprise3_loop_joy2","0.2"
"memory_talk","5152061","","61149","3","","1","","102111","","0.2"
"wish_talk_joy_shy","5152061","","61150","3","","1","","107711","","0.2"
"eieio_in","5152061","0","61151","3","1","0","","122811","eieio_loop","0.2"
"anger_talk_joy","5152061","","61152","3","","1","","122911","","0.2"
"sad_talk_dere2","5152061","","61153","3","","1","","122711","","0.2"
"vo_rag_6011","5152061","","61154","21","","0","","vo_rag","0",""
"嗯，非常開心！\n是很～新鮮的\n廣播體操呢！","5152061","60","61155","11","1","7","0","131911","1","0"
"","5152061","","61156","91","","0","","0","0",""
"gutsB_idle","5152061","","61157","3","","1","","131911","","0.2"
"memory_talk","5152061","","61158","3","","1","","102111","","0.2"
"vo_rag_6012","5152061","","61159","21","","0","","vo_rag","0",""
"既可愛又讓人充滿活力♪\n咲戀媽媽的體操好厲害♪","5152061","56","61160","11","1","8","0","102111","1","0"
"","5152061","","61161","91","","0","","0","0",""
"memory_talk","5152061","","61162","3","","1","","102111","","0.2"
"se_10058300_emotion_laugh","5152061","","61163","23","","0","","se_10058300","",""
"1","5152061","","61164","32","","","","11","",""
"sad_talk_normal","5152061","","61165","3","","1","","110311","","0.2"
"vo_rag_6013","5152061","","61166","21","","0","","vo_rag","0",""
"啊哈哈，\n看大家這麼開心，\n感覺不壞呢。","5152061","0","61167","11","1","7","0","110311","1","0"
"","5152061","","61168","91","","0","","0","0",""
"0","5152061","","61169","32","","","","11","",""
"0","5152061","","61170","22","","","","0","",""
"0","5152061","","61171","93","","","","0.1","",""
"wish_talk_joy_shy","5152061","","61172","3","","1","","110311","","0.2"
"smile2_joy","5152061","0","61173","3","1","0","","131911","sad_idle_joy","0.2"
"joy_idle","5152061","","61174","3","","1","","102311","","0.2"
"memory_idle","5152061","","61175","3","","1","","102111","","0.2"
"wish_idle_dere","5152061","","61176","3","","1","","107711","","0.2"
"cool_talk_dere2","5152061","","61177","3","","1","","122811","","0.2"
"anger_idle_normal2","5152061","","61178","3","","1","","122911","","0.2"
"sad_idle_dere","5152061","","61179","3","","1","","122711","","0.2"
"se_10058300_emotion_kids","5152061","","61180","23","","0","","se_10058300","",""
"9","5152061","0","61181","12","0","2","0","110311","0","0"
"7","5152061","0","61182","12","0","2","0","131911","0","0"
"10","5152061","0","61183","12","0","2","0","102311","0","0"
"6","5152061","0","61184","12","0","2","0","102111","0","0"
"0","5152061","","61185","93","","","","2.5","",""
"","5152061","","61186","101","","","","61187","",""
"bgm_MC173B","5152061","","61187","25","","","","bgm_MC173B","",""
"0","5152061","","61188","22","","","","0","",""
"107111","5152062","1","62001","1","-280","110","doya_idle","1","382","1.55"
"107611","5152062","0","62002","1","-210","105","idle_normal","1","145","1.5"
"131911","5152062","0","62003","1","-296","107","joy_idle_normal","1","-22","1.57"
"107511","5152062","0","62004","1","-311","109","wish_idle_joy","1","-217","1.57"
"107811","5152062","0","62005","1","-255","108","cool_idle","1","-440","1.53"
"131411","5152062","0","62006","1","-136","103","idle_normal","1","34","1.45"
"131311","5152062","0","62007","1","-146","104","riri_idle","1","-163","1.45"
"131511","5152062","0","62008","1","-166","105","sad_idle_surprise1","1","-350","1.45"
"5","5152062","1","62009","5","-235","106","empty","5","-13","1.5"
"11","5152062","0","62010","5","-210","110","empty","1","145","1.5"
"12","5152062","0","62011","5","-296","110","empty","1","-22","1.57"
"13","5152062","0","62012","5","-311","110","empty","1","-217","1.57"
"14","5152062","0","62013","5","-255","110","empty","1","-440","1.53"
"15","5152062","0","62014","5","-136","107","empty","1","34","1.45"
"16","5152062","0","62015","5","-146","107","empty","1","-163","1.45"
"17","5152062","0","62016","5","-166","107","empty","1","-350","1.45"
"210","5152062","","62017","13","","","","107111","",""
"207","5152062","","62018","13","","","","131911","",""
"209","5152062","","62019","13","","","","107511","",""
"205","5152062","","62020","13","","","","107611","",""
"208","5152062","","62021","13","","","","107811","",""
"203","5152062","","62022","13","","","","131411","",""
"204","5152062","","62023","13","","","","131311","",""
"205","5152062","","62024","13","","","","131511","",""
"1","5152062","0","62025","5","-235","108","empty","1","-13","1.57"
"2","5152062","0","62026","5","11","210","empty","2","382","1"
"1","5152062","","62027","31","1","0","","1","0","1"
"2","5152062","","62028","31","1","0","","2","0","0"
"12","5152062","","62029","31","1","0","","12","0","0"
"3","5152062","","62030","31","1","0","","3","0","1"
"","5152062","","62031","91","","","","0","",""
"telop_2","5152062","","62032","37","","","","3","",""
"0","5152062","","62033","102","","0","","0","",""
"0","5152062","","62034","93","","","","1","",""
"doya_talk","5152062","","62035","3","","1","","107111","","0.2"
"vo_rag_2001","5152062","","62036","21","","0","","vo_rag","0",""
"一大清早的，真虧妳們能聚集在此。","5152062","35","62037","11","1","9","0","107111","1","0"
"","5152062","","62038","91","","0","","0","0",""
"cool_in_joy","5152062","0","62039","3","1","0","","107111","cool_talk_joy","0.2"
"vo_rag_2002","5152062","","62040","21","","0","","vo_rag","0",""
"就來將我珍藏的體操\n傳授給妳們吧♪","5152062","35","62041","11","1","6","0","107111","1","0"
"","5152062","","62042","91","","0","","0","0",""
"cool_idle","5152062","","62043","3","","1","","107111","","0.2"
"gutsB_talk_anger","5152062","","62044","3","","1","","131311","","0.2"
"vo_rag_2003","5152062","","62045","21","","0","","vo_rag","0",""
"無論是何等激烈的體操……\n我都會努力跳完的……！","5152062","0","62046","11","1","10","0","131311","1","0"
"","5152062","","62047","91","","0","","0","0",""
"riri_idle","5152062","","62048","3","","1","","131311","","0.2"
"","5152062","","62049","26","","","","1","",""
"joy_talk_normal","5152062","","62050","3","","1","","107111","","0.2"
"idle_normal","5152062","","62051","3","","1","","131911","","0.2"
"idle_normal","5152062","","62052","3","","1","","107511","","0.2"
"idle_normal","5152062","","62053","3","","1","","107611","","0.2"
"idle_normal","5152062","","62054","3","","1","","107811","","0.2"
"idle_normal","5152062","","62055","3","","1","","131411","","0.2"
"idle_normal","5152062","","62056","3","","1","","131311","","0.2"
"idle_normal","5152062","","62057","3","","1","","131511","","0.2"
"vo_rag_2004","5152062","","62058","21","","0","","vo_rag","0",""
"那就開始囉。\n來，一二一二。\n手再高一點！","5152062","0","62059","11","0","8","2","107111","1","0"
"0","5152062","","62060","93","","0","","1.1","0",""
"bgm_MC175A","5152062","","62061","25","","","","bgm_MC175A","",""
"1","5152062","","62062","32","","","","2","",""
"clapping_in","5152062","0","62063","3","1","0","","107111","clapping_loop","0.2"
"idol_before_dance","5152062","","62064","3","","0","","131911","","0.2"
"idol_before_dance","5152062","","62065","3","","0","","107511","","0.2"
"idol_before_dance","5152062","","62066","3","","0","","107611","","0.2"
"idol_before_dance","5152062","","62067","3","","0","","107811","","0.2"
"idol_before_dance","5152062","","62068","3","","0","","131411","","0.2"
"idol_before_dance","5152062","","62069","3","","0","","131311","","0.2"
"idol_before_dance","5152062","","62070","3","","0","","131511","","0.2"
"","5152062","","62071","91","","","","0","",""
"1","5152062","","62072","32","","","","12","",""
"idol_danceF","5152062","","62073","3","","1","","131911","","0.2"
"idol_danceF","5152062","","62074","3","","1","","107511","","0.2"
"idol_danceF","5152062","","62075","3","","1","","107611","","0.2"
"idol_danceF","5152062","","62076","3","","1","","107811","","0.2"
"idol_danceB_in","5152062","0","62077","3","1","0","","131411","idol_danceB_loop","0.2"
"idol_danceB_in","5152062","0","62078","3","1","0","","131311","idol_danceB_loop","0.2"
"idol_danceB_in","5152062","0","62079","3","1","0","","131511","idol_danceB_loop","0.2"
"idol_danceF","5152062","","62080","3","","1","","12","","0.2"
"idol_danceF","5152062","","62081","3","","1","","13","","0.2"
"idol_danceF","5152062","","62082","3","","1","","11","","0.2"
"idol_danceF","5152062","","62083","3","","1","","14","","0.2"
"idol_danceB_loop","5152062","","62084","3","","1","","15","","0.2"
"idol_danceB_loop","5152062","","62085","3","","1","","16","","0.2"
"idol_danceB_loop","5152062","","62086","3","","1","","17","","0.2"
"0","5152062","","62087","93","","0","","2.8","0",""
"0","5152062","","62088","93","","0","","0.1","0",""
"pointing_in_anger","5152062","0","62089","3","1","0","","107111","pointing_loop_anger","0.2"
"0","5152062","","62090","93","","0","","0.5","0",""
"vo_rag_2005","5152062","","62091","21","","0","","vo_rag","0",""
"0204_in","5152062","","62092","3","","0","","2","","0"
"0","5152062","","62093","93","","","","2.5","",""
"0204_out","5152062","","62094","3","","0","","2","","0"
"0","5152062","","62095","93","","","","0.2","",""
"angry_loop","5152062","","62096","3","","1","","107111","","0.2"
"vo_rag_2006","5152062","","62097","21","","0","","vo_rag","0",""
"0205_in","5152062","","62098","3","","0","","2","","0"
"0","5152062","","62099","93","","","","2.2","",""
"0205_out","5152062","","62100","3","","0","","2","","0"
"0","5152062","","62101","93","","","","0.3","",""
"clapping_in_talk2","5152062","0","62102","3","1","0","","107111","clapping_loop_talk2","0.2"
"0","5152062","","62103","93","","","","2.1","",""
"out","5152062","","62104","37","","","","12","",""
"idol_poseF_in","5152062","0","62105","3","1","0","","131911","idol_poseF_loop","0.1"
"idol_poseF_in","5152062","0","62106","3","1","0","","107511","idol_poseF_loop","0.1"
"idol_poseF_in","5152062","0","62107","3","1","0","","107611","idol_poseF_loop","0.1"
"idol_poseF_in","5152062","0","62108","3","1","0","","107811","idol_poseF_loop","0.1"
"idol_poseB_in","5152062","0","62109","3","1","0","","131411","idol_poseB_loop","0.1"
"idol_poseB_in","5152062","0","62110","3","1","0","","131311","idol_poseB_loop","0.1"
"idol_poseB_in","5152062","0","62111","3","1","0","","131511","idol_poseB_loop","0.1"
"empty","5152062","","62112","3","","1","","12","","0.2"
"empty","5152062","","62113","3","","1","","13","","0.2"
"empty","5152062","","62114","3","","1","","11","","0.2"
"empty","5152062","","62115","3","","1","","14","","0.2"
"empty","5152062","","62116","3","","1","","15","","0.2"
"empty","5152062","","62117","3","","1","","16","","0.2"
"empty","5152062","","62118","3","","1","","17","","0.2"
"93","5152062","","62119","2","11","-206","","107611","0.7",""
"-13","5152062","","62120","2","11","-235","","131911","0.7",""
"-152","5152062","","62121","2","11","-248","","107511","0.7",""
"-277","5152062","","62122","2","11","-243","","107811","0.7",""
"8","5152062","","62123","2","11","-151","","131411","0.7",""
"-102","5152062","","62124","2","11","-154","","131311","0.7",""
"-222","5152062","","62125","2","11","-167","","131511","0.7",""
"0","5152062","","62126","93","","","","1.6","",""
"finish","5152062","","62127","37","","","","2","",""
"se_10058300_idle_finish","5152062","","62128","23","","0","","se_10058300","",""
"bgm_MC173B","5152062","1","62129","27","0","0.5","","bgm_MC173B","0.5","0"
"0","5152062","","62130","93","","","","0","",""
"clapping_end","5152062","","62131","3","","0","","107111","","0.1"
"0","5152062","","62132","93","","","","2","",""
"armcrossed_in","5152062","0","62133","3","1","0","","107111","armcrossed_talk","0.2"
"vo_rag_2007","5152062","","62134","21","","0","","vo_rag","0",""
"就樣就結束了！哼……漂亮☆\n偶像之路雖然艱辛，\n但是妳們想必能夠做到的吧。","5152062","35","62135","11","1","7","0","107111","1","0"
"","5152062","","62136","91","","0","","0","0",""
"armcrossed_idle","5152062","","62137","3","","1","","107111","","0.2"
"pack_in","5152062","0","62138","3","1","0","","5","pack_talk","0"
"se_10058300_pack_appear","5152062","","62139","23","","0","","se_10058300","",""
"idol_poseF_end_emilia_in","5152062","0","62140","3","1","0","","131911","idol_poseF_end_emilia_loop","0.2"
"0","5152062","","62141","93","","","","1","",""
"vo_rag_2008","5152062","","62142","21","","0","","vo_rag","0",""
"我說，莉雅，\n這個算是廣播體操嗎？","5152062","24","62143","11","1","7","0","5","1","5"
"","5152062","","62144","91","","0","","0","0",""
"0","5152062","","62145","22","","","","0","",""
"idol_poseF_end_emilia_loop_nervous","5152062","","62146","3","","1","","131911","","0.2"
"idol_poseF_end_emilia_nervous_in","5152062","0","62147","3","1","0","","1","idol_poseF_end_emilia_loop","0"
"pack_idle","5152062","","62148","3","","1","","5","","0.2"
"chris_laugh","5152062","","62149","3","","1","","107111","","0.2"
"se_10058300_emotion_idol","5152062","","62150","23","","0","","se_10058300","",""
"5","5152062","5","62151","12","0","2","0","5","0","5"
"10","5152062","0","62152","12","0","2","0","107111","0","0"
"0","5152062","","62153","93","","","","2.5","",""
"","5152062","","62154","101","","","","62155","",""
"bgm_MC173B","5152062","","62155","25","","","","bgm_MC173B","",""
"0","5152062","","62156","22","","","","0","",""
"131711","5152063","1","63001","1","-215","109","ames_sit_idle","1","124","1.8"
"132011","5152063","0","63002","1","-215","108","echidna_sit_thinking_idle","1","-119","1.8"
"1","5152063","0","63003","5","-215","109","empty","1","-119","1.8"
"209","5152063","","63004","13","","","","131711","",""
"208","5152063","","63005","13","","","","132011","",""
"1","5152063","","63006","31","1.16","0","","1","0","1"
"10","5152063","","63007","31","1","0","","10","0","1"
"5","5152063","","63008","31","1","0","","5","0","0"
"3","5152063","","63009","31","1","0","","3","0","1"
"0","5152063","","63010","91","","","","0","",""
"telop_3","5152063","","63011","37","","","","3","",""
"0","5152063","","63012","102","","0","","0","",""
"0","5152063","","63013","93","","","","1","",""
"echidna_sit_thinking_talk","5152063","","63014","3","","1","","132011","","0.2"
"vo_rag_5001","5152063","","63015","21","","0","","vo_rag","0",""
"在這個世界上，\n似乎有著只在「偶像」\n這種族間流傳的傳統體操呢。","5152063","50","63016","11","1","7","0","132011","1","-20"
"","5152063","","63017","91","","0","","0","0",""
"echidna_sit_talk","5152063","","63018","3","","1","","132011","","0.2"
"vo_rag_5002","5152063","","63019","21","","0","","vo_rag","0",""
"妳是富有知識的存在吧？\n能不能把那些動作\n也教給我呢？","5152063","50","63020","11","1","8","0","132011","1","-20"
"","5152063","","63021","91","","0","","0","0",""
"echidna_sit_idle","5152063","","63022","3","","1","","132011","","0.2"
"ames_yareyare_in","5152063","0","63023","3","1","0","","131711","ames_yareyare_talk","0.2"
"vo_rag_5003","5152063","","63024","21","","0","","vo_rag","0",""
"居然提出這麼麻煩的要求。","5152063","50","63025","11","1","6","0","131711","1","20"
"","5152063","","63026","91","","0","","0","0",""
"ames_sit_talk","5152063","","63027","3","","1","","131711","","0.2"
"vo_rag_5004","5152063","","63028","21","","0","","vo_rag","0",""
"雖然其中好像有很多誤解，\n不過就算了。","5152063","50","63029","11","1","7","0","131711","1","20"
"","5152063","","63030","91","","0","","0","0",""
"vo_rag_5005","5152063","","63031","21","","0","","vo_rag","0",""
"那麼，\n妳試著跟我做一樣的動作。","5152063","50","63032","11","1","7","0","131711","1","20"
"","5152063","","63033","91","","0","","0","0",""
"ames_sit_out","5152063","0","63034","3","1","0","","131711","idle_normal","0.2"
"0","5152063","","63035","93","","","","0.1","",""
"echidna_sit_out","5152063","0","63036","3","1","0","","132011","idle_normal","0.2"
"out","5152063","","63037","37","","","","10","",""
"0","5152063","","63038","93","","","","1","",""
"","5152063","","63039","91","","0","","0","0",""
"bgm_MC175A","5152063","","63040","25","","","","bgm_MC175A","",""
"1","5152063","","63041","32","","","","5","",""
"isekai_dance","5152063","","63042","3","","1","","131711","","0.2"
"0","5152063","","63043","93","","","","0.1","",""
"isekai_dance","5152063","","63044","3","","1","","132011","","0.2"
"vo_rag_5006","5152063","","63045","21","","0","","vo_rag","0",""
"來，一二一二、\n踏步踏步……","5152063","0","63046","11","0","7","1.7","131711","1","0"
"0","5152063","","63047","93","","","","7","",""
"","5152063","","63048","91","","0","","0","0",""
"vo_rag_5007","5152063","","63049","21","","0","","vo_rag","0",""
"一、二……一、二……\n呼、呼……\n今天就先、到此為止、吧……","5152063","0","63050","11","1","9","0","132011","1","0"
"0","5152063","","63051","93","","","","3.4","",""
"bgm_MC173B","5152063","1","63052","27","0","0.5","","bgm_MC173B","0.5","0"
"out","5152063","","63053","37","","","","5","",""
"tired_in","5152063","0","63054","3","1","0","","1","tired_talk","0"
"echidna_tired_in","5152063","0","63055","3","1","0","","132011","echidna_tired_talk","0"
"se_10058300_isekai_breath","5152063","","63056","23","","0","","se_10058300","",""
"0","5152063","","63057","93","","","","7.6","",""
"","5152063","","63058","91","","0","","63050","0",""
"tired_idle","5152063","","63059","3","","1","","1","","0.2"
"echidna_tired_idle","5152063","","63060","3","","1","","132011","","0.2"
"shock_in","5152063","0","63061","3","1","0","","131711","shock_talk","0"
"vo_rag_5008","5152063","","63062","21","","0","","vo_rag","0",""
"騙人的吧！才只做了\n一點點而已耶！","5152063","0","63063","11","1","7","0","131711","1","0"
"","5152063","","63064","91","","0","","0","0",""
"shock_to_surprise","5152063","","63065","3","1","0","","131711","surprise_idle","0.2"
