9bd4f1730fdaa08980990ab97cf1d01407aa1a12dfe76bc8b049674b4215d2c7,80251b073b8c2e0927283a9a3a1b29782667aeade3c0f83c4159fb9c312c0336,7f123b6ad968ce9bc50d7488952afdb880f292eb6560795026587ba768823fc9,0369ea0e9dab59823d211601a0b2001999e35744c14b54895d62be6f5f9e8124,f8800210b1bbf68950c344485881c9cc5a1b81488900ecea24260ff37bd1c11d,30ab9c4db48aa48c62455de6b6382306885979bfa2218e91e197537999621105,5c659bd773993cf3d819a17e7ebc832b492fab511386b1de51e59b16c0103eae,c6731fa300ead48e2aaabef576edb3f09bfd6818a88e0a5865bb1503e0a35ed9,29a5d732cc035abe2e09ce781690f020fb10e679ed599f4b9f6e1efb1658388d,7ab75dedb27811f988eef62371dd56288901e36d2b88b300f499aae240126fb4,5c96ec7fe8e1c8220e17058897bc0c2fa5cd0d91f23109b38d5b01a19b30aa1a
"0.2","3","2023","0","","0.2","1","2","psy_surprise","psy_idle_surprise2","106011"
"","91","2024","","","","","2","","","2021"
"","22","2025","","","","","2","0","","0"
"0.2","3","2026","1","","","","2","psy_miyako_idle_thinking","","119931"
"0.2","3","2027","1","","","","2","psy_talk_surprise2","","106011"
"","21","2028","0","","","","2","vo_minigame_1008_drama_0307","0","vo_minigame_1008"
"0","11","2029","6","0.5","0","0","2","呀啊！？\n妳突然冒出來是幹什麼呀！","1","106011"
"","91","2030","","","","","2","","","0"
"0.2","3","2031","1","","","","2","psy_idle_surprise2","","106011"
"0.2","3","2032","1","","","","2","psy_miyako_anger1","","119931"
"","21","2033","0","","","","2","vo_minigame_1008_drama_0302","0","vo_minigame_1008"
"0","11","2034","4","1","0","0","2","擅自進來的人是妳喲，\n宮子沒有錯。\n不要妨礙宮子來的……嗯？\n妳……","1","119931"
"","93","2035","","","","","2","1","","8"
"0.2","3","2036","1","","","","2","psy_miyako_thinking2","","119931"
"","91","2037","","","","","2","","","2034"
"","22","2038","","","","","2","0","","0"
"0.2","3","2039","1","","","","2","psy_talk_sad","","106011"
"","21","2040","0","","","","2","vo_minigame_1008_drama_0308","0","vo_minigame_1008"
"0","11","2041","9","0.5","0","0","2","幹、幹什麼……","1","106011"
"","91","2042","","","","","2","","","0"
"0.2","3","2043","1","","","","2","psy_idle_sad","","106011"
"0.2","3","2044","1","","","","2","psy_miyako_run","","119931"
"","2","2045","-200","","","0","2","0","2","119931"
"","93","2046","","","","","2","","","2"
"0.2","3","2047","1","","","","2","psy_miyako_thinking2","","119931"
"","21","2048","0","","","","2","vo_minigame_1008_drama_0303","0","vo_minigame_1008"
"0","11","2049","5","1","0","0","2","嗯嗯嗯嗯嗯……\n總覺得妳很美味來的……","1","119931"
"","91","2050","","","","","2","","","0"
"","22","2051","","","","","2","0","","0"
"","93","2052","","","","","2","","","0.5"
"0.2","3","2053","1","","","","2","psy_talk_sad","","106011"
"","21","2054","0","","","","2","vo_minigame_1008_drama_0309","0","vo_minigame_1008"
"0","11","2055","4","0.5","0","0","2","啥？","1","106011"
"","91","2056","","","","","2","","","0"
"0.2","3","2057","1","","","","2","psy_idle_sad","","106011"
"","21","2058","0","","","","2","vo_minigame_1008_drama_0304","0","vo_minigame_1008"
"0","11","2059","5","0.5","0","0","2","人家要把妳變成布丁喲～～！！","1","119931"
"","93","2060","","","","","2","1","","0.5"
"0.2","3","2061","0","","0","1","2","psy_miyako_attack_in","psy_miyako_attack_loop","119931"
"","93","2062","","","","","2","1","","0.2"
"0.2","3","2063","0","","0.2","1","2","psy_surprise","psy_idle_surprise2","106011"
"","91","2064","","","","","2","","","2059"
"","22","2065","","","","","2","0","","0"
"0.2","3","2066","1","","","","2","psy_talk_surprise2","","106011"
"","21","2067","0","","","","2","vo_minigame_1008_drama_0310","0","vo_minigame_1008"
"0","11","2068","7","0.5","0","0","2","搞、搞什麼呀這間店～～！！","1","106011"
"","91","2069","","","","","2","","","0"
"","4","2070","","","","","2","0","","106011"
"0.2","3","2071","1","","","","2","psy_run_shy","","106011"
"0.2","3","2072","1","","","","2","psy_miyako_attack_loop_move","","119931"
"","2","2073","-220","","","0","2","1000","3","106011"
"","2","2074","-220","","","0","2","1000","5","119931"
"","93","2075","","","","","2","","","3.5"
"","22","2076","","","","","2","0","","0"
"","91","2077","","","","","2","","","0"
"1.65","1","3001","100","psy_miyako_gasagoso_B","1","-150","3","119931","-250","1"
"1.7","1","3002","100","psy_walk","1","-180","3","105511","340","1"
"1","31","3003","0","","","1","3","11","0","1"
"1.7","5","3004","101","psy_smoke_start","0","-220","3","1","-300","1"
"","2","3005","-180","","","0","3","225","2","105511"
"","93","3006","","","","","3","","","2"
"0.2","3","3007","1","","","","3","psy_talk_wish","","105511"
"","21","3008","0","","","","3","vo_minigame_1008_drama_0203","0","vo_minigame_1008"
"0","11","3009","7","0.5","0","0","3","這、這裡就是前輩工作的地方吧？","1","105511"
"","91","3010","","","","","3","","","0"
"0.2","3","3011","0","","0","1","3","psy_ayumi_kyoro_in","psy_ayumi_kyoro_loop","105511"
"","93","3012","","","","","3","","","1.8"
"0.2","3","3013","1","","","","3","psy_talk_joy1","","105511"
"","21","3014","0","","","","3","vo_minigame_1008_drama_0204","0","vo_minigame_1008"
"0","11","3015","6","0.5","0","0","3","哇～好多看起來很美味的甜點\n擺在那邊呢……前輩做的甜點\n是不是也在裡面呢？","1","105511"
"","91","3016","","","","","3","","","0"
"0.2","3","3017","1","","","","3","psy_talk_call","","105511"
"","21","3018","0","","","","3","vo_minigame_1008_drama_0205","0","vo_minigame_1008"
"0","11","3019","7","0.5","0","0","3","那個……請給我一份這個甜點。\n那個～不好意思～\n沒聽到我的聲音嗎？","1","105511"
"","93","3020","","","","","3","1","","3"
"0","12","3021","0.8","0","0","0","3","5","1","119931"
"","4","3022","","","","","3","0","","119931"
"0","3","3023","1","","","","3","psy_miyako_idle_thinking","","119931"
"","93","3024","","","","","3","1","","1.5"
"","4","3025","","","","","3","1","","119931"
"0","3","3026","1","","","","3","psy_miyako_gasagoso_B","","119931"
"","93","3027","","","","","3","1","","0.5"
"0.2","3","3028","1","","","","3","psy_talk_sad","","105511"
"","91","3029","","","","","3","","","3019"
"0.2","3","3030","1","","","","3","psy_talk_wish","","105511"
"","21","3031","0","","","","3","vo_minigame_1008_drama_0206","0","vo_minigame_1008"
"0","11","3032","6","0.5","0","0","3","總、總之我把錢放在這裡了，\n再見！","1","105511"
"","93","3033","","","","","3","1","","2"
"0.2","3","3034","1","","","","3","psy_gasagoso_B2","","105511"
"","93","3035","","","","","3","1","","1"
"0.2","3","3036","0","","0.2","1","3","psy_pekori","psy_idle_normal","105511"
"","91","3037","","","","","3","","","3032"
"","4","3038","","","","","3","0","","105511"
"0.2","3","3039","1","","","","3","psy_run","","105511"
"","2","3040","-180","","","0","3","1000","3","105511"
"","93","3041","","","","","3","","","3"
"","93","3042","","","","","3","","","0.5"
"0","3","3043","1","","","","3","psy_miyako_idle_thinking","","119931"
"","93","3044","","","","","3","","","2"
"","4","3045","","","","","3","0","","119931"
"0.2","3","3046","1","","","","3","psy_miyako_run","","119931"
"","2","3047","-165","","","0","3","0","2","119931"
"","93","3048","","","","","3","","","2"
"0.2","3","3049","1","","","","3","psy_miyako_thinking4","","119931"
"","21","3050","0","","","","3","vo_minigame_1008_drama_0201","0","vo_minigame_1008"
"0","11","3051","4","0.5","0","0","3","……？\n不知不覺出現了錢幣喲！\n剛才明明沒看到來的！\n好可怕！該不會有幽靈吧？","1","119931"
"","93","3052","","","","","3","1","","4"
"0.2","3","3053","1","","","","3","psy_miyako_panic1","","119931"
"","91","3054","","","","","3","","","3051"
"","22","3055","","","","","3","0","","0"
"0.2","3","3056","0","","0","1","3","psy_miyako_surprise2_in","psy_miyako_surprise2_loop","119931"
"","21","3057","0","","","","3","vo_minigame_1008_drama_0202","0","vo_minigame_1008"
"0","11","3058","4","1","0","0","3","……！\n突然想到了布丁的靈感喲！\n不過腦海中浮現出的臉，宮子沒有印象。\n這傢伙…………是誰來的？","1","119931"
"","93","3059","","","","","3","1","","4"
"0.2","3","3060","1","","","","3","psy_miyako_thinking4","","119931"
"","91","3061","","","","","3","","","3058"
"","22","3062","","","","","3","0","","0"
"","93","3063","","","","","3","","","1"
"","91","3064","","","","","3","","","0"
"1.7","1","4001","100","psy_miyako_start","0","-200","4","119931","-300","1"
"1.7","1","4002","100","psy_walk","1","-220","4","107131","300","1"
"1","31","4003","0","","","1","4","11","0","1"
"1.7","5","4004","101","psy_smoke_start","0","-200","4","1","-300","1"
"","2","4005","-220","","","0","4","185","2","107131"
"","93","4006","","","","","4","","","2"
"0.2","3","4007","0","","0.2","1","4","psy_talk_doya","psy_talk_doya_loop","107131"
"","21","4008","0","","","","4","vo_minigame_1008_drama_0405","0","vo_minigame_1008"
"0","11","4009","6","0.5","0","0","4","聽說這間店蔚為話題，\n克莉絲提娜我便來拜訪了唷☆","1","107131"
"","91","4010","","","","","4","","","0"
"0.2","3","4011","1","","","","4","psy_idle_doya","","107131"
"0.2","3","4012","1","","","","4","psy_talk_sad","","107131"
"","21","4013","0","","","","4","vo_minigame_1008_drama_0406","0","vo_minigame_1008"
"0","11","4014","6","0.5","0","0","4","……嗯？這不是沒人在嗎？\n難得我來替慈樂之音\n買點慰勞品。\n喂，有沒有人在啊？","1","107131"
"","93","4015","","","","","4","1","","6"
"0.2","3","4016","1","","","","4","psy_talk_call","","107131"
"","91","4017","","","","","4","","","4014"
"0.2","3","4018","1","","","","4","psy_idle_arm_crossed","","107131"
"0","3","4019","0","","0.2","1","4","psy_miyako_appear","psy_miyako_talk_joy1","119931"
"0","3","4020","0","","0","0","4","psy_smoke_appear","psy_smoke_start","1"
"","21","4021","0","","","","4","vo_minigame_1008_drama_0401","0","vo_minigame_1008"
"0","11","4022","5","0.5","0","0","4","啊！妳是！\n給人家巨大布丁的傢伙來的！\n又要送布丁給宮子了嗎？","1","119931"
"","91","4023","","","","","4","","","0"
"","22","4024","","","","","4","0","","0"
"0.2","3","4025","1","","","","4","psy_miyako_idle","","119931"
"0.2","3","4026","1","","","","4","psy_talk_normal","","107131"
"","21","4027","0","","","","4","vo_minigame_1008_drama_0407","0","vo_minigame_1008"
"0","11","4028","6","0.5","0","0","4","妳是……哦，之前\n在聖誕節有碰過面呢。\n今天我不是聖誕老人，\n而是作為客人過來的。","1","107131"
"","91","4029","","","","","4","","","0"
"0.2","3","4030","1","","","","4","psy_idle_normal","","107131"
"0.2","3","4031","1","","","","4","psy_miyako_sad1","","119931"
"","21","4032","0","","","","4","vo_minigame_1008_drama_0402","0","vo_minigame_1008"
"0","11","4033","4","0.5","0","0","4","人家沒空理不給布丁的人喲。\n老奶奶也不在家，\n快滾吧。","1","119931"
"","93","4034","","","","","4","1","","5"
"0.2","3","4035","1","","","","4","psy_miyako_talk4","","119931"
"","91","4036","","","","","4","","","4033"
"","22","4037","","","","","4","0","","0"
"0.2","3","4038","1","","","","4","psy_miyako_idle2","","119931"
"0.2","3","4039","0","","0.2","1","4","psy_ahaha_in","psy_ahaha_loop","107131"
"","21","4040","0","","","","4","vo_minigame_1008_drama_0408","0","vo_minigame_1008"
"0","11","4041","5","0.5","0","0","4","哈哈哈！\n對我克莉絲提娜竟然如此\n口無遮攔。真是有趣☆","1","107131"
"","93","4042","","","","","4","1","","1.7"
"0.2","3","4043","1","","","","4","psy_talk_joy1","","107131"
"","91","4044","","","","","4","","","4041"
"0.2","3","4045","0","","0.2","1","4","psy_talk_doya","psy_talk_doya_loop","107131"
"","21","4046","0","","","","4","vo_minigame_1008_drama_0409","0","vo_minigame_1008"
"0","11","4047","6","0.5","0","0","4","這下無論如何我都要\n買到妳的甜點了。","1","107131"
"","91","4048","","","","","4","","","0"
"0.2","3","4049","1","","","","4","psy_idle_wish","","107131"
"0.2","3","4050","1","","","","4","psy_miyako_panic1","","119931"
"","21","4051","0","","","","4","vo_minigame_1008_drama_0403","0","vo_minigame_1008"
"0","11","4052","5","0.5","0","0","4","為什麼會變成這樣！？\n趕快回去來的！","1","119931"
"","91","4053","","","","","4","","","0"
"","22","4054","","","","","4","0","","0"
"0.2","3","4055","1","","","","4","psy_miyako_idle_panic","","119931"
"0.2","3","4056","0","","0","1","4","psy_cris_approach_in","psy_cris_approach_loop","107131"
"","21","4057","0","","","","4","vo_minigame_1008_drama_0410","0","vo_minigame_1008"
"0","11","4058","7","0.5","0","0","4","哦？這不是有\n做到一半的布丁嗎？\n嗯……親手製作的慰勞品\n應該也蠻讓人高興的吧。","1","107131"
"","93","4059","","","","","4","1","","4"
"0.2","3","4060","0","","0","1","4","psy_talk_arm_crossed","psy_talk_arm_crossed_loop","107131"
"","91","4061","","","","","4","","","4058"
"0.2","3","4062","1","","","","4","psy_talk_joy1","","107131"
"","21","4063","0","","","","4","vo_minigame_1008_drama_0411","0","vo_minigame_1008"
"0","11","4064","5","0.5","0","0","4","好！我就來做布丁吧！\n妳也來幫忙，\n還我聖誕節的人情吧。","1","107131"
"","91","4065","","","","","4","","","0"
"0.2","3","4066","1","","","","4","psy_idle_joy1","","107131"
"0.2","3","4067","1","","","","4","psy_miyako_anger2","","119931"
"","21","4068","0","","","","4","vo_minigame_1008_drama_0404","0","vo_minigame_1008"
"0","11","4069","6","0.5","0","0","4","為、為什麼會變成那樣──！？","1","119931"
"","93","4070","","","","","4","","","4"
"","91","4071","","","","","4","","","0"
"1.7","1","5001","100","psy_miyako_start","0","-200","5","119931","-300","1"
"1.7","1","5002","100","psy_walk","1","-220","5","104931","300","1"
"1","31","5003","0","","","1","5","11","0","1"
"1.7","5","5004","101","psy_smoke_start","0","-200","5","1","-300","1"
"","2","5005","-220","","","0","5","185","2","104931"
"","93","5006","","","","","5","","","2"
"0.2","3","5007","1","","","","5","psy_talk_wish","","104931"
"","21","5008","0","","","","5","vo_minigame_1008_drama_0504","0","vo_minigame_1008"
"0","11","5009","5","0.5","0","0","5","弟弟和璃乃\n就是在這間甜點店幫忙吧！\n弟弟！姐姐來找你了唷！！","1","104931"
"","93","5010","","","","","5","1","","4.3"
"0.2","3","5011","1","","","","5","psy_talk_joy1","","104931"
"","91","5012","","","","","5","","","5009"
"0.2","3","5013","1","","","","5","psy_idle_joy1","","104931"
"0","3","5014","0","","0.2","1","5","psy_miyako_appear","psy_miyako_talk3","119931"
"0","3","5015","0","","0","0","5","psy_smoke_appear","psy_smoke_start","1"
"","21","5016","0","","","","5","vo_minigame_1008_drama_0501","0","vo_minigame_1008"
"0","11","5017","5","0.5","0","0","5","吵死了喲。\n突然喊什麼喊啊？","1","119931"
"","91","5018","","","","","5","","","0"
"","22","5019","","","","","5","0","","0"
"0.2","3","5020","1","","","","5","psy_miyako_idle","","119931"
"0.2","3","5021","1","","","","5","psy_talk_joy1","","104931"
"","21","5022","0","","","","5","vo_minigame_1008_drama_0505","0","vo_minigame_1008"
"0","11","5023","6","0.5","0","0","5","啊！妳就是宮子吧？\n我有聽璃乃提過妳！\n初次見面，我是弟弟的姐姐唷！","1","104931"
"","93","5024","","","","","5","","","4"
"0.2","3","5025","1","","","","5","psy_talk_wish","","104931"
"","91","5026","","","","","5","","","5023"
"","91","5027","","","","","5","","","0"
"0.2","3","5028","1","","","","5","psy_idle_wish","","104931"
"0.2","3","5029","1","","","","5","psy_miyako_anger3","","119931"
"","21","5030","0","","","","5","vo_minigame_1008_drama_0502","0","vo_minigame_1008"
"0","11","5031","4","0.5","0","0","5","妳是不是那傢伙的姐姐\n都與人家無關喲。\n宮子正在忙著做布丁喲。","1","119931"
"","93","5032","","","","","5","1","","5"
"0.2","3","5033","0","","0","1]","5","psy_miyako_arm_crossed_in","psy_miyako_arm_crossed_loop","119931"
"","91","5034","","","","","5","","","5031"
"","22","5035","","","","","5","0","","0"
"0.2","3","5036","1","","","","5","psy_miyako_arm_crossed_idle","","119931"
"0.2","3","5037","1","","","","5","psy_talk_wish","","104931"
"","21","5038","0","","","","5","vo_minigame_1008_drama_0506","0","vo_minigame_1008"
"0","11","5039","7","0.5","0","0","5","第一次遇到這種無所謂的反應，\n姐姐還是有點受傷的！\n畢竟愛的相反\n聽說就是漠不關心呢！","1","104931"
"","91","5040","","","","","5","","","0"
"0.2","3","5041","1","","","","5","psy_talk_joy2","","104931"
"","21","5042","0","","","","5","vo_minigame_1008_drama_0507","0","vo_minigame_1008"
"0","11","5043","7","0.5","0","0","5","好～！\n我現在馬上來向宮子獻上\n關於弟弟與姐姐，\n愛與命運交織的故事吧！","1","104931"
"","91","5044","","","","","5","","","0"
"0.2","3","5045","1","","","","5","psy_talk_memory","","104931"
"","21","5046","0","","","","5","vo_minigame_1008_drama_0508","0","vo_minigame_1008"
"0","11","5047","8","0.5","0","0","5","首先從命運的相遇聽我娓娓道來……","1","104931"
"","91","5048","","","","","5","","","0"
"0.2","3","5049","1","","","","5","psy_idle_memory","","104931"
"0.2","3","5050","1","","","","5","psy_miyako_sad1","","119931"
"","21","5051","0","","","","5","vo_minigame_1008_drama_0503","0","vo_minigame_1008"
"0","11","5052","5","0.5","0","0","5","（好像有什麼開始了……\n因為很麻煩宮子要消失……）","1","119931"
"","91","5053","","","","","5","","","0"
"","22","5054","","","","","5","0","","0"
"0.2","3","5055","0","","","","5","psy_miyako_hide","","119931"
"0","3","5056","0","","0","0","5","psy_smoke_hide","psy_smoke_start","1"
"","93","5057","","","","","5","","","2"
"","91","5058","","","","","5","","","0"
"1.7","1","6001","100","psy_miyako_idle_thinking","1","-200","6","119931","-300","1"
"1.7","1","6002","100","psy_walk","1","-220","6","103131","300","1"
"1","31","6003","0","","","1","6","11","0","1"
"0","12","6004","2","0","0","0","6","17","0","119931"
"","2","6005","-220","","","0","6","185","2","103131"
"","93","6006","","","","","6","","","2"
"0.2","3","6007","1","","","","6","psy_talk_wish","","103131"
"","21","6008","0","","","","6","vo_minigame_1008_drama_0605","0","vo_minigame_1008"
"0","11","6009","4","0.5","0","0","6","午安，\n我聽說宮子在甜點店幫忙，\n就過來看看了。","1","103131"
"","91","6010","","","","","6","","","0"
"0.2","3","6011","1","","","","6","psy_idle_wish","","103131"
"","4","6012","","","","","6","0","","119931"
"0.2","3","6013","0","","0.2","1","6","psy_miyako_surprise2_in","psy_miyako_talk_joy2","119931"
"","93","6014","","","","","6","","","1"
"","21","6015","0","","","","6","vo_minigame_1008_drama_0601","0","vo_minigame_1008"
"0","11","6016","5","0.5","0","0","6","忍！妳來得正好！\n宮子現在遇到了一點麻煩喲！","1","119931"
"","93","6017","","","","","6","1","","3"
"0.2","3","6018","1","","","","6","psy_miyako_talk2","","119931"
"","91","6019","","","","","6","","","6016"
"","22","6020","","","","","6","0","","0"
"0.2","3","6021","1","","","","6","psy_miyako_idle_sad","","119931"
"0.2","3","6022","1","","","","6","psy_talk_sad","","103131"
"","21","6023","0","","","","6","vo_minigame_1008_drama_0606","0","vo_minigame_1008"
"0","11","6024","6","0.5","0","0","6","怎麼了嗎？\n啊，難道妳把要賣的布丁\n不小心吃掉了嗎？\n那麼我們一起道歉吧。","1","103131"
"","91","6025","","","","","6","","","0"
"0.2","3","6026","1","","","","6","psy_idle_sad","","103131"
"0.2","3","6027","1","","","","6","psy_miyako_panic3","","119931"
"","21","6028","0","","","","6","vo_minigame_1008_drama_0602","0","vo_minigame_1008"
"0","11","6029","3","0.5","0","0","6","不是啦！宮子現在打算做出\n究極的布丁喲！\n不過，想不到什麼\n好點子……","1","119931"
"","93","6030","","","","","6","1","","5.5"
"0.2","3","6031","1","","","","6","psy_miyako_sad2","","119931"
"","91","6032","","","","","6","","","6029"
"","22","6033","","","","","6","0","","0"
"0.2","3","6034","1","","","","6","psy_miyako_idle_sad","","119931"
"0.2","3","6035","0","","0.2","1","6","psy_surprise","psy_talk_surprise1","103131"
"","21","6036","0","","","","6","vo_minigame_1008_drama_0607","0","vo_minigame_1008"
"0","11","6037","6","0.5","0","0","6","宮子……自己……\n做布丁……","1","103131"
"","91","6038","","","","","6","","","0"
"0.2","3","6039","1","","","","6","psy_idle_surprise1","","103131"
"0.2","3","6040","1","","","","6","psy_miyako_talk2","","119931"
"","21","6041","0","","","","6","vo_minigame_1008_drama_0603","0","vo_minigame_1008"
"0","11","6042","5","0.5","0","0","6","妳怎麼了？","1","119931"
"","91","6043","","","","","6","","","0"
"","22","6044","","","","","6","0","","0"
"0.2","3","6045","1","","","","6","psy_miyako_idle","","119931"
"0.2","3","6046","1","","","","6","psy_talk_joy1","","103131"
"","21","6047","0","","","","6","vo_minigame_1008_drama_0608","0","vo_minigame_1008"
"0","11","6048","5","0.5","0","0","6","呵呵，不，沒事。\n雖然不知道我能不能派上用場，\n我會盡全力幫忙的。","1","103131"
"","93","6049","","","","","6","1","","4"
"0.2","3","6050","1","","","","6","psy_talk_wish","","103131"
"","91","6051","","","","","6","","","6048"
"0.2","3","6052","1","","","","6","psy_idle_wish","","103131"
"0.2","3","6053","1","","","","6","psy_miyako_joy1","","119931"
"","21","6054","0","","","","6","vo_minigame_1008_drama_0604","0","vo_minigame_1008"
"0","11","6055","5","0.5","0","0","6","謝謝妳喲！\n只要忍跟宮子一起就是最強的！\n絕對能夠做出\n好吃的布丁喲！","1","119931"
"","93","6056","","","","","6","1","","5"
"0.2","3","6057","0","","0","1","6","psy_miyako_guts1_in","psy_miyako_guts1_loop","119931"
"","91","6058","","","","","6","","","6055"
"","22","6059","","","","","6","0","","0"
"","93","6060","","","","","6","","","1.5"
"","91","6061","","","","","6","","","0"
"1.7","1","7001","100","psy_miyako_idle","0","-200","7","119931","-200","1"
"1.7","5","7002","100","psy_fairy_idle","0","-220","7","1","125","1"
"1","31","7003","0","","","1","7","11","0","1"
"","93","7004","","","","","7","","","2"
"0.2","3","7005","1","","","","7","psy_fairy_talk","","1"
"","21","7006","0","","","","7","vo_minigame_1008_drama_9902","0","vo_minigame_1008"
"0","11","7007","3","0.5","0","0","7","啾啾！","1","1"
"","91","7008","","","","","7","","","0"
