000e9e4a01b112fe5a6efb3e211529524cc0edcfb55f409d9ee258359ece6f8c,b20778c57cd1ef6064672f86a4cbd24db6c7ca1213720da8018b3567a74c481c,c55f3dc4006b06591e855f96bb34bfa2dcd302c0a8530a9ea9c5a29f502ce01b,a33f0b526576898a620432af0fff03386a98cfd7f5627bb320c48ec2f7f4034b,1c145fcb5e5299ace196f343c3fa2d8bc6555a66a2fab52ddd8f5b96a4ece285,2de5e3606e20ce33def9134947853baa715bd0a818f199b01bb1c8fac3cce688,7b511234e3110475acadba5b0aa388b2cf647d8de4fd766e031473d9a45a7aa4,4422c9d105f7fabbadf9f904eca08b2698a14b266198c9018c9da18a128fa316,ebd46db2ca114a3861a951eb44fc306790fbd8a25ea6ae88245caf41be61dc5b,a15a1863bcf518102dd04ce73cd3a0b46b5a441c2e18ff7733758e836ebf7940,ff118b51aeaaf27550d57cab4af13e059fb3830b50f4b963e29ea470b82df6df,a6db37ace16effc17f6021e028948dcfcf600f497b39af291908b5317ad3fef0,465e703dc1d2d36f5bb63dab432f28375df0e69af9ee958ce826bfbc03b767b9,29993004903901ac1e815ff4669b4cce37c31a3986f39cbd1685348f31a78b89,eae64f9a8642e3015dbab2d5af7f35efeca1c9bb60e3ce996e537f81569b6972,f210256d7f97aea8eb9a4482359c1f1facdb6d7fbd49dd13c8623f3be9bfd960,79a4e94d0738bb76816d4a965a6b078f8480b891a060fa93b58db2dd7681b6cd,27f4c0f9cdba2c80cbeb5db40f88eb8d17e027089bbd0552ba78367d5f2abe82,1acfb8d5baa670670d8e67217c0ed51f70e4f3d12fbf096d5825dead5c197115,0979fdf6b1853f69b2f0ec7c427936ff611c948d53b17e3d069231d1af1a43a0,593f1a5d2200adfc69862cf20bedc10e5be2f85cc9f82e503937666219dde3e7,fee255fefda8e1be18be09f9fd3988eacba50c1422671fd5335ed9b262682d43,060538f243a03eed40448ef2d4d867b597e1f1857f53fa4e1e7b146e7269253e,f6a4cec96ba2ec050a036fbf60ca8406d15709fb8212e2f144bcfba22c82d6f7,743d389eda4c6fe4e2e9d77c5c9eeea5271b86ce7df2c0e9b5e0966594bcf8ad,9bb810b185e35daa4c2ce6e656ed33caf8e7006105f5d5942d2182c1ba408f0a
"100","215","0","0","0","2030/12/17 14:59:59","81001","281001012","81001012","90","25011","10","181001012","2024/06/14 16:00:00","10","20","100160","25021","10","2200","0","0","紅焰的深域2-2","381001012","810010121","182100"
"175","215","0","0","0","2030/12/17 14:59:59","81001","281001013","81001013","90","25011","10","181001013","2024/06/14 16:00:00","10","20","100160","25021","10","2400","0","0","紅焰的深域2-3","381001013","810010131","182100"
"50","215","0","0","0","2030/12/17 14:59:59","81001","281001014","81001014","90","25011","10","181001014","2024/06/14 16:00:00","10","20","100160","25021","10","2550","0","0","紅焰的深域2-4","381001014","810010141","182100"
"125","215","0","0","0","2030/12/17 14:59:59","81001","281001015","81001015","90","25011","10","181001015","2024/06/14 16:00:00","10","20","100160","25021","10","2750","0","0","紅焰的深域2-5","381001015","810010151","182100"
"200","215","0","0","0","2030/12/17 14:59:59","81001","281001016","81001016","90","25011","10","181001016","2024/06/14 16:00:00","10","20","100170","25021","10","2950","0","0","紅焰的深域2-6","381001016","810010161","182100"
"25","215","0","0","0","2030/12/17 14:59:59","81001","281001017","81001017","90","25011","10","181001017","2024/06/14 16:00:00","10","20","100160","25021","10","3100","0","0","紅焰的深域2-7","381001017","810010171","182100"
"100","215","0","0","0","2030/12/17 14:59:59","81001","281001018","81001018","90","25011","10","181001018","2024/06/14 16:00:00","10","20","100160","25021","10","3300","0","0","紅焰的深域2-8","381001018","810010181","182100"
"175","215","0","0","0","2030/12/17 14:59:59","81001","281001019","81001019","90","25011","10","181001019","2024/06/14 16:00:00","10","20","100160","25021","10","3500","0","0","紅焰的深域2-9","381001019","810010191","182100"
"50","215","0","0","0","2030/12/17 14:59:59","81001","281001020","81001020","90","25011","10","181001020","2024/06/14 16:00:00","10","20","81001","25021","10","3750","0","0","紅焰的深域2-10","381001020","810010201","182100"
"25","215","0","0","0","2030/12/17 14:59:59","81001","281001021","81001021","90","25011","10","181001021","2024/06/14 16:00:00","10","30","100160","25021","10","4000","0","0","紅焰的深域3-1","381001021","810010211","182100"
"100","215","0","0","0","2030/12/17 14:59:59","81001","281001022","81001022","90","25011","10","181001022","2024/06/14 16:00:00","10","30","100160","25021","10","4200","0","0","紅焰的深域3-2","381001022","810010221","182100"
"175","215","0","0","0","2030/12/17 14:59:59","81001","281001023","81001023","90","25011","10","181001023","2024/06/14 16:00:00","10","30","100160","25021","10","4400","0","0","紅焰的深域3-3","381001023","810010231","182100"
"50","215","0","0","0","2030/12/17 14:59:59","81001","281001024","81001024","90","25011","10","181001024","2024/06/14 16:00:00","10","30","100160","25021","10","4550","0","0","紅焰的深域3-4","381001024","810010241","182100"
"125","215","0","0","0","2030/12/17 14:59:59","81001","281001025","81001025","90","25011","10","181001025","2024/06/14 16:00:00","10","30","100160","25021","10","4750","0","0","紅焰的深域3-5","381001025","810010251","182100"
"200","215","0","0","0","2030/12/17 14:59:59","81001","281001026","81001026","90","25011","10","181001026","2024/06/14 16:00:00","10","30","100170","25021","10","4950","0","0","紅焰的深域3-6","381001026","810010261","182100"
"25","215","0","0","0","2030/12/17 14:59:59","81001","281001027","81001027","90","25011","10","181001027","2024/06/14 16:00:00","10","30","100160","25021","10","5100","0","0","紅焰的深域3-7","381001027","810010271","182100"
"100","215","0","0","0","2030/12/17 14:59:59","81001","281001028","81001028","90","25011","10","181001028","2024/06/14 16:00:00","10","30","100160","25021","10","5300","0","0","紅焰的深域3-8","381001028","810010281","182100"
"175","215","0","0","0","2030/12/17 14:59:59","81001","281001029","81001029","90","25011","10","181001029","2024/06/14 16:00:00","10","30","100160","25021","10","5500","0","0","紅焰的深域3-9","381001029","810010291","182100"
"50","215","0","0","0","2030/12/17 14:59:59","81001","281001030","81001030","90","25011","10","181001030","2024/06/14 16:00:00","10","30","81001","25021","10","5750","0","0","紅焰的深域3-10","381001030","810010301","182100"
"25","215","0","0","0","2030/12/17 14:59:59","81001","281001031","81001031","90","25011","10","181001031","2024/06/14 16:00:00","10","60","100160","25021","10","6000","0","0","紅焰的深域4-1","381001031","810010311","182100"
"100","215","0","0","0","2030/12/17 14:59:59","81001","281001032","81001032","90","25011","10","181001032","2024/06/14 16:00:00","10","60","100160","25021","10","6200","0","0","紅焰的深域4-2","381001032","810010321","182100"
"175","215","0","0","0","2030/12/17 14:59:59","81001","281001033","81001033","90","25011","10","181001033","2024/06/14 16:00:00","10","60","100160","25021","10","6400","0","0","紅焰的深域4-3","381001033","810010331","182100"
"50","215","0","0","0","2030/12/17 14:59:59","81001","281001034","81001034","90","25011","10","181001034","2024/06/14 16:00:00","10","60","100160","25021","10","6550","0","0","紅焰的深域4-4","381001034","810010341","182100"
"125","215","0","0","0","2030/12/17 14:59:59","81001","281001035","81001035","90","25011","10","181001035","2024/06/14 16:00:00","10","60","100160","25021","10","6750","0","0","紅焰的深域4-5","381001035","810010351","182100"
"200","215","0","0","0","2030/12/17 14:59:59","81001","281001036","81001036","90","25011","10","181001036","2024/06/14 16:00:00","10","60","100170","25021","10","6950","0","0","紅焰的深域4-6","381001036","810010361","182100"
"25","215","0","0","0","2030/12/17 14:59:59","81001","281001037","81001037","90","25011","10","181001037","2024/06/14 16:00:00","10","60","100160","25021","10","7100","0","0","紅焰的深域4-7","381001037","810010371","182100"
"100","215","0","0","0","2030/12/17 14:59:59","81001","281001038","81001038","90","25011","10","181001038","2024/06/14 16:00:00","10","60","100160","25021","10","7300","0","0","紅焰的深域4-8","381001038","810010381","182100"
"175","215","0","0","0","2030/12/17 14:59:59","81001","281001039","81001039","90","25011","10","181001039","2024/06/14 16:00:00","10","60","100160","25021","10","7500","0","0","紅焰的深域4-9","381001039","810010391","182100"
"50","215","0","0","0","2030/12/17 14:59:59","81001","281001040","81001040","90","25011","10","181001040","2024/06/14 16:00:00","10","60","81001","25021","10","7750","0","0","紅焰的深域4-10","381001040","810010401","182100"
"25","215","0","0","0","2030/12/17 14:59:59","81001","281001041","81001041","90","25011","10","181001041","2024/06/14 16:00:00","10","90","100160","25021","10","8000","0","0","紅焰的深域5-1","381001041","810010411","182100"
"100","215","0","0","0","2030/12/17 14:59:59","81001","281001042","81001042","90","25011","10","181001042","2024/06/14 16:00:00","10","90","100160","25021","10","8200","0","0","紅焰的深域5-2","381001042","810010421","182100"
"175","215","0","0","0","2030/12/17 14:59:59","81001","281001043","81001043","90","25011","10","181001043","2024/06/14 16:00:00","10","90","100160","25021","10","8400","0","0","紅焰的深域5-3","381001043","810010431","182100"
"50","215","0","0","0","2030/12/17 14:59:59","81001","281001044","81001044","90","25011","10","181001044","2024/06/14 16:00:00","10","90","100160","25021","10","8550","0","0","紅焰的深域5-4","381001044","810010441","182100"
"125","215","0","0","0","2030/12/17 14:59:59","81001","281001045","81001045","90","25011","10","181001045","2024/06/14 16:00:00","10","90","100160","25021","10","8750","0","0","紅焰的深域5-5","381001045","810010451","182100"
"200","215","0","0","0","2030/12/17 14:59:59","81001","281001046","81001046","90","25011","10","181001046","2024/06/14 16:00:00","10","90","100170","25021","10","8950","0","0","紅焰的深域5-6","381001046","810010461","182100"
"25","215","0","0","0","2030/12/17 14:59:59","81001","281001047","81001047","90","25011","10","181001047","2024/06/14 16:00:00","10","90","100160","25021","10","9100","0","0","紅焰的深域5-7","381001047","810010471","182100"
"100","215","0","0","0","2030/12/17 14:59:59","81001","281001048","81001048","90","25011","10","181001048","2024/06/14 16:00:00","10","90","100160","25021","10","9300","0","0","紅焰的深域5-8","381001048","810010481","182100"
"175","215","0","0","0","2030/12/17 14:59:59","81001","281001049","81001049","90","25011","10","181001049","2024/06/14 16:00:00","10","90","100160","25021","10","9500","0","0","紅焰的深域5-9","381001049","810010491","182100"
"50","215","0","0","0","2030/12/17 14:59:59","81001","281001050","81001050","90","25011","10","181001050","2024/06/14 16:00:00","10","90","81001","25021","10","9750","0","0","紅焰的深域5-10","381001050","810010501","182100"
"25","215","0","0","0","2030/12/17 14:59:59","81001","281001051","81001051","90","25011","10","181001051","2025/03/15 16:00:00","10","230","100160","25021","10","10000","0","0","紅焰的深域6-1","381001051","810010511","182100"
"100","215","0","0","0","2030/12/17 14:59:59","81001","281001052","81001052","90","25011","10","181001052","2025/03/15 16:00:00","10","230","100160","25021","10","10200","0","0","紅焰的深域6-2","381001052","810010521","182100"
"175","215","0","0","0","2030/12/17 14:59:59","81001","281001053","81001053","90","25011","10","181001053","2025/03/15 16:00:00","10","230","100160","25021","10","10400","0","0","紅焰的深域6-3","381001053","810010531","182100"
"50","215","0","0","0","2030/12/17 14:59:59","81001","281001054","81001054","90","25011","10","181001054","2025/03/15 16:00:00","10","230","100160","25021","10","10550","0","0","紅焰的深域6-4","381001054","810010541","182100"
"125","215","0","0","0","2030/12/17 14:59:59","81001","281001055","81001055","90","25011","10","181001055","2025/03/15 16:00:00","10","230","100160","25021","10","10750","0","0","紅焰的深域6-5","381001055","810010551","182100"
"200","215","0","0","0","2030/12/17 14:59:59","81001","281001056","81001056","90","25011","10","181001056","2025/03/15 16:00:00","10","230","100170","25021","10","10950","0","0","紅焰的深域6-6","381001056","810010561","182100"
"25","215","0","0","0","2030/12/17 14:59:59","81001","281001057","81001057","90","25011","10","181001057","2025/03/15 16:00:00","10","230","100160","25021","10","11100","0","0","紅焰的深域6-7","381001057","810010571","182100"
"100","215","0","0","0","2030/12/17 14:59:59","81001","281001058","81001058","90","25011","10","181001058","2025/03/15 16:00:00","10","230","100160","25021","10","11300","0","0","紅焰的深域6-8","381001058","810010581","182100"
"175","215","0","0","0","2030/12/17 14:59:59","81001","281001059","81001059","90","25011","10","181001059","2025/03/15 16:00:00","10","230","100160","25021","10","11500","0","0","紅焰的深域6-9","381001059","810010591","182100"
"50","215","0","0","0","2030/12/17 14:59:59","81001","281001060","81001060","90","25011","10","181001060","2025/03/15 16:00:00","10","230","81001","25021","10","11750","0","0","紅焰的深域6-10","381001060","810010601","182100"
"25","215","0","0","0","2030/12/17 14:59:59","81001","281001061","81001061","90","25011","10","181001061","2025/03/15 16:00:00","10","260","100160","25021","10","12000","0","0","紅焰的深域7-1","381001061","810010611","182100"
"100","215","0","0","0","2030/12/17 14:59:59","81001","281001062","81001062","90","25011","10","181001062","2025/03/15 16:00:00","10","260","100160","25021","10","12200","0","0","紅焰的深域7-2","381001062","810010621","182100"
"175","215","0","0","0","2030/12/17 14:59:59","81001","281001063","81001063","90","25011","10","181001063","2025/03/15 16:00:00","10","260","100160","25021","10","12400","0","0","紅焰的深域7-3","381001063","810010631","182100"
"50","215","0","0","0","2030/12/17 14:59:59","81001","281001064","81001064","90","25011","10","181001064","2025/03/15 16:00:00","10","260","100160","25021","10","12550","0","0","紅焰的深域7-4","381001064","810010641","182100"
"125","215","0","0","0","2030/12/17 14:59:59","81001","281001065","81001065","90","25011","10","181001065","2025/03/15 16:00:00","10","260","100160","25021","10","12750","0","0","紅焰的深域7-5","381001065","810010651","182100"
"200","215","0","0","0","2030/12/17 14:59:59","81001","281001066","81001066","90","25011","10","181001066","2025/03/15 16:00:00","10","260","100170","25021","10","12950","0","0","紅焰的深域7-6","381001066","810010661","182100"
"25","215","0","0","0","2030/12/17 14:59:59","81001","281001067","81001067","90","25011","10","181001067","2025/03/15 16:00:00","10","260","100160","25021","10","13100","0","0","紅焰的深域7-7","381001067","810010671","182100"
"100","215","0","0","0","2030/12/17 14:59:59","81001","281001068","81001068","90","25011","10","181001068","2025/03/15 16:00:00","10","260","100160","25021","10","13300","0","0","紅焰的深域7-8","381001068","810010681","182100"
"175","215","0","0","0","2030/12/17 14:59:59","81001","281001069","81001069","90","25011","10","181001069","2025/03/15 16:00:00","10","260","100160","25021","10","13500","0","0","紅焰的深域7-9","381001069","810010691","182100"
"50","215","0","0","0","2030/12/17 14:59:59","81001","281001070","81001070","90","25011","10","181001070","2025/03/15 16:00:00","10","260","81001","25021","10","13750","0","0","紅焰的深域7-10","381001070","810010701","182100"
"25","215","0","0","0","2030/12/17 14:59:59","81001","281001071","81001071","90","25011","10","181001071","2025/11/15 16:00:00","10","370","100160","25021","10","14000","0","0","紅焰的深域8-1","381001071","810010711","182100"
"100","215","0","0","0","2030/12/17 14:59:59","81001","281001072","81001072","90","25011","10","181001072","2025/11/15 16:00:00","10","370","100160","25021","10","14200","0","0","紅焰的深域8-2","381001072","810010721","182100"
"175","215","0","0","0","2030/12/17 14:59:59","81001","281001073","81001073","90","25011","10","181001073","2025/11/15 16:00:00","10","370","100160","25021","10","14400","0","0","紅焰的深域8-3","381001073","810010731","182100"
"50","215","0","0","0","2030/12/17 14:59:59","81001","281001074","81001074","90","25011","10","181001074","2025/11/15 16:00:00","10","370","100160","25021","10","14550","0","0","紅焰的深域8-4","381001074","810010741","182100"
"125","215","0","0","0","2030/12/17 14:59:59","81001","281001075","81001075","90","25011","10","181001075","2025/11/15 16:00:00","10","370","100160","25021","10","14750","0","0","紅焰的深域8-5","381001075","810010751","182100"
"200","215","0","0","0","2030/12/17 14:59:59","81001","281001076","81001076","90","25011","10","181001076","2025/11/15 16:00:00","10","370","100170","25021","10","14950","0","0","紅焰的深域8-6","381001076","810010761","182100"
"25","215","0","0","0","2030/12/17 14:59:59","81001","281001077","81001077","90","25011","10","181001077","2025/11/15 16:00:00","10","370","100160","25021","10","15100","0","0","紅焰的深域8-7","381001077","810010771","182100"
"100","215","0","0","0","2030/12/17 14:59:59","81001","281001078","81001078","90","25011","10","181001078","2025/11/15 16:00:00","10","370","100160","25021","10","15300","0","0","紅焰的深域8-8","381001078","810010781","182100"
"175","215","0","0","0","2030/12/17 14:59:59","81001","281001079","81001079","90","25011","10","181001079","2025/11/15 16:00:00","10","370","100160","25021","10","15500","0","0","紅焰的深域8-9","381001079","810010791","182100"
"50","215","0","0","0","2030/12/17 14:59:59","81001","281001080","81001080","90","25011","10","181001080","2025/11/15 16:00:00","10","370","81001","25021","10","15750","0","0","紅焰的深域8-10","381001080","810010801","182100"
"25","215","0","0","0","2030/12/17 14:59:59","81001","281001081","81001081","90","25011","10","181001081","2026/01/15 16:00:00","10","400","100160","25021","10","16000","0","0","紅焰的深域9-1","381001081","810010811","182100"
"100","215","0","0","0","2030/12/17 14:59:59","81001","281001082","81001082","90","25011","10","181001082","2026/01/15 16:00:00","10","400","100160","25021","10","16200","0","0","紅焰的深域9-2","381001082","810010821","182100"
"175","215","0","0","0","2030/12/17 14:59:59","81001","281001083","81001083","90","25011","10","181001083","2026/01/15 16:00:00","10","400","100160","25021","10","16400","0","0","紅焰的深域9-3","381001083","810010831","182100"
"50","215","0","0","0","2030/12/17 14:59:59","81001","281001084","81001084","90","25011","10","181001084","2026/01/15 16:00:00","10","400","100160","25021","10","16550","0","0","紅焰的深域9-4","381001084","810010841","182100"
"125","215","0","0","0","2030/12/17 14:59:59","81001","281001085","81001085","90","25011","10","181001085","2026/01/15 16:00:00","10","400","100160","25021","10","16750","0","0","紅焰的深域9-5","381001085","810010851","182100"
"200","215","0","0","0","2030/12/17 14:59:59","81001","281001086","81001086","90","25011","10","181001086","2026/01/15 16:00:00","10","400","100170","25021","10","16950","0","0","紅焰的深域9-6","381001086","810010861","182100"
"25","215","0","0","0","2030/12/17 14:59:59","81001","281001087","81001087","90","25011","10","181001087","2026/01/15 16:00:00","10","400","100160","25021","10","17100","0","0","紅焰的深域9-7","381001087","810010871","182100"
"100","215","0","0","0","2030/12/17 14:59:59","81001","281001088","81001088","90","25011","10","181001088","2026/01/15 16:00:00","10","400","100160","25021","10","17300","0","0","紅焰的深域9-8","381001088","810010881","182100"
"175","215","0","0","0","2030/12/17 14:59:59","81001","281001089","81001089","90","25011","10","181001089","2026/01/15 16:00:00","10","400","100160","25021","10","17500","0","0","紅焰的深域9-9","381001089","810010891","182100"
"50","215","0","0","0","2030/12/17 14:59:59","81001","281001090","81001090","90","25011","10","181001090","2026/01/15 16:00:00","10","400","81001","25021","10","17750","0","0","紅焰的深域9-10","381001090","810010901","182100"
"25","215","0","0","0","2030/12/17 14:59:59","81001","281001091","81001091","90","25011","10","181001091","2026/07/15 16:00:00","10","530","100160","25021","10","18000","0","0","紅焰的深域10-1","381001091","810010911","182100"
"100","215","0","0","0","2030/12/17 14:59:59","81001","281001092","81001092","90","25011","10","181001092","2026/07/15 16:00:00","10","530","100160","25021","10","18200","0","0","紅焰的深域10-2","381001092","810010921","182100"
"175","215","0","0","0","2030/12/17 14:59:59","81001","281001093","81001093","90","25011","10","181001093","2026/07/15 16:00:00","10","530","100160","25021","10","18400","0","0","紅焰的深域10-3","381001093","810010931","182100"
"50","215","0","0","0","2030/12/17 14:59:59","81001","281001094","81001094","90","25011","10","181001094","2026/07/15 16:00:00","10","530","100160","25021","10","18550","0","0","紅焰的深域10-4","381001094","810010941","182100"
"125","215","0","0","0","2030/12/17 14:59:59","81001","281001095","81001095","90","25011","10","181001095","2026/07/15 16:00:00","10","530","100160","25021","10","18750","0","0","紅焰的深域10-5","381001095","810010951","182100"
"200","215","0","0","0","2030/12/17 14:59:59","81001","281001096","81001096","90","25011","10","181001096","2026/07/15 16:00:00","10","530","100170","25021","10","18950","0","0","紅焰的深域10-6","381001096","810010961","182100"
"25","215","0","0","0","2030/12/17 14:59:59","81001","281001097","81001097","90","25011","10","181001097","2026/07/15 16:00:00","10","530","100160","25021","10","19100","0","0","紅焰的深域10-7","381001097","810010971","182100"
"100","215","0","0","0","2030/12/17 14:59:59","81001","281001098","81001098","90","25011","10","181001098","2026/07/15 16:00:00","10","530","100160","25021","10","19300","0","0","紅焰的深域10-8","381001098","810010981","182100"
"175","215","0","0","0","2030/12/17 14:59:59","81001","281001099","81001099","90","25011","10","181001099","2026/07/15 16:00:00","10","530","100160","25021","10","19500","0","0","紅焰的深域10-9","381001099","810010991","182100"
"50","215","0","0","0","2030/12/17 14:59:59","81001","281001100","81001100","90","25011","10","181001100","2026/07/15 16:00:00","10","530","81001","25021","10","19750","0","0","紅焰的深域10-10","381001100","810011001","182100"
"25","215","0","0","0","2030/12/17 14:59:59","82001","282001001","82001001","90","25012","10","182001001","2024/06/14 16:00:00","10","10","100501","25021","10","0","0","0","蒼波的深域1-1","382001001","820010011","182100"
"100","215","0","0","0","2030/12/17 14:59:59","82001","282001002","82001002","90","25012","10","182001002","2024/06/14 16:00:00","10","10","100501","25021","10","200","0","0","蒼波的深域1-2","382001002","820010021","182100"
"175","215","0","0","0","2030/12/17 14:59:59","82001","282001003","82001003","90","25012","10","182001003","2024/06/14 16:00:00","10","10","100501","25021","10","400","0","0","蒼波的深域1-3","382001003","820010031","182100"
"50","215","0","0","0","2030/12/17 14:59:59","82001","282001004","82001004","90","25012","10","182001004","2024/06/14 16:00:00","10","10","100501","25021","10","550","0","0","蒼波的深域1-4","382001004","820010041","182100"
"125","215","0","0","0","2030/12/17 14:59:59","82001","282001005","82001005","90","25012","10","182001005","2024/06/14 16:00:00","10","10","100501","25021","10","750","0","0","蒼波的深域1-5","382001005","820010051","182100"
"200","215","0","0","0","2030/12/17 14:59:59","82001","282001006","82001006","90","25012","10","182001006","2024/06/14 16:00:00","10","10","100461","25021","10","950","0","0","蒼波的深域1-6","382001006","820010061","182100"
"25","215","0","0","0","2030/12/17 14:59:59","82001","282001007","82001007","90","25012","10","182001007","2024/06/14 16:00:00","10","10","100501","25021","10","1100","0","0","蒼波的深域1-7","382001007","820010071","182100"
"100","215","0","0","0","2030/12/17 14:59:59","82001","282001008","82001008","90","25012","10","182001008","2024/06/14 16:00:00","10","10","100501","25021","10","1300","0","0","蒼波的深域1-8","382001008","820010081","182100"
"175","215","0","0","0","2030/12/17 14:59:59","82001","282001009","82001009","90","25012","10","182001009","2024/06/14 16:00:00","10","10","100501","25021","10","1500","0","0","蒼波的深域1-9","382001009","820010091","182100"
"50","215","0","0","0","2030/12/17 14:59:59","82001","282001010","82001010","90","25012","10","182001010","2024/06/14 16:00:00","10","10","82001","25021","10","1750","0","0","蒼波的深域1-10","382001010","820010101","182100"
"25","215","0","0","0","2030/12/17 14:59:59","82001","282001011","82001011","90","25012","10","182001011","2024/06/14 16:00:00","10","20","100501","25021","10","2000","0","0","蒼波的深域2-1","382001011","820010111","182100"
"100","215","0","0","0","2030/12/17 14:59:59","82001","282001012","82001012","90","25012","10","182001012","2024/06/14 16:00:00","10","20","100501","25021","10","2200","0","0","蒼波的深域2-2","382001012","820010121","182100"
"175","215","0","0","0","2030/12/17 14:59:59","82001","282001013","82001013","90","25012","10","182001013","2024/06/14 16:00:00","10","20","100501","25021","10","2400","0","0","蒼波的深域2-3","382001013","820010131","182100"
"50","215","0","0","0","2030/12/17 14:59:59","82001","282001014","82001014","90","25012","10","182001014","2024/06/14 16:00:00","10","20","100501","25021","10","2550","0","0","蒼波的深域2-4","382001014","820010141","182100"
"125","215","0","0","0","2030/12/17 14:59:59","82001","282001015","82001015","90","25012","10","182001015","2024/06/14 16:00:00","10","20","100501","25021","10","2750","0","0","蒼波的深域2-5","382001015","820010151","182100"
"200","215","0","0","0","2030/12/17 14:59:59","82001","282001016","82001016","90","25012","10","182001016","2024/06/14 16:00:00","10","20","100461","25021","10","2950","0","0","蒼波的深域2-6","382001016","820010161","182100"
