85266909c8537c3554e34426ac3617043392f20202e45bb41e0a99f7fbf7ac05,116d5ea5ea445880de6b35b26873bd8a6c056821366d288166f789f4a3193408,78d52cdd3ef12ea62ec679bf9095ffbc05127fc0e7141834f4b96f917035625b,bc7db4bd7d3a9756698656e6865a55c0616b4f0d61a5ac0ccedb60bf5991fbd5,7be111bfb0001cf7092d724ee304f37449837a03b649a034653fbe539c114b2c,ace72ba46386a5e935010300825a09d401e72957fb1d35088d9f37b0905b8406,3bdc8ffb4943e542bcef44e72f72c1d3b9fc68aff1f344c8fe56d576539a5e87,d023f3fc52cff825bc01d1041e48a029b0e2fc85fdb6b8e3b4230776f29caed3,fcd86ad69260a48b22e060c7aa13664ddf34359d15020e48631b341e093852a1,e0d271ec8a77ac72c9c27f0ae724c76967130f047c57e63bbfd9967015182d5f,3d54afdc6f93945df40ef8e6bdfcedb5de393a128f6998fc8576e95df64d4ebc
"32","123","","","","1","","","1007401","1007401045",""
"23","se_10031400","","","","se_10031400_love","","","1007401","1007401046",""
"91","1007401041","","","","","","","1007401","1007401047",""
"93","3","","","","0","","","1007401","1007401048",""
"3","117531","","","1","mhp_sit_talk_worry","0.2","","1007401","1007401049",""
"21","vo_mhp_1007401","","","0","vo_mhp_4005","","","1007401","1007401050","0"
"11","117531","0","0","6","怎麼了？妳的臉很紅喔？","0","0.5","1007401","1007401051","1"
"91","0","","","","","","","1007401","1007401052",""
"32","123","","","","0","","","1007401","1007401053",""
"3","117531","","","1","mhp_sit_idle","0.2","","1007401","1007401054",""
"3","100211","","","1","mhp_yui_sit_talk_worry","0.2","","1007401","1007401055",""
"3","31","","","1","NoItem","0.2","","1007401","1007401056",""
"21","vo_mhp_1007401","","","0","vo_mhp_4006","","","1007401","1007401057","0"
"11","100211","0","0","3","關、關於這個，\n我最近經常臉頰突然發燙……\n這是什麼疾病嗎？","0","0.5","1007401","1007401058","1"
"91","0","","","","","","","1007401","1007401059",""
"3","100211","0","","1","mhp_yui_sit_idle_sad","0.2","","1007401","1007401060",""
"3","117531","0","","1","mhp_sit_talk_thinking","0.2","","1007401","1007401061",""
"21","vo_mhp_1007401","","","0","vo_mhp_4007","","","1007401","1007401062","0"
"11","117531","0","0","4","我沒有辦法馬上斷定，\n但那說不定是很嚴重的疾病，\n而且還是不治之症呢。","0","0.5","1007401","1007401063","1"
"91","0","","","","","","","1007401","1007401064",""
"3","117531","","","1","mhp_sit_idle_thinking","0.2","","1007401","1007401065",""
"3","100211","","","1","mhp_yui_sit_talk_sad","0.2","","1007401","1007401066",""
"21","vo_mhp_1007401","","","0","vo_mhp_4008","","","1007401","1007401067","0"
"11","100211","0","0","8","怎麼會……","0","0.5","1007401","1007401068","1"
"91","0","","","","","","","1007401","1007401069",""
"3","100211","","","1","mhp_yui_sit_idle_sad","0.2","","1007401","1007401070",""
"3","117531","","","1","mhp_sit_talk_normal","0.2","","1007401","1007401071",""
"21","vo_mhp_1007401","","","0","vo_mhp_4009","","","1007401","1007401072","0"
"11","117531","0","0","4","一般來說是不會危及性命，\n但要是拖得太久，可就麻煩了，\n所以今天就先──","0","0.5","1007401","1007401073","1"
"91","0","","","","","","","1007401","1007401074",""
"22","0","","","","0","","","1007401","1007401075",""
"103","拿條冷毛巾敷在額頭上。","","","0","1007401079","","","1007401","1007401076",""
"103","放空腦袋好好休息。","","","0","1007401125","","","1007401","1007401077",""
"103","我開個特製的中藥給妳。","","","0","1007401142","","","1007401","1007401078",""
"3","117531","1","0","0","mhp_sit_out","0.2","","1007401","1007401079","mhp_idle_normal"
"93","0.6","","","","0","","","1007401","1007401080",""
"3","100211","1","0","0","mhp_sit_out","0.2","","1007401","1007401081","mhp_idle_normal"
"93","0.2","","","","0","","","1007401","1007401082",""
"3","100211","0","","1","mhp_walk","0.2","","1007401","1007401083",""
"2","100211","0","","-220","35","","","1007401","1007401084","1.5"
"2","31","0","","-220","35","","","1007401","1007401085","1.5"
"2","11","0","","-220","35","","","1007401","1007401086","1.5"
"2","12","0","","-220","35","","","1007401","1007401087","1.5"
"93","0.3","","","","0","","","1007401","1007401088",""
"3","117531","1","0","0","mhp_handover_in","0.2","","1007401","1007401089","mhp_handover_loop"
"6","21","1","0","1","1","0","","1007401","1007401090","1"
"6","22","1","0","1","1","0","","1007401","1007401091","1"
"3","21","1","0","0","mhp_handover_in","0.2","","1007401","1007401092","mhp_handover_loop"
"3","22","1","0","0","mhp_item_EX0015_handover_in","0.2","","1007401","1007401093","mhp_item_EX0015_handover_loop"
"93","1.2","","","","0","","","1007401","1007401094",""
"3","100211","1","0","0","mhp_handover_receive_in","0.2","","1007401","1007401095","mhp_handover_receive_loop"
"6","11","1","0","1","1","0","","1007401","1007401096","1"
"6","12","1","0","1","1","0","","1007401","1007401097","1"
"3","11","1","0","0","mhp_receive_yui_in","0.2","","1007401","1007401098","mhp_receive_yui_loop"
"3","12","1","0","0","mhp_item_EX0015_receive_in","0.2","","1007401","1007401099","mhp_item_EX0015_receive_loop"
"93","0.6","","","","0","","","1007401","1007401100",""
"6","22","1","0","1","1","0.4","","1007401","1007401101","1"
"93","0.4","","","","0","","","1007401","1007401102",""
"3","117531","1","0","0","mhp_handover_out","0.2","","1007401","1007401103","mhp_idle_normal"
"3","21","1","0","0","mhp_handover_out","0.2","","1007401","1007401104","NoItem_idle"
"3","22","1","0","0","mhp_item_EX0015_handover_out","0.2","","1007401","1007401105","NoItem_idle"
"93","0.4","","","","0","","","1007401","1007401106",""
"3","100211","1","0","0","mhp_handover_receive_out","0.2","","1007401","1007401107","mhp_idle_normal"
"3","11","1","0","0","mhp_receive_yui_out","0.2","","1007401","1007401108","NoItem_idle"
"3","12","1","0","0","mhp_item_EX0015_receive_out","0.2","","1007401","1007401109","NoItem_idle"
"93","2","","","","0","","","1007401","1007401110",""
"3","100211","","","1","mhp_talk_worry","0.2","","1007401","1007401111",""
"21","vo_mhp_1007401","","","0","vo_mhp_4010","","","1007401","1007401112","0"
"11","100211","0","0","6","這、這樣就能治好了嗎？","0","0.5","1007401","1007401113","1"
"91","0","","","","","","","1007401","1007401114",""
"3","100211","","","1","mhp_idle_worry","0.2","","1007401","1007401115",""
"3","117531","","","1","mhp_talk_normal","0.2","","1007401","1007401116",""
"21","vo_mhp_1007401","","","0","vo_mhp_4011","","","1007401","1007401117","0"
"11","117531","0","0","5","不，這單純是症狀治療喔。\n但現在這樣就夠了，\n如果有什麼問題，妳就再來吧。","0","0.5","1007401","1007401118","1"
"91","0","","","","","","","1007401","1007401119",""
"22","0","","","","0","","","1007401","1007401120",""
"3","117531","1","0.2","0","mhp_sit_in","0.2","","1007401","1007401121","mhp_sit_idle"
"3","100211","","","0","mhp_yui_pekori","0.2","","1007401","1007401122",""
"91","0","","","","","","","1007401","1007401123",""
"101","1007401186","","","","","","","1007401","1007401124",""
"3","117531","","","1","mhp_sit_idle","0.2","","1007401","1007401125",""
"3","100211","","","1","mhp_sit_talk_worry","0.2","","1007401","1007401126",""
"21","vo_mhp_1007401","","","0","vo_mhp_4012","","","1007401","1007401127","0"
"11","100211","0","0","11","那個，不需要吃藥之類的嗎……","0","0.5","1007401","1007401128","1"
"91","0","","","","","","","1007401","1007401129",""
"3","100211","","","1","mhp_sit_idle_sad","0.2","","1007401","1007401130",""
"3","117531","","","1","mhp_sit_talk_thinking","0.2","","1007401","1007401131",""
"21","vo_mhp_1007401","","","0","vo_mhp_4013","","","1007401","1007401132","0"
"11","117531","0","0","5","不需要喔。想太多對身體不好，\n所以在生活中保持平靜的心靈，\n就是最好的方法。","0","0.5","1007401","1007401133","1"
"91","0","","","","","","","1007401","1007401134",""
"22","0","","","","0","","","1007401","1007401135",""
"3","117531","","","1","mhp_sit_idle","0.2","","1007401","1007401136",""
"3","100211","","","0","mhp_yui_sit_pekori","0.2","","1007401","1007401137",""
"91","0","","","","","","","1007401","1007401138",""
"3","100211","","","0","mhp_sit_out","0.2","","1007401","1007401139",""
"91","0","","","","","","","1007401","1007401140",""
"101","1007401186","","","","","","","1007401","1007401141",""
"3","117531","1","0","0","mhp_sit_out","0.2","","1007401","1007401142","mhp_idle_normal"
"93","0.6","","","","0","","","1007401","1007401143",""
"3","100211","1","0","0","mhp_sit_out","0.2","","1007401","1007401144","mhp_idle_normal"
"93","0.2","","","","0","","","1007401","1007401145",""
"3","100211","0","","1","mhp_walk","0.2","","1007401","1007401146",""
"2","100211","0","","-220","35","","","1007401","1007401147","1.5"
"2","31","0","","-220","35","","","1007401","1007401148","1.5"
"2","11","0","","-220","35","","","1007401","1007401149","1.5"
"2","12","0","","-220","35","","","1007401","1007401150","1.5"
"93","0.3","","","","0","","","1007401","1007401151",""
"3","117531","1","0","0","mhp_handover_in","0.2","","1007401","1007401152","mhp_handover_loop"
"6","21","1","0","1","1","0","","1007401","1007401153","1"
"6","22","1","0","1","1","0","","1007401","1007401154","1"
"3","21","1","0","0","mhp_handover_in","0.2","","1007401","1007401155","mhp_handover_loop"
"3","22","1","0","0","mhp_item_EX0007_handover_in","0.2","","1007401","1007401156","mhp_item_EX0007_handover_loop"
"93","1.2","","","","0","","","1007401","1007401157",""
"3","100211","1","0","0","mhp_handover_receive_in","0.2","","1007401","1007401158","mhp_handover_receive_loop"
"6","11","1","0","1","1","0","","1007401","1007401159","1"
"6","12","1","0","1","1","0","","1007401","1007401160","1"
"3","11","1","0","0","mhp_receive_yui_in","0.2","","1007401","1007401161","mhp_receive_yui_loop"
"3","12","1","0","0","mhp_item_EX0007_receive_in","0.2","","1007401","1007401162","mhp_item_EX0007_receive_loop"
"93","0.6","","","","0","","","1007401","1007401163",""
"6","22","1","0","1","1","0.4","","1007401","1007401164","1"
"93","0.4","","","","0","","","1007401","1007401165",""
"3","117531","1","0","0","mhp_handover_out","0.2","","1007401","1007401166","mhp_idle_normal"
"3","21","1","0","0","mhp_handover_out","0.2","","1007401","1007401167","NoItem_idle"
"3","22","1","0","0","mhp_item_EX0007_handover_out","0.2","","1007401","1007401168","NoItem_idle"
"93","0.4","","","","0","","","1007401","1007401169",""
"3","100211","1","0","0","mhp_handover_receive_out","0.2","","1007401","1007401170","mhp_idle_normal"
"3","11","1","0","0","mhp_receive_yui_out","0.2","","1007401","1007401171","NoItem_idle"
"3","12","1","0","0","mhp_item_EX0007_receive_out","0.2","","1007401","1007401172","NoItem_idle"
"93","2","","","","0","","","1007401","1007401173",""
"3","100211","","","1","mhp_talk_wish","0.2","","1007401","1007401174",""
"21","vo_mhp_1007401","","","0","vo_mhp_4014","","","1007401","1007401175","0"
"11","100211","0","0","4","中藥……總覺得好像會很有效……\n謝謝妳，深月小姐。","0","0.5","1007401","1007401176","1"
"91","0","","","","","","","1007401","1007401177",""
"3","100211","","","1","mhp_idle_wish","0.2","","1007401","1007401178",""
"3","117531","","","1","mhp_talk_thinking","0.2","","1007401","1007401179",""
"21","vo_mhp_1007401","","","0","vo_mhp_4015","","","1007401","1007401180","0"
"11","117531","0","0","6","（但因為那是滋補身體的中藥，\n所以完全無關就是了。）","0","0.5","1007401","1007401181","1"
"91","0","","","","","","","1007401","1007401182",""
"22","0","","","","0","","","1007401","1007401183",""
"3","117531","1","0.2","0","mhp_sit_in","0.2","","1007401","1007401184","mhp_sit_idle"
"3","100211","","","0","mhp_yui_pekori","0.2","","1007401","1007401185",""
"91","0","","","","","","","1007401","1007401186",""
"3","100211","","","1","mhp_walk","0.2","","1007401","1007401187",""
"4","100211","","","","1","","","1007401","1007401188",""
"2","100211","0","","-220","-1000","","","1007401","1007401189","5"
"93","4","","","","0","","","1007401","1007401190",""
"3","117631","","","1","mhp_sit_talk_worry","0.2","","1007401","1007401191",""
"21","vo_mhp_1007401","","","0","vo_mhp_4016","","","1007401","1007401192","0"
"11","117631","0","0","4","醫生，那個人真的有生病嗎？","0","0.5","1007401","1007401193","1"
"91","0","","","","","","","1007401","1007401194",""
"3","117631","","","1","mhp_sit_idle","0.2","","1007401","1007401195",""
"3","117531","","","1","mhp_sit_talk_thinking","0.2","","1007401","1007401196",""
"21","vo_mhp_1007401","","","0","vo_mhp_4017","","","1007401","1007401197","0"
"11","117531","0","0","3","是啊，而且病得很重喔。\n得好好為她看病才行呢。\n呵呵，年輕真好呢。","","0.5","1007401","1007401198","1"
"91","0","","","","","","","1007401","1007401199",""
"22","0","","","","0.5","","","1007401","1007401200",""
"91","0","","","","","","","1007401","1007401201",""
"1","1","-240","0","100","100211","1.7","mhp_idle_normal","1007402","1007402001","-1000"
"1","1","-220","1","100","117531","1.7","mhp_sit_idle","1007402","1007402002","185"
"1","1","-200","1","100","117631","1.7","mhp_sit_idle","1007402","1007402003","365"
"31","1","0.85","","-240","1","1","","1007402","1007402004","-154"
"5","1","-220","0","110","11","1.7","NoItem","1007402","1007402005","-200"
"5","1","-220","0","105","12","1.7","NoItem","1007402","1007402006","-200"
"5","1","-220","1","110","21","1.7","NoItem","1007402","1007402007","185"
"5","1","-220","1","105","22","1.7","NoItem","1007402","1007402008","185"
"6","11","0","0","1","1","0","","1007402","1007402009","1"
"6","12","0","0","1","1","0","","1007402","1007402010","1"
"6","21","0","0","1","1","0","","1007402","1007402011","1"
"6","22","0","0","1","1","0","","1007402","1007402012","1"
"5","1","-220","0","110","31","1.7","NoItem","1007402","1007402013","-1000"
"91","0","","","","","","","1007402","1007402014",""
"3","117531","","","1","mhp_sit_talk_normal","0.2","","1007402","1007402015",""
"21","vo_mhp_1007402","","","0","vo_mhp_4101","","","1007402","1007402016","0"
"11","117531","0","0","5","優衣，請進～","0","0.5","1007402","1007402017","0"
"91","0","","","","","","","1007402","1007402018",""
"3","117531","","","1","mhp_sit_idle","0.2","","1007402","1007402019",""
"3","100211","","","1","mhp_yui_walk_sad2","0.2","","1007402","1007402020",""
"2","100211","0","","-220","-200","","","1007402","1007402021","4"
"91","0","","","","","","","1007402","1007402022",""
"3","100211","1","0.2","0","mhp_yui_sit_in_sad","0.2","","1007402","1007402023","mhp_yui_sit_idle_sad"
"93","1","","","","0","","","1007402","1007402024",""
"3","117531","","","1","mhp_sit_talk_normal","0.2","","1007402","1007402025",""
"21","vo_mhp_1007402","","","0","vo_mhp_4102","","","1007402","1007402026","0"
"11","117531","0","0","5","謝謝妳過來。\n妳今天是要問胸口不舒服的問題嗎？","0","0.5","1007402","1007402027","1"
"91","0","","","","","","","1007402","1007402028",""
"3","117531","","","1","mhp_sit_idle","0.2","","1007402","1007402029",""
"3","100211","","","1","mhp_yui_sit_talk_surprise","0.2","","1007402","1007402030",""
"21","vo_mhp_1007402","","","0","vo_mhp_4103","","","1007402","1007402031","0"
"11","100211","0","0","5","我、我什麼都還沒說耶！？\n真不愧是深月小姐……","0","0.5","1007402","1007402032","1"
"91","0","","","","","","","1007402","1007402033",""
"3","100211","","","1","mhp_yui_sit_talk_sad","0.2","","1007402","1007402034",""
"21","vo_mhp_1007402","","","0","vo_mhp_4104","","","1007402","1007402035","0"
"11","100211","0","0","3","是的，我的胸口難過得受不了……\n這、這果然是重病嗎？","0","0.5","1007402","1007402036","1"
"91","0","","","","","","","1007402","1007402037",""
"3","100211","","","1","mhp_yui_sit_idle_sad","0.2","","1007402","1007402038",""
"3","117531","","","1","mhp_sit_talk_sad2","0.2","","1007402","1007402039",""
"21","vo_mhp_1007402","","","0","vo_mhp_4105","","","1007402","1007402040","0"
"11","117531","0","0","4","我之前也說過了，\n這不會直接危及性命，\n但有時可能會痛苦到比死還要難受呢。","0","0.5","1007402","1007402041","1"
"91","0","","","","","","","1007402","1007402042",""
"3","117531","","","1","mhp_sit_idle","0.2","","1007402","1007402043",""
"3","100211","","","1","mhp_yui_sit_talk_wish","0.2","","1007402","1007402044",""
"21","vo_mhp_1007402","","","0","vo_mhp_4106","","","1007402","1007402045","0"
"11","100211","0","0","5","怎麼會……\n我、我該怎麼辦……","0","0.5","1007402","1007402046","1"
"91","0","","","","","","","1007402","1007402047",""
"3","100211","","","1","mhp_yui_sit_idle_sad","0.2","","1007402","1007402048",""
"3","117531","","","1","mhp_sit_talk_wish","0.2","","1007402","1007402049",""
"21","vo_mhp_1007402","","","0","vo_mhp_4107","","","1007402","1007402050","0"
"11","117531","0","0","6","沒事的，醫生就是為此存在的啊。\n好了，胸口不舒服就要──","0","0.5","1007402","1007402051","1"
"91","0","","","","","","","1007402","1007402052",""
"22","0","","","","0","","","1007402","1007402053",""
"103","我開心悸的藥給妳吧。","","","0","1007402057","","","1007402","1007402054",""
"103","這是大江戶特產的甜點。","","","0","1007402102","","","1007402","1007402055",""
"103","去數羊吧。","","","0","1007402147","","","1007402","1007402056",""
"3","117531","1","0","0","mhp_sit_out","0.2","","1007402","1007402057","mhp_idle_normal"
"93","0.6","","","","0","","","1007402","1007402058",""
"3","100211","1","0","0","mhp_sit_out","0.2","","1007402","1007402059","mhp_idle_normal"
"93","0.2","","","","0","","","1007402","1007402060",""
"3","100211","0","","1","mhp_walk","0.2","","1007402","1007402061",""
"2","100211","0","","-220","35","","","1007402","1007402062","1.5"
"2","31","0","","-220","35","","","1007402","1007402063","1.5"
"2","11","0","","-220","35","","","1007402","1007402064","1.5"
"2","12","0","","-220","35","","","1007402","1007402065","1.5"
"93","0.3","","","","0","","","1007402","1007402066",""
"3","117531","1","0","0","mhp_handover_in","0.2","","1007402","1007402067","mhp_handover_loop"
"6","21","1","0","1","1","0","","1007402","1007402068","1"
"6","22","1","0","1","1","0","","1007402","1007402069","1"
"3","21","1","0","0","mhp_handover_in","0.2","","1007402","1007402070","mhp_handover_loop"
"3","22","1","0","0","mhp_item_EX0009_handover_in","0.2","","1007402","1007402071","mhp_item_EX0009_handover_loop"
"93","1.2","","","","0","","","1007402","1007402072",""
"3","100211","1","0","0","mhp_handover_receive_in","0.2","","1007402","1007402073","mhp_handover_receive_loop"
"6","11","1","0","1","1","0","","1007402","1007402074","1"
"6","12","1","0","1","1","0","","1007402","1007402075","1"
"3","11","1","0","0","mhp_receive_yui_in","0.2","","1007402","1007402076","mhp_receive_yui_loop"
"3","12","1","0","0","mhp_item_EX0009_receive_in","0.2","","1007402","1007402077","mhp_item_EX0009_receive_loop"
"93","0.6","","","","0","","","1007402","1007402078",""
"6","22","1","0","1","1","0.4","","1007402","1007402079","1"
"93","0.4","","","","0","","","1007402","1007402080",""
"3","117531","1","0","0","mhp_handover_out","0.2","","1007402","1007402081","mhp_idle_normal"
"3","21","1","0","0","mhp_handover_out","0.2","","1007402","1007402082","NoItem_idle"
"3","22","1","0","0","mhp_item_EX0009_handover_out","0.2","","1007402","1007402083","NoItem_idle"
"93","0.4","","","","0","","","1007402","1007402084",""
"3","100211","1","0","0","mhp_handover_receive_out","0.2","","1007402","1007402085","mhp_idle_normal"
"3","11","1","0","0","mhp_receive_yui_out","0.2","","1007402","1007402086","NoItem_idle"
"3","12","1","0","0","mhp_item_EX0009_receive_out","0.2","","1007402","1007402087","NoItem_idle"
"93","2","","","","0","","","1007402","1007402088",""
"3","100211","","","1","mhp_talk_sad","0.2","","1007402","1007402089",""
"21","vo_mhp_1007402","","","0","vo_mhp_4108","","","1007402","1007402090","0"
"11","100211","0","0","5","領到藥後，我總覺得放心多了，\n希望這樣就能治好……","0","0.5","1007402","1007402091","1"
"91","0","","","","","","","1007402","1007402092",""
"3","100211","","","1","mhp_idle_sad","0.2","","1007402","1007402093",""
"3","117531","","","1","mhp_idle_thinking","0.2","","1007402","1007402094",""
"21","vo_mhp_1007402","","","0","vo_mhp_4109","","","1007402","1007402095","0"
"11","117531","0","0","6","（但那其實只是彈珠汽水糖就是了。\n如果不是真的生病，這麼做是最好的。）","0","0.5","1007402","1007402096","1"
"91","0","","","","","","","1007402","1007402097",""
"22","0","","","","0","","","1007402","1007402098",""
"3","117531","1","0.2","0","mhp_sit_in","0.2","","1007402","1007402099","mhp_sit_idle"
"93","1","","","","0","","","1007402","1007402100",""
"101","1007402160","","","","","","","1007402","1007402101",""
"3","117531","1","0","0","mhp_sit_out","0.2","","1007402","1007402102","mhp_idle_normal"
"93","0.6","","","","0","","","1007402","1007402103",""
"3","100211","1","0","0","mhp_sit_out","0.2","","1007402","1007402104","mhp_idle_normal"
"93","0.2","","","","0","","","1007402","1007402105",""
"3","100211","0","","1","mhp_walk","0.2","","1007402","1007402106",""
"2","100211","0","","-220","35","","","1007402","1007402107","1.5"
"2","31","0","","-220","35","","","1007402","1007402108","1.5"
"2","11","0","","-220","35","","","1007402","1007402109","1.5"
"2","12","0","","-220","35","","","1007402","1007402110","1.5"
"93","0.3","","","","0","","","1007402","1007402111",""
"3","117531","1","0","0","mhp_handover_in","0.2","","1007402","1007402112","mhp_handover_loop"
"6","21","1","0","1","1","0","","1007402","1007402113","1"
"6","22","1","0","1","1","0","","1007402","1007402114","1"
"3","21","1","0","0","mhp_handover_in","0.2","","1007402","1007402115","mhp_handover_loop"
"3","22","1","0","0","mhp_item_EX0010_handover_in","0.2","","1007402","1007402116","mhp_item_EX0010_handover_loop"
"93","1.2","","","","0","","","1007402","1007402117",""
"3","100211","1","0","0","mhp_handover_receive_in","0.2","","1007402","1007402118","mhp_handover_receive_loop"
"6","11","1","0","1","1","0","","1007402","1007402119","1"
"6","12","1","0","1","1","0","","1007402","1007402120","1"
"3","11","1","0","0","mhp_receive_yui_in","0.2","","1007402","1007402121","mhp_receive_yui_loop"
"3","12","1","0","0","mhp_item_EX0010_receive_in","0.2","","1007402","1007402122","mhp_item_EX0010_receive_loop"
"93","0.6","","","","0","","","1007402","1007402123",""
"6","22","1","0","1","1","0.4","","1007402","1007402124","1"
"93","0.4","","","","0","","","1007402","1007402125",""
"3","117531","1","0","0","mhp_handover_out","0.2","","1007402","1007402126","mhp_idle_normal"
"3","21","1","0","0","mhp_handover_out","0.2","","1007402","1007402127","NoItem_idle"
"3","22","1","0","0","mhp_item_EX0010_handover_out","0.2","","1007402","1007402128","NoItem_idle"
"93","0.4","","","","0","","","1007402","1007402129",""
"3","100211","1","0","0","mhp_handover_receive_out","0.2","","1007402","1007402130","mhp_idle_normal"
"3","11","1","0","0","mhp_receive_yui_out","0.2","","1007402","1007402131","NoItem_idle"
"3","12","1","0","0","mhp_item_EX0010_receive_out","0.2","","1007402","1007402132","NoItem_idle"
"93","2","","","","0","","","1007402","1007402133",""
"3","100211","","","1","mhp_talk_worry","0.2","","1007402","1007402134",""
