1cec05db4346251cd24056a68b2235da3d61c999bb2d898ca8c10cc2254c5d10,ee8046e5a756ee93b9d6734af590ce678bacd779a81599257930a30eb2976205,e2a29441d2add4ef27f49760e1f17f86338b5e13b5db28d4e4ced912b7c6d714,aef375f74db4b69c2c089919678ee7ead40299d60966d45aa6abf2a0a88eee67,e28ae48e17bc88b79166f25a9e7f90595c0a77c42d0ed4d8ed276e46eaea2359,77f4604f6871ca05f2cee144cab4606025f306d0ba083a98054843c428816442,2c3cc830608d8391ab312e1005b65c039008b5e8439af5902cded218d49e9874,d825c09861290c7ecfc39a3b2869493824390abb71c4ce69470487ea8fcf2944,6593a037e99b8b4e5882e3d09a09afe74a9116b7c7da4a29b3d62279bc18095c,7c8293a787c65425c2d5353e4805f047936a4f8ab5dc594a309f7ba9235d4eef,662326148720d7c0da751571cfbcd28fabd6e12864b4bce2a581b4b44357d38f,e7d040d96d98160b42a0b583d6a1c77be914306ddbb446598dae42cccea028c9,f3d36ff251c94104645a553a0707e8c57b92a9a9b7672853047ad247817c7045,47b0abed9f990121ee0d87f86587e1b3ac9b24a4369c81eb049af8605f0e40bf,9ea60b69cddaeb788ffe717a0be17a14979557b96275c525c7be362097d14be6,42ebec93f840e4877273e89b6a66afedbfea89cf3034709030bf493fb88c70cf,ba474095b4792a8f22fb35114baa9854e1f5d2916c615aa24269f3f2745330b3,8e0085a27136e80234faf3581ce028ab07543a6339b0355d79fdb2c4a19c093d,30943dca50e913fb5383b911367b769d5136de86e961844ce0f4c2d2bac6ac49,008f3563305b85ac221df2f5eb48db7c112c8846dc70e46aa5ea78afc3d096ab,b4f512ed6497cb08e6010666bdc795c83d3859bba478697ae8a693ff8c81fa7c
"0.23","10","3","1","0","0.23","物理防禦力提升+{0}","100200301","0","12","1","1","1","0","20","2160","3","2","99","0","提升我方全體{0}的物理防禦力"
"8","4","3","1","0","8","HP回復量+{0}","100201101","0","0.6","0","0","1","0","2","2160","3","2","99","0","回復我方全體{0}的HP"
"1.2","10","3","1","0","1.2","物理防禦力提升+{0}","100201102","0","18","1","1","1","0","20","2160","3","2","99","0","提升我方全體{0}的物理防禦力"
"45","6","3","45","0","18","無效傷害量+{0}","100201103","0","0","0","0","1","0","1","2160","3","2","99","0","展開{0}傷害量的物理無效護盾"
"0","8","3","2","0","18","","100201104","0","0","0","1","1","0","2","2160","3","2","99","0","提升我方全體的行動速度"
"20","1","3","20","0","1.6","魔法傷害+{0}","100201201","0","0","0","0","1","0","2","-1","1","1","1","0","對敵方單體造成{0}的魔法傷害"
"7.5","10","3","1","0","7.5","物理攻擊力降低+{0}","100201202","0","12","1","1","1","0","11","-1","1","1","1","0","降低敵方單體{0}的物理攻擊力"
"15","90","0","1","0","15","魔法攻擊力提升+{0}","100250101","0","1","0","0","1","0","4","0","0","0","0","0","提升自身{0}的魔法攻擊力"
"15","90","0","1","0","15","魔法攻擊力提升+{0}","100251101","0","1","0","0","1","0","4","0","0","0","0","0","提升自身{0}的魔法攻擊力"
"30","90","0","1","0","0","","100251102","0","1","0","0","1","0","5","0","0","0","0","0","提升自身{0}的魔法防禦力"
"60","1","3","60","0","4.8","物理傷害+{0}","100300101","0","0","0","0","1","0","1","-1","1","1","1","0","對敵方單體造成{0}的物理傷害"
"20","1","3","20","0","1.6","物理傷害+{0}","100300201","0","0","0","0","1","0","1","-1","1","1","1","0","對敵方單體造成{0}的物理傷害"
"0","28","7","0","100300302","0","","100300301","0","0","100300303","0","1","0","677","0","1","2","1","0",""
"0","18","3","0.5","0","1.8","","100300302","0","0","100300305","0","1","0","1","4320","1","1","1","0",""
"0","18","3","1","0","1.8","","100300303","0","0","100300306","0","1","0","1","4320","1","1","1","0",""
"0","28","7","0","100300305","0","","100300304","0","0","100300306","0","1","0","677","0","1","2","1","0",""
"20","1","3","20","0","1.6","物理傷害+{0}","100300305","0","0","0","0","1","0","1","-1","1","1","1","0","對敵方單體造成{0}的物理傷害"
"40","1","3","40","0","3.2","","100300306","0","0","0","0","1","0","1","-1","1","1","1","0",""
"120","1","3","120","0","9.6","物理傷害+{0}","100301101","0","0","0","0","1","0","1","-1","1","1","1","0","對敵方單體造成{0}的物理傷害"
"77","35","7","1","0","18","","100301102","0","1","0","0","1","0","0","0","1","2","1","0","將風之刃暫時纏繞於身"
"2","28","7","1","100301202","1","","100301201","0","0","100301203","0","1","0","677","0","1","2","1","0",""
"20","1","3","20","0","1.6","物理傷害+{0}","100301202","0","0","0","0","1","0","1","-1","1","1","1","0","對敵方單體造成{0}的物理傷害"
"40","1","3","40","0","3.2","","100301203","0","0","0","0","1","0","1","-1","1","1","1","0",""
"0.6","10","3","1","0","0.6","物理防禦力降低+{0}","100301204","0","12","1","1","1","0","21","-1","1","1","1","0","降低敵方單體{0}的物理防禦力"
"1.2","10","3","1","0","1.2","","100301205","0","24","1","1","1","0","21","-1","1","1","1","0",""
"15","90","0","1","0","15","物理攻擊力提升+{0}","100350101","0","1","0","0","1","0","2","0","0","0","0","0","提升自身{0}的物理攻擊力"
"15","90","0","1","0","15","物理攻擊力提升+{0}","100351101","0","1","0","0","1","0","2","0","0","0","0","0","提升自身{0}的物理攻擊力"
"1125","90","0","1","0","0","","100351102","0","1","0","0","1","0","1","0","0","0","0","0","提升自身{0}的最大HP"
"0","7","3","0","0","0","","100400101","0","0","0","0","1","0","1","2160","2","1","1","1",""
"20.4","1","1","20.4","0","1.62","物理傷害+{0}","100400102","0","0","0","0","1","0","1","300","2","1","99","0","對範圍內的敵人造成{0}的物理傷害"
"8","1","3","8","0","0.6","物理傷害+{0}","100400201","0","0","0","0","1","0","1","2160","3","1","1","1","對敵方單體造成{0}的物理傷害"
"0","12","3","8","0","100","造成黑暗的成功Lv+1","100400202","0","0","0","0","1","0","70","2160","3","1","1","1","使一名敵人陷入黑暗狀態"
"10","1","14","10","0","0.8","物理傷害+{0}","100400301","0","0","0","0","1","0","1","2160","2","1","1","0","對敵方單體造成{0}的物理傷害"
"3.75","10","1","1","0","3.75","物理攻擊力降低+{0}","100400302","0","99","1","1","1","0","11","2160","2","1","1","0","降低敵方單體{0}的物理攻擊力"
"5.5","10","7","1","0","5.5","物理攻擊力提升+{0}","100400303","0","99","1","1","1","0","10","0","1","2","1","0","提升自身{0}的物理攻擊力"
"27","1","3","27","0","2.16","物理傷害+{0}","100401101","0","0","0","0","1","0","1","2160","3","1","99","0","對敵方全體造成{0}的物理傷害"
"30","10","3","1","0","30","物理攻擊力降低+{0}","100401102","0","18","1","0","1","0","11","2160","3","1","99","0","降低全體敵人{0}物理攻擊力"
"100","10","3","1","0","1.25","降低物理暴擊+{0}","100401103","0","18","0","0","1","0","61","2160","3","1","99","0","降低敵方全體的物理暴擊{0}"
"25","10","3","2","0","0","","100401104","0","18","0","0","1","0","111","2160","3","1","99","0","降低敵方全體物理攻擊暴擊時的傷害{0}%"
"20","1","3","20","0","1.6","物理傷害+{0}","100401201","0","0","0","0","1","0","1","2160","3","1","1","1","對敵方單體造成{0}的物理傷害"
"0","12","3","10","0","100","造成黑暗的成功Lv+1","100401202","0","0","0","0","1","0","80","2160","3","1","1","1","使一名敵人陷入黑暗狀態"
"0","7","3","0","0","0","","100401203","0","0","0","0","1","0","1","2160","3","1","1","1",""
"5","10","1","1","0","5","物理攻擊力降低+{0}","100401204","0","180","1","0","1","0","11","200","2","1","99","0","使範圍內敵人的物理攻擊力降低{0}"
"2","90","0","1","0","2","物理防禦力提升+{0}","100450101","0","1","0","0","1","0","3","0","0","0","0","0","提升自身{0}的物理防禦力"
"2","90","0","1","0","2","物理防禦力提升+{0}","100451101","0","1","0","0","1","0","3","0","0","0","0","0","提升自身{0}的物理防禦力"
"225","90","0","1","0","0","","100451102","0","1","0","0","1","0","2","0","0","0","0","0","提升自身{0}的物理攻擊力"
"0","2","3","100","0","0","","100500101","0","0","0","0","1","0","3","2160","1","1","1","2",""
"0","7","3","100","0","0","","100500102","0","0","0","0","1","0","1","2160","1","1","1","2",""
"30","1","3","30","0","2.4","物理傷害+{0}","100500103","0","0","0","0","1","0","1","300","2","1","99","0","對範圍內的敵人造成{0}的物理傷害"
"3.4","1","3","3.4","0","0.27","物理傷害+{0}","100500201","0","0","0","0","1","0","1","300","2","1","99","0","對範圍內的敵人造成{0}的物理傷害"
"0","8","3","0","0","2","造成暈眩的成功Lv+1","100500202","0","0","0","0","1","0","7","300","2","1","99","0","使範圍內的敵人一段時間內無法行動"
"10","1","3","10","0","0.8","物理傷害+{0}","100500301","0","0","0","0","1","0","1","300","2","1","99","0","對範圍內的敵人造成{0}的物理傷害"
"0","2","3","100","0","0","","100501101","0","0","0","0","1","0","3","2160","1","1","1","2",""
"0","7","3","100","0","0","","100501102","0","0","0","0","1","0","1","2160","1","1","1","2",""
"30","1","3","30","0","2.4","物理傷害+{0}","100501103","0","0","0","0","1","0","1","450","2","1","99","0","對範圍內的敵人造成{0}的物理傷害"
"0.00005","26","7","1","0","0","","100501104","0","0","3","0","1","0","100501103","0","1","2","1","0",""
"1","26","7","1","0","0","","100501105","0","0","1","0","1","0","100501106","0","1","2","1","0",""
"45","6","7","45","0","18","無效傷害量+{0}","100501106","0","0","0","0","1","0","5","0","1","2","1","0","展開{0}傷害比例的物理魔法無效屏障"
"3.4","1","3","3.4","0","0.54","物理傷害+{0}","100501201","0","0","0","0","1","0","1","300","2","1","99","0","對範圍內的敵人造成{0}的物理傷害"
"0","8","3","0","0","2","造成暈眩的成功Lv+1","100501202","0","0","0","0","1","0","7","300","2","1","99","0","使範圍內的敵人一段時間內無法行動"
"2.24","10","7","1","0","2.24","物理防禦力提升+{0}","100501203","0","12","1","0","1","0","20","0","1","2","1","0","提升自身{0}的物理防禦力"
"2.24","10","7","1","0","2.24","魔法防禦力提升+{0}","100501204","0","12","1","0","1","0","40","0","1","2","1","0","提升自身{0}的魔法防禦力"
"15","90","0","1","0","15","物理攻擊力提升+{0}","100550101","0","1","0","0","1","0","2","0","0","0","0","0","提升自身{0}的物理攻擊力"
"15","90","0","1","0","15","物理攻擊力提升+{0}","100551101","0","1","0","0","1","0","2","0","0","0","0","0","提升自身{0}的物理攻擊力"
"30","90","0","1","0","0","","100551102","0","1","0","0","1","0","3","0","0","0","0","0","提升自身{0}的物理防禦力"
"4","32","3","4","0","1","","100600101","0","0","0","0","1","0","0","2160","3","2","99","0",""
"4.5","10","3","1","0","4.5","魔法攻擊力提升+{0}","100600102","0","18","1","0","1","0","30","2160","3","2","99","0","提升我方全體{0}的魔法攻擊力"
"20","1","3","20","0","1.6","魔法傷害+{0}","100600201","0","0","0","0","1","0","2","-1","1","1","1","0","對敵方單體造成{0}的魔法傷害"
"1","10","3","1","0","1","魔法防禦力降低+{0}","100600301","0","12","1","1","1","0","41","-1","1","1","1","0","降低敵方單體{0}的魔法防禦力"
"4","32","3","4","0","1","","100601101","0","0","0","0","1","0","0","2160","3","2","99","0",""
"24","10","3","1","0","24","魔法攻擊力提升+{0}","100601102","0","18","1","0","1","0","30","2160","3","2","99","0","提升我方全體{0}的魔法攻擊力"
"100","10","3","1","0","0","","100601103","0","18","1","0","1","0","70","2160","3","2","99","0","使全體夥伴的魔法暴擊提升{0}"
"0.66","10","3","1","0","0.66","魔法防禦力降低+{0}","100601104","0","18","1","0","1","0","41","2160","3","1","99","0","使全體敵人的魔法防禦力下降{0}"
"25","1","3","25","0","2","魔法傷害+{0}","100601201","0","0","0","0","1","0","2","-1","1","1","1","0","對敵方單體造成{0}的魔法傷害"
"0.2","10","3","1","0","0.2","魔法防禦力降低+{0}","100601202","0","12","1","1","1","0","41","-1","1","1","1","0","降低敵方單體{0}的魔法防禦力"
"25","1","3","25","0","2","魔法傷害+{0}","100610101","0","0","0","0","1","0","2","-1","1","1","1","0","對敵方單體造成{0}的魔法傷害"
"15","1","3","15","0","1.25","魔法傷害+{0}","100610201","0","0","0","0","1","0","2","550","1","1","99","0","對敵方單體造成{0}的魔法傷害"
"0","32","3","1204","0","1","","100620101","0","0","0","0","1","0","0","2160","3","2","99","0",""
"-1195.5","10","3","1","0","8.5","魔法攻擊力提升+{0}","100620102","0","18","1","0","1","0","30","2160","3","2","99","0","提升我方全體{0}的魔法攻擊力"
"0","32","3","1204","0","1","","100621101","0","0","0","0","1","0","0","2160","3","2","99","0",""
"-1172","10","3","1","0","28","魔法攻擊力提升+{0}","100621102","0","18","1","0","1","0","30","2160","3","2","99","0","提升我方全體{0}的魔法攻擊力"
"100","10","3","1","0","0","","100621103","0","18","1","0","1","0","70","2160","3","2","99","0","使全體夥伴的魔法暴擊提升{0}"
"0.66","10","3","1","0","0.66","魔法防禦力降低+{0}","100621104","0","18","1","0","1","0","41","2160","3","1","99","0","使全體敵人的魔法防禦力下降{0}"
"15","90","0","1","0","15","魔法攻擊力提升+{0}","100650101","0","1","0","0","1","0","4","0","0","0","0","0","提升自身{0}的魔法攻擊力"
"240","90","0","1","0","15","魔法攻擊力提升+{0}","100651101","0","1","0","0","1","0","4","0","0","0","0","0","提升自身{0}的魔法攻擊力"
"45","1","3","45","0","3.6","物理傷害+{0}","100700101","0","0","0","0","1","0","1","-1","1","1","1","0","對敵方單體造成{0}的物理傷害"
"12","4","7","1","0","12","HP回復量+{0}","100700102","0","1","0","0","1","0","1","0","3","2","1","0","回復自身{0}的HP"
"0.01","21","7","3","0","0","無敵時間+0.01秒","100700201","0","0","0","0","1","0","1","0","1","2","1","0","一段時間內成為無敵狀態"
"0","18","7","0","0","2.4","","100700202","0","0","100700203","0","1","0","1","0","0","0","1","0",""
"0","21","7","0","0","0","","100700203","0","0","0","0","1","0","1","0","1","2","1","0",""
"7.5","4","7","1","0","7.5","HP回復量+{0}","100700301","0","1","0","0","1","0","1","0","1","2","1","0","回復自身{0}的HP"
"60","1","3","60","0","4.8","物理傷害+{0}","100701101","0","0","0","0","1","0","1","-1","1","1","1","0","對敵方單體造成{0}的物理傷害"
"12","4","7","1","0","12","HP回復量+{0}","100701102","0","1","0","0","1","0","1","0","3","2","1","0","回復自身{0}的HP"
"0.1","10","7","1","0","0.1","迴避上升+{0}","100701103","0","180","1","1","1","0","50","0","2","2","1","0","使自己的迴避提高{0}  "
"0.01","21","7","3","0","0","無敵時間+0.01秒","100701201","0","0","0","0","1","0","1","0","1","2","1","0","一段時間內成為無敵狀態"
"0","18","7","0","0","2.4","","100701202","0","0","100701203","0","1","0","1","0","0","0","1","0",""
"0","21","7","0","0","0","","100701203","0","0","0","0","1","0","1","0","1","2","1","0",""
"0.1","10","7","1","0","0.1","迴避上升+{0}","100701204","0","12","1","1","1","0","50","0","2","2","1","0","使自己的迴避提高{0}  "
"1.2","10","7","1","0","1.2","物理防禦力提升+{0}","100701205","0","12","1","1","1","0","20","0","2","2","1","0","提升自身{0}的物理防禦力"
"0","21","7","6","0","0","","100720201","0","0","0","0","1","0","1","0","1","2","1","0","一段時間內成為無敵狀態"
"0","18","7","0","0","2.4","","100720202","0","0","100720203","0","1","0","1","0","0","0","1","0",""
"0","21","7","0","0","0","","100720203","0","0","0","0","1","0","1","0","1","2","1","0",""
"-60","10","7","1","0","0.2","物理防禦力提升+{0}","100720204","0","12","1","1","1","0","20","0","2","2","1","0","提升自身{0}的物理防禦力"
"60","1","3","60","0","5.2","物理傷害+{0}","100721101","0","0","0","0","1","0","1","-1","1","1","1","0","對敵方單體造成{0}的物理傷害"
"12","4","7","1","0","12","HP回復量+{0}","100721102","0","1","0","0","1","0","1","0","3","2","1","0","回復自身{0}的HP"
"30.1","10","7","1","0","0","","100721103","0","180","1","1","1","0","50","0","2","2","1","0","使自己的迴避提高{0}  "
"0","21","7","6","0","0","","100721201","0","0","0","0","1","0","1","0","1","2","1","0","一段時間內成為無敵狀態"
"0","18","7","0","0","2.4","","100721202","0","0","100721203","0","1","0","1","0","0","0","1","0",""
"0","21","7","0","0","0","","100721203","0","0","0","0","1","0","1","0","1","2","1","0",""
"30.1","10","7","1","0","0","","100721204","0","12","1","1","1","0","50","0","2","2","1","0","使自己的迴避提高{0}  "
"-58.8","10","7","1","0","1.4","物理防禦力提升+{0}","100721205","0","12","1","1","1","0","20","0","2","2","1","0","提升自身{0}的物理防禦力"
"2","90","0","1","0","2","物理防禦力提升+{0}","100750101","0","1","0","0","1","0","3","0","0","0","0","0","提升自身{0}的物理防禦力"
"32","90","0","1","0","2","物理防禦力提升+{0}","100751101","0","1","0","0","1","0","3","0","0","0","0","0","提升自身{0}的物理防禦力"
"4.5","1","3","4.5","0","0.405","魔法傷害+{0}","100800101","0","0","0","0","1","0","2","2160","3","1","99","0","對敵方全體造成{0}的魔法傷害"
"0.345","10","3","1","0","0.345","物理防禦力降低+{0}","100800102","0","18","1","1","1","0","21","2160","3","1","99","0","降低敵方全體{0}的物理防禦力"
"15","1","3","15","0","1.2","魔法傷害+{0}","100800201","0","0","0","0","1","0","2","2160","3","1","1","1","對敵方單體造成{0}的魔法傷害"
"0","12","1","8","0","100","造成黑暗的成功Lv+1","100800202","0","0","0","0","1","0","40","2160","3","1","1","0","使一名敵人陷入黑暗狀態"
"2.5","16","12","75","0","0","TP回復量+{0}","100800301","0","0","0","0","1","0","1","2160","3","2","1","0","回復我方單體{0}的TP"
"20.25","1","3","20.25","0","1.62","魔法傷害+{0}","100801101","0","0","1","0","1","0","2","2160","3","1","99","0","對敵方全體造成{0}防禦力較低者可防禦的魔法傷害"
"0.7","10","3","1","0","0.7","物理防禦力降低+{0}","100801102","0","18","1","1","1","0","21","2160","3","1","99","0","降低敵方全體{0}的物理防禦力"
"0","11","3","4","0","100","造成魅惑的成功Lv+1","100801103","0","0","0","0","1","0","0","2160","3","1","99","0","魅惑全體敵人"
"15","1","3","15","0","1.2","魔法傷害+{0}","100801201","0","0","0","0","1","0","2","2160","3","1","1","1","對敵方單體造成{0}的魔法傷害"
"0","12","3","8","0","100","造成黑暗的成功Lv+1","100801202","0","0","0","0","1","0","40","2160","3","1","1","1","使一名敵人陷入黑暗狀態"
"0","11","3","8","0","100","造成魅惑的成功Lv+1","100801203","0","0","0","0","1","0","0","2160","3","1","1","1","誘惑敵單體"
"0","16","12","725","0","0","","100820301","0","0","0","0","1","0","1","2160","3","2","1","0","回復我方單體{0}的TP"
"-2080","10","1","1","0","8","物理攻擊力提升+{0}","100820302","0","12","1","0","1","0","10","2160","3","2","0","0","讓一名同伴的物理攻擊力提升{0}"
"15","90","0","1","0","15","魔法攻擊力提升+{0}","100850101","0","1","0","0","1","0","4","0","0","0","0","0","提升自身{0}的魔法攻擊力"
"15","90","0","1","0","15","魔法攻擊力提升+{0}","100851101","0","1","0","0","1","0","4","0","0","0","0","0","提升自身{0}的魔法攻擊力"
"30","90","0","1","0","0","","100851102","0","1","0","0","1","0","3","0","0","0","0","0","提升自身{0}的物理防禦力"
"18","1","3","18","0","1.44","魔法傷害+{0}","100900101","0","0","0","0","1","0","2","2160","3","1","99","0","對敵方全體造成{0}的魔法傷害"
"100","10","7","2","0","0","","100900102","0","99","1","2","1","0","21","0","1","2","1","0","將自身的物理防禦力降為0"
"100","10","7","2","0","0","","100900103","0","99","1","2","1","0","41","0","1","2","1","0","將自身的魔法防禦力降為0"
"20","1","3","20","0","1.2","魔法傷害+{0}","100900201","0","0","0","0","1","0","2","-1","1","1","1","0","對敵方單體造成{0}的魔法傷害"
"0","17","7","100","0","10","","100900301","0","0","0","0","1","1","3","0","3","2","1","0",""
"25","1","3","25","0","2","魔法傷害+{0}","100900302","0","0","0","0","1","0","2","600","2","1","99","0","對範圍內的敵人造成{0}的魔法傷害"
"0","30","7","0","0","0","","100900303","0","0","0","0","1","0","0","0","3","2","1","0",""
"0","21","7","1.9","0","0","","100900304","0","0","0","0","1","0","1","0","3","2","1","0",""
"50","10","7","1","0","50","魔法攻擊力提升+{0}","100901101","0","8","1","1","1","0","30","0","1","2","1","0","提升自身{0}的魔法攻擊力"
"81.25","1","3","81.25","0","6.5","魔法傷害+{0}","100901102","0","0","0","0","1","0","2","2160","3","1","99","0","對敵方全體造成{0}的魔法傷害"
"100","10","7","2","0","0","","100901103","0","99","1","2","1","0","21","0","1","2","1","0","降低自身初期數值100％的物理防禦力"
"100","10","7","2","0","0","","100901104","0","99","1","2","1","0","41","0","1","2","1","0","降低自身初期數值100％的魔法防禦力"
"20","1","3","20","0","1.6","魔法傷害+{0}","100901201","0","0","0","0","1","0","2","-1","1","1","1","0","對敵方單體造成{0}的魔法傷害"
"0.6","10","3","1","0","0.6","魔法防禦力降低+{0}","100901202","0","12","1","1","1","0","41","2160","3","2","99","0","降低敵方單體{0}的魔法防禦力"
"15","90","0","1","0","15","魔法攻擊力提升+{0}","100950101","0","1","0","0","1","0","4","0","0","0","1","0","提升自身{0}的魔法攻擊力"
"240","90","0","1","0","15","魔法攻擊力提升+{0}","100951101","0","1","0","0","1","0","4","0","0","0","0","0","提升自身{0}的魔法攻擊力"
"15","10","3","1","0","15","魔法攻擊力提升+{0}","101000101","0","18","1","0","1","0","30","2160","3","2","99","0","提升我方全體{0}的魔法攻擊力"
"0.6","10","3","1","0","0.6","物理防禦力提升+{0}","101000102","0","18","1","0","1","0","20","2160","3","2","99","0","提升我方全體{0}的物理防禦力"
"0","16","3","50","0","0","","101000103","0","18","1","0","1","0","4","2160","3","2","99","0","使我方全體固定恢復{0}TP"
"7.5","4","5","1","0","7.5","HP回復量+{0}","101000201","0","1","0","0","1","0","2","2160","2","2","1","0","回復我方單體{0}的HP"
"0","12","3","8","0","100","造成黑暗的成功Lv+1","101000301","0","0","0","0","1","0","40","2160","1","1","1","1","使一名敵人陷入黑暗狀態"
"30","10","3","1","0","30","魔法攻擊力提升+{0}","101001101","0","18","1","0","1","0","30","2160","3","2","99","0","提升我方全體{0}的魔法攻擊力"
"100","10","3","1","0","0","","101001102","0","18","1","0","1","0","70","2160","3","2","99","0","使全體夥伴的魔法暴擊提升{0}"
"5","10","3","1","0","0","","101001103","0","18","1","0","1","0","120","2160","3","2","99","0","提升我方全體魔法攻擊暴擊時5％的傷害"
"1.1","10","3","1","0","1.1","物理防禦力提升+{0}","101001104","0","18","1","0","1","0","20","2160","3","2","99","0","提升我方全體{0}的物理防禦力"
"0","16","3","120","0","0","","101001105","0","0","1","0","1","0","4","2160","3","2","99","0","使我方全體固定恢復{0}TP"
"0","48","3","10","0","0","","101001106","0","0","2","0","1","10","1","2160","3","2","99","0","每秒恢復 10 TP"
"8.5","4","5","1","0","8.5","HP回復量+{0}","101001201","0","1.2","0","0","1","0","2","2160","3","2","1","0","回復我方單體{0}的HP"
"1","10","5","1","0","1","物理防禦力提升+{0}","101001202","0","12","1","1","1","0","20","2160","3","2","1","0","讓一名夥伴的物理防禦力提升{0}"
"0.5","48","5","0.5","0","0.08","回復量+{0}","101001203","0","0","1","0","1","8.5","2","2160","2","2","1","0","每秒回復{0}的HP"
"2","90","0","1","0","2","物理防禦力提升+{0}","101050101","0","1","0","0","1","0","3","0","0","0","0","0","提升自身{0}的物理防禦力"
"2","90","0","1","0","2","物理防禦力提升+{0}","101051101","0","1","0","0","1","0","3","0","0","0","0","0","提升自身{0}的物理防禦力"
"225","90","0","1","0","0","","101051102","0","1","0","0","1","0","4","0","0","0","0","0","提升自身{0}的魔法攻擊力"
"20.4","1","3","20.4","0","1.62","物理傷害+{0}","101100101","0","0","0","0","1","0","1","1150","1","1","99","0","對範圍內的敵人造成{0}的物理傷害"
"45","10","7","1","0","0","","101100201","0","99","1","1","1","0","60","0","1","2","1","0","自身物理暴擊提升{0}"
"15","10","7","1","0","15","物理攻擊力提升+{0}","101100202","0","12","1","1","1","0","10","0","1","2","1","0","提升自身{0}的物理攻擊力"
"20","1","3","20","0","1.6","物理傷害+{0}","101100301","0","0","0","0","1","0","1","-1","1","1","1","0","對敵方單體造成{0}的物理傷害"
"28","1","3","28","0","2.16","物理傷害+{0}","101101101","1.75","0","0","0","1","0","1","1300","1","1","99","0","對範圍內的敵人造成{0}的物理傷害"
"75","10","7","1","0","0","","101101201","0","99","1","1","1","0","60","0","1","2","1","0","自身物理暴擊提升{0}"
