6a2936a2ec7f272445d31916c236dfe3db1a9b4cf78976504730125194d203ba,e4b53865dea85c2b3488d999d8895a18d3cd9a2bd215abd1b45545c4148ed4a8,a8e1f24a68d97f3fa839403a1587d16b033bb1803a2dfdabe673a89f3badcbfe,7e5387629a2fcfe960fcb18b66a7321fabc6612090569d22b3d3a9175afc4c02,84e02abdaf34cd6276ee8052016437d03fe1ae3d9c23b1fa798c5e4625178d4b,0052949e949336efd49ea188d31f2c062dcfb983a60670de81fe18e3810c5878,d4a832041f84a615fd9ba5ba63b5728cf52cc3e2fbdd22f3b42dd1859a6d330b,17b7261a7ab82eb12e442296dba8c811ad06c9932d168d2681dc0696c0c29180,c80e8ca5b7014dcf197988ac2b5f841648d649451f5b40823feb8d3df56dca42,27d06861bc1bc4711c822924dd321a9dd2d961c058f9ba5bd0705bd37be46eba,615c4661eb19205f01a2a85f865648807903684009f839e7fad0b159eabfccc4,74f822da1971aa5ae1b6449fd9fa4cf850a8bdf32c6a71350775715fc75f815e,657633a785bd1c6df7b871493bca972c3c9cd2446c250c733eb63c17f93c1357
"10010182","10","10010180","1","10010181","0","0","0","4","0","0","0","0"
"10010183","9","10010181","1","10010182","0","0","0","2","0","2","0","0"
"10010184","8","10010182","1","10010183","0","0","0","2","0","3","0","0"
"10010555","7","10010183","1","10010184","0","0","0","14","0","3","0","0"
"10010187","3","10010558","1","10010186","0","0","0","14","0","1","0","0"
"10010188","2","10010186","1","10010187","0","0","0","3","0","3","0","0"
"10010189","1","10010187","1","10010188","0","0","0","2","0","2","0","0"
"10010190","0","10010188","1","10010189","0","0","0","13","0","0","0","0"
"10010191","60","10010189","1","10010190","0","0","0","12","0","0","0","0"
"10010192","59","10010190","1","10010191","0","0","0","6","0","0","0","0"
"10010193","58","10010191","1","10010192","0","0","0","3","0","1","0","0"
"10010194","57","10010192","1","10010193","0","0","0","7","0","10001","0","0"
"10010195","56","10010193","1","10010194","0","0","0","5","0","0","0","0"
"10010196","55","10010194","1","10010195","0","0","0","3","0","2","0","0"
"10010197","54","10010195","1","10010196","0","0","0","11","0","10001","0","0"
"10010198","53","10010196","1","10010197","0","0","0","4","0","0","0","0"
"10010199","52","10010197","1","10010198","0","0","0","2","0","1","0","0"
"10010200","51","10010198","1","10010199","0","0","0","14","0","2","0","0"
"10010201","50","10010199","1","10010200","0","0","0","2","0","1","0","0"
"10010214","49","10010200","1","10010201","0","10010716","0","3","0","1","0","0"
"10010215","48","10010201","1","10010214","0","0","0","4","0","0","0","0"
"10010710","47","10010214","1","10010215","0","0","0","12","0","0","0","0"
"10010219","44","10010711","1","10010218","0","0","0","11","0","10001","0","0"
"10010220","43","10010218","1","10010219","0","0","0","2","0","2","0","0"
"10010221","42","10010219","1","10010220","0","0","0","4","0","0","0","0"
"10010222","41","10010220","1","10010221","0","0","0","3","0","2","0","0"
"10010223","40","10010221","1","10010222","0","0","0","2","0","1","0","0"
"10010224","39","10010222","1","10010223","0","0","0","2","0","2","0","0"
"10010225","38","10010223","1","10010224","0","0","0","4","0","0","0","0"
"10010226","37","10010224","1","10010225","0","0","0","7","0","10002","0","0"
"10010227","36","10010225","1","10010226","0","0","0","11","0","10001","0","0"
"10010228","35","10010226","1","10010227","0","0","0","14","0","4","0","0"
"10010229","34","10010227","1","10010228","0","0","0","5","0","0","0","0"
"10010230","33","10010228","1","10010229","0","0","0","2","0","1","0","0"
"10010231","32","10010229","1","10010230","0","0","0","14","0","3","0","0"
"10010232","31","10010230","1","10010231","0","0","0","4","0","0","0","0"
"10010233","30","10010231","1","10010232","0","0","0","7","0","10001","0","0"
"10010234","29","10010232","1","10010233","0","10010236","0","6","0","0","0","0"
"10010573","28","10010233","1","10010234","0","0","0","7","0","10001","0","0"
"10010237","28","10010233","1","10010236","0","0","0","2","0","3","0","0"
"10010574","27","10010236","1","10010237","0","0","0","3","0","2","0","0"
"10010240","25","10010574","1","10010239","0","0","0","3","0","3","0","0"
"10010241","24","10010239","1","10010240","0","0","0","2","0","3","0","0"
"10010575","23","10010240","1","10010241","0","0","0","4","0","0","0","0"
"10010564","24","10010245","1","10010244","0","0","0","14","0","2","0","0"
"10010244","25","10010246","1","10010245","0","0","0","7","0","10003","0","0"
"10010245","26","10010573","1","10010246","0","0","0","14","0","1","0","0"
"10010248","21","10010575","1","10010247","0","0","0","4","0","0","0","0"
"10010249","20","10010247","1","10010248","0","10010250","0","11","0","10001","0","0"
"10010253","19","10010248","1","10010249","0","0","0","7","0","10003","0","0"
"10010251","19","10010248","1","10010250","0","0","0","5","0","0","0","0"
"10010577","18","10010250","1","10010251","0","0","0","6","0","0","0","0"
"10010576","18","10010249","1","10010253","0","0","0","3","0","2","0","0"
"10010256","16","10010576","1","10010255","10010577","0","0","14","0","5","0","0"
"10010257","15","10010255","1","10010256","0","0","0","2","0","2","0","0"
"10010258","14","10010256","1","10010257","0","0","0","12","0","0","0","0"
"10010259","13","10010257","1","10010258","0","0","0","2","0","1","0","0"
"10010260","12","10010258","1","10010259","0","0","0","7","0","10001","0","0"
"10010261","11","10010259","1","10010260","0","0","0","2","0","2","0","0"
"10010262","10","10010260","1","10010261","0","0","0","7","0","10001","0","0"
"10010263","9","10010261","1","10010262","0","0","0","3","0","1","0","0"
"10010264","8","10010262","1","10010263","0","0","0","7","0","10001","0","0"
"10010719","7","10010263","1","10010264","0","10010717","0","6","0","0","0","0"
"10010273","5","10010719","1","10010272","0","0","0","3","0","2","0","0"
"10010274","4","10010272","1","10010273","10010721","0","0","7","0","10002","0","0"
"10010275","3","10010273","1","10010274","0","0","0","4","0","0","0","0"
"10010276","2","10010274","1","10010275","0","0","0","2","0","3","0","0"
"10010277","1","10010275","1","10010276","0","0","0","3","0","3","0","0"
"10010278","0","10010276","1","10010277","0","0","0","13","0","0","0","0"
"10010279","60","10010277","1","10010278","0","0","0","2","0","1","0","0"
"10010280","59","10010278","1","10010279","0","0","0","3","0","2","0","0"
"10010281","58","10010279","1","10010280","0","0","0","2","0","2","0","0"
"10010282","57","10010280","1","10010281","0","0","0","5","0","0","0","0"
"10010283","56","10010281","1","10010282","0","10010285","0","7","0","10002","0","0"
"10010296","55","10010282","1","10010283","0","0","0","12","0","0","0","0"
"10010695","61","10010282","1","10010285","0","0","0","2","0","3","0","0"
"10010697","58","10010696","1","10010287","0","0","0","7","0","10003","0","0"
"10010291","56","10010697","1","10010290","0","0","0","14","0","3","0","0"
"10010292","55","10010290","1","10010291","0","0","0","3","0","3","0","0"
"10010699","54","10010291","1","10010292","0","0","0","7","0","10002","0","0"
"10010300","51","10010700","1","10010295","0","0","0","2","0","2","0","0"
"10010578","54","10010283","1","10010296","0","0","0","6","0","0","0","0"
"10010300","51","10010723","1","10010299","0","0","0","4","0","0","0","0"
"10010301","50","10010295","1","10010300","10010299","0","0","5","0","0","0","0"
"10010580","49","10010300","1","10010301","0","0","0","3","0","1","0","0"
"10010305","46","10010581","1","10010304","0","10010307","0","11","0","10001","0","0"
"10010306","45","10010304","1","10010305","0","0","0","2","0","1","0","0"
"10010316","44","10010305","1","10010306","0","0","0","3","0","1","0","0"
"10010308","47","10010304","1","10010307","0","0","0","3","0","3","0","0"
"10010583","46","10010307","1","10010308","0","0","0","2","0","3","0","0"
"10010584","44","10010583","1","10010310","0","0","0","7","0","10003","0","0"
"10010582","42","10010584","1","10010312","0","0","0","2","0","3","0","0"
"10010315","40","10010582","1","10010314","0","0","0","12","0","0","0","0"
"10010586","39","10010314","1","10010315","0","0","0","2","0","3","0","0"
"10010317","43","10010306","1","10010316","0","0","0","4","0","0","0","0"
"10010318","42","10010316","1","10010317","0","0","0","2","0","2","0","0"
"10010319","41","10010317","1","10010318","0","0","0","6","0","0","0","0"
"10010320","40","10010318","1","10010319","0","0","0","4","0","0","0","0"
"10010586","39","10010319","1","10010320","0","0","0","7","0","10001","0","0"
"10010323","37","10010586","1","10010322","0","0","0","3","0","2","0","0"
"10010324","36","10010322","1","10010323","0","0","0","4","0","0","0","0"
"10010325","35","10010323","1","10010324","0","0","0","6","0","0","0","0"
"10010326","34","10010324","1","10010325","0","0","0","2","0","2","0","0"
"10010327","33","10010325","1","10010326","0","0","0","14","0","3","0","0"
"10010328","32","10010326","1","10010327","0","0","0","7","0","10001","0","0"
"10010329","31","10010327","1","10010328","0","0","0","14","0","4","0","0"
"10010330","30","10010328","1","10010329","0","0","0","4","0","0","0","0"
"10010587","29","10010329","1","10010330","0","0","0","12","0","0","0","0"
"10010333","27","10010587","1","10010332","0","0","0","5","0","0","0","0"
"10010334","26","10010332","1","10010333","0","0","0","7","0","10001","0","0"
"10010335","25","10010333","1","10010334","0","0","0","3","0","2","0","0"
"10010588","24","10010334","1","10010335","0","0","0","2","0","1","0","0"
"10010338","22","10010588","1","10010337","0","0","0","4","0","0","0","0"
"10010339","21","10010337","1","10010338","0","0","0","11","0","10001","0","0"
"10010340","20","10010338","1","10010339","0","0","0","6","0","0","0","0"
"10010341","19","10010339","1","10010340","0","0","0","2","0","2","0","0"
"10010342","18","10010340","1","10010341","0","0","0","3","0","1","0","0"
"10010343","17","10010341","1","10010342","0","10010355","0","5","0","0","0","0"
"10010344","16","10010342","1","10010343","0","0","0","3","0","1","0","0"
"10010589","15","10010343","1","10010344","0","0","0","7","0","10002","0","0"
"10010347","13","10010589","1","10010346","0","0","0","2","0","2","0","0"
"10010348","12","10010346","1","10010347","0","0","0","7","0","10001","0","0"
"10010349","11","10010347","1","10010348","0","0","0","3","0","3","0","0"
"10010590","10","10010348","1","10010349","10010350","0","0","6","0","0","0","0"
"10010349","11","10010351","1","10010350","0","0","0","2","0","1","0","0"
"10010350","12","10010352","1","10010351","0","0","0","2","0","3","0","0"
"10010351","13","10010353","1","10010352","0","0","0","7","0","10002","0","0"
"10010352","14","10010354","1","10010353","0","0","0","2","0","1","0","0"
"10010353","15","10010355","1","10010354","0","0","0","2","0","2","0","0"
"10010354","16","10010342","1","10010355","0","0","0","4","0","0","0","0"
"10010591","8","10010590","1","10010357","0","10010592","0","4","0","0","0","0"
"10010365","4","10010595","1","10010361","10010596","0","0","4","0","0","0","0"
"10010598","3","10010361","1","10010365","0","0","0","2","0","3","0","0"
"10010431","0","10010597","1","10010430","0","0","0","13","0","0","0","0"
"10010432","60","10010430","1","10010431","0","0","0","2","0","1","0","0"
"10010434","59","10010431","1","10010432","0","0","0","6","0","0","0","0"
"10010439","58","10010432","1","10010434","0","0","0","7","0","10001","0","0"
"10010484","57","10010434","1","10010439","0","0","0","11","0","10001","0","0"
"10010485","56","10010001","1","10010484","10010439","0","0","6","0","0","0","0"
"10010486","55","10010484","1","10010485","0","0","0","2","0","1","0","0"
"10010487","54","10010485","1","10010486","0","0","0","4","0","0","0","0"
"10010488","53","10010486","1","10010487","0","0","0","7","0","10001","0","0"
"10010489","52","10010487","1","10010488","0","0","0","12","0","0","0","0"
"10010490","51","10010488","1","10010489","0","0","0","2","0","1","0","0"
"10010491","50","10010489","1","10010490","0","0","0","5","0","0","0","0"
"10010611","49","10010490","1","10010491","0","10010612","0","4","0","0","0","0"
"10010556","6","10010184","1","10010555","0","0","0","5","0","0","0","0"
"10010558","5","10010555","1","10010556","0","0","0","6","0","0","0","0"
"10010186","4","10010556","1","10010558","0","0","0","7","0","10002","0","0"
"10010119","50","10010107","1","10010559","0","10010560","0","2","0","1","0","0"
"10010110","49","10010559","1","10010560","0","0","0","4","0","0","0","0"
"10010113","46","10010111","1","10010561","0","0","0","2","0","2","0","0"
"10010116","43","10010114","1","10010562","0","0","0","14","0","3","0","0"
"10010130","39","10010118","1","10010563","10010128","0","0","14","0","3","0","0"
"10010575","23","10010244","1","10010564","0","0","0","11","0","10001","0","0"
"10010123","46","10010121","1","10010565","0","0","0","14","0","3","0","0"
"10010125","44","10010123","1","10010566","0","0","0","7","0","10001","0","0"
"10010169","21","10010167","1","10010568","0","0","0","5","0","0","0","0"
"10010173","19","10010169","1","10010570","0","0","0","4","0","0","0","0"
"10010246","27","10010234","1","10010573","0","0","0","2","0","1","0","0"
"10010239","26","10010237","1","10010574","0","0","0","14","0","1","0","0"
"10010247","22","10010241","1","10010575","10010564","0","0","12","0","0","0","0"
"10010255","17","10010253","1","10010576","0","0","0","4","0","0","0","0"
"10010255","17","10010251","1","10010577","0","0","0","2","0","3","0","0"
"10010723","53","10010296","1","10010578","0","0","0","11","0","10001","0","0"
"10010581","48","10010301","1","10010580","0","0","0","14","0","2","0","0"
"10010304","47","10010580","1","10010581","0","0","0","2","0","1","0","0"
"10010314","41","10010312","1","10010582","0","0","0","7","0","10003","0","0"
"10010310","45","10010308","1","10010583","0","0","0","4","0","0","0","0"
"10010312","43","10010310","1","10010584","0","0","0","14","0","4","0","0"
"10010322","38","10010315","1","10010586","10010320","0","0","12","0","0","0","0"
"10010332","28","10010330","1","10010587","0","0","0","11","0","10001","0","0"
"10010337","23","10010335","1","10010588","0","0","0","14","0","5","0","0"
"10010346","14","10010344","1","10010589","0","0","0","11","0","10001","0","0"
"10010357","9","10010349","1","10010590","0","0","0","14","0","3","0","0"
"10010593","7","10010357","1","10010591","0","0","0","2","0","2","0","0"
"10010594","7","10010357","1","10010592","0","0","0","6","0","0","0","0"
"10010595","6","10010591","1","10010593","0","0","0","7","0","10003","0","0"
"10010596","6","10010592","1","10010594","0","0","0","3","0","3","0","0"
"10010361","5","10010593","1","10010595","0","0","0","12","0","0","0","0"
"10010361","5","10010594","1","10010596","0","0","0","11","0","10001","0","0"
"10010430","1","10010598","1","10010597","0","0","0","7","0","10003","0","0"
"10010597","2","10010365","1","10010598","0","0","0","7","0","10001","0","0"
"10010614","48","10010491","1","10010611","0","0","0","14","0","1","0","0"
"10010613","48","10010491","1","10010612","0","0","0","14","0","1","0","0"
"10010616","47","10010612","1","10010613","0","0","0","2","0","3","0","0"
"10010615","47","10010611","1","10010614","0","0","0","3","0","3","0","0"
"10010618","46","10010614","1","10010615","0","0","0","6","0","0","0","0"
"10010617","46","10010613","1","10010616","0","0","0","4","0","0","0","0"
"10010619","45","10010616","1","10010617","0","0","0","14","0","2","0","0"
"10010624","45","10010615","1","10010618","0","0","0","14","0","2","0","0"
"10010620","44","10010617","1","10010619","0","0","0","2","0","1","0","0"
"10010621","43","10010619","1","10010620","0","0","0","2","0","2","0","0"
"10010625","42","10010620","1","10010621","10010622","0","0","2","0","2","0","0"
"10010621","43","10010624","1","10010622","0","0","0","3","0","1","0","0"
"10010622","44","10010618","1","10010624","0","0","0","7","0","10001","0","0"
"10010626","41","10010621","1","10010625","0","0","0","4","0","0","0","0"
"10010627","40","10010625","1","10010626","0","0","0","7","0","10001","0","0"
"10010628","39","10010626","1","10010627","0","0","0","2","0","1","0","0"
"10010629","38","10010627","1","10010628","0","0","0","14","0","4","0","0"
"10010630","37","10010628","1","10010629","0","0","0","5","0","0","0","0"
"10010631","36","10010629","1","10010630","0","10010637","0","2","0","1","0","0"
"10010632","35","10010630","1","10010631","0","0","0","3","0","2","0","0"
"10010633","34","10010631","1","10010632","0","0","0","2","0","2","0","0"
"10010634","33","10010632","1","10010633","0","0","0","11","0","10001","0","0"
"10010638","32","10010633","1","10010634","10010635","0","0","4","0","0","0","0"
"10010634","33","10010636","1","10010635","0","0","0","3","0","2","0","0"
"10010635","34","10010637","1","10010636","0","0","0","7","0","10002","0","0"
"10010636","35","10010630","1","10010637","0","0","0","12","0","0","0","0"
"10010639","31","10010634","1","10010638","0","0","0","6","0","0","0","0"
"10010640","30","10010638","1","10010639","0","0","0","2","0","1","0","0"
"10010641","29","10010639","1","10010640","0","0","0","11","0","10001","0","0"
"10010642","28","10010640","1","10010641","0","0","0","14","0","5","0","0"
"10010643","27","10010641","1","10010642","0","0","0","4","0","0","0","0"
"10010644","26","10010642","1","10010643","0","0","0","12","0","0","0","0"
"10010645","25","10010643","1","10010644","0","0","0","2","0","1","0","0"
"10010646","24","10010644","1","10010645","0","0","0","3","0","2","0","0"
"10010647","23","10010645","1","10010646","0","0","0","4","0","0","0","0"
"10010648","22","10010646","1","10010647","0","0","0","2","0","2","0","0"
"10010649","21","10010647","1","10010648","0","0","0","14","0","3","0","0"
"10010650","20","10010648","1","10010649","0","10010653","0","3","0","1","0","0"
"10010651","19","10010649","1","10010650","0","0","0","3","0","2","0","0"
"10010654","18","10010650","1","10010651","0","0","0","2","0","3","0","0"
"10010655","18","10010653","1","10010652","0","0","0","7","0","10003","0","0"
"10010652","19","10010649","1","10010653","0","0","0","2","0","1","0","0"
"10010658","17","10010651","1","10010654","0","0","0","11","0","10001","0","0"
"10010656","17","10010652","1","10010655","0","0","0","3","0","2","0","0"
"10010657","16","10010655","1","10010656","0","0","0","7","0","10002","0","0"
"10010659","15","10010656","1","10010657","10010658","0","0","7","0","10001","0","0"
"10010657","16","10010654","1","10010658","0","0","0","2","0","2","0","0"
"10010660","14","10010657","1","10010659","0","0","0","5","0","0","0","0"
"10010661","13","10010659","1","10010660","0","0","0","2","0","2","0","0"
"10010662","12","10010660","1","10010661","0","0","0","4","0","0","0","0"
"10010663","11","10010661","1","10010662","0","0","0","14","0","5","0","0"
"10010664","10","10010662","1","10010663","0","0","0","2","0","3","0","0"
"10010665","9","10010663","1","10010664","0","0","0","12","0","0","0","0"
"10010666","8","10010664","1","10010665","0","0","0","6","0","0","0","0"
"10010667","7","10010665","1","10010666","0","0","0","2","0","1","0","0"
"10010668","6","10010666","1","10010667","0","0","0","7","0","10003","0","0"
"10010669","5","10010667","1","10010668","0","0","0","11","0","10001","0","0"
"10010670","4","10010668","1","10010669","0","0","0","4","0","0","0","0"
"10010671","3","10010669","1","10010670","0","0","0","3","0","1","0","0"
"10010672","2","10010670","1","10010671","0","0","0","2","0","3","0","0"
"10010673","1","10010671","1","10010672","0","0","0","7","0","10001","0","0"
"10010674","0","10010672","1","10010673","0","0","0","13","0","0","0","0"
"10010099","60","10010673","1","10010674","0","0","0","3","0","1","0","0"
"10010696","60","10010285","1","10010695","0","0","0","3","0","3","0","0"
"10010287","59","10010695","1","10010696","0","0","0","14","0","6","0","0"
"10010290","57","10010287","1","10010697","0","0","0","2","0","3","0","0"
"10010700","53","10010292","1","10010699","0","0","0","4","0","0","0","0"
"10010295","52","10010699","1","10010700","0","0","0","14","0","7","0","0"
"10010153","35","10010132","1","10010701","0","0","0","2","0","1","0","0"
"10010703","37","10010132","1","10010702","0","0","0","2","0","3","0","0"
"10010704","36","10010702","1","10010703","0","0","0","14","0","3","0","0"
"10010709","35","10010703","1","10010704","0","0","0","6","0","0","0","0"
"10010706","33","10010153","1","10010705","10010709","0","0","3","0","3","0","0"
"10010707","32","10010705","1","10010706","0","0","0","4","0","0","0","0"
"10010708","31","10010706","1","10010707","0","0","0","7","0","10001","0","0"
"10010158","30","10010707","1","10010708","0","0","0","3","0","1","0","0"
"10010705","34","10010704","1","10010709","0","0","0","7","0","10003","0","0"
"10010711","46","10010215","1","10010710","0","0","0","2","0","1","0","0"
"10010218","45","10010710","1","10010711","10010712","0","0","6","0","0","0","0"
"10010711","46","10010713","1","10010712","0","0","0","3","0","3","0","0"
"10010712","47","10010714","1","10010713","0","0","0","14","0","6","0","0"
"10010713","48","10010715","1","10010714","0","0","0","2","0","3","0","0"
"10010714","49","10010716","1","10010715","0","0","0","4","0","0","0","0"
"10010715","50","10010201","1","10010716","0","0","0","14","0","4","0","0"
"10010718","8","10010264","1","10010717","0","0","0","5","0","0","0","0"
"10010720","7","10010717","1","10010718","0","0","0","14","0","5","0","0"
"10010272","6","10010264","1","10010719","0","0","0","7","0","10001","0","0"
"10010721","6","10010718","1","10010720","0","0","0","7","0","10003","0","0"
"10010273","5","10010720","1","10010721","0","0","0","3","0","3","0","0"
"10010299","52","10010578","1","10010723","0","0","0","2","0","1","0","0"
"10020002","63","0","2","10020001","0","0","0","1","0","0","0","0"
"10020003","62","10020001","2","10020002","10020390","0","0","2","0","1","0","0"
"10020004","61","10020002","2","10020003","0","0","0","4","0","0","0","0"
"10020005","60","10020003","2","10020004","0","0","0","6","0","0","0","0"
"10020006","59","10020004","2","10020005","0","0","0","7","0","10001","0","0"
"10020007","58","10020005","2","10020006","0","0","0","2","0","2","0","0"
"10020592","57","10020006","2","10020007","0","0","0","5","0","0","0","0"
"10020588","55","10020592","2","10020009","0","10020589","0","12","0","0","0","0"
"10020015","53","10020588","2","10020012","0","0","0","14","0","1","0","0"
"10020014","53","10020589","2","10020013","0","0","0","14","0","1","0","0"
"10020016","52","10020013","2","10020014","0","0","0","4","0","0","0","0"
"10020020","52","10020012","2","10020015","0","0","0","6","0","0","0","0"
"10020590","51","10020014","2","10020016","0","0","0","14","0","2","0","0"
"10020021","49","10020587","2","10020018","10020590","0","0","4","0","0","0","0"
"10020587","51","10020015","2","10020020","0","0","0","14","0","2","0","0"
"10020022","48","10020018","2","10020021","0","0","0","3","0","1","0","0"
"10020023","47","10020021","2","10020022","0","0","0","2","0","1","0","0"
"10020024","46","10020022","2","10020023","0","0","0","6","0","0","0","0"
"10020025","45","10020023","2","10020024","0","0","0","5","0","0","0","0"
"10020026","44","10020024","2","10020025","0","0","0","4","0","0","0","0"
"10020027","43","10020025","2","10020026","0","0","0","14","0","4","0","0"
"10020028","42","10020026","2","10020027","0","0","0","2","0","1","0","0"
"10020029","41","10020027","2","10020028","0","0","0","6","0","0","0","0"
"10020030","40","10020028","2","10020029","0","0","0","2","0","1","0","0"
"10020031","39","10020029","2","10020030","0","0","0","11","0","10001","0","0"
"10020518","38","10020030","2","10020031","0","10020586","0","7","0","10001","0","0"
"10020063","12","10020544","2","10020062","0","0","0","2","0","1","0","0"
"10020064","11","10020062","2","10020063","0","0","0","4","0","0","0","0"
"10020515","10","10020063","2","10020064","0","0","0","3","0","2","0","0"
"10020404","7","10020516","2","10020079","0","0","0","7","0","10002","0","0"
"10020084","3","10020406","2","10020083","0","0","0","7","0","10003","0","0"
"10020085","2","10020083","2","10020084","0","0","0","12","0","0","0","0"
"10020086","1","10020084","2","10020085","0","0","0","6","0","0","0","0"
"10020087","0","10020085","2","10020086","0","0","0","13","0","0","0","0"
"10020088","66","10020086","2","10020087","0","0","0","2","0","2","0","0"
"10020089","65","10020087","2","10020088","0","0","0","4","0","0","0","0"
"10020090","64","10020088","2","10020089","0","0","0","7","0","10001","0","0"
"10020091","63","10020089","2","10020090","0","0","0","6","0","0","0","0"
"10020092","62","10020090","2","10020091","0","0","0","12","0","0","0","0"
"10020407","61","10020091","2","10020092","0","0","0","3","0","1","0","0"
"10020101","59","10020407","2","10020094","0","0","0","2","0","1","0","0"
"10020491","58","10020094","2","10020101","0","0","0","4","0","0","0","0"
"10020128","38","10020512","2","10020127","0","0","0","7","0","10002","0","0"
"10020573","37","10020127","2","10020128","0","10020561","0","6","10020567","0","0","0"
"10020147","33","10020146","2","10020143","10020566","0","10020571","11","0","10001","0","0"
"10020143","34","10020564","2","10020146","0","0","0","3","0","1","0","0"
"10020148","32","10020143","2","10020147","0","0","0","2","0","2","0","0"
"10020408","31","10020147","2","10020148","0","0","0","5","0","0","0","0"
"10020151","29","10020408","2","10020150","0","0","0","14","0","5","0","0"
"10020152","28","10020150","2","10020151","0","0","0","2","0","1","0","0"
"10020153","27","10020151","2","10020152","0","0","0","6","0","0","0","0"
"10020154","26","10020152","2","10020153","0","0","0","3","0","2","0","0"
"10020155","25","10020153","2","10020154","0","0","0","2","0","3","0","0"
"10020156","24","10020154","2","10020155","0","0","0","4","0","0","0","0"
"10020157","23","10020155","2","10020156","0","0","0","5","0","0","0","0"
"10020158","22","10020156","2","10020157","0","0","0","11","0","10001","0","0"
