90148182ba4a2c119dad1c7cd7d1f02b9e1f9ae154ea08a22a5159f0c7196752,65838c27b9b85997a4057416e2c120fdeb2bb3f7d1935ad94aebc26c9bd03972,196728550cf4305aec1e63bf79da22f7879368fb1ba727965aa9fbcb9327c489,c65b2afac326807a04ca46e1bd4bc29854faa20b31ff37c991121c6837a08187,3eb6af4b0e10c0a0e60b9ae8021e224a44a8dea7924973761fe8aec31cb60c4a,75307146e950e71f6db20d2eeb11cfdfbde4b1d178bf65860aa7f1417d7adca5,4df024f75348e8427ff6b67e3727b2a7100bf96bf289020808dfc8966e7397ea,5eff6920c9181360ef08b36a18b138bf2357c324fc1b74407139e559b613da11,1a7438cc01d9c5a7e38c0c12a79669034da2cb4e9e405359ba674fd6185a5be0
"3","1","0","1","2","大間產的","0","2","61"
"3","1","0","1","2","熟練的","0","2","62"
"3","1","0","1","2","身經百戰的","0","2","63"
"3","1","0","1","2","如魚得水的","0","2","64"
"3","1","0","1","2","巨大的","0","2","65"
"3","0","1","1","2","不簡單的","2","2","66"
"3","0","1","1","2","勇猛的","0","2","67"
"3","0","1","1","2","拚命奔跑的","0","2","68"
"3","0","1","1","2","一閃而過的","2","2","69"
"3","0","1","1","2","驚濤駭浪的","0","2","70"
"3","0","1","1","2","憤怒的","0","2","71"
"3","0","1","1","2","不服輸的","2","2","72"
"3","0","1","1","2","成長中的","0","2","73"
"3","0","1","1","2","打破常規的","0","2","74"
"3","0","1","1","2","胡鬧的","0","2","75"
"3","0","1","1","2","狂暴的","0","2","76"
"3","0","0","1","2","傳聞中的","0","2","77"
"3","0","0","1","2","海邊的","2","2","78"
"3","0","0","1","2","朝氣蓬勃的","2","2","79"
"3","0","0","1","2","飛奔於常夏的","2","2","80"
"3","0","0","1","2","肌肉的","0","2","81"
"3","0","0","1","2","波光粼粼的","0","2","82"
"3","0","0","1","2","天生的","2","2","83"
"3","0","0","1","2","轟動的","0","2","84"
"3","0","0","1","2","未知數的","0","2","85"
"3","0","0","1","2","超不妙的","0","2","86"
"3","0","0","1","2","不能輸的","0","2","87"
"3","1","1","1","2","Light Speed","2","3","88"
"3","1","1","1","2","專業的","1","3","89"
"3","1","1","1","2","頂尖的","0","3","90"
"3","1","1","1","2","金牌","2","3","91"
"3","1","1","1","2","極限的","2","3","92"
"3","1","1","1","2","最佳的","0","3","93"
"3","1","1","1","2","完美的","2","3","94"
"3","1","1","1","2","百年僅有一人的","1","3","95"
"3","1","1","1","2","傳說中的","2","3","96"
"3","1","1","1","2","超一流的","0","3","97"
"3","1","1","1","2","世界的","0","3","98"
"3","1","1","1","2","被選中的","0","3","99"
"3","1","0","1","2","運動家","2","3","100"
"3","1","0","1","2","偉大的","0","3","101"
"3","1","0","1","2","超級音速的","1","3","102"
"3","1","0","1","2","終極的","0","3","103"
"3","1","0","1","2","MVP的","0","3","104"
"3","1","0","1","2","全面的","0","3","105"
"3","1","0","1","2","全回合的","2","3","106"
"3","1","0","1","2","銀牌","2","3","107"
"3","1","0","1","2","神聖的","0","3","108"
"3","1","0","1","2","出色的","2","3","109"
"3","1","0","1","2","一流的","0","3","110"
"3","1","0","1","2","絕妙的","0","3","111"
"3","0","1","1","2","超級的","0","3","112"
"3","0","1","1","2","助跑起步的","0","3","113"
"3","0","1","1","2","很棒的","0","3","114"
"3","0","1","1","2","勢如破竹的","1","3","115"
"3","0","1","1","2","超凡魅力的","0","3","116"
"3","0","1","1","2","萬能的","0","3","117"
"3","0","1","1","2","新世代的","0","3","118"
"3","0","1","1","2","光榮的","0","3","119"
"3","0","1","1","2","大放異彩的","0","3","120"
"3","0","1","1","2","深藏不漏的","0","3","121"
"3","0","1","1","2","天下的","0","3","122"
"3","0","0","1","2","Let's Go","0","3","123"
"3","0","0","1","2","好的","0","3","124"
"3","0","0","1","2","小跳步的","1","3","125"
"3","0","0","1","2","有成長空間的","2","3","126"
"3","0","0","1","2","銅牌","2","3","127"
"3","0","0","1","2","期待的","0","3","128"
"3","0","0","1","2","跳躍的","2","3","129"
"3","0","0","1","2","新時代的","0","3","130"
"3","0","0","1","2","內行人才知道的","2","3","131"
