9a124796ffcbf0ddf3293e0a4c7b8ccdc044c055952463b2342e37cc2e5db34e,89b1a75d220c8a2ecc0c1566d46a8544ec7f0cfbf22293c4b5efca79bdaf7bd0,ee6ca56de259870cc4f7b838b55314e7dec6b8a4c7666629a512ae48da8b1882,fe66d5b93a8eed30cffb75849ff9c5022c98e002693e6ab50ea14b70577533d9,6793ea7b6e6d4809077aba9567b8b20713ac63f7e1a66617f1d19d8cf067bdaf,d7bc55ff153aeea42925ecb04d17c9b885febd8f42a7467a32f43a8f321f9cc5,67e8bc4b47d3995b2a5cfab24e225e929bf26ff23aa95c8358f6f58da9ca04a8,520b1d6069a61b9b11dd3e2c00dee9ea3b9bedad2b3bef26517a8ab737529566,6c180144a2bb0fb276616b369dacb8e612fd9b4d82bc2354e31ac7cf25e7c396,97f424932234e7a541cd187d9bcaab7fb15473893860dbf01af2c58697b3a391,a07645275814c889b6a4528665429282f744b7650a457a3d887b4888ed7723b1,60ad415449a9c83c6c61ceb1458c129844b468d2be0af54552b087938c990c2a,2d24070d731e5724e1bf753a21eafdad60c96560bafc24a1eb8f9d8a49ff2de5,64eda3c086a491aad52227dc9c8c40cccc1d5ab47a1c0adaf44fb33889115439,263f2d5b2edf6e361a52e194cc3635e33215245ca0a9f0bc25d59d16f7e9657a,ef9462b66318da19f7e18496afdd638dbcc83e922f6c540ad2087323bb6a2c21,38f0d1202fd977774973d12f54f27dcbaf4d3ccad2773f9e4f0efbc38c99dd9a,4266011291a9bcb4b2d2bfcf6e7266fa5a7710eb9eadf0962f6853afdae70f9e,6d65ef8d0e2847a4a297e62cac2d97c2665862667b36e1db9324b8a2f4ad8c0d,f759319ed0ec9f74cdcf120f531287a89ecc433a6feb1a14cbad1ab3bafe619a
"6","這個的名稱是什麼？","27515","6","0","19981","1","32066","不死鳥之終結","6","「咲戀（★6）」的必殺技。","6","32080","6","不死鳥之終結","1018","40165","1","1","不死鳥終結"
"6","這個的名稱是什麼？","40599","6","0","20234","1","32879","伊麗莎白聯合攻擊","6","「真陽（★6）」的必殺技。","6","21512","6","伊麗莎白聯合攻擊","1019","33678","2","1","伊麗莎聯合"
"6","這個的名稱是什麼？","23449","6","0","23431","1","34892","宇宙藍色行星","6","「鏡華（★6）」的必殺技。","6","26143","6","宇宙藍色行星","1020","34253","2","1","宇宙藍行星"
"6","這個的名稱是什麼？","21513","6","0","22103","1","22744","噗吉旋風全壘打","6","「綾音（★6）」的必殺技。","6","25171","6","噗吉旋風全壘打","1021","20840","2","1","噗吉全壘打"
"6","這個的名稱是什麼？","27155","6","0","22825","1","26039","天樓霸斷劍","6","「矛依未」的必殺技。","6","21133","6","","1022","38712","1","1","天樓霸斷劍"
"6","這個的名稱是什麼？","20999","6","0","22165","1","28357","切嚕切嚕☆大滅絕","6","「琪愛兒」的必殺技。","6","32085","6","切嚕切嚕☆大滅絕","1023","22823","1","1","嚕切大滅絕"
"6","這個的名稱是什麼？","25764","6","0","20840","1","36335","安全撤離路線","6","登山時，改變預定行程後用以下山的路徑。","6","32218","6","安全撤離路線","1067","38626","2","2","全撤離路線"
"6","這是什麼？","23660","6","0","37329","1","38795","有金屬爪的鞋子","6","請解釋「冰爪鞋套」","6","23376","6","有金屬爪的鞋子","1068","29226","3","2","金屬爪鞋子"
"1","這是什麼？","48","1","0","51","1","48","3000M以上的山","2","山岳分級，請解釋「高山」","1","77","1","3000M以上的山","1070","48","2","2","3000M"
"6","這是什麼？","38263","6","0","20013","1","38626","進行中長距離的走路鍛鍊","6","請解釋「遠足」","6","30340","6","進行中長距離的走路鍛鍊","1071","36317","2","2","中長距離的"
"6","這是什麼？","33218","6","0","25163","1","27700","手臂在水中","6","划水是運用□□□□□的合理動作來產生推進速度的技能，是游泳的重點技術環節","6","20013","6","","1075","22312","3","2","手臂在水中"
"6","這個的名稱是什麼？","19978","6","0","20912","1","27915","冰上西洋棋","6","冰壺是一種冬季運動，因其高戰略性，也被稱為□□□□□","6","26827","6","","1076","35199","1","2","冰上西洋棋"
"6","這個的名稱是什麼？","26751","6","0","25744","1","27161","110米跨欄⇒鐵餅⇒撐桿跳⇒標槍⇒1500米跑步","6","男子十項全能第二天比賽順序為","6","27085","6","110米跨欄⇒鐵餅⇒撐桿跳⇒標槍⇒1500米跑步","1077","36339","1","2","撐桿跳標槍"
"6","這個的名稱是什麼？","25216","6","0","22266","1","36523","投技、固技、當身技","6","柔道分為三種技巧","6","25216","6","投技、固技、當身技","1078","30070","1","2","固技當身技"
"6","這個的名稱是什麼？","26178","6","0","36870","1","26041","逆時針方向","6","棒球的打擊手將球擊出後，採□□□□□，從本壘起跑。","6","21521","6","","1079","37341","1","2","逆時針方向"
"6","這個的名稱是什麼？","21517","6","0","21313","1","38272","十名守門員","6","在標準的足球比賽中，兩隊各派十一名球員參賽，裡面包括□□球員與一名□□□。","6","21729","6","","1080","23432","1","2","十名守門員"
"6","這個的名稱是什麼？","34899","6","0","25216","1","29359","技術性犯規","6","籃球犯規之一。某一方球員，用語言或動作挑逗對手、包括恐嚇、威脅對手會稱為：","6","35215","6","","1081","24615","2","2","技術性犯規"
"6","這個的名稱是什麼？","30332","6","0","25509","1","25876","發球、接發球、舉球、扣球、攔網、防守","6","排球的六種技術","6","32178","6","發球、接發球、舉球、扣球、攔網、防守","1082","29699","1","2","接發球攔網"
"6","這個的名稱是什麼？","21205","6","0","36939","1","23459","運動員宣誓","6","在運動會的開幕典禮上，會有選手代表出來宣讀承諾","6","35475","6","","1083","21729","1","2","運動員宣誓"
"6","這個的名稱是什麼？","36382","6","0","36466","1","36215","蹲踞式起跑","6","在陸上競技或游泳中，於起跑時以上身低伏的姿勢出發。","6","36305","6","","1085","24335","1","2","蹲踞式起跑"
"6","這個的名稱是什麼？","39636","6","0","22296","1","26684","團體資格賽","6","體操有分團體與個人資格賽，計分方式為6 – 5 – 4 的是屬於哪一種","6","36093","6","","1086","36039","3","2","團體資格賽"
"6","這個的名稱是什麼？","35930","6","0","28023","1","25171","海豚式打腿","6","游泳時腳不胡亂擺動，而是雙腳同時用力踢水。近似於某種動物的游泳方式。另一種說法為海豚踢","6","33151","6","","1095","24335","2","2","海豚式打腿"
"6","這個的名稱是什麼？","29123","6","1096","21644","1","34909","日和燃燒衝擊","6","「日和（★6）」的必殺技。","6","25802","6","日和燃燒衝擊","1096","29138","3","1","和燃燒衝擊"
"6","這個的名稱是什麼？","38899","6","1099","21021","1","22833","初音☆消失球","6","小遊戲「 美里的全壘打訓練場」中投手「初音」所使用的消失的魔球。","6","29699","6","初音☆消失球","1099","28040","2","1","初音消失球"
"6","這個的名稱是什麼？","40845","6","1102","26119","1","32080","昇龍終結球","6","小遊戲「 美里的全壘打訓練場」中投手「嘉夜」所使用的燃燒的魔球。","6","29699","6","","1100","32066","2","1","昇龍終結球"
"6","這個的名稱是什麼？","20154","6","0","36229","1","21517","超人氣名模","6","小遊戲「 美里的全壘打訓練場」中「鈴奈」受社員們愛戴的□□□超級□□。","6","27169","6","","1101","27683","1","1","超人氣名模"
"6","這個的名稱是什麼？","29246","6","0","33406","1","26031","艾爾皮斯島","6","小遊戲「 大激戰！龍人們的接龍競賽」是在哪一個島舉行？","6","23798","6","","1102","30382","2","1","艾爾皮斯島"
"6","這個的名稱是什麼？","27915","6","0","35199","1","25331","西洋棋拳擊","6","同時比拚精神與肉體強度的競技。交互進行西洋棋與某種運動。","6","25802","6","","1104","26827","3","2","西洋棋拳擊"
"6","這個的名稱是什麼？","29699","1","0","30332","1","50","發球局2分","6","網球一局比賽只有一名球員發球，稱為該球員的「□□□」，率先贏得至少 4 分並多出對手至少 □□ 的運動員贏得一局。","6","20998","6","","1105","23616","2","2","發球局2分"
"6","這個的名稱是什麼？","33184","6","0","22609","1","34180","塑膠製薄板","6","在美式足球的護目鏡裡，為了保護眼睛而裝在頭盔面罩上的一種材料。","6","26495","6","","1106","35069","3","2","塑膠製薄板"
"6","這個的名稱是什麼？","24335","6","0","32654","1","27414","美式橄欖球","6","美式足球的另一種名稱。","6","29699","6","","1107","27204","1","2","美式橄欖球"
"1","這個的名稱是什麼？","52","1","0","50","1","51","24231","1","籃球比賽中，每隊要在□□秒內進攻，投籃成功的話一般是□分，如果是在三分線以外投籃的話，就會得到□分，而在罰球情況下成功的會有□分。","1","49","1","","1115","50","2","2","24231"
"6","這個的名稱是什麼？","22294","6","0","22320","1","21335","地圖指南針","6","野外定向是利用□□與□□□，於限時內找出預設的控制點。","6","37341","6","地圖指南針","1116","25351","3","2","地圖指南針"
"1","這個的名稱是什麼？","48","6","0","53","1","35215","501規則","6","現在飛鏢比賽最常見的規則，也是飛鏢世錦賽的規則","1","21063","1","","1117","49","3","2","501規則"
"2","這個的名稱是什麼？","79","2","0","66","1","69","BOGEY","2","高爾夫的得分名稱，比標準桿多一桿。(請用英文回答)","2","89","2","","1120","71","2","2","BOGEY"
"6","這個的名稱是什麼？","32080","6","0","21069","1","27604","提前結束比賽","6","意指棒球比賽因遭遇惡劣天候或比分差距過大等情況時，於中途提前結束。","6","36093","6","提前結束比賽","1121","26463","2","2","前結束比賽"
"6","這個的名稱是什麼？","25458","6","0","40845","1","24335","龍捲風式投法","6","棒球的投球方式之一。大幅扭轉身體投球的動作令人聯想到龍捲風。","6","25237","6","龍捲風式投法","1122","39080","1","2","龍捲風式投"
"6","這個的名稱是什麼？","30001","6","0","33258","1","28369","自由式滑雪","6","滑雪的一種。運動員使用滑雪板和雪杖於特定的雪場上做出指定和自選的動作","6","38634","6","自由式滑雪","1123","24335","1","2","自由式滑雪"
"6","這個的名稱是什麼？","39717","6","0","25136","1","25216","戰鬥競技場","6","在《超異域公主連結Re:Dive》中，自己可以組成1支隊伍，與其他玩家設定好的1支隊伍進行戰鬥。於戰鬥中取勝後，可提升自己的排名","6","22580","6","戰鬥競技場","1127","31478","1","1","戰鬥競技場"
"6","這個的名稱是什麼？","20027","6","0","20844","1","25216","公主競技場","6","在《超異域公主連結Re:Dive》中，自己可以組成3支隊伍，與其他玩家設定好的3支隊伍進行戰鬥。於戰鬥中取勝後，可提升自己的排名","6","22580","6","公主競技場","1130","31478","1","1","公主競技場"
"2","這個的名稱是什麼？","80","6","0","84","1","21319","TP上升(或下降)量","6","在《超異域公主連結Re:Dive》的戰鬥中，和「TP」有莫大關聯的能力。","6","37327","2","TP上升(或下降)量","1131","19978","2","2","TP上升量"
"2","這個的名稱是什麼？","97","3","0","84","1","108","Table Tennis","3","「棒球」是「Baseball」。那麼「桌球」是？","3","101","3","Table Tennis","1132","98","1","2","Table"
"6","這個的名稱是什麼？","26059","6","0","19978","1","25171","上旋球打法","6","什麼樣的打法的桌球拍正反兩面都會使用反膠，比較容易打旋轉球","6","27861","6","","1134","29699","3","2","上旋球打法"
"6","這個的名稱是什麼？","21069","6","0","22823","1","20013","大前鋒中鋒","6","籃球位置有五個。控球後衛、得分後衛、小前鋒、□□□與□□","6","37586","6","","1136","37586","1","2","大前鋒中鋒"
"6","這個的名稱是什麼？","38957","6","0","34507","1","24179","蛋頭、小平頭、中平頭","6","羽球球拍分為三種。","6","38957","6","蛋頭、小平頭、中平頭","1138","23567","3","2","蛋頭小平頭"
"6","這個的名稱是什麼？","33673","6","0","20811","1","25552","克莉絲提娜","6","會使用必殺技「亂數聖域」的角色。","6","23068","6","克莉絲提娜","1140","32114","2","1","克莉絲提娜"
"6","這個的名稱是什麼？","22823","6","0","26368","1","36339","最大心跳率","6","在進行有氧運動時，心跳須達到□□□□□的65%到85%區間，持續至少20分鐘，才是有效的有氧運動。","6","29575","6","","1141","24515","2","2","最大心跳率"
"6","這個的名稱是什麼？","24230","6","0","26997","1","36523","極度的呼吸與身體鍛鍊","6","哈達瑜珈是最常見的瑜珈。它是以□□□呼吸與□□鍛鍊為主","6","39636","6","極度的呼吸與身體鍛鍊","1142","30340","2","2","極度的身體"
"6","這個的名稱是什麼？","21147","6","0","38459","1","35347","阻力帶訓練","6","使用阻力帶進行重量訓練稱為？","6","32244","6","","1146","24118","1","2","阻力帶訓練"
"6","這個的名稱是什麼？","27850","6","0","23612","1","24398","尼泊爾廓爾喀彎刀","6","世界歷史十大名刀排行第四。","6","20992","6","尼泊爾廓爾喀彎刀","1151","29246","2","2","尼泊爾彎刀"
"6","這個的名稱是什麼？","25915","6","0","36914","1","25552","進攻方提前移動","6","美式足球常見犯規之一。進攻隊伍的隊員在開球前移動。","6","21069","6","進攻方提前移動","1153","26041","2","2","進攻方提前"
"6","這個的名稱是什麼？","19968","6","0","21313","1","20061","十一人制與九人制","6","雙人跳水的評分裁判分為？","6","20154","6","十一人制與九人制","1157","20154","3","2","十一人九人"
"6","這個的名稱是什麼？","20284","6","0","20284","1","26032","似似花（新年）","6","使用必殺技「新年稜鏡」的角色","6","24180","6","似似花（新年）","1164","33457","1","1","似似花新年"
"6","這個的名稱是什麼？","25088","6","0","21682","1","35477","咲戀（聖誕節）","6","使用必殺技「庭園之盾」的角色","6","31680","6","咲戀（聖誕節）","1166","32854","3","1","咲戀聖誕節"
"6","這個的名稱是什麼？","20840","6","0","21513","1","25582","噗吉全力揮擊","6","在【美里的夏日聲援！追夢的盛夏棒球隊】的劇情裡，綾音每次進行打擊時會喊的口號是？","6","25802","6","噗吉全力揮擊","1168","21147","2","1","吉全力揮擊"
"2","這個的名稱是什麼？","66","3","0","66","1","117","BB槍=BB Guns","3","「BB槍」的英文稱呼。","2","110","2","BB槍=BB Guns","1170","71","1","2","BBGun"
"6","這個的名稱是什麼？","21487","6","0","21487","1","20844","可可蘿（公主）","6","使用必殺技「極光聖界」的角色","6","20027","6","可可蘿（公主）","1171","34367","1","1","可可蘿公主"
"2","這個的名稱是什麼？","114","3","1172","80","1","118","挑釁=Provocative","3","在《超異域公主連結Re:Dive》的戰鬥中，此圖示所代表的狀態異常的名稱。（請用英文作答）","3","111","3","挑釁=Provocative","1172","111","2","1","Provo"
"6","這個的名稱是什麼？","29702","6","1173","29289","1","25910","物理吸收護盾","6","在《超異域公主連結Re:Dive》的戰鬥中，此圖示所代表的狀態異常的名稱。","6","35703","6","物理吸收護盾","1173","21560","2","1","物理吸收護"
"6","這個的名稱是什麼？","32854","6","0","21133","1","22825","劍聖之天賦","6","「吉塔（★6）」的EX技能。戰鬥開始時，大幅度提升自己的物理攻擊力。","6","36070","6","劍聖之天賦","1174","20043","3","1","劍聖之天賦"
"6","這個的名稱是什麼？","24515","6","0","34701","1","39764","融心惡魔的魅惑","6","「茜里（★6）」的必殺技。","6","30340","6","融心惡魔的魅惑","1175","24801","2","1","融心惡魔的"
"2","這個的名稱是什麼？","85","2","1176","77","1","84","MULTI TARGETS","2","《超異域公主連結Re:Dive》\n的戰鬥用語之一。","2","73","2","MULTI TARGETS","1176","76","1","1","MULTI"
"6","這個的名稱是什麼？","25918","6","0","38283","1","27700","開放式水肺","6","關於水肺潛水，潛水者通過呼吸調節器從壓縮氣瓶中呼吸，廢氣直接排放在水中。","6","32954","6","開放式水肺","1178","24335","3","2","開放式水肺"
"6","這個的名稱是什麼？","30333","6","0","40657","1","20056","黑白相間與八乘八網格","6","西洋棋的棋盤是由64個□□相間與□□□網格組成。","6","20843","6","黑白相間與八乘八網格","1179","20843","1","2","黑白八乘八"
"6","這個的名稱是什麼？","26412","6","0","26085","1","22763","日本武士刀","6","世界歷史十大名刀排行第二。","6","20992","6","","1180","27494","2","2","日本武士刀"
"6","這是什麼？","25163","6","0","38617","1","21069","雙手向前翻","6","跑酷的技能：護身，是以雙腳著地後，用□□□□□滾的動作","6","32763","6","雙手向前翻","1181","21521","2","2","雙手向前翻"
"6","這是什麼？","27891","6","0","28216","1","34892","游泳⇒自行車⇒長跑","6","如何將連續進行3種運動的「鐵人三項」按照項目的順序來排列？","6","36554","6","游泳⇒自行車⇒長跑","1182","33258","3","2","游泳自行車"
"2","這個的名稱是什麼？","80","2","0","83","1","82","SPARE","2","為保齡球用語，第一球沒有全倒，第二球全部擊倒。(請用英文作答)","2","69","2","","1183","65","2","2","SPARE"
"2","這個的名稱是什麼？","82","2","0","85","1","69","TURKEY","2","為保齡球用語，連續三次全倒。(請用英文作答)","2","89","2","TURKEY","1184","75","2","2","URKEY"
"6","這個的名稱是什麼？","30772","6","0","31361","1","23616","突破僵局制","6","在棒球等運動中，若是陷入同分的膠著時，為了得到結果所適用的特別規則。","6","21046","6","突破僵局制","1185","20725","2","2","突破僵局制"
"2","這個的名稱是什麼？","82","2","0","84","1","75","STRIKE","2","為保齡球用語，第一球全倒。(請用英文作答)","2","69","2","STRIKE","1186","73","2","2","TRIKE"
"6","這個的名稱是什麼？","29699","6","0","25758","1","27597","撞球桿撞擊母球","6","撞球是使用□□□來撞擊□□。","6","29699","6","撞球桿撞擊母球","1187","26751","1","2","撞球桿母球"
"3","這個的名稱是什麼？","117","3","0","111","1","108","Double Bogey","3","在高爾夫中，用了比標準桿數多1次才打完為「柏忌」。那多出2次是什麼？(請用英文作答)","3","101","3","Double Bogey","1188","98","2","2","ouble"
"6","這個的名稱是什麼？","37476","6","0","21676","1","31034","咬鉤指示器","6","釣魚工具的一種。任何負責將魚鉤的水下狀態變化傳遞到水面讓釣者能察覺的漁具。","6","22120","6","","1189","25351","2","2","咬鉤指示器"
"6","這個的名稱是什麼？","23376","6","0","27801","1","34955","沙子的大袋子","6","在拳擊等運動中，沙包用於打拳訓練，裝滿□□的□□□。","6","23376","6","沙子的大袋子","1190","22823","1","2","沙子大袋子"
"6","這個的名稱是什麼？","27425","6","0","19968","1","22833","一次起跳失敗","6","跳遠比賽中，賽次每個人只有三次試跳機會，每次起跳都要準確地在起跳線完成，如果起跳時超越了起跳線，則被判罰為？","6","25943","6","一次起跳失敗","1191","36215","2","2","一次起失敗"
"6","這個的名稱是什麼？","36681","6","0","26059","1","25509","旋轉和連接步","6","花式滑冰指定動作的短曲，包括跳躍、□□和□□□。","6","27493","6","旋轉和連接步","1192","36899","2","2","旋轉連接步"
"6","這個的名稱是什麼？","20957","6","0","28151","1","26408","混凝土或木頭","6","雪橇的滑道是由□□□或□□所建成","6","38957","6","混凝土或木頭","1193","22303","2","2","混凝土木頭"
"6","這個的名稱是什麼？","34892","6","0","28369","1","37329","滑行的金屬","6","比賽用的雪橇為木製，前方沒有舵板，在後方也沒有制動閘，只於底部有一對用以□□□□□滑板。","6","23660","6","","1194","30340","2","2","滑行的金屬"
"6","這個的名稱是什麼？","25512","6","0","33253","1","28145","仰臥推舉、深蹲、硬舉","6","重量訓練清單中的三巨頭有仰□□□、□□、硬舉。","6","36466","6","仰臥推舉、深蹲、硬舉","1195","33289","2","2","臥推舉深蹲"
"2","這個的名稱是什麼？","79","2","0","71","1","70","GOOFY","2","單板滑雪中，左腳踩在前方滑稱為Regular stance，那反過來稱為什麼？ (請用英文作答)","2","89","2","","1196","79","2","2","GOOFY"
"6","這個的名稱是什麼？","38728","6","1197","27700","1","22750","水靈破壞者","6","水之精靈注入精靈之力的斧頭。","6","32773","6","","1197","30772","1","1","水靈破壞者"
"6","這個的名稱是什麼？","38761","6","1198","30382","1","20316","皮革工作服","6","新人冒險者身上得攜帶的物品非常多，所以這些口袋對他們來說非常重要。","6","26381","6","","1198","24037","1","1","皮革工作服"
"3","這個未經省略的全稱是？","97","3","0","109","1","104","SMG=Sub machine gun","3","SMG(衝鋒槍)的全名。","3","105","3","SMG=Sub machine gun","1199","99","3","2","machi"
"2","這個未經省略的全稱是？","110","3","0","83","1","112","SR=Snipe rifle","3","SR(狙擊槍)的全名。","3","101","3","SR=Snipe rifle","1200","105","3","2","Snipe"
"3","這個的名稱是什麼？","111","3","0","98","1","114","Snowboard","3","滑雪有兩種，一種叫做「雙板(ski)」，另一種叫做？ (請用英文作答)","3","100","3","Snowboard","1201","97","1","2","board"
"6","這個的名稱是什麼？","23574","6","0","33139","1","36319","腳尖和腳跟敲","6","踢踏舞是使用專用的鞋子，一邊用□□和□□□響地板一邊跳舞。","6","25970","6","腳尖和腳跟敲","1202","33139","1","2","腳尖腳跟敲"
"3","這個的名稱是什麼？","100","3","0","101","1","99","Medical Officer","3","軍隊中「軍醫」的英文稱呼是？","3","97","3","Medical Officer","1203","105","2","2","edica"
"6","這個的名稱是什麼？","31975","6","0","26039","1","25136","斷糧食戰術","6","在戰爭中，包圍敵人的城，等待對方食物耗盡並投降的戰法。","6","34899","6","斷糧食戰術","1204","39135","2","2","斷糧食戰術"
"2","這個的名稱是什麼？","105","3","0","76","1","104","LMG=Light machine gun","3","LMG(輕機槍)的全名。","3","116","3","LMG=Light machine gun","1205","103","3","2","Light"
"6","這個的名稱是什麼？","32773","6","0","36305","1","24709","跑者愉悅感","6","跑步持續跑了一定程度的時間後，就會暫時產生的一種快感。","6","24863","6","","1206","24841","2","2","跑者愉悅感"
"3","這個的名稱是什麼？","114","3","0","97","1","105","格鬥技=Martial arts","3","","3","97","3","格鬥技=Martial arts","1207","116","2","2","artia"
"2","這個的名稱是什麼？","116","3","0","83","1","117","Struck","3","比賽棒球投球準確度的遊戲。要瞄準並擊中寫有1到9的數字的板子。(請用英文作答)","3","99","3","Struck","1208","114","2","2","Struc"
"6","這個的名稱是什麼？","33775","6","1209","30334","1","27387","百華白櫻刀","6","具備有映照潔白、盛開的櫻花般美麗的刀。","6","20992","6","","1209","30333","2","2","百華白櫻刀"
"6","這個的名稱是什麼？","26085","6","0","22799","1","29436","夏日青狼之擊","6","「真琴（夏日）」的必殺技。","6","25802","6","夏日青狼之擊","1210","38738","2","1","夏日青狼擊"
"6","這個的名稱是什麼？","19978","6","0","38634","1","25289","雪上馬拉松","6","越野滑雪因需要大量體力，所以又被稱為：","6","26494","6","","1211","39340","2","2","雪上馬拉松"
"6","這個的名稱是什麼？","24230","6","0","36895","1","36339","速度和彈跳力","6","跳台滑雪的運動員需藉由□□和□□□沿跳台下滑。","6","21147","6","速度和彈跳力","1212","24392","1","2","速度彈跳力"
"6","這個的名稱是什麼？","20154","6","0","20116","1","36275","五人制足球","6","由足球衍生出來的運動，是室內五對五的足球。","6","29699","6","","1213","21046","1","2","五人制足球"
"6","這個的名稱是什麼？","26085","6","0","22799","1","32768","夏日閃耀之力","6","「咲戀（夏日）」的必殺技。","6","21147","6","夏日閃耀之力","1214","38275","2","2","夏日閃耀力"
"6","這個的名稱是什麼？","33184","6","0","27233","1","25805","橡膠體操球","6","韻律體操的球操是使用甚麼球？","6","29699","6","","1215","39636","1","2","橡膠體操球"
"2","這個的名稱是什麼？","79","2","0","84","1","65","TOTAL DAMAGE","2","《超異域公主連結Re:Dive》的戰鬥用語之一。通常顯示於王關的左上方","2","76","2","TOTAL DAMAGE","1216","84","1","1","TOTAL"
"6","這個的名稱是什麼？","30462","6","0","31070","1","39717","神盾戰鬥系統","6","某種系統名稱。它的核心是一套電腦化的指揮決策與武器管制系統。英文名稱為Aegis combat system","6","31995","6","神盾戰鬥系統","1217","25136","2","2","神盾戰鬥系"
"6","這個的名稱是什麼？","23376","6","0","23470","1","35477","宮子（聖誕節）","6","在提升物理攻擊力和物理爆擊率的布丁能量領域內也會強化自己的技能，使出突襲的角色。","6","31680","6","宮子（聖誕節）","1218","32854","3","1","宮子聖誕節"
"6","這個的名稱是什麼？","20687","6","0","20840","1","28310","全像武器照準器","6","用槍時，為求瞄準而使用的一種「瞄準裝置」。使用了所謂的「全像投影」技術。","6","22120","6","全像武器照準器","1219","29031","2","2","全像照準器"
"6","這個的名稱是什麼？","38899","6","0","32882","1","21046","聲音抑制器","6","經常出現在諜報電影裡，為消除槍聲而裝設在槍口的裝置。也被稱作「消音器」。","6","22120","6","","1220","25233","2","2","聲音抑制器"
"6","這個的名稱是什麼？","27604","6","0","25289","1","26031","拉比林斯達","6","使用必殺技「物件創造」的角色。","6","36948","6","","1221","26519","1","1","拉比林斯達"
"6","這個的名稱是什麼？","39511","6","0","32147","1","20882","經驗值冒險","6","在《超異域公主連結Re:Dive》中，可獲得大量的EXP藥水，一天可挑戰的次數為2次。","6","38570","6","","1222","20540","1","1","經驗值冒險"
