a7526e298303ccf572646f5a1c9fcc81b9554c5a1a805f2d246f4ad50e21458f,6e2a41e55b195d635c3193806fefab6aab8d30fd6e97cba909a0e90188b3312a,785dd64bd14adbe773b09323c4e3666e847f605e9900f9b24589b32fab1d8d4a,39ddec22ee1cfb1e492628a85d1f518a48cc57dfa4e3661a87fd21ed43fcdd8d,1b004ce027bde7d10b0b3631e57f1fdf13184dc13458f041a72967cd1ed920e4
"1004020101","90","咲戀的記憶碎片","","99002"
"1004020102","91","真陽的記憶碎片","","99002"
"1004120101","92","莫妮卡的記憶碎片","","99002"
"1004120102","93","空花的記憶碎片","","99002"
"1004220101","94","步未（奇幻）的記憶碎片","","99002"
"1004220102","95","嘉夜的記憶碎片","","99002"
"1004320101","96","伊緒（夏日）的記憶碎片","","99002"
"1004320102","97","美咲的記憶碎片","","99002"
"1004420101","98","杏奈（夏日）的記憶碎片","","99002"
"1004420102","99","惠理子的記憶碎片","","99002"
"box_rank_3-8","100","隨機裝備箱","能夠獲得隨機的裝備。","99002"
"box_rank_3-10","101","隨機裝備箱","能夠獲得隨機的裝備。","99002"
"box_rank_9-13","102","隨機裝備箱","能夠獲得隨機的裝備。","99002"
"box_rank_11-14","103","隨機裝備箱","能夠獲得隨機的裝備。","99002"
"1004520103","108","香織（夏日）的記憶碎片","","99002"
"1004520104","109","霞的記憶碎片","","99002"
"1004620101","110","美里（夏日）的記憶碎片","","99002"
"1004620102","111","綾音的記憶碎片","","99002"
"1004720101","112","流夏的記憶碎片","","99002"
"1004720102","113","碧的記憶碎片","","99002"
"1004820101","114","鈴奈的記憶碎片","","99002"
"1004820102","115","七七香的記憶碎片","","99002"
"1004920101","1004901","禊（萬聖節）的記憶碎片","","99002"
"1004920102","1004902","鏡華的記憶碎片","","99002"
"1005020101","1005001","茉莉（萬聖節）的記憶碎片","","99002"
"1005020102","1005002","紡希的記憶碎片","","99002"
"1005120101","1005101","智的記憶碎片","","99002"
"1005120102","1005102","茉莉的記憶碎片","","99002"
"1005220101","1005201","霞的記憶碎片","","99002"
"1005220102","1005202","智的記憶碎片","","99002"
"1005320101","1005301","拉姆的記憶碎片","","99002"
"1005320102","1005302","鈴莓的記憶碎片","","99002"
"1005420101","1005401","優花梨（聖誕節）的記憶碎片","","99002"
"1005420102","1005402","美冬的記憶碎片","","99002"
"1005520101","1005501","望（聖誕節）的記憶碎片","","99002"
"1005520102","1005502","伊莉亞的記憶碎片","","99002"
"1005620101","1005601","矛依未（新年）的記憶碎片","","99002"
"1005620102","1005602","凱留的記憶碎片","","99002"
"box_rank_11-14","1005603","隨機裝備箱","能夠獲得隨機的裝備。","99002"
"1005720101","1005701","鈴莓（新年）的記憶碎片","","99002"
"1005720102","1005702","胡桃的記憶碎片","","99002"
"1005820101","1005801","優衣（祭服）的記憶碎片","","99002"
"1005820102","1005802","怜的記憶碎片","","99002"
"1006020101","1006001","栞（魔法少女）的記憶碎片","","99002"
"1006020102","1006002","靜流的記憶碎片","","99002"
"1006120101","1006101","莉瑪（灰姑娘）的記憶碎片","","99002"
"1006120102","1006102","真步的記憶碎片","","99002"
"1006220101","1006201","未央（偶像大師）的記憶碎片","","99002"
"1006220102","1006202","千歌的記憶碎片","","99002"
"1006420101","1006401","秋乃的記憶碎片","","99002"
"1006420102","1006402","忍的記憶碎片","","99002"
"box_rank_4-11","1006403","隨機裝備箱","能夠獲得隨機的裝備。","99002"
"1006520101","1006501","碧（插班生）的記憶碎片","","99002"
"1006520102","1006502","珠希的記憶碎片","","99002"
"1006620101","1006601","嘉夜的記憶碎片","","99002"
"1006620102","1006602","美里的記憶碎片","","99002"
"1006720101","1006701","咲戀的記憶碎片","","99002"
"1006720102","1006702","真陽的記憶碎片","","99002"
"1006820101","1006801","珠希（工作服）的記憶碎片","","99002"
"1006820102","1006802","碧的記憶碎片","","99002"
"1006920101","1006901","步未（奇幻）的記憶碎片","","99002"
"1006920102","1006902","嘉夜的記憶碎片","","99002"
"1007020101","1007001","伊緒的記憶碎片","","99002"
"1007020102","1007002","美咲的記憶碎片","","99002"
"box_rank_4-12","1007003","隨機裝備箱","能夠獲得隨機的裝備。","99002"
"1007120101","1007101","杏奈（夏日）的記憶碎片","","99002"
"1007120102","1007102","惠理子的記憶碎片","","99002"
"1007220101","1007201","紡希（夏日）的記憶碎片","","99002"
"1007220102","1007202","琪愛兒的記憶碎片","","99002"
"1007320101","1007301","美里（夏日）的記憶碎片","","99002"
"1007320102","1007302","綾音的記憶碎片","","99002"
"1007420101","1007401","妮諾（大江戶）的記憶碎片","","99002"
"1007420102","1007402","深月的記憶碎片","","99002"
"1007520101","1007501","鈴奈的記憶碎片","","99002"
"1007520102","1007502","七七香的記憶碎片","","99002"
"1007620101","1007601","妮諾（萬聖節）的記憶碎片","","99002"
"1007620102","1007602","純的記憶碎片","","99002"
"box_rank_5-13","1007603","隨機裝備箱","能夠獲得隨機的裝備。","99002"
"1007720101","1007701","茉莉（萬聖節）的記憶碎片","","99002"
"1007720102","1007702","紡希的記憶碎片","","99002"
"1007920101","1007901","霞的記憶碎片","","99002"
"1007920102","1007902","智的記憶碎片","","99002"
"1008020101","1008001","真陽（聖誕節）的記憶碎片","","99002"
"1008020102","1008002","茜里的記憶碎片","","99002"
"1008120101","1008101","優花梨（聖誕節）的記憶碎片","","99002"
"1008120102","1008102","美冬的記憶碎片","","99002"
"1008220101","1008201","流夏（新年）的記憶碎片","","99002"
"1008220102","1008202","伊莉亞的記憶碎片","","99002"
"box_rank_6-14","1008203","隨機裝備箱","能夠獲得隨機的裝備。","99002"
"1008320101","1008301","矛依未（新年）的記憶碎片","","99002"
"1008320102","1008302","凱留的記憶碎片","","99002"
"1008620101","1008401","可可蘿的記憶碎片","","99002"
"1008620102","1008402","凱留的記憶碎片","","99002"
"1008620101","1008601","優衣（祭服）的記憶碎片","","99002"
"1008620102","1008602","怜的記憶碎片","","99002"
"1008820101","1008801","真陽（遊俠）的記憶碎片","","99002"
"1008820102","1008802","鈴的記憶碎片","","99002"
"1008920101","1008901","莉瑪（灰姑娘）的記憶碎片","","99002"
"1008920102","1008902","真步的記憶碎片","","99002"
"1009020101","1009001","嘉夜的記憶碎片","","99002"
"1009020102","1009002","珠希的記憶碎片","","99002"
"box_rank_7-15","1009003","隨機裝備箱","能夠獲得隨機的裝備。","99002"
"1009120101","1009101","秋乃的記憶碎片","","99002"
"1009120102","1009102","忍的記憶碎片","","99002"
"1009320101","1009301","嘉夜的記憶碎片","","99002"
"1009320102","1009302","美里的記憶碎片","","99002"
"1009420101","1009401","碧（露營）的記憶碎片","","99002"
"1009420102","1009402","優花梨的記憶碎片","","99002"
"1009520101","1009501","珠希（工作服）的記憶碎片","","99002"
"1009520102","1009502","碧的記憶碎片","","99002"
"1009620101","1009601","日和（夏日）的記憶碎片","","99002"
"1009620102","1009602","優衣的記憶碎片","","99002"
"box_rank_8-16","1009603","隨機裝備箱","能夠獲得隨機的裝備。","99002"
"1009720101","1009701","伊緒的記憶碎片","","99002"
"1009720102","1009702","美咲的記憶碎片","","99002"
"1009820101","1009801","禊（夏日）的記憶碎片","","99002"
"1009820102","1009802","鏡華的記憶碎片","","99002"
"1009920101","1009901","紡希（夏日）的記憶碎片","","99002"
"1009920102","1009902","琪愛兒的記憶碎片","","99002"
"1010020101","1010001","真步的記憶碎片","","99002"
"1010020102","1010002","綾音的記憶碎片","","99002"
"1010120101","1010101","妮諾（大江戶）的記憶碎片","","99002"
"1010120102","1010102","深月的記憶碎片","","99002"
"1010220101","1010201","鈴（萬聖節）的記憶碎片","","99002"
"1010220102","1010202","七七香的記憶碎片","","99002"
"box_rank_9-17","1010203","隨機裝備箱","能夠獲得隨機的裝備。","99002"
"1010320101","1010301","妮諾（萬聖節）的記憶碎片","","99002"
"1010320102","1010302","純的記憶碎片","","99002"
"1010420101","1010401","智的記憶碎片","","99002"
"1010420102","1010402","茉莉的記憶碎片","","99002"
"1010520101","1010501","莫妮卡的記憶碎片","","99002"
"1010520102","1010502","步未的記憶碎片","","99002"
"1010620101","1010601","依里（聖誕節）的記憶碎片","","99002"
"1010620102","1010602","純的記憶碎片","","99002"
"1010720101","1010701","真陽（聖誕節）的記憶碎片","","99002"
"1010720102","1010702","茜里的記憶碎片","","99002"
"1010820101","1010801","深月（新年）的記憶碎片","","99002"
"1010820102","1010802","祈梨的記憶碎片","","99002"
"box_rank_10-18","1010803","隨機裝備箱","能夠獲得隨機的裝備。","99002"
"1010920101","1010901","流夏（新年）的記憶碎片","","99002"
"1010920102","1010902","伊莉亞的記憶碎片","","99002"
"1011020101","1011001","嘉夜（解放者）的記憶碎片","","99002"
"1011020102","1011002","望的記憶碎片","","99002"
"1011120101","1011101","嘉夜（解放者）的記憶碎片","","99002"
"1011120102","1011102","千歌的記憶碎片","","99002"
"1011220101","1011201","可可蘿的記憶碎片","","99002"
"1011220102","1011202","凱留的記憶碎片","","99002"
"1011420101","1011401","莫妮卡的記憶碎片","","99002"
"1011420102","1011402","珠希的記憶碎片","","99002"
"1011520101","1011501","真陽（遊俠）的記憶碎片","","99002"
"1011520102","1011502","鈴的記憶碎片","","99002"
"1011620101","1011601","初音的記憶碎片","","99002"
"1011620102","1011602","栞的記憶碎片","","99002"
"box_rank_11-19","1011603","隨機裝備箱","能夠獲得隨機的裝備。","99002"
"1011720101","1011701","嘉夜的記憶碎片","","99002"
"1011720102","1011702","珠希的記憶碎片","","99002"
"1011820101","1011801","花凜（鍊金術師）的記憶碎片","","99002"
"1011820102","1011802","吉塔的記憶碎片","","99002"
"1011920101","1011901","霞的記憶碎片","","99002"
"1011920102","1011902","忍的記憶碎片","","99002"
"1012020101","1012001","伊莉亞的記憶碎片","","99002"
"1012020102","1012002","雪的記憶碎片","","99002"
"1012120101","1012101","碧（露營）的記憶碎片","","99002"
"1012120102","1012102","優花梨的記憶碎片","","99002"
"1012220101","1012201","秋乃（夏日）的記憶碎片","","99002"
"1012220102","1012202","美冬的記憶碎片","","99002"
"box_rank_12-20","1012203","隨機裝備箱","能夠獲得隨機的裝備。","99002"
"1012320101","1012301","日和（夏日）的記憶碎片","","99002"
"1012320102","1012302","優衣的記憶碎片","","99002"
"1012420101","1012401","空花（夏日）的記憶碎片","","99002"
"1012420102","1012402","忍的記憶碎片","","99002"
"1012520101","1012501","禊（夏日）的記憶碎片","","99002"
"1012520102","1012502","鏡華的記憶碎片","","99002"
"1012620101","1012601","璃乃的記憶碎片","","99002"
"1012620102","1012602","凱留的記憶碎片","","99002"
"1012720101","1012701","真步的記憶碎片","","99002"
"1012720102","1012702","綾音的記憶碎片","","99002"
"1012820101","1012801","流夏的記憶碎片","","99002"
"1012820102","1012802","千歌的記憶碎片","","99002"
"box_rank_13-21","1012803","隨機裝備箱","能夠獲得隨機的裝備。","99002"
"1012920101","1012901","鈴（萬聖節）的記憶碎片","","99002"
"1012920102","1012902","七七香的記憶碎片","","99002"
"1013020101","1013001","伊緒的記憶碎片","","99002"
"1013020102","1013002","紡希的記憶碎片","","99002"
"1013120101","1013101","智的記憶碎片","","99002"
"1013120102","1013102","茉莉的記憶碎片","","99002"
"1013220101","1013201","咲戀的記憶碎片","","99002"
"1013220102","1013202","貪吃佩可的記憶碎片","","99002"
"1013320101","1013301","依里（聖誕節）的記憶碎片","","99002"
"1013320102","1013302","純的記憶碎片","","99002"
"1013420101","1013401","祈梨（新年）的記憶碎片","","99002"
"1013420102","1013402","霞的記憶碎片","","99002"
"1013520101","1013501","深月（新年）的記憶碎片","","99002"
"1013520102","1013502","祈梨的記憶碎片","","99002"
"1013620101","1013601","怜（星素）的記憶碎片","","99002"
"1013620102","1013602","優衣的記憶碎片","","99002"
"box_rank_14-22","1013603","隨機裝備箱","能夠獲得隨機的裝備。","99002"
"1013720101","1013701","怜（星素）的記憶碎片","","99002"
"1013720102","1013702","日和的記憶碎片","","99002"
"1013820101","1013801","嘉夜（解放者）的記憶碎片","","99002"
"1013820102","1013802","望的記憶碎片","","99002"
"1013920101","1013901","嘉夜（解放者）的記憶碎片","","99002"
"1013920102","1013902","千歌的記憶碎片","","99002"
"1014020101","1014001","優妮的記憶碎片","","99002"
"1014020102","1014002","優花梨的記憶碎片","","99002"
"1014120101","1014101","珠希的記憶碎片","","99002"
"1014120102","1014102","莫妮卡的記憶碎片","","99002"
"1014220101","1014201","真琴的記憶碎片","","99002"
"1014220102","1014202","惠理子的記憶碎片","","99002"
"1014420101","1014401","鏡華的記憶碎片","","99002"
"1014420102","1014402","鈴莓的記憶碎片","","99002"
"box_rank_15-23","1014403","隨機裝備箱","能夠獲得隨機的裝備。","99002"
"1014620101","1014601","真步的記憶碎片","","99002"
"1014620102","1014602","胡桃的記憶碎片","","99002"
"1014820101","1014801","望的記憶碎片","","99002"
"1014820102","1014802","千歌的記憶碎片","","99002"
"1014920101","1014901","秋乃（夏日）的記憶碎片","","99002"
"1014920102","1014902","美冬的記憶碎片","","99002"
"1015020101","1015001","純的記憶碎片","","99002"
"1015020102","1015002","貪吃佩可的記憶碎片","","99002"
"box_rank_16-24","1015003","隨機裝備箱","能夠獲得隨機的裝備。","99002"
"1015120101","1015101","空花（夏日）的記憶碎片","","99002"
"1015120102","1015102","忍的記憶碎片","","99002"
"1015220101","1015201","愛蜜莉雅（夏日）的記憶碎片","","99002"
"1015220102","1015202","可可蘿的記憶碎片","","99002"
"1015320101","1015301","拉姆的記憶碎片","","99002"
"1015320102","1015302","鈴莓的記憶碎片","","99002"
"1015420101","1015401","初音的記憶碎片","","99002"
"1015420102","1015402","宮子的記憶碎片","","99002"
"1015520101","1015501","璃乃的記憶碎片","","99002"
"1015520102","1015502","凱留的記憶碎片","","99002"
"1015620101","1015601","靜流的記憶碎片","","99002"
"1015620102","1015602","栞的記憶碎片","","99002"
"box_rank_17-25","1015603","隨機裝備箱","能夠獲得隨機的裝備。","99002"
"1015720101","1015701","流夏的記憶碎片","","99002"
"1015720102","1015702","千歌的記憶碎片","","99002"
"1015820101","1015801","鈴奈的記憶碎片","","99002"
"1015820102","1015802","美咲的記憶碎片","","99002"
"1015920101","1015901","伊緒的記憶碎片","","99002"
"1015920102","1015902","紡希的記憶碎片","","99002"
"1016020101","1016001","莫妮卡（新年）的記憶碎片","","99002"
"1016020102","1016002","咲戀的記憶碎片","","99002"
"1016120101","1016101","咲戀的記憶碎片","","99002"
"1016120102","1016102","貪吃佩可的記憶碎片","","99002"
"1016320101","1016301","祈梨（新年）的記憶碎片","","99002"
"1016320102","1016302","霞的記憶碎片","","99002"
"1016420101","1016401","怜（星素）的記憶碎片","","99002"
"1016420102","1016402","優衣的記憶碎片","","99002"
"1016520101","1016501","怜（星素）的記憶碎片","","99002"
"1016520102","1016502","日和的記憶碎片","","99002"
"1016620101","1016601","優妮的記憶碎片","","99002"
"1016620102","1016602","優花梨的記憶碎片","","99002"
"1016720101","1016701","真琴的記憶碎片","","99002"
"1016720102","1016702","惠理子的記憶碎片","","99002"
"1016820101","1016801","鏡華的記憶碎片","","99002"
"1016820102","1016802","鈴莓的記憶碎片","","99002"
"1016920101","1016901","真步的記憶碎片","","99002"
"1016920102","1016902","胡桃的記憶碎片","","99002"
"1017020101","1017001","望的記憶碎片","","99002"
"1017020102","1017002","千歌的記憶碎片","","99002"
"1017120101","1017101","純的記憶碎片","","99002"
"1017120102","1017102","貪吃佩可的記憶碎片","","99002"
"1017220101","1017201","愛蜜莉雅（夏日）的記憶碎片","","99002"
"1017220102","1017202","可可蘿的記憶碎片","","99002"
