1702d3dd564c482914392f4b7069a801bf56aacfebb903a5a2922b33619043e4,a12ad129881deb80a9389ff86eadbe342ccec35a63c84b70fc2b2d411bd674f7,763afc2ea7fabc6da56514c0ae1b5640150420bad2f6a419b6af8e0d4c614c5f,67d0bd4dd6f36ffb42408f837291fae0038edae6bf9c97107240e5b6986e7631,189b4a526633ff4c0ab14219f3189926cf6b3f393fada7ed0d205d2c9a123c4f,85da1dca34d4d5cd0738bd9f0b5d9e2e1a258016322767c2a289c540fb631d81,0f462efc3d5ff6d820a377bd4fb7631aa47e98511612b7da27d8f601323f11e0,925a290a4a0e81cd23ad6f99961104a226501909541fd9bd1097b5267a0c93de,ac3acb08b7f26642f1bd84c016831580b12dda7369f9824cde2fb795f7dc1cbf
"1001","100213","1","3","20000","1002","100213","在NORMAL難易度取得20000分","1"
"1001","100214","1","3","30000","1002","100214","在NORMAL難易度取得30000分","1"
"1002","100215","1","4","0","1002","100215","在HARD1難易度戰鬥1次","2"
"1003","100216","1","4","0","1002","100216","在HARD2難易度戰鬥1次","2"
"1004","100217","1","4","0","1002","100217","在HARD3難易度戰鬥1次","2"
"1001","100218","1","5","15000","1002","100218","在HARD難易度取得15000分","2"
"1001","100219","1","5","30000","1002","100219","在HARD難易度取得30000分","2"
"1001","100220","1","5","45000","1002","100220","在HARD難易度取得45000分","2"
"1002","100221","1","6","0","1002","100221","在EXTRA1難易度戰鬥1次","3"
"1003","100222","1","6","0","1002","100222","在EXTRA2難易度戰鬥1次","3"
"1004","100223","1","6","0","1002","100223","在EXTRA3難易度戰鬥1次","3"
"1001","100224","1","7","20000","1002","100224","在EXTRA難易度取得20000分","3"
"1001","100225","1","7","40000","1002","100225","在EXTRA難易度取得40000分","3"
"1001","100226","1","7","60000","1002","100226","在EXTRA難易度取得60000分","3"
"1001","100301","1","0","10000","1003","100301","全難易度合計取得10000分","0"
"1001","100302","1","0","30000","1003","100302","全難易度合計取得30000分","0"
"1001","100303","1","0","50000","1003","100303","全難易度合計取得50000分","0"
"1001","100304","1","0","70000","1003","100304","全難易度合計取得70000分","0"
"1001","100305","1","1","90000","1003","100305","全難易度合計取得90000分","0"
"1001","100306","1","1","105000","1003","100306","全難易度合計取得105000分","0"
"1001","100307","1","1","120000","1003","100307","全難易度合計取得120000分","0"
"1001","100308","1","1","135000","1003","100308","全難易度合計取得135000分","0"
"1002","100309","1","2","0","1003","100309","在NORMAL1難易度戰鬥1次","1"
"1003","100310","1","2","0","1003","100310","在NORMAL2難易度戰鬥1次","1"
"1004","100311","1","2","0","1003","100311","在NORMAL3難易度戰鬥1次","1"
"1001","100312","1","3","10000","1003","100312","在NORMAL難易度取得10000分","1"
"1001","100313","1","3","20000","1003","100313","在NORMAL難易度取得20000分","1"
"1001","100314","1","3","30000","1003","100314","在NORMAL難易度取得30000分","1"
"1002","100315","1","4","0","1003","100315","在HARD1難易度戰鬥1次","2"
"1003","100316","1","4","0","1003","100316","在HARD2難易度戰鬥1次","2"
"1004","100317","1","4","0","1003","100317","在HARD3難易度戰鬥1次","2"
"1001","100318","1","5","15000","1003","100318","在HARD難易度取得15000分","2"
"1001","100319","1","5","30000","1003","100319","在HARD難易度取得30000分","2"
"1001","100320","1","5","45000","1003","100320","在HARD難易度取得45000分","2"
"1002","100321","1","6","0","1003","100321","在EXTRA1難易度戰鬥1次","3"
"1003","100322","1","6","0","1003","100322","在EXTRA2難易度戰鬥1次","3"
"1004","100323","1","6","0","1003","100323","在EXTRA3難易度戰鬥1次","3"
"1001","100324","1","7","20000","1003","100324","在EXTRA難易度取得20000分","3"
"1001","100325","1","7","40000","1003","100325","在EXTRA難易度取得40000分","3"
"1001","100326","1","7","60000","1003","100326","在EXTRA難易度取得60000分","3"
"1001","100401","1","0","10000","1004","100401","全難易度合計取得10000分","0"
"1001","100402","1","0","30000","1004","100402","全難易度合計取得30000分","0"
"1001","100403","1","0","50000","1004","100403","全難易度合計取得50000分","0"
"1001","100404","1","0","70000","1004","100404","全難易度合計取得70000分","0"
"1001","100405","1","1","90000","1004","100405","全難易度合計取得90000分","0"
"1001","100406","1","1","105000","1004","100406","全難易度合計取得105000分","0"
"1001","100407","1","1","120000","1004","100407","全難易度合計取得120000分","0"
"1001","100408","1","1","135000","1004","100408","全難易度合計取得135000分","0"
"1002","100409","1","2","0","1004","100409","在NORMAL1難易度戰鬥1次","1"
"1003","100410","1","2","0","1004","100410","在NORMAL2難易度戰鬥1次","1"
"1004","100411","1","2","0","1004","100411","在NORMAL3難易度戰鬥1次","1"
"1001","100412","1","3","10000","1004","100412","在NORMAL難易度取得10000分","1"
"1001","100413","1","3","20000","1004","100413","在NORMAL難易度取得20000分","1"
"1001","100414","1","3","30000","1004","100414","在NORMAL難易度取得30000分","1"
"1002","100415","1","4","0","1004","100415","在HARD1難易度戰鬥1次","2"
"1003","100416","1","4","0","1004","100416","在HARD2難易度戰鬥1次","2"
"1004","100417","1","4","0","1004","100417","在HARD3難易度戰鬥1次","2"
"1001","100418","1","5","15000","1004","100418","在HARD難易度取得15000分","2"
"1001","100419","1","5","30000","1004","100419","在HARD難易度取得30000分","2"
"1001","100420","1","5","45000","1004","100420","在HARD難易度取得45000分","2"
"1002","100421","1","6","0","1004","100421","在EXTRA1難易度戰鬥1次","3"
"1003","100422","1","6","0","1004","100422","在EXTRA2難易度戰鬥1次","3"
"1004","100423","1","6","0","1004","100423","在EXTRA3難易度戰鬥1次","3"
"1001","100424","1","7","20000","1004","100424","在EXTRA難易度取得20000分","3"
"1001","100425","1","7","40000","1004","100425","在EXTRA難易度取得40000分","3"
"1001","100426","1","7","60000","1004","100426","在EXTRA難易度取得60000分","3"
"1001","100501","1","0","10000","1005","100501","全難易度合計取得10000分","0"
"1001","100502","1","0","30000","1005","100502","全難易度合計取得30000分","0"
"1001","100503","1","0","50000","1005","100503","全難易度合計取得50000分","0"
"1001","100504","1","0","70000","1005","100504","全難易度合計取得70000分","0"
"1001","100505","1","1","90000","1005","100505","全難易度合計取得90000分","0"
"1001","100506","1","1","105000","1005","100506","全難易度合計取得105000分","0"
"1001","100507","1","1","120000","1005","100507","全難易度合計取得120000分","0"
"1001","100508","1","1","135000","1005","100508","全難易度合計取得135000分","0"
"1002","100509","1","2","0","1005","100509","在NORMAL1難易度戰鬥1次","1"
"1003","100510","1","2","0","1005","100510","在NORMAL2難易度戰鬥1次","1"
"1004","100511","1","2","0","1005","100511","在NORMAL3難易度戰鬥1次","1"
"1001","100512","1","3","10000","1005","100512","在NORMAL難易度取得10000分","1"
"1001","100513","1","3","20000","1005","100513","在NORMAL難易度取得20000分","1"
"1001","100514","1","3","30000","1005","100514","在NORMAL難易度取得30000分","1"
"1002","100515","1","4","0","1005","100515","在HARD1難易度戰鬥1次","2"
"1003","100516","1","4","0","1005","100516","在HARD2難易度戰鬥1次","2"
"1004","100517","1","4","0","1005","100517","在HARD3難易度戰鬥1次","2"
"1001","100518","1","5","15000","1005","100518","在HARD難易度取得15000分","2"
"1001","100519","1","5","30000","1005","100519","在HARD難易度取得30000分","2"
"1001","100520","1","5","45000","1005","100520","在HARD難易度取得45000分","2"
"1002","100521","1","6","0","1005","100521","在EXTRA1難易度戰鬥1次","3"
"1003","100522","1","6","0","1005","100522","在EXTRA2難易度戰鬥1次","3"
"1004","100523","1","6","0","1005","100523","在EXTRA3難易度戰鬥1次","3"
"1001","100524","1","7","20000","1005","100524","在EXTRA難易度取得20000分","3"
"1001","100525","1","7","40000","1005","100525","在EXTRA難易度取得40000分","3"
"1001","100526","1","7","60000","1005","100526","在EXTRA難易度取得60000分","3"
"1001","100601","1","0","10000","1006","100601","全難易度合計取得10000分","0"
"1001","100602","1","0","30000","1006","100602","全難易度合計取得30000分","0"
"1001","100603","1","0","50000","1006","100603","全難易度合計取得50000分","0"
"1001","100604","1","0","70000","1006","100604","全難易度合計取得70000分","0"
"1001","100605","1","1","90000","1006","100605","全難易度合計取得90000分","0"
"1001","100606","1","1","105000","1006","100606","全難易度合計取得105000分","0"
"1001","100607","1","1","120000","1006","100607","全難易度合計取得120000分","0"
"1001","100608","1","1","135000","1006","100608","全難易度合計取得135000分","0"
"1002","100609","1","2","0","1006","100609","在NORMAL1難易度戰鬥1次","1"
"1003","100610","1","2","0","1006","100610","在NORMAL2難易度戰鬥1次","1"
"1004","100611","1","2","0","1006","100611","在NORMAL3難易度戰鬥1次","1"
"1001","100612","1","3","10000","1006","100612","在NORMAL難易度取得10000分","1"
"1001","100613","1","3","20000","1006","100613","在NORMAL難易度取得20000分","1"
"1001","100614","1","3","30000","1006","100614","在NORMAL難易度取得30000分","1"
"1002","100615","1","4","0","1006","100615","在HARD1難易度戰鬥1次","2"
"1003","100616","1","4","0","1006","100616","在HARD2難易度戰鬥1次","2"
"1004","100617","1","4","0","1006","100617","在HARD3難易度戰鬥1次","2"
"1001","100618","1","5","15000","1006","100618","在HARD難易度取得15000分","2"
"1001","100619","1","5","30000","1006","100619","在HARD難易度取得30000分","2"
"1001","100620","1","5","45000","1006","100620","在HARD難易度取得45000分","2"
"1002","100621","1","6","0","1006","100621","在EXTRA1難易度戰鬥1次","3"
"1003","100622","1","6","0","1006","100622","在EXTRA2難易度戰鬥1次","3"
"1004","100623","1","6","0","1006","100623","在EXTRA3難易度戰鬥1次","3"
"1001","100624","1","7","20000","1006","100624","在EXTRA難易度取得20000分","3"
"1001","100625","1","7","40000","1006","100625","在EXTRA難易度取得40000分","3"
"1001","100626","1","7","60000","1006","100626","在EXTRA難易度取得60000分","3"
"1001","100701","1","0","10000","1007","100701","全難易度合計取得10000分","0"
"1001","100702","1","0","30000","1007","100702","全難易度合計取得30000分","0"
"1001","100703","1","0","50000","1007","100703","全難易度合計取得50000分","0"
"1001","100704","1","0","70000","1007","100704","全難易度合計取得70000分","0"
"1001","100705","1","1","90000","1007","100705","全難易度合計取得90000分","0"
"1001","100706","1","1","105000","1007","100706","全難易度合計取得105000分","0"
"1001","100707","1","1","120000","1007","100707","全難易度合計取得120000分","0"
"1001","100708","1","1","135000","1007","100708","全難易度合計取得135000分","0"
"1002","100709","1","2","0","1007","100709","在NORMAL1難易度戰鬥1次","1"
"1003","100710","1","2","0","1007","100710","在NORMAL2難易度戰鬥1次","1"
"1004","100711","1","2","0","1007","100711","在NORMAL3難易度戰鬥1次","1"
"1001","100712","1","3","10000","1007","100712","在NORMAL難易度取得10000分","1"
"1001","100713","1","3","20000","1007","100713","在NORMAL難易度取得20000分","1"
"1001","100714","1","3","30000","1007","100714","在NORMAL難易度取得30000分","1"
"1002","100715","1","4","0","1007","100715","在HARD1難易度戰鬥1次","2"
"1003","100716","1","4","0","1007","100716","在HARD2難易度戰鬥1次","2"
"1004","100717","1","4","0","1007","100717","在HARD3難易度戰鬥1次","2"
"1001","100718","1","5","15000","1007","100718","在HARD難易度取得15000分","2"
"1001","100719","1","5","30000","1007","100719","在HARD難易度取得30000分","2"
"1001","100720","1","5","45000","1007","100720","在HARD難易度取得45000分","2"
"1002","100721","1","6","0","1007","100721","在EXTRA1難易度戰鬥1次","3"
"1003","100722","1","6","0","1007","100722","在EXTRA2難易度戰鬥1次","3"
"1004","100723","1","6","0","1007","100723","在EXTRA3難易度戰鬥1次","3"
"1001","100724","1","7","20000","1007","100724","在EXTRA難易度取得20000分","3"
"1001","100725","1","7","40000","1007","100725","在EXTRA難易度取得40000分","3"
"1001","100726","1","7","60000","1007","100726","在EXTRA難易度取得60000分","3"
"1001","100801","1","0","10000","1008","100801","全難易度合計取得10000分","0"
"1001","100802","1","0","30000","1008","100802","全難易度合計取得30000分","0"
"1001","100803","1","0","50000","1008","100803","全難易度合計取得50000分","0"
"1001","100804","1","0","70000","1008","100804","全難易度合計取得70000分","0"
"1001","100805","1","1","90000","1008","100805","全難易度合計取得90000分","0"
"1001","100806","1","1","105000","1008","100806","全難易度合計取得105000分","0"
"1001","100807","1","1","120000","1008","100807","全難易度合計取得120000分","0"
"1001","100808","1","1","135000","1008","100808","全難易度合計取得135000分","0"
"1002","100809","1","2","0","1008","100809","在NORMAL1難易度戰鬥1次","1"
"1003","100810","1","2","0","1008","100810","在NORMAL2難易度戰鬥1次","1"
"1004","100811","1","2","0","1008","100811","在NORMAL3難易度戰鬥1次","1"
"1001","100812","1","3","10000","1008","100812","在NORMAL難易度取得10000分","1"
"1001","100813","1","3","20000","1008","100813","在NORMAL難易度取得20000分","1"
"1001","100814","1","3","30000","1008","100814","在NORMAL難易度取得30000分","1"
"1002","100815","1","4","0","1008","100815","在HARD1難易度戰鬥1次","2"
"1003","100816","1","4","0","1008","100816","在HARD2難易度戰鬥1次","2"
"1004","100817","1","4","0","1008","100817","在HARD3難易度戰鬥1次","2"
"1001","100818","1","5","15000","1008","100818","在HARD難易度取得15000分","2"
"1001","100819","1","5","30000","1008","100819","在HARD難易度取得30000分","2"
"1001","100820","1","5","45000","1008","100820","在HARD難易度取得45000分","2"
"1002","100821","1","6","0","1008","100821","在EXTRA1難易度戰鬥1次","3"
"1003","100822","1","6","0","1008","100822","在EXTRA2難易度戰鬥1次","3"
"1004","100823","1","6","0","1008","100823","在EXTRA3難易度戰鬥1次","3"
"1001","100824","1","7","20000","1008","100824","在EXTRA難易度取得20000分","3"
"1001","100825","1","7","40000","1008","100825","在EXTRA難易度取得40000分","3"
"1001","100826","1","7","60000","1008","100826","在EXTRA難易度取得60000分","3"
"1001","100901","1","0","10000","1009","100901","全難易度合計取得10000分","0"
"1001","100902","1","0","30000","1009","100902","全難易度合計取得30000分","0"
"1001","100903","1","0","50000","1009","100903","全難易度合計取得50000分","0"
"1001","100904","1","0","70000","1009","100904","全難易度合計取得70000分","0"
"1001","100905","1","1","90000","1009","100905","全難易度合計取得90000分","0"
"1001","100906","1","1","105000","1009","100906","全難易度合計取得105000分","0"
"1001","100907","1","1","120000","1009","100907","全難易度合計取得120000分","0"
"1001","100908","1","1","135000","1009","100908","全難易度合計取得135000分","0"
"1002","100909","1","2","0","1009","100909","在NORMAL1難易度戰鬥1次","1"
"1003","100910","1","2","0","1009","100910","在NORMAL2難易度戰鬥1次","1"
"1004","100911","1","2","0","1009","100911","在NORMAL3難易度戰鬥1次","1"
"1001","100912","1","3","10000","1009","100912","在NORMAL難易度取得10000分","1"
"1001","100913","1","3","20000","1009","100913","在NORMAL難易度取得20000分","1"
"1001","100914","1","3","30000","1009","100914","在NORMAL難易度取得30000分","1"
"1002","100915","1","4","0","1009","100915","在HARD1難易度戰鬥1次","2"
"1003","100916","1","4","0","1009","100916","在HARD2難易度戰鬥1次","2"
"1004","100917","1","4","0","1009","100917","在HARD3難易度戰鬥1次","2"
"1001","100918","1","5","15000","1009","100918","在HARD難易度取得15000分","2"
"1001","100919","1","5","30000","1009","100919","在HARD難易度取得30000分","2"
"1001","100920","1","5","45000","1009","100920","在HARD難易度取得45000分","2"
"1002","100921","1","6","0","1009","100921","在EXTRA1難易度戰鬥1次","3"
"1003","100922","1","6","0","1009","100922","在EXTRA2難易度戰鬥1次","3"
"1004","100923","1","6","0","1009","100923","在EXTRA3難易度戰鬥1次","3"
"1001","100924","1","7","20000","1009","100924","在EXTRA難易度取得20000分","3"
"1001","100925","1","7","40000","1009","100925","在EXTRA難易度取得40000分","3"
"1001","100926","1","7","60000","1009","100926","在EXTRA難易度取得60000分","3"
