3e6555ee6088321f6ea15d3909218660722b027f2e8bd4a66c53c16daa4e89ad,92ead37a470edf92bba01f0caa3054db2a469f0f8c6578b22f4c36c71365d1bf,819b796a0c7d3dfbe9f902135fbb8d3a3ad00f646be98542b196cdf37cc613b0,ba268edf83a2a704bde10924aec14ef242a0ee930e0323efdacc7e14ed9dba22,5deadca5fac477d2e318a788da7b98d8b73fe533578e7b1cce8bb8b158fd38d8,73cff3a51c125904a9fab849f46c123ce4fae97e46d93cc3b1e5c47c535798c9,300b273027c345352c3976bb4e7cc52927d642721126d2db07ee82868a861a3a,a230b65b153cefa9861e3e33a045e2ae3979b7736429a64e89c51f4e44060c15,03b334f2e1616629eb4d7002d0b414a8e0c7b0bafc880cd5382af4741914d4a2,15ff23ed0b44049615cb3f6475605a124875f48d01cd473c0e1b484f3da651e2,35395bfbf9684f914a359ed39384e71070ccc3e7f5d344675ddc5b88795fdd21,07083d810d3ccb4ebc3e799e75b87f7485a712b77968b38e2a78d6d3b7e38bfa,56d7776bd11e712d9d9a40b9d2ccd037f9d3314c18960704644c3e6ba4f67c2d,1b981f31848b322afbcb9667265f3a85da53059d6e940317178faa899572aea4,1b22e8cbe0a3e17c7f2da524997f80546b0f958d0de872aa2e1a4592179cf935,fef3f6721a071fd4aa63838273df4e0e86e5216ad98bc54b2531929acc5ec73d,63a25459d32b7d2c2483829223c6592ab72b9bc6b4a9a3b2bc587c9cdb96d732,10b82a7b02b814242c568ed269909a556ff33cb805b6d5d0aa1bf25478b2c145,2d323ce85cb896d3598e0c4f5284395c333281af2c33d4e7763181435fce3d63,702a7cf3cd97f4164e3daa1ed0df0caf09b433b33d5ece9dc2960d53f816f9bb,b956e6d8cb71211ad69d7500af1021efdad6ac60e1c870905fb77dcfbbbe0035
"0","1","0","-1","1","物理傷害+{0}","45","0","0","100102201","1","0","0","對敵方單體造成{0}的物理傷害","3","1","45","1","1","0","3.6"
"0","1","0","600","99","物理傷害+{0}","30","0","0","100102202","1","0","0","對範圍內的敵人造成{0}的物理傷害","3","1","30","1","1","0","2.4"
"0","1","100102204","2160","99","","2","0","0","100102203","28","0","0","每次攻擊增加1500的傷害","3","701","1","3","1","0","0"
"0","2","0","-1","1","","0","0","0","100102204","8","0","0","敵方角色數量為２名以上，發動以下效果","7","2","3","3","1","0","18"
"0","2","0","-1","1","","0","0","0","100102205","16","0","0","自身的行動速度上升200％","7","1","1000","3","1","0","1"
"0","2","100102207","0","1","","0","0","0","100102206","28","0","0","使自身的ＴＰ恢復1000","7","1211","0","1","1","0","0"
"0","2","0","-1","1","","1500","0","0","100102207","102","0","100","","7","0","1","3","1","0","0"
"0","2","0","0","1","","0","0","0","100102208","45","0","0","","7","1","1","1","1","0","0"
"0","0","0","0","0","物理攻擊力提升+{0}","15","0","0","100150101","90","0","1","提升自身{0}的物理攻擊力","0","2","1","0","1","0","15"
"0","0","0","0","0","物理攻擊力提升+{0}","240","0","0","100151101","90","0","1","提升自身{0}的物理攻擊力","0","2","1","0","1","0","15"
"0","2","0","2160","99","HP回復量+{0}","6","0","0","100200101","4","0","0.45","回復我方全體{0}的HP","3","2","1","3","1","0","6"
"0","1","0","-1","1","魔法傷害+{0}","15","0","0","100200201","1","0","0","對敵方單體造成{0}的魔法傷害","3","2","15","1","1","0","1.2"
"0","2","0","2160","99","物理防禦力提升+{0}","0.23","0","1","100200301","10","1","12","提升我方全體{0}的物理防禦力","3","20","1","3","1","0","0.23"
"0","2","0","2160","99","HP回復量+{0}","8","0","0","100201101","4","0","0.6","回復我方全體{0}的HP","3","2","1","3","1","0","8"
"0","2","0","2160","99","物理防禦力提升+{0}","1.2","0","1","100201102","10","1","18","提升我方全體{0}的物理防禦力","3","20","1","3","1","0","1.2"
"0","2","0","2160","99","無效傷害量+{0}","45","0","0","100201103","6","0","0","展開{0}傷害量的物理無效護盾","3","1","45","3","1","0","18"
"0","2","0","2160","99","","0","0","1","100201104","8","0","0","提升我方全體的行動速度100％","3","2","2","3","1","0","18"
"0","1","0","-1","1","魔法傷害+{0}","20","0","0","100201201","1","0","0","對敵方單體造成{0}的魔法傷害","3","2","20","1","1","0","1.6"
"0","1","0","-1","1","物理攻擊力降低+{0}","7.5","0","1","100201202","10","1","12","降低敵方單體{0}的物理攻擊力","3","11","1","1","1","0","7.5"
"0","0","0","0","0","魔法攻擊力提升+{0}","15","0","0","100250101","90","0","1","提升自身{0}的魔法攻擊力","0","4","1","0","1","0","15"
"0","0","0","0","0","魔法攻擊力提升+{0}","15","0","0","100251101","90","0","1","提升自身{0}的魔法攻擊力","0","4","1","0","1","0","15"
"0","0","0","0","0","","30","0","0","100251102","90","0","1","提升自身{0}的魔法防禦力","0","5","1","0","1","0","0"
"0","1","0","-1","1","物理傷害+{0}","60","0","0","100300101","1","0","0","對敵方單體造成{0}的物理傷害","3","1","60","1","1","0","4.8"
"0","1","0","-1","1","物理傷害+{0}","20","0","0","100300201","1","0","0","對敵方單體造成{0}的物理傷害","3","1","20","1","1","0","1.6"
"0","2","100300302","0","1","","0","0","0","100300301","28","100300303","0","","7","677","0","1","1","0","0"
"0","1","0","4320","1","","0","0","0","100300302","18","100300305","0","","3","1","0.5","1","1","0","1.8"
"0","1","0","4320","1","","0","0","0","100300303","18","100300306","0","","3","1","1","1","1","0","1.8"
"0","2","100300305","0","1","","0","0","0","100300304","28","100300306","0","","7","677","0","1","1","0","0"
"0","1","0","-1","1","物理傷害+{0}","20","0","0","100300305","1","0","0","對敵方單體造成{0}的物理傷害","3","1","20","1","1","0","1.6"
"0","1","0","-1","1","","40","0","0","100300306","1","0","0","","3","1","40","1","1","0","3.2"
"0","1","0","-1","1","物理傷害+{0}","120","0","0","100301101","1","0","0","對敵方單體造成{0}的物理傷害","3","1","120","1","1","0","9.6"
"0","2","0","0","1","","77","0","0","100301102","35","0","1","將風之刃暫時纏繞於身","7","0","1","1","1","0","18"
"0","2","100301202","0","1","","2","0","0","100301201","28","100301203","0","","7","677","1","1","1","0","1"
"0","1","0","-1","1","物理傷害+{0}","20","0","0","100301202","1","0","0","對敵方單體造成{0}的物理傷害","3","1","20","1","1","0","1.6"
"0","1","0","-1","1","","40","0","0","100301203","1","0","0","","3","1","40","1","1","0","3.2"
"0","1","0","-1","1","物理防禦力降低+{0}","0.6","0","1","100301204","10","1","12","降低敵方單體{0}的物理防禦力","3","21","1","1","1","0","0.6"
"0","1","0","-1","1","","1.2","0","1","100301205","10","1","24","","3","21","1","1","1","0","1.2"
"0","2","100301302","0","1","","0","0","0","100301301","28","100301303","0","","7","677","0","1","1","0","0"
"0","1","0","-1","1","物理傷害+{0}","40","0","0","100301302","1","0","0","對敵方單體造成{0}的物理傷害","3","1","40","1","1","0","3.2"
"0","1","0","-1","1","","80","0","0","100301303","1","0","0","","3","1","80","1","1","0","6.4"
"0","2","100301305","0","1","","0","0","0","100301304","28","100301306","0","","7","677","0","1","1","0","0"
"0","1","0","-1","1","物理傷害+{0}","40","0","0","100301305","1","0","0","對敵方單體造成{0}的物理傷害","3","1","40","1","1","0","3.2"
"0","1","0","-1","1","","80","0","0","100301306","1","0","0","","3","1","80","1","1","0","6.4"
"0","2","100301308","0","1","","0","0","0","100301307","28","100301309","0","","7","677","0","1","1","0","0"
"0","2","0","-1","1","","0","0","0","100301308","100","0","0","使自身受到的無法行動狀態無效１次","7","1","1","1","1","0","12"
"0","2","0","-1","1","","0","0","0","100301309","100","0","0","","7","1","2","1","1","0","24"
"0","2","0","-1","1","","0","0","0","100301310","22","10030102","0","","7","1","-1","1","1","0","0"
"0","0","0","0","0","物理攻擊力提升+{0}","15","0","0","100350101","90","0","1","提升自身{0}的物理攻擊力","0","2","1","0","1","0","15"
"0","0","0","0","0","物理攻擊力提升+{0}","15","0","0","100351101","90","0","1","提升自身{0}的物理攻擊力","0","2","1","0","1","0","15"
"0","0","0","0","0","","1125","0","0","100351102","90","0","1","提升自身{0}的最大HP","0","1","1","0","1","0","0"
"1","1","0","2160","1","","0","0","0","100400101","7","0","0","","3","1","0","2","1","0","0"
"0","1","0","300","99","物理傷害+{0}","20.4","0","0","100400102","1","0","0","對範圍內的敵人造成{0}的物理傷害","1","1","20.4","2","1","0","1.62"
"1","1","0","2160","1","物理傷害+{0}","8","0","0","100400201","1","0","0","對敵方單體造成{0}的物理傷害","3","1","8","3","1","0","0.6"
"1","1","0","2160","1","造成黑暗的成功Ｌｖ+{0}","0","0","0","100400202","12","0","0","使一名敵人陷入黑暗狀態","3","70","8","3","1","0","100"
"0","1","0","2160","1","物理傷害+{0}","10","0","0","100400301","1","0","0","對敵方單體造成{0}的物理傷害","14","1","10","2","1","0","0.8"
"0","1","0","2160","1","物理攻擊力降低+{0}","20","0","1","100400302","10","1","180","降低敵方單體{0}的物理攻擊力","1","11","1","2","1","0","20"
"0","1","0","2160","1","","25","0","1","100400303","10","1","180","降低敵方單體{0}％的物理暴擊傷害","1","111","1","2","1","0","0"
"0","2","0","0","1","物理攻擊力提升+{0}","20","0","1","100400304","10","1","180","提升自身{0}的物理攻擊力","7","10","1","1","1","0","20"
"0","1","0","2160","1","","0","0","0","100400305","28","100400306","0","當面前的敵人為複數目標時，發動以下效果","3","1800","1","1","1","0","0"
"0","1","0","2160","1","魔法攻擊力下降+{0}","20","0","1","100400306","10","1","180","降低敵方單體{0}的魔法攻擊力","1","31","1","2","1","0","20"
"0","1","0","2160","1","","25","0","1","100400307","10","1","180","降低敵方單體{0}％的魔法暴擊傷害","1","121","1","2","1","0","0"
"0","1","0","2160","99","物理傷害+{0}","30","0","0","100401101","1","0","0","對敵方全體造成{0}的物理傷害","3","1","30","3","1","0","2.4"
"0","1","0","2160","99","物理攻擊力降低+{0}","30","0","0","100401102","10","1","18","降低全體敵人{0}物理攻擊力","3","11","1","3","1","0","30"
"0","1","0","2160","99","降低物理暴擊+{0}","600","0","0","100401103","10","0","18","降低敵方全體的物理暴擊{0}","3","61","1","3","1","0","0"
"0","1","0","2160","99","","25","0","0","100401104","10","0","18","降低敵方全體{0}％的物理暴擊傷害","3","111","2","3","1","0","0"
"0","1","0","2160","1","","0","0","0","100401105","28","100401106","0","當面前的敵人為複數目標時，發動以下效果","3","1800","1","1","1","0","0"
"0","1","0","2160","99","物理傷害+{0}","30","0","0","100401106","1","0","0","對敵方全體造成{0}的物理傷害","3","1","30","3","1","0","2.4"
"0","1","0","2160","99","物理防禦力降低+{0}","0.7","0","0","100401107","10","1","18","降低敵方全體{0}的物理防禦力","3","21","1","3","1","0","0.7"
"1","1","0","2160","1","物理傷害+{0}","20","0","0","100401201","1","0","0","對敵方單體造成{0}的物理傷害","3","1","20","3","1","0","1.6"
"1","1","0","2160","1","造成黑暗的成功Ｌｖ+{0}","0","0","0","100401202","12","0","0","使一名敵人陷入黑暗狀態","3","80","10","3","1","0","100"
"1","1","0","2160","1","","0","0","0","100401203","7","0","0","","3","1","0","3","1","0","0"
"0","1","0","200","99","物理攻擊力降低+{0}","20","0","0","100401204","10","1","12","使範圍內敵人的物理攻擊力降低{0}","1","11","1","2","1","0","20"
"1","1","0","2160","1","","0","0","0","100402201","7","0","0","","3","1","0","2","1","0","0"
"0","1","0","300","99","物理傷害+{0}","20","0","0","100402202","1","0","0","對範圍內的敵人造成{0}的物理傷害","3","1","20","2","1","0","1.6"
"0","1","0","300","99","造成黑暗的成功Ｌｖ+{0}","0","0","0","100402203","12","0","0","使範圍內的敵人陷入黑暗狀態","3","80","10","2","1","0","100"
"0","1","0","300","99","物理攻擊力降低+{0}","20","0","0","100402204","10","1","12","使範圍內敵人的物理攻擊力降低{0}","3","11","1","2","1","0","20"
"0","1","0","300","99","","0","0","0","100402205","16","0","0","讓範圍內的敵人TP失去{0}","3","2","75","2","1","0","1"
"0","1","0","2160","1","","0","0","0","100402206","28","100402207","0","當面前的敵人為複數目標時，發動以下效果","3","1800","1","1","1","0","0"
"0","1","0","300","99","物理傷害+{0}","20","0","0","100402207","1","0","0","對範圍內的敵人造成{0}的物理傷害","3","1","20","2","1","0","1.6"
"0","1","0","300","99","物理防禦力降低+{0}","0.3","0","0","100402208","10","1","12","降低範圍內的敵人{0}的物理防禦力","3","21","1","2","1","0","0.3"
"0","0","0","0","0","物理防禦力提升+{0}","2","0","0","100450101","90","0","1","提升自身{0}的物理防禦力","0","3","1","0","1","0","2"
"0","0","0","0","0","物理防禦力提升+{0}","2","0","0","100451101","90","0","1","提升自身{0}的物理防禦力","0","3","1","0","1","0","2"
"0","0","0","0","0","","225","0","0","100451102","90","0","1","提升自身{0}的物理攻擊力","0","2","1","0","1","0","0"
"2","1","0","2160","1","","0","0","0","100500101","2","0","0","","3","3","100","1","1","0","0"
"2","1","0","2160","1","","0","0","0","100500102","7","0","0","","3","1","100","1","1","0","0"
"0","1","0","300","99","物理傷害+{0}","30","0","0","100500103","1","0","0","對範圍內的敵人造成{0}的物理傷害","3","1","30","2","1","0","2.4"
"0","1","0","300","99","物理傷害+{0}","3.4","0","0","100500201","1","0","0","對範圍內的敵人造成{0}的物理傷害","3","1","3.4","2","1","0","0.27"
"0","1","0","300","99","造成暈眩的成功Ｌｖ+{0}","0","0","0","100500202","8","0","0","使範圍內的敵人一段時間內無法行動","3","7","0","2","1","0","2"
"0","1","0","300","99","物理傷害+{0}","10","0","0","100500301","1","0","0","對範圍內的敵人造成{0}的物理傷害","3","1","10","2","1","0","0.8"
"2","1","0","2160","1","","0","0","0","100501101","2","0","0","","3","3","100","1","1","0","0"
"2","1","0","2160","1","","0","0","0","100501102","7","0","0","","3","1","100","1","1","0","0"
"0","1","0","450","99","物理傷害+{0}","30","0","0","100501103","1","0","0","對範圍內的敵人造成{0}的物理傷害","3","1","30","2","1","0","2.4"
"0","2","0","0","1","","0.00005","0","0","100501104","26","3","0","","7","100501103","1","1","1","0","0"
"0","2","0","0","1","","1","0","0","100501105","26","1","0","","7","100501106","1","1","1","0","0"
"0","2","0","0","1","無效傷害量+{0}","45","0","0","100501106","6","0","0","展開{0}傷害比例的物理魔法無效屏障","7","5","45","1","1","0","18"
"0","1","0","300","99","物理傷害+{0}","3.4","0","0","100501201","1","0","0","對範圍內的敵人造成{0}的物理傷害","3","1","3.4","2","1","0","0.54"
"0","1","0","300","99","造成暈眩的成功Ｌｖ+{0}","0","0","0","100501202","8","0","0","使範圍內的敵人一段時間內無法行動","3","7","0","2","1","0","2"
"0","2","0","0","1","物理防禦力提升+{0}","2.24","0","0","100501203","10","1","12","提升自身{0}的物理防禦力","7","20","1","1","1","0","2.24"
"0","2","0","0","1","魔法防禦力提升+{0}","2.24","0","0","100501204","10","1","12","提升自身{0}的魔法防禦力","7","40","1","1","1","0","2.24"
"0","0","0","0","0","物理攻擊力提升+{0}","15","0","0","100550101","90","0","1","提升自身{0}的物理攻擊力","0","2","1","0","1","0","15"
"0","0","0","0","0","物理攻擊力提升+{0}","15","0","0","100551101","90","0","1","提升自身{0}的物理攻擊力","0","2","1","0","1","0","15"
"0","0","0","0","0","","30","0","0","100551102","90","0","1","提升自身{0}的物理防禦力","0","3","1","0","1","0","0"
"0","2","0","2160","99","魔法攻擊力提升+{0}","8.5","0","0","100600101","10","1","18","提升我方全體{0}的魔法攻擊力","3","30","1","3","1","0","8.5"
"0","2","0","2160","99","","1","0","0","100600102","10","1","18","使我方全體提升{0}的ＨＰ吸收","3","90","1","3","1","0","0"
"0","2","0","2160","1","","9.5","8.5","0","100600103","26","2","8.5","","34","100600101","13","3","1","0","9.5"
"0","2","0","2160","1","","1.12","0","0","100600104","26","2","1","","34","100600102","13","3","1","0","0"
"0","2","0","0","1","","1","0","0","100600105","28","100600103","0","","7","1211","0","1","1","0","0"
"0","1","0","-1","1","魔法傷害+{0}","20","0","0","100600201","1","0","0","對敵方單體造成{0}的魔法傷害","3","2","20","1","1","0","1.6"
"0","1","0","2160","1","","0","0","0","100600301","7","0","0","","3","1","0","3","1","0","0"
"0","1","0","300","99","魔法防禦力降低+{0}","1","0","1","100600302","10","1","18","使範圍內敵人的魔法防禦力下降{0}","3","41","1","2","1","0","1"
"0","1","0","300","99","","8","0","1","100600303","10","1","18","使範圍內敵人的被暴擊傷害提升{0}％","3","141","1","2","1","0","0"
"0","2","0","2160","99","魔法攻擊力提升+{0}","45","0","0","100601101","10","1","18","提升我方全體{0}的魔法攻擊力","3","30","1","3","1","0","45"
"0","2","0","2160","99","","150","0","0","100601102","10","1","18","使全體夥伴的魔法暴擊提升{0}","3","70","1","3","1","0","0"
"0","2","0","2160","99","","2","0","0","100601103","10","1","18","使我方全體提升{0}的ＨＰ吸收","3","90","1","3","1","0","0"
"0","2","0","2160","99","吸收傷害量+{0}","24","0","0","100601104","6","0","0","展開可吸收{0}傷害量的物理吸收護盾","3","3","24","3","1","0","18"
"0","2","0","2160","99","吸收傷害量+{0}","24","0","0","100601105","6","0","0","展開可吸收{0}傷害量的魔法吸收護盾","3","4","24","3","1","0","18"
"0","1","0","2160","99","魔法防禦力降低+{0}","0.55","0","0","100601106","10","1","18","使全體敵人的魔法防禦力下降{0}","3","41","1","3","1","0","0.55"
"0","2","0","2160","1","","50","45","0","100601107","26","2","45","","34","100601101","13","3","1","0","50"
"0","2","0","2160","1","","167","0","0","100601108","26","2","150","","34","100601102","13","3","1","0","0"
"0","2","0","2160","1","","2.5","0","0","100601109","26","2","2","","34","100601103","13","3","1","0","0"
"0","2","0","2160","1","","27","24","0","100601110","26","1","24","","34","100601104","13","3","1","0","27"
"0","2","0","2160","1","","27","24","0","100601111","26","1","24","","34","100601105","13","3","1","0","27"
"0","2","0","2160","1","","0.62","0.55","0","100601112","26","2","0.55","","34","100601106","13","3","1","0","0.62"
"0","2","0","0","1","","1","0","0","100601113","28","100601107","0","","7","1211","0","1","1","0","0"
"0","1","0","-1","1","魔法傷害+{0}","25","0","0","100601201","1","0","0","對敵方單體造成{0}的魔法傷害","3","2","25","1","1","0","2"
"0","1","0","-1","1","魔法防禦力降低+{0}","0.2","0","1","100601202","10","1","12","降低敵方單體{0}的魔法防禦力","3","41","1","1","1","0","0.2"
"0","1","0","2160","1","","0","0","0","100602201","7","0","0","","3","1","0","3","1","0","0"
"0","1","0","300","99","魔法傷害+{0}","25","0","0","100602202","1","0","0","對範圍內的敵人造成{0}的魔法傷害","3","2","25","2","1","0","2"
"0","1","0","-1","1","魔法防禦力降低+{0}","0.2","0","1","100602203","10","1","12","使範圍內敵人的魔法防禦力下降{0}","3","41","1","1","1","0","0.2"
"0","2","0","0","1","","0","0","0","100602204","45","0","0","","7","1","1","1","1","0","0"
"0","1","0","300","99","詛咒每秒所造成的傷害+{0}","8","0","0","100602205","9","0","0","造成{0}傷害並陷入詛咒狀態","3","3","8","2","1","0","180"
"0","1","0","-1","1","魔法傷害+{0}","25","0","0","100610101","1","0","0","對敵方單體造成{0}的魔法傷害","3","2","25","1","1","0","2"
"0","1","0","550","99","魔法傷害+{0}","15","0","0","100610201","1","0","0","對敵方單體造成{0}的魔法傷害","3","2","15","1","1","0","1.25"
"0","0","0","0","0","魔法攻擊力提升+{0}","15","0","0","100650101","90","0","1","提升自身{0}的魔法攻擊力","0","4","1","0","1","0","15"
"0","0","0","0","0","魔法攻擊力提升+{0}","240","0","0","100651101","90","0","1","提升自身{0}的魔法攻擊力","0","4","1","0","1","0","15"
"0","1","0","-1","1","物理傷害+{0}","45","0","0","100700101","1","0","0","對敵方單體造成{0}的物理傷害","3","1","45","1","1","0","3.6"
"0","2","0","0","1","HP回復量+{0}","12","0","0","100700102","4","0","1","回復自身{0}的HP","7","1","1","3","1","0","12"
"0","2","0","0","1","","0","0","0","100700201","21","0","0","一段時間內成為無敵狀態","7","1","6","1","1","0","0"
"0","2","0","0","1","物理防禦力提升+{0}","0.2","0","1","100700202","10","1","12","提升自身{0}的物理防禦力","7","20","1","2","1","0","0.2"
"0","2","0","0","1","HP回復量+{0}","7.5","0","0","100700301","4","0","1","回復自身{0}的HP","7","1","1","1","1","0","7.5"
"0","1","0","-1","1","物理傷害+{0}","65","0","0","100701101","1","0","0","對敵方單體造成{0}的物理傷害","3","1","65","1","1","0","5.2"
"0","1","0","-1","1","物理防禦力降低+{0}","1","0","1","100701102","10","1","18","降低敵方單體{0}的物理防禦力","3","21","1","1","1","0","1"
"0","2","0","0","1","HP回復量+{0}","12","0","0","100701103","4","0","1","回復自身{0}的HP","7","1","1","3","1","0","12"
"0","2","0","0","1","","30.1","0","1","100701104","10","1","180","使自己的迴避提高{0}  ","7","50","1","2","1","0","0"
"0","2","0","0","1","","0","0","0","100701201","21","0","0","一段時間內成為無敵狀態","7","1","6","1","1","0","0"
"0","2","0","0","1","","30.1","0","1","100701202","10","1","12","使自己的迴避提高{0}  ","7","50","1","2","1","0","0"
"0","2","0","0","1","物理防禦力提升+{0}","1.4","0","1","100701203","10","1","12","提升自身{0}的物理防禦力","7","20","1","2","1","0","1.4"
"0","2","0","0","1","","0","0","0","100702201","21","0","0","一段時間內成為無敵狀態","7","1","6","1","1","0","0"
"0","2","0","0","1","","30.1","0","1","100702202","10","1","12","使自己的迴避提高{0}  ","7","50","1","2","1","0","0"
"0","2","0","0","1","物理防禦力提升+{0}","1.4","0","1","100702203","10","1","12","提升自身{0}的物理防禦力","7","20","1","2","1","0","1.4"
"0","1","100702205","-1","1","","2","0","0","100702204","28","100702206","0","","3","501","1","1","1","0","0"
"0","1","0","2160","1","詛咒每秒所造成的傷害+{0}","8","0","0","100702205","9","0","0","當敵人不處於詛咒狀態時，{0}給予傷害並使其陷入詛咒狀態","3","3","8","3","1","0","180"
"0","1","100702207","-1","1","","2","0","0","100702206","28","0","0","","3","504","1","1","1","0","0"
"0","1","0","2160","1","咒術的初期傷害量+{0}","3.36","150","0","100702207","9","0","0","敵人處於詛咒狀態而非咒術狀態時，造成每秒增加初期數值{0}之150％傷害的咒術狀態","3","5","3.36","3","1","0","180"
"0","0","0","0","0","物理防禦力提升+{0}","2","0","0","100750101","90","0","1","提升自身{0}的物理防禦力","0","3","1","0","1","0","2"
"0","0","0","0","0","物理防禦力提升+{0}","32","0","0","100751101","90","0","1","提升自身{0}的物理防禦力","0","3","1","0","1","0","2"
"0","1","0","2160","99","魔法傷害+{0}","4.5","0","0","100800101","1","0","0","對敵方全體造成{0}的魔法傷害","3","2","4.5","3","1","0","0.405"
"0","1","0","2160","99","物理防禦力降低+{0}","0.345","0","1","100800102","10","1","18","降低敵方全體{0}的物理防禦力","3","21","1","3","1","0","0.345"
"1","1","0","2160","1","魔法傷害+{0}","15","0","0","100800201","1","0","0","對敵方單體造成{0}的魔法傷害","3","2","15","3","1","0","1.2"
"0","1","0","2160","1","造成黑暗的成功Ｌｖ+{0}","0","0","0","100800202","12","0","0","使一名敵人陷入黑暗狀態","1","40","8","3","1","0","100"
"0","2","0","2160","1","TP回復量+{0}","2.5","0","0","100800301","16","0","0","回復我方單體{0}的TP","12","1","75","3","1","0","0"
"0","1","0","2160","99","魔法傷害+{0}","20.25","0","0","100801101","1","1","0","對敵方全體造成{0}防禦力較低者可防禦的魔法傷害","3","2","20.25","3","1","0","1.62"
"0","1","0","2160","99","物理防禦力降低+{0}","0.7","0","1","100801102","10","1","18","降低敵方全體{0}的物理防禦力","3","21","1","3","1","0","0.7"
"0","1","0","2160","99","造成魅惑的成功Ｌｖ+{0}","0","0","0","100801103","11","0","0","魅惑全體敵人","3","0","4","3","1","0","100"
"1","1","0","2160","1","魔法傷害+{0}","15","0","0","100801201","1","0","0","對敵方單體造成{0}的魔法傷害","3","2","15","3","1","0","1.2"
"1","1","0","2160","1","造成黑暗的成功Ｌｖ+{0}","0","0","0","100801202","12","0","0","使一名敵人陷入黑暗狀態","3","40","8","3","1","0","100"
"1","1","0","2160","1","造成魅惑的成功Ｌｖ+{0}","0","0","0","100801203","11","0","0","誘惑敵單體","3","0","8","3","1","0","100"
"0","2","0","2160","1","","0","0","0","100820301","16","0","0","回復我方單體{0}的TP","12","1","725","3","1","0","0"
"0","2","0","2160","0","物理攻擊力提升+{0}","-2080","0","0","100820302","10","1","12","讓一名同伴的物理攻擊力提升{0}","1","10","1","3","1","0","8"
"0","0","0","0","0","魔法攻擊力提升+{0}","15","0","0","100850101","90","0","1","提升自身{0}的魔法攻擊力","0","4","1","0","1","0","15"
