262a1ba2490d14af0921a09e88398b5eaf6439bf2cd7cb7a26fd86f41a8b4387,befdc7d5e930b26124600f3cd2a3450d0502937f03dc9bcc57b8e3817b424922,35fe879f1424f7e2c89991203290adbb1f36e255e323c65559821d8ece03e84e,6bb1ebf0b578d9f5fd7023e44afb9f233abbaad6bb8e2dc5ca13094d0d876bf5,13cadd27b587fad601d6ca3c7e7b0a9f510c8571de92203a0de56e8d15249c75,388b5e5db63c7992f66e53d50e3da9a5677dbd405c281e21305d55ff8feca23c,e3711f4577ba8c563549f8f9eeb75fc8b8a5beaafc1de9f359d4f6f9dcf3b604,4096736470d41d45bd8f402f70e1fb8bb5d2a7254c61c19f7b097e48811a61e0,e846ebc9277b358ae6ed893c86b1f1f126265634d9dc0d17f2f7e3a9f870bb05
"320040110","20","159","-25","1","0","0","1","1"
"320040206","-74","160","49","1","0","502004203","1","0.7"
"320040206","13","161","67","3","0","502004204","2","0.85"
"320040206","43.5","162","11","2","0","0","3","0.65"
"320040207","59","163","50","1","0","502004207","1","0.7"
"320040207","-4","164","62","3","0","502004209","2","0.85"
"320040207","-49","165","13","2","0","0","3","0.65"
"320040208","0","166","-10","1","0","0","1","0.8"
"320040209","30","167","20","1","0","0","1","0.9"
"320040210","20","168","-25","1","0","0","1","1"
"320040306","-74","169","49","1","0","502004303","1","0.7"
"320040306","13","170","67","3","0","502004304","2","0.85"
"320040306","43.5","171","11","2","0","0","3","0.65"
"320040307","59","172","50","1","0","502004307","1","0.7"
"320040307","-4","173","62","3","0","502004309","2","0.85"
"320040307","-49","174","13","2","0","0","3","0.65"
"320040308","0","175","-10","1","0","0","1","0.8"
"320040309","30","176","20","1","0","0","1","0.9"
"320040310","20","177","-25","1","0","0","1","1"
"320040406","-74","178","49","1","0","502004403","1","0.7"
"320040406","13","179","67","3","0","502004404","2","0.85"
"320040406","43.5","180","11","2","0","0","3","0.65"
"320040407","59","181","50","1","0","502004407","1","0.7"
"320040407","-4","182","62","3","0","502004409","2","0.85"
"320040407","-49","183","13","2","0","0","3","0.65"
"320040408","0","184","-10","1","0","0","1","0.8"
"320040409","30","185","20","1","0","0","1","0.9"
"320040410","20","186","-25","1","0","0","1","1"
"320040506","-74","187","49","1","0","502004503","1","0.7"
"320040506","13","188","67","3","0","502004504","2","0.85"
"320040506","43.5","189","11","2","0","0","3","0.65"
"320040507","59","190","50","1","0","502004507","1","0.7"
"320040507","-4","191","62","3","0","502004509","2","0.85"
"320040507","-49","192","13","2","0","0","3","0.65"
"320040508","0","193","-10","1","0","0","1","0.8"
"320040509","30","194","20","1","0","0","1","0.9"
"320040510","20","195","-25","1","0","0","1","1"
"320050106","-74","196","40","2","0","502005101","1","0.7"
"320050106","13","197","67","3","0","502005103","2","1"
"320050106","43.5","198","11","1","0","0","3","0.65"
"320050107","59","199","50","2","0","502005106","1","0.7"
"320050107","30","200","62","3","0","502005108","2","0.9"
"320050107","-49","201","13","1","0","0","3","0.65"
"320050108","5","202","10","1","0","0","1","0.75"
"320050109","-10","203","10","1","0","0","1","0.75"
"320050110","20","204","-25","1","0","0","1","1"
"320050206","-74","205","40","2","0","502005201","1","0.7"
"320050206","13","206","67","3","0","502005203","2","1"
"320050206","43.5","207","11","1","0","0","3","0.65"
"320050207","59","208","50","2","0","502005206","1","0.7"
"320050207","30","209","62","3","0","502005208","2","0.9"
"320050207","-49","210","13","1","0","0","3","0.65"
"320050208","5","211","10","1","0","0","1","0.75"
"320050209","-10","212","10","1","0","0","1","0.75"
"320050210","20","213","-25","1","0","0","1","1"
"320050306","-74","214","40","2","0","502005301","1","0.7"
"320050306","13","215","67","3","0","502005303","2","1"
"320050306","43.5","216","11","1","0","0","3","0.65"
"320050307","59","217","50","2","0","502005306","1","0.7"
"320050307","30","218","62","3","0","502005308","2","0.9"
"320050307","-49","219","13","1","0","0","3","0.65"
"320050308","5","220","10","1","0","0","1","0.75"
"320050309","-10","221","10","1","0","0","1","0.75"
"320050310","20","222","-25","1","0","0","1","1"
"320050406","-74","223","40","2","0","502005401","1","0.7"
"320050406","13","224","67","3","0","502005403","2","1"
"320050406","43.5","225","11","1","0","0","3","0.65"
"320050407","59","226","50","2","0","502005406","1","0.7"
"320050407","30","227","62","3","0","502005408","2","0.9"
"320050407","-49","228","13","1","0","0","3","0.65"
"320050408","5","229","10","1","0","0","1","0.75"
"320050409","-10","230","10","1","0","0","1","0.75"
"320050410","20","231","-25","1","0","0","1","1"
"320050506","-74","232","40","2","0","502005501","1","0.7"
"320050506","13","233","67","3","0","502005503","2","1"
"320050506","43.5","234","11","1","0","0","3","0.65"
"320050507","59","235","50","2","0","502005506","1","0.7"
"320050507","30","236","62","3","0","502005508","2","0.9"
"320050507","-49","237","13","1","0","0","3","0.65"
"320050508","5","238","10","1","0","0","1","0.75"
"320050509","-10","239","10","1","0","0","1","0.75"
"320050510","20","240","-25","1","0","0","1","1"
"320060106","-74","241","40","2","0","502006101","1","0.7"
"320060106","13","242","67","3","0","502006103","2","0.7"
"320060106","43.5","243","11","1","0","0","3","0.65"
"320060107","59","244","50","2","0","502006106","1","0.7"
"320060107","30","245","62","3","0","502006108","2","0.9"
"320060107","-49","246","13","1","0","0","3","0.65"
"320060108","5","247","10","1","0","0","1","1"
"320060109","-10","248","10","1","0","0","1","1.2"
"320060110","20","249","-25","1","0","0","1","1"
"320060206","-74","250","40","2","0","502006201","1","0.7"
"320060206","13","251","67","3","0","502006203","2","0.7"
"320060206","43.5","252","11","1","0","0","3","0.65"
"320060207","59","253","50","2","0","502006206","1","0.7"
"320060207","30","254","62","3","0","502006208","2","0.9"
"320060207","-49","255","13","1","0","0","3","0.65"
"320060208","5","256","10","1","0","0","1","1"
"320060209","-10","257","10","1","0","0","1","1.2"
"320060210","20","258","-25","1","0","0","1","1"
"320060306","-74","259","40","2","0","502006301","1","0.7"
"320060306","13","260","67","3","0","502006303","2","0.7"
"320060306","43.5","261","11","1","0","0","3","0.65"
"320060307","59","262","50","2","0","502006306","1","0.7"
"320060307","30","263","62","3","0","502006308","2","0.9"
"320060307","-49","264","13","1","0","0","3","0.65"
"320060308","5","265","10","1","0","0","1","1"
"320060309","-10","266","10","1","0","0","1","1.2"
"320060310","20","267","-25","1","0","0","1","1"
"320060406","-74","268","40","2","0","502006401","1","0.7"
"320060406","13","269","67","3","0","502006403","2","0.7"
"320060406","43.5","270","11","1","0","0","3","0.65"
"320060407","59","271","50","2","0","502006406","1","0.7"
"320060407","30","272","62","3","0","502006408","2","0.9"
"320060407","-49","273","13","1","0","0","3","0.65"
"320060408","5","274","10","1","0","0","1","1"
"320060409","-10","275","10","1","0","0","1","1.2"
"320060410","20","276","-25","1","0","0","1","1"
"320060506","-74","277","40","2","0","502006501","1","0.7"
"320060506","13","278","67","3","0","502006503","2","0.7"
"320060506","43.5","279","11","1","0","0","3","0.65"
"320060507","59","280","50","2","0","502006506","1","0.7"
"320060507","30","281","62","3","0","502006508","2","0.9"
"320060507","-49","282","13","1","0","0","3","0.65"
"320060508","5","283","10","1","0","0","1","1"
"320060509","-10","284","10","1","0","0","1","1.2"
"320060510","20","285","-25","1","0","0","1","1"
"320070106","-74","286","40","2","0","502007101","1","0.7"
"320070106","43","287","67","3","0","502007103","2","0.7"
"320070106","43.5","288","11","1","0","0","3","0.65"
"320070107","59","289","50","2","0","502007106","1","0.7"
"320070107","30","290","62","3","0","502007108","2","0.9"
"320070107","-49","291","13","1","0","0","3","0.65"
"320070108","5","292","20","1","0","0","1","0.9"
"320070109","0","293","20","1","0","0","1","0.9"
"320070110","-20","294","-20","1","0","0","1","1"
"320070206","-74","295","40","2","0","502007201","1","0.7"
"320070206","43","296","67","3","0","502007203","2","0.7"
"320070206","43.5","297","11","1","0","0","3","0.65"
"320070207","59","298","50","2","0","502007206","1","0.7"
"320070207","30","299","62","3","0","502007208","2","0.9"
"320070207","-49","300","13","1","0","0","3","0.65"
"320070208","5","301","20","1","0","0","1","0.9"
"320070209","0","302","20","1","0","0","1","0.9"
"320070210","-20","303","-20","1","0","0","1","1"
"320070306","-74","304","40","2","0","502007301","1","0.7"
"320070306","43","305","67","3","0","502007303","2","0.7"
"320070306","43.5","306","11","1","0","0","3","0.65"
"320070307","59","307","50","2","0","502007306","1","0.7"
"320070307","30","308","62","3","0","502007308","2","0.9"
"320070307","-49","309","13","1","0","0","3","0.65"
"320070308","5","310","20","1","0","0","1","0.9"
"320070309","0","311","20","1","0","0","1","0.9"
"320070310","-20","312","-20","1","0","0","1","1"
"320070406","-74","313","40","2","0","502007401","1","0.7"
"320070406","43","314","67","3","0","502007403","2","0.7"
"320070406","43.5","315","11","1","0","0","3","0.65"
"320070407","59","316","50","2","0","502007406","1","0.7"
"320070407","30","317","62","3","0","502007408","2","0.9"
"320070407","-49","318","13","1","0","0","3","0.65"
"320070408","5","319","20","1","0","0","1","0.9"
"320070409","0","320","20","1","0","0","1","0.9"
"320070410","-20","321","-20","1","0","0","1","1"
"320070506","-74","322","40","2","0","502007501","1","0.7"
"320070506","43","323","67","3","0","502007503","2","0.7"
"320070506","43.5","324","11","1","0","0","3","0.65"
"320070507","59","325","50","2","0","502007506","1","0.7"
"320070507","30","326","62","3","0","502007508","2","0.9"
"320070507","-49","327","13","1","0","0","3","0.65"
"320070508","5","328","20","1","0","0","1","0.9"
"320070509","0","329","20","1","0","0","1","0.9"
"320070510","-20","330","-20","1","0","0","1","1"
"320080106","-74","331","40","2","0","502008101","1","0.7"
"320080106","43","332","67","3","0","502008103","2","0.9"
"320080106","43.5","333","11","1","0","0","3","0.65"
"320080107","59","334","50","2","0","502008106","1","0.7"
"320080107","30","335","62","3","0","502008108","2","0.9"
"320080107","-49","336","13","1","0","0","3","0.65"
"320080108","5","337","20","1","0","0","1","0.8"
"320080109","0","338","20","1","0","0","1","1.1"
"320080110","-20","339","-20","1","0","0","1","1"
"320080206","-74","340","40","2","0","502008201","1","0.7"
"320080206","43","341","67","3","0","502008203","2","0.9"
"320080206","43.5","342","11","1","0","0","3","0.65"
"320080207","59","343","50","2","0","502008206","1","0.7"
"320080207","30","344","62","3","0","502008208","2","0.9"
"320080207","-49","345","13","1","0","0","3","0.65"
"320080208","5","346","20","1","0","0","1","0.8"
"320080209","0","347","20","1","0","0","1","1.1"
"320080210","-20","348","-20","1","0","0","1","1"
"320080306","-74","349","40","2","0","502008301","1","0.7"
"320080306","43","350","67","3","0","502008303","2","0.9"
"320080306","43.5","351","11","1","0","0","3","0.65"
"320080307","59","352","50","2","0","502008306","1","0.7"
"320080307","30","353","62","3","0","502008308","2","0.9"
"320080307","-49","354","13","1","0","0","3","0.65"
"320080308","5","355","20","1","0","0","1","0.8"
"320080309","0","356","20","1","0","0","1","1.1"
"320080310","-20","357","-20","1","0","0","1","1"
"320080406","-74","358","40","2","0","502008401","1","0.7"
"320080406","43","359","67","3","0","502008403","2","0.9"
"320080406","43.5","360","11","1","0","0","3","0.65"
"320080407","59","361","50","2","0","502008406","1","0.7"
"320080407","30","362","62","3","0","502008408","2","0.9"
"320080407","-49","363","13","1","0","0","3","0.65"
"320080408","5","364","20","1","0","0","1","0.8"
"320080409","0","365","20","1","0","0","1","1.1"
"320080410","-20","366","-20","1","0","0","1","1"
"320080506","-74","367","40","2","0","502008501","1","0.7"
"320080506","43","368","67","3","0","502008503","2","0.9"
"320080506","43.5","369","11","1","0","0","3","0.65"
"320080507","59","370","50","2","0","502008506","1","0.7"
"320080507","30","371","62","3","0","502008508","2","0.9"
"320080507","-49","372","13","1","0","0","3","0.65"
"320080508","5","373","20","1","0","0","1","0.8"
"320080509","0","374","20","1","0","0","1","1.1"
"320080510","-20","375","-20","1","0","0","1","1"
"320090106","-74","376","40","2","0","502009101","1","0.7"
"320090106","13","377","67","3","0","502009103","2","1"
"320090106","43.5","378","11","1","0","0","3","0.65"
"320090107","-68","379","50","2","0","502009106","1","0.7"
"320090107","30","380","62","3","0","502009108","2","0.9"
"320090107","29","381","13","1","0","0","3","0.65"
"320090108","5","382","10","1","0","0","1","0.75"
"320090109","0","383","10","1","0","0","1","1"
"320090110","-20","384","-20","1","0","0","1","1"
"320090206","-74","385","40","2","0","502009201","1","0.7"
"320090206","13","386","67","3","0","502009203","2","1"
"320090206","43.5","387","11","1","0","0","3","0.65"
"320090207","-68","388","50","2","0","502009206","1","0.7"
"320090207","30","389","62","3","0","502009208","2","0.9"
"320090207","29","390","13","1","0","0","3","0.65"
"320090208","5","391","10","1","0","0","1","0.75"
"320090209","0","392","10","1","0","0","1","1"
"320090210","-20","393","-20","1","0","0","1","1"
"320090306","-74","394","40","2","0","502009301","1","0.7"
"320090306","13","395","67","3","0","502009303","2","1"
"320090306","43.5","396","11","1","0","0","3","0.65"
"320090307","-68","397","50","2","0","502009306","1","0.7"
"320090307","30","398","62","3","0","502009308","2","0.9"
"320090307","29","399","13","1","0","0","3","0.65"
"320090308","5","400","10","1","0","0","1","0.75"
"320090309","0","401","10","1","0","0","1","1"
"320090310","-20","402","-20","1","0","0","1","1"
"320090406","-74","403","40","2","0","502009401","1","0.7"
"320090406","13","404","67","3","0","502009403","2","1"
"320090406","43.5","405","11","1","0","0","3","0.65"
"320090407","-68","406","50","2","0","502009406","1","0.7"
"320090407","30","407","62","3","0","502009408","2","0.9"
"320090407","29","408","13","1","0","0","3","0.65"
"320090408","5","409","10","1","0","0","1","0.75"
"320090409","0","410","10","1","0","0","1","1"
"320090410","-20","411","-20","1","0","0","1","1"
"320090506","-74","412","40","2","0","502009501","1","0.7"
"320090506","13","413","67","3","0","502009503","2","1"
"320090506","43.5","414","11","1","0","0","3","0.65"
"320090507","-68","415","50","2","0","502009506","1","0.7"
"320090507","30","416","62","3","0","502009508","2","0.9"
"320090507","29","417","13","1","0","0","3","0.65"
"320090508","5","418","10","1","0","0","1","0.75"
"320090509","0","419","10","1","0","0","1","1"
"320090510","-20","420","-20","1","0","0","1","1"
"320100106","-74","421","40","2","0","502010101","1","0.7"
"320100106","13","422","67","3","0","502010103","2","1"
"320100106","43.5","423","11","1","0","0","3","0.65"
"320100107","-68","424","50","2","0","502010106","1","0.7"
"320100107","30","425","62","3","0","502010108","2","0.9"
"320100107","29","426","13","1","0","0","3","0.65"
"320100108","40","427","60","1","0","0","1","0.9"
"320100109","0","428","10","1","0","0","1","1"
"320100110","-20","429","-35","1","0","0","1","1"
"320100206","-74","430","40","2","0","502010201","1","0.7"
"320100206","13","431","67","3","0","502010203","2","1"
"320100206","43.5","432","11","1","0","0","3","0.65"
"320100207","-68","433","50","2","0","502010206","1","0.7"
"320100207","30","434","62","3","0","502010208","2","0.9"
"320100207","29","435","13","1","0","0","3","0.65"
"320100208","40","436","60","1","0","0","1","0.9"
"320100209","0","437","10","1","0","0","1","1"
"320100210","-20","438","-35","1","0","0","1","1"
"320100306","-74","439","40","2","0","502010301","1","0.7"
"320100306","13","440","67","3","0","502010303","2","1"
"320100306","43.5","441","11","1","0","0","3","0.65"
"320100307","-68","442","50","2","0","502010306","1","0.7"
"320100307","30","443","62","3","0","502010308","2","0.9"
"320100307","29","444","13","1","0","0","3","0.65"
"320100308","40","445","60","1","0","0","1","0.9"
"320100309","0","446","10","1","0","0","1","1"
"320100310","-20","447","-35","1","0","0","1","1"
"320100406","-74","448","40","2","0","502010401","1","0.7"
"320100406","13","449","67","3","0","502010403","2","1"
"320100406","43.5","450","11","1","0","0","3","0.65"
"320100407","-68","451","50","2","0","502010406","1","0.7"
"320100407","30","452","62","3","0","502010408","2","0.9"
"320100407","29","453","13","1","0","0","3","0.65"
"320100408","40","454","60","1","0","0","1","0.9"
"320100409","0","455","10","1","0","0","1","1"
"320100410","-20","456","-35","1","0","0","1","1"
"320100506","-74","457","40","2","0","502010501","1","0.7"
"320100506","13","458","67","3","0","502010503","2","1"
"320100506","43.5","459","11","1","0","0","3","0.65"
"320100507","-68","460","50","2","0","502010506","1","0.7"
"320100507","30","461","62","3","0","502010508","2","0.9"
"320100507","29","462","13","1","0","0","3","0.65"
"320100508","40","463","60","1","0","0","1","0.9"
"320100509","0","464","10","1","0","0","1","1"
"320100510","-20","465","-35","1","0","0","1","1"
"320110106","-74","466","40","2","0","502011101","1","0.7"
"320110106","13","467","67","3","0","502011103","2","1"
"320110106","43.5","468","11","1","0","0","3","0.65"
"320110107","-98","469","50","2","0","502011106","1","0.7"
"320110107","0","470","72","3","0","502011108","2","1.1"
"320110107","49","471","13","1","0","0","3","0.65"
"320110108","-40","472","30","1","0","0","1","0.75"
"320110109","20","473","50","1","0","0","1","1.2"
"320110110","-20","474","-35","1","0","0","1","1.1"
"320110206","-74","475","40","2","0","502011201","1","0.7"
"320110206","13","476","67","3","0","502011203","2","1"
"320110206","43.5","477","11","1","0","0","3","0.65"
"320110207","-98","478","50","2","0","502011206","1","0.7"
"320110207","0","479","72","3","0","502011208","2","1.1"
"320110207","49","480","13","1","0","0","3","0.65"
"320110208","-40","481","30","1","0","0","1","0.75"
"320110209","20","482","50","1","0","0","1","1.2"
"320110210","-20","483","-35","1","0","0","1","1.1"
"320110306","-74","484","40","2","0","502011301","1","0.7"
"320110306","13","485","67","3","0","502011303","2","1"
"320110306","43.5","486","11","1","0","0","3","0.65"
"320110307","-98","487","50","2","0","502011306","1","0.7"
"320110307","0","488","72","3","0","502011308","2","1.1"
"320110307","49","489","13","1","0","0","3","0.65"
"320110308","-40","490","30","1","0","0","1","0.75"
"320110309","20","491","50","1","0","0","1","1.2"
"320110310","-20","492","-35","1","0","0","1","1.1"
"320110406","-74","493","40","2","0","502011401","1","0.7"
"320110406","13","494","67","3","0","502011403","2","1"
"320110406","43.5","495","11","1","0","0","3","0.65"
"320110407","-98","496","50","2","0","502011406","1","0.7"
"320110407","0","497","72","3","0","502011408","2","1.1"
"320110407","49","498","13","1","0","0","3","0.65"
"320110408","-40","499","30","1","0","0","1","0.75"
"320110409","20","500","50","1","0","0","1","1.2"
"320110410","-20","501","-35","1","0","0","1","1.1"
"320110506","-74","502","40","2","0","502011501","1","0.7"
"320110506","13","503","67","3","0","502011503","2","1"
"320110506","43.5","504","11","1","0","0","3","0.65"
"320110507","-98","505","50","2","0","502011506","1","0.7"
"320110507","0","506","72","3","0","502011508","2","1.1"
"320110507","49","507","13","1","0","0","3","0.65"
"320110508","-40","508","30","1","0","0","1","0.75"
"320110509","20","509","50","1","0","0","1","1.2"
"320110510","-20","510","-35","1","0","0","1","1.1"
"320120106","-74","511","40","2","0","502012101","1","0.7"
"320120106","10","512","67","3","0","502012103","2","1"
"320120106","43.5","513","11","1","0","0","3","0.65"
"320120107","-98","514","50","2","0","502012106","1","0.7"
"320120107","0","515","72","3","0","502012108","2","1"
"320120107","49","516","13","1","0","0","3","0.65"
"320120108","10","517","30","1","0","0","1","1.2"
"320120109","40","518","40","1","0","0","1","0.9"
"320120110","-20","519","-35","1","0","0","1","1.1"
